kind,module,celltype,bin_lo,bin_hi,n,mean,sem
strat,il6_jak_stat3,DC,6.0,8.0,645.0,0.11538072654154653,0.04088758127297834
strat,il6_jak_stat3,DC,8.0,10.0,600.0,0.028621085888349024,0.041406898227084314
strat,il6_jak_stat3,DC,10.0,12.5,754.0,0.035704134189857795,0.036382113645124274
strat,il6_jak_stat3,DC,12.5,15.0,747.0,0.09341683237112862,0.03469805905202628
strat,il6_jak_stat3,DC,15.0,17.5,715.0,0.011064957053150942,0.03913447335589656
strat,il6_jak_stat3,DC,17.5,20.0,668.0,0.0047466862408349336,0.03857298279088868
strat,il6_jak_stat3,DC,20.0,25.0,1145.0,0.028923955881519255,0.02991465855354768
strat,il6_jak_stat3,DC,25.0,30.0,1088.0,-0.111713813328074,0.03021282122517499
strat,il6_jak_stat3,DC,30.0,35.0,931.0,0.05539864680489523,0.03238981084061184
strat,il6_jak_stat3,DC,35.0,40.0,802.0,-0.061250600775424484,0.03583302916430178
strat,il6_jak_stat3,DC,40.0,50.0,1151.0,-0.06865706110540323,0.02821845847918262
strat,il6_jak_stat3,DC,50.0,60.0,724.0,-0.09483102670570868,0.036770807605630104
strat,il6_jak_stat3,DC,60.0,75.0,533.0,-0.057788500871921215,0.04264578029537188
strat,il6_jak_stat3,DC,75.0,100.0,316.0,0.006712802517767335,0.05158771836004243
unstrat,il6_jak_stat3,DC,0.0,2.0,0.0,,
unstrat,il6_jak_stat3,DC,2.0,4.0,33.0,1.0752745969016062,0.1977853329870973
unstrat,il6_jak_stat3,DC,4.0,6.0,361.0,0.9094394835317446,0.059163490305516264
unstrat,il6_jak_stat3,DC,6.0,8.0,645.0,0.8769462862782379,0.0439349011178709
unstrat,il6_jak_stat3,DC,8.0,10.0,600.0,0.7819104922923495,0.04435419202774792
unstrat,il6_jak_stat3,DC,10.0,12.5,754.0,0.7899953248363393,0.03903612774712914
unstrat,il6_jak_stat3,DC,12.5,15.0,747.0,0.85282364412405,0.03709054544875422
unstrat,il6_jak_stat3,DC,15.0,17.5,715.0,0.7645213184876077,0.041898269847384456
unstrat,il6_jak_stat3,DC,17.5,20.0,668.0,0.760138530300235,0.04130074240145891
unstrat,il6_jak_stat3,DC,20.0,25.0,1145.0,0.7850813342486677,0.03200640801066644
unstrat,il6_jak_stat3,DC,25.0,30.0,1088.0,0.6366340491040683,0.03233083849010285
unstrat,il6_jak_stat3,DC,30.0,35.0,931.0,0.81443934145945,0.03454435340857211
unstrat,il6_jak_stat3,DC,35.0,40.0,802.0,0.6939139527146928,0.03815716910543645
unstrat,il6_jak_stat3,DC,40.0,50.0,1151.0,0.6846210677043792,0.030035757176919288
unstrat,il6_jak_stat3,DC,50.0,60.0,724.0,0.6594171636470169,0.03887866660908673
unstrat,il6_jak_stat3,DC,60.0,75.0,533.0,0.7040738606560961,0.044929198996745745
unstrat,il6_jak_stat3,DC,75.0,100.0,316.0,0.7686943466258149,0.05423957121276622
strat,il6_jak_stat3,Endothelial,0.0,2.0,1.0,-0.8685008945266427,0.0
strat,il6_jak_stat3,Endothelial,2.0,4.0,32.0,-0.11625648982263231,0.16845495989211057
strat,il6_jak_stat3,Endothelial,4.0,6.0,562.0,0.23025212282857466,0.045394639377423475
strat,il6_jak_stat3,Endothelial,6.0,8.0,1564.0,0.14441627501094975,0.025661480449304476
strat,il6_jak_stat3,Endothelial,8.0,10.0,2722.0,0.0649714762900928,0.019786068285141487
strat,il6_jak_stat3,Endothelial,10.0,12.5,4805.0,0.049209505086105665,0.014830120718552012
strat,il6_jak_stat3,Endothelial,12.5,15.0,5522.0,0.018112766584810605,0.013588436164133279
strat,il6_jak_stat3,Endothelial,15.0,17.5,5470.0,0.004143466175450077,0.013766507163513603
strat,il6_jak_stat3,Endothelial,17.5,20.0,5588.0,0.018159621152419765,0.01348859267716699
strat,il6_jak_stat3,Endothelial,20.0,25.0,12216.0,0.00413341948785125,0.009120176495858797
strat,il6_jak_stat3,Endothelial,25.0,30.0,12931.0,0.02469140697374244,0.008824081988754978
strat,il6_jak_stat3,Endothelial,30.0,35.0,12429.0,0.004537322321164785,0.0089358965211131
strat,il6_jak_stat3,Endothelial,35.0,40.0,11548.0,0.00020761757718081513,0.009304916584844239
strat,il6_jak_stat3,Endothelial,40.0,50.0,19256.0,-0.007987160787290108,0.007149637237008441
strat,il6_jak_stat3,Endothelial,50.0,60.0,13306.0,-0.03272748549962224,0.008518826723250654
strat,il6_jak_stat3,Endothelial,60.0,75.0,11345.0,-0.040376101095021905,0.009300774664753807
strat,il6_jak_stat3,Endothelial,75.0,100.0,6175.0,-0.05981770281621043,0.012349767501680355
unstrat,il6_jak_stat3,Endothelial,0.0,2.0,1.0,0.04971767387183961,0.0
unstrat,il6_jak_stat3,Endothelial,2.0,4.0,32.0,0.5644228671415313,0.17334076850671992
unstrat,il6_jak_stat3,Endothelial,4.0,6.0,562.0,0.9470919984696285,0.047464650270982504
unstrat,il6_jak_stat3,Endothelial,6.0,8.0,1564.0,0.8843349885223438,0.026530599942060393
unstrat,il6_jak_stat3,Endothelial,8.0,10.0,2722.0,0.8212294206190682,0.02034859461929608
unstrat,il6_jak_stat3,Endothelial,10.0,12.5,4805.0,0.8213258027268608,0.01519599564142912
unstrat,il6_jak_stat3,Endothelial,12.5,15.0,5522.0,0.7897982262980779,0.01385724334045932
unstrat,il6_jak_stat3,Endothelial,15.0,17.5,5470.0,0.7734817763544389,0.014068390455258189
unstrat,il6_jak_stat3,Endothelial,17.5,20.0,5588.0,0.7866702037976052,0.013780604082052212
unstrat,il6_jak_stat3,Endothelial,20.0,25.0,12216.0,0.7747514220392714,0.009310753487979082
unstrat,il6_jak_stat3,Endothelial,25.0,30.0,12931.0,0.8024965980691466,0.008990435493620566
unstrat,il6_jak_stat3,Endothelial,30.0,35.0,12429.0,0.7878464817033837,0.009061060670671583
unstrat,il6_jak_stat3,Endothelial,35.0,40.0,11548.0,0.7845081802461026,0.009441708128490043
unstrat,il6_jak_stat3,Endothelial,40.0,50.0,19256.0,0.7842426680387014,0.007228675511685968
unstrat,il6_jak_stat3,Endothelial,50.0,60.0,13306.0,0.7670665402724242,0.008595259648867358
unstrat,il6_jak_stat3,Endothelial,60.0,75.0,11345.0,0.7667783509319901,0.00933908407169204
unstrat,il6_jak_stat3,Endothelial,75.0,100.0,6175.0,0.7514415744468796,0.012372404289843921
strat,il6_jak_stat3,Hepatocytes,0.0,2.0,1.0,-0.5067584076394598,0.0
strat,il6_jak_stat3,Hepatocytes,2.0,4.0,32.0,0.8248300532399276,0.3906572899013563
strat,il6_jak_stat3,Hepatocytes,4.0,6.0,465.0,0.27379541442919375,0.0706438533523288
strat,il6_jak_stat3,Hepatocytes,6.0,8.0,2438.0,0.17315074087690094,0.0253772388653355
strat,il6_jak_stat3,Hepatocytes,8.0,10.0,6367.0,0.11415073955329734,0.014586961040489019
strat,il6_jak_stat3,Hepatocytes,10.0,12.5,14106.0,0.05178645886389942,0.008988112389206373
strat,il6_jak_stat3,Hepatocytes,12.5,15.0,17733.0,0.013383685278829749,0.007722461468952015
strat,il6_jak_stat3,Hepatocytes,15.0,17.5,19119.0,-0.0037990879294142513,0.007331588472200592
strat,il6_jak_stat3,Hepatocytes,17.5,20.0,19761.0,0.014024620265324904,0.0070874010049541995
strat,il6_jak_stat3,Hepatocytes,20.0,25.0,39921.0,0.01154610683026259,0.00512864526111898
strat,il6_jak_stat3,Hepatocytes,25.0,30.0,40161.0,-0.0031079691419166836,0.0049634831540165845
strat,il6_jak_stat3,Hepatocytes,30.0,35.0,39409.0,-0.001907249545303906,0.005014296036414063
strat,il6_jak_stat3,Hepatocytes,35.0,40.0,36326.0,-0.0044267756546528415,0.0051880267947394506
strat,il6_jak_stat3,Hepatocytes,40.0,50.0,60017.0,-0.010434256224224968,0.004009742238497311
strat,il6_jak_stat3,Hepatocytes,50.0,60.0,42563.0,-0.011564393424984437,0.004716010927989551
strat,il6_jak_stat3,Hepatocytes,60.0,75.0,35870.0,-0.02539910163948366,0.005041167009429727
strat,il6_jak_stat3,Hepatocytes,75.0,100.0,19632.0,-0.027766386412950057,0.006965716434684612
unstrat,il6_jak_stat3,Hepatocytes,0.0,2.0,1.0,-0.7888004682503903,0.0
unstrat,il6_jak_stat3,Hepatocytes,2.0,4.0,32.0,-0.20545651338269433,0.18517120989822744
unstrat,il6_jak_stat3,Hepatocytes,4.0,6.0,465.0,-0.4595786217898895,0.03402424111799733
unstrat,il6_jak_stat3,Hepatocytes,6.0,8.0,2438.0,-0.49257837779762353,0.012131222653316094
unstrat,il6_jak_stat3,Hepatocytes,8.0,10.0,6367.0,-0.5120581819490796,0.0067973964020068296
unstrat,il6_jak_stat3,Hepatocytes,10.0,12.5,14106.0,-0.5384781816402854,0.004174898105709486
unstrat,il6_jak_stat3,Hepatocytes,12.5,15.0,17733.0,-0.55702673381689,0.0035983474407300436
unstrat,il6_jak_stat3,Hepatocytes,15.0,17.5,19119.0,-0.5637785520784786,0.0034064338948677298
unstrat,il6_jak_stat3,Hepatocytes,17.5,20.0,19761.0,-0.5549847066459102,0.003295525481237664
unstrat,il6_jak_stat3,Hepatocytes,20.0,25.0,39921.0,-0.5555952250681557,0.002379154138795786
unstrat,il6_jak_stat3,Hepatocytes,25.0,30.0,40161.0,-0.5622150167401092,0.0023052645743763395
unstrat,il6_jak_stat3,Hepatocytes,30.0,35.0,39409.0,-0.5604834836807936,0.0023243725826748644
unstrat,il6_jak_stat3,Hepatocytes,35.0,40.0,36326.0,-0.5606730630801738,0.002400278295464497
unstrat,il6_jak_stat3,Hepatocytes,40.0,50.0,60017.0,-0.5633389806140411,0.0018560778889635688
unstrat,il6_jak_stat3,Hepatocytes,50.0,60.0,42563.0,-0.5631441911960249,0.0021844655098372835
unstrat,il6_jak_stat3,Hepatocytes,60.0,75.0,35870.0,-0.5704478904127376,0.0023344061407465874
unstrat,il6_jak_stat3,Hepatocytes,75.0,100.0,19632.0,-0.5754776775704684,0.0032449335857875606
strat,il6_jak_stat3,Macrophages,0.0,2.0,0.0,,
strat,il6_jak_stat3,Macrophages,2.0,4.0,61.0,0.08248723041578299,0.1439359892951608
strat,il6_jak_stat3,Macrophages,4.0,6.0,950.0,0.14828087788430408,0.034239180632788746
strat,il6_jak_stat3,Macrophages,6.0,8.0,2069.0,0.17642608461917528,0.023828696950011052
strat,il6_jak_stat3,Macrophages,8.0,10.0,2587.0,0.06258962448085577,0.020224812407877272
strat,il6_jak_stat3,Macrophages,10.0,12.5,3649.0,0.05717935943884928,0.016976472534070246
strat,il6_jak_stat3,Macrophages,12.5,15.0,3903.0,0.01648038019307124,0.015951029984885394
strat,il6_jak_stat3,Macrophages,15.0,17.5,4001.0,-0.007596207759573889,0.01579160207967033
strat,il6_jak_stat3,Macrophages,17.5,20.0,3946.0,0.005086991856393672,0.016007246083056124
strat,il6_jak_stat3,Macrophages,20.0,25.0,7971.0,0.02668899150502045,0.011337967219864003
strat,il6_jak_stat3,Macrophages,25.0,30.0,8327.0,-0.00010361650245237055,0.010941978013401396
strat,il6_jak_stat3,Macrophages,30.0,35.0,7712.0,-0.008298595829460124,0.011396404019792588
strat,il6_jak_stat3,Macrophages,35.0,40.0,7030.0,-0.018911293747950364,0.011872806272618105
strat,il6_jak_stat3,Macrophages,40.0,50.0,11508.0,-0.03486020928977944,0.009135914811943802
strat,il6_jak_stat3,Macrophages,50.0,60.0,8112.0,-0.035837436777838044,0.01095474821912713
strat,il6_jak_stat3,Macrophages,60.0,75.0,6798.0,-0.03255430214522043,0.01184554890238816
strat,il6_jak_stat3,Macrophages,75.0,100.0,3677.0,-0.010126728505191064,0.016220566220785406
unstrat,il6_jak_stat3,Macrophages,0.0,2.0,0.0,,
unstrat,il6_jak_stat3,Macrophages,2.0,4.0,61.0,1.0178280697820923,0.159252824468351
unstrat,il6_jak_stat3,Macrophages,4.0,6.0,950.0,1.0281225642837881,0.038799352582640965
unstrat,il6_jak_stat3,Macrophages,6.0,8.0,2069.0,1.0534717606217656,0.02700818048546527
unstrat,il6_jak_stat3,Macrophages,8.0,10.0,2587.0,0.9687534687698799,0.02296929210681309
unstrat,il6_jak_stat3,Macrophages,10.0,12.5,3649.0,0.9835625391678664,0.0194586500999044
unstrat,il6_jak_stat3,Macrophages,12.5,15.0,3903.0,0.9458086049859774,0.018312070298594992
unstrat,il6_jak_stat3,Macrophages,15.0,17.5,4001.0,0.9168103949435217,0.01815107190630652
unstrat,il6_jak_stat3,Macrophages,17.5,20.0,3946.0,0.9299470861979408,0.018343908224548112
unstrat,il6_jak_stat3,Macrophages,20.0,25.0,7971.0,0.9705968580652453,0.013105021452820543
unstrat,il6_jak_stat3,Macrophages,25.0,30.0,8327.0,0.9552865667878201,0.012673221356571939
unstrat,il6_jak_stat3,Macrophages,30.0,35.0,7712.0,0.9520818384034493,0.013245782904010706
unstrat,il6_jak_stat3,Macrophages,35.0,40.0,7030.0,0.9524753935418118,0.013799619780212354
unstrat,il6_jak_stat3,Macrophages,40.0,50.0,11508.0,0.9491865370592181,0.010647387618183292
unstrat,il6_jak_stat3,Macrophages,50.0,60.0,8112.0,0.9557296022309331,0.012823395491828895
unstrat,il6_jak_stat3,Macrophages,60.0,75.0,6798.0,0.9638273743980098,0.013934303567723481
unstrat,il6_jak_stat3,Macrophages,75.0,100.0,3677.0,0.97815818138752,0.018993084560532295
strat,il6_jak_stat3,Mesenchymal,0.0,2.0,0.0,,
strat,il6_jak_stat3,Mesenchymal,2.0,4.0,78.0,0.10710574889217593,0.11923899032566591
strat,il6_jak_stat3,Mesenchymal,4.0,6.0,1235.0,0.12494293605291658,0.03140403926345115
strat,il6_jak_stat3,Mesenchymal,6.0,8.0,2812.0,0.05359626220645412,0.019509885517825364
strat,il6_jak_stat3,Mesenchymal,8.0,10.0,3603.0,0.012418993600395214,0.016959083573140396
strat,il6_jak_stat3,Mesenchymal,10.0,12.5,5198.0,0.015313171672743068,0.01426457850224577
strat,il6_jak_stat3,Mesenchymal,12.5,15.0,5331.0,0.020134067376305232,0.013991880534035793
strat,il6_jak_stat3,Mesenchymal,15.0,17.5,5523.0,0.003034935961555017,0.013458462035351412
strat,il6_jak_stat3,Mesenchymal,17.5,20.0,5612.0,0.009196804945319471,0.013644616629462418
strat,il6_jak_stat3,Mesenchymal,20.0,25.0,11324.0,0.0126664416214609,0.009435951023946582
strat,il6_jak_stat3,Mesenchymal,25.0,30.0,10981.0,-0.0027224689785702275,0.009543623499453667
strat,il6_jak_stat3,Mesenchymal,30.0,35.0,10507.0,-0.013310077129158965,0.009718695627403951
strat,il6_jak_stat3,Mesenchymal,35.0,40.0,9228.0,-0.016255974629542147,0.010162503985267975
strat,il6_jak_stat3,Mesenchymal,40.0,50.0,14841.0,-0.008994239386042487,0.008093641417253546
strat,il6_jak_stat3,Mesenchymal,50.0,60.0,9714.0,-0.0031177427499990812,0.010034619265654816
strat,il6_jak_stat3,Mesenchymal,60.0,75.0,8052.0,-0.013439200402323517,0.01093259488154827
strat,il6_jak_stat3,Mesenchymal,75.0,100.0,4192.0,-0.03938994161772848,0.015269458168477665
unstrat,il6_jak_stat3,Mesenchymal,0.0,2.0,0.0,,
unstrat,il6_jak_stat3,Mesenchymal,2.0,4.0,78.0,0.3286490066758411,0.10728626599197408
unstrat,il6_jak_stat3,Mesenchymal,4.0,6.0,1235.0,0.3184664982285684,0.02883211491094065
unstrat,il6_jak_stat3,Mesenchymal,6.0,8.0,2812.0,0.2612647221634157,0.017795224666316226
unstrat,il6_jak_stat3,Mesenchymal,8.0,10.0,3603.0,0.22969768549602082,0.015367166313330051
unstrat,il6_jak_stat3,Mesenchymal,10.0,12.5,5198.0,0.23415598718517058,0.01293103203024418
unstrat,il6_jak_stat3,Mesenchymal,12.5,15.0,5331.0,0.24125196121397507,0.01269645456240229
unstrat,il6_jak_stat3,Mesenchymal,15.0,17.5,5523.0,0.22378999918773193,0.012179141465722056
unstrat,il6_jak_stat3,Mesenchymal,17.5,20.0,5612.0,0.23091499944997146,0.012358718795613503
unstrat,il6_jak_stat3,Mesenchymal,20.0,25.0,11324.0,0.2357776590016644,0.008526559090504423
unstrat,il6_jak_stat3,Mesenchymal,25.0,30.0,10981.0,0.22387462224168564,0.008620236952395435
unstrat,il6_jak_stat3,Mesenchymal,30.0,35.0,10507.0,0.2152511032095577,0.00875572048378779
unstrat,il6_jak_stat3,Mesenchymal,35.0,40.0,9228.0,0.2127289465828091,0.009126141035179981
unstrat,il6_jak_stat3,Mesenchymal,40.0,50.0,14841.0,0.22145189780228017,0.007264370734242276
unstrat,il6_jak_stat3,Mesenchymal,50.0,60.0,9714.0,0.22760212266995836,0.00896567694506138
unstrat,il6_jak_stat3,Mesenchymal,60.0,75.0,8052.0,0.22062451083099813,0.009694930582258047
unstrat,il6_jak_stat3,Mesenchymal,75.0,100.0,4192.0,0.19801745075661364,0.013496336379783142
strat,il6_jak_stat3,T/NK cells,0.0,2.0,0.0,,
strat,il6_jak_stat3,T/NK cells,2.0,4.0,47.0,0.0587452605917457,0.17103189071127053
strat,il6_jak_stat3,T/NK cells,4.0,6.0,575.0,0.26494460341791953,0.04435570048451983
strat,il6_jak_stat3,T/NK cells,6.0,8.0,1044.0,0.20535991662754938,0.032820556465393246
strat,il6_jak_stat3,T/NK cells,8.0,10.0,1081.0,0.08152379283816644,0.030631688584709185
strat,il6_jak_stat3,T/NK cells,10.0,12.5,1427.0,0.06340054380940587,0.027658031884258527
strat,il6_jak_stat3,T/NK cells,12.5,15.0,1564.0,0.0686079925520427,0.026979673838249184
strat,il6_jak_stat3,T/NK cells,15.0,17.5,1420.0,0.047644566037148915,0.027139685719815957
strat,il6_jak_stat3,T/NK cells,17.5,20.0,1364.0,-0.00030672713047007053,0.02824880848355898
strat,il6_jak_stat3,T/NK cells,20.0,25.0,2741.0,0.057427622797907495,0.019693257830627555
strat,il6_jak_stat3,T/NK cells,25.0,30.0,2634.0,-0.06182174971528581,0.01869741242928778
strat,il6_jak_stat3,T/NK cells,30.0,35.0,2281.0,-0.057958411293884106,0.019984114102771983
strat,il6_jak_stat3,T/NK cells,35.0,40.0,2126.0,-0.03298086761436714,0.02115799044968385
strat,il6_jak_stat3,T/NK cells,40.0,50.0,3251.0,-0.07854403321481691,0.01675402956963164
strat,il6_jak_stat3,T/NK cells,50.0,60.0,2124.0,-0.05399827739971867,0.021223424299896303
strat,il6_jak_stat3,T/NK cells,60.0,75.0,1797.0,-0.06633097621473269,0.022321977460426627
strat,il6_jak_stat3,T/NK cells,75.0,100.0,991.0,-0.02588692104722793,0.03115172986327435
unstrat,il6_jak_stat3,T/NK cells,0.0,2.0,0.0,,
unstrat,il6_jak_stat3,T/NK cells,2.0,4.0,47.0,0.6867880887433935,0.1959796291849472
unstrat,il6_jak_stat3,T/NK cells,4.0,6.0,575.0,0.8887422512563812,0.050735928750895845
unstrat,il6_jak_stat3,T/NK cells,6.0,8.0,1044.0,0.8344322849669712,0.03844813575085456
unstrat,il6_jak_stat3,T/NK cells,8.0,10.0,1081.0,0.7234298594191096,0.03517305373928408
unstrat,il6_jak_stat3,T/NK cells,10.0,12.5,1427.0,0.7209754917554364,0.03173039752969922
unstrat,il6_jak_stat3,T/NK cells,12.5,15.0,1564.0,0.735148171836364,0.030754616027548313
unstrat,il6_jak_stat3,T/NK cells,15.0,17.5,1420.0,0.6973349265281604,0.031108186977060723
unstrat,il6_jak_stat3,T/NK cells,17.5,20.0,1364.0,0.6553324673900158,0.03221189024344501
unstrat,il6_jak_stat3,T/NK cells,20.0,25.0,2741.0,0.7341554148799054,0.022399835282341823
unstrat,il6_jak_stat3,T/NK cells,25.0,30.0,2634.0,0.6091757429790211,0.021235120137989543
unstrat,il6_jak_stat3,T/NK cells,30.0,35.0,2281.0,0.6250230337125134,0.022570971002094292
unstrat,il6_jak_stat3,T/NK cells,35.0,40.0,2126.0,0.6543746145130962,0.024275696950544868
unstrat,il6_jak_stat3,T/NK cells,40.0,50.0,3251.0,0.6275812898134783,0.019136275245555213
unstrat,il6_jak_stat3,T/NK cells,50.0,60.0,2124.0,0.6712571595976368,0.024170452992321498
unstrat,il6_jak_stat3,T/NK cells,60.0,75.0,1797.0,0.6789569015476971,0.025447011645104857
unstrat,il6_jak_stat3,T/NK cells,75.0,100.0,991.0,0.731703610337309,0.03513083364237023
unstrat,interferon_response,all,0.0,2.0,2.0,-0.2676952957743177,0.08960374250941533
unstrat,interferon_response,all,2.0,4.0,598.0,0.1411250593948148,0.049762186263480994
unstrat,interferon_response,all,4.0,6.0,8135.0,0.23706353924635462,0.013514910979505503
unstrat,interferon_response,all,6.0,8.0,16991.0,0.22308137470150302,0.009151991169720604
unstrat,interferon_response,all,8.0,10.0,23392.0,0.12457145182613141,0.007333596474910201
unstrat,interferon_response,all,10.0,12.5,37888.0,0.05738581476122858,0.005489835807167346
unstrat,interferon_response,all,12.5,15.0,42684.0,0.016845860576151166,0.005014800071289256
unstrat,interferon_response,all,15.0,17.5,43942.0,-0.007799812887188691,0.004865117702588475
unstrat,interferon_response,all,17.5,20.0,44536.0,-0.02042344897124395,0.00472802074022592
unstrat,interferon_response,all,20.0,25.0,90005.0,-0.012802674030944391,0.003354461448934322
unstrat,interferon_response,all,25.0,30.0,89851.0,-0.008365132359776166,0.0033190210060032666
unstrat,interferon_response,all,30.0,35.0,85294.0,-0.016309818924058892,0.0033574433821073287
unstrat,interferon_response,all,35.0,40.0,77493.0,-0.011670391045814374,0.003513544776473064
unstrat,interferon_response,all,40.0,50.0,125653.0,-0.018314772037293606,0.0027309477859643588
unstrat,interferon_response,all,50.0,60.0,86337.0,-0.02093400926387705,0.0032734401076263617
unstrat,interferon_response,all,60.0,75.0,71743.0,-0.02030627059286377,0.00357567729168873
unstrat,interferon_response,all,75.0,100.0,38707.0,-0.015313581894821801,0.004893180563834998
compositiononly,interferon_response,all,0.0,2.0,2.0,0.04193442315994958,0.330229584915796
compositiononly,interferon_response,all,2.0,4.0,598.0,0.19588896156064123,0.024602172489980124
compositiononly,interferon_response,all,4.0,6.0,8135.0,0.1738173707278089,0.006544871943017521
compositiononly,interferon_response,all,6.0,8.0,16991.0,0.14862957940922064,0.004536369416246942
compositiononly,interferon_response,all,8.0,10.0,23392.0,0.09031039445892398,0.003856990601064004
compositiononly,interferon_response,all,10.0,12.5,37888.0,0.03246532084529961,0.0029796884006528
compositiononly,interferon_response,all,12.5,15.0,42684.0,0.007469166299444024,0.0027875633197568077
compositiononly,interferon_response,all,15.0,17.5,43942.0,-0.007809434032092257,0.002717434400013693
compositiononly,interferon_response,all,17.5,20.0,44536.0,-0.01702605412256216,0.0026722852536962454
compositiononly,interferon_response,all,20.0,25.0,90005.0,-0.012053860694591344,0.001873693909523875
compositiononly,interferon_response,all,25.0,30.0,89851.0,-0.005111846932276788,0.0018944381109019398
compositiononly,interferon_response,all,30.0,35.0,85294.0,-0.011753919762862518,0.001934240988881442
compositiononly,interferon_response,all,35.0,40.0,77493.0,-0.011201233810674274,0.0020378284660563326
compositiononly,interferon_response,all,40.0,50.0,125653.0,-0.010523469937767916,0.0016019342553776064
compositiononly,interferon_response,all,50.0,60.0,86337.0,-0.011605404173982196,0.0019459591515809363
compositiononly,interferon_response,all,60.0,75.0,71743.0,-0.008313673672701178,0.002143585320703935
compositiononly,interferon_response,all,75.0,100.0,38707.0,-0.0072613121785070275,0.002937734361032202
strat,interferon_response,all,0.0,2.0,2.0,-0.18723273067399404,0.5146573473498965
strat,interferon_response,all,2.0,4.0,598.0,-0.04911408430704403,0.045490986904463245
strat,interferon_response,all,4.0,6.0,8135.0,0.06074081495503422,0.012233834985231713
strat,interferon_response,all,6.0,8.0,16991.0,0.07578425863065436,0.008343653410486726
strat,interferon_response,all,8.0,10.0,23392.0,0.03670533940245681,0.0069955481153328395
strat,interferon_response,all,10.0,12.5,37888.0,0.028247891399266412,0.005400554323350965
strat,interferon_response,all,12.5,15.0,42684.0,0.006624745864194736,0.004955725052118373
strat,interferon_response,all,15.0,17.5,43942.0,-0.0034490265277604877,0.004900877477403932
strat,interferon_response,all,17.5,20.0,44536.0,-0.008763606058191008,0.004759731771134795
strat,interferon_response,all,20.0,25.0,90005.0,-0.003916612480904112,0.003390103881640107
strat,interferon_response,all,25.0,30.0,89851.0,-0.00503052866748898,0.0033330682708929264
strat,interferon_response,all,30.0,35.0,85294.0,-0.005701257593697095,0.0033907684090232863
strat,interferon_response,all,35.0,40.0,77493.0,0.002133009753399234,0.0035640208849715823
strat,interferon_response,all,40.0,50.0,125653.0,-0.007020986021339114,0.0027623679979020925
strat,interferon_response,all,50.0,60.0,86337.0,-0.006638796151705016,0.003311934830645467
strat,interferon_response,all,60.0,75.0,71743.0,-0.008990390190134343,0.003594058693815468
strat,interferon_response,all,75.0,100.0,38707.0,-0.00506201505844819,0.004911623639459841
strat,interferon_response,Biliary/ductular,0.0,2.0,0.0,,
strat,interferon_response,Biliary/ductular,2.0,4.0,268.0,-0.11791085302264051,0.0639088072133458
strat,interferon_response,Biliary/ductular,4.0,6.0,3359.0,-0.026857233872238862,0.0176648912660146
strat,interferon_response,Biliary/ductular,6.0,8.0,5236.0,-0.0005452468833859948,0.01438179622129602
strat,interferon_response,Biliary/ductular,8.0,10.0,4997.0,-0.01575723738253917,0.014085302226597863
strat,interferon_response,Biliary/ductular,10.0,12.5,5906.0,0.01697120664166946,0.013385685701270592
strat,interferon_response,Biliary/ductular,12.5,15.0,5747.0,0.01683746716728937,0.013148603507047755
strat,interferon_response,Biliary/ductular,15.0,17.5,5548.0,0.018792308058723256,0.013647783849040702
strat,interferon_response,Biliary/ductular,17.5,20.0,5445.0,-0.014985039304016243,0.013489864290522973
strat,interferon_response,Biliary/ductular,20.0,25.0,10517.0,0.004387134325139382,0.009706006962080372
strat,interferon_response,Biliary/ductular,25.0,30.0,9783.0,-0.007057340682327472,0.009977114543898514
strat,interferon_response,Biliary/ductular,30.0,35.0,8471.0,-0.025895117026515053,0.01087630533611022
strat,interferon_response,Biliary/ductular,35.0,40.0,7341.0,0.017550144803001606,0.011514951252859694
strat,interferon_response,Biliary/ductular,40.0,50.0,10712.0,0.0013031423992634582,0.009472725934481676
strat,interferon_response,Biliary/ductular,50.0,60.0,6486.0,0.0024078439730322973,0.01225202242853755
strat,interferon_response,Biliary/ductular,60.0,75.0,4654.0,0.011899067814081716,0.014740119394107654
strat,interferon_response,Biliary/ductular,75.0,100.0,2166.0,0.005638931332916116,0.021591792420352515
unstrat,interferon_response,Biliary/ductular,0.0,2.0,0.0,,
unstrat,interferon_response,Biliary/ductular,2.0,4.0,268.0,-0.32801617662585564,0.05073090963202272
unstrat,interferon_response,Biliary/ductular,4.0,6.0,3359.0,-0.3085282731513686,0.014304120745230442
unstrat,interferon_response,Biliary/ductular,6.0,8.0,5236.0,-0.3058775709815687,0.011654094616755019
unstrat,interferon_response,Biliary/ductular,8.0,10.0,4997.0,-0.31996982406346164,0.011399260079898887
unstrat,interferon_response,Biliary/ductular,10.0,12.5,5906.0,-0.2953654762056248,0.010873051970037179
unstrat,interferon_response,Biliary/ductular,12.5,15.0,5747.0,-0.2902469481887212,0.010663796826364516
unstrat,interferon_response,Biliary/ductular,15.0,17.5,5548.0,-0.2913679446558882,0.011036297844391994
unstrat,interferon_response,Biliary/ductular,17.5,20.0,5445.0,-0.3187840615404736,0.010907287881550268
unstrat,interferon_response,Biliary/ductular,20.0,25.0,10517.0,-0.3002455396581951,0.00781850857392761
unstrat,interferon_response,Biliary/ductular,25.0,30.0,9783.0,-0.32064342598714635,0.008041548965828786
unstrat,interferon_response,Biliary/ductular,30.0,35.0,8471.0,-0.3409223131788148,0.008705639012124162
unstrat,interferon_response,Biliary/ductular,35.0,40.0,7341.0,-0.32148998003948975,0.009160113291588515
