sample,module,sender_call,celltype,n_cells,n_senders,prevalence,median_nn_um,med_d_sender_um,celltype_source,sender_source,module_source,condition,week,mouse,family,units,lam,pow_p,beta,d_half,d_05,amp,aic,delta_aic_vs_null,rss,k_params,se_lam_iid,ci_lam_iid_lo,ci_lam_iid_hi,ci_lam_blk_lo,ci_lam_blk_hi,ci_dhalf_blk_lo,ci_dhalf_blk_hi,se_ratio,lam_at_bound
7361_liver_sbr_Male_2-U1,tnfa_nfkb_proximal,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,powerlaw,um,399.9999999999999,0.5,0.8481976808178682,193.4,518.2,0.3578387009320646,-667157.138286973,-1759.18240839825,4934.037269201408,4,183.030726275344,41.2597765003257,758.7402234996741,399.9999999999999,399.9999999999999,193.4,193.4,0.0,1.0
7361_liver_sbr_Male_2-U1,tnfa_nfkb_proximal,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,step,um,33.321614053498976,,0.0301227894019082,33.4,33.4,1.0,-666841.7451903454,-1443.789311770699,4942.542504228551,3,0.0159654807785716,33.29032171117298,33.352906395824974,33.321614053498976,42.06429250594897,33.4,42.2,211.4089404980432,0.0
7361_liver_sbr_Male_2-U1,tnfa_nfkb_proximal,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,spline,um,,,,185.8,206.0,0.0333220091424139,-667635.70648966,-2237.750611085212,4921.027029198638,8,,,,,,136.09,275.995,,0.0
7361_liver_sbr_Male_2-U1,tnfa_nfkb_proximal,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,exponential,um_covadj,65.64534037567736,,0.0556118155718531,45.6,196.6,0.9998305619178705,-712027.2135573687,-532.0561898591695,3867.545290740218,9,16.776377072338477,32.76364131389395,98.5270394374608,39.991962674704965,164.42816670792493,27.8,109.00499999999992,2.236018002144622,0.0
7361_liver_sbr_Male_2-U1,tnfa_nfkb_proximal,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,spline,um_covadj,,,,,,-0.2976606209877265,-712313.6217803975,-818.4644128879299,3861.329608475348,14,,,,,,,,,0.0
7361_liver_sbr_Male_2-U1,tnfa_nfkb_proximal,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,exponential,median_NN,45.59368314836772,,0.4080934355998449,31.8,136.6,0.9999962797951836,-667168.4021559007,-1770.446277325973,4933.789243731485,3,20.134156344560395,6.130736713029343,85.0566295837061,45.59368314836772,45.59368314836772,31.8,31.8,3.529041513338929e-16,0.0
7352_liver_sham_Male_2-U1,secondary_senescence,tierA_p95,ALL,132409,6969,0.0500007174733458,9.804628187284118,31.42518424987793,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sham,2,7352,exponential,um,42.36707653270437,,0.0745523997875212,29.4,127.0,0.9999985642785658,-471308.2146236539,-899.6628154502832,3767.258089386917,3,5.775858695066559,31.04639349037392,53.68775957503483,19.151018028260285,138.57404705177805,13.4,93.96499999999996,5.200375132065402,0.0
7352_liver_sham_Male_2-U1,secondary_senescence,tierA_p95,ALL,132409,6969,0.0500007174733458,9.804628187284118,31.42518424987793,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sham,2,7352,gaussian,um,27.34504933710321,,0.0452599275054085,32.2,67.0,1.0,-471247.8130538372,-839.2612456335337,3768.977007370055,3,1.368232309933229,24.663314009634085,30.02678466457234,18.79784004009677,42.49912841480097,22.200000000000003,50.115,4.380804455131323,0.0
7352_liver_sham_Male_2-U1,secondary_senescence,tierA_p95,ALL,132409,6969,0.0500007174733458,9.804628187284118,31.42518424987793,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sham,2,7352,powerlaw,um,14.04114827316684,0.5,0.1281386620678143,28.200000000000003,346.8,0.8449472084356848,-471322.56003976834,-914.008231564716,3766.793063591971,4,4.014914639720531,6.171915579314599,21.91038096701908,3.0000000000000004,126.77178486501133,7.6,122.41999999999982,9.761191197682434,0.0
7352_liver_sham_Male_2-U1,secondary_senescence,tierA_p95,ALL,132409,6969,0.0500007174733458,9.804628187284118,31.42518424987793,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sham,2,7352,step,um,22.598525240277887,,0.0241330517948042,22.6,22.6,1.0,-470982.1560811004,-573.6042728967732,3776.546433325071,3,0.0191853082761059,22.56092203605672,22.63612844449905,19.34736058254377,38.92103695602845,19.4,39.0,338.37206462350184,0.0
7352_liver_sham_Male_2-U1,secondary_senescence,tierA_p95,ALL,132409,6969,0.0500007174733458,9.804628187284118,31.42518424987793,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sham,2,7352,spline,um,,,,12.9,220.4,0.221235281258334,-471350.4929433912,-941.9411351875752,3765.7709771173086,8,,,,,,5.6000000000000005,69.03499999999997,,0.0
7352_liver_sham_Male_2-U1,secondary_senescence,tierA_p95,ALL,132409,6969,0.0500007174733458,9.804628187284118,31.42518424987793,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sham,2,7352,exponential,um_covadj,3.859292602165005,,0.1875653232000213,2.8000000000000003,11.6,1.0,-489319.7039539003,-170.70231094269548,3287.829494589782,9,0.3904415709202278,3.0940271231613585,4.624558081168652,3.0000000000000004,4.8409481541828345,2.2,3.4000000000000004,1.1557688723902206,0.0
7352_liver_sham_Male_2-U1,secondary_senescence,tierA_p95,ALL,132409,6969,0.0500007174733458,9.804628187284118,31.42518424987793,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sham,2,7352,spline,um_covadj,,,,5.2,280.90000000000003,0.1506449708247239,-489334.21378776856,-185.2121448109392,3287.220950632696,14,,,,,,1.9,237.21,,0.0
7352_liver_sham_Male_2-U1,secondary_senescence,tierA_p95,ALL,132409,6969,0.0500007174733458,9.804628187284118,31.42518424987793,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sham,2,7352,exponential,median_NN,4.3211303604201445,,0.0745523997875212,3.0,13.0,1.0,-471308.2146236539,-899.6628154502832,3767.258089386917,3,0.5890951278047047,3.166503909922924,5.475756810917366,2.113503124229418,13.304180864859925,1.6,9.304999999999996,4.768574991063946,0.0
7352_liver_sham_Male_2-U1,oxidative_stress,tierA_p95,ALL,132409,6969,0.0500007174733458,9.804628187284118,31.42518424987793,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sham,2,7352,exponential,um,3.0000000000000004,,-0.6663420328928719,2.2,9.0,1.0,-402272.7154983987,-521.0834011639236,6345.38739747398,3,0.179059517875909,2.6490433449632187,3.350956655036782,3.0000000000000004,399.9999999999999,2.2,191.2,928.2613968476918,1.0
7352_liver_sham_Male_2-U1,oxidative_stress,tierA_p95,ALL,132409,6969,0.0500007174733458,9.804628187284118,31.42518424987793,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sham,2,7352,gaussian,um,4.0320641097169885,,-0.3105413191527695,4.800000000000001,10.0,1.0,-402357.9784145259,-606.3463172911434,6341.30268965407,3,0.1370427614134015,3.7634602973467217,4.300667922087255,3.8999231855425993,159.343171088115,4.6000000000000005,187.48999999999992,472.6740259319894,0.0
7352_liver_sham_Male_2-U1,oxidative_stress,tierA_p95,ALL,132409,6969,0.0500007174733458,9.804628187284118,31.42518424987793,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sham,2,7352,powerlaw,um,11.633506178223575,8.0,-2.566494590444026,1.2000000000000002,5.4,0.9999999999999744,-402275.1769010092,-523.54480377445,6345.173598933274,4,0.7775812013973324,10.109447023484805,13.157565332962347,10.275920154889375,13.611355597890812,1.0,1.4,75.39685172514368,0.0
7352_liver_sham_Male_2-U1,oxidative_stress,tierA_p95,ALL,132409,6969,0.0500007174733458,9.804628187284118,31.42518424987793,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sham,2,7352,step,um,8.233806879010075,,-0.0907427174379781,8.4,8.4,1.0,-402256.6139851096,-504.9818878747756,6346.159071241904,3,0.0059898046878114,8.222066861821965,8.245546896198185,8.233806879010075,57.38922156297323,8.4,57.400000000000006,3684.050390345297,0.0
7352_liver_sham_Male_2-U1,oxidative_stress,tierA_p95,ALL,132409,6969,0.0500007174733458,9.804628187284118,31.42518424987793,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sham,2,7352,spline,um,,,,,,-0.2117970655335587,-403233.3794146275,-1481.7473173927283,6299.040717311599,8,,,,,,,,,0.0
7352_liver_sham_Male_2-U1,oxidative_stress,tierA_p95,ALL,132409,6969,0.0500007174733458,9.804628187284118,31.42518424987793,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sham,2,7352,exponential,um_covadj,3.0000000000000004,,-0.1032790276963896,2.2,9.0,1.0,-460544.9774160899,-13.449728573963512,4085.910606274122,9,0.9391051149322284,1.159353974732833,4.840646025267168,3.0000000000000004,399.9999999999999,2.2,191.2,128.60743726274885,1.0
7352_liver_sham_Male_2-U1,oxidative_stress,tierA_p95,ALL,132409,6969,0.0500007174733458,9.804628187284118,31.42518424987793,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sham,2,7352,spline,um_covadj,,,,,,-0.2740085805628656,-460565.2296903039,-33.70200278796256,4084.977180537114,14,,,,,,,,,0.0
7352_liver_sham_Male_2-U1,oxidative_stress,tierA_p95,ALL,132409,6969,0.0500007174733458,9.804628187284118,31.42518424987793,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sham,2,7352,exponential,median_NN,0.3059779466079886,,-0.6663420328928719,0.4,1.0,1.0,-402272.7154983987,-521.0834011639236,6345.38739747398,3,0.0182029259207685,0.2703002118032822,0.3416556814126951,0.3059779466079886,40.797059547731806,0.4,28.4,921.4607010312023,1.0
7361_liver_sbr_Male_2-U1,emt_ecm,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,exponential,um,21.34939710635754,,0.1216705955015006,14.8,64.0,0.9999999999974596,-645738.7616550595,-3089.594808637863,5542.209537702263,3,1.1424638609245266,19.110167938945462,23.588626273769613,17.082018666986986,31.525124207292656,11.895,21.905,3.4465265441326007,0.0
7361_liver_sbr_Male_2-U1,emt_ecm,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,gaussian,um,18.23390732018636,,0.0741472617756056,21.6,44.8,1.0,-645583.7908004433,-2934.6239540216047,5546.872135547278,3,0.4364811056483584,17.378404353115574,19.08941028725714,15.502456266634448,21.949849576544665,18.4,25.905,3.860276886749571,0.0
7361_liver_sbr_Male_2-U1,emt_ecm,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,powerlaw,um,4.471748298227693,0.5,0.2373565455418198,10.8,245.4,0.91177242603122,-645793.9776261293,-3144.8107797076227,5540.489075377463,4,1.0035547530526994,2.5047809822444025,6.438715614210984,3.0000000000000004,11.85412963476048,7.6,24.55499999999995,17.31200607193933,0.0
7361_liver_sbr_Male_2-U1,emt_ecm,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,step,um,22.598525240277887,,0.0377712281112012,22.6,22.6,1.0,-644695.1022364934,-2045.9353900717103,5573.685894728987,3,0.0096245824077652,22.579661058758667,22.617389421797107,22.598525240277887,28.52775902103404,22.6,28.6,213.55248611199568,0.0
7361_liver_sbr_Male_2-U1,emt_ecm,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,spline,um,,,,76.5,237.8,0.3460920560919879,-645847.1754981509,-3198.0086517292075,5538.649469940814,8,,,,,,30.6,120.63999999999996,,0.0
7361_liver_sbr_Male_2-U1,emt_ecm,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,exponential,um_covadj,10.067791906123544,,0.0734340572228695,7.0,30.200000000000003,1.0,-670713.9769980538,-574.9014674394857,4839.456653899986,9,0.8530989231776167,8.395718016695415,11.739865795551673,7.039386803024216,14.717579355681742,4.8950000000000005,10.304999999999996,2.350467084061832,0.0
7361_liver_sbr_Male_2-U1,emt_ecm,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,spline,um_covadj,,,,,,-0.1721455024070738,-670794.8172099198,-655.7416793054435,4837.071699514493,14,,,,,,,,,0.0
7361_liver_sbr_Male_2-U1,emt_ecm,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,exponential,median_NN,2.433494117689883,,0.1216705955015006,1.8,7.4,1.0,-645738.7616550595,-3089.594808637863,5542.209537702263,3,0.1302228382086499,2.1782573548009294,2.688730880578837,1.893059346991048,3.630011535502952,1.4,2.6,3.518721177641254,1.0
7361_liver_sbr_Male_2-U1,il6_jak_stat3,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,exponential,um,399.9999999999999,,0.384483567248561,191.2,511.4,0.7594915367916579,-605633.7585105188,-1125.909155225614,6889.64339826678,3,221.5535189218627,-34.24489708685098,834.2448970868508,114.7112735625923,399.9999999999999,78.80000000000001,191.2,0.4294398626176018,1.0
7361_liver_sbr_Male_2-U1,il6_jak_stat3,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,gaussian,um,38.86269416843576,,0.0672793381521385,45.8,95.2,1.0,-605623.663617266,-1115.8142619727878,6890.020816380322,3,2.304680804352204,34.34551979190544,43.37986854496608,28.220964522172224,104.55853934725816,33.39,123.21999999999998,8.907902132012412,0.0
7361_liver_sbr_Male_2-U1,il6_jak_stat3,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,powerlaw,um,399.9999999999999,0.5,0.8008330251172487,193.4,518.2,0.3578387009320646,-605630.6918389322,-1122.8424836390186,6889.6832769764,4,229.0749103388665,-48.98682426417855,848.9868242641783,104.00472057463148,399.9999999999999,110.6,193.4,0.4095373277690629,1.0
7361_liver_sbr_Male_2-U1,il6_jak_stat3,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,step,um,33.321614053498976,,0.027499456880958,33.4,33.4,1.0,-605369.5762079479,-861.7268526547123,6899.527203198757,3,0.020662721849967,33.28111511867304,33.36211298832491,28.52775902103404,38.92103695602845,28.6,39.0,122.52306154142052,0.0
7361_liver_sbr_Male_2-U1,il6_jak_stat3,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,spline,um,,,,166.9,198.2,0.0652108444747008,-605695.9261753582,-1188.0768200650346,6886.945865480675,8,,,,,,126.75,273.32500000000005,,0.0
7361_liver_sbr_Male_2-U1,il6_jak_stat3,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,exponential,um_covadj,3.0000000000000004,,-0.178873867339709,2.2,9.0,1.0,-638436.3200669964,-85.84494999283925,5765.859076691407,9,0.4333321278986489,2.150669029318649,3.849330970681352,3.0000000000000004,3.0000000000000004,2.2,2.2,48.650851291512495,1.0
7361_liver_sbr_Male_2-U1,il6_jak_stat3,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,spline,um_covadj,,,,,,-0.2842231097397716,-638607.9001669072,-257.42504990368616,5760.180614997862,14,,,,,,,,,0.0
7361_liver_sbr_Male_2-U1,il6_jak_stat3,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,exponential,median_NN,45.59368314836772,,0.384483567248561,31.8,136.6,0.9999962797951836,-605633.7585105188,-1125.909155225614,6889.64339826678,3,25.253602355470328,-3.9033774683541225,95.09074376508956,10.171774024410787,45.59368314836772,7.2,31.8,0.4731364095081411,0.0
7361_liver_sbr_Male_2-U1,interferon_response,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,exponential,um,110.146694484397,,0.1259221114332201,75.8,318.8,0.994343313509089,-619891.5857227739,-1084.4322531671496,6376.698920773259,3,29.928100472537952,51.4876175582226,168.80577141057137,34.1251830294534,399.9999999999999,23.78,191.2,4.816212093606355,0.0
7361_liver_sbr_Male_2-U1,interferon_response,tierA_p95,ALL,184284,9700,0.0500041240514681,8.773145145970076,27.267257690429688,provisional:unstratified (Bio celltypes_*.csv pending),provisional:Cdkn1a>0 (Bio senders_*.csv pending),provisional:z-mean of Tier B sets (Bio pending),sbr,2,7361,gaussian,um,28.630065961082035,,0.0508895023007904,33.800000000000004,70.2,1.0,-619857.8746460814,-1050.721176474588,6377.865517164556,3,1.4132930179105752,25.86001164597731,31.40012027618676,22.5914680974296,102.85061558405258,26.695,121.24999999999996,14.194992872188172,0.0
