section,arm,celltype,module,n,nb,lam_full,beta_full,beta_full_lo,beta_full_hi,selected_full,sf_n5_full,sf_n6_full,sf_n6n5_full,sf_n2n5n6_full,split,selected_A,beta_A,beta_B,lam_A,lam_B,sf_n5_A,sf_n5_B,sf_n6_A,sf_n6_B,sf_n6n5_A,sf_n6n5_B,sf_n2n5n6_A,sf_n2n5n6_B,sf_n5_B_lamA,sf_n6n5_B_lamA
7259_liver_sbr_Male_26-U1,sbr,Biliary/ductular,downstream_arrest,31135,99,47.71172235375296,-0.0008533625478574885,-0.0018264955125732885,4.5096101645414094e-05,0,-0.15328886628495914,0.9249535572572148,-0.06088087531091813,-0.06295021950929461,0,0,-0.0008569278394410804,-0.0007619673192388362,38.73932103299351,49.99999999999999,0.045391684738749896,-0.7899136077423371,0.9717441244967211,0.7778733556818335,0.14942479831091812,-0.7873665925270975,0.14744331043442516,-0.771992465968209,-0.8148810400252756,-0.8066107614487955
7259_liver_sbr_Male_26-U1,sbr,Biliary/ductular,downstream_arrest,31135,99,47.71172235375296,-0.0008533625478574885,-0.0018264955125732885,4.5096101645414094e-05,0,-0.15328886628495914,0.9249535572572148,-0.06088087531091813,-0.06295021950929461,1,0,-0.0005757531354032387,-0.0013312719950826948,31.951960079353423,49.99999999999999,-0.9369969497378807,0.7879272426238454,0.8607447012260473,1.0394347160417334,-0.7710012991702632,0.7893430300881156,-0.7718295115154205,0.7872952455925302,0.7397159845187192,0.7422528649533391
7259_liver_sbr_Male_26-U1,sbr,Biliary/ductular,downstream_arrest,31135,99,47.71172235375296,-0.0008533625478574885,-0.0018264955125732885,4.5096101645414094e-05,0,-0.15328886628495914,0.9249535572572148,-0.06088087531091813,-0.06295021950929461,2,0,-0.0006697475945400066,-0.001914120058525011,49.99999999999999,6.999999999999999,-0.3245570952160798,0.3082404896008371,0.9391164725033653,1.002060386812298,-0.2457600993505981,0.3951267066092077,-0.27375776030154636,0.37396004939014754,0.07592564189111625,0.19053655581630166
7259_liver_sbr_Male_26-U1,sbr,Biliary/ductular,downstream_arrest,31135,99,47.71172235375296,-0.0008533625478574885,-0.0018264955125732885,4.5096101645414094e-05,0,-0.15328886628495914,0.9249535572572148,-0.06088087531091813,-0.06295021950929461,3,0,-0.0017095342453870334,0.0014480953668897102,49.99999999999999,49.99999999999999,0.38807389725688746,1.9413648362127445,0.9480289969475978,1.0183242078124175,0.416508199157887,1.898221935692244,0.4100752898380071,1.872914039718228,1.9413648362127445,1.898221935692244
7259_liver_sbr_Male_26-U1,sbr,Biliary/ductular,downstream_arrest,31135,99,47.71172235375296,-0.0008533625478574885,-0.0018264955125732885,4.5096101645414094e-05,0,-0.15328886628495914,0.9249535572572148,-0.06088087531091813,-0.06295021950929461,4,0,-0.0009235067254287338,-0.0006350606149896388,49.99999999999999,30.094264368914143,-0.04495548769908729,-0.37705783770080986,0.9083811228875293,0.9854221151777885,0.03053674526572974,-0.28458892455820534,0.030672486381000452,-0.29586280330602577,-0.4055961661060532,-0.31187430764948354
7259_liver_sbr_Male_26-U1,sbr,Biliary/ductular,downstream_arrest,31135,99,47.71172235375296,-0.0008533625478574885,-0.0018264955125732885,4.5096101645414094e-05,0,-0.15328886628495914,0.9249535572572148,-0.06088087531091813,-0.06295021950929461,5,0,-0.000178171737401578,-0.002637671940842419,49.99999999999999,41.869284628226865,-4.84040472400583,0.6497176116068408,0.7626299155979377,0.9624243651120185,-4.291933909279219,0.6671151895446519,-4.314373017003528,0.6674836382588437,0.6532401731146444,0.6700659521701575
7259_liver_sbr_Male_26-U1,sbr,Biliary/ductular,downstream_arrest,31135,99,47.71172235375296,-0.0008533625478574885,-0.0018264955125732885,4.5096101645414094e-05,0,-0.15328886628495914,0.9249535572572148,-0.06088087531091813,-0.06295021950929461,6,0,-0.0012002852026878846,-0.0005662860266991281,49.99999999999999,6.999999999999999,0.18968368557398332,-1.1070967891977146,0.8984500994995817,1.3031434807984474,0.22719492192929217,-0.7985038682173496,0.21634911478522334,-0.8185342521796758,6.863052569111205,5.984133984271254
7259_liver_sbr_Male_26-U1,sbr,Biliary/ductular,downstream_arrest,31135,99,47.71172235375296,-0.0008533625478574885,-0.0018264955125732885,4.5096101645414094e-05,0,-0.15328886628495914,0.9249535572572148,-0.06088087531091813,-0.06295021950929461,7,0,-0.0011897047182509461,-0.0008534058933452449,49.99999999999999,6.999999999999999,0.1306994933348236,-0.31241385275888695,0.9712506478922056,0.7977759124832394,0.20294596772505327,-0.3281029006494541,0.20509627254337953,-0.3245916881294266,11.390350925683176,10.682908234088972
7259_liver_sbr_Male_26-U1,sbr,Biliary/ductular,downstream_arrest,31135,99,47.71172235375296,-0.0008533625478574885,-0.0018264955125732885,4.5096101645414094e-05,0,-0.15328886628495914,0.9249535572572148,-0.06088087531091813,-0.06295021950929461,8,0,-0.0009876162756847317,-0.0010914557098686156,6.999999999999999,42.31239387724044,-0.09472452980497346,-0.3807410078573377,1.006807149702759,0.8697710157673991,-0.04293995058192177,-0.20738992134586537,-0.04422800468810105,-0.19923160620243555,-0.5404670230694008,-0.3135361359121773
7259_liver_sbr_Male_26-U1,sbr,Biliary/ductular,downstream_arrest,31135,99,47.71172235375296,-0.0008533625478574885,-0.0018264955125732885,4.5096101645414094e-05,0,-0.15328886628495914,0.9249535572572148,-0.06088087531091813,-0.06295021950929461,9,0,-0.0005817015714897907,-0.0017212719082927877,6.999999999999999,26.94721398259817,-0.9115425048963524,0.34229608523231025,1.052066537410449,0.960282901509329,-0.7004875875898241,0.35538772336019747,-0.7218089531804753,0.3609472905588821,0.3156542213974533,0.3367411329724947
