section,cfg,stratified,celltype,module,family,n,aic,lam,d_half,best_family,d_aic_vs_cov
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,interferon_response,powerlaw,12314,-86604.62135507574,20.909849747364827,4.0,step,-3.103232815818046
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,interferon_response,step,12314,-86610.90594693217,12.14078051980196,12.200000000000001,step,-9.387824672245188
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,interferon_response,spline,12314,-86598.72492053974,,,step,2.793201720181969
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,oxidative_stress,exponential,12314,-71545.20705240685,3.504125300791801,2.6,spline,-108.02634429307363
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,oxidative_stress,gaussian,12314,-71543.99051764973,4.7807537293803355,5.800000000000001,spline,-106.80980953594553
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,oxidative_stress,powerlaw,12314,-71543.5615958888,7.618535406994663,1.6,spline,-106.38088777501252
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,oxidative_stress,step,12314,-71519.23045457908,7.618535406994663,7.800000000000001,spline,-82.04974646530172
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,oxidative_stress,spline,12314,-71549.30794693402,,,spline,-112.1272388202342
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,secondary_senescence,exponential,12314,-91685.57747906465,399.9999999999999,191.20000000000002,gaussian,-6.070122620774782
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,secondary_senescence,gaussian,12314,-91685.87961547232,399.9999999999999,350.6,gaussian,-6.372259028445114
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,secondary_senescence,powerlaw,12314,-91683.5429453097,399.9999999999999,193.4,gaussian,-4.035588865823229
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,secondary_senescence,step,12314,-91685.26678156391,10.394132182195595,10.4,gaussian,-5.759425120035303
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,secondary_senescence,spline,12314,-91683.0571420006,,,gaussian,-3.5497855567227816
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,tnfa_nfkb_proximal,exponential,12314,-92990.77068791089,3.504125300791801,2.6,gaussian,-30.302379173546797
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,tnfa_nfkb_proximal,gaussian,12314,-92992.6131955182,5.166846492264713,6.2,gaussian,-32.14488678086491
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,tnfa_nfkb_proximal,powerlaw,12314,-92986.9138121542,7.618535406994663,1.6,gaussian,-26.445503416864085
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,tnfa_nfkb_proximal,step,12314,-92990.37692511214,8.898767558209386,9.0,gaussian,-29.90861637479975
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Endothelial,tnfa_nfkb_proximal,spline,12314,-92983.78024580095,,,gaussian,-23.311937063612277
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,downstream_arrest,exponential,28597,-254279.76284082397,399.9999999999999,191.20000000000002,spline,-23.42115403767093
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,downstream_arrest,gaussian,28597,-254300.4568116475,399.9999999999999,350.6,spline,-44.11512486121501
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,downstream_arrest,powerlaw,28597,-254277.0691666597,399.9999999999999,193.4,spline,-20.727479873399716
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,downstream_arrest,step,28597,-254290.7417099987,57.38922156297323,57.400000000000006,spline,-34.400023212394444
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,downstream_arrest,spline,28597,-254324.98402229208,,,spline,-68.64233550577774
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,emt_ecm,exponential,28597,-230433.99341562224,4.7807537293803355,3.4000000000000004,spline,-215.74408399156528
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,emt_ecm,gaussian,28597,-230423.70890410215,6.035092506284049,7.2,spline,-205.45957247147453
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,emt_ecm,powerlaw,28597,-230441.3850069531,3.0000000000000004,1.4000000000000001,spline,-223.13567532240995
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,emt_ecm,step,28597,-230366.3325230094,8.898767558209386,9.0,spline,-148.0831913787115
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,emt_ecm,spline,28597,-230456.17122056632,,,spline,-237.92188893564162
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,il6_jak_stat3,exponential,28597,-230680.87715613013,4.423511760065086,3.2,gaussian,-67.77360816588043
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,il6_jak_stat3,gaussian,28597,-230681.3500608179,6.035092506284049,7.2,gaussian,-68.2465128536569
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,il6_jak_stat3,powerlaw,28597,-230678.03883946058,10.394132182195595,2.0,gaussian,-64.93529149633832
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,il6_jak_stat3,step,28597,-230665.39550065817,11.233560322437711,11.4,gaussian,-52.29195269392221
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,il6_jak_stat3,spline,28597,-230676.67591719233,,,gaussian,-63.572369228088064
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,interferon_response,exponential,28597,-235540.3333283657,4.423511760065086,3.2,exponential,-64.15871117103961
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,interferon_response,gaussian,28597,-235539.77633486406,5.584120033325464,6.6000000000000005,exponential,-63.60171766940039
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,interferon_response,powerlaw,28597,-235537.1027161803,10.394132182195595,2.0,exponential,-60.92809898563428
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,interferon_response,step,28597,-235521.69231321593,8.233806879010075,8.4,exponential,-45.51769602127024
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,interferon_response,spline,28597,-235536.38300402305,,,exponential,-60.208386828395305
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,oxidative_stress,exponential,28597,-183475.11762099774,3.0000000000000004,2.2,spline,-58.12524111327366
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,oxidative_stress,gaussian,28597,-183473.7169237664,4.092964707883076,5.0,spline,-56.72454388192273
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,oxidative_stress,powerlaw,28597,-183475.1763662758,3.7871177943313317,0.8,spline,-58.183986391319195
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,oxidative_stress,step,28597,-183455.92257548062,9.617430335524263,9.8,spline,-38.93019559615641
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,oxidative_stress,spline,28597,-183480.73686526532,,,spline,-63.74448538085562
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,secondary_senescence,exponential,28597,-239387.911712997,399.9999999999999,191.20000000000002,spline,-26.89382342918543
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,secondary_senescence,gaussian,28597,-239396.3859206609,399.9999999999999,350.6,spline,-35.36803109306493
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,secondary_senescence,powerlaw,28597,-239385.53998010102,399.9999999999999,193.4,spline,-24.522090533195296
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,secondary_senescence,step,28597,-239389.68426472243,57.38922156297323,57.400000000000006,spline,-28.666375154600246
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,secondary_senescence,spline,28597,-239401.57024979917,,,spline,-40.55236023134785
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,tnfa_nfkb_proximal,exponential,28597,-244712.53834463863,8.233806879010075,5.800000000000001,gaussian,-19.24120172840776
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,tnfa_nfkb_proximal,gaussian,28597,-244713.0734447167,9.617430335524263,11.4,gaussian,-19.776301806472475
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,tnfa_nfkb_proximal,powerlaw,28597,-244710.14290121495,22.598525240277887,4.4,gaussian,-16.845758304727497
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,tnfa_nfkb_proximal,step,28597,-244712.6310141921,17.901628468571026,18.0,gaussian,-19.33387128188042
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Hepatocytes,tnfa_nfkb_proximal,spline,28597,-244706.72986726701,,,gaussian,-13.432724356796825
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,downstream_arrest,exponential,12550,-103724.98724477921,399.9999999999999,191.20000000000002,gaussian,-19.899280973986606
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,downstream_arrest,gaussian,12550,-103732.58238323223,399.9999999999999,350.6,gaussian,-27.494419427006505
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,downstream_arrest,powerlaw,12550,-103722.68051152542,399.9999999999999,193.4,gaussian,-17.592547720196308
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,downstream_arrest,step,12550,-103725.5846620522,45.46139677689064,45.6,gaussian,-20.496698246977758
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,downstream_arrest,spline,12550,-103726.67325723558,,,gaussian,-21.585293430354795
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,emt_ecm,exponential,12550,-86397.83912117685,45.46139677689064,31.6,spline,-90.99858903004497
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,emt_ecm,gaussian,12550,-86387.93205697961,28.527759021034033,33.6,spline,-81.09152483280923
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,emt_ecm,powerlaw,12550,-86398.07358801982,10.394132182195595,22.0,spline,-91.23305587301729
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,emt_ecm,step,12550,-86371.72990409924,15.32618864787106,15.4,spline,-64.88937195243489
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,emt_ecm,spline,12550,-86400.98286472012,,,spline,-94.14233257331944
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,il6_jak_stat3,exponential,12550,-83191.93113351868,7.0492401146296455,5.0,step,-12.071031076746294
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,il6_jak_stat3,gaussian,12550,-83192.40824149661,7.618535406994663,9.0,step,-12.54813905467745
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,il6_jak_stat3,powerlaw,12550,-83189.65972876841,19.347360582543775,3.8000000000000003,step,-9.799626326479483
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,il6_jak_stat3,step,12550,-83195.88628994234,13.121267647941632,13.200000000000001,step,-16.026187500407104
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,il6_jak_stat3,spline,12550,-83184.49046260746,,,step,-4.630360165523598
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,interferon_response,exponential,12550,-83726.0953942122,6.035092506284049,4.2,step,-15.374527062405832
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,interferon_response,gaussian,12550,-83726.6742891811,8.233806879010075,9.8,step,-15.953422031307127
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,interferon_response,powerlaw,12550,-83723.81403105003,16.563928731234586,3.2,step,-13.093163900237414
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,interferon_response,step,12550,-83732.76089436979,14.18093873026609,14.200000000000001,step,-22.040027219991316
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,interferon_response,spline,12550,-83723.62049621776,,,step,-12.89962906796427
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,oxidative_stress,exponential,12550,-72708.17112649314,5.584120033325464,4.0,spline,-111.14522528140515
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,oxidative_stress,gaussian,12550,-72700.12506174481,6.035092506284049,7.2,spline,-103.09916053307825
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,oxidative_stress,powerlaw,12550,-72712.89520164557,3.0000000000000004,1.4000000000000001,spline,-115.869300433842
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,oxidative_stress,step,12550,-72679.09447328815,9.617430335524263,9.8,spline,-82.06857207641588
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,oxidative_stress,spline,12550,-72716.77010431676,,,spline,-119.74420310503046
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,secondary_senescence,exponential,12550,-96238.25249824679,399.9999999999999,191.20000000000002,step,0.4512163925974164
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,secondary_senescence,gaussian,12550,-96240.43134223024,399.9999999999999,350.6,step,-1.7276275908516254
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,secondary_senescence,powerlaw,12550,-96236.1800974248,399.9999999999999,193.4,step,2.5236172145814635
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,secondary_senescence,step,12550,-96242.4432339115,72.44658072798642,72.60000000000001,step,-3.739519272116013
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,secondary_senescence,spline,12550,-96235.11104327333,,,step,3.5926713660592213
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,tnfa_nfkb_proximal,exponential,12550,-94445.84365400014,399.9999999999999,191.20000000000002,spline,-8.726114704884822
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,tnfa_nfkb_proximal,gaussian,12550,-94445.49352566637,3.504125300791801,4.2,spline,-8.375986371116596
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,tnfa_nfkb_proximal,powerlaw,12550,-94443.823254744,399.9999999999999,193.4,spline,-6.705715448741103
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,tnfa_nfkb_proximal,step,12550,-94446.99958148925,36.012661273651375,36.2,spline,-9.882042193989037
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Macrophages,tnfa_nfkb_proximal,spline,12550,-94450.14854583298,,,spline,-13.03100653772708
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,downstream_arrest,exponential,14363,-121051.32117822749,5.166846492264713,3.6,step,-6.90085401511169
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,downstream_arrest,gaussian,14363,-121050.88362357541,6.035092506284049,7.2,step,-6.46329936303664
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,downstream_arrest,powerlaw,14363,-121049.69098981621,3.7871177943313317,1.6,step,-5.2706656038353685
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,downstream_arrest,step,14363,-121052.46071780793,12.14078051980196,12.200000000000001,step,-8.040393595554633
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,downstream_arrest,spline,14363,-121042.99914809363,,,step,1.4211761187470984
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,emt_ecm,exponential,14363,-89699.24574146915,6.522485430478037,4.6000000000000005,powerlaw,-150.77644171351858
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,emt_ecm,gaussian,14363,-89689.87279528516,7.0492401146296455,8.4,powerlaw,-141.40349552953558
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,emt_ecm,powerlaw,14363,-89702.6908006,4.7807537293803355,2.0,powerlaw,-154.22150084437453
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,emt_ecm,step,14363,-89661.74903903775,12.14078051980196,12.200000000000001,powerlaw,-113.27973928212305
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,emt_ecm,spline,14363,-89699.56647129745,,,powerlaw,-151.09717154182727
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,il6_jak_stat3,exponential,14363,-99129.98346950441,11.233560322437711,7.800000000000001,exponential,-13.751307283586357
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,il6_jak_stat3,gaussian,14363,-99128.19062495118,15.32618864787106,18.2,exponential,-11.958462730355677
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,il6_jak_stat3,powerlaw,14363,-99129.4193511142,3.0000000000000004,1.4000000000000001,exponential,-13.18718889336742
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,il6_jak_stat3,step,14363,-99125.60764915856,22.598525240277887,22.6,exponential,-9.375486937729875
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,il6_jak_stat3,spline,14363,-99126.29030379615,,,exponential,-10.058141575325863
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,interferon_response,exponential,14363,-103219.56333777482,3.504125300791801,2.6,exponential,-38.753378267152584
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,interferon_response,gaussian,14363,-103217.91626814674,4.7807537293803355,5.800000000000001,exponential,-37.106308639078634
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,interferon_response,powerlaw,14363,-103218.35399283367,7.618535406994663,1.6,exponential,-37.544033326004865
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,interferon_response,step,14363,-103212.22357588541,8.233806879010075,8.4,exponential,-31.413616377743892
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,interferon_response,spline,14363,-103213.71905749087,,,exponential,-32.90909798321081
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,oxidative_stress,exponential,14363,-83692.09240402895,6.035092506284049,4.2,powerlaw,-107.75548489493667
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,oxidative_stress,gaussian,14363,-83682.42604017773,6.522485430478037,7.800000000000001,powerlaw,-98.0891210437112
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,oxidative_stress,powerlaw,14363,-83697.42006001076,3.0000000000000004,1.4000000000000001,powerlaw,-113.0831408767408
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,oxidative_stress,step,14363,-83654.44627378546,7.618535406994663,7.800000000000001,powerlaw,-70.10935465144576
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,oxidative_stress,spline,14363,-83696.1056078894,,,powerlaw,-111.76868875538639
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,secondary_senescence,exponential,14363,-107725.938637189,11.233560322437711,7.800000000000001,step,-0.6850370514730457
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,secondary_senescence,gaussian,14363,-107726.08507323323,12.14078051980196,14.4,step,-0.8314730957063148
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,secondary_senescence,powerlaw,14363,-107723.91072188216,38.92103695602845,7.4,step,1.3428782553673955
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,secondary_senescence,step,14363,-107731.41996405543,3.2422794300268762,3.4000000000000004,step,-6.166363917902345
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,secondary_senescence,spline,14363,-107717.62927538187,,,step,7.6243247556558345
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,tnfa_nfkb_proximal,exponential,14363,-108023.80558668151,3.7871177943313317,2.8000000000000003,exponential,-54.10797393627581
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,tnfa_nfkb_proximal,gaussian,14363,-108022.36779531732,5.584120033325464,6.6000000000000005,exponential,-52.6701825720811
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,tnfa_nfkb_proximal,powerlaw,14363,-108021.79510231584,7.618535406994663,1.6,exponential,-52.09748957060219
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,tnfa_nfkb_proximal,step,14363,-108011.22645367197,9.617430335524263,9.8,exponential,-41.52884092673776
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,Mesenchymal,tnfa_nfkb_proximal,spline,14363,-108017.79926969578,,,exponential,-48.101656950544566
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,downstream_arrest,exponential,5991,-48276.41411649185,11.233560322437711,7.800000000000001,step,2.4810614039888605
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,downstream_arrest,gaussian,5991,-48287.93137019131,399.9999999999999,350.6,step,-9.036192295476212
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,downstream_arrest,powerlaw,5991,-48274.16727074415,38.92103695602845,7.4,step,4.727907151689578
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,downstream_arrest,step,5991,-48295.85005606051,84.62063216159758,84.80000000000001,step,-16.954878164673573
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,downstream_arrest,spline,5991,-48290.91198926355,,,step,-12.016811367713672
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,emt_ecm,exponential,5991,-40620.157813240214,399.9999999999999,191.20000000000002,spline,-9.772135000530398
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,emt_ecm,gaussian,5991,-40626.5033411435,198.8370515862845,231.4,spline,-16.11766290381638
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,emt_ecm,powerlaw,5991,-40617.905746315744,399.9999999999999,193.4,spline,-7.520068076060852
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,emt_ecm,step,5991,-40627.96389119704,84.62063216159758,84.80000000000001,spline,-17.5782129573563
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,emt_ecm,spline,5991,-40628.63462205502,,,spline,-18.248943815335224
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,il6_jak_stat3,exponential,5991,-39050.1191781871,12.14078051980196,8.6,spline,-28.544851563929114
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,il6_jak_stat3,gaussian,5991,-39049.05260071778,15.32618864787106,18.2,spline,-27.478274094610242
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,il6_jak_stat3,powerlaw,5991,-39047.815164969776,33.321614053498976,6.4,spline,-26.240838346602686
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,il6_jak_stat3,step,5991,-39045.74420329264,6.522485430478037,6.6000000000000005,spline,-24.169876669468067
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,il6_jak_stat3,spline,5991,-39082.949881571745,,,spline,-61.375554948572244
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,interferon_response,exponential,5991,-38165.769198812995,13.121267647941632,9.200000000000001,spline,-24.91956307108194
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,interferon_response,gaussian,5991,-38168.19249479448,15.32618864787106,18.2,spline,-27.342859052565473
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,interferon_response,powerlaw,5991,-38162.508299782225,42.06429250594897,8.0,spline,-21.658664040311123
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,interferon_response,step,5991,-38204.93077202407,84.62063216159758,84.80000000000001,spline,-64.08113628215506
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,interferon_response,spline,5991,-38262.18897605093,,,spline,-121.33934030901582
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,oxidative_stress,exponential,5991,-34322.51186819384,26.39602135167994,18.400000000000002,spline,-26.440704252192518
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,oxidative_stress,gaussian,5991,-34319.35436495445,11.233560322437711,13.4,spline,-23.283201012804057
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,oxidative_stress,powerlaw,5991,-34322.04131631431,3.0000000000000004,7.6000000000000005,spline,-25.970152372661687
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,oxidative_stress,step,5991,-34320.858304947586,17.901628468571026,18.0,spline,-24.787141005937883
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,oxidative_stress,spline,5991,-34324.505300439334,,,spline,-28.434136497686268
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,secondary_senescence,exponential,5991,-45050.9399018854,16.563928731234586,11.600000000000001,step,-7.392044863961928
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,secondary_senescence,gaussian,5991,-45051.75975993776,14.18093873026609,16.8,step,-8.211902916322288
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,secondary_senescence,powerlaw,5991,-45048.69270418191,62.02396419296094,11.8,step,-5.1448471604671795
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,secondary_senescence,step,5991,-45057.590345800214,19.347360582543775,19.400000000000002,step,-14.042488778773986
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,secondary_senescence,spline,5991,-45048.904459235295,,,step,-5.356602213854785
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,tnfa_nfkb_proximal,exponential,5991,-42617.106415840644,16.563928731234586,11.600000000000001,spline,-21.777894608894712
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,tnfa_nfkb_proximal,gaussian,5991,-42619.85198875831,16.563928731234586,19.6,spline,-24.523467526560125
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,tnfa_nfkb_proximal,powerlaw,5991,-42614.08540937719,57.38922156297323,11.0,spline,-18.756888145442645
7259_liver_sbr_Male_26-U1,phase2_win300_grid3_400,1,T/NK cells,tnfa_nfkb_proximal,step,5991,-42625.6696641873,98.84043270881686,99.0,spline,-30.341142955549003
