held_out,lam,beta,n_test,ll,ll_per_cell,rss_tr_per_cell,rss_te_per_cell,ll0,ll0_per_cell,dll_vs_cov,celltype,module,basis,design,n_sections
7259_liver_sbr_Male_26-U1,6.999999999999999,-0.0005053951517440576,31135,-44214.79411889274,-1.4200993775138187,0.9622940075983111,1.0015314467541407,-44214.778662400866,-1.4200988810791992,-0.01545649187755771,Biliary/ductular,downstream_arrest,near,ctrl,6
7260_liver_sbr_Male_26-U1,49.99999999999999,0.0030255288064440365,27611,-38726.06022242387,-1.4025591330420437,0.9800623443150897,0.9676889590211871,-38725.60575131485,-1.402542673257573,-0.4544711090202327,Biliary/ductular,downstream_arrest,near,ctrl,6
7001_liver_sham_Male_52-U1,12.818224546846722,0.002076131605728091,21822,-30709.082929936718,-1.4072533649499,0.9740696573200658,0.9768975518379084,-30708.867469332123,-1.4072434914000607,-0.21546060459513683,Biliary/ductular,downstream_arrest,near,ctrl,6
7248_liver_sham_Male_26-U1,6.999999999999999,-0.0005992431521946725,7950,-11174.013255912087,-1.405536258605294,0.9740549313899414,0.9735511573924195,-11173.966501388964,-1.405530377533203,-0.046754523122217506,Biliary/ductular,downstream_arrest,near,ctrl,6
7352_liver_sham_Male_2-U1,6.999999999999999,-0.00032986821599816806,3903,-5497.128307897763,-1.4084366661280459,0.9737675693109442,0.9792017777354631,-5497.11008532688,-1.408431997265406,-0.01822257088315382,Biliary/ductular,downstream_arrest,near,ctrl,6
7435_liver_sham_Male_10-U1,7.742591489922676,0.0006719312413781659,4215,-5881.461751776171,-1.3953645911687238,0.9749296584346812,0.9537105026550554,-5881.442356929977,-1.3953599897817264,-0.019394846193790727,Biliary/ductular,downstream_arrest,near,ctrl,6
7259_liver_sbr_Male_26-U1,45.204502969779604,-0.003373474903523335,31135,-44215.28085683667,-1.4201150106579947,0.9622861794725284,1.0015612314425084,-44214.778662400866,-1.4200988810791992,-0.502194435801357,Biliary/ductular,downstream_arrest,sup,ctrl,6
7260_liver_sbr_Male_26-U1,12.818224546846722,0.002518888491914044,27611,-38725.44950415526,-1.4025370143839506,0.9800650997254178,0.9676455493992314,-38725.60575131485,-1.402542673257573,0.1562471595898387,Biliary/ductular,downstream_arrest,sup,ctrl,6
7001_liver_sham_Male_52-U1,9.472463873139185,0.004202602810820296,21822,-30709.354442045762,-1.4072658070775255,0.974058108762929,0.9769217708300748,-30708.867469332123,-1.4072434914000607,-0.4869727136392612,Biliary/ductular,downstream_arrest,sup,ctrl,6
7248_liver_sham_Male_26-U1,49.99999999999999,-0.0018338239352851825,7950,-11174.023041334134,-1.4055374894759918,0.9740529602566473,0.9735535577054883,-11173.966501388964,-1.405530377533203,-0.05653994516978855,Biliary/ductular,downstream_arrest,sup,ctrl,6
7352_liver_sham_Male_2-U1,7.361938632551805,0.001588497674074587,3903,-5497.028221885504,-1.4084110227736366,0.9737653931155724,0.9791518094243498,-5497.11008532688,-1.408431997265406,0.0818634413762993,Biliary/ductular,downstream_arrest,sup,ctrl,6
7435_liver_sham_Male_10-U1,6.999999999999999,0.002788458104233355,4215,-5881.5980740007035,-1.3953969333335003,0.9749230246807938,0.9537737311332478,-5881.442356929977,-1.3953599897817264,-0.15571707072649588,Biliary/ductular,downstream_arrest,sup,ctrl,6
7259_liver_sbr_Male_26-U1,47.54182525407475,0.014895523281747881,31135,-44186.68351593806,-1.4191965156877488,0.9997781233861628,1.000515858609383,-44178.65123314173,-1.4189385332629432,-8.03228279632458,Biliary/ductular,downstream_arrest,near,naive,6
7260_liver_sbr_Male_26-U1,6.999999999999999,-0.0021861666669511738,27611,-39179.51355563801,-1.4189820562688062,0.9999952206753042,1.0000870487473859,-39178.31184176303,-1.4189385332571451,-1.2017138749797596,Biliary/ductular,downstream_arrest,near,naive,6
7001_liver_sham_Male_52-U1,22.318425721029357,0.009224506726128566,21822,-30965.404949992702,-1.418999401979319,0.9999149084756594,1.0001217310596084,-30964.07667256707,-1.4189385332493387,-1.3282774256331322,Biliary/ductular,downstream_arrest,near,naive,6
7248_liver_sham_Male_26-U1,49.99999999999999,0.006769998981458786,7950,-11280.283846667066,-1.4189036285115806,0.999954167113791,0.9999301913798792,-11280.561339229844,-1.4189385332364584,0.2774925627782068,Biliary/ductular,downstream_arrest,near,naive,6
7352_liver_sham_Male_2-U1,42.98209161773131,0.005788328350433762,3903,-5537.420912263235,-1.4187601619941672,0.9999664952549076,0.9996432579899469,-5538.117095211305,-1.4189385332337445,0.6961829480706001,Biliary/ductular,downstream_arrest,near,naive,6
7435_liver_sham_Male_10-U1,31.763081427768892,0.005945838411645579,4215,-5980.218815464809,-1.4187944995171553,0.9999646470055826,0.9997119334541402,-5980.825917581062,-1.418938533233941,0.607102116252463,Biliary/ductular,downstream_arrest,near,naive,6
7259_liver_sbr_Male_26-U1,18.24260882600192,0.01979793078051561,31135,-44190.34695147215,-1.4193141786244468,0.9996080419368099,1.0007509708380564,-44178.65123314173,-1.4189385332629432,-11.695718330418458,Biliary/ductular,downstream_arrest,sup,naive,6
7260_liver_sbr_Male_26-U1,49.99999999999999,-0.005815367513015517,27611,-39183.463332138665,-1.4191251071000204,0.9999661815006886,1.0003731513429874,-39178.31184176303,-1.4189385332571451,-5.15149037563242,Biliary/ductular,downstream_arrest,sup,naive,6
7001_liver_sham_Male_52-U1,14.911122358641625,0.01569391047158306,21822,-30968.879246227,-1.4191586126948492,0.9997537011741098,1.0004400469539472,-30964.07667256707,-1.4189385332493387,-4.802573659930204,Biliary/ductular,downstream_arrest,sup,naive,6
7248_liver_sham_Male_26-U1,16.49296129703063,0.010946528796529173,7950,-11280.354956142299,-1.4189125730996601,0.9998801735073067,0.9999480805569323,-11280.561339229844,-1.4189385332364584,0.20638308754496393,Biliary/ductular,downstream_arrest,sup,naive,6
7352_liver_sham_Male_2-U1,14.911122358641625,0.009725392421569942,3903,-5536.963797125973,-1.4186430430760884,0.9999054167422465,0.9994090545854947,-5538.117095211305,-1.4189385332337445,1.153298085332608,Biliary/ductular,downstream_arrest,sup,naive,6
7435_liver_sham_Male_10-U1,14.178039470333344,0.010389986091011497,4215,-5980.246573395632,-1.4188010850286197,0.9998920481890285,0.9997251215511974,-5980.825917581062,-1.418938533233941,0.5793441854293633,Biliary/ductular,downstream_arrest,sup,naive,6
7259_liver_sbr_Male_26-U1,6.999999999999999,-0.012664145813515128,31135,-43101.372126101036,-1.3843382728794293,0.8697627428248056,0.9309639016675315,-43100.6059396935,-1.3843136643550185,-0.7661864075344056,Biliary/ductular,emt_ecm,near,ctrl,6
7260_liver_sbr_Male_26-U1,9.472463873139185,-0.009993601001994886,27611,-38058.76779222291,-1.3783915031046652,0.8785175582605184,0.9210778599161327,-38060.60122516588,-1.378457905369812,1.8334329429708305,Biliary/ductular,emt_ecm,near,ctrl,6
7001_liver_sham_Male_52-U1,20.177866835741543,-0.009069996066467717,21822,-29151.709649087436,-1.3358862454902134,0.9012931510413168,0.845229066646871,-29153.029382926925,-1.335946722707677,1.319733839489345,Biliary/ductular,emt_ecm,near,ctrl,6
7248_liver_sham_Male_26-U1,11.019082036984365,-0.008717594446797872,7950,-10768.521010999733,-1.3545309447798406,0.888943338131808,0.8790786655538361,-10769.997676870687,-1.3547166889145519,1.4766658709540934,Biliary/ductular,emt_ecm,near,ctrl,6
