section,arm,week,call,celltype,module,n,n_senders,design,lam_near,beta_near,rss_near,aic_near,railed_near,lam_sup,beta_sup,rss_sup,aic_sup,railed_sup,aic0,rss0,d_aic,d_aic_near_vs_cov,d_aic_sup_vs_cov,boot_win_sup,d_aic_per1k,d_aic_per1k_lo,d_aic_per1k_hi,r_regressors,sd_y,beta_sup_sd,beta_near_sd
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,downstream_arrest,79892,5975,ctrl+N2,25.962470509255517,-0.0003211985588565904,15.800133263320872,-681295.9416122875,,49.99999999999999,8.53227272303548e-05,15.793911772319769,-681327.4062357583,,,,-31.464623470922554,,,,,,,,0.014463282133993146,,
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,emt_ecm,79892,5975,naive,49.99999999999999,0.0004246647559280557,18.511192365728594,-668692.4707857954,1.0,49.99999999999999,-0.0005356943862100149,18.475669360780607,-668845.9309417226,1.0,-668694.5761572979,18.51163136147836,-153.46015592722688,2.105371502577327,-151.35478442464955,0.99,-1.9208450899617844,-4.264990937592475,-0.11301726497954948,0.6234808611015746,0.015221964330726031,-0.044075736286330346,0.02789815733853468
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,emt_ecm,79892,5975,ctrl,49.99999999999999,-0.0019227785933661082,16.744206700534896,-676661.4928446587,1.0,49.99999999999999,-0.0006860320464800456,16.713090192715093,-676810.0978420934,1.0,-676629.5335699562,16.751744940321977,-148.60499743476976,-31.959274702472612,-180.56427213724237,1.0,-1.86007356725041,-2.830713635746948,-1.0354421230673878,0.6234808611015746,0.015221964330726031,-0.05644518281879415,-0.12631606220220873
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,emt_ecm,79892,5975,ctrl+N2,49.99999999999999,-0.001926397122063412,16.73907441394665,-676683.984389673,,49.99999999999999,-0.0005744929705397744,16.696637075325217,-676886.7858571276,,,,-202.80146745460885,,,,,,,,0.015221964330726031,,
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,il6_jak_stat3,79892,5975,naive,6.999999999999999,0.0054501459814743315,26.6121463121301,-639692.298107316,1.0,49.99999999999999,-0.00043366401142880544,26.59308194047807,-639749.5515350422,1.0,-639682.7799911655,26.616649598090845,-57.253427726216614,-9.518116150517017,-66.77154387673363,0.945,-0.7166353042384296,-1.4623535788438244,0.03834754479207058,0.44148814045178353,0.018252613049049876,-0.029756477312068683,0.2985953828380446
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,il6_jak_stat3,79892,5975,ctrl,6.999999999999999,0.004166437557701995,25.459602810545068,-643183.4962234938,1.0,6.999999999999999,0.0030943350933166345,25.45999392392004,-643182.2689227388,1.0,-643179.8836997446,25.462028849009897,1.2273007549811155,-3.61252374923788,-2.3852229942567647,0.29,0.01536199813474585,-0.04458849041269775,0.06568475457302285,0.9617876607377219,0.018252613049049876,0.009176482019195924,0.22826526515832812
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,il6_jak_stat3,79892,5975,ctrl+N2,6.999999999999999,0.004175981881090674,25.45797535534914,-643186.6033261974,,6.999999999999999,0.0031056668538865764,25.458259810476466,-643185.7106565427,,,,0.8926696547101997,,,,,,,,0.018252613049049876,,
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,interferon_response,79892,5975,naive,49.99999999999999,0.0099051961871859,23.85489141951738,-648430.7614399662,1.0,28.716686174618605,0.003551482226773925,23.774634368186067,-648700.0020972013,0.0,-647638.8681408205,24.09372425830563,-269.2406572351465,-791.893299145624,-1061.1339563807705,1.0,-3.3700577934605027,-5.76165973641638,-1.2822328470409927,0.7690190589816915,0.01736602097352274,0.11508124571513825,0.5703779928469261
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,interferon_response,79892,5975,ctrl,6.999999999999999,0.008055934299334145,21.044616510914835,-658398.7848372945,1.0,6.999999999999999,0.00666832653343554,21.04423932798088,-658400.2167554762,1.0,-658368.3820226318,21.053680621786327,-1.4319181817118078,-30.40281466266606,-31.834732844377868,0.675,-0.01792317355569779,-0.3117562183369629,0.08921457753536081,0.9617876607377219,0.01736602097352274,0.020785020592296834,0.46389062360069744
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,interferon_response,79892,5975,ctrl+N2,6.999999999999999,0.008064492181648444,21.043476403610814,-658401.1131613619,,6.999999999999999,0.006678793312361862,21.042960362146736,-658403.0723476375,,,,-1.9591862756014302,,,,,,,,0.01736602097352274,,
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,oxidative_stress,79892,5975,naive,49.99999999999999,0.02795556392955767,163.98293565967606,-494417.11419036984,1.0,45.204502969779604,0.006430476900119896,162.01377583739634,-495382.2897543131,0.0,-493499.600192245,165.88534685036484,-965.1755639432813,-917.5139981248649,-1882.6895620681462,1.0,-12.081003904562175,-15.892856221765392,-8.279478694852493,0.6522359181999748,0.045567202405259334,0.15277053593601295,0.6135018709359598
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,oxidative_stress,79892,5975,ctrl,9.472463873139185,0.009588173340710373,147.29410200141115,-502946.0096016184,0.0,49.99999999999999,0.0009057240864002456,147.26037500248017,-502964.3051470658,1.0,-502931.84275130916,147.32759939992502,-18.29554544738494,-14.166850309236906,-32.462395756621845,0.975,-0.2290034727805655,-0.6874966078880268,-0.001468672085940374,0.4960472050850911,0.045567202405259334,0.024894117326483896,0.21041830163778708
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,oxidative_stress,79892,5975,ctrl+N2,6.999999999999999,0.015203945210453497,147.28238997040694,-502950.36243429163,,49.99999999999999,0.000816007795006493,147.24985322302942,-502968.0136483243,,,,-17.651214032628634,,,,,,,,0.045567202405259334,,
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,secondary_senescence,79892,5975,naive,49.99999999999999,0.0020369141721121283,22.351170741177416,-653632.5763309712,1.0,49.99999999999999,-0.00023975874722337277,22.35406680520839,-653622.2253134806,1.0,-653600.4837241715,22.361270554270614,10.351017490611412,-32.092606799677014,-21.741589309065603,0.405,0.12956262818068656,-1.420616179197412,0.6411579324981774,0.6234808611015746,0.01673002505901663,-0.01794861945818828,0.12175200962371444
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,secondary_senescence,79892,5975,ctrl,49.99999999999999,-0.000929519998768397,20.535322432447774,-660356.0054839362,1.0,49.99999999999999,-0.0005127934108941106,20.515455293757377,-660433.3353498286,1.0,-660353.1517158434,20.5370841905076,-77.32986589241773,-2.8537680928129703,-80.1836339852307,1.0,-0.9679300291946343,-1.6172952086402297,-0.48889896854549386,0.6234808611015746,0.01673002505901663,-0.03838831283277381,-0.05555998843001572
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,secondary_senescence,79892,5975,ctrl+N2,49.99999999999999,-0.0009318417598991174,20.533708689489643,-660360.2839448083,,49.99999999999999,-0.00042079708289872146,20.50445662560308,-660474.1782315475,,,,-113.89428673926744,,,,,,,,0.01673002505901663,,
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,tnfa_nfkb_proximal,79892,5975,naive,6.999999999999999,0.0014095016897632414,16.260529973425044,-679049.2577915338,1.0,49.99999999999999,-0.0003525746992517339,16.245253157404516,-679124.3518429804,1.0,-679051.7779710572,16.26083116613605,-75.09405144653283,2.520179523387924,-72.5738719231449,0.995,-0.9399445682487962,-1.8401274578659748,-0.20322749516465763,0.44148814045178353,0.014266574993510606,-0.030951706684848417,0.09879748224823265
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,tnfa_nfkb_proximal,79892,5975,ctrl,49.99999999999999,-0.000585141651103078,15.530074263562563,-682675.2761205857,1.0,49.99999999999999,-0.00027144821427745226,15.524692034614628,-682702.9689414097,1.0,-682675.6847943707,15.530772391240134,-27.69282082398422,0.40867378492839634,-27.284147039055824,1.0,-0.34662820838111724,-0.7309063142729515,-0.08169229803797323,0.6234808611015746,0.014266574993510606,-0.023829802666704723,-0.04101486525870608
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Hepatocytes,tnfa_nfkb_proximal,79892,5975,ctrl+N2,8.14292620081837,-0.001113978876462475,15.529598248528789,-682675.7249418388,,49.99999999999999,-0.00023428564015352517,15.5229346563345,-682710.0131409618,,,,-34.28819912300383,,,,,,,,0.014266574993510606,,
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Macrophages,downstream_arrest,11616,5975,naive,6.999999999999999,-0.0010700307180547585,4.98350499911198,-90062.525315137,1.0,36.94920399670096,0.00020914808087776638,4.983187934801785,-90063.26438055275,0.0,-90066.35061780704,4.983579948454598,-0.739065415749792,3.8253026700404007,3.0862372542906087,0.725,-0.06362477752666942,-1.6458720359457093,0.16626885913387462,0.5339608944277775,0.02071297176697011,0.008869106734513035,-0.05165993224156374
