section,arm,week,call,celltype,module,n,n_senders,design,lam_near,beta_near,rss_near,aic_near,railed_near,lam_sup,beta_sup,rss_sup,aic_sup,railed_sup,aic0,rss0,d_aic,d_aic_near_vs_cov,d_aic_sup_vs_cov,boot_win_sup,d_aic_per1k,d_aic_per1k_lo,d_aic_per1k_hi,r_regressors,sd_y,beta_sup_sd,beta_near_sd
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,downstream_arrest,31135,5707,naive,47.54182525407475,-0.0008533625478575008,7.1403967714237,-260913.24832592683,0.0,45.204502969779604,-0.00012965349378447482,7.1395921685765265,-260916.75691543322,0.0,-260914.21625076188,7.141092171261625,-3.5085895063821226,0.9679248350439593,-2.5406646713381633,0.77,-0.1126895617916211,-0.5819630289652749,0.1758718949847164,0.5381032695208079,0.015144602687612956,-0.014493180429736137,-0.05634763522050887
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,downstream_arrest,31135,5707,ctrl,9.472463873139185,0.00010989898806318509,7.074336696954126,-261156.63753331322,0.0,11.58882939190469,0.00025672080821092575,7.074132871970189,-261157.53460431364,0.0,-261160.59308681166,7.074346795869866,-0.8970710004214197,3.955553498439258,3.0584824980178382,0.76,-0.028812301282203943,-0.18927729819599748,0.09850147238936148,0.8721391486630683,0.015144602687612956,0.005905238715351535,0.007256643856746193
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,downstream_arrest,31135,5707,ctrl+N2,6.999999999999999,0.0001247730676361003,7.074312982231843,-261154.7419048109,,10.477345453252495,0.0002860262016676802,7.074064314227342,-261155.83634527688,,,,-1.0944404660284448,,,,,,,,0.015144602687612956,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,emt_ecm,31135,5707,naive,14.178039470333344,0.003181226676717074,22.72191172594167,-224872.57450602122,0.0,10.477345453252495,0.0023657003017206035,22.717829962981334,-224878.1680981231,0.0,-224858.9053205378,22.734810123697763,-5.5935921018826775,-13.669185483420733,-19.26277758530341,0.885,-0.1796560816406834,-0.5793280154590119,0.10540320836752531,0.8922083667065529,0.027022232769950437,0.027329093880469817,0.1177262702043249
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,emt_ecm,31135,5707,ctrl,49.99999999999999,-0.0013047761848250575,20.77355698735904,-227617.79157354884,1.0,49.99999999999999,-0.00020154765549561512,20.771966573343477,-227620.17534615076,1.0,-227619.7265943669,20.77493480606087,-2.3837726019264665,1.9350208180549089,-0.44875178387155756,0.765,-0.07656247316288635,-0.4733831775644069,0.07687825588015433,0.5065367351894223,0.027022232769950437,-0.014455368310586273,-0.048285284043135174
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,emt_ecm,31135,5707,ctrl+N2,49.99999999999999,-0.0013185580192533988,20.773256793888933,-227616.2415008882,,49.99999999999999,-0.000174177744898774,20.769781841472174,-227621.4502023844,,,,-5.208701496189121,,,,,,,,0.027022232769950437,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,il6_jak_stat3,31135,5707,naive,17.345738419684505,0.0012835297493201028,24.937178631451157,-221976.083138724,0.0,21.2211739115045,0.0005615020186035211,24.935002913288418,-221978.79972271697,0.0,-221977.24620842707,24.93945093788181,-2.7165839929657523,1.163069703063229,-1.5535142899025232,0.845,-0.08725177430434405,-0.7413615575054189,0.05271260450636316,0.7513319808786157,0.028302122665172704,0.0133548847944024,0.045351006511402225
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,il6_jak_stat3,31135,5707,ctrl,6.999999999999999,-0.0024457900832445595,23.958107294808784,-223177.1342855062,1.0,6.999999999999999,-0.0015070438789632208,23.958939699237842,-223176.05254472594,1.0,-223176.82658503286,23.96142226156359,1.0817407802678645,-0.3077004733495414,0.774040306918323,0.495,0.034743561274060204,-0.21170632008362358,0.18482236554619058,0.933966907390674,0.028302122665172704,-0.010481174516747717,-0.08641719605603362
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,il6_jak_stat3,31135,5707,ctrl+N2,6.999999999999999,-0.002471237323040148,23.955318304526692,-223178.75895693994,,6.999999999999999,-0.0015438449251184909,23.95571148211609,-223178.24794374313,,,,0.5110131967785881,,,,,,,,0.028302122665172704,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,interferon_response,31135,5707,naive,30.20149733539872,0.0007536314790126794,22.620096606694272,-225012.40153099602,0.0,24.6860647223019,0.0005471303206597005,22.614875755266947,-225019.58850167046,0.0,-225015.3854638801,22.620834808439916,-7.186970674432814,2.9839328840898816,-4.203037790342933,0.87,-0.23083252527486153,-1.2802389369326397,0.0767612349669901,0.7234014122804127,0.026954413042720757,0.016230590335945722,0.0279594839550121
