held_out,lam,beta,n_test,ll,ll_per_cell,rss_tr_per_cell,rss_te_per_cell,ll0,ll0_per_cell,dll_vs_cov,celltype,module,family,design
7260_liver_sbr_Male_26-U1,,,27611,-38727.834251638364,-1.4026233838556503,,0.967814799167334,-38725.605751314855,-1.4025426732575732,-2.2285003235083423,Biliary/ductular,downstream_arrest,spline,ctrl
7001_liver_sham_Male_52-U1,,,21822,-30712.042504085177,-1.4073889883642736,,0.977161714948229,-30708.867469332123,-1.4072434914000607,-3.175034753054206,Biliary/ductular,downstream_arrest,spline,ctrl
7248_liver_sham_Male_26-U1,,,7950,-11175.559461524204,-1.4057307498772584,,0.9739301862439932,-11173.966501388966,-1.4055303775332033,-1.5929601352381724,Biliary/ductular,downstream_arrest,spline,ctrl
7352_liver_sham_Male_2-U1,,,3903,-5497.153501638753,-1.408443121096273,,0.9792143334819396,-5497.11008532688,-1.408431997265406,-0.04341631187344319,Biliary/ductular,downstream_arrest,spline,ctrl
7435_liver_sham_Male_10-U1,,,4215,-5881.9624749767045,-1.3954833867085894,,0.9539424684164018,-5881.442356929977,-1.3953599897817264,-0.5201180467274753,Biliary/ductular,downstream_arrest,spline,ctrl
7259_liver_sbr_Male_26-U1,,,31135,-44189.9887843744,-1.4193026749437738,,1.0007281478836638,-44178.65123314173,-1.4189385332629432,-11.337551232667465,Biliary/ductular,downstream_arrest,spline,naive
7260_liver_sbr_Male_26-U1,,,27611,-39178.48561876222,-1.4189448270168492,,1.0000125876684667,-39178.31184176303,-1.4189385332571451,-0.17377699918870348,Biliary/ductular,downstream_arrest,spline,naive
7001_liver_sham_Male_52-U1,,,21822,-30977.5586906624,-1.4195563509606086,,1.0012352945657559,-30964.076672567076,-1.418938533249339,-13.482018095324747,Biliary/ductular,downstream_arrest,spline,naive
7248_liver_sham_Male_26-U1,,,7950,-11282.325687632503,-1.419160463853145,,1.0004438056269123,-11280.561339229844,-1.4189385332364584,-1.7643484026593796,Biliary/ductular,downstream_arrest,spline,naive
7352_liver_sham_Male_2-U1,,,3903,-5537.672359376707,-1.4188245860560358,,0.9997721179805068,-5538.117095211306,-1.4189385332337447,0.44473583459875954,Biliary/ductular,downstream_arrest,spline,naive
7435_liver_sham_Male_10-U1,,,4215,-5979.828109799359,-1.4187018054091005,,0.9995265676782122,-5980.825917581062,-1.418938533233941,0.997807781703159,Biliary/ductular,downstream_arrest,spline,naive
7259_liver_sbr_Male_26-U1,6.999999999999999,-0.012664145813515128,31135,-43101.372126101036,-1.3843382728794293,0.8697627428248056,0.9309639016675315,-43100.6059396935,-1.3843136643550185,-0.7661864075344056,Biliary/ductular,emt_ecm,exponential,ctrl
7260_liver_sbr_Male_26-U1,9.472463873139185,-0.009993601001994886,27611,-38058.76779222291,-1.3783915031046652,0.8785175582605184,0.9210778599161327,-38060.60122516588,-1.378457905369812,1.8334329429708305,Biliary/ductular,emt_ecm,exponential,ctrl
7001_liver_sham_Male_52-U1,20.177866835741543,-0.009069996066467717,21822,-29151.709649087436,-1.3358862454902134,0.9012931510413168,0.845229066646871,-29153.029382926925,-1.335946722707677,1.319733839489345,Biliary/ductular,emt_ecm,exponential,ctrl
7248_liver_sham_Male_26-U1,11.019082036984365,-0.008717594446797872,7950,-10768.521010999733,-1.3545309447798406,0.888943338131808,0.8790786655538361,-10769.997676870687,-1.3547166889145519,1.4766658709540934,Biliary/ductular,emt_ecm,exponential,ctrl
7352_liver_sham_Male_2-U1,6.999999999999999,-0.010247112275889553,3903,-5235.874460685368,-1.3414999899270734,0.8891654507996557,0.8558956495675332,-5235.841483285707,-1.3414915406829893,-0.03297739966092195,Biliary/ductular,emt_ecm,exponential,ctrl
7435_liver_sham_Male_10-U1,8.563960425689007,-0.010682249837070614,4215,-5618.725972905788,-1.333031073050009,0.8899572758306484,0.8407867055697207,-5618.284357063878,-1.3329263006082748,-0.44161584190987924,Biliary/ductular,emt_ecm,exponential,ctrl
7259_liver_sbr_Male_26-U1,49.99999999999999,0.02331104943262373,31135,-44170.74189601714,-1.4186844996311914,0.9994565949743498,0.9994920618441087,-44178.65123314173,-1.4189385332629432,7.90933712459082,Biliary/ductular,emt_ecm,exponential,naive
7260_liver_sbr_Male_26-U1,21.2211739115045,0.023746858595613977,27611,-39173.090394391664,-1.4187494257503048,0.9994360867068399,0.9996218464722784,-39178.31184176303,-1.4189385332571451,5.221447371368413,Biliary/ductular,emt_ecm,exponential,naive
7001_liver_sham_Male_52-U1,38.85968176362148,0.024665551788737146,21822,-30961.170205828803,-1.4188053434987078,0.999391610554957,0.9997336104545831,-30964.07667256707,-1.4189385332493387,2.9064667382663174,Biliary/ductular,emt_ecm,exponential,naive
7248_liver_sham_Male_26-U1,45.204502969779604,0.024294084252149538,7950,-11281.046504458875,-1.4189995603092924,0.9994097974703494,1.0001218314830573,-11280.561339229844,-1.4189385332364584,-0.4851652290308266,Biliary/ductular,emt_ecm,exponential,naive
7352_liver_sham_Male_2-U1,40.868941774896264,0.022682964228582257,3903,-5536.1988648442575,-1.4184470573518466,0.9994854831338049,0.9990174059872984,-5538.117095211306,-1.4189385332337447,1.9182303670486363,Biliary/ductular,emt_ecm,exponential,naive
