section,celltype,module,design,basis,n,beta,se_iid,se_blk,se_ratio,ci_iid_lo,ci_iid_hi,ci_blk_lo,ci_blk_hi
7260_liver_sbr_Male_26-U1,Hepatocytes,interferon_response,ctrl,superposition,52655,-0.0002461077356001195,6.882531390692692e-05,0.00010601502346364634,1.5403492907712908,-0.0003810053508576963,-0.00011121012034254275,-0.0004291148214597115,-2.624215024795743e-06
7260_liver_sbr_Male_26-U1,Hepatocytes,interferon_response,naive,nearest,52655,-0.003039582265784222,0.0004230650782048126,0.0007529211779900772,1.7796817009452526,-0.003868789819065655,-0.0022103747125027896,-0.004513475408355037,-0.001537611424562351
7260_liver_sbr_Male_26-U1,Hepatocytes,interferon_response,naive,superposition,52655,-0.0008523506411526408,5.4547467105014856e-05,0.0002358613393323818,4.323965013413019,-0.0009592636766784699,-0.0007454376056268118,-0.001268727245864711,-0.00036688931212990874
7260_liver_sbr_Male_26-U1,Hepatocytes,oxidative_stress,ctrl,nearest,52655,-0.0068310695667027285,0.0029191869472945738,0.0034944976216699486,1.1970790787854673,-0.012552675983400093,-0.0011094631500053638,-0.013452943569431625,-0.0006674558425306332
7260_liver_sbr_Male_26-U1,Hepatocytes,oxidative_stress,ctrl,superposition,52655,-0.0009998724187994994,0.00018808713672759458,0.0002957277348123169,1.5722911197304128,-0.0013685232067855847,-0.000631221630813414,-0.0015067200919691075,-0.00040534333160722525
7260_liver_sbr_Male_26-U1,Hepatocytes,oxidative_stress,naive,nearest,52655,-0.012725468349923255,0.0011535719449652809,0.0015612138690351237,1.3533736459602541,-0.014986469362055206,-0.010464467337791305,-0.015485621713163556,-0.009680321078035348
7260_liver_sbr_Male_26-U1,Hepatocytes,oxidative_stress,naive,superposition,52655,-0.0036596286096916403,0.00014832316224316474,0.00046606723675292897,3.142241776027176,-0.003950342007688243,-0.0033689152116950375,-0.004457324461599902,-0.0027239888921997786
7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,ctrl,nearest,52655,0.0015853789962064367,0.001059332594764451,0.0010787938226778028,1.0183712159991443,-0.0004909128895318872,0.003661670881944761,-0.0008487259035483218,0.003563719274840069
7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,ctrl,superposition,52655,0.00038389074432089844,6.774095778147163e-05,0.00010290376207381054,1.519077459840058,0.0002511184670692141,0.0005166630215725828,0.0001898052495153054,0.0005911185891833015
7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,naive,nearest,52655,0.0034293417198882543,0.00041621020208996306,0.000615499139370506,1.478818001768892,0.0026135697237919266,0.0042451137159845815,0.0021370081495522015,0.004587622985755277
7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,naive,superposition,52655,0.0010990908491166353,5.3582561999868216e-05,0.00012796884173906254,2.3882553756831797,0.0009940690275968937,0.001204112670636377,0.000861027536877582,0.0013269028235812432
7260_liver_sbr_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,ctrl,nearest,52655,0.0005502751591247855,0.00041961093450359994,0.0005348277293484147,1.2745800582654412,-0.00027216227250227037,0.0013727125907518414,-0.00036501870882306605,0.0016129946903088053
7260_liver_sbr_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,ctrl,superposition,52655,0.00026762809373302384,6.703633858785281e-05,9.613494723428753e-05,1.434072165327172,0.00013623687010083234,0.00039901931736521535,9.255846533979635e-05,0.00045707996944710863
7260_liver_sbr_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,naive,nearest,52655,0.003773985517897964,0.0004294944410283674,0.0007501745353490805,1.7466455061743924,0.002932176413482364,0.004615794622313565,0.0023912640660995574,0.0051261265377794425
7260_liver_sbr_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,naive,superposition,52655,0.0011589384672855195,5.52879379093077e-05,0.0001582048089566896,2.8614706017106832,0.0010505741089832765,0.0012673028255877625,0.0008512022828909709,0.0014664063503684282
7260_liver_sbr_Male_26-U1,Macrophages,downstream_arrest,ctrl,nearest,18036,0.0022228365346132627,0.0008987976267946718,0.0007750752043736991,0.862346741098776,0.00046119318609570584,0.003984479883130819,0.0005993296238153288,0.003609193824278404
7260_liver_sbr_Male_26-U1,Macrophages,downstream_arrest,ctrl,superposition,18036,0.0010126744607254913,0.00042617688718584183,0.000378747707146171,0.8887101073151616,0.00017736776184124124,0.0018479811596097413,0.0002982561829328632,0.001673668168029194
7260_liver_sbr_Male_26-U1,Macrophages,downstream_arrest,naive,nearest,18036,0.0015611713291576348,0.0014639114730324754,0.00167320773935572,1.1429705758707456,-0.001308095157986017,0.004430437816301287,-0.0019626267890793508,0.004768468872794806
7260_liver_sbr_Male_26-U1,Macrophages,downstream_arrest,naive,superposition,18036,-0.00015984515099969616,0.0001040020904483248,0.00015290111756961959,1.4701735023835034,-0.00036368924827841274,4.3998946279020455e-05,-0.0004487021938847579,0.00014788229338815926
7260_liver_sbr_Male_26-U1,Macrophages,emt_ecm,ctrl,nearest,18036,0.0030107675723640643,0.0017081703731074887,0.0019639842298445663,1.1497589823383385,-0.0003372463589266135,0.006358781503654742,-0.00043242249402878046,0.006957423416239093
7260_liver_sbr_Male_26-U1,Macrophages,emt_ecm,ctrl,superposition,18036,0.0005211932756408026,0.00024517673264971184,0.00031504840215313985,1.284984911693292,4.06468796473674e-05,0.0010017396716342378,-8.008180285365351e-05,0.0010980644360592661
7260_liver_sbr_Male_26-U1,Macrophages,emt_ecm,naive,nearest,18036,0.04006809784185026,0.0018047800649596934,0.0024324467991152926,1.3477801790599993,0.03653072891452926,0.04360546676917126,0.035358329145439606,0.04448857836233762
7260_liver_sbr_Male_26-U1,Macrophages,emt_ecm,naive,superposition,18036,0.007215710190357465,0.00021902584439272,0.0005016289979904641,2.2902730925717973,0.006786419535347734,0.007645000845367196,0.006207850822754803,0.008208951042304891
7260_liver_sbr_Male_26-U1,Macrophages,il6_jak_stat3,ctrl,nearest,18036,0.0017377019756442142,0.0016040578435477806,0.0018885436704712284,1.1773538454786863,-0.0014062513977094356,0.004881655348997864,-0.0015710068063642304,0.005512834419722246
7260_liver_sbr_Male_26-U1,Macrophages,il6_jak_stat3,ctrl,superposition,18036,0.0005455170308931979,0.00025335987422234944,0.0002898400919281209,1.143985774455178,4.893167741739301e-05,0.0010421023843690028,-6.093735307384019e-05,0.0010787689628247784
7260_liver_sbr_Male_26-U1,Macrophages,il6_jak_stat3,naive,nearest,18036,0.012115859261853303,0.0016510385992223183,0.0022774591213395794,1.379409980125432,0.008879823607377558,0.015351894916329047,0.007946452651207254,0.016127777186669
7260_liver_sbr_Male_26-U1,Macrophages,il6_jak_stat3,naive,superposition,18036,0.0056113159941339535,0.0006717518680181012,0.0010625808252247289,1.5818055383451441,0.004294682332818475,0.006927949655449432,0.0035153516008206787,0.007612753348739125
7260_liver_sbr_Male_26-U1,Macrophages,interferon_response,ctrl,nearest,18036,0.0034112394805525153,0.002565560190900524,0.0024809989407423845,0.9670398494418259,-0.001617258493612511,0.00843973745471754,-0.002544316386657234,0.00767539964411651
7260_liver_sbr_Male_26-U1,Macrophages,interferon_response,ctrl,superposition,18036,0.0006634744194948139,0.00028294841309981834,0.0002911803909606902,1.029093564338061,0.00010889552981917,0.0012180533091704579,4.245504114140159e-05,0.0012014889608305327
7260_liver_sbr_Male_26-U1,Macrophages,interferon_response,naive,nearest,18036,0.005692402474390382,0.0027002211986413274,0.003249249821961657,1.2033272768899765,0.0003999689250533808,0.010984836023727382,-0.0015074043930846093,0.011592188739270341
7260_liver_sbr_Male_26-U1,Macrophages,interferon_response,naive,superposition,18036,0.004114306977037086,0.0020144327362450944,0.002639794624537321,1.310440689847953,0.00016601881399670032,0.008062595140077471,-0.0015680490866605932,0.009160358318059272
7260_liver_sbr_Male_26-U1,Macrophages,oxidative_stress,ctrl,nearest,18036,-0.0029708355834444536,0.004681097182650841,0.004763732885830452,1.0176530629370133,-0.012145786061440102,0.006204114894551194,-0.012324501979462166,0.005603872608958458
7260_liver_sbr_Male_26-U1,Macrophages,oxidative_stress,ctrl,superposition,18036,-0.0024328355558547207,0.003536221298182893,0.0038353393863739633,1.084586925695169,-0.00936382930029319,0.00449815818858375,-0.009770716318295335,0.004473731840388957
7260_liver_sbr_Male_26-U1,Macrophages,oxidative_stress,naive,nearest,18036,-0.02968510990586884,0.0025246522843813428,0.0031015566782816133,1.228508455389784,-0.03463342838325627,-0.024736791428481408,-0.0349990032066312,-0.023240322063928325
7260_liver_sbr_Male_26-U1,Macrophages,oxidative_stress,naive,superposition,18036,-0.005876304265123491,0.00033735486885307775,0.0005877184853093759,1.7421372553699073,-0.006537519808075523,-0.005215088722171459,-0.006998759965754282,-0.004742037295317641
7260_liver_sbr_Male_26-U1,Macrophages,secondary_senescence,ctrl,nearest,18036,0.0021143166964880254,0.001065966612077121,0.0010495446175890612,0.984594269368287,2.5022136816868143e-05,0.004203611256159183,8.287381476005045e-06,0.004053500862286427
7260_liver_sbr_Male_26-U1,Macrophages,secondary_senescence,ctrl,superposition,18036,0.0007748837978833258,0.0006126257291389416,0.000611131486019452,0.9975609200717218,-0.0004258626312289997,0.0019756302269956514,-0.0003987535179642665,0.0019491100187691316
7260_liver_sbr_Male_26-U1,Macrophages,secondary_senescence,naive,nearest,18036,0.014914470510217845,0.001153458413847961,0.001409087543242704,1.221619718860916,0.012653692019075841,0.017175249001359846,0.012205517102521758,0.017590438542793248
7260_liver_sbr_Male_26-U1,Macrophages,secondary_senescence,naive,superposition,18036,0.0025785440771841296,0.0001415643215322771,0.0002034882205908134,1.4374258880223394,0.0023010780069808666,0.0028560101473873926,0.002168188264353746,0.0029545382913127396
7260_liver_sbr_Male_26-U1,Macrophages,tnfa_nfkb_proximal,ctrl,nearest,18036,0.0017239959602030326,0.0011233508416928068,0.0011859287688226951,1.055706485282539,-0.0004777716895148687,0.003925763609920934,-0.00036416711633871854,0.0039291134346602676
7260_liver_sbr_Male_26-U1,Macrophages,tnfa_nfkb_proximal,ctrl,superposition,18036,0.0010011607827562655,0.0003970963012456524,0.0004219787331320202,1.0626609510295464,0.00022285203231478686,0.001779469533197744,0.00022691177043395144,0.00185388980243
7260_liver_sbr_Male_26-U1,Macrophages,tnfa_nfkb_proximal,naive,nearest,18036,0.013016385737207864,0.0013394252961313486,0.0018155963719431623,1.3555040189155265,0.010391112156790422,0.015641659317625307,0.009674055810327202,0.01667234762916253
7260_liver_sbr_Male_26-U1,Macrophages,tnfa_nfkb_proximal,naive,superposition,18036,0.004754018695766515,0.0003857434024474821,0.0006421589415242776,1.664730848148999,0.00399796162696945,0.0055100757645635805,0.0035705965175201635,0.006158325848733396
7260_liver_sbr_Male_26-U1,Mesenchymal,downstream_arrest,ctrl,nearest,28914,-0.0005752008590375384,0.000629691267484499,0.0005422254481397844,0.861097296625814,-0.0018093957433071564,0.0006589940252320798,-0.001617169520035412,0.0004994528931984069
7260_liver_sbr_Male_26-U1,Mesenchymal,downstream_arrest,ctrl,superposition,28914,-0.00027499659712947185,9.132001805025636e-05,9.175920599078736e-05,1.0048093282273478,-0.0004539838325079743,-9.600936175096938e-05,-0.00043946825498035507,-7.966403318363611e-05
7260_liver_sbr_Male_26-U1,Mesenchymal,downstream_arrest,naive,nearest,28914,-0.0014069074468669323,0.0006019356623476746,0.0005944292763119644,0.9875295874538588,-0.0025867013450683743,-0.00022711354866549014,-0.0024452933899095468,-0.00025162603389927474
7260_liver_sbr_Male_26-U1,Mesenchymal,downstream_arrest,naive,superposition,28914,-0.0003644182968232383,7.465596961296751e-05,0.00011854506903376487,1.5878846614453985,-0.0005107439972646546,-0.00021809259638182196,-0.0005607494274986298,-0.00011430496897240796
7260_liver_sbr_Male_26-U1,Mesenchymal,emt_ecm,ctrl,nearest,28914,0.0010283987821126067,0.0014328647452184257,0.0014710732891347782,1.0266658413111616,-0.0017800161185155075,0.003836813682740721,-0.0017809484022273685,0.003786261449229343
7260_liver_sbr_Male_26-U1,Mesenchymal,emt_ecm,ctrl,superposition,28914,0.0004206802558818545,0.00020791887667291842,0.0003035989763204921,1.460179956618802,1.3159257602934373e-05,0.0008282012541607747,-0.0001887443081319618,0.0009750654278731417
7260_liver_sbr_Male_26-U1,Mesenchymal,emt_ecm,naive,nearest,28914,0.023970478443623464,0.0015874167304824709,0.0021935727766538167,1.381850609566849,0.02085914165187782,0.02708181523536911,0.01950671663178255,0.0278346196172869
7260_liver_sbr_Male_26-U1,Mesenchymal,emt_ecm,naive,superposition,28914,0.004053446087186834,0.0001999547665890426,0.0004978687703660056,2.4899069867599173,0.00366153474467231,0.0044453574297013574,0.0030797925452024782,0.0049615406955121335
7260_liver_sbr_Male_26-U1,Mesenchymal,il6_jak_stat3,ctrl,nearest,28914,-0.0019522263687147838,0.001973134382368445,0.0019611478241019615,0.9939251181401565,-0.005819569758156936,0.0019151170207273684,-0.005692065585809616,0.0018282376961809772
7260_liver_sbr_Male_26-U1,Mesenchymal,il6_jak_stat3,ctrl,superposition,28914,0.00023775049650382352,0.0005635406672714081,0.000625910705560601,1.1106753104282263,-0.0008667892113481363,0.0013422902043557835,-0.0010249127038574949,0.001474528337594505
7260_liver_sbr_Male_26-U1,Mesenchymal,il6_jak_stat3,naive,nearest,28914,0.0018911704546240521,0.0012793090044336784,0.001375938952180356,1.0755329223915324,-0.0006162751940659576,0.0043986161033140615,-0.0009983300711791728,0.004482013004401915
7260_liver_sbr_Male_26-U1,Mesenchymal,il6_jak_stat3,naive,superposition,28914,0.0020032619668916537,0.0008350483087496688,0.0011539196215501822,1.3818597193232625,0.0003665672817423028,0.0036399566520410043,-0.00017363680324410325,0.004260182380090105
7260_liver_sbr_Male_26-U1,Mesenchymal,interferon_response,ctrl,nearest,28914,0.001126871508157336,0.0010143407548370907,0.0009929371923247752,0.9788990411651625,-0.0008612363713233616,0.003114979387638034,-0.0007935294138868605,0.0030279614062002965
7260_liver_sbr_Male_26-U1,Mesenchymal,interferon_response,ctrl,superposition,28914,0.0003277091449053532,0.00014675170099274847,0.0001822401436826411,1.241826448687271,4.0075810959566195e-05,0.0006153424788511402,-3.148272978759629e-05,0.0006522584727256256
7260_liver_sbr_Male_26-U1,Mesenchymal,interferon_response,naive,nearest,28914,0.001627816893237423,0.00131241534291808,0.0013896939445766894,1.0588827325706092,-0.0009445171788820136,0.00420015096535686,-0.0011436967325612433,0.004094372500015548
7260_liver_sbr_Male_26-U1,Mesenchymal,interferon_response,naive,superposition,28914,0.0014437300563188702,0.0007457805027987762,0.000971212246682745,1.3022762636432104,-1.7999729166730998e-05,0.0029054598418044716,-0.00042625207518346206,0.003074495186656188
7260_liver_sbr_Male_26-U1,Mesenchymal,oxidative_stress,ctrl,nearest,28914,-0.006078567099928578,0.001968615652887665,0.002152149428221991,1.093229866919482,-0.009937053779588402,-0.0022200804202687553,-0.00964237353944871,-0.0018625097349945809
7260_liver_sbr_Male_26-U1,Mesenchymal,oxidative_stress,ctrl,superposition,28914,-0.001939023275440506,0.00028859822999554533,0.0002853320094048071,0.9886824649243737,-0.0025046758062317745,-0.001373370744649237,-0.002472364084643946,-0.0013496077014736574
7260_liver_sbr_Male_26-U1,Mesenchymal,oxidative_stress,naive,nearest,28914,-0.026557761584405835,0.001839060097835809,0.002244736773829535,1.2205891348907647,-0.03016231937616402,-0.02295320379264765,-0.03034854481521195,-0.021787472439144247
7260_liver_sbr_Male_26-U1,Mesenchymal,oxidative_stress,naive,superposition,28914,-0.005127360179203735,0.0002550479053057183,0.00047517929413221744,1.8630982033066856,-0.005627254073602943,-0.004627466284804527,-0.006029383862819901,-0.004096019321813721
7260_liver_sbr_Male_26-U1,Mesenchymal,secondary_senescence,ctrl,nearest,28914,-0.0015077840411418981,0.0015257408489177465,0.0016602825916719514,1.0881812549291312,-0.0044982361050206815,0.001482668022736885,-0.004904290394404124,0.001949107726557312
7260_liver_sbr_Male_26-U1,Mesenchymal,secondary_senescence,ctrl,superposition,28914,0.0004315601519221802,0.00013281389442847642,0.00016987331867585647,1.2790327352936517,0.00017124491884236637,0.000691875385001994,0.00011241636818463959,0.0007853069521402715
7260_liver_sbr_Male_26-U1,Mesenchymal,secondary_senescence,naive,nearest,28914,0.0044916914579877995,0.0009018006027359791,0.0010431168079398237,1.1567044918523057,0.0027241622766252804,0.006259220639350319,0.002210548731277232,0.0064177898829756285
7260_liver_sbr_Male_26-U1,Mesenchymal,secondary_senescence,naive,superposition,28914,0.0012244765648134507,0.0001116987651301719,0.00021269250956530385,1.904161691648386,0.0010055469851583138,0.0014434061444685876,0.0007631613245212822,0.001603372298817535
7260_liver_sbr_Male_26-U1,Mesenchymal,tnfa_nfkb_proximal,ctrl,nearest,28914,0.0010303801134947793,0.0009594755190321936,0.001092265476050276,1.1383984837383088,-0.0008501919038083202,0.002910952130797879,-0.0011359658209292229,0.00309479153908639
7260_liver_sbr_Male_26-U1,Mesenchymal,tnfa_nfkb_proximal,ctrl,superposition,28914,0.00043866182687431275,0.00025412360168375494,0.00026740952085118426,1.0522813271943274,-5.942043242584689e-05,0.0009367440861744724,-0.00011977517073745092,0.0009300509578012604
7260_liver_sbr_Male_26-U1,Mesenchymal,tnfa_nfkb_proximal,naive,nearest,28914,0.005246664992025156,0.0010691853127549212,0.001531086763832533,1.4320125291353387,0.003151061779025511,0.007342268205024802,0.0023188889880312617,0.00788589627449086
7260_liver_sbr_Male_26-U1,Mesenchymal,tnfa_nfkb_proximal,naive,superposition,28914,0.0009080086984406491,0.00013259714529607677,0.00023886872026961483,1.8014620128981191,0.0006481182936603387,0.0011678991032209596,0.0004342214432274167,0.0013311806970957869
7260_liver_sbr_Male_26-U1,Proliferating,downstream_arrest,ctrl,nearest,3536,0.013376985037993857,0.006479101132725738,0.007615751420908226,1.1754333301638562,0.000677946817851412,0.0260760232581363,-0.0013701032356533787,0.02796417065416272
7260_liver_sbr_Male_26-U1,Proliferating,downstream_arrest,ctrl,superposition,3536,0.001444987769673041,0.00044056322352211406,0.0005308139254831622,1.2048530089269196,0.0005814838515696975,0.0023084916877763846,0.0004302031864559374,0.002535577621052769
7260_liver_sbr_Male_26-U1,Proliferating,downstream_arrest,naive,nearest,3536,0.012293524005901614,0.0065863751240288655,0.00871782180209165,1.3236145281623415,-0.0006157712371949627,0.02520281924899819,-0.004001340875793532,0.0287651289359316
7260_liver_sbr_Male_26-U1,Proliferating,downstream_arrest,naive,superposition,3536,0.009768072303107788,0.005090780604331489,0.0070509871698117565,1.385050293428954,-0.00020985768138193084,0.019746002287597507,-0.004220651035202074,0.022650827825644947
7260_liver_sbr_Male_26-U1,Proliferating,emt_ecm,ctrl,nearest,3536,0.005362328476066273,0.0052497304310341495,0.005666511365851392,1.079390921170621,-0.00492714316876066,0.015651800120893206,-0.006848919605100433,0.01613390869690475
7260_liver_sbr_Male_26-U1,Proliferating,emt_ecm,ctrl,superposition,3536,0.005512859068572584,0.004072613698775749,0.004361959193054785,1.0710466338523623,-0.0024694637810278837,0.013495181918173053,-0.003820019652253498,0.013368540746444788
7260_liver_sbr_Male_26-U1,Proliferating,emt_ecm,naive,nearest,3536,0.034305198460350045,0.005765883987842516,0.00716875759116284,1.2433059017972459,0.023004065844178714,0.04560633107652137,0.020958441798404472,0.04887272843400529
7260_liver_sbr_Male_26-U1,Proliferating,emt_ecm,naive,superposition,3536,0.02853802980493053,0.004453190152785545,0.005531053360324018,1.242042933393323,0.019809777105470862,0.0372662825043902,0.018180113228040626,0.040097198334823836
7260_liver_sbr_Male_26-U1,Proliferating,il6_jak_stat3,ctrl,nearest,3536,-0.0005029910422682986,0.002077089795523516,0.0022067202848716537,1.0624096703125276,-0.00457408704149439,0.0035681049569577924,-0.00438071555973721,0.003867897651758416
7260_liver_sbr_Male_26-U1,Proliferating,il6_jak_stat3,ctrl,superposition,3536,-0.0005601963837175137,0.00033886043688643693,0.0003399795920426641,1.0033027023352457,-0.0012243628400149301,0.0001039700725799027,-0.0013119822887995014,6.084407549120386e-05
7260_liver_sbr_Male_26-U1,Proliferating,il6_jak_stat3,naive,nearest,3536,0.010272027861902861,0.005048091720737736,0.005387768364335539,1.0672881283441027,0.00037776808925689756,0.020166287634548825,-0.0008375863949609593,0.020840921296621524
7260_liver_sbr_Male_26-U1,Proliferating,il6_jak_stat3,naive,superposition,3536,0.008433856636005281,0.0039016170503574604,0.0039609262604192695,1.0152011869171977,0.000786687217304659,0.016081026054705905,0.0006630324571116372,0.015896540169322824
7260_liver_sbr_Male_26-U1,Proliferating,interferon_response,ctrl,nearest,3536,0.0009347811982139028,0.0018158261701472671,0.0019048803921561162,1.0490433630007803,-0.002624238095274741,0.004493800491702547,-0.003191015895527485,0.004565418215342646
7260_liver_sbr_Male_26-U1,Proliferating,interferon_response,ctrl,superposition,3536,0.0006772387926744541,0.0006944833754915998,0.0007857650830584464,1.1314382903726552,-0.0006839486232890815,0.0020384262086379896,-0.0007454757214493282,0.002108689793634507
7260_liver_sbr_Male_26-U1,Proliferating,interferon_response,naive,nearest,3536,0.008351092135107038,0.004330353558464131,0.0053580756146261775,1.237329825910694,-0.0001364008394826588,0.016838585109696734,-0.0006804499587374753,0.019742639934781862
7260_liver_sbr_Male_26-U1,Proliferating,interferon_response,naive,superposition,3536,0.0024989972316906113,0.0010725531383767365,0.001506610625977308,1.4046955549983278,0.0003967930804722078,0.0046012013829090145,-5.228207986062191e-05,0.005618345587017461
7260_liver_sbr_Male_26-U1,Proliferating,oxidative_stress,ctrl,nearest,3536,-0.023288461633782988,0.01068012611546234,0.013980173016418795,1.3089895067979354,-0.04422150882008917,-0.0023554144474768023,-0.05043559340687098,0.004824138728547467
7260_liver_sbr_Male_26-U1,Proliferating,oxidative_stress,ctrl,superposition,3536,-0.019924189547644966,0.008290157859433442,0.01035849140948101,1.2494926616739865,-0.03617289895213451,-0.00367548014315542,-0.041298341893523785,0.0006364343937218151
7260_liver_sbr_Male_26-U1,Proliferating,oxidative_stress,naive,nearest,3536,-0.060851500470446684,0.011528752996484253,0.015811978792131413,1.3715255064405796,-0.08344785634355582,-0.038255144597337545,-0.08950101099405354,-0.028557754342345712
7260_liver_sbr_Male_26-U1,Proliferating,oxidative_stress,naive,superposition,3536,-0.04969570066410448,0.00890703387086381,0.011564150861939933,1.2983167044831765,-0.06715348705099755,-0.03223791427721141,-0.07146673182784816,-0.027365158651809964
7260_liver_sbr_Male_26-U1,Proliferating,secondary_senescence,ctrl,nearest,3536,-0.0010757782741495925,0.004282447444729899,0.004492675228878669,1.0490905695544455,-0.009469375265820194,0.007317818717521009,-0.010645079586242308,0.007297716005548863
7260_liver_sbr_Male_26-U1,Proliferating,secondary_senescence,ctrl,superposition,3536,0.0002907733665876686,0.0005762919286083675,0.0006754217858954836,1.1720132668290102,-0.0008387588134847316,0.001420305546660069,-0.0009884176267144784,0.0015862180151842867
7260_liver_sbr_Male_26-U1,Proliferating,secondary_senescence,naive,nearest,3536,0.008348616257026811,0.0019531660746988613,0.002526875770234088,1.2937331868329123,0.004520410750617043,0.012176821763436579,0.002980521220403092,0.012963018224379915
7260_liver_sbr_Male_26-U1,Proliferating,secondary_senescence,naive,superposition,3536,0.002516797445530841,0.00045608125928357936,0.0005872846322442381,1.2876754312745833,0.0016228781773350253,0.003410716713726656,0.0012910276136808305,0.0035183850272793456
7260_liver_sbr_Male_26-U1,Proliferating,tnfa_nfkb_proximal,ctrl,nearest,3536,-0.00466743939607287,0.002620076062717268,0.003420142754282493,1.3053601011626663,-0.009802788478998715,0.0004679096868529754,-0.01090488931449988,0.002446292160067275
7260_liver_sbr_Male_26-U1,Proliferating,tnfa_nfkb_proximal,ctrl,superposition,3536,-0.0026117152717549668,0.0012557991897869205,0.0015072310558194458,1.2002166174953397,-0.005073081683737331,-0.00015034885977260274,-0.005221997277591901,0.0002060544447719789
7260_liver_sbr_Male_26-U1,Proliferating,tnfa_nfkb_proximal,naive,nearest,3536,-0.0010891010046089223,0.006204433140941671,0.007930215152013222,1.2781530515146502,-0.013249789960854599,0.011071587951636753,-0.013695485635568235,0.0176318954339937
7260_liver_sbr_Male_26-U1,Proliferating,tnfa_nfkb_proximal,naive,superposition,3536,0.000653981412633362,0.00035827484164630577,0.00044492214126378257,1.2418458946749498,-4.8237276993397314e-05,0.0013562001022601215,-0.00018814809946923416,0.0014960771776327997
7260_liver_sbr_Male_26-U1,T/NK cells,downstream_arrest,ctrl,nearest,5345,0.002897673795112041,0.0018181936409662107,0.0018319811728759665,1.0075830932410637,-0.0006659857411817323,0.006461333331405814,-0.0008481700158069482,0.0067775115814917635
7260_liver_sbr_Male_26-U1,T/NK cells,downstream_arrest,ctrl,superposition,5345,0.001002064380613672,0.00044199309547808714,0.0005403293716208181,1.2224837382049245,0.0001357579134766213,0.0018683708477507228,-7.97992446940956e-05,0.0019175291082527681
7260_liver_sbr_Male_26-U1,T/NK cells,downstream_arrest,naive,nearest,5345,0.0030666686882552426,0.002631821843612488,0.0028668855225671046,1.0893159540890367,-0.002091702125225234,0.008225039501735719,-0.002701457717103703,0.008339243041544537
7260_liver_sbr_Male_26-U1,T/NK cells,downstream_arrest,naive,superposition,5345,0.0033240850932132722,0.001876275060282938,0.0026194355960365303,1.3960829366039356,-0.00035341402494128626,0.007001584211367831,-0.0018911727515849726,0.00796162197311204
7260_liver_sbr_Male_26-U1,T/NK cells,emt_ecm,ctrl,nearest,5345,-0.004423238455871365,0.005070264042208497,0.005496451154956752,1.084056196916052,-0.014360955978600019,0.005514479066857289,-0.015448289496033395,0.006655925975909045
7260_liver_sbr_Male_26-U1,T/NK cells,emt_ecm,ctrl,superposition,5345,0.0008626899640534392,0.00046048847287037036,0.0005110770568858883,1.1098585241454217,-3.9867442772486715e-05,0.0017652473708793651,-0.00012586399823709177,0.001863558694507182
7260_liver_sbr_Male_26-U1,T/NK cells,emt_ecm,naive,nearest,5345,0.042224745157744,0.0036410391849512457,0.0053033035373671695,1.456535694338643,0.03508830835523956,0.04936118196024844,0.03324899112954585,0.05282807880206336
7260_liver_sbr_Male_26-U1,T/NK cells,emt_ecm,naive,superposition,5345,0.0067888144583376645,0.000401131498073235,0.0010824022762060024,2.6983726817892197,0.006002596722114124,0.007575032194561205,0.004838942255652577,0.008969036095529395
7260_liver_sbr_Male_26-U1,T/NK cells,il6_jak_stat3,ctrl,nearest,5345,-0.008600491290610203,0.004500582466862699,0.004101449017519939,0.9113151570309984,-0.017421632925661092,0.0002206503444406871,-0.01605087621563703,-0.0008212561110621194
7260_liver_sbr_Male_26-U1,T/NK cells,il6_jak_stat3,ctrl,superposition,5345,-0.007301329156262544,0.0032904922749447114,0.0028533816421446646,0.8671595018993347,-0.013750694015154177,-0.0008519642973709102,-0.012636039394540053,-0.0014576180931001586
7260_liver_sbr_Male_26-U1,T/NK cells,il6_jak_stat3,naive,nearest,5345,0.012063932219286016,0.0026417688909629103,0.0031558354556052376,1.1945918003656077,0.006886065192998712,0.01724179924557332,0.005951309554379034,0.018292310484110962
7260_liver_sbr_Male_26-U1,T/NK cells,il6_jak_stat3,naive,superposition,5345,0.0032610895555201997,0.000473658325522486,0.000961845817929835,2.0306743618806578,0.0023327192374961274,0.004189459873544272,0.0012447016007548172,0.005148581951164884
7260_liver_sbr_Male_26-U1,T/NK cells,interferon_response,ctrl,nearest,5345,-0.0032418813942378093,0.004173442125379602,0.003950275719204004,0.9465270154775899,-0.011421827959981829,0.0049380651715062104,-0.011181548752365064,0.003576116086045598
7260_liver_sbr_Male_26-U1,T/NK cells,interferon_response,ctrl,superposition,5345,0.000429898337660198,0.0003796728347685205,0.0004573961449071244,1.2047112751324185,-0.0003142604184861022,0.0011740570938064982,-0.0005356148272097367,0.0012192583749235557
