section,call,null,draw,celltype,module,n,lam_near,lam_sup,aic_near,aic_sup,d_aic,d_aic_near_vs_cov,d_aic_sup_vs_cov
7259_liver_sbr_Male_26-U1,tierA_p95,N3,0,Biliary/ductular,downstream_arrest,31135,31.763081427768892,49.99999999999999,-261156.92165226385,-261157.8028960221,-0.8812437582528219,3.6714345478103496,2.7901907895575278
7259_liver_sbr_Male_26-U1,tierA_p95,N3,0,Biliary/ductular,emt_ecm,31135,7.361938632551805,6.999999999999999,-227620.12790631482,-227619.0985383023,1.029368012532359,-0.401311947935028,0.628056064597331
7259_liver_sbr_Male_26-U1,tierA_p95,N3,0,Biliary/ductular,il6_jak_stat3,31135,49.99999999999999,7.361938632551805,-223173.3601906979,-223173.47745208166,-0.11726138376980089,3.4663943349733017,3.349132951203501
7259_liver_sbr_Male_26-U1,tierA_p95,N3,0,Biliary/ductular,interferon_response,31135,49.99999999999999,49.99999999999999,-226695.7479488147,-226695.6306359502,0.11731286451686174,1.094033312634565,1.2113461771514267
7259_liver_sbr_Male_26-U1,tierA_p95,N3,0,Biliary/ductular,oxidative_stress,31135,49.99999999999999,28.716686174618605,-188100.33251740536,-188094.85222637575,5.480291029612999,-5.650377756042872,-0.17008672642987221
7259_liver_sbr_Male_26-U1,tierA_p95,N3,0,Biliary/ductular,secondary_senescence,31135,49.99999999999999,49.99999999999999,-240469.9397073499,-240466.63825208094,3.301455268956488,-5.652760029275669,-2.351304760319181
7259_liver_sbr_Male_26-U1,tierA_p95,N3,0,Biliary/ductular,tnfa_nfkb_proximal,31135,9.006764443646388,6.999999999999999,-231366.94911288013,-231366.41580598018,0.533306899946183,3.3341771580453496,3.8674840579915326
7259_liver_sbr_Male_26-U1,tierA_p95,N3,0,DC,downstream_arrest,2623,12.818224546846722,49.99999999999999,-19421.709054064828,-19422.240394036195,-0.5313399713668332,3.417298131811549,2.8859581604447158
7259_liver_sbr_Male_26-U1,tierA_p95,N3,0,DC,emt_ecm,2623,35.13265199376635,13.48099749887925,-18356.569293142587,-18352.807077085923,3.762216056664329,-3.780823855096969,-0.018607798432640266
7259_liver_sbr_Male_26-U1,tierA_p95,N3,0,DC,il6_jak_stat3,2623,49.99999999999999,36.94920399670096,-17681.30697537198,-17681.494114118803,-0.18713874682362075,3.452946402634552,3.2658076558109315
7259_liver_sbr_Male_26-U1,tierA_p95,N3,0,DC,interferon_response,2623,49.99999999999999,49.99999999999999,-17777.522097353038,-17778.114131763177,-0.592034410139604,2.983696592531487,2.391662182391883
7259_liver_sbr_Male_26-U1,tierA_p95,N3,0,DC,oxidative_stress,2623,49.99999999999999,22.318425721029357,-15543.747692264491,-15544.354471652627,-0.606779388135692,3.7357087986147235,3.1289294104790315
