section,celltype,module,sender,n,lam,beta_full_std,beta_stripped_std,ratio_stripped,n_stripped_genes
7239_liver_sbr_Male_52-U1,Biliary/ductular,downstream_arrest,corescence_p95,14873,44.99999999999999,0.02051093186086188,0.0020076532865673105,0.0978821099005371,10
7239_liver_sbr_Male_52-U1,Biliary/ductular,emt_ecm,corescence_p95,14873,23.0738539085163,0.3699801595706626,0.34827464139141523,0.9413332914812643,9
7239_liver_sbr_Male_52-U1,Biliary/ductular,il6_jak_stat3,corescence_p95,14873,11.831171870923393,0.5391205298421726,0.518670466285676,0.9620677336059094,5
7239_liver_sbr_Male_52-U1,Biliary/ductular,interferon_response,corescence_p95,14873,7.700870281274159,0.6143474185737,0.5894620606360462,0.9594930210735989,5
7239_liver_sbr_Male_52-U1,Biliary/ductular,oxidative_stress,corescence_p95,14873,30.721714028801046,-0.2441988035609807,-0.23615745752457276,0.9670704937159945,0
7239_liver_sbr_Male_52-U1,Biliary/ductular,secondary_senescence,corescence_p95,14873,6.999999999999999,0.7415043610125456,0.5900701466036048,0.7957743441965021,14
7239_liver_sbr_Male_52-U1,Biliary/ductular,tnfa_nfkb_proximal,corescence_p95,14873,8.471914727001646,0.8843572874544463,0.8247268118729237,0.9325719633597815,8
7239_liver_sbr_Male_52-U1,Biliary/ductular,downstream_arrest,tierA_p95,15800,44.99999999999999,-0.0918676894675276,-0.09905161084962316,1.0781985638665144,10
7239_liver_sbr_Male_52-U1,Biliary/ductular,emt_ecm,tierA_p95,15800,44.99999999999999,0.2726791446992811,0.25498441188224724,0.9351078615251336,9
7239_liver_sbr_Male_52-U1,Biliary/ductular,il6_jak_stat3,tierA_p95,15800,19.06499092168951,0.16854742589248894,0.15892386658292612,0.942902958863926,5
7239_liver_sbr_Male_52-U1,Biliary/ductular,interferon_response,tierA_p95,15800,6.999999999999999,0.15813273297804625,0.16913832003217355,1.0695971469465162,5
7239_liver_sbr_Male_52-U1,Biliary/ductular,oxidative_stress,tierA_p95,15800,6.999999999999999,-0.46087181622609097,-0.443345099191222,0.9619705167081191,0
7239_liver_sbr_Male_52-U1,Biliary/ductular,secondary_senescence,tierA_p95,15800,12.409338956728524,0.1473048146632434,0.1598647714326591,1.0852650797472523,14
7239_liver_sbr_Male_52-U1,Biliary/ductular,tnfa_nfkb_proximal,tierA_p95,15800,24.201429690368148,0.19695417437883667,0.18794523105761207,0.9542586830178268,8
7239_liver_sbr_Male_52-U1,Hepatic stellate cells,downstream_arrest,corescence_p95,7654,6.999999999999999,-0.09909616305189263,-0.16930611225069664,1.7085032057400438,10
7239_liver_sbr_Male_52-U1,Hepatic stellate cells,emt_ecm,corescence_p95,7654,6.999999999999999,0.8400101776339118,0.839042411016285,0.9988479108427557,9
7239_liver_sbr_Male_52-U1,Hepatic stellate cells,il6_jak_stat3,corescence_p95,7654,6.999999999999999,-0.07633605525968576,-0.06927695611437061,0.9075260160968369,5
7239_liver_sbr_Male_52-U1,Hepatic stellate cells,interferon_response,corescence_p95,7654,44.99999999999999,0.14059736468718836,0.14184997061933588,1.0089091707723996,5
7239_liver_sbr_Male_52-U1,Hepatic stellate cells,oxidative_stress,corescence_p95,7654,6.999999999999999,-0.5014635412666859,-0.47878725614687867,0.9547797930383385,0
7239_liver_sbr_Male_52-U1,Hepatic stellate cells,secondary_senescence,corescence_p95,7654,17.3298512476366,0.3295934786437421,0.3195174767615132,0.9694290010721964,14
7239_liver_sbr_Male_52-U1,Hepatic stellate cells,tnfa_nfkb_proximal,corescence_p95,7654,6.999999999999999,0.5254642331746783,0.4947195843349408,0.9414905013534629,8
7239_liver_sbr_Male_52-U1,Hepatic stellate cells,downstream_arrest,tierA_p95,8153,6.999999999999999,-0.15637230892580517,-0.18517257936884687,1.184177560853864,10
7239_liver_sbr_Male_52-U1,Hepatic stellate cells,emt_ecm,tierA_p95,8153,23.0738539085163,0.4065964126016767,0.42492463275999814,1.0450771811808304,9
7239_liver_sbr_Male_52-U1,Hepatic stellate cells,il6_jak_stat3,tierA_p95,8153,44.99999999999999,-0.12164786134370238,-0.09578378451529419,0.7873856840332594,5
7239_liver_sbr_Male_52-U1,Hepatic stellate cells,interferon_response,tierA_p95,8153,44.99999999999999,-0.031501029491383815,0.012210888063658791,-0.3876345713399215,5
7239_liver_sbr_Male_52-U1,Hepatic stellate cells,oxidative_stress,tierA_p95,8153,6.999999999999999,-0.6459028867551122,-0.61099929703046,0.9459615517434812,0
7239_liver_sbr_Male_52-U1,Hepatic stellate cells,secondary_senescence,tierA_p95,8153,44.99999999999999,-0.05774534874545352,0.11262077491398227,-1.9503003680941362,14
7239_liver_sbr_Male_52-U1,Hepatic stellate cells,tnfa_nfkb_proximal,tierA_p95,8153,6.999999999999999,0.18279994020080212,0.19746365054565995,1.0802172600754139,8
7239_liver_sbr_Male_52-U1,Hepatocytes,downstream_arrest,corescence_p95,23728,6.999999999999999,-0.34476843277225944,-0.5055678556068757,1.4663983345042324,10
7239_liver_sbr_Male_52-U1,Hepatocytes,emt_ecm,corescence_p95,23728,15.01869449426623,0.8280492083556312,0.7947023438783319,0.9597284024417816,9
7239_liver_sbr_Male_52-U1,Hepatocytes,il6_jak_stat3,corescence_p95,23728,11.279942334352274,0.5530888016831208,0.5326555964143201,0.9630561942194097,5
7239_liver_sbr_Male_52-U1,Hepatocytes,interferon_response,corescence_p95,23728,6.999999999999999,1.0169414837375228,1.076376872139607,1.058445239330432,5
7239_liver_sbr_Male_52-U1,Hepatocytes,oxidative_stress,corescence_p95,23728,44.99999999999999,-0.07095854518500314,-0.058660708298322234,0.8266898390515479,0
7239_liver_sbr_Male_52-U1,Hepatocytes,secondary_senescence,corescence_p95,23728,44.99999999999999,0.3439390243917582,0.2810599756579307,0.8171796618745824,14
7239_liver_sbr_Male_52-U1,Hepatocytes,tnfa_nfkb_proximal,corescence_p95,23728,38.9986759023191,0.4221560849217886,0.40070174464669706,0.9491791281912558,8
7239_liver_sbr_Male_52-U1,Hepatocytes,downstream_arrest,tierA_p95,25449,44.99999999999999,-0.14744971933868845,-0.17798794282103872,1.207109403933179,10
7239_liver_sbr_Male_52-U1,Hepatocytes,emt_ecm,tierA_p95,25449,42.90339203788739,0.5585989692484362,0.5823844490019473,1.042580600865614,9
7239_liver_sbr_Male_52-U1,Hepatocytes,il6_jak_stat3,tierA_p95,25449,6.999999999999999,0.4811438751580919,0.5012336651324489,1.0417542257349863,5
7239_liver_sbr_Male_52-U1,Hepatocytes,interferon_response,tierA_p95,25449,6.999999999999999,0.5906047112821229,0.6150789711824285,1.0414393238536404,5
7239_liver_sbr_Male_52-U1,Hepatocytes,oxidative_stress,tierA_p95,25449,6.999999999999999,0.2745123818593299,0.29634153146457565,1.0795197267875216,0
7239_liver_sbr_Male_52-U1,Hepatocytes,secondary_senescence,tierA_p95,25449,6.999999999999999,0.2537961887762324,0.17879399948267075,0.7044786619719898,14
7239_liver_sbr_Male_52-U1,Hepatocytes,tnfa_nfkb_proximal,tierA_p95,25449,21.99881333471145,0.22829117937430185,0.237603106281192,1.040789692060868,8
7239_liver_sbr_Male_52-U1,Kupffer cells,downstream_arrest,corescence_p95,5987,44.99999999999999,-0.03396991980947164,-0.08736042404197437,2.5716994485696776,10
7239_liver_sbr_Male_52-U1,Kupffer cells,emt_ecm,corescence_p95,5987,13.015759979062961,0.7400800288747349,0.7208161933837254,0.9739706048813404,9
7239_liver_sbr_Male_52-U1,Kupffer cells,il6_jak_stat3,corescence_p95,5987,6.999999999999999,0.644901444575868,0.5961975038289848,0.9244784747242826,5
7239_liver_sbr_Male_52-U1,Kupffer cells,interferon_response,corescence_p95,5987,6.999999999999999,0.43692030734320897,0.43316856308603885,0.9914132069530404,5
7239_liver_sbr_Male_52-U1,Kupffer cells,oxidative_stress,corescence_p95,5987,24.201429690368148,-0.36272142606998153,-0.362918284506175,1.0005427262412547,0
7239_liver_sbr_Male_52-U1,Kupffer cells,secondary_senescence,corescence_p95,5987,8.885921243206353,0.851311162414485,0.7730230487048795,0.9080381919490341,14
7239_liver_sbr_Male_52-U1,Kupffer cells,tnfa_nfkb_proximal,corescence_p95,5987,8.885921243206353,1.174456920125451,1.1852603297315236,1.0091986427266473,8
7239_liver_sbr_Male_52-U1,Kupffer cells,downstream_arrest,tierA_p95,6375,44.99999999999999,-0.08440519527432801,-0.11544049557896573,1.3676941946970078,10
7239_liver_sbr_Male_52-U1,Kupffer cells,emt_ecm,tierA_p95,6375,44.99999999999999,0.7591855555782817,0.7472948003569543,0.984337484908719,9
7239_liver_sbr_Male_52-U1,Kupffer cells,il6_jak_stat3,tierA_p95,6375,44.99999999999999,-0.19827692741758254,-0.24234524945217656,1.2222564299767649,5
7239_liver_sbr_Male_52-U1,Kupffer cells,interferon_response,tierA_p95,6375,44.99999999999999,-0.33941147822784556,-0.3264591824008675,0.9618389575549852,5
7239_liver_sbr_Male_52-U1,Kupffer cells,oxidative_stress,tierA_p95,6375,21.99881333471145,-0.517450874833252,-0.5248065959670849,1.0142153033101031,0
7239_liver_sbr_Male_52-U1,Kupffer cells,secondary_senescence,tierA_p95,6375,16.52243115634723,0.05142548391963711,0.07841161598834052,1.524761849803393,14
7239_liver_sbr_Male_52-U1,Kupffer cells,tnfa_nfkb_proximal,tierA_p95,6375,19.06499092168951,0.05004818470211731,0.024223436547050125,0.4840023008072327,8
7239_liver_sbr_Male_52-U1,LSECs,downstream_arrest,corescence_p95,6691,42.90339203788739,0.05763073764463563,0.04939462473176108,0.8570881920051012,10
7239_liver_sbr_Male_52-U1,LSECs,emt_ecm,corescence_p95,6691,10.754395291899524,0.6164589301087321,0.6218639546042264,1.0087678582165092,9
7239_liver_sbr_Male_52-U1,LSECs,il6_jak_stat3,corescence_p95,6691,14.318954172994786,0.22037696398366738,0.24792782560762983,1.1250169760302366,5
7239_liver_sbr_Male_52-U1,LSECs,interferon_response,corescence_p95,6691,13.651815654589763,0.16132291105085197,0.1679200151533911,1.040893782907622,5
7239_liver_sbr_Male_52-U1,LSECs,oxidative_stress,corescence_p95,6691,6.999999999999999,-0.39435950285317223,-0.37305093022761526,0.9459666307737218,0
7239_liver_sbr_Male_52-U1,LSECs,secondary_senescence,corescence_p95,6691,12.409338956728524,0.39066564901312784,0.38356820185929896,0.981832425830738,14
7239_liver_sbr_Male_52-U1,LSECs,tnfa_nfkb_proximal,corescence_p95,6691,16.52243115634723,0.42392642990736706,0.4165691026907956,0.9826448017921904,8
7239_liver_sbr_Male_52-U1,LSECs,downstream_arrest,tierA_p95,7153,6.999999999999999,0.01580551884728968,-0.016913958537220632,-1.0701299147873926,10
7239_liver_sbr_Male_52-U1,LSECs,emt_ecm,tierA_p95,7153,24.201429690368148,0.47753311530907716,0.5220063178522955,1.0931311381712943,9
7239_liver_sbr_Male_52-U1,LSECs,il6_jak_stat3,tierA_p95,7153,6.999999999999999,0.19870930837944625,0.29098517132915086,1.464376146755535,5
7239_liver_sbr_Male_52-U1,LSECs,interferon_response,tierA_p95,7153,44.99999999999999,-0.08890896940434274,-0.054249691250253085,0.6101711853562805,5
7239_liver_sbr_Male_52-U1,LSECs,oxidative_stress,tierA_p95,7153,8.885921243206353,-0.2801129642927815,-0.2911543909977668,1.0394177639469928,0
7239_liver_sbr_Male_52-U1,LSECs,secondary_senescence,tierA_p95,7153,6.999999999999999,0.4722041221416026,0.5375373650461004,1.138358052886514,14
7239_liver_sbr_Male_52-U1,LSECs,tnfa_nfkb_proximal,tierA_p95,7153,9.320159478093691,0.3761330332989603,0.4207972201947282,1.1187457174501014,8
7239_liver_sbr_Male_52-U1,T/NK cells,downstream_arrest,corescence_p95,2000,6.999999999999999,0.3000212383971451,0.22942285473573112,0.7646887132438229,10
7239_liver_sbr_Male_52-U1,T/NK cells,emt_ecm,corescence_p95,2000,44.99999999999999,0.7389859629829724,0.7174957212248467,0.970919282862453,9
7239_liver_sbr_Male_52-U1,T/NK cells,il6_jak_stat3,corescence_p95,2000,16.52243115634723,0.5045266954293139,0.4795885176854957,0.9505711432720171,5
7239_liver_sbr_Male_52-U1,T/NK cells,interferon_response,corescence_p95,2000,9.320159478093691,0.6933369877999604,0.6523843983572738,0.9409340765554222,5
