section,arm,caller,cell_type,bg_pct,call_pct,enrichment,n_called
7352_liver_sham_Male_2-U1,sham,senepy_score,Proliferating,0.407,0.0,0.0,0
7352_liver_sham_Male_2-U1,sham,deepscence_score,Hepatocytes,60.851,97.238,1.598,5950
7352_liver_sham_Male_2-U1,sham,deepscence_score,LSECs,13.108,0.932,0.071,57
7352_liver_sham_Male_2-U1,sham,deepscence_score,Kupffer cells,7.361,0.245,0.033,15
7352_liver_sham_Male_2-U1,sham,deepscence_score,Hepatic stellate cells,6.95,0.49,0.071,30
7352_liver_sham_Male_2-U1,sham,deepscence_score,vSMCs,3.378,0.18,0.053,11
7352_liver_sham_Male_2-U1,sham,deepscence_score,Biliary/ductular,3.362,0.523,0.156,32
7352_liver_sham_Male_2-U1,sham,deepscence_score,T/NK cells,2.509,0.229,0.091,14
7352_liver_sham_Male_2-U1,sham,deepscence_score,DC,1.503,0.065,0.044,4
7352_liver_sham_Male_2-U1,sham,deepscence_score,B-cells,0.572,0.065,0.114,4
7352_liver_sham_Male_2-U1,sham,deepscence_score,Proliferating,0.407,0.033,0.08,2
7352_liver_sham_Male_2-U1,sham,cdkn1a_counts,Hepatocytes,60.851,77.098,1.267,781
7352_liver_sham_Male_2-U1,sham,cdkn1a_counts,LSECs,13.108,10.563,0.806,107
7352_liver_sham_Male_2-U1,sham,cdkn1a_counts,Kupffer cells,7.361,1.974,0.268,20
7352_liver_sham_Male_2-U1,sham,cdkn1a_counts,Hepatic stellate cells,6.95,2.665,0.384,27
7352_liver_sham_Male_2-U1,sham,cdkn1a_counts,vSMCs,3.378,0.691,0.205,7
7352_liver_sham_Male_2-U1,sham,cdkn1a_counts,Biliary/ductular,3.362,1.876,0.558,19
7352_liver_sham_Male_2-U1,sham,cdkn1a_counts,T/NK cells,2.509,0.099,0.039,1
7352_liver_sham_Male_2-U1,sham,cdkn1a_counts,DC,1.503,1.579,1.051,16
7352_liver_sham_Male_2-U1,sham,cdkn1a_counts,B-cells,0.572,0.296,0.518,3
7352_liver_sham_Male_2-U1,sham,cdkn1a_counts,Proliferating,0.407,3.159,7.763,32
7361_liver_sbr_Male_2-U1,SBR,tierA_score,Hepatocytes,50.386,41.144,0.817,3324
7361_liver_sbr_Male_2-U1,SBR,tierA_score,LSECs,13.893,11.487,0.827,928
7361_liver_sbr_Male_2-U1,SBR,tierA_score,Inflammatory macs,8.859,9.605,1.084,776
7361_liver_sbr_Male_2-U1,SBR,tierA_score,Kupffer cells,7.95,5.384,0.677,435
7361_liver_sbr_Male_2-U1,SBR,tierA_score,Hepatic stellate cells,7.271,4.963,0.683,401
7361_liver_sbr_Male_2-U1,SBR,tierA_score,DC,2.94,5.892,2.004,476
7361_liver_sbr_Male_2-U1,SBR,tierA_score,Biliary/ductular,2.708,5.063,1.869,409
7361_liver_sbr_Male_2-U1,SBR,tierA_score,Proliferating,2.673,6.585,2.464,532
7361_liver_sbr_Male_2-U1,SBR,tierA_score,T/NK cells,2.305,8.479,3.678,685
7361_liver_sbr_Male_2-U1,SBR,tierA_score,Central venous LSECs,0.78,0.644,0.825,52
7361_liver_sbr_Male_2-U1,SBR,tierA_score,B-cells,0.233,0.755,3.236,61
7361_liver_sbr_Male_2-U1,SBR,senepy_score,Hepatocytes,50.386,16.848,0.334,1149
7361_liver_sbr_Male_2-U1,SBR,senepy_score,LSECs,13.893,3.284,0.236,224
7361_liver_sbr_Male_2-U1,SBR,senepy_score,Inflammatory macs,8.859,0.0,0.0,0
7361_liver_sbr_Male_2-U1,SBR,senepy_score,Kupffer cells,7.95,79.589,10.012,5428
7361_liver_sbr_Male_2-U1,SBR,senepy_score,Hepatic stellate cells,7.271,0.0,0.0,0
7361_liver_sbr_Male_2-U1,SBR,senepy_score,DC,2.94,0.0,0.0,0
7361_liver_sbr_Male_2-U1,SBR,senepy_score,Biliary/ductular,2.708,0.0,0.0,0
7361_liver_sbr_Male_2-U1,SBR,senepy_score,Proliferating,2.673,0.0,0.0,0
7361_liver_sbr_Male_2-U1,SBR,senepy_score,T/NK cells,2.305,0.0,0.0,0
7361_liver_sbr_Male_2-U1,SBR,senepy_score,Central venous LSECs,0.78,0.264,0.338,18
7361_liver_sbr_Male_2-U1,SBR,senepy_score,B-cells,0.233,0.015,0.063,1
7361_liver_sbr_Male_2-U1,SBR,deepscence_score,Hepatocytes,50.386,94.653,1.879,7647
7361_liver_sbr_Male_2-U1,SBR,deepscence_score,LSECs,13.893,2.24,0.161,181
7361_liver_sbr_Male_2-U1,SBR,deepscence_score,Inflammatory macs,8.859,0.26,0.029,21
7361_liver_sbr_Male_2-U1,SBR,deepscence_score,Kupffer cells,7.95,0.866,0.109,70
7361_liver_sbr_Male_2-U1,SBR,deepscence_score,Hepatic stellate cells,7.271,0.965,0.133,78
7361_liver_sbr_Male_2-U1,SBR,deepscence_score,DC,2.94,0.099,0.034,8
7361_liver_sbr_Male_2-U1,SBR,deepscence_score,Biliary/ductular,2.708,0.037,0.014,3
7361_liver_sbr_Male_2-U1,SBR,deepscence_score,Proliferating,2.673,0.73,0.273,59
7361_liver_sbr_Male_2-U1,SBR,deepscence_score,T/NK cells,2.305,0.099,0.043,8
7361_liver_sbr_Male_2-U1,SBR,deepscence_score,Central venous LSECs,0.78,0.012,0.016,1
7361_liver_sbr_Male_2-U1,SBR,deepscence_score,B-cells,0.233,0.037,0.159,3
7361_liver_sbr_Male_2-U1,SBR,cdkn1a_counts,Hepatocytes,50.386,71.267,1.414,5536
7361_liver_sbr_Male_2-U1,SBR,cdkn1a_counts,LSECs,13.893,9.256,0.666,719
7361_liver_sbr_Male_2-U1,SBR,cdkn1a_counts,Inflammatory macs,8.859,3.978,0.449,309
7361_liver_sbr_Male_2-U1,SBR,cdkn1a_counts,Kupffer cells,7.95,3.605,0.453,280
7361_liver_sbr_Male_2-U1,SBR,cdkn1a_counts,Hepatic stellate cells,7.271,3.025,0.416,235
7361_liver_sbr_Male_2-U1,SBR,cdkn1a_counts,DC,2.94,0.734,0.25,57
7361_liver_sbr_Male_2-U1,SBR,cdkn1a_counts,Biliary/ductular,2.708,0.077,0.029,6
7361_liver_sbr_Male_2-U1,SBR,cdkn1a_counts,Proliferating,2.673,6.939,2.596,539
7361_liver_sbr_Male_2-U1,SBR,cdkn1a_counts,T/NK cells,2.305,0.798,0.346,62
7361_liver_sbr_Male_2-U1,SBR,cdkn1a_counts,Central venous LSECs,0.78,0.245,0.314,19
7361_liver_sbr_Male_2-U1,SBR,cdkn1a_counts,B-cells,0.233,0.077,0.331,6
7435_liver_sham_Male_10-U1,sham,tierA_score,Hepatocytes,63.619,39.505,0.621,2761
7435_liver_sham_Male_10-U1,sham,tierA_score,Kupffer cells,8.995,11.089,1.233,775
7435_liver_sham_Male_10-U1,sham,tierA_score,LSECs,8.901,15.21,1.709,1063
7435_liver_sham_Male_10-U1,sham,tierA_score,Hepatic stellate cells,8.334,7.526,0.903,526
7435_liver_sham_Male_10-U1,sham,tierA_score,Biliary/ductular,3.184,6.052,1.901,423
7435_liver_sham_Male_10-U1,sham,tierA_score,vSMCs,2.546,5.595,2.197,391
7435_liver_sham_Male_10-U1,sham,tierA_score,T/NK cells,1.94,7.784,4.011,544
7435_liver_sham_Male_10-U1,sham,tierA_score,B-cells,1.02,3.334,3.27,233
7435_liver_sham_Male_10-U1,sham,tierA_score,Central venous LSECs,0.818,1.202,1.47,84
7435_liver_sham_Male_10-U1,sham,tierA_score,Proliferating,0.466,2.59,5.552,181
7435_liver_sham_Male_10-U1,sham,tierA_score,Inflammatory macs,0.177,0.114,0.648,8
7435_liver_sham_Male_10-U1,sham,senepy_score,Hepatocytes,63.619,36.899,0.58,2204
7435_liver_sham_Male_10-U1,sham,senepy_score,Kupffer cells,8.995,58.815,6.539,3513
7435_liver_sham_Male_10-U1,sham,senepy_score,LSECs,8.901,4.052,0.455,242
7435_liver_sham_Male_10-U1,sham,senepy_score,Hepatic stellate cells,8.334,0.0,0.0,0
7435_liver_sham_Male_10-U1,sham,senepy_score,Biliary/ductular,3.184,0.0,0.0,0
7435_liver_sham_Male_10-U1,sham,senepy_score,vSMCs,2.546,0.0,0.0,0
7435_liver_sham_Male_10-U1,sham,senepy_score,T/NK cells,1.94,0.017,0.009,1
7435_liver_sham_Male_10-U1,sham,senepy_score,B-cells,1.02,0.201,0.197,12
7435_liver_sham_Male_10-U1,sham,senepy_score,Central venous LSECs,0.818,0.017,0.02,1
7435_liver_sham_Male_10-U1,sham,senepy_score,Proliferating,0.466,0.0,0.0,0
7435_liver_sham_Male_10-U1,sham,senepy_score,Inflammatory macs,0.177,0.0,0.0,0
7435_liver_sham_Male_10-U1,sham,deepscence_score,Hepatocytes,63.619,87.894,1.382,6142
7435_liver_sham_Male_10-U1,sham,deepscence_score,Kupffer cells,8.995,2.833,0.315,198
7435_liver_sham_Male_10-U1,sham,deepscence_score,LSECs,8.901,2.848,0.32,199
7435_liver_sham_Male_10-U1,sham,deepscence_score,Hepatic stellate cells,8.334,3.749,0.45,262
7435_liver_sham_Male_10-U1,sham,deepscence_score,Biliary/ductular,3.184,0.973,0.306,68
7435_liver_sham_Male_10-U1,sham,deepscence_score,vSMCs,2.546,0.343,0.135,24
7435_liver_sham_Male_10-U1,sham,deepscence_score,T/NK cells,1.94,0.529,0.273,37
7435_liver_sham_Male_10-U1,sham,deepscence_score,B-cells,1.02,0.386,0.379,27
7435_liver_sham_Male_10-U1,sham,deepscence_score,Central venous LSECs,0.818,0.386,0.472,27
7435_liver_sham_Male_10-U1,sham,deepscence_score,Proliferating,0.466,0.057,0.123,4
7435_liver_sham_Male_10-U1,sham,deepscence_score,Inflammatory macs,0.177,0.0,0.0,0
7435_liver_sham_Male_10-U1,sham,cdkn1a_counts,Hepatocytes,63.619,70.6,1.11,2058
7435_liver_sham_Male_10-U1,sham,cdkn1a_counts,Kupffer cells,8.995,6.141,0.683,179
7435_liver_sham_Male_10-U1,sham,cdkn1a_counts,LSECs,8.901,7.136,0.802,208
7435_liver_sham_Male_10-U1,sham,cdkn1a_counts,Hepatic stellate cells,8.334,3.122,0.375,91
7435_liver_sham_Male_10-U1,sham,cdkn1a_counts,Biliary/ductular,3.184,2.607,0.819,76
7435_liver_sham_Male_10-U1,sham,cdkn1a_counts,vSMCs,2.546,2.196,0.862,64
7435_liver_sham_Male_10-U1,sham,cdkn1a_counts,T/NK cells,1.94,1.166,0.601,34
7435_liver_sham_Male_10-U1,sham,cdkn1a_counts,B-cells,1.02,0.48,0.471,14
7435_liver_sham_Male_10-U1,sham,cdkn1a_counts,Central venous LSECs,0.818,0.274,0.336,8
7435_liver_sham_Male_10-U1,sham,cdkn1a_counts,Proliferating,0.466,3.087,6.619,90
7435_liver_sham_Male_10-U1,sham,cdkn1a_counts,Inflammatory macs,0.177,3.19,18.053,93
7448_liver_sbr_Male_10-U1,SBR,tierA_score,Hepatocytes,24.77,6.741,0.272,547
7448_liver_sbr_Male_10-U1,SBR,tierA_score,Biliary/ductular,20.73,28.395,1.37,2304
7448_liver_sbr_Male_10-U1,SBR,tierA_score,Hepatic stellate cells,13.459,8.491,0.631,689
7448_liver_sbr_Male_10-U1,SBR,tierA_score,LSECs,12.544,7.555,0.602,613
7448_liver_sbr_Male_10-U1,SBR,tierA_score,Inflammatory macs,10.56,10.673,1.011,866
7448_liver_sbr_Male_10-U1,SBR,tierA_score,vSMCs,5.257,6.976,1.327,566
7448_liver_sbr_Male_10-U1,SBR,tierA_score,DC,4.052,8.528,2.105,692
7448_liver_sbr_Male_10-U1,SBR,tierA_score,T/NK cells,3.85,10.414,2.705,845
7448_liver_sbr_Male_10-U1,SBR,tierA_score,Proliferating,2.705,8.516,3.149,691
7448_liver_sbr_Male_10-U1,SBR,tierA_score,B-cells,1.132,2.761,2.439,224
7448_liver_sbr_Male_10-U1,SBR,tierA_score,Central venous LSECs,0.704,0.641,0.91,52
7448_liver_sbr_Male_10-U1,SBR,tierA_score,Kupffer cells,0.235,0.308,1.309,25
7448_liver_sbr_Male_10-U1,SBR,senepy_score,Hepatocytes,24.77,82.432,3.328,3599
7448_liver_sbr_Male_10-U1,SBR,senepy_score,Biliary/ductular,20.73,0.0,0.0,0
7448_liver_sbr_Male_10-U1,SBR,senepy_score,Hepatic stellate cells,13.459,0.0,0.0,0
7448_liver_sbr_Male_10-U1,SBR,senepy_score,LSECs,12.544,9.07,0.723,396
7448_liver_sbr_Male_10-U1,SBR,senepy_score,Inflammatory macs,10.56,0.0,0.0,0
7448_liver_sbr_Male_10-U1,SBR,senepy_score,vSMCs,5.257,0.0,0.0,0
7448_liver_sbr_Male_10-U1,SBR,senepy_score,DC,4.052,0.0,0.0,0
7448_liver_sbr_Male_10-U1,SBR,senepy_score,T/NK cells,3.85,0.023,0.006,1
7448_liver_sbr_Male_10-U1,SBR,senepy_score,Proliferating,2.705,0.0,0.0,0
7448_liver_sbr_Male_10-U1,SBR,senepy_score,B-cells,1.132,0.962,0.85,42
7448_liver_sbr_Male_10-U1,SBR,senepy_score,Central venous LSECs,0.704,2.726,3.87,119
7448_liver_sbr_Male_10-U1,SBR,senepy_score,Kupffer cells,0.235,4.787,20.339,209
7448_liver_sbr_Male_10-U1,SBR,deepscence_score,Hepatocytes,24.77,51.146,2.065,4151
7448_liver_sbr_Male_10-U1,SBR,deepscence_score,Biliary/ductular,20.73,42.718,2.061,3467
7448_liver_sbr_Male_10-U1,SBR,deepscence_score,Hepatic stellate cells,13.459,1.725,0.128,140
7448_liver_sbr_Male_10-U1,SBR,deepscence_score,LSECs,12.544,1.713,0.137,139
7448_liver_sbr_Male_10-U1,SBR,deepscence_score,Inflammatory macs,10.56,0.739,0.07,60
7448_liver_sbr_Male_10-U1,SBR,deepscence_score,vSMCs,5.257,0.345,0.066,28
7448_liver_sbr_Male_10-U1,SBR,deepscence_score,DC,4.052,0.283,0.07,23
7448_liver_sbr_Male_10-U1,SBR,deepscence_score,T/NK cells,3.85,0.444,0.115,36
7448_liver_sbr_Male_10-U1,SBR,deepscence_score,Proliferating,2.705,0.715,0.264,58
7448_liver_sbr_Male_10-U1,SBR,deepscence_score,B-cells,1.132,0.16,0.142,13
7448_liver_sbr_Male_10-U1,SBR,deepscence_score,Central venous LSECs,0.704,0.012,0.017,1
7448_liver_sbr_Male_10-U1,SBR,deepscence_score,Kupffer cells,0.235,0.0,0.0,0
7448_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,Hepatocytes,24.77,70.37,2.841,3439
7448_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,Biliary/ductular,20.73,1.535,0.074,75
7448_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,Hepatic stellate cells,13.459,2.149,0.16,105
7448_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,LSECs,12.544,3.458,0.276,169
7448_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,Inflammatory macs,10.56,2.967,0.281,145
7448_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,vSMCs,5.257,0.205,0.039,10
7448_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,DC,4.052,0.962,0.237,47
7448_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,T/NK cells,3.85,0.45,0.117,22
7448_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,Proliferating,2.705,17.475,6.461,854
7448_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,B-cells,1.132,0.143,0.127,7
7448_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,Central venous LSECs,0.704,0.061,0.087,3
7448_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,Kupffer cells,0.235,0.225,0.956,11
7450_liver_sbr_Male_10-U1,SBR,tierA_score,Hepatocytes,38.242,13.04,0.341,531
7450_liver_sbr_Male_10-U1,SBR,tierA_score,LSECs,16.029,16.208,1.011,660
7450_liver_sbr_Male_10-U1,SBR,tierA_score,Kupffer cells,14.127,16.233,1.149,661
7450_liver_sbr_Male_10-U1,SBR,tierA_score,Hepatic stellate cells,10.984,9.381,0.854,382
7450_liver_sbr_Male_10-U1,SBR,tierA_score,Biliary/ductular,10.011,19.745,1.972,804
7450_liver_sbr_Male_10-U1,SBR,tierA_score,Proliferating,4.533,6.606,1.457,269
7450_liver_sbr_Male_10-U1,SBR,tierA_score,T/NK cells,3.41,13.728,4.025,559
7450_liver_sbr_Male_10-U1,SBR,tierA_score,Mesothelial cells,1.24,1.572,1.267,64
7450_liver_sbr_Male_10-U1,SBR,tierA_score,B-cells,0.997,2.922,2.931,119
7450_liver_sbr_Male_10-U1,SBR,tierA_score,DC,0.426,0.565,1.325,23
7450_liver_sbr_Male_10-U1,SBR,senepy_score,Hepatocytes,38.242,10.455,0.273,310
7450_liver_sbr_Male_10-U1,SBR,senepy_score,LSECs,16.029,1.788,0.112,53
7450_liver_sbr_Male_10-U1,SBR,senepy_score,Kupffer cells,14.127,87.757,6.212,2602
7450_liver_sbr_Male_10-U1,SBR,senepy_score,Hepatic stellate cells,10.984,0.0,0.0,0
7450_liver_sbr_Male_10-U1,SBR,senepy_score,Biliary/ductular,10.011,0.0,0.0,0
7450_liver_sbr_Male_10-U1,SBR,senepy_score,Proliferating,4.533,0.0,0.0,0
7450_liver_sbr_Male_10-U1,SBR,senepy_score,T/NK cells,3.41,0.0,0.0,0
7450_liver_sbr_Male_10-U1,SBR,senepy_score,Mesothelial cells,1.24,0.0,0.0,0
7450_liver_sbr_Male_10-U1,SBR,senepy_score,B-cells,0.997,0.0,0.0,0
7450_liver_sbr_Male_10-U1,SBR,senepy_score,DC,0.426,0.0,0.0,0
7450_liver_sbr_Male_10-U1,SBR,deepscence_score,Hepatocytes,38.242,92.485,2.418,3766
7450_liver_sbr_Male_10-U1,SBR,deepscence_score,LSECs,16.029,0.909,0.057,37
7450_liver_sbr_Male_10-U1,SBR,deepscence_score,Kupffer cells,14.127,0.417,0.03,17
7450_liver_sbr_Male_10-U1,SBR,deepscence_score,Hepatic stellate cells,10.984,0.639,0.058,26
7450_liver_sbr_Male_10-U1,SBR,deepscence_score,Biliary/ductular,10.011,0.417,0.042,17
7450_liver_sbr_Male_10-U1,SBR,deepscence_score,Proliferating,4.533,4.617,1.019,188
7450_liver_sbr_Male_10-U1,SBR,deepscence_score,T/NK cells,3.41,0.27,0.079,11
7450_liver_sbr_Male_10-U1,SBR,deepscence_score,Mesothelial cells,1.24,0.074,0.059,3
7450_liver_sbr_Male_10-U1,SBR,deepscence_score,B-cells,0.997,0.172,0.172,7
7450_liver_sbr_Male_10-U1,SBR,deepscence_score,DC,0.426,0.0,0.0,0
7450_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,Hepatocytes,38.242,61.974,1.621,1840
7450_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,LSECs,16.029,4.042,0.252,120
7450_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,Kupffer cells,14.127,4.109,0.291,122
7450_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,Hepatic stellate cells,10.984,1.213,0.11,36
7450_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,Biliary/ductular,10.011,1.179,0.118,35
7450_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,Proliferating,4.533,25.867,5.707,768
7450_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,T/NK cells,3.41,0.707,0.207,21
7450_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,Mesothelial cells,1.24,0.472,0.38,14
7450_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,B-cells,0.997,0.202,0.203,6
7450_liver_sbr_Male_10-U1,SBR,cdkn1a_counts,DC,0.426,0.236,0.553,7
