section,arm,week,call,celltype,module,n,lam,n_perm,beta_obs,N1_null_mean,N1_null_sd,N1_null_lo,N1_null_hi,N1_sf,N1_p,N1_full_null_mean,N1_full_sf,N3_null_mean,N3_null_sd,N3_null_lo,N3_null_hi,N3_sf,N3_p,N3_full_null_mean,N3_full_sf,N4_null_mean,N4_null_sd,N4_null_lo,N4_null_hi,N4_sf,N4_p,N4_full_null_mean,N4_full_sf,beta_obs_full
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,downstream_arrest,31155,49.99999999999999,1000,-0.0008392316613676221,-0.0005768628881975624,0.0005181512728987165,-0.0015942406899691983,0.0004445174083264213,0.3126297365169712,0.308,6.94180532615397e-07,0.9978957162014379,4.0149511532528444e-05,0.0006267900223028138,-0.001112400958136842,0.0012516900829850415,1.0478407969822068,0.208,1.825822331623806e-05,0.9446534702289406,0.0008676983843053972,0.0003717569147170443,0.0002838392701092817,0.0016054243705204826,2.0339199821076646,0.555,0.000589409881523502,-0.7866903580965988,0.00032988921603148603
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,emt_ecm,31155,49.99999999999999,1000,0.004648086890612068,0.0035151308768282936,0.0010104545238851298,0.0014682657725171653,0.0056066854628973855,0.24374673719461915,0.136,0.00017476092469191515,1.4905929056135443,-0.00010382656386358239,0.0018629929204567698,-0.0038106555438868614,0.004141423188881131,1.0223374834221117,0.013,-1.955067887684462e-06,0.9945116882542152,-0.0020591735362644535,0.001162403939209024,-0.0038552662538583814,0.0001172826798243909,1.4430152845084396,0.005,-0.00029705872134717584,0.1660898939481448,-0.0003562239133347351
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,il6_jak_stat3,31155,12.18803582947357,1000,0.0014163860387201202,0.0011239189431205214,0.0006733747161363413,-0.00024957363083037855,0.002382328975330886,0.20648826492520286,0.345,-2.3349431765378516e-05,0.9824592288302457,4.830400136358194e-05,0.0010970406302553543,-0.002227425740846509,0.002191777806575826,0.9658963022487637,0.19,4.7771930282409226e-05,1.0358876612433747,8.19823541559072e-05,0.0009829349722347083,-0.0019178320383862195,0.0020670445010333646,0.9421186372113718,0.135,0.0001617443203368707,1.121507030215752,-0.0013311519510407928
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,interferon_response,31155,40.868941774896264,1000,0.001707705043399409,0.0018643588667943125,0.000822195289389053,0.00037778692273228784,0.0035794214680193986,-0.09173353677228929,0.575,-5.20895413767002e-05,0.8904461195874463,-4.8921864023728264e-05,0.0009125453458731791,-0.0018551727847406915,0.0015434960801430544,1.0286477247419394,0.056,1.101536000479688e-05,1.0231673268908168,-0.0004533854661237568,0.0007333531958502288,-0.002039106858048542,0.0008603408445759386,1.265494013662473,0.058,0.00019583805594560933,1.4118834298450758,-0.0004754696153211871
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,oxidative_stress,31155,6.999999999999999,1000,-0.018689767008089147,-0.003784935133863509,0.0012702854589723745,-0.006495482869674232,-0.0014136782454875843,0.7974862323203202,0.0,2.1785856817180393e-05,1.036137216905555,-2.5680197246208737e-05,0.0030674014319541296,-0.0063566938875985095,0.005980728655175698,0.9986259755279403,0.0,-0.00011772011479588542,0.804732154524629,-0.0011178442415644353,0.0025415238457715387,-0.006025090612116674,0.0038230131201582402,0.9401895036422542,0.0,0.00022434201719141964,1.3721265683653436,-0.0006028648214420606
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,secondary_senescence,31155,49.99999999999999,1000,0.0039925453727734815,0.0018456732911638412,0.0013363627061827722,-0.0007974162883419353,0.004464099825474268,0.5377201462129617,0.055,-8.742197622439974e-05,1.2442663427983618,6.940613345468519e-05,0.0012767906415708816,-0.002264634848997528,0.0024215504191814527,0.9826160689549106,0.001,6.491415975454013e-05,0.818622901427335,0.00163962365526995,0.0011331991125934171,-0.0006048532758636178,0.003690614161125062,0.589328735885859,0.012,0.0011656787426959166,-2.257030962389221,0.00035789611955080205
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,31155,49.99999999999999,1000,0.002460359431130614,0.002365824048986855,0.0008822886917634636,0.0007244290021714329,0.00412958674428467,0.03842340307989758,0.454,-7.955850643033795e-05,0.9126546721759784,-1.1223890712336208e-05,0.0007394863539521399,-0.0014889248985287722,0.0013838941118228412,1.004561890661308,0.0,3.9898378077821474e-05,1.0438034481693734,-0.00039347230008845047,0.0006077107760827574,-0.0012021938572123103,0.0013378147032141851,1.1599247228311016,0.0,0.00043355085505220953,1.475984822516473,-0.0009108501669445669
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,downstream_arrest,2627,7.361938632551805,1000,0.0056182554094247675,-0.000911668812940997,0.0022641392013016595,-0.005114155217929643,0.0036403291874052795,1.1622690224107022,0.02,-0.00017766822308979224,1.0185386367868947,-0.0002477277725275473,0.004326116386534529,-0.00884005366992797,0.008096913211876331,1.0440933625253095,0.18,-0.00019113501543989997,1.0199438175655475,0.00036207738012318703,0.0040799309157173525,-0.007595887219291996,0.008028234261897176,0.9355534140516658,0.177,0.00044533332935700994,0.953532079634321,0.009583672474525672
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,emt_ecm,2627,6.999999999999999,1000,-0.00567803624701726,0.0005444824408889244,0.0027611273601801387,-0.0046871515794407095,0.006058363108611529,1.0958927377709058,0.043,-1.4779378807474292e-05,0.9980139110614366,6.574038272816302e-05,0.006079842943048258,-0.01217525253669025,0.012608935100066044,1.0115780139238628,0.333,-3.0467492071197352e-05,0.9959057041722368,-0.0032597744639293975,0.006005491391401471,-0.014768213454385516,0.00807060289963561,0.42589755998091844,0.41,-0.0014295788996873866,0.8078897038597502,-0.007441448628259491
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,il6_jak_stat3,2627,49.99999999999999,1000,0.010723323973510534,0.004395131673265241,0.004130945871665224,-0.0041374019748583145,0.012464183048086719,0.5901334619636237,0.059,-0.0005624186584299025,0.7459962112676943,-5.3565736247295416e-05,0.0024072841318323757,-0.004569705110369769,0.004895268155794065,1.004995254864967,0.0,-2.415795950439506e-05,0.9890895987354182,0.0014124214166774873,0.0021132823336231757,-0.002671365913590007,0.005354076123862247,0.8682851119516165,0.001,0.0009803110747482967,1.4427355376463573,-0.002214213658925517
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,interferon_response,2627,49.99999999999999,1000,0.010394715062248617,0.005620710168320061,0.004252239922564485,-0.0029667690536757914,0.013941096293423369,0.45927231918715317,0.126,-0.00019940291107923026,0.7947228964669948,-0.00014376980527408073,0.0033523648546103777,-0.007615020756576536,0.006253684250784444,1.0138310482214392,0.001,-3.439039555843878e-05,0.9645965008666016,0.0012042876930993685,0.0021765618440836355,-0.00428808252972249,0.004523965134916008,0.8841442323442724,0.003,0.0020459489494750365,3.1062203758788356,-0.0009713840835013999
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,oxidative_stress,2627,49.99999999999999,1000,-0.027449056916642105,-0.005787266581299649,0.0060196234941799955,-0.01700199705866354,0.007063360060965259,0.7891633727572299,0.0,0.000436610362810656,1.0724850607393313,-0.00018350489318840182,0.004263766904257023,-0.007922908600279053,0.008566489901132943,0.993314710456331,0.0,-0.00016045666439625463,0.9733613490300117,-0.003869960964056206,0.0031239927265306836,-0.010439165462368177,0.0028131466981675527,0.8590129717094257,0.0,-0.002082907468492012,0.6542004330906708,-0.006023453086157748
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,secondary_senescence,2627,6.999999999999999,1000,0.0032358460384925526,0.0012421121341311858,0.003215497399844164,-0.004851755438648635,0.007595843061006497,0.6161399153867547,0.346,0.00026371548582252135,1.239802073189215,-0.00023007647979209,0.007036639871465527,-0.014275953048569521,0.01364578097541576,1.0711024186735636,0.633,-0.00010241149832576929,0.9068750568805771,0.0023640144503821437,0.0063100255430197484,-0.00969502952595098,0.014013749632265805,0.26942925520540506,0.668,0.000658980688602573,1.5992250884534822,-0.0010997214590986364
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,tnfa_nfkb_proximal,2627,49.99999999999999,1000,0.0045228738721907295,0.005607967724542421,0.0039577972416925625,-0.0022130902423113793,0.013240206471685122,-0.2399124722498857,0.604,0.0004473043695154279,1.0850054262317268,-0.00010996284092217127,0.002576580072997966,-0.005700899434937015,0.0048072635799799035,1.0243126038951222,0.083,-6.935098641971654e-05,0.9868205844566529,-0.0020842464384519025,0.001696249709674178,-0.006035065276167695,0.0015255746908528758,1.4608234713921755,0.073,-0.0003847275216338129,0.9268866365088566,-0.005262068427209166
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Endothelial,downstream_arrest,12301,49.99999999999999,1000,-0.0038427294816798744,-0.0012836847202755718,0.0007355620650930424,-0.0027270447119898907,6.922756900474896e-05,0.6659445515497487,0.001,5.3739898335829514e-05,1.0574764183575545,1.7205680697038746e-05,0.0008843826276753199,-0.0017360635230846719,0.0014987435092412564,1.0044774634225664,0.0,1.4586997831157137e-05,1.015601227689062,-0.0014468720060672063,0.0007565855069237517,-0.002445967366142992,0.0005131143088125872,0.6234780478393975,0.0,-0.001373246444471923,-0.4687278836526685,-0.0009349903816469482
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Endothelial,emt_ecm,12301,49.99999999999999,1000,0.018421564107576057,0.010958260617314785,0.0015590003257605223,0.007715146495702361,0.013862599631233053,0.40513951186109715,0.0,0.0005014691637745245,-0.4082126988781751,1.0844230430582095e-05,0.0017792674425423957,-0.003598518483711905,0.0031930474648288842,0.9994113295501263,0.0,2.9484007832343214e-05,0.9172037739453152,0.0008961861005438598,0.0015545550211533044,-0.0017566101733951782,0.002627445525439167,0.9513512481724995,0.0,0.0008483918626429445,-1.3824320235488756,0.0003561032819644433
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Endothelial,il6_jak_stat3,12301,6.999999999999999,1000,0.006567026597542407,0.0018717936369041766,0.0014874894639982745,-0.0010738239488415158,0.004826725886814672,0.7149709066802529,0.002,-9.895242186615985e-05,0.9847962324843431,-8.877598851832186e-05,0.0037959508098693857,-0.007271963652243256,0.007342963577894868,1.0135184450983563,0.08,2.9521960953567266e-05,1.0045359681196224,0.0029857061243970333,0.003114083710801467,-0.0030991529389440223,0.00840006139602273,0.5453488606983288,0.126,0.0017702731128251786,1.2719975958043412,-0.0065084145600265006
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Endothelial,interferon_response,12301,49.99999999999999,1000,0.004707973999002668,0.002865891100875608,0.0015536225760967649,-0.0003939468793895684,0.005718446110081217,0.3912687067764785,0.107,-8.534042082715499e-05,0.9057304038857977,3.2242052198816606e-05,0.0021391068707988315,-0.0031646521491556128,0.0043718460567537185,0.993151607845403,0.017,2.826134358564313e-05,1.0312183303016422,0.002933936578318607,0.001237425796142379,-0.0003977635266749916,0.004706978416695998,0.3768154669205631,0.024,0.0017134341495374152,2.8927109062693694,-0.0009052804334047413
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Endothelial,oxidative_stress,12301,6.999999999999999,1000,-0.048020781611571264,-0.005034246406770819,0.002236337542665851,-0.009350671956545712,-0.0007429361962396647,0.8951652547538346,0.0,2.66778407058074e-05,1.0046246409914639,4.043855640171914e-06,0.005551582976770836,-0.010924774538239312,0.010885863233905713,1.0000842105335328,0.0,-5.666243081343417e-05,0.9901774883842546,-0.005008989187710607,0.004392519905780214,-0.01257164624654023,0.0037299603436062195,0.895691219101198,0.0,-0.0014159136724130699,0.7545493849361525,-0.005768629555255984
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Endothelial,secondary_senescence,12301,6.999999999999999,1000,0.013572212050324325,0.0017608683975912295,0.0013482358794307803,-0.0008594415135459137,0.004343388477620646,0.8702592922169123,0.0,0.0001592279650937944,0.9079693159080561,-6.933100272163309e-06,0.0025836632307341934,-0.004813397570718779,0.005136984093944758,1.0005108305297954,0.0,3.0050066501565128e-05,0.9826316427800958,0.0007637196979724706,0.002117698314242758,-0.003111604820033097,0.005109503664380388,0.9437291655081221,0.0,-0.0002563260869631922,1.148151520494141,0.0017301617027503202
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Endothelial,tnfa_nfkb_proximal,12301,6.999999999999999,1000,0.01132234146058725,0.0014501326835326348,0.0009055157370578294,-0.0003736035745474762,0.0034047013977133635,0.8719228978758055,0.0,2.101091180046325e-05,0.9877602165939091,-1.8480595664276123e-06,0.002369145405652538,-0.004375325594084192,0.004901273897791701,1.0001632223840677,0.0,6.209872913198222e-05,0.9638247496545004,0.0017345731946121596,0.0018322927113026744,-0.002293196082166574,0.0053298805995077615,0.8468008405637509,0.0,0.0009789405719790025,0.4297239128768532,0.0017166081378537756
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Hepatocytes,downstream_arrest,28561,49.99999999999999,1000,-0.0027004500062346483,-0.00040349447046410925,0.0004821400968874958,-0.0013888818009011562,0.0005108533079396999,0.8505825067923702,0.0,-3.178423664227651e-05,0.9559121267001486,2.5583755878964484e-06,0.0011446005706130533,-0.0015802542194926327,0.0026357693140025796,1.0009473886137459,0.02,1.0650858090554532e-06,1.0014773791402198,-0.002028729737502099,0.0011726591675338812,-0.003343393719759641,0.0003866925371737647,0.24874382683690466,0.415,-0.001516242877275495,-1.1031785226582753,-0.0007209292320839539
