section,celltype,module,sender,n,lam,beta_full_std,beta_stripped_std,ratio_stripped,n_stripped_genes
7260_liver_sbr_Male_26-U1,Biliary/ductular,downstream_arrest,corescence_p95,25912,35.13265199376635,0.2570070607301098,0.23806877344101562,0.9263121906639685,10
7260_liver_sbr_Male_26-U1,Biliary/ductular,emt_ecm,corescence_p95,25912,19.185852382096297,0.4158506666600112,0.42016423042339696,1.0103728672555248,9
7260_liver_sbr_Male_26-U1,Biliary/ductular,il6_jak_stat3,corescence_p95,25912,9.472463873139185,0.9288694681268455,0.9458974329444372,1.0183319243466256,5
7260_liver_sbr_Male_26-U1,Biliary/ductular,interferon_response,corescence_p95,25912,6.999999999999999,0.9536358020226368,0.883715390719034,0.9266801737567912,5
7260_liver_sbr_Male_26-U1,Biliary/ductular,oxidative_stress,corescence_p95,25912,6.999999999999999,-0.06004517748858442,-0.07276795398400936,1.211886733082665,0
7260_liver_sbr_Male_26-U1,Biliary/ductular,secondary_senescence,corescence_p95,25912,11.58882939190469,0.8324383040053576,0.6660911828736719,0.8001688289314771,14
7260_liver_sbr_Male_26-U1,Biliary/ductular,tnfa_nfkb_proximal,corescence_p95,25912,9.472463873139185,1.1922437812133388,1.164659391936288,0.9768634655833739,8
7260_liver_sbr_Male_26-U1,Biliary/ductular,downstream_arrest,tierA_p95,27623,23.47241150476913,0.10815373453833338,0.09424693256499143,0.8714163497663329,10
7260_liver_sbr_Male_26-U1,Biliary/ductular,emt_ecm,tierA_p95,27623,49.99999999999999,0.18594595601285116,0.1747284121757038,0.9396730960023025,9
7260_liver_sbr_Male_26-U1,Biliary/ductular,il6_jak_stat3,tierA_p95,27623,18.24260882600192,0.0814732232957292,0.08924699848680803,1.0954150931633304,5
7260_liver_sbr_Male_26-U1,Biliary/ductular,interferon_response,tierA_p95,27623,6.999999999999999,0.048315558285812035,0.04426717008290695,0.9162094292907321,5
7260_liver_sbr_Male_26-U1,Biliary/ductular,oxidative_stress,tierA_p95,27623,49.99999999999999,-0.16295841783591125,-0.16272300215001625,0.9985553634539331,0
7260_liver_sbr_Male_26-U1,Biliary/ductular,secondary_senescence,tierA_p95,27623,49.99999999999999,0.09357220601972505,0.06553668642927502,0.7003862494751899,14
7260_liver_sbr_Male_26-U1,Biliary/ductular,tnfa_nfkb_proximal,tierA_p95,27623,22.318425721029357,0.08508239062871507,0.06857334840889348,0.8059640532214919,8
7260_liver_sbr_Male_26-U1,DC,downstream_arrest,corescence_p95,5175,6.999999999999999,0.12885096683433087,0.048783629262762855,0.3786050695722449,10
7260_liver_sbr_Male_26-U1,DC,emt_ecm,corescence_p95,5175,49.99999999999999,0.43588585905456917,0.3967682765431316,0.9102572802056872,9
7260_liver_sbr_Male_26-U1,DC,il6_jak_stat3,corescence_p95,5175,13.48099749887925,0.8179392223013217,0.8388261880615907,1.0255360853114517,5
7260_liver_sbr_Male_26-U1,DC,interferon_response,corescence_p95,5175,16.49296129703063,0.7267380883438195,0.701601120881317,0.9654112425567405,5
7260_liver_sbr_Male_26-U1,DC,oxidative_stress,corescence_p95,5175,9.962242533302096,0.19544585435880818,0.18395674962182873,0.9412159200067388,0
7260_liver_sbr_Male_26-U1,DC,secondary_senescence,corescence_p95,5175,18.24260882600192,0.9870212631755653,0.8263635815648583,0.8372297663640808,14
7260_liver_sbr_Male_26-U1,DC,tnfa_nfkb_proximal,corescence_p95,5175,21.2211739115045,0.9697036975482873,0.9546494188487755,0.9844753828024233,8
7260_liver_sbr_Male_26-U1,DC,downstream_arrest,tierA_p95,5495,6.999999999999999,0.1955663063788649,0.16882491971569932,0.8632617900377978,10
7260_liver_sbr_Male_26-U1,DC,emt_ecm,tierA_p95,5495,49.99999999999999,0.5951733148609154,0.5837139711269557,0.9807462071167662,9
7260_liver_sbr_Male_26-U1,DC,il6_jak_stat3,tierA_p95,5495,45.204502969779604,0.14541935105031095,0.1695328748974934,1.1658205986549883,5
7260_liver_sbr_Male_26-U1,DC,interferon_response,tierA_p95,5495,17.345738419684505,0.02672228564522271,0.01067721576608508,0.3995622196334805,5
7260_liver_sbr_Male_26-U1,DC,oxidative_stress,tierA_p95,5495,49.99999999999999,-0.3624720957137578,-0.3739139403806272,1.031566139303327,0
7260_liver_sbr_Male_26-U1,DC,secondary_senescence,tierA_p95,5495,49.99999999999999,0.2943940580025847,0.22309081398048833,0.757796592411283,14
7260_liver_sbr_Male_26-U1,DC,tnfa_nfkb_proximal,tierA_p95,5495,49.99999999999999,0.21859671269656636,0.2024620280368277,0.926189719595028,8
7260_liver_sbr_Male_26-U1,Endothelial,downstream_arrest,corescence_p95,20854,6.999999999999999,0.15219315095405972,0.05505961501882972,0.3617745915218599,10
7260_liver_sbr_Male_26-U1,Endothelial,emt_ecm,corescence_p95,20854,20.177866835741543,0.7579032270251658,0.7430324510113703,0.9803790570041976,9
7260_liver_sbr_Male_26-U1,Endothelial,il6_jak_stat3,corescence_p95,20854,15.682109678112967,0.5537336129635493,0.5201952375500131,0.9394322926613741,5
7260_liver_sbr_Male_26-U1,Endothelial,interferon_response,corescence_p95,20854,12.818224546846722,0.6504610182152115,0.6315849140648123,0.9709804221593586,5
7260_liver_sbr_Male_26-U1,Endothelial,oxidative_stress,corescence_p95,20854,28.716686174618605,-0.1500311302179265,-0.15370690766244624,1.0245000983407946,0
