call,variant,label,scope,source,n,q25,median,q75,mean,frac_le_0,frac_gt_05,reject_rate_p05
senepy_p99,N3_swap,N3-swap senders relocated to random real cell positions,whole section,perm_nulls_c1_n7.csv (C1 re-run),107,0.8492918425082393,0.9327604408499406,0.9836273619700413,0.931655987470807,0.009345794392523364,0.9906542056074766,0.9252336448598131
senepy_p99,N3_snap,"N3-snap whole-section shift, snapped to nearest real cell (suppl.)",whole section,perm_nulls_c1_n7.csv (C1 re-run),107,0.9463744330003181,0.9883001207156068,1.0438762785853035,0.9892532419983795,0.0,1.0,0.8785046728971962
senepy_p99,N4_orig,"N4 rotation, whole-section bounding box (ORIGINAL)",whole section,perm_nulls_c1_n7.csv (C1 re-run),107,0.9529196319285693,0.9989117875530852,1.0587049209276413,1.0270920066642446,0.0,1.0,0.8317757009345794
senepy_p99,N4_occ,"N4-occ whole-section rotation, <=5% of senders out of tissue",whole section,perm_nulls_c1_n7.csv (C1 re-run),107,2.9220960704764624e-16,0.3153960796113774,0.5779137400057708,0.34707803907733126,0.17757009345794392,0.3644859813084112,0.17757009345794392
senepy_p99,N4_occ15,"N4-occ15 whole-section rotation, <=15% out of tissue (suppl.)",whole section,perm_nulls_c1_n7.csv (C1 re-run),107,0.6837916923291918,0.8903379751724233,1.0063069326374459,0.8262118847162382,0.009345794392523364,0.8317757009345794,0.4205607476635514
senepy_p99,N4_swap,"N4-swap rotation, snapped to nearest real cell positions",whole section,perm_nulls_c1_n7.csv (C1 re-run),107,0.9694888420126743,1.0142651429809322,1.0407961355429394,1.0265275095265531,0.0,1.0,0.8878504672897196
senepy_p99,N3_tile,N3-tile torus shift inside solid-tissue tiles,solid tiles,perm_nulls_c1_n7.csv (C1 re-run),96,0.7721854930811922,1.0053756691632587,1.123594389618544,0.9783599153931523,0.020833333333333332,0.8958333333333334,0.6458333333333334
senepy_p99,N4_tile,N4-tile rotation inside solid-tissue tiles,solid tiles,perm_nulls_c1_n7.csv (C1 re-run),96,0.7692695725142392,0.994773094231966,1.1115083128804901,0.9964171529484913,0.010416666666666666,0.90625,0.7083333333333334
tierA_p90,N3_orig,"N3 torus shift, whole-section bounding box (ORIGINAL)",whole section,perm_nulls_n7.csv (ORIGINAL),198,0.992406176642787,1.0059418943056366,1.0191450813192333,1.00561359012359,0.0,1.0,0.9343434343434344
tierA_p90,N4_orig,"N4 rotation, whole-section bounding box (ORIGINAL)",whole section,perm_nulls_n7.csv (ORIGINAL),198,0.8773494068455896,0.9646848210071991,1.0353562382683674,0.9377338445311715,0.0,0.9747474747474747,0.9595959595959596
tierA_p90,N3_orig,"N3 torus shift, whole-section bounding box (ORIGINAL)",whole section,perm_nulls_c1_n7.csv (C1 re-run),198,0.9878242478938914,0.9986732015558273,1.0077285056233047,0.9985904906915404,0.0,1.0,0.9393939393939394
tierA_p90,N3_occ,"N3-occ whole-section shift, <=5% of senders out of tissue",whole section,perm_nulls_c1_n7.csv (C1 re-run),198,0.02033099959253227,0.6731014588656772,0.8549877290458046,0.541983292891375,0.1414141414141414,0.6262626262626263,0.6161616161616161
tierA_p90,N3_occ15,"N3-occ15 whole-section shift, <=15% out of tissue (suppl.)",whole section,perm_nulls_c1_n7.csv (C1 re-run),198,0.882649996578874,0.9613917959597666,1.0293001333695173,0.9437439074665985,0.005050505050505051,0.98989898989899,0.9545454545454546
tierA_p90,N3_swap,N3-swap senders relocated to random real cell positions,whole section,perm_nulls_c1_n7.csv (C1 re-run),198,0.5484928159278127,0.810729241463563,0.8983658310917946,0.6724172161716707,0.05555555555555555,0.7727272727272727,0.8737373737373737
tierA_p90,N3_snap,"N3-snap whole-section shift, snapped to nearest real cell (suppl.)",whole section,perm_nulls_c1_n7.csv (C1 re-run),198,0.9843938447513906,1.0125454254209865,1.038398601108578,1.0041044623492956,0.0,0.9949494949494949,0.9848484848484849
tierA_p90,N4_orig,"N4 rotation, whole-section bounding box (ORIGINAL)",whole section,perm_nulls_c1_n7.csv (C1 re-run),198,0.8817592799726672,0.9675091168551824,1.036777938282638,0.9401065676373688,0.0,0.9747474747474747,0.9595959595959596
tierA_p90,N4_occ,"N4-occ whole-section rotation, <=5% of senders out of tissue",whole section,perm_nulls_c1_n7.csv (C1 re-run),198,7.237329931377722e-16,0.4892758065877255,0.6740128841658252,0.41580570539335654,0.13636363636363635,0.47474747474747475,0.35858585858585856
tierA_p90,N4_occ15,"N4-occ15 whole-section rotation, <=15% out of tissue (suppl.)",whole section,perm_nulls_c1_n7.csv (C1 re-run),198,0.8131380086255127,0.9199022040160797,0.9912966729938616,0.9073575799125307,0.005050505050505051,0.98989898989899,0.9494949494949495
tierA_p90,N4_swap,"N4-swap rotation, snapped to nearest real cell positions",whole section,perm_nulls_c1_n7.csv (C1 re-run),198,0.9238435490334862,0.9961469973458454,1.0408818299326013,0.9643955623299012,0.0,0.9797979797979798,0.98989898989899
tierA_p90,N3_tile,N3-tile torus shift inside solid-tissue tiles,solid tiles,perm_nulls_c1_n7.csv (C1 re-run),166,0.9344711481054953,0.9890506777740311,1.0226216174375495,0.9818383914342506,0.0,0.9939759036144579,0.9096385542168675
tierA_p90,N4_tile,N4-tile rotation inside solid-tissue tiles,solid tiles,perm_nulls_c1_n7.csv (C1 re-run),166,0.9078189223123971,0.9899880402680763,1.0611870159872956,0.9981261519300657,0.006024096385542169,0.9879518072289156,0.8975903614457831
tierA_p99,N3_orig,"N3 torus shift, whole-section bounding box (ORIGINAL)",whole section,perm_nulls_n7.csv (ORIGINAL),91,0.9753557936450299,0.9932276166913084,1.020115691012054,0.9975125162107665,0.0,1.0,0.4945054945054945
tierA_p99,N4_orig,"N4 rotation, whole-section bounding box (ORIGINAL)",whole section,perm_nulls_n7.csv (ORIGINAL),91,0.8666627434190568,0.9624543333871964,1.0666009983931295,0.9641564528927917,0.0,1.0,0.6153846153846154
tierA_p99,N3_orig,"N3 torus shift, whole-section bounding box (ORIGINAL)",whole section,perm_nulls_c1_n7.csv (C1 re-run),91,0.9745307544157285,0.9923637769460104,1.0094443186241884,0.9952399163058142,0.0,1.0,0.4835164835164835
tierA_p99,N3_occ,"N3-occ whole-section shift, <=5% of senders out of tissue",whole section,perm_nulls_c1_n7.csv (C1 re-run),91,3.844359634199805e-15,0.2520020861217825,0.586987559977564,0.34563576110377636,0.15384615384615385,0.2967032967032967,0.5164835164835165
tierA_p99,N3_occ15,"N3-occ15 whole-section shift, <=15% out of tissue (suppl.)",whole section,perm_nulls_c1_n7.csv (C1 re-run),91,0.7989505809817734,0.9200976427405032,1.0081150172213555,0.9003453643795564,0.0,0.9560439560439561,0.6703296703296703
tierA_p99,N3_swap,N3-swap senders relocated to random real cell positions,whole section,perm_nulls_c1_n7.csv (C1 re-run),91,0.48320519712993937,0.7552119614172409,0.8737178529292795,0.6295445466967822,0.06593406593406594,0.7252747252747253,0.6923076923076923
tierA_p99,N3_snap,"N3-snap whole-section shift, snapped to nearest real cell (suppl.)",whole section,perm_nulls_c1_n7.csv (C1 re-run),91,0.9156570648126209,0.9840830364715796,1.0304843265825685,0.9793731892150321,0.0,1.0,0.6593406593406593
tierA_p99,N4_orig,"N4 rotation, whole-section bounding box (ORIGINAL)",whole section,perm_nulls_c1_n7.csv (C1 re-run),91,0.8611024843526072,0.9584348277381388,1.0574017814359535,0.966587661046908,0.0,1.0,0.6263736263736264
tierA_p99,N4_occ,"N4-occ whole-section rotation, <=5% of senders out of tissue",whole section,perm_nulls_c1_n7.csv (C1 re-run),91,1.8989690618848143e-16,0.1210415624446423,0.43381767224989115,0.233133951419194,0.2087912087912088,0.17582417582417584,0.1978021978021978
tierA_p99,N4_occ15,"N4-occ15 whole-section rotation, <=15% out of tissue (suppl.)",whole section,perm_nulls_c1_n7.csv (C1 re-run),91,0.747208376754172,0.8908038726365938,1.001967449936875,0.8715317895782442,0.0,0.9560439560439561,0.5164835164835165
tierA_p99,N4_swap,"N4-swap rotation, snapped to nearest real cell positions",whole section,perm_nulls_c1_n7.csv (C1 re-run),91,0.8777181549463184,0.9644776325176482,1.0691162530452645,0.9641758337827107,0.0,1.0,0.7692307692307693
tierA_p99,N3_tile,N3-tile torus shift inside solid-tissue tiles,solid tiles,perm_nulls_c1_n7.csv (C1 re-run),78,0.894441364372823,0.9804910209894451,1.0464000305391485,0.9640491824541055,0.01282051282051282,0.9743589743589743,0.5128205128205128
tierA_p99,N4_tile,N4-tile rotation inside solid-tissue tiles,solid tiles,perm_nulls_c1_n7.csv (C1 re-run),78,0.8492960301872806,0.9628655999239447,1.0853105041865612,0.9792981060583897,0.0,0.9743589743589743,0.5256410256410257
