section,arm,call,response,celltype,bin_lo,bin_hi,bin_mid,n,mean_raw,sem_raw,mean_resid,sem_resid
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,all_controls,Hepatocytes,60.0,65.0,62.5,432,0.31007691158876194,0.08177766113400863,0.12831896629837344,0.07992083996873842
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,all_controls,Hepatocytes,65.0,70.0,67.5,321,0.24406700385074695,0.08519569650735632,0.017314118458489416,0.08295816833057598
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,all_controls,Hepatocytes,70.0,75.0,72.5,192,0.2217886599891669,0.1027219297991176,-0.02168521619032114,0.09995120444406612
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,all_controls,Hepatocytes,75.0,80.0,77.5,122,0.1634122750517297,0.11946159659641264,-0.09472189987452494,0.1138938871501594
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,all_controls,Hepatocytes,80.0,85.0,82.5,87,0.35878767109198684,0.19883000941505696,0.0645739561229353,0.1972725925269238
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,0.0,5.0,2.5,63,-0.026523081150320323,4.406202035185328e-19,-0.019178716582700234,0.001600704518582841
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,5.0,10.0,7.5,1542,0.0005038530708559697,0.02248139256407508,0.00728269171347681,0.022471821060427645
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,10.0,15.0,12.5,3690,-0.00377231596691282,0.006236629528479249,0.003590550059027162,0.006239800911336595
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,15.0,20.0,17.5,4151,-0.005935707271406523,0.0072361082381579645,0.0018499957047838989,0.007230379593494294
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,20.0,25.0,22.5,3900,-0.0057106585235418205,0.005668711452757634,0.001621962682972373,0.005672246492395848
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,25.0,30.0,27.5,3577,-0.005908348709544499,0.006306138531090476,0.0011086076021833405,0.006310736007935771
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,30.0,35.0,32.5,3012,-0.010872865327609248,0.0036295229783613104,-0.004458820224783828,0.0036449444269551954
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,35.0,40.0,37.5,2397,-0.003413006417170858,0.013856728376973472,0.0022471754707239317,0.013829052408283046
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,40.0,45.0,42.5,1879,-0.010987306548971367,0.006052066481344977,-0.005815430178717538,0.0060475735834461235
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,45.0,50.0,47.5,1363,0.0003376317085372745,0.008331636218099374,0.005075539187449013,0.008325520638280274
