section,arm,band,call,celltype,module,n,lam,beta_naive,sd_y,sf_tech,sf_cum_tech,sf_seg,sf_cum_seg,sf_dens,sf_cum_dens,sf_comp,sf_cum_comp,sf_anat,sf_cum_anat
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,DC,tnfa_nfkb_proximal,5495,49.99999999999999,0.010260286192969368,0.04681367900750395,0.7596195688450463,0.7596195688450463,0.9475840333037843,0.6956829780353776,-0.8461439007239894,-0.7507903672510431,-0.6618988636603973,-0.7054775521452715,0.6050797722494448,-0.7753238989404002
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Endothelial,downstream_arrest,22304,49.99999999999999,-0.0014637972778226795,0.018559543923162888,0.2333539844509068,0.2333539844509068,1.052160862076233,0.13057567991434965,1.969617669820136,1.329114354815679,1.3093593408056403,0.932182674154898,-0.256251298593291,0.6181588229741375
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Endothelial,emt_ecm,22304,49.99999999999999,0.023929742485400637,0.03639623546895475,0.6780648012664157,0.6780648012664157,0.9696915067275158,0.6244252065522873,0.31518648855160425,0.1986840392974566,0.3960212715559319,0.14227314031189967,0.6586595606734373,0.12139370972850115
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Endothelial,il6_jak_stat3,22304,49.99999999999999,0.007645453500657155,0.039274510072280264,-0.31888057141633047,-0.31888057141633047,1.1035571840430076,-0.3106572507719259,0.6296504616554792,0.21732844654146377,0.5582252130651945,0.17899215676259864,0.05814000527303926,0.15801316333085008
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Endothelial,interferon_response,22304,49.99999999999999,0.003957657275246117,0.03189331832748877,-0.38266370190838356,-0.38266370190838356,1.036584767986134,-0.4668682602446243,0.7818807364345567,0.31697387768188695,0.4413538478195331,0.1843682923358602,-0.19242995952326672,0.09546407228371878
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Endothelial,oxidative_stress,22304,49.99999999999999,-0.019635566525236504,0.06402192544586999,0.05870551163752698,0.05870551163752698,1.0928591244892794,0.053808867662001617,0.7353918049194929,0.2555116355180979,0.6965253034839824,0.18871619362875927,0.2576536966987294,0.15551824516621857
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Endothelial,secondary_senescence,22304,9.376989759539262,0.00913484272585272,0.03955456923113318,0.21744270189766254,0.21744270189766254,1.0306200639514866,0.18355477579208307,0.12872807849262405,-0.07992935826703915,0.5611382217965373,-0.060517594772063546,0.8179038850835053,0.02951490653475228
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Endothelial,tnfa_nfkb_proximal,22304,6.999999999999999,0.008369717301910114,0.027601407079190572,-0.3188663242853657,-0.3188663242853657,1.0742720370062384,-0.3170983510174653,-0.11364435361545552,-0.25350812055933736,0.4588746151852643,-0.23615528014566295,0.48393870736250577,-0.18023058751715693
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Hepatocytes,downstream_arrest,52832,49.99999999999999,-0.0021460207178169797,0.014476282634136027,1.055254900529586,1.055254900529586,0.9599079210423995,1.0128575976249716,1.0822170446019541,0.5612031806637898,0.5796173003108088,0.34125623121056575,0.05369118097119562,-0.015894750335261953
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Hepatocytes,emt_ecm,52832,49.99999999999999,0.005010712890016414,0.0182719513094807,0.5269323803111328,0.5269323803111328,0.9857753725124617,0.5113510013687748,0.2489095877009166,-0.151767347196884,0.42371011267884856,-0.1580464326701906,1.1880750440685455,0.08489176886407675
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Hepatocytes,il6_jak_stat3,52832,6.999999999999999,0.0037130058604180876,0.01940878323787903,-1.1659924526646346,-1.1659924526646346,1.0064146024268659,-1.1722731379450448,-0.4216683092042671,-0.9218142033514889,0.731499580298275,-0.8578479479069936,1.2142913435963762,-0.6511836465229284
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Hepatocytes,interferon_response,52832,49.99999999999999,-0.0033264868919404738,0.016779250790673515,1.2755583164522284,1.2755583164522284,1.000828166666757,1.276327786183168,0.628047553475743,0.7898528594811736,0.4391932002822922,0.5795913451222422,0.14949311209688482,0.18968582539369216
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Hepatocytes,oxidative_stress,52832,49.99999999999999,-0.009315614797160357,0.04579121005417628,0.5393448674735406,0.5393448674735406,0.9949788904017649,0.5311958367464253,1.1803060003251042,0.5760262190999713,0.6855878920447266,0.4544071168709774,0.5411329982863051,0.3863812302493988
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Hepatocytes,secondary_senescence,52832,6.999999999999999,0.005963065616266246,0.024952186145588206,-0.3685596264906974,-0.3685596264906974,1.0225610539666459,-0.3395781067268875,-0.3285516914571963,-0.6364718830136816,0.8246342120929366,-0.5327793783115183,1.5605646078306548,-0.23170294246199527
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Hepatocytes,tnfa_nfkb_proximal,52832,49.99999999999999,0.0031865991381214956,0.017101164270215415,0.546200568388502,0.546200568388502,0.9719257184346026,0.5363736883086838,0.21624444185421873,0.006781669499701791,0.12405495750956358,-0.007289821671163173,0.7503191276064746,0.055219268506993616
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Macrophages,downstream_arrest,18045,8.716383933637285,0.0008327431052064346,0.020655114764441554,1.9355378657464077,1.9355378657464077,0.9854620174352716,2.073358106196312,0.7628398798049995,1.878203983232095,0.28216286846661187,2.7430808427119997,2.5969198355582344,3.0146975023292684
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Macrophages,emt_ecm,18045,41.82732402044523,0.03618061243310235,0.045068869621182096,0.5532080833619812,0.5532080833619812,0.9564570937456311,0.5121382284934911,0.12818722684048242,0.08991224346366039,0.2810403667846479,0.06980397946669872,0.7068108783985598,0.04348672948294189
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Macrophages,il6_jak_stat3,18045,15.678522769553553,0.009517365535335187,0.04350713681393919,-0.08025447288284984,-0.08025447288284984,1.0410396709103995,-0.058941731677869126,0.20839246760721394,0.07962186373725913,0.07184740266973523,-0.025392698904393562,0.2526114236743179,-0.12050581781237503
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Macrophages,interferon_response,18045,6.999999999999999,0.007471754280012351,0.038296865671904476,-0.4750394144622745,-0.4750394144622745,1.0979343127540735,-0.39190042414897763,1.1182926573876548,0.8307944622765736,0.7683654574919451,0.6767023171255776,0.0007671356943661709,0.5922088149301857
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Macrophages,oxidative_stress,18045,17.909918836110318,-0.027697041370372943,0.06784991952277795,0.22952783828849296,0.22952783828849296,1.0059167797678406,0.21732695910402527,0.31992088255174383,0.08583087212162696,0.47024803553651146,0.044734774734074736,0.6359878173028528,0.030376152595309652
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Macrophages,secondary_senescence,18045,21.17037297773511,0.016522018559537097,0.04884560227283848,0.4829970049891046,0.4829970049891046,1.0040622183027952,0.4794062080813221,0.1797909211684493,0.1145973873339535,0.2172243347700711,0.1374481621262648,0.7293282273808911,0.10707941012984971
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Macrophages,tnfa_nfkb_proximal,18045,24.198900522515856,0.010957642374285778,0.0353427971937128,0.4126671746012036,0.4126671746012036,1.0063500923847832,0.41099341482288054,0.09764311413734314,0.08536213013206946,0.20464574681610193,0.11250774618938722,0.649781936849508,0.07321767071748461
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Mesenchymal,downstream_arrest,28945,49.99999999999999,-0.0022166416623484422,0.01825953966852054,0.5515669636947732,0.5515669636947732,0.9783742718678283,0.4862430166691123,1.5839125810148675,1.2164738301432667,1.0978765865248035,0.9267002533866593,0.3846426002932376,0.731826713265025
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Mesenchymal,emt_ecm,28945,49.99999999999999,0.02404654308532595,0.04926305860248299,0.4295447174549718,0.4295447174549718,0.9845645150693388,0.4027501621611583,0.20914953738999764,0.12528437465085632,0.3260743359161229,0.10243303144068648,0.6843772057798129,0.055941867052955396
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Mesenchymal,il6_jak_stat3,28945,6.999999999999999,0.0023612141928339696,0.03651464773929101,-3.393480278129112,-3.393480278129112,1.0059552512467134,-3.4347026581251314,0.21797603962830814,-1.0199851903391028,0.8684384350559378,-0.733453569711426,0.25159211903187045,-0.6527105358205286
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Mesenchymal,interferon_response,28945,49.99999999999999,-0.0014144885753055374,0.030755438621733102,3.366157602741139,3.366157602741139,1.036260268961923,3.4738915603598417,0.16217049863258937,1.0050486136409331,0.8684241307558503,0.7862116621845867,1.72174398997084,0.6919346612299992
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Mesenchymal,oxidative_stress,28945,22.299350032491255,-0.026082860819857064,0.06292082067323965,0.2857065027306647,0.2857065027306647,1.0109810333461091,0.2806085839737091,0.6461765328210537,0.3940604910994455,0.7265423184063141,0.3436079948189807,0.7056892174801002,0.32040391486461745
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Mesenchymal,secondary_senescence,28945,6.999999999999999,0.01177064325373305,0.05109352430482534,0.10781060445628173,0.10781060445628173,0.9811678986665182,0.07904916684025692,-0.3068120340542893,-0.46562103942697786,0.232697640744386,-0.3457271565153777,1.0194218071140049,-0.29456740021575006
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,28945,6.999999999999999,0.006476111007105695,0.032537325783468844,-0.11770577237717238,-0.11770577237717238,0.981670960682726,-0.12725736998254206,-0.12303798332574452,-0.27982126126810336,0.43327565443787364,-0.14291806201639792,0.7946099562325496,-0.11787043667366177
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Proliferating,downstream_arrest,3542,6.999999999999999,0.015049275648640462,0.030171114854077814,0.07266652044915363,0.07266652044915363,1.0039991286142536,0.13961850877677953,0.9901053962111513,1.0333789042405999,1.1952114796386433,0.954532103354659,0.7862797735371846,0.9725274757346084
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Proliferating,emt_ecm,3542,6.999999999999999,0.02820559860294082,0.02654715735309132,0.19881412818472005,0.19881412818472005,0.9276415014001,0.15580808071871355,0.028694361881973388,-0.049940951284371614,0.7372785190607913,-0.07879703006637964,0.9214903191915859,-0.056945906891286736
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Proliferating,il6_jak_stat3,3542,6.999999999999999,0.006007188953379656,0.0231459012932824,-0.8943774576858418,-0.8943774576858418,0.7284721848395624,-1.0875177615470435,-0.6387967313537676,-0.9861419504047821,0.5117854988609383,-0.9100424636715205,0.763707055475923,-0.8908426497494587
