section,arm,week,call,celltype,response,stratum,n,n_senders,prevalence,match_rate,max_smd_before,max_smd_after,lam_naive,beta_naive,lam_grid_lo,lam_grid_hi,lam_railed,sd_y,lam_n6_profiled,beta_n6_profiled,lam_n6zon_profiled,beta_n6zon_profiled,lam_n6n5_profiled,beta_n6n5_profiled,lam_n5_profiled,beta_n5_profiled,lam_zon_profiled,beta_zon_profiled,lam_n2_profiled,beta_n2_profiled,beta_base,sf_base,beta_n6,sf_n6,beta_n6zon,sf_n6zon,beta_n6n5,sf_n6n5,beta_n5,sf_n5,beta_zon,sf_zon,beta_n2,sf_n2,beta_n2n5n6,sf_n2n5n6,beta_n2zon,sf_n2zon,beta_base_lo,beta_base_hi,beta_n6_lo,beta_n6_hi,beta_n6zon_lo,beta_n6zon_hi,beta_n6n5_lo,beta_n6n5_hi,beta_n5_lo,beta_n5_hi,beta_zon_lo,beta_zon_hi,beta_n2_lo,beta_n2_hi,beta_n2n5n6_lo,beta_n2n5n6_hi,beta_n2zon_lo,beta_n2zon_hi,sf_base_lo,sf_base_hi,sf_n6_lo,sf_n6_hi,sf_n6zon_lo,sf_n6zon_hi,sf_n6n5_lo,sf_n6n5_hi,sf_n5_lo,sf_n5_hi,sf_zon_lo,sf_zon_hi,sf_n2_lo,sf_n2_hi,sf_n2n5n6_lo,sf_n2n5n6_hi,sf_n2zon_lo,sf_n2zon_hi
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,neg_control_probe,A7,31155,5707,0.04480084153674658,1.0,0.4588271998312849,0.03231351031288019,49.99999999999999,0.038275508410965976,6.999999999999999,49.99999999999999,1,0.8416121386283211,49.99999999999999,0.03813668522286282,49.99999999999999,0.040444113846341924,49.99999999999999,0.039651354499954466,49.99999999999999,0.039764972279185844,49.99999999999999,0.04056941403595724,49.99999999999999,0.038692294006701135,0.038275508410965976,1.0,0.03813668522286282,0.9963730543664475,0.040444113846341924,1.0566577826241137,0.039651354499954466,1.0359458605805039,0.039764972279185844,1.0389142804382223,0.04056941403595724,1.0599314214291158,0.038692294006701135,1.010889093653835,0.039771162154348484,1.0390759993916632,0.040689771213102015,1.0630759172736253,-0.01838364754796889,0.09100578476153964,-0.01839062411841454,0.09117635941745073,-0.019322369804563196,0.09346946304069699,-0.018143707851822566,0.09174501204014404,-0.017466559953803654,0.09148339763881429,-0.01999754600176977,0.09336870165405661,-0.018036106734257023,0.09254901678056678,-0.018253408119665936,0.09192819913808706,-0.01865188500726212,0.09490804883253254,1.0,1.0,0.9246204212955961,1.0958412947337037,0.6280246273137606,1.734597137001207,0.39802416655425615,3.2619707465048284,0.36810979303395674,3.3560198708264637,0.6860583249656753,1.7197949242444515,0.7805797388117889,1.3296938165331573,0.36490606955872945,3.366656547878874,0.5893206522803756,1.837467252545176
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,neg_control_codeword,A7,31155,5707,0.04480084153674658,1.0,0.4588271998312849,0.03231351031288019,8.606647370329583,0.04302123659940911,6.999999999999999,49.99999999999999,0,0.7562328992896163,8.959166954883996,0.04288389335818767,9.057709046053796,0.050550737463896406,8.389335248652436,0.06477196076595594,8.314054890024169,0.06714484249288215,8.718422491641116,0.05147905175458777,16.802476470678286,0.032933074179817334,0.04302123659940911,1.0,0.04424331048232496,1.0284062937171041,0.05213825716519308,1.2119190726820994,0.06477196076595594,1.5055811010054874,0.06494016268141813,1.5094908425368245,0.05147905175458777,1.196596281830142,0.04563438668331818,1.0607409337914049,0.06444261638299581,1.4979257101103625,0.05294445666005747,1.2306586431498496,-0.025131277263764677,0.11000162539784276,-0.02175713452688691,0.10967379302312287,-0.01432303671682455,0.12123552023392681,0.00046700939151295037,0.13394570536070224,0.0001098034289402726,0.1339236318935191,-0.016933104415111838,0.12113251082907536,-0.021038429436797762,0.11092745249679146,0.0002336265085038585,0.1325971252582261,-0.0143494813236562,0.12215831797633678,1.0,1.0,0.653591213942445,1.5143361508090059,-1.086207772082526,3.9520513932767267,-5.298019155854803,8.401465062805242,-5.3375108432529625,8.450024467805777,-0.8920399670804089,3.402690698202747,0.4212983970182646,1.8584101056756461,-5.220560862640765,8.085138897618487,-1.2505962085714195,3.681455458478979
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,genomic_control,A7,31155,5707,0.04480084153674658,1.0,0.4588271998312849,0.03231351031288019,6.999999999999999,-0.02627850585038486,6.999999999999999,49.99999999999999,1,0.9316408899674816,6.999999999999999,-0.025815103940824067,6.999999999999999,-0.024639285019050623,49.99999999999999,0.011518989873150693,49.99999999999999,0.012559960943014826,6.999999999999999,-0.024284065267088154,6.999999999999999,-0.024376385444018742,-0.02627850585038486,1.0,-0.025815103940824067,0.9823657436157465,-0.024639285019050623,0.937621231562135,-0.009078880604934596,0.3454869411763619,-0.0074792403823390145,0.2846143698169764,-0.024284065267088154,0.9241037296925504,-0.024376385444018742,0.927616873760033,-0.009454800554263584,0.35979216657499247,-0.02312237634479286,0.8798969194229977,-0.08658974564187613,0.03848605063855718,-0.08655445932110616,0.03664120728363234,-0.08416136576645114,0.03523128916352518,-0.06899613113059891,0.05348416091382776,-0.06853272377284289,0.05612102845227865,-0.08461552519454829,0.03807709770086987,-0.08425046182760888,0.03871084444055131,-0.06930898441897501,0.05280583453245871,-0.08247231076650398,0.0393886185682796,1.0,1.0,0.5231810793016627,1.2682484384287191,-0.22755392873261843,2.1512512374711847,-4.070083416367536,6.182536231630064,-4.810915450185593,7.2347349643241134,-0.04391235245140354,2.006828005702438,0.5150075773511839,1.8463842779648725,-4.670899128408848,6.089019556826732,-0.23716043277687487,2.4979975210618917
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,all_controls,A7,31155,5707,0.04480084153674658,1.0,0.4588271998312849,0.03231351031288019,49.99999999999999,0.03394412189598946,6.999999999999999,49.99999999999999,1,0.8469058100716237,49.99999999999999,0.03794408173697975,49.99999999999999,0.04411042340830017,20.50153441165395,0.041002353046115304,18.667446165650485,0.04135782543693097,49.99999999999999,0.04120621412033376,9.75804715976054,0.028463737792913394,0.03394412189598946,1.0,0.03794408173697975,1.1178395438611388,0.04411042340830017,1.2995010901581718,0.05089347985760114,1.4993311658951554,0.05071997521047934,1.494219687458522,0.04120621412033376,1.213942556728867,0.03874763724634831,1.1415124352038812,0.050549248226688166,1.4891900394884166,0.044530065392334395,1.3118638192728056,-0.022848505661575834,0.08725950646371365,-0.016941264524068078,0.08990735842430335,-0.00790533840783627,0.09601430818446557,-0.0018807515684621775,0.10705551506229816,-0.002971209000254117,0.10866702821179348,-0.013144702156225794,0.09447481127664278,-0.016082970642494844,0.09041012149901534,-0.0019282050633733048,0.10667986094360021,-0.00844284802228012,0.09663292997534269,1.0,1.0,-0.08601897733772412,1.988709267853575,-2.724020820639041,3.25625061588478,-5.117745806427359,6.265520082124973,-4.8745600092232255,6.234403786432281,-1.7604717145894866,2.475821897631888,-0.7992630476917507,2.177525712440507,-5.12538559000455,6.153003635433636,-2.743972321614212,3.0501999177736487
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,neg_probe_rate,A7,31155,5707,0.04480084153674658,1.0,0.4588271998312849,0.03231351031288019,49.99999999999999,0.03260997646154206,6.999999999999999,49.99999999999999,1,0.7651334728557537,49.99999999999999,0.03261005148094759,49.99999999999999,0.030273935430598118,49.99999999999999,0.02984761865817878,49.99999999999999,0.029838649219564927,49.99999999999999,0.030273876977618713,49.99999999999999,0.033011731057795334,0.03260997646154206,1.0,0.03261005148094759,1.0000023005047434,0.030273935430598118,0.9283642221054987,0.02984761865817878,0.915291021242502,0.029838649219564927,0.9150159692618778,0.030273876977618713,0.9283624296178692,0.033011731057795334,1.0123199903786215,0.029776008225559886,0.9130950542290529,0.030815023996165546,0.9449569530510592,-0.008380393618541286,0.08525448412681216,-0.008392308340379665,0.08525057952059932,-0.010315294241160603,0.08437642412409113,-0.010945067104313519,0.08674699583959222,-0.010836057349685069,0.0865248313950872,-0.010584405990520789,0.08437896183425782,-0.008156518113584012,0.08800880632720423,-0.011110564663806999,0.08635266085799864,-0.009440224119681399,0.08424671144129242,1.0,1.0,0.9522958974213155,1.0199290420700569,-0.006821275007376813,1.6785070972694447,-2.991099089727283,1.952266256456114,-2.9853704993140675,1.938328492950091,0.0004149565791369556,1.6833217762579524,-0.15616949440126543,1.5570578564305186,-2.9911038149520697,1.8473424445231825,-0.16164374379951568,1.5647985881205952
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,neg_control_probe,A7,2627,5707,0.04480084153674658,1.0,0.4588271998312849,0.03231351031288019,6.999999999999999,0.0573049881329858,6.999999999999999,49.99999999999999,1,0.5011013032477282,6.999999999999999,0.05726295046901839,6.999999999999999,0.07250793395225096,6.999999999999999,0.05704345543354786,6.999999999999999,0.05675923177052856,6.999999999999999,0.07254087542568585,6.999999999999999,0.05799650903971282,0.0573049881329858,1.0,0.05726295046901839,0.9992664222550774,0.07250793395225096,1.2652988215263945,0.05704345543354786,0.9954361268022426,0.05675923177052856,0.9904762852198709,0.07254087542568585,1.2658736663088148,0.05799650903971282,1.0120673771910087,0.057100081648423,0.9964242818777438,0.07253559266886268,1.26578147962498,-0.08649317882505439,0.2883124266982684,-0.08701277444683077,0.28755565511307696,-0.05149046169809645,0.2867704670107359,-0.07621514794918284,0.2661506887721957,-0.07514918600926057,0.2643920667583875,-0.050575304248693824,0.28731909021033675,-0.08346641038744164,0.2861406418212624,-0.07679238061570025,0.26901249464508326,-0.048667526068367724,0.28639258083214847,1.0,1.0,0.0,1.662952113425486,-12.274973974109352,9.868849578064228,-41.667161046298105,19.223489300628117,-21.273533637725354,13.66013557535025,-6.288555411230539,12.85329592944668,0.8550488747307419,1.1506782269742142,-41.45329219479163,19.116380446741413,-6.317947837566791,12.236854467992668
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,neg_control_codeword,A7,2627,5707,0.04480084153674658,1.0,0.4588271998312849,0.03231351031288019,49.99999999999999,-0.07372685253578634,6.999999999999999,49.99999999999999,1,0.8024193961516154,49.99999999999999,-0.07332690262432545,49.99999999999999,-0.03950132796502046,49.99999999999999,-0.10218875733854661,49.99999999999999,-0.10156926227291758,49.99999999999999,-0.03958035408917983,7.354047312576719,-0.05886119055674143,-0.07372685253578634,1.0,-0.07332690262432545,0.9945752477190484,-0.03950132796502046,0.5357793884642895,-0.10218875733854661,1.3860452986100977,-0.10156926227291758,1.3776427282531394,-0.03958035408917983,0.5368512655544041,-0.06977285464158965,0.9463696365950593,-0.10330171200745544,1.4011409473544763,-0.03922270660072465,0.5320002855362136,-0.27452794048439005,0.13231519604614636,-0.2780545483076121,0.1318337378122987,-0.24079325030776655,0.17765741844851252,-0.308836020768744,0.12386915753832645,-0.3084222402989513,0.12282470881558642,-0.23762170308783534,0.17695280425039195,-0.2766097679100473,0.14245974991771027,-0.310841481926344,0.12464976443359524,-0.24635617654796946,0.18529549628333997,1.0,1.0,0.8365595432989064,1.1091694798717997,-4.459371209661863,2.842478237633387,-2.7549282681123626,4.880768615605301,-2.480102571995201,6.106385763405175,-4.453024647081856,2.853362957771712,-0.2205391086387812,1.5289386669443599,-2.765171313081636,4.788172317414636,-5.422942297202288,3.0574250527428175
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,genomic_control,A7,2627,5707,0.04480084153674658,1.0,0.4588271998312849,0.03231351031288019,49.99999999999999,-0.16171077100415956,6.999999999999999,49.99999999999999,1,1.0582284845068781,49.99999999999999,-0.1386317374769692,49.99999999999999,-0.127853433675221,49.99999999999999,-0.13217123403529443,49.99999999999999,-0.13751144444243465,49.99999999999999,-0.14659378904944528,49.99999999999999,-0.15389223385744893,-0.16171077100415956,1.0,-0.1386317374769692,0.8572820265225455,-0.127853433675221,0.7906302893820989,-0.13217123403529443,0.8173310486034024,-0.13751144444243465,0.8503542688501408,-0.14659378904944528,0.9065183978726721,-0.15389223385744893,0.951651104634771,-0.13223346728144633,0.8177158915286168,-0.14160087653814335,0.8756428261324724,-0.40418196134150414,0.11479120584169929,-0.38297553079208,0.13536683024420038,-0.3686629389808284,0.1700729135111346,-0.39481716048139615,0.17905621458008658,-0.39748002581389597,0.19696156166594075,-0.38218775629648494,0.14915107727082325,-0.391208039648924,0.11224253570239187,-0.39671724309236,0.17668758236329604,-0.3655638879464084,0.14993975431638626,1.0,1.0,-0.8235697460734802,1.7835634437301588,-2.34940405977929,2.5823066262265044,-4.488027969277428,2.877846044608679,-4.289841911914244,2.9096876706846775,-0.0918470048124459,2.445853585529153,0.6100361564686492,1.5433755287010085,-4.440261934274248,2.891427282324208,-0.2745089666684784,2.3340252913930932
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,all_controls,A7,2627,5707,0.04480084153674658,1.0,0.4588271998312849,0.03231351031288019,49.99999999999999,-0.15425854389073224,6.999999999999999,49.99999999999999,1,0.8992565161437477,49.99999999999999,-0.15024583978880565,49.99999999999999,-0.11466945408959504,49.99999999999999,-0.15499731897837202,49.99999999999999,-0.15616685947439765,49.99999999999999,-0.11708464645948487,49.99999999999999,-0.14535209605013583,-0.15425854389073224,1.0,-0.15024583978880565,0.973987151695345,-0.11466945408959504,0.7433588519467693,-0.15499731897837202,1.0047892004488457,-0.15616685947439765,1.0123708906847788,-0.11708464645948487,0.7590156337947855,-0.14535209605013583,0.9422628554895136,-0.15596938107073968,1.0110907126234725,-0.11299048412673417,0.7324747224813041,-0.34145485440328915,0.04978547200925794,-0.34409909089302315,0.06729848405422995,-0.3167545766886851,0.11935061383357065,-0.3563212522506623,0.0868318928535842,-0.35556384464921614,0.08171622786418441,-0.3172165782054853,0.10657005100442742,-0.32014948948207006,0.05164391877376639,-0.3565918657406516,0.08402467411358633,-0.3004397438989598,0.1093987572242935,1.0,1.0,0.4736453035908447,1.3491273683114309,-1.3179674615902206,2.8435479196948763,-0.683496493912173,2.3532142486755006,-0.42781134446726365,2.198849247936094,-0.8062869401154036,2.4377429042629304,0.495105554896639,1.3259561951787018,-0.6004238418645214,2.350746033904551,-1.061526541215748,2.434302347800144
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,neg_probe_rate,A7,2627,5707,0.04480084153674658,1.0,0.4588271998312849,0.03231351031288019,6.999999999999999,0.016058666076440572,6.999999999999999,49.99999999999999,1,0.1647347237530992,6.999999999999999,0.016063005329342715,6.999999999999999,0.021424078143668854,6.999999999999999,0.016319436630585174,6.999999999999999,0.016260739856807583,6.999999999999999,0.02143099536376579,6.999999999999999,0.01633751933629772,0.016058666076440572,1.0,0.016063005329342715,1.0002702125370493,0.021424078143668854,1.3341131848491325,0.016319436630585174,1.0162386186314176,0.016260739856807583,1.012583472338557,0.02143099536376579,1.3345439317159027,0.01633751933629772,1.0173646589654324,0.016330372344939385,1.0169196038578465,0.02145177610896365,1.3358379834820295,-0.030516025618229733,0.09979674977376242,-0.030621151466032472,0.09990323953996078,-0.01871473618393317,0.09789236207350845,-0.024916068417962716,0.08966849361871143,-0.025177608411730362,0.08926074199138695,-0.01882778459511686,0.09779459269004158,-0.02918428375965641,0.09864970366889708,-0.02476898989664796,0.08916242087991853,-0.01824613533956615,0.09703501498768224,1.0,1.0,0.0,3.0000385804562573,-20.743710819268234,15.823807112964271,-40.54013902898513,35.41636229422351,-18.61392496981292,25.121965337811126,-10.403654145757582,14.467459851486602,0.8220825979853835,1.3460110718853284,-40.64833598809192,35.533407392313926,-10.6956271314025,14.346748428692326
