section,arm,gene,role,cell_type,n,pct_pos,mean_counts,pct_pos_senders,pct_pos_nonsenders,enrich,on_panel
7260_liver_sbr_Male_26-U1,SBR,Tgfbr2,receptor,Biliary/ductular,29122,16.431,0.1939,19.896,16.312,1.22,True
7260_liver_sbr_Male_26-U1,SBR,Tgfbr2,receptor,Central venous LSECs,1833,45.172,0.713,45.833,45.154,1.015,True
7260_liver_sbr_Male_26-U1,SBR,Tgfbr2,receptor,DC,5798,27.285,0.3646,38.372,26.769,1.433,True
7260_liver_sbr_Male_26-U1,SBR,Tgfbr2,receptor,Hepatic stellate cells,30553,30.439,0.4162,36.721,30.283,1.213,True
7260_liver_sbr_Male_26-U1,SBR,Tgfbr2,receptor,Hepatocytes,56062,27.423,0.3968,42.942,25.61,1.677,True
7260_liver_sbr_Male_26-U1,SBR,Tgfbr2,receptor,Inflammatory macs,14588,31.526,0.4366,37.695,31.242,1.207,True
7260_liver_sbr_Male_26-U1,SBR,Tgfbr2,receptor,Kupffer cells,4519,28.148,0.3751,39.487,27.636,1.429,True
7260_liver_sbr_Male_26-U1,SBR,Tgfbr2,receptor,LSECs,21797,29.059,0.3869,33.066,28.892,1.144,True
7260_liver_sbr_Male_26-U1,SBR,Tgfbr2,receptor,Proliferating,3560,35.112,0.5039,42.063,29.315,1.435,True
7260_liver_sbr_Male_26-U1,SBR,Tgfbr2,receptor,T/NK cells,5654,31.217,0.4208,42.286,30.863,1.37,True
7260_liver_sbr_Male_26-U1,SBR,Tgfbr2,receptor,vSMCs,5263,40.528,0.6219,50.467,40.322,1.252,True
7260_liver_sbr_Male_26-U1,SBR,Thbs1,ligand,B-cells,1920,5.312,0.088,3.774,5.356,0.705,True
7260_liver_sbr_Male_26-U1,SBR,Thbs1,ligand,Biliary/ductular,29122,12.836,0.2374,21.036,12.555,1.676,True
7260_liver_sbr_Male_26-U1,SBR,Thbs1,ligand,Central venous LSECs,1833,2.728,0.0387,4.167,2.689,1.549,True
7260_liver_sbr_Male_26-U1,SBR,Thbs1,ligand,DC,5798,16.799,0.338,22.868,16.516,1.385,True
7260_liver_sbr_Male_26-U1,SBR,Thbs1,ligand,Hepatic stellate cells,30553,17.154,0.4277,27.507,16.898,1.628,True
7260_liver_sbr_Male_26-U1,SBR,Thbs1,ligand,Hepatocytes,56062,2.727,0.0364,4.739,2.492,1.902,True
7260_liver_sbr_Male_26-U1,SBR,Thbs1,ligand,Inflammatory macs,14588,11.475,0.2115,18.692,11.143,1.677,True
7260_liver_sbr_Male_26-U1,SBR,Thbs1,ligand,Kupffer cells,4519,2.301,0.0305,1.538,2.336,0.659,True
7260_liver_sbr_Male_26-U1,SBR,Thbs1,ligand,LSECs,21797,2.844,0.0441,4.577,2.772,1.651,True
7260_liver_sbr_Male_26-U1,SBR,Thbs1,ligand,Proliferating,3560,5.899,0.0865,6.671,5.255,1.269,True
7260_liver_sbr_Male_26-U1,SBR,Thbs1,ligand,T/NK cells,5654,10.276,0.2036,12.0,10.221,1.174,True
7260_liver_sbr_Male_26-U1,SBR,Thbs1,ligand,vSMCs,5263,32.833,0.8128,31.776,32.855,0.967,True
7260_liver_sbr_Male_26-U1,SBR,Timp1,ligand,B-cells,1920,2.604,0.0339,5.66,2.517,2.248,True
7260_liver_sbr_Male_26-U1,SBR,Timp1,ligand,Biliary/ductular,29122,2.431,0.0273,3.316,2.401,1.381,True
7260_liver_sbr_Male_26-U1,SBR,Timp1,ligand,Central venous LSECs,1833,5.783,0.0666,14.583,5.546,2.629,True
7260_liver_sbr_Male_26-U1,SBR,Timp1,ligand,DC,5798,7.175,0.1004,11.24,6.986,1.609,True
7260_liver_sbr_Male_26-U1,SBR,Timp1,ligand,Hepatic stellate cells,30553,6.638,0.0973,12.602,6.49,1.942,True
7260_liver_sbr_Male_26-U1,SBR,Timp1,ligand,Hepatocytes,56062,1.02,0.0119,1.79,0.93,1.924,True
7260_liver_sbr_Male_26-U1,SBR,Timp1,ligand,Inflammatory macs,14588,5.436,0.0739,6.542,5.385,1.215,True
7260_liver_sbr_Male_26-U1,SBR,Timp1,ligand,Kupffer cells,4519,0.664,0.0073,1.026,0.648,1.584,True
7260_liver_sbr_Male_26-U1,SBR,Timp1,ligand,LSECs,21797,1.271,0.0152,2.632,1.214,2.168,True
7260_liver_sbr_Male_26-U1,SBR,Timp1,ligand,Proliferating,3560,2.275,0.027,2.347,2.215,1.059,True
7260_liver_sbr_Male_26-U1,SBR,Timp1,ligand,T/NK cells,5654,5.129,0.0697,6.286,5.092,1.234,True
7260_liver_sbr_Male_26-U1,SBR,Timp1,ligand,vSMCs,5263,5.909,0.0766,2.804,5.974,0.469,True
7260_liver_sbr_Male_26-U1,SBR,Tnf,ligand,B-cells,1920,0.885,0.0094,1.887,0.857,2.202,True
7260_liver_sbr_Male_26-U1,SBR,Tnf,ligand,Biliary/ductular,29122,1.051,0.0117,1.865,1.023,1.824,True
7260_liver_sbr_Male_26-U1,SBR,Tnf,ligand,Central venous LSECs,1833,0.273,0.0027,0.0,0.28,0.0,True
7260_liver_sbr_Male_26-U1,SBR,Tnf,ligand,DC,5798,2.794,0.0388,8.14,2.545,3.198,True
7260_liver_sbr_Male_26-U1,SBR,Tnf,ligand,Hepatic stellate cells,30553,0.416,0.0045,1.084,0.399,2.716,True
7260_liver_sbr_Male_26-U1,SBR,Tnf,ligand,Hepatocytes,56062,0.2,0.0021,0.375,0.179,2.092,True
7260_liver_sbr_Male_26-U1,SBR,Tnf,ligand,Inflammatory macs,14588,4.511,0.0557,9.502,4.281,2.22,True
7260_liver_sbr_Male_26-U1,SBR,Tnf,ligand,Kupffer cells,4519,2.633,0.0321,2.564,2.636,0.973,True
7260_liver_sbr_Male_26-U1,SBR,Tnf,ligand,LSECs,21797,0.376,0.0043,0.686,0.363,1.89,True
7260_liver_sbr_Male_26-U1,SBR,Tnf,ligand,Proliferating,3560,0.758,0.0079,1.112,0.464,2.398,True
7260_liver_sbr_Male_26-U1,SBR,Tnf,ligand,T/NK cells,5654,3.024,0.0352,6.857,2.902,2.363,True
7260_liver_sbr_Male_26-U1,SBR,Tnf,ligand,vSMCs,5263,0.304,0.0032,0.0,0.31,0.0,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1a,receptor,B-cells,1920,23.594,0.326,39.623,23.139,1.712,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1a,receptor,Biliary/ductular,29122,22.749,0.2756,27.565,22.584,1.221,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1a,receptor,Central venous LSECs,1833,41.571,0.6143,39.583,41.625,0.951,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1a,receptor,DC,5798,28.751,0.3912,34.496,28.484,1.211,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1a,receptor,Hepatic stellate cells,30553,37.044,0.5179,46.206,36.817,1.255,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1a,receptor,Hepatocytes,56062,45.535,0.8023,66.502,43.085,1.544,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1a,receptor,Inflammatory macs,14588,34.357,0.4722,44.548,33.888,1.315,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1a,receptor,Kupffer cells,4519,37.619,0.5448,45.128,37.28,1.211,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1a,receptor,LSECs,21797,41.57,0.6102,51.487,41.156,1.251,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1a,receptor,Proliferating,3560,57.781,1.159,67.14,49.974,1.343,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1a,receptor,T/NK cells,5654,24.567,0.3184,33.143,24.293,1.364,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1a,receptor,vSMCs,5263,30.819,0.4142,42.991,30.566,1.406,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1b,receptor,B-cells,1920,14.688,0.1771,16.981,14.622,1.161,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1b,receptor,Biliary/ductular,29122,7.602,0.0847,9.43,7.54,1.251,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1b,receptor,Central venous LSECs,1833,12.057,0.1402,20.833,11.821,1.762,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1b,receptor,DC,5798,25.871,0.3907,44.186,25.018,1.766,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1b,receptor,Hepatic stellate cells,30553,25.421,0.3252,32.249,25.252,1.277,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1b,receptor,Hepatocytes,56062,22.07,0.2904,34.163,20.657,1.654,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1b,receptor,Inflammatory macs,14588,40.314,0.6345,50.156,39.861,1.258,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1b,receptor,Kupffer cells,4519,34.3,0.4986,51.795,33.511,1.546,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1b,receptor,LSECs,21797,6.079,0.0706,8.009,5.998,1.335,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1b,receptor,Proliferating,3560,26.489,0.3702,32.798,21.226,1.545,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1b,receptor,T/NK cells,5654,25.15,0.3314,30.857,24.968,1.236,True
7260_liver_sbr_Male_26-U1,SBR,Tnfrsf1b,receptor,vSMCs,5263,15.067,0.1837,19.626,14.973,1.311,True
7239_liver_sbr_Male_52-U1,SBR,Ackr3,receptor,B-cells,911,0.549,0.0077,0.0,0.579,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Ackr3,receptor,Biliary/ductular,16735,0.418,0.0044,0.619,0.399,1.549,True
7239_liver_sbr_Male_52-U1,SBR,Ackr3,receptor,Central venous LSECs,661,6.505,0.0923,15.152,5.546,2.732,True
7239_liver_sbr_Male_52-U1,SBR,Ackr3,receptor,DC,2035,0.491,0.0049,0.565,0.484,1.166,True
7239_liver_sbr_Male_52-U1,SBR,Ackr3,receptor,Hepatic stellate cells,8676,1.614,0.0174,2.258,1.552,1.454,True
7239_liver_sbr_Male_52-U1,SBR,Ackr3,receptor,Hepatocytes,27239,0.323,0.0034,0.416,0.247,1.682,True
7239_liver_sbr_Male_52-U1,SBR,Ackr3,receptor,Kupffer cells,6812,0.308,0.0031,0.146,0.326,0.449,True
7239_liver_sbr_Male_52-U1,SBR,Ackr3,receptor,LSECs,7637,0.759,0.009,1.314,0.677,1.942,True
7239_liver_sbr_Male_52-U1,SBR,Ackr3,receptor,Proliferating,693,1.01,0.0101,0.796,1.266,0.629,True
7239_liver_sbr_Male_52-U1,SBR,Ackr3,receptor,T/NK cells,2267,0.221,0.0022,0.568,0.191,2.97,True
7239_liver_sbr_Male_52-U1,SBR,Ackr3,receptor,vSMCs,1671,5.566,0.067,10.0,5.191,1.926,True
7239_liver_sbr_Male_52-U1,SBR,Ccl2,ligand,B-cells,911,2.086,0.0263,2.128,2.083,1.021,True
7239_liver_sbr_Male_52-U1,SBR,Ccl2,ligand,Biliary/ductular,16735,3.866,0.0994,3.986,3.855,1.034,True
7239_liver_sbr_Male_52-U1,SBR,Ccl2,ligand,Central venous LSECs,661,0.605,0.0061,0.0,0.672,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Ccl2,ligand,DC,2035,4.717,0.1101,7.345,4.467,1.644,True
7239_liver_sbr_Male_52-U1,SBR,Ccl2,ligand,Hepatic stellate cells,8676,4.08,0.1011,4.25,4.064,1.046,True
7239_liver_sbr_Male_52-U1,SBR,Ccl2,ligand,Hepatocytes,27239,2.14,0.0315,2.714,1.67,1.625,True
7239_liver_sbr_Male_52-U1,SBR,Ccl2,ligand,Kupffer cells,6812,5.931,0.1064,8.931,5.596,1.596,True
7239_liver_sbr_Male_52-U1,SBR,Ccl2,ligand,LSECs,7637,1.48,0.0262,2.73,1.294,2.11,True
7239_liver_sbr_Male_52-U1,SBR,Ccl2,ligand,Proliferating,693,2.886,0.0418,3.183,2.532,1.257,True
7239_liver_sbr_Male_52-U1,SBR,Ccl2,ligand,T/NK cells,2267,2.955,0.0534,5.114,2.774,1.844,True
7239_liver_sbr_Male_52-U1,SBR,Ccl2,ligand,vSMCs,1671,1.197,0.018,1.538,1.168,1.317,True
7239_liver_sbr_Male_52-U1,SBR,Ccr2,receptor,B-cells,911,3.842,0.0483,6.383,3.704,1.723,True
7239_liver_sbr_Male_52-U1,SBR,Ccr2,receptor,Biliary/ductular,16735,0.938,0.0114,1.031,0.929,1.109,True
7239_liver_sbr_Male_52-U1,SBR,Ccr2,receptor,Central venous LSECs,661,0.908,0.0106,1.515,0.84,1.803,True
7239_liver_sbr_Male_52-U1,SBR,Ccr2,receptor,DC,2035,28.796,0.4447,33.898,28.31,1.197,True
7239_liver_sbr_Male_52-U1,SBR,Ccr2,receptor,Hepatic stellate cells,8676,1.176,0.013,1.726,1.123,1.537,True
7239_liver_sbr_Male_52-U1,SBR,Ccr2,receptor,Hepatocytes,27239,0.698,0.0074,0.905,0.528,1.715,True
7239_liver_sbr_Male_52-U1,SBR,Ccr2,receptor,Kupffer cells,6812,9.248,0.1356,9.956,9.17,1.086,True
7239_liver_sbr_Male_52-U1,SBR,Ccr2,receptor,LSECs,7637,0.602,0.0069,0.607,0.602,1.008,True
7239_liver_sbr_Male_52-U1,SBR,Ccr2,receptor,Proliferating,693,0.722,0.0087,0.265,1.266,0.21,True
7239_liver_sbr_Male_52-U1,SBR,Ccr2,receptor,T/NK cells,2267,14.468,0.1809,14.773,14.443,1.023,True
7239_liver_sbr_Male_52-U1,SBR,Ccr2,receptor,vSMCs,1671,1.197,0.0144,1.538,1.168,1.317,True
7239_liver_sbr_Male_52-U1,SBR,Cd47,receptor,B-cells,911,55.214,0.921,57.447,55.093,1.043,True
7239_liver_sbr_Male_52-U1,SBR,Cd47,receptor,Biliary/ductular,16735,49.68,0.7656,55.601,49.116,1.132,True
7239_liver_sbr_Male_52-U1,SBR,Cd47,receptor,Central venous LSECs,661,48.714,0.7912,60.606,47.395,1.279,True
7239_liver_sbr_Male_52-U1,SBR,Cd47,receptor,DC,2035,62.998,1.1808,75.141,61.841,1.215,True
7239_liver_sbr_Male_52-U1,SBR,Cd47,receptor,Hepatic stellate cells,8676,40.456,0.5974,51.394,39.417,1.304,True
7239_liver_sbr_Male_52-U1,SBR,Cd47,receptor,Hepatocytes,27239,65.917,1.4234,75.261,58.259,1.292,True
7239_liver_sbr_Male_52-U1,SBR,Cd47,receptor,Kupffer cells,6812,58.72,1.1041,72.182,57.22,1.261,True
7239_liver_sbr_Male_52-U1,SBR,Cd47,receptor,LSECs,7637,66.269,1.2796,72.396,65.358,1.108,True
7239_liver_sbr_Male_52-U1,SBR,Cd47,receptor,Proliferating,693,68.543,1.6421,75.332,60.443,1.246,True
7239_liver_sbr_Male_52-U1,SBR,Cd47,receptor,T/NK cells,2267,53.683,0.8756,64.205,52.798,1.216,True
7239_liver_sbr_Male_52-U1,SBR,Cd47,receptor,vSMCs,1671,42.13,0.6098,49.231,41.531,1.185,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl1,ligand,B-cells,911,0.22,0.0022,0.0,0.231,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl1,ligand,Biliary/ductular,16735,4.631,0.0712,7.216,4.385,1.646,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl1,ligand,Central venous LSECs,661,0.454,0.0045,0.0,0.504,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl1,ligand,DC,2035,0.934,0.0113,2.825,0.753,3.749,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl1,ligand,Hepatic stellate cells,8676,0.841,0.0115,1.859,0.745,2.497,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl1,ligand,Hepatocytes,27239,5.356,0.0836,7.1,3.928,1.808,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl1,ligand,Kupffer cells,6812,0.822,0.0092,1.903,0.702,2.713,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl1,ligand,LSECs,7637,0.799,0.0085,1.416,0.707,2.002,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl1,ligand,Proliferating,693,7.504,0.1255,10.61,3.797,2.794,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl1,ligand,T/NK cells,2267,0.882,0.0097,0.568,0.909,0.625,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl1,ligand,vSMCs,1671,0.539,0.006,0.769,0.519,1.482,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl12,ligand,B-cells,911,50.823,1.3085,68.085,49.884,1.365,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl12,ligand,Biliary/ductular,16735,52.8,1.2044,57.663,52.336,1.102,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl12,ligand,Central venous LSECs,661,57.489,1.7337,46.97,58.655,0.801,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl12,ligand,DC,2035,57.101,1.5214,57.062,57.104,0.999,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl12,ligand,Hepatic stellate cells,8676,93.004,4.9185,95.352,92.781,1.028,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl12,ligand,Hepatocytes,27239,73.351,2.6492,82.833,65.58,1.263,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl12,ligand,Kupffer cells,6812,57.369,1.5057,59.59,57.122,1.043,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl12,ligand,LSECs,7637,49.378,1.119,53.286,48.797,1.092,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl12,ligand,Proliferating,693,72.727,2.6205,83.024,60.443,1.374,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl12,ligand,T/NK cells,2267,53.948,1.4433,59.659,53.467,1.116,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl12,ligand,vSMCs,1671,68.043,3.0102,68.462,68.008,1.007,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl2,ligand,B-cells,911,0.329,0.0033,0.0,0.347,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl2,ligand,Biliary/ductular,16735,0.221,0.0027,0.275,0.216,1.273,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl2,ligand,Central venous LSECs,661,0.0,0.0,0.0,0.0,,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl2,ligand,DC,2035,0.197,0.002,0.565,0.161,3.499,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl2,ligand,Hepatic stellate cells,8676,0.058,0.0006,0.133,0.05,2.63,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl2,ligand,Hepatocytes,27239,0.055,0.0006,0.073,0.04,1.83,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl2,ligand,Kupffer cells,6812,0.587,0.0097,0.878,0.555,1.584,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl2,ligand,LSECs,7637,0.079,0.0013,0.202,0.06,3.361,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl2,ligand,Proliferating,693,0.0,0.0,0.0,0.0,,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl2,ligand,T/NK cells,2267,0.485,0.0057,1.136,0.43,2.64,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl2,ligand,vSMCs,1671,0.0,0.0,0.0,0.0,,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl5,ligand,B-cells,911,0.329,0.0033,0.0,0.347,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl5,ligand,Biliary/ductular,16735,10.128,0.2691,12.302,9.921,1.24,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl5,ligand,Central venous LSECs,661,0.151,0.0015,0.0,0.168,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl5,ligand,DC,2035,1.966,0.028,1.695,1.991,0.851,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl5,ligand,Hepatic stellate cells,8676,1.083,0.0123,1.062,1.085,0.979,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl5,ligand,Hepatocytes,27239,1.388,0.0187,1.761,1.082,1.627,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl5,ligand,Kupffer cells,6812,1.336,0.0181,1.464,1.322,1.108,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl5,ligand,LSECs,7637,0.563,0.0086,0.607,0.557,1.09,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl5,ligand,Proliferating,693,4.473,0.1039,3.979,5.063,0.786,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl5,ligand,T/NK cells,2267,1.897,0.0326,2.273,1.865,1.219,True
7239_liver_sbr_Male_52-U1,SBR,Cxcl5,ligand,vSMCs,1671,0.778,0.009,1.538,0.714,2.155,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr2,receptor,B-cells,911,1.207,0.0198,2.128,1.157,1.838,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr2,receptor,Biliary/ductular,16735,0.388,0.0046,0.481,0.38,1.267,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr2,receptor,Central venous LSECs,661,0.0,0.0,0.0,0.0,,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr2,receptor,DC,2035,1.278,0.0201,1.13,1.292,0.875,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr2,receptor,Hepatic stellate cells,8676,0.415,0.0048,0.398,0.417,0.957,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr2,receptor,Hepatocytes,27239,0.547,0.0065,0.717,0.407,1.76,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr2,receptor,Kupffer cells,6812,0.719,0.0088,1.318,0.653,2.019,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr2,receptor,LSECs,7637,0.196,0.0027,0.202,0.196,1.034,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr2,receptor,Proliferating,693,0.866,0.0087,0.796,0.949,0.838,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr2,receptor,T/NK cells,2267,0.838,0.0115,0.0,0.909,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr2,receptor,vSMCs,1671,0.479,0.009,2.308,0.324,7.112,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr4,receptor,B-cells,911,55.873,1.1328,46.809,56.366,0.83,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr4,receptor,Biliary/ductular,16735,3.113,0.0356,3.368,3.089,1.09,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr4,receptor,Central venous LSECs,661,4.085,0.059,3.03,4.202,0.721,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr4,receptor,DC,2035,34.447,0.5381,42.373,33.692,1.258,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr4,receptor,Hepatic stellate cells,8676,4.587,0.0541,5.71,4.481,1.274,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr4,receptor,Hepatocytes,27239,4.31,0.0492,4.915,3.814,1.289,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr4,receptor,Kupffer cells,6812,34.336,0.5708,39.678,33.741,1.176,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr4,receptor,LSECs,7637,2.291,0.0258,2.629,2.241,1.173,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr4,receptor,Proliferating,693,6.061,0.0722,8.223,3.481,2.362,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr4,receptor,T/NK cells,2267,32.201,0.4804,36.932,31.803,1.161,True
7239_liver_sbr_Male_52-U1,SBR,Cxcr4,receptor,vSMCs,1671,10.353,0.1544,13.077,10.123,1.292,True
7239_liver_sbr_Male_52-U1,SBR,Dpp4,receptor,B-cells,911,15.477,0.1822,23.404,15.046,1.555,True
7239_liver_sbr_Male_52-U1,SBR,Dpp4,receptor,Biliary/ductular,16735,11.485,0.1297,14.502,11.198,1.295,True
7239_liver_sbr_Male_52-U1,SBR,Dpp4,receptor,Central venous LSECs,661,18.154,0.233,21.212,17.815,1.191,True
7239_liver_sbr_Male_52-U1,SBR,Dpp4,receptor,DC,2035,32.236,0.4428,38.983,31.593,1.234,True
7239_liver_sbr_Male_52-U1,SBR,Dpp4,receptor,Hepatic stellate cells,8676,9.186,0.1071,15.405,8.595,1.792,True
7239_liver_sbr_Male_52-U1,SBR,Dpp4,receptor,Hepatocytes,27239,39.855,0.6357,48.867,32.469,1.505,True
7239_liver_sbr_Male_52-U1,SBR,Dpp4,receptor,Kupffer cells,6812,8.294,0.0984,13.177,7.75,1.7,True
7239_liver_sbr_Male_52-U1,SBR,Dpp4,receptor,LSECs,7637,52.246,0.8825,58.241,51.354,1.134,True
7239_liver_sbr_Male_52-U1,SBR,Dpp4,receptor,Proliferating,693,41.27,0.7215,49.072,31.962,1.535,True
7239_liver_sbr_Male_52-U1,SBR,Dpp4,receptor,T/NK cells,2267,12.351,0.1473,20.455,11.669,1.753,True
7239_liver_sbr_Male_52-U1,SBR,Dpp4,receptor,vSMCs,1671,6.044,0.07,8.462,5.84,1.449,True
7239_liver_sbr_Male_52-U1,SBR,Gdf15,ligand,B-cells,911,0.549,0.0055,2.128,0.463,4.596,True
7239_liver_sbr_Male_52-U1,SBR,Gdf15,ligand,Biliary/ductular,16735,0.424,0.0045,0.893,0.38,2.354,True
7239_liver_sbr_Male_52-U1,SBR,Gdf15,ligand,Central venous LSECs,661,0.756,0.0076,1.515,0.672,2.254,True
7239_liver_sbr_Male_52-U1,SBR,Gdf15,ligand,DC,2035,0.344,0.0039,1.695,0.215,7.873,True
7239_liver_sbr_Male_52-U1,SBR,Gdf15,ligand,Hepatic stellate cells,8676,0.403,0.0041,1.062,0.341,3.118,True
7239_liver_sbr_Male_52-U1,SBR,Gdf15,ligand,Hepatocytes,27239,7.559,0.0872,11.412,4.402,2.593,True
7239_liver_sbr_Male_52-U1,SBR,Gdf15,ligand,Kupffer cells,6812,0.969,0.011,2.05,0.848,2.416,True
7239_liver_sbr_Male_52-U1,SBR,Gdf15,ligand,LSECs,7637,0.38,0.0038,0.809,0.316,2.561,True
7239_liver_sbr_Male_52-U1,SBR,Gdf15,ligand,Proliferating,693,5.483,0.0635,8.488,1.899,4.47,True
7239_liver_sbr_Male_52-U1,SBR,Gdf15,ligand,T/NK cells,2267,0.441,0.0044,1.136,0.383,2.97,True
7239_liver_sbr_Male_52-U1,SBR,Gdf15,ligand,vSMCs,1671,0.239,0.0024,0.0,0.26,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Igfbp3,ligand,B-cells,911,9.221,0.1493,6.383,9.375,0.681,True
7239_liver_sbr_Male_52-U1,SBR,Igfbp3,ligand,Biliary/ductular,16735,4.625,0.0688,4.261,4.66,0.914,True
7239_liver_sbr_Male_52-U1,SBR,Igfbp3,ligand,Central venous LSECs,661,19.97,0.4206,21.212,19.832,1.07,True
7239_liver_sbr_Male_52-U1,SBR,Igfbp3,ligand,DC,2035,15.676,0.3946,10.734,16.146,0.665,True
7239_liver_sbr_Male_52-U1,SBR,Igfbp3,ligand,Hepatic stellate cells,8676,21.669,0.4584,22.842,21.557,1.06,True
7239_liver_sbr_Male_52-U1,SBR,Igfbp3,ligand,Hepatocytes,27239,4.229,0.0563,4.589,3.934,1.166,True
7239_liver_sbr_Male_52-U1,SBR,Igfbp3,ligand,Kupffer cells,6812,9.498,0.1643,9.078,9.545,0.951,True
7239_liver_sbr_Male_52-U1,SBR,Igfbp3,ligand,LSECs,7637,3.496,0.0461,4.55,3.339,1.363,True
7239_liver_sbr_Male_52-U1,SBR,Igfbp3,ligand,Proliferating,693,4.762,0.1241,4.509,5.063,0.891,True
