section,arm,gene,role,cell_type,n,pct_pos,mean_counts,pct_pos_senders,pct_pos_nonsenders,enrich,on_panel
7361_liver_sbr_Male_2-U1,SBR,Cd47,receptor,DC,4751,57.84,1.013,69.321,56.707,1.222,True
7361_liver_sbr_Male_2-U1,SBR,Cd47,receptor,Hepatic stellate cells,11749,47.213,0.7391,54.802,46.049,1.19,True
7361_liver_sbr_Male_2-U1,SBR,Cd47,receptor,Hepatocytes,81414,37.554,0.552,46.044,34.672,1.328,True
7361_liver_sbr_Male_2-U1,SBR,Cd47,receptor,Inflammatory macs,14315,59.001,1.0884,66.793,57.658,1.158,True
7361_liver_sbr_Male_2-U1,SBR,Cd47,receptor,Kupffer cells,12845,61.868,1.1571,67.461,61.028,1.105,True
7361_liver_sbr_Male_2-U1,SBR,Cd47,receptor,LSECs,22448,56.669,0.9582,61.93,55.546,1.115,True
7361_liver_sbr_Male_2-U1,SBR,Cd47,receptor,Proliferating,4319,51.262,0.8458,55.311,49.114,1.126,True
7361_liver_sbr_Male_2-U1,SBR,Cd47,receptor,T/NK cells,3725,51.141,0.829,56.906,50.52,1.126,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl1,ligand,B-cells,377,0.531,0.0053,0.0,0.595,0.0,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl1,ligand,Biliary/ductular,4376,0.846,0.0091,0.0,0.877,0.0,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl1,ligand,Central venous LSECs,1260,0.952,0.0095,1.709,0.875,1.954,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl1,ligand,DC,4751,0.61,0.0086,2.342,0.439,5.33,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl1,ligand,Hepatic stellate cells,11749,1.958,0.0306,3.393,1.738,1.953,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl1,ligand,Hepatocytes,81414,1.46,0.0178,2.08,1.25,1.663,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl1,ligand,Inflammatory macs,14315,1.313,0.0175,2.423,1.122,2.159,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl1,ligand,Kupffer cells,12845,0.693,0.0079,1.073,0.636,1.687,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl1,ligand,LSECs,22448,1.363,0.0164,2.584,1.103,2.343,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl1,ligand,Proliferating,4319,2.616,0.0294,3.941,1.914,2.06,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl1,ligand,T/NK cells,3725,0.752,0.0105,1.381,0.684,2.02,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl12,ligand,B-cells,377,47.745,0.9231,48.78,47.619,1.024,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl12,ligand,Biliary/ductular,4376,37.477,0.6165,44.586,37.213,1.198,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl12,ligand,Central venous LSECs,1260,43.254,0.7675,52.137,42.345,1.231,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl12,ligand,DC,4751,42.581,0.7901,44.965,42.345,1.062,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl12,ligand,Hepatic stellate cells,11749,90.246,3.8998,91.485,90.056,1.016,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl12,ligand,Hepatocytes,81414,48.132,0.9577,52.545,46.634,1.127,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl12,ligand,Inflammatory macs,14315,32.896,0.535,37.53,32.097,1.169,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl12,ligand,Kupffer cells,12845,48.766,0.9735,51.967,48.285,1.076,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl12,ligand,LSECs,22448,37.037,0.6211,39.159,36.584,1.07,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl12,ligand,Proliferating,4319,63.302,1.4911,67.535,61.056,1.106,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl12,ligand,T/NK cells,3725,41.45,0.7723,46.685,40.886,1.142,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl2,ligand,B-cells,377,0.796,0.008,2.439,0.595,4.098,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl2,ligand,Biliary/ductular,4376,0.046,0.0005,0.0,0.047,0.0,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl2,ligand,Central venous LSECs,1260,0.159,0.0016,0.0,0.175,0.0,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl2,ligand,DC,4751,0.526,0.0053,0.703,0.509,1.381,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl2,ligand,Hepatic stellate cells,11749,0.494,0.0057,0.832,0.442,1.884,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl2,ligand,Hepatocytes,81414,0.117,0.0012,0.155,0.104,1.497,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl2,ligand,Inflammatory macs,14315,3.64,0.0504,6.508,3.145,2.069,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl2,ligand,Kupffer cells,12845,0.654,0.0076,1.371,0.546,2.509,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl2,ligand,LSECs,22448,0.33,0.0037,0.684,0.254,2.692,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl2,ligand,Proliferating,4319,0.301,0.0035,0.468,0.213,2.199,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl2,ligand,T/NK cells,3725,0.456,0.0048,0.829,0.416,1.991,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl5,ligand,B-cells,377,0.0,0.0,0.0,0.0,,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl5,ligand,Biliary/ductular,4376,0.388,0.0039,0.0,0.403,0.0,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl5,ligand,Central venous LSECs,1260,0.556,0.0056,1.709,0.437,3.908,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl5,ligand,DC,4751,0.21,0.0021,0.703,0.162,4.34,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl5,ligand,Hepatic stellate cells,11749,0.255,0.0026,0.192,0.265,0.725,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl5,ligand,Hepatocytes,81414,0.208,0.0022,0.339,0.163,2.084,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl5,ligand,Inflammatory macs,14315,0.182,0.0018,0.428,0.139,3.071,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl5,ligand,Kupffer cells,12845,0.187,0.0019,0.238,0.179,1.331,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl5,ligand,LSECs,22448,0.138,0.0014,0.203,0.124,1.63,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl5,ligand,Proliferating,4319,0.301,0.003,0.334,0.283,1.178,True
7361_liver_sbr_Male_2-U1,SBR,Cxcl5,ligand,T/NK cells,3725,0.215,0.0021,0.276,0.208,1.327,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr2,receptor,B-cells,377,0.265,0.0053,0.0,0.298,0.0,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr2,receptor,Biliary/ductular,4376,0.046,0.0005,0.0,0.047,0.0,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr2,receptor,Central venous LSECs,1260,0.0,0.0,0.0,0.0,,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr2,receptor,DC,4751,0.484,0.0051,0.468,0.486,0.964,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr2,receptor,Hepatic stellate cells,11749,0.34,0.0045,0.32,0.344,0.932,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr2,receptor,Hepatocytes,81414,0.211,0.0023,0.31,0.178,1.746,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr2,receptor,Inflammatory macs,14315,1.111,0.0144,0.713,1.179,0.604,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr2,receptor,Kupffer cells,12845,0.343,0.0047,0.656,0.296,2.218,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr2,receptor,LSECs,22448,0.192,0.0025,0.304,0.168,1.814,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr2,receptor,Proliferating,4319,0.185,0.0019,0.2,0.177,1.131,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr2,receptor,T/NK cells,3725,0.349,0.0046,0.276,0.357,0.774,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr4,receptor,B-cells,377,51.989,0.8355,58.537,51.19,1.144,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr4,receptor,Biliary/ductular,4376,4.022,0.0464,7.006,3.911,1.792,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr4,receptor,Central venous LSECs,1260,2.619,0.0262,3.419,2.537,1.347,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr4,receptor,DC,4751,41.907,0.6773,46.37,41.466,1.118,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr4,receptor,Hepatic stellate cells,11749,7.473,0.0921,9.603,7.146,1.344,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr4,receptor,Hepatocytes,81414,3.346,0.0366,4.145,3.075,1.348,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr4,receptor,Inflammatory macs,14315,34.565,0.5272,38.29,33.923,1.129,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr4,receptor,Kupffer cells,12845,21.012,0.2901,22.527,20.784,1.084,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr4,receptor,LSECs,22448,3.653,0.0409,4.889,3.389,1.442,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr4,receptor,Proliferating,4319,7.872,0.1042,8.016,7.796,1.028,True
7361_liver_sbr_Male_2-U1,SBR,Cxcr4,receptor,T/NK cells,3725,30.846,0.4346,33.978,30.508,1.114,True
7361_liver_sbr_Male_2-U1,SBR,Dpp4,receptor,B-cells,377,13.793,0.1645,17.073,13.393,1.275,True
7361_liver_sbr_Male_2-U1,SBR,Dpp4,receptor,Biliary/ductular,4376,9.506,0.1053,15.924,9.268,1.718,True
7361_liver_sbr_Male_2-U1,SBR,Dpp4,receptor,Central venous LSECs,1260,9.603,0.1143,13.675,9.186,1.489,True
7361_liver_sbr_Male_2-U1,SBR,Dpp4,receptor,DC,4751,24.774,0.317,25.527,24.699,1.034,True
7361_liver_sbr_Male_2-U1,SBR,Dpp4,receptor,Hepatic stellate cells,11749,8.631,0.0964,10.243,8.383,1.222,True
7361_liver_sbr_Male_2-U1,SBR,Dpp4,receptor,Hepatocytes,81414,20.956,0.2587,24.792,19.654,1.261,True
7361_liver_sbr_Male_2-U1,SBR,Dpp4,receptor,Inflammatory macs,14315,5.379,0.059,6.318,5.217,1.211,True
7361_liver_sbr_Male_2-U1,SBR,Dpp4,receptor,Kupffer cells,12845,10.611,0.1209,15.435,9.886,1.561,True
7361_liver_sbr_Male_2-U1,SBR,Dpp4,receptor,LSECs,22448,34.052,0.4546,36.246,33.584,1.079,True
7361_liver_sbr_Male_2-U1,SBR,Dpp4,receptor,Proliferating,4319,28.247,0.364,32.866,25.797,1.274,True
7361_liver_sbr_Male_2-U1,SBR,Dpp4,receptor,T/NK cells,3725,10.577,0.1219,12.707,10.348,1.228,True
7361_liver_sbr_Male_2-U1,SBR,Gdf15,ligand,B-cells,377,1.326,0.0159,7.317,0.595,12.293,True
7361_liver_sbr_Male_2-U1,SBR,Gdf15,ligand,Biliary/ductular,4376,0.251,0.0025,0.0,0.261,0.0,True
7361_liver_sbr_Male_2-U1,SBR,Gdf15,ligand,Central venous LSECs,1260,0.238,0.0032,0.0,0.262,0.0,True
7361_liver_sbr_Male_2-U1,SBR,Gdf15,ligand,DC,4751,0.463,0.0046,0.703,0.439,1.599,True
7361_liver_sbr_Male_2-U1,SBR,Gdf15,ligand,Hepatic stellate cells,11749,0.834,0.0086,1.088,0.795,1.369,True
7361_liver_sbr_Male_2-U1,SBR,Gdf15,ligand,Hepatocytes,81414,3.938,0.0426,6.123,3.196,1.915,True
7361_liver_sbr_Male_2-U1,SBR,Gdf15,ligand,Inflammatory macs,14315,1.32,0.014,1.568,1.278,1.227,True
7361_liver_sbr_Male_2-U1,SBR,Gdf15,ligand,Kupffer cells,12845,1.207,0.0125,2.682,0.985,2.722,True
7361_liver_sbr_Male_2-U1,SBR,Gdf15,ligand,LSECs,22448,0.927,0.0095,1.444,0.816,1.769,True
7361_liver_sbr_Male_2-U1,SBR,Gdf15,ligand,Proliferating,4319,3.38,0.0361,4.409,2.835,1.555,True
7361_liver_sbr_Male_2-U1,SBR,Gdf15,ligand,T/NK cells,3725,0.644,0.0067,1.934,0.506,3.825,True
7361_liver_sbr_Male_2-U1,SBR,Igfbp3,ligand,B-cells,377,16.976,0.2865,12.195,17.56,0.695,True
7361_liver_sbr_Male_2-U1,SBR,Igfbp3,ligand,Biliary/ductular,4376,27.902,0.5843,29.936,27.826,1.076,True
7361_liver_sbr_Male_2-U1,SBR,Igfbp3,ligand,Central venous LSECs,1260,30.952,0.85,29.06,31.146,0.933,True
7361_liver_sbr_Male_2-U1,SBR,Igfbp3,ligand,DC,4751,23.385,0.5264,18.501,23.867,0.775,True
7361_liver_sbr_Male_2-U1,SBR,Igfbp3,ligand,Hepatic stellate cells,11749,39.714,0.9843,35.403,40.375,0.877,True
7361_liver_sbr_Male_2-U1,SBR,Igfbp3,ligand,Hepatocytes,81414,6.258,0.0794,7.228,5.929,1.219,True
7361_liver_sbr_Male_2-U1,SBR,Igfbp3,ligand,Inflammatory macs,14315,4.939,0.0722,5.701,4.808,1.186,True
7361_liver_sbr_Male_2-U1,SBR,Igfbp3,ligand,Kupffer cells,12845,10.728,0.1523,10.548,10.755,0.981,True
7361_liver_sbr_Male_2-U1,SBR,Igfbp3,ligand,LSECs,22448,5.756,0.0762,5.193,5.876,0.884,True
7361_liver_sbr_Male_2-U1,SBR,Igfbp3,ligand,Proliferating,4319,7.756,0.107,7.749,7.76,0.999,True
7361_liver_sbr_Male_2-U1,SBR,Igfbp3,ligand,T/NK cells,3725,13.96,0.284,11.326,14.243,0.795,True
7361_liver_sbr_Male_2-U1,SBR,Il1a,ligand,B-cells,377,3.448,0.0345,2.439,3.571,0.683,True
7361_liver_sbr_Male_2-U1,SBR,Il1a,ligand,Biliary/ductular,4376,0.526,0.0053,0.0,0.545,0.0,True
7361_liver_sbr_Male_2-U1,SBR,Il1a,ligand,Central venous LSECs,1260,1.27,0.0127,1.709,1.225,1.396,True
7361_liver_sbr_Male_2-U1,SBR,Il1a,ligand,DC,4751,1.368,0.0141,3.044,1.203,2.532,True
7361_liver_sbr_Male_2-U1,SBR,Il1a,ligand,Hepatic stellate cells,11749,2.468,0.0273,3.649,2.287,1.595,True
7361_liver_sbr_Male_2-U1,SBR,Il1a,ligand,Hepatocytes,81414,1.5,0.0159,1.886,1.369,1.378,True
7361_liver_sbr_Male_2-U1,SBR,Il1a,ligand,Inflammatory macs,14315,8.061,0.1029,11.781,7.42,1.588,True
7361_liver_sbr_Male_2-U1,SBR,Il1a,ligand,Kupffer cells,12845,7.746,0.0869,8.939,7.567,1.181,True
7361_liver_sbr_Male_2-U1,SBR,Il1a,ligand,LSECs,22448,12.482,0.1525,14.184,12.119,1.17,True
7361_liver_sbr_Male_2-U1,SBR,Il1a,ligand,Proliferating,4319,3.265,0.0377,3.741,3.012,1.242,True
7361_liver_sbr_Male_2-U1,SBR,Il1a,ligand,T/NK cells,3725,2.953,0.0333,4.144,2.825,1.467,True
7361_liver_sbr_Male_2-U1,SBR,Il1r1,receptor,B-cells,377,4.244,0.0424,4.878,4.167,1.171,True
7361_liver_sbr_Male_2-U1,SBR,Il1r1,receptor,Biliary/ductular,4376,8.341,0.0921,7.643,8.367,0.914,True
7361_liver_sbr_Male_2-U1,SBR,Il1r1,receptor,Central venous LSECs,1260,38.016,0.5865,31.624,38.67,0.818,True
7361_liver_sbr_Male_2-U1,SBR,Il1r1,receptor,DC,4751,5.157,0.0585,9.602,4.718,2.035,True
7361_liver_sbr_Male_2-U1,SBR,Il1r1,receptor,Hepatic stellate cells,11749,19.968,0.2476,24.456,19.279,1.268,True
7361_liver_sbr_Male_2-U1,SBR,Il1r1,receptor,Hepatocytes,81414,16.788,0.2238,20.39,15.566,1.31,True
7361_liver_sbr_Male_2-U1,SBR,Il1r1,receptor,Inflammatory macs,14315,3.786,0.0414,4.513,3.661,1.233,True
7361_liver_sbr_Male_2-U1,SBR,Il1r1,receptor,Kupffer cells,12845,6.516,0.075,10.31,5.946,1.734,True
7361_liver_sbr_Male_2-U1,SBR,Il1r1,receptor,LSECs,22448,15.707,0.1932,19.807,14.832,1.335,True
7361_liver_sbr_Male_2-U1,SBR,Il1r1,receptor,Proliferating,4319,21.486,0.2959,25.251,19.49,1.296,True
7361_liver_sbr_Male_2-U1,SBR,Il1r1,receptor,T/NK cells,3725,7.409,0.0856,11.878,6.928,1.714,True
7361_liver_sbr_Male_2-U1,SBR,Il1rap,receptor,B-cells,377,8.223,0.0928,9.756,8.036,1.214,True
7361_liver_sbr_Male_2-U1,SBR,Il1rap,receptor,Biliary/ductular,4376,5.873,0.0656,11.465,5.665,2.024,True
7361_liver_sbr_Male_2-U1,SBR,Il1rap,receptor,Central venous LSECs,1260,3.016,0.0333,5.128,2.8,1.832,True
7361_liver_sbr_Male_2-U1,SBR,Il1rap,receptor,DC,4751,4.189,0.0463,6.792,3.932,1.727,True
7361_liver_sbr_Male_2-U1,SBR,Il1rap,receptor,Hepatic stellate cells,11749,9.218,0.1064,10.627,9.002,1.181,True
7361_liver_sbr_Male_2-U1,SBR,Il1rap,receptor,Hepatocytes,81414,25.59,0.3512,30.042,24.08,1.248,True
7361_liver_sbr_Male_2-U1,SBR,Il1rap,receptor,Inflammatory macs,14315,4.415,0.0469,5.558,4.218,1.318,True
7361_liver_sbr_Male_2-U1,SBR,Il1rap,receptor,Kupffer cells,12845,11.849,0.1438,17.878,10.943,1.634,True
7361_liver_sbr_Male_2-U1,SBR,Il1rap,receptor,LSECs,22448,8.549,0.0998,10.689,8.092,1.321,True
7361_liver_sbr_Male_2-U1,SBR,Il1rap,receptor,Proliferating,4319,31.327,0.4293,35.939,28.88,1.244,True
7361_liver_sbr_Male_2-U1,SBR,Il1rap,receptor,T/NK cells,3725,5.611,0.0634,6.63,5.501,1.205,True
7361_liver_sbr_Male_2-U1,SBR,Il6,ligand,B-cells,377,0.0,0.0,0.0,0.0,,True
7361_liver_sbr_Male_2-U1,SBR,Il6,ligand,Biliary/ductular,4376,0.069,0.0009,0.0,0.071,0.0,True
7361_liver_sbr_Male_2-U1,SBR,Il6,ligand,Central venous LSECs,1260,0.0,0.0,0.0,0.0,,True
7361_liver_sbr_Male_2-U1,SBR,Il6,ligand,DC,4751,0.189,0.0019,0.468,0.162,2.893,True
7361_liver_sbr_Male_2-U1,SBR,Il6,ligand,Hepatic stellate cells,11749,0.145,0.0015,0.192,0.137,1.398,True
7361_liver_sbr_Male_2-U1,SBR,Il6,ligand,Hepatocytes,81414,0.072,0.0007,0.102,0.063,1.628,True
7361_liver_sbr_Male_2-U1,SBR,Il6,ligand,Inflammatory macs,14315,1.034,0.0134,1.758,0.909,1.933,True
7361_liver_sbr_Male_2-U1,SBR,Il6,ligand,Kupffer cells,12845,0.716,0.008,0.954,0.681,1.401,True
7361_liver_sbr_Male_2-U1,SBR,Il6,ligand,LSECs,22448,0.138,0.0017,0.253,0.114,2.231,True
7361_liver_sbr_Male_2-U1,SBR,Il6,ligand,Proliferating,4319,0.093,0.0009,0.067,0.106,0.628,True
7361_liver_sbr_Male_2-U1,SBR,Il6,ligand,T/NK cells,3725,0.295,0.0032,0.276,0.297,0.929,True
7361_liver_sbr_Male_2-U1,SBR,Il6ra,receptor,B-cells,377,10.61,0.1167,7.317,11.012,0.664,True
7361_liver_sbr_Male_2-U1,SBR,Il6ra,receptor,Biliary/ductular,4376,4.959,0.0548,7.006,4.883,1.435,True
7361_liver_sbr_Male_2-U1,SBR,Il6ra,receptor,Central venous LSECs,1260,4.206,0.0437,4.274,4.199,1.018,True
7361_liver_sbr_Male_2-U1,SBR,Il6ra,receptor,DC,4751,19.806,0.2446,20.141,19.773,1.019,True
7361_liver_sbr_Male_2-U1,SBR,Il6ra,receptor,Hepatic stellate cells,11749,9.32,0.1038,12.804,8.786,1.457,True
7361_liver_sbr_Male_2-U1,SBR,Il6ra,receptor,Hepatocytes,81414,20.828,0.2602,26.513,18.899,1.403,True
7361_liver_sbr_Male_2-U1,SBR,Il6ra,receptor,Inflammatory macs,14315,20.74,0.2465,24.228,20.139,1.203,True
7361_liver_sbr_Male_2-U1,SBR,Il6ra,receptor,Kupffer cells,12845,22.834,0.2782,28.367,22.002,1.289,True
7361_liver_sbr_Male_2-U1,SBR,Il6ra,receptor,LSECs,22448,6.615,0.0727,9.271,6.049,1.533,True
7361_liver_sbr_Male_2-U1,SBR,Il6ra,receptor,Proliferating,4319,23.292,0.285,26.253,21.722,1.209,True
7361_liver_sbr_Male_2-U1,SBR,Il6ra,receptor,T/NK cells,3725,9.315,0.1063,13.536,8.861,1.528,True
7361_liver_sbr_Male_2-U1,SBR,Il6st,receptor,B-cells,377,38.727,0.6658,56.098,36.607,1.532,True
7361_liver_sbr_Male_2-U1,SBR,Il6st,receptor,Biliary/ductular,4376,34.027,0.4726,40.127,33.799,1.187,True
7361_liver_sbr_Male_2-U1,SBR,Il6st,receptor,Central venous LSECs,1260,86.429,3.5571,89.744,86.089,1.042,True
7361_liver_sbr_Male_2-U1,SBR,Il6st,receptor,DC,4751,38.034,0.6127,50.82,36.772,1.382,True
7361_liver_sbr_Male_2-U1,SBR,Il6st,receptor,Hepatic stellate cells,11749,65.154,1.3639,68.566,64.631,1.061,True
7361_liver_sbr_Male_2-U1,SBR,Il6st,receptor,Hepatocytes,81414,39.89,0.6097,49.026,36.79,1.333,True
7361_liver_sbr_Male_2-U1,SBR,Il6st,receptor,Inflammatory macs,14315,30.346,0.4402,37.15,29.173,1.273,True
7361_liver_sbr_Male_2-U1,SBR,Il6st,receptor,Kupffer cells,12845,38.583,0.5912,46.067,37.459,1.23,True
7361_liver_sbr_Male_2-U1,SBR,Il6st,receptor,LSECs,22448,78.934,2.2298,80.572,78.584,1.025,True
7361_liver_sbr_Male_2-U1,SBR,Il6st,receptor,Proliferating,4319,45.103,0.7277,51.904,41.495,1.251,True
7361_liver_sbr_Male_2-U1,SBR,Il6st,receptor,T/NK cells,3725,35.114,0.5726,43.37,34.225,1.267,True
7361_liver_sbr_Male_2-U1,SBR,Mmp3,ligand,B-cells,377,0.531,0.0053,0.0,0.595,0.0,True
7361_liver_sbr_Male_2-U1,SBR,Mmp3,ligand,Biliary/ductular,4376,0.343,0.0039,0.637,0.332,1.919,True
7361_liver_sbr_Male_2-U1,SBR,Mmp3,ligand,Central venous LSECs,1260,0.952,0.0119,0.855,0.962,0.888,True
7361_liver_sbr_Male_2-U1,SBR,Mmp3,ligand,DC,4751,1.684,0.0221,1.171,1.735,0.675,True
7361_liver_sbr_Male_2-U1,SBR,Mmp3,ligand,Hepatic stellate cells,11749,0.332,0.005,0.256,0.344,0.745,True
7361_liver_sbr_Male_2-U1,SBR,Mmp3,ligand,Hepatocytes,81414,0.182,0.0019,0.238,0.163,1.459,True
7361_liver_sbr_Male_2-U1,SBR,Mmp3,ligand,Inflammatory macs,14315,0.335,0.0051,0.333,0.336,0.99,True
7361_liver_sbr_Male_2-U1,SBR,Mmp3,ligand,Kupffer cells,12845,0.132,0.0016,0.238,0.116,2.048,True
7361_liver_sbr_Male_2-U1,SBR,Mmp3,ligand,LSECs,22448,0.107,0.0011,0.152,0.097,1.562,True
7361_liver_sbr_Male_2-U1,SBR,Mmp3,ligand,Proliferating,4319,0.093,0.0009,0.067,0.106,0.628,True
7361_liver_sbr_Male_2-U1,SBR,Mmp3,ligand,T/NK cells,3725,0.966,0.0126,1.657,0.892,1.858,True
7361_liver_sbr_Male_2-U1,SBR,Sdc1,receptor,B-cells,377,20.159,0.2706,29.268,19.048,1.537,True
7361_liver_sbr_Male_2-U1,SBR,Sdc1,receptor,Biliary/ductular,4376,20.864,0.2806,35.032,20.337,1.723,True
7361_liver_sbr_Male_2-U1,SBR,Sdc1,receptor,Central venous LSECs,1260,10.079,0.1532,10.256,10.061,1.019,True
7361_liver_sbr_Male_2-U1,SBR,Sdc1,receptor,DC,4751,9.556,0.1172,14.052,9.112,1.542,True
7361_liver_sbr_Male_2-U1,SBR,Sdc1,receptor,Hepatic stellate cells,11749,20.802,0.2795,27.145,19.829,1.369,True
7361_liver_sbr_Male_2-U1,SBR,Sdc1,receptor,Hepatocytes,81414,52.11,0.944,59.628,49.559,1.203,True
7361_liver_sbr_Male_2-U1,SBR,Sdc1,receptor,Inflammatory macs,14315,11.212,0.1365,15.154,10.532,1.439,True
7361_liver_sbr_Male_2-U1,SBR,Sdc1,receptor,Kupffer cells,12845,25.138,0.3612,35.221,23.623,1.491,True
7361_liver_sbr_Male_2-U1,SBR,Sdc1,receptor,LSECs,22448,19.414,0.259,23.961,18.443,1.299,True
7361_liver_sbr_Male_2-U1,SBR,Sdc1,receptor,Proliferating,4319,56.263,1.0484,64.329,51.984,1.237,True
7361_liver_sbr_Male_2-U1,SBR,Sdc1,receptor,T/NK cells,3725,14.04,0.1764,20.166,13.381,1.507,True
7361_liver_sbr_Male_2-U1,SBR,Tgfb1,ligand,B-cells,377,23.607,0.2812,19.512,24.107,0.809,True
7361_liver_sbr_Male_2-U1,SBR,Tgfb1,ligand,Biliary/ductular,4376,3.016,0.0318,3.185,3.01,1.058,True
7361_liver_sbr_Male_2-U1,SBR,Tgfb1,ligand,Central venous LSECs,1260,22.143,0.2698,30.769,21.26,1.447,True
7361_liver_sbr_Male_2-U1,SBR,Tgfb1,ligand,DC,4751,25.721,0.3231,27.635,25.532,1.082,True
7361_liver_sbr_Male_2-U1,SBR,Tgfb1,ligand,Hepatic stellate cells,11749,16.435,0.1923,19.398,15.981,1.214,True
7361_liver_sbr_Male_2-U1,SBR,Tgfb1,ligand,Hepatocytes,81414,4.029,0.0435,5.439,3.55,1.532,True
7361_liver_sbr_Male_2-U1,SBR,Tgfb1,ligand,Inflammatory macs,14315,35.438,0.4828,40.998,34.48,1.189,True
7361_liver_sbr_Male_2-U1,SBR,Tgfb1,ligand,Kupffer cells,12845,21.051,0.2555,22.884,20.775,1.102,True
7361_liver_sbr_Male_2-U1,SBR,Tgfb1,ligand,LSECs,22448,21.521,0.2597,26.064,20.551,1.268,True
7361_liver_sbr_Male_2-U1,SBR,Tgfb1,ligand,Proliferating,4319,8.659,0.1049,8.55,8.717,0.981,True
7361_liver_sbr_Male_2-U1,SBR,Tgfb1,ligand,T/NK cells,3725,23.624,0.2945,31.492,22.777,1.383,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr1,receptor,B-cells,377,15.65,0.1857,26.829,14.286,1.878,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr1,receptor,Biliary/ductular,4376,9.941,0.1072,8.917,9.979,0.894,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr1,receptor,Central venous LSECs,1260,9.524,0.1071,10.256,9.449,1.085,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr1,receptor,DC,4751,17.386,0.2128,22.482,16.883,1.332,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr1,receptor,Hepatic stellate cells,11749,17.627,0.2133,23.752,16.688,1.423,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr1,receptor,Hepatocytes,81414,15.324,0.1809,21.083,13.37,1.577,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr1,receptor,Inflammatory macs,14315,32.917,0.456,37.055,32.203,1.151,True
