section,call,celltype,module,null,bin_lo,bin_hi,mean,lo,hi
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,0.0,5.0,0.0009923799363597276,0.0005841726284475021,0.0013765984160034475
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,5.0,10.0,0.001485968917905165,0.0009009575039877118,0.001956400320821499
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,10.0,15.0,0.000906973199715761,0.0006395859724486595,0.0011477390372253724
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,15.0,20.0,0.0007361584825429346,0.0004816668328516396,0.000990618354929935
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,20.0,25.0,0.0008359119731731632,0.0005239137619549743,0.0011482157477139868
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,25.0,30.0,0.0010002610451298507,0.0006100243023441634,0.001377831424833345
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,30.0,35.0,0.0011545675720848391,0.0006782278605908243,0.0016941739610927934
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,35.0,40.0,0.0013290891036528496,0.0007485328877257889,0.001992040627484303
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,40.0,45.0,0.0014173753889259269,0.0004711956022503804,0.002360479358352079
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,45.0,50.0,0.0016506586243335774,-5.5780312385763325e-05,0.0031691217847580992
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,50.0,55.0,0.0018155020853485172,-0.00027183357887560335,0.003927278937966655
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,55.0,60.0,0.00228096981545283,-0.0009909347977989692,0.005603664144142459
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,60.0,65.0,0.0024745557232183284,-0.003029056714277591,0.008154094430824
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,65.0,70.0,0.002787597376465162,-0.006087476234339798,0.01060032490582671
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,70.0,75.0,0.0029034115652931155,-0.012040000088745728,0.018096874871844193
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,75.0,80.0,0.0033049250345925565,-0.013977499678730965,0.019128332991385832
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,80.0,85.0,0.004241911183370299,-0.01792024963069707,0.027296750294044585
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,85.0,90.0,0.002201231841938818,-0.018937000446021555,0.020740000531077385
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,90.0,95.0,0.004239728236100654,-0.011801250046119094,0.024396250606514513
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,downstream_arrest,N1,95.0,100.0,-0.005846950266162705,-0.017160000279545784,0.0062699997797608376
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,0.0,5.0,0.012855140562116308,0.012267822434345451,0.013457742874344912
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,5.0,10.0,0.017331563780392592,0.016510596026252457,0.018092515424729873
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,10.0,15.0,0.013300630676104496,0.012923871033858187,0.013758903496084102
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,15.0,20.0,0.012264056715384863,0.011930039208923972,0.012660645887485271
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,20.0,25.0,0.011959135619922977,0.011501014601328586,0.012393992753084887
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,25.0,30.0,0.011701552162517871,0.011112504480854633,0.012315277079131763
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,30.0,35.0,0.011519056628430108,0.010769354967284834,0.012350139595610678
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,35.0,40.0,0.011019349486211506,0.010007441006865243,0.012019835732594738
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,40.0,45.0,0.010791166680145268,0.009426755852639128,0.012620571062500129
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,45.0,50.0,0.010310830296383773,0.008128584583572344,0.012595780223448932
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,50.0,55.0,0.010256230482767883,0.00722682299952656,0.01435058557602113
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,55.0,60.0,0.009525179784376841,0.005236226778190961,0.014063304698051823
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,60.0,65.0,0.009362029066724233,0.0027791035255380113,0.01934789562074002
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,65.0,70.0,0.009175149909622479,-0.0014839000283973292,0.02230917506152763
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,70.0,75.0,0.009298327804711643,-0.006412500137230381,0.028622916511570413
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,75.0,80.0,0.009023105691107874,-0.012526249745860696,0.030214582957948245
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,80.0,85.0,0.01087124984413727,-0.006173312567989342,0.03994999825954437
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,85.0,90.0,0.010771195487957786,-0.006899999920278788,0.03994999825954437
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,90.0,95.0,0.005707807898574358,-0.01885250024497509,0.03972749842796475
7259_liver_sbr_Male_26-U1,tierA_p90,Hepatocytes,emt_ecm,N1,95.0,100.0,0.019007027125795262,0.0034451666161961236,0.03838999941945076
