section,arm,week,call,scope,celltype,module,n,lam,n_perm,beta_obs,n_senders_used,n_solid_tiles,tile_cell_coverage,N3_orig_null_mean,N3_orig_null_sd,N3_orig_null_lo,N3_orig_null_hi,N3_orig_sf,N3_orig_p,N3_orig_full_null_mean,N3_orig_full_sf,N3_occ_null_mean,N3_occ_null_sd,N3_occ_null_lo,N3_occ_null_hi,N3_occ_sf,N3_occ_p,N3_occ_full_null_mean,N3_occ_full_sf,N3_occ15_null_mean,N3_occ15_null_sd,N3_occ15_null_lo,N3_occ15_null_hi,N3_occ15_sf,N3_occ15_p,N3_occ15_full_null_mean,N3_occ15_full_sf,N3_swap_null_mean,N3_swap_null_sd,N3_swap_null_lo,N3_swap_null_hi,N3_swap_sf,N3_swap_p,N3_swap_full_null_mean,N3_swap_full_sf,N3_snap_null_mean,N3_snap_null_sd,N3_snap_null_lo,N3_snap_null_hi,N3_snap_sf,N3_snap_p,N3_snap_full_null_mean,N3_snap_full_sf,N4_orig_null_mean,N4_orig_null_sd,N4_orig_null_lo,N4_orig_null_hi,N4_orig_sf,N4_orig_p,N4_orig_full_null_mean,N4_orig_full_sf,N4_occ_null_mean,N4_occ_null_sd,N4_occ_null_lo,N4_occ_null_hi,N4_occ_sf,N4_occ_p,N4_occ_full_null_mean,N4_occ_full_sf,N4_occ15_null_mean,N4_occ15_null_sd,N4_occ15_null_lo,N4_occ15_null_hi,N4_occ15_sf,N4_occ15_p,N4_occ15_full_null_mean,N4_occ15_full_sf,N4_swap_null_mean,N4_swap_null_sd,N4_swap_null_lo,N4_swap_null_hi,N4_swap_sf,N4_swap_p,N4_swap_full_null_mean,N4_swap_full_sf,beta_obs_full,N3_tile_null_mean,N3_tile_null_sd,N3_tile_null_lo,N3_tile_null_hi,N3_tile_sf,N3_tile_p,N3_tile_full_null_mean,N3_tile_full_sf,N4_tile_null_mean,N4_tile_null_sd,N4_tile_null_lo,N4_tile_null_hi,N4_tile_sf,N4_tile_p,N4_tile_full_null_mean,N4_tile_full_sf
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Biliary/ductular,downstream_arrest,31155,49.99999999999999,1000,-0.0008392316613676221,5707,5,0.461,3.875036999231291e-05,0.0006227923006179514,-0.0011108880137857345,0.0012273178961122483,1.0461736273500035,0.175,1.4615496941695008e-06,0.9955695741990245,-0.0002621421105025206,0.0004765170657271511,-0.0010709443518126817,0.0007255300227267811,0.6876403470344165,0.126,9.752441680625754e-05,0.7043722193181694,0.0005396278963746064,0.000513490215803262,-0.0004953667034335785,0.0015393955274840686,1.6430023093924055,0.279,8.341903525686701e-05,0.7471301539941674,-0.0005878792045701031,0.000512302793723046,-0.0016186781575322736,0.00042278340020436605,0.2995030673508099,0.294,-1.064339599715744e-05,1.0322635463056227,-3.674722446583152e-05,0.0005833263309912854,-0.0010959663822578602,0.0011106252205015095,0.956213252958131,0.165,-2.7086299379105478e-05,1.0821072592337184,0.0008652524385764608,0.00040513280797006785,0.0001183346007613231,0.0016410267226214619,2.0310054760880147,0.537,0.0005851954815678922,-0.7739151603914097,-0.00024265809963206034,0.0005565401882549171,-0.0010515063480064726,0.0006827584981862373,0.7108568339323355,0.167,0.00038014509361739457,-0.15234168061168288,0.0010419629536494938,0.0006152640537794092,-0.0006250499660406402,0.0018373325238395157,2.241567735840064,0.73,0.0006894040494617901,-1.0898047464394467,0.0007867274238009619,0.00036678704467830683,0.000179644949504481,0.0014791486657661924,1.937437730267351,0.477,0.0005236276279918654,-0.5872832531206056,0.0003298892160314873,,,,,,,,,,,,,,,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Biliary/ductular,emt_ecm,31155,49.99999999999999,1000,0.004648086890612064,5707,5,0.461,-0.0001771980736023731,0.001935554953160636,-0.0038022341150103865,0.004157508110929637,1.03812279713623,0.017,-6.970251565680707e-05,0.804329487584654,0.0002575319895413709,0.0014251242855380917,-0.0026256333268251312,0.004508546606645379,0.9445939812223565,0.016,-0.00026933547735303866,0.24391522502883764,-0.0020854511064564035,0.0018638076349142842,-0.00461386678953883,0.0011048950442096408,1.4486687008086006,0.025,-0.00027324023158336073,0.23295370873486304,0.00347417311704972,0.0010111033420935193,0.0014787575863516632,0.005433078956636662,0.25255848291763805,0.133,0.00014578171439912272,1.409241796920399,2.3028944746244554e-05,0.0018105317765168374,-0.003442336802635261,0.00404717359590767,0.9950455003772075,0.016,-6.554421468086019e-05,0.8160027661610966,-0.00199538166705341,0.0012205797124392004,-0.003817544212084996,0.000420092234430928,1.429290956475785,0.007,-0.00029099212621073073,0.18312017998271252,0.000715681433005937,0.0021340146889373556,-0.002407620459912065,0.004648086890612066,0.8460266664869307,0.074,-0.0008225715771573142,-1.309141936758096,-0.0022765444108542813,0.001513172561784101,-0.004255021518153144,0.002061424509095107,1.4897809495455676,0.023,-0.0008281432550246232,-1.3247828795997787,-0.001805892010054109,0.0012258609142136987,-0.0036979976776643103,0.0007348076050030895,1.3885237200925706,0.004,-0.0002453367284087762,0.31128506755176655,-0.0003562239133347333,,,,,,,,,,,,,,,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Biliary/ductular,il6_jak_stat3,31155,12.18803582947357,1000,0.0014163860387201212,5707,5,0.461,2.353685289899652e-05,0.0010897924612557075,-0.001987130192827474,0.0022619647421910187,0.9833824591209153,0.187,-1.580002098821564e-05,0.98813056542804,-4.530458771802766e-05,0.0010876801379946306,-0.0020065638036115313,0.0017553630192414162,1.031986045103188,0.183,-0.00015132212288993568,0.8863224271491914,-0.00015983147940544604,0.0010868058497457565,-0.0022097306796854763,0.002090664276507752,1.1128445741740531,0.195,5.294294483370252e-05,1.039772277531733,0.0011340845076636007,0.0006963917857105005,-0.0001824776567761444,0.0024923465246516913,0.19931115058971824,0.348,-2.032630798704784e-05,0.9847302871988768,9.173897059876851e-05,0.0009165996762507549,-0.001741581259882452,0.0018203736791624794,0.935230249317011,0.124,6.439051634967244e-05,1.0483720256724465,0.00012867084582839,0.0009862665197631242,-0.0019593709021294282,0.002038139361518541,0.9091555251810729,0.143,0.00017137228470135376,1.1287398366259858,0.000221181645831231,0.0011976617799531858,-0.0022591710033817453,0.002000238904647006,0.84384084579717,0.246,-0.0004812758511459229,0.6384516051908078,-0.0005091244583038504,0.0010110814474716269,-0.0027876817492121907,0.0018407940358464259,1.3594531747601146,0.191,-0.0004510511518257086,0.661157276993777,7.233396689463029e-05,0.0008147112943159408,-0.0017223420603596858,0.001607762006100891,0.948930612899861,0.08,0.00011390723190713354,1.0855704202800234,-0.0013311519510407924,,,,,,,,,,,,,,,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Biliary/ductular,interferon_response,31155,40.868941774896264,1000,0.0017077050433994092,5707,5,0.461,-1.4164876341619299e-05,0.0009015969941191876,-0.0018507046204866268,0.0014996663777399725,1.008294685546763,0.042,-1.6014776082304157e-05,0.9663179821249233,0.00015249833149893905,0.0009686100969270614,-0.0020106965654012893,0.0017874107297838062,0.9106998412352456,0.084,8.628231833932595e-05,1.181467575548525,-0.0002918381519532085,0.0009165613465211878,-0.002164936503772847,0.0014471783587983397,1.1708949405995,0.076,0.00017900634164779312,1.376483240736363,0.0018806837020264768,0.0008691785323333729,0.00022477852283394234,0.0035176193539475783,-0.10129305367789458,0.577,-3.5490852124045324e-05,0.9253562141924242,-3.4570321456898016e-05,0.0008864777062205599,-0.001818712035374552,0.0014997859220642821,1.0202437309595815,0.041,7.509384355335073e-06,1.0157936156451601,-0.0004498508641378367,0.0007412019527992434,-0.001863376164509448,0.0009734177599901782,1.263424217124961,0.055,0.00014329963146611637,1.3013854657553978,0.00035699540803726384,0.001061333102809514,-0.0019304110968647314,0.0017077050433994092,0.7909501939944981,0.153,-0.00012059861801736677,0.7463589383395192,-0.0010404792378038144,0.0009036145373098826,-0.002490913652096727,0.001237087107896795,1.609285099804241,0.252,-0.0007241894188158504,-0.5231034654583472,-0.0004794302486566423,0.0006909500274403293,-0.0018691330459258317,0.0007692660871545681,1.280745349151323,0.049,0.00011809696843937037,1.248379632754437,-0.0004754696153211891,,,,,,,,,,,,,,,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Biliary/ductular,oxidative_stress,31155,6.999999999999999,1000,-0.018689767008089143,5707,5,0.461,-7.381788653501334e-05,0.002977083017180939,-0.0055813457269618385,0.005985023752131764,0.9960503581182653,0.0,-9.342105711717447e-05,0.8450381349276436,-0.0030042295941953025,0.0030077679478409105,-0.009165729258183904,0.0017870860490247509,0.8392580499855864,0.016,-0.000634895072085324,-0.05313007079538841,-0.0017834058200761672,0.0023261889467533366,-0.006274263734201265,0.002628452359524718,0.9045784883618779,0.001,-0.00017778566853245814,0.7050986187795911,-0.0038257745046266682,0.0012427459131329603,-0.006316624492751223,-0.001394935788377349,0.7953011130116909,0.0,-2.6444737499312434e-07,0.9995613488039317,0.0009823314108493083,0.0019029597375916508,-0.0026935352063264402,0.004747417816438741,1.0525598532300668,0.0,-8.602123599260853e-05,0.8573125633921632,-0.0011238805722334293,0.0026214447340838732,-0.006323401614003362,0.0035376468039937407,0.9398665284726664,0.0,0.0002958864166786075,1.4908006009885342,-0.006080382372460916,0.0041702727221261835,-0.01868976700808914,-0.001074030720995041,0.6746678345519633,0.0,-0.0008426658565553679,-0.397769162479415,-0.002417334426062406,0.0027414840596496,-0.008405485731932533,0.0015480097823879957,0.8706600020740677,0.0,-4.494489592003961e-05,0.9254478046794453,0.0002499719070669368,0.0016619257839729704,-0.002985229062293068,0.0034867088677185717,1.0133748006039212,0.0,0.00012469552986776097,1.2068382918238423,-0.0006028648214420583,,,,,,,,,,,,,,,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Biliary/ductular,secondary_senescence,31155,49.99999999999999,1000,0.003992545372773483,5707,5,0.461,-3.231692963341498e-06,0.0013416640239900825,-0.0025570314514033487,0.0024286921331876637,1.0008094317438143,0.003,-4.4168636032299604e-05,1.1234118885886095,0.0008801930092750041,0.001345895693945675,-0.001001699178045522,0.003992545372773486,0.7795408875557589,0.038,0.0003707239453134472,-0.03584231586177224,0.0016346299388790761,0.0011139355923170061,-0.0006584855270257109,0.00365699837635978,0.5905794959711239,0.013,0.0008814490300519537,-1.462862774701945,0.0018922352922969023,0.0013458385538981787,-0.0007858542750755714,0.004524171564778929,0.5260579115266429,0.071,-6.213627689713633e-05,1.1736153970462813,2.7579525552931e-05,0.0012078691586338015,-0.0022994406047585503,0.0022421279709230243,0.993092244927007,0.0,5.059542789957979e-05,0.8586309682175876,0.001619217860008035,0.0011629794976958452,-0.0007691234578599229,0.0036577941364202633,0.5944397098026664,0.008,0.0010959071341037794,-2.062081632735365,0.002212966915828563,0.0010350358067616272,3.387271503762658e-05,0.003992545372773484,0.4457252932128129,0.074,0.0009078850815999382,-1.5367279274763428,0.0013222418266956336,0.000985013815789212,-0.0005433828876868506,0.003100321865717759,0.668822341829238,0.008,0.0001934612737443164,0.4594485294025272,0.0014719360357332545,0.0011443717427930442,-0.0008633417413728068,0.0035357938913842565,0.6313289146891394,0.003,0.0009898274728878246,-1.7656837244565735,0.00035789611955080466,,,,,,,,,,,,,,,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Biliary/ductular,tnfa_nfkb_proximal,31155,49.99999999999999,1000,0.002460359431130613,5707,5,0.461,-4.301323169219695e-05,0.0007316815954727233,-0.0015458333052552594,0.0013684352454076422,1.01748249916169,0.001,-4.051607546951282e-05,0.9555183970537949,0.0003559951986082347,0.0012123862817837244,-0.001957679579197026,0.0024603594311306165,0.8553076456619008,0.038,-6.574324852697923e-05,0.9278221041035608,-0.00020925314802221995,0.001164124455193492,-0.00219714417606357,0.0018332158023564808,1.0850498286447772,0.022,0.0003869683446634653,1.4248430298492945,0.002386274841717567,0.000937329603521594,0.0005133248613310679,0.004186781768588318,0.03011128718660501,0.478,-6.957373600864352e-05,0.9236167060911592,-3.75265935114375e-05,0.0007413384493066091,-0.001611814678101916,0.0012977933461595346,1.0152524842657615,0.002,1.8428175987905818e-05,1.0202318412585056,-0.0003742124555375814,0.0006242596723217871,-0.0012093236749680391,0.0013256411408369608,1.1520966614888537,0.0,0.0003993973059166494,1.4384884807744196,0.0012298679596050278,0.000637876397025255,0.0002765410310797861,0.0024603594311306135,0.5001267115513018,0.074,0.00018024813844381602,1.1978899988001932,-0.00030668185627911055,0.0009064347833700766,-0.0018573958145174036,0.0018559127260394167,1.1246492087288973,0.008,3.407250897965121e-05,1.0374073697477018,-0.0004199713621813085,0.0005915109029305748,-0.0012667325012029188,0.0011895493852202713,1.1706951256257379,0.0,0.00037540641552061277,1.4121494721573231,-0.0009108501669445665,,,,,,,,,,,,,,,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,DC,downstream_arrest,2627,7.361938632551805,1000,0.0056182554094247675,5707,5,0.461,4.206918976481514e-05,0.0043848047648360556,-0.008301023291713554,0.009088359871540988,0.9925120545971898,0.203,5.1706651331538945e-05,0.9946047142711752,-0.0006983827972581704,0.0031634474344510275,-0.006578092966462558,0.005618255409424777,1.1243059893800156,0.07,0.0006135056082843436,0.935984288912721,0.0003506265734644052,0.004057074022614168,-0.007914235813650809,0.008031516091659146,0.9375915568245224,0.163,0.00038383536692165697,0.9599490312359976,-0.0009010697840893768,0.0022316674803586857,-0.00547277135249192,0.0035875991101625496,1.1603824885885055,0.025,-0.00017298784173339811,1.018050266449862,0.0036895918062606332,0.0030983269022139756,-0.0022306880980993695,0.010017259155955811,0.3432851414922774,0.255,0.003185758064931009,0.667584835208104,0.00013564457895410607,0.004180892935828732,-0.007913209020615077,0.007879511063804204,0.975856459155175,0.179,0.00017445089806074842,0.9817970722054143,-0.0006960848642753951,0.003935236422800567,-0.006588866044895037,0.00561825540942477,1.123896977539984,0.155,0.001729760195338916,0.819509671273013,-0.0002511839512310026,0.003674843375650205,-0.008825983381518611,0.006599687713471424,1.0447085319064766,0.136,-7.001479219185694e-05,1.0073056328226955,0.0011314671744169769,0.00307790633779916,-0.004503641714031289,0.007449486333824345,0.7986088043418403,0.085,0.0007802381954355716,0.9185867215819906,0.009583672474525672,,,,,,,,,,,,,,,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,DC,emt_ecm,2627,6.999999999999999,1000,-0.00567803624701726,5707,5,0.461,-5.5041951040462864e-05,0.006322982854333727,-0.011763951634144076,0.012278961780482902,0.990306164200805,0.366,8.524622879401047e-06,1.0011455595953491,-0.0001388930475505007,0.004654563447961346,-0.008663988344181448,0.008280708468320807,0.9755385415823185,0.222,-0.0002023475249715733,0.9728080465135319,-0.0021885134354416654,0.005101770864453185,-0.011788025855165729,0.00790446551302895,0.6145650819697889,0.322,-0.0011682740142341915,0.8430044911151334,0.00039255834933591067,0.002794847009146664,-0.005060487840913481,0.00590103418051329,1.069136288015443,0.046,-0.00018935153724549352,0.9745544790128072,-0.003140419404325101,0.004142903122378478,-0.011433241457535546,0.00524462514144148,0.4469180421356414,0.279,-0.0021194516134539387,0.7151829275008158,-0.002915446822844947,0.006330256085284179,-0.015214707630669656,0.010205251518939988,0.4865395893912326,0.405,-0.001209360097544185,0.8374832431212997,-0.0036121892179935243,0.003185070387495508,-0.007782128384453173,0.0007883596371286161,0.36383125065623695,0.426,-0.004019945485832149,0.45978992980397826,-0.0004870403732869236,0.005005811209424355,-0.009879091040366763,0.008739383731307525,0.9142237999021631,0.294,-0.0001388140897832576,0.9813458243525193,-0.003055883624062659,0.003966986509053033,-0.01078356565831821,0.004669544520444326,0.4618062493581384,0.262,-0.0015208607287359986,0.7956230292364838,-0.007441448628259491,,,,,,,,,,,,,,,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,DC,il6_jak_stat3,2627,49.99999999999999,1000,0.010723323973510534,5707,5,0.461,2.280131611023812e-05,0.0023262935751302985,-0.004625628519933222,0.004852118469490284,0.9978736708723374,0.0,3.1959946006257735e-05,1.0144339937012976,-0.0005840181782154122,0.004961123286554105,-0.0077112531789897965,0.010723323973510463,1.054462420389246,0.021,-0.0025504587338678127,-0.15185755610660626,0.0002288203574625177,0.0032397945168682516,-0.005399948790249972,0.0075267052475880255,0.9786614338960788,0.001,1.277444608347162e-05,1.0057692924221553,0.004212192941674679,0.004097325008981392,-0.003710317114480671,0.012310156324042247,0.6071933523523193,0.06,-0.0006761079170313535,0.6946510042940274,2.446396901592841e-05,0.002351516559379729,-0.00482079713860645,0.004295578397109026,0.9977186207302547,0.0,-0.00013089536483850507,0.9408840405663362,0.0014458011773665605,0.0021565403556138654,-0.002716055672507203,0.005587962430016758,0.8651722935035746,0.003,0.0009262639624348799,1.4183263700416178,0.003927542124009125,0.0046187145820141134,-0.0013356051585691159,0.011918041659604273,0.6337383693982201,0.083,-0.0010179778185899471,0.5402531212439827,0.00015166031390861223,0.002949463462638291,-0.005038460366354483,0.0063580312628164996,0.9858569680181953,0.006,-0.0009427918298852253,0.5742091888536491,0.0016657707182140063,0.002111912903138703,-0.0029641591141712207,0.005211671736541506,0.8446591073505842,0.001,0.0011125005341490826,1.5024359459009666,-0.002214213658925517,,,,,,,,,,,,,,,,
