held_out,lam,beta,n_test,ll,ll_per_cell,rss_tr_per_cell,rss_te_per_cell,ll0,ll0_per_cell,dll_vs_cov,celltype,module,basis,design,n_sections
7352_liver_sham_Male_2-U1,13.48099749887925,0.06396903540203024,3935,-5577.822035981747,-1.4174897168949803,0.9959079625097335,0.9971058783701456,-5583.523128270964,-1.4189385332327735,5.701092289216831,Biliary/ductular,il6_jak_stat3,sup,naive,6
7435_liver_sham_Male_10-U1,13.48099749887925,0.059981213084578926,3839,-5419.0179456266505,-1.411570186409651,0.9964022540769021,0.9853094926660154,-5447.305029080398,-1.4189385332327162,28.287083453747073,Biliary/ductular,il6_jak_stat3,sup,naive,6
7259_liver_sbr_Male_26-U1,8.14292620081837,0.020247547597921835,32233,-45811.13923714582,-1.4212496273119417,0.9290612405987161,1.0017482768598764,-45810.973982553405,-1.4212445004359944,-0.1652545924152946,Biliary/ductular,interferon_response,near,ctrl,6
7260_liver_sbr_Male_26-U1,6.999999999999999,0.01330713923041437,27995,-38671.055416368436,-1.3813557926904245,0.9578222940477026,0.9270898049334875,-38676.118717207,-1.3815366571604573,5.063300838563009,Biliary/ductular,interferon_response,near,ctrl,6
7001_liver_sham_Male_52-U1,6.999999999999999,0.011560240303500231,22161,-30802.917199312047,-1.3899606154646473,0.950235176458403,0.9436664176228747,-30808.27119000267,-1.3902022106404346,5.353990690622595,Biliary/ductular,interferon_response,near,ctrl,6
7248_liver_sham_Male_26-U1,6.999999999999999,0.015622083272517575,8094,-11474.77763776434,-1.4176893548016234,0.9437353518273346,0.9960455825593668,-11474.920768237891,-1.4177070383293664,0.14313047355062736,Biliary/ductular,interferon_response,near,ctrl,6
7352_liver_sham_Male_2-U1,6.999999999999999,0.01534314834093061,3935,-5411.622880337068,-1.3752535909369932,0.9491503318926231,0.9157471974952839,-5411.65859307396,-1.3752626666007524,0.0357127368924921,Biliary/ductular,interferon_response,near,ctrl,6
7435_liver_sham_Male_10-U1,6.999999999999999,0.01308352752080975,3839,-5349.5648002246135,-1.3934787184747626,0.9476743074001187,0.9503520413067325,-5352.463419102387,-1.3942337637672277,2.898618877773515,Biliary/ductular,interferon_response,near,ctrl,6
7259_liver_sbr_Male_26-U1,11.019082036984365,0.027367875142462788,32233,-45811.47589338748,-1.4212600717707777,0.9287691481601626,1.0017449163208647,-45810.973982553405,-1.4212445004359944,-0.5019108340711682,Biliary/ductular,interferon_response,sup,ctrl,6
7260_liver_sbr_Male_26-U1,22.318425721029357,0.021245643513175958,27995,-38676.60934576274,-1.381554182738444,0.9575959541454799,0.9274772458337384,-38676.118717207,-1.3815366571604573,-0.49062855574447894,Biliary/ductular,interferon_response,sup,ctrl,6
7001_liver_sham_Male_52-U1,8.14292620081837,0.016036786098549242,22161,-30799.865443509352,-1.3898229070668902,0.9501217922768436,0.9434054586184548,-30808.27119000267,-1.3902022106404346,8.405746493317565,Biliary/ductular,interferon_response,sup,ctrl,6
7248_liver_sham_Male_26-U1,8.563960425689007,0.020433032924957677,8094,-11474.429577983754,-1.4176463526048622,0.943579409645593,0.9959557980523748,-11474.920768237891,-1.4177070383293664,0.49119025413710915,Biliary/ductular,interferon_response,sup,ctrl,6
7352_liver_sham_Male_2-U1,9.006764443646388,0.01971268172203799,3935,-5410.552530718466,-1.3749815834100296,0.9490131614583589,0.915235620932378,-5411.65859307396,-1.3752626666007524,1.106062355494032,Biliary/ductular,interferon_response,sup,ctrl,6
7435_liver_sham_Male_10-U1,8.563960425689007,0.01645767350323259,3839,-5346.578078804192,-1.3927007238354239,0.9475845318795636,0.9488769265918483,-5352.463419102387,-1.3942337637672277,5.885340298194933,Biliary/ductular,interferon_response,sup,ctrl,6
7259_liver_sbr_Male_26-U1,12.818224546846722,0.04247779259451241,32233,-45752.69096114396,-1.419436321817515,0.9981956371362976,1.0009922780438267,-45736.64574263481,-1.418938533262024,-16.04521850914898,Biliary/ductular,interferon_response,near,naive,6
7260_liver_sbr_Male_26-U1,13.48099749887925,0.027248959513981846,27995,-39701.04520217107,-1.4181477121689972,0.9992574942054055,0.9984192198784146,-39723.18423848251,-1.4189385332553137,22.1390363114333,Biliary/ductular,interferon_response,near,naive,6
7001_liver_sham_Male_52-U1,6.999999999999999,0.024799037511085927,22161,-31422.84027876075,-1.4179342213239812,0.9993850077385237,0.9979923667001821,-31445.09683530553,-1.4189385332478466,22.256556544780324,Biliary/ductular,interferon_response,near,naive,6
