section,arm,week,call,celltype,module,n,n_senders,design,lam_near,beta_near,rss_near,aic_near,railed_near,lam_sup,beta_sup,rss_sup,aic_sup,railed_sup,aic0,rss0,d_aic,d_aic_near_vs_cov,d_aic_sup_vs_cov,boot_win_sup,d_aic_per1k,d_aic_per1k_lo,d_aic_per1k_hi,r_regressors,sd_y,beta_sup_sd,beta_near_sd
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,downstream_arrest,31155,5707,naive,49.99999999999999,-0.0008392316613676353,7.13303719279508,-261132.98903344682,1.0,36.94920399670096,-0.00016260596219778322,7.1323681214568575,-261135.91147653182,0.0,-261134.31184905145,7.133650169087103,-2.9224430850008503,1.3228156046243384,-1.5996274803765118,0.815,-0.09380334087629114,-0.5623036647211358,0.14008022904222217,0.5969195632932498,0.015131849952171459,-0.013405906193612526,-0.055461273007914154
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,downstream_arrest,31155,5707,ctrl,6.999999999999999,0.0005519680832068057,7.067551974263741,-261374.33013195603,1.0,8.563960425689007,0.0005700438334967276,7.067177529607711,-261375.98079294089,0.0,-261377.59553010893,7.067718621605885,-1.6506609848584048,3.265398152900161,1.6147371680417564,0.895,-0.05298221745653683,-0.2369299927050693,0.06128687955680131,0.912201341979401,0.015131849952171459,0.009213950131855556,0.03647723741082429
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,downstream_arrest,31155,5707,ctrl+N2,49.99999999999999,0.00034218832956222104,7.067167410746258,-261374.02540103978,,11.019082036984365,0.00043561869402140835,7.066898702438622,-261375.210001035,,,,-1.1845999952686588,,,,,,,,0.015131849952171459,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,emt_ecm,31155,5707,naive,49.99999999999999,0.004648086890611658,22.676450750441095,-225099.43204923044,1.0,12.818224546846722,0.002219337347817538,22.67302092977832,-225104.1446096636,0.0,-225077.60938104865,22.695253806203183,-4.7125604331668,-21.822668181790505,-26.535228614957305,0.745,-0.15126176964104637,-0.8821919572259013,0.2745332682017877,0.8333237080418275,0.02699004720724252,0.031298988682868484,0.17221484848652557
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,emt_ecm,31155,5707,ctrl,6.999999999999999,-0.0005515354999259665,20.732587437386613,-227845.55060733957,1.0,49.99999999999999,-0.00022045431630480077,20.729833459823283,-227849.68930301894,1.0,-227849.30061344677,20.73275380044346,-4.1386956793721765,3.7500061072059907,-0.3886895721661858,0.86,-0.1328421017291663,-0.4600697457783495,0.0489091978754226,0.35900887239463014,0.02699004720724252,-0.014971450617480632,-0.02043477344335776
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,emt_ecm,31155,5707,ctrl+N2,24.6860647223019,-0.00030125839741328684,20.732319497072126,-227843.95324567234,,49.99999999999999,-0.00018737215170489726,20.727010677298743,-227851.93196989427,,,,-7.978724221934688,,,,,,,,0.02699004720724252,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,il6_jak_stat3,31155,5707,naive,12.18803582947357,0.0014163860387201178,24.91672765852767,-222164.24481118654,0.0,7.742591489922676,0.0009856127556365705,24.91757592828591,-222163.18418256656,0.0,-222165.39091148254,24.919010216663946,1.0606286199763417,1.1461002959986217,2.2067289159749635,0.35,0.03404360840880571,-0.16609555393901868,0.19944577371753247,0.9180295393247159,0.028281439851022244,0.007586698854824244,0.050081822075930836
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,il6_jak_stat3,31155,5707,ctrl,6.999999999999999,-0.0020191393275786717,23.95459983498118,-223345.09774629716,1.0,6.999999999999999,-0.0018241254611859653,23.953315210097834,-223346.76855531536,1.0,-223346.19773504976,23.956829712761095,-1.6708090181928128,1.0999887525977101,-0.5708202655951027,0.84,-0.053628920500491506,-0.23495492546617067,0.05721447245594121,0.9366866379944947,0.028281439851022244,-0.012450917089341852,-0.07139450247736573
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,il6_jak_stat3,31155,5707,ctrl+N2,40.868941774896264,-0.00138699546225032,23.9531697685363,-223344.95772518878,,22.318425721029357,-0.0005032339326961143,23.9462887522265,-223353.9088937918,,,,-8.951168603023186,,,,,,,,0.028281439851022244,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,interferon_response,31155,5707,naive,40.868941774896264,0.001707705043399254,22.535386239113958,-225293.8448138645,0.0,19.185852382096297,0.0005800479838504442,22.53480592801562,-225294.64709987218,0.0,-225293.65694526915,22.538415659097247,-0.8022860076744109,-0.18786859535612166,-0.9901546030305326,0.65,-0.02575143661288432,-0.49819428187920706,0.23646591949701926,0.7865045390591324,0.026896626624977986,0.012655395803395711,0.06349142095573705
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,interferon_response,31155,5707,ctrl,6.999999999999999,-0.0018363111615897726,21.329561066339277,-226961.1467900576,1.0,6.999999999999999,-0.0014156834244494906,21.329288592311038,-226961.54478149043,1.0,-226962.4528695471,21.33140547739204,-0.3979914328374434,1.3060794894990977,0.9080880566616543,0.73,-0.01277456051476307,-0.2563507078433698,0.09634596774019472,0.9366866379944947,0.026896626624977986,-0.010160532868934142,-0.06827291716263703
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,interferon_response,31155,5707,ctrl+N2,6.999999999999999,-0.0018193149452052487,21.32892554492968,-226960.07507753753,,6.999999999999999,-0.001406794110146372,21.328982599697966,-226959.9917381811,,,,0.08333935643606318,,,,,,,,0.026896626624977986,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,oxidative_stress,31155,5707,naive,6.999999999999999,-0.018689767008089123,82.09109548710227,-185018.44425984577,1.0,6.999999999999999,-0.014218032909370267,82.06191835198898,-185029.519458927,1.0,-184944.5442769639,82.29661294820453,-11.075199081242317,-73.8999828818778,-84.97518196312012,0.97,-0.3554870512355101,-1.5540939766974053,0.002112139025537843,0.9366866379944947,0.051395737573639216,-0.05340237404293934,-0.3636442998983524
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,oxidative_stress,31155,5707,ctrl,6.999999999999999,-0.0006028648214454895,74.23160443178296,-188107.86962690952,1.0,35.13265199376635,-0.0003262333464432318,74.22887038901465,-188109.01712563008,0.0,-188111.7862199135,74.23180316211275,-1.1474987205583602,3.9165930039889645,2.7690942834306043,0.68,-0.03683192811935035,-0.29800523487889324,0.11902894125254188,0.47590944762164966,0.051395737573639216,-0.00744485415431471,-0.011729860293764282
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,oxidative_stress,31155,5707,ctrl+N2,49.99999999999999,0.0003473145664501154,74.22900037611082,-188106.96256809187,,36.94920399670096,-0.0003019786860375458,74.22860170581876,-188107.12989630914,,,,-0.167328217281482,,,,,,,,0.051395737573639216,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,secondary_senescence,31155,5707,naive,49.99999999999999,0.0039925453727734156,45.728809085738185,-203247.26766543344,1.0,19.185852382096297,0.0011803428871062862,45.72773506091382,-203247.99940625564,0.0,-203241.81723319233,45.742682382568304,-0.7317408222006634,-5.450432241108501,-6.182173063309165,0.635,-0.02348710711605403,-0.448045905816571,0.19297922948862534,0.7838564253698426,0.03831747973408257,0.01807677181708198,0.10419645029832003
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,secondary_senescence,31155,5707,ctrl,6.999999999999999,-0.0011923525235667627,43.7080412216753,-204609.3615139839,1.0,49.99999999999999,0.0002399122742681685,43.705357766465816,-204611.2743339416,1.0,-204612.80724387465,43.70881882643486,-1.9128199577098712,3.445729890750954,1.5329099330410827,0.84,-0.06139688517765595,-0.332324806712071,0.060543015753556376,0.35900887239463014,0.03831747973408257,0.011476367615093264,-0.031117717861675366
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,secondary_senescence,31155,5707,ctrl+N2,49.99999999999999,0.00037680996073549347,43.70761723756318,-204607.66373043452,,49.99999999999999,0.00022252213561925797,43.70456107731715,-204609.84225233705,,,,-2.1785219025373515,,,,,,,,0.03831747973408257,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,31155,5707,naive,49.99999999999999,0.0024603594311305653,20.51697266339476,-228217.25296379876,1.0,22.318425721029357,0.0007146122390422218,20.51460222659581,-228220.85267737304,0.0,-228213.25396199335,20.52224104315286,-3.599713574280031,-3.999001805408625,-7.598715379688656,0.83,-0.1155420823071748,-0.6658677310482747,0.14164523854271405,0.7500316961767894,0.025665428197533785,0.019293039266738893,0.09586278522604665
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,31155,5707,ctrl,6.999999999999999,-0.001966543766359327,18.420166062605517,-231529.96236105557,1.0,6.999999999999999,-0.0015386128351615057,18.419780917116608,-231530.6137847785,1.0,-231530.38542765958,18.42228101974265,-0.6514237229421269,0.4230666040093638,-0.22835711893276311,0.735,-0.020909122867665764,-0.21162832742567234,0.08682048330521948,0.9366866379944947,0.025665428197533785,-0.011572547947404798,-0.07662228547862965
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,31155,5707,ctrl+N2,6.999999999999999,-0.0019708028337590247,18.42012688587117,-231528.02862280654,,6.999999999999999,-0.001543856250233453,18.41967644503089,-231528.79048813213,,,,-0.761865325584928,,,,,,,,0.025665428197533785,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,downstream_arrest,2627,5707,naive,7.361938632551805,0.005618255409424744,1.6879993360702676,-19300.59129801595,0.0,6.999999999999999,0.0029869975383764557,1.6887389923740785,-19299.4404376577,1.0,-19301.739615160703,1.6898327020324038,1.1508603582478827,1.148317144754401,2.2991775030022836,0.395,0.4380892113619652,-2.9525645162850545,2.161547739077077,0.9228845076978014,0.025362485912777344,0.02544070654217772,0.22151832547190534
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,downstream_arrest,2627,5707,ctrl,18.24260882600192,0.007282514108554023,1.5593857476914486,-19462.78632988645,0.0,15.682109678112967,0.002559841158159834,1.5610639563291875,-19459.960676577113,0.0,-19457.57013938237,1.5648660808666168,2.8256533093372127,-5.216190504081169,-2.390537194743956,0.3,1.0756198360628904,-3.3621691541368555,4.659339851552209,0.8114761375141125,0.025362485912777344,0.05310338992472158,0.2871372362043594
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,downstream_arrest,2627,5707,ctrl+N2,19.185852382096297,0.007276935510898833,1.559384069778152,-19460.789156563944,,47.54182525407475,0.0006987254824044892,1.5571239261819485,-19464.599445692565,,,,-3.8102891286190643,,,,,,,,0.025362485912777344,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,emt_ecm,2627,5707,naive,6.999999999999999,-0.0056780362470172764,2.7636271010292917,-18005.480347517667,1.0,49.99999999999999,-0.00030471770838077616,2.7644615264676986,-18004.687293791125,1.0,-18007.836248595002,2.765357248900713,0.7930537265419844,2.3559010773351474,3.148954803877132,0.48,0.3018856971990805,-2.313640672072483,1.6751950454036824,0.3663770861313535,0.03244483619701372,-0.017997455285671524,-0.1750058533926236
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,emt_ecm,2627,5707,ctrl,6.999999999999999,-0.007441448628269377,2.3808374980622573,-18351.144160089705,1.0,49.99999999999999,-0.000556511463401055,2.381834477691039,-18350.04432976908,1.0,-18352.171799836837,2.383532858467073,1.0998303206251876,1.0276397471316159,2.1274700677568035,0.435,0.41866399719268654,-3.3844549928387915,1.9691454923558773,0.3663770861313535,0.03244483619701372,-0.03286907817647523,-0.22935694860203806
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,emt_ecm,2627,5707,ctrl+N2,28.716686174618605,-0.004530466895805685,2.380399765547987,-18349.62719559269,,27.304873519796445,-0.000511011962533937,2.3807287750878,-18349.264127023933,,,,0.3630685687600252,,,,,,,,0.03244483619701372,,
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,il6_jak_stat3,2627,5707,naive,49.99999999999999,0.010723323973510541,3.4197046009462433,-17445.902580108894,1.0,6.999999999999999,0.004405263881562032,3.425572756002557,-17441.39855600429,1.0,-17443.57486063012,3.427951655938768,4.5040241046044684,-2.3277194787733606,2.176304625831108,0.085,1.714512411345439,-0.8795637413312039,4.765716774020749,0.791902144440871,0.03612329084653122,0.026343334295515344,0.29685346273603436
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,DC,il6_jak_stat3,2627,5707,ctrl,8.563960425689007,-0.003312385950676568,3.0428166224277806,-17706.658857919196,0.0,40.868941774896264,-0.0019273868601898305,3.0303790775494237,-17717.418753594484,0.0,-17710.048613778377,3.0435235416145803,-10.759895675288135,3.389755859181605,-7.37013981610653,0.99,-4.09588720033808,-9.006959933530117,-0.7978759406136047,0.4551989188188453,0.03612329084653122,-0.0792829431958678,-0.09169668302529382
