held_out,lam,beta,n_test,ll,ll_per_cell,rss_tr_per_cell,rss_te_per_cell,ll0,ll0_per_cell,dll_vs_cov,celltype,module,basis,design,n_sections
7260_liver_sbr_Male_26-U1,9.962242533302096,0.019790293874085377,27623,-39192.07842114108,-1.4188204909365774,0.9996083442683773,0.9997639370397691,-39195.339104162675,-1.4189385332571651,3.2606830215954687,Biliary/ductular,emt_ecm,sup,naive,6
7001_liver_sham_Male_52-U1,12.18803582947357,0.025420570105272274,21796,-30936.80080196201,-1.419379739491742,0.999353794615523,1.0008816939631977,-30927.184270701942,-1.4189385332493092,-9.616531260067859,Biliary/ductular,emt_ecm,sup,naive,6
7248_liver_sham_Male_26-U1,12.18803582947357,0.020205352215217357,7958,-11293.341227580588,-1.419118023068684,0.9995917437418591,1.0003587752015053,-11291.912847495789,-1.418938533236465,-1.428380084798846,Biliary/ductular,emt_ecm,sup,naive,6
7352_liver_sham_Male_2-U1,11.019082036984365,0.018786366741299777,3895,-5526.152300279948,-1.4187810783773935,0.9996470724246613,0.9996851399078645,-5526.765586945418,-1.4189385332337403,0.6132866654706959,Biliary/ductular,emt_ecm,sup,naive,6
7435_liver_sham_Male_10-U1,11.019082036984365,0.01546110946394372,4208,-5965.4821213771775,-1.4176525953843102,0.999760954094144,0.9974286343526741,-5970.893347848409,-1.4189385332339375,5.411226471231203,Biliary/ductular,emt_ecm,sup,naive,6
7259_liver_sbr_Male_26-U1,6.999999999999999,-0.009764037874078233,31155,-44248.443009390496,-1.420267790383261,0.9136888040235349,0.9986297295782297,-44250.11103632233,-1.4203213300055313,1.668026931831264,Biliary/ductular,il6_jak_stat3,near,ctrl,6
7260_liver_sbr_Male_26-U1,6.999999999999999,-0.010709175849159612,27623,-38058.47051354008,-1.3777819394540811,0.947701833215954,0.920588131082316,-38059.15138422063,-1.3778065881410648,0.6808706805531983,Biliary/ductular,il6_jak_stat3,near,ctrl,6
7001_liver_sham_Male_52-U1,49.99999999999999,-0.012804370624719466,21796,-29985.154967333558,-1.375718249556504,0.9435944202276552,0.9168031327494581,-29983.94279766597,-1.37566263523885,-1.2121696675858402,Biliary/ductular,il6_jak_stat3,near,ctrl,6
7248_liver_sham_Male_26-U1,49.99999999999999,-0.008191236987286613,7958,-11129.171987403493,-1.3984885633831985,0.9351020244215987,0.9596093805873667,-11130.83904486124,-1.39869804534572,1.6670574577474326,Biliary/ductular,il6_jak_stat3,near,ctrl,6
7352_liver_sham_Male_2-U1,49.99999999999999,-0.009650594466301154,3895,-5423.345225533993,-1.3923864507147605,0.9365466636535811,0.9482119251802086,-5423.87196562861,-1.3925216856556124,0.5267400946177077,Biliary/ductular,il6_jak_stat3,near,ctrl,6
7435_liver_sham_Male_10-U1,6.999999999999999,-0.009660687856459859,4208,-5848.036186698568,-1.3897424398047926,0.9367635276843862,0.9432593645065094,-5848.403529212398,-1.3898297360295624,0.3673425138304083,Biliary/ductular,il6_jak_stat3,near,ctrl,6
7259_liver_sbr_Male_26-U1,49.99999999999999,-0.016221550090310947,31155,-44245.73419571569,-1.4201808440287496,0.9135917919585114,0.9984618113570327,-44250.11103632233,-1.4203213300055313,4.3768406066374155,Biliary/ductular,il6_jak_stat3,sup,ctrl,6
7260_liver_sbr_Male_26-U1,49.99999999999999,-0.0169786853972136,27623,-38056.258380834086,-1.3777018564541899,0.9476168144529459,0.9204387555908294,-38059.15138422063,-1.3778065881410648,2.893003386547207,Biliary/ductular,il6_jak_stat3,sup,ctrl,6
