celltype,n_donors,call,lam_prox_ctrl,lam_down_ctrl,log_ratio,log_ratio_lo,log_ratio_hi,ratio,ratio_lo,ratio_hi,frac_prox_gt_down,lam_prox_lo,lam_prox_hi,lam_down_lo,lam_down_hi,grid_lo,grid_hi,prox_lam_naive,prox_beta_naive,prox_lam_ctrl,prox_beta_ctrl,prox_lam_n2,prox_beta_n2,prox_beta_ctrl_fixed,prox_beta_n2_fixed,prox_railed_ctrl,prox_sf_ctrl,prox_sf_n2ctrl,down_lam_naive,down_beta_naive,down_lam_ctrl,down_beta_ctrl,down_lam_n2,down_beta_n2,down_beta_ctrl_fixed,down_beta_n2_fixed,down_railed_ctrl,down_sf_ctrl,down_sf_n2ctrl
Biliary/ductular,6,tierA_p95,49.99999999999999,49.99999999999999,0.0,-1.9661128563728327,1.237626746414457,1.0,0.14,3.4474221416053914,0.078,6.999999999999999,49.99999999999999,6.999999999999999,49.99999999999999,6.999999999999999,49.99999999999999,17.035860020167135,0.14333931896597907,49.99999999999999,0.004483536929444758,6.999999999999999,-0.006405328743769188,0.0013769590936775103,0.0013849983941263636,1,0.009606290190372156,0.00966237599088277,49.99999999999999,0.05213662924607335,49.99999999999999,0.02070463457164363,49.99999999999999,0.020868400830541776,0.02070463457164363,0.020868400830541776,1,0.3971226155400714,0.4002637134834234
Endothelial,6,tierA_p95,7.616867955538409,49.99999999999999,-1.8816577496822542,-1.9661128563728327,0.6404616178562199,0.1523373591107682,0.14,1.8973565308354599,0.087,6.999999999999999,49.99999999999999,6.999999999999999,49.99999999999999,6.999999999999999,49.99999999999999,6.999999999999999,0.3876255656820561,7.616867955538409,-0.034717799892222,6.999999999999999,-0.039013777045448124,-0.038958807506620945,-0.039013777045448124,0,-0.10050628997617847,-0.10064810089809344,49.99999999999999,-0.08200118421949593,49.99999999999999,-0.01300759355329384,49.99999999999999,-0.012440112857450242,-0.01300759355329384,-0.012440112857450242,1,0.15862689883204467,0.15170650248356515
Hepatocytes,6,tierA_p95,49.99999999999999,6.999999999999999,1.9661128563728327,-1.9661128563728327,1.9661128563728327,7.142857142857142,0.14,7.142857142857142,0.4885,6.999999999999999,49.99999999999999,6.999999999999999,49.99999999999999,6.999999999999999,49.99999999999999,6.999999999999999,0.24240394277862004,49.99999999999999,0.023584675870795234,49.99999999999999,0.023364026834494418,0.054574967852205884,0.05459491771438156,1,0.22514059477179174,0.22522289484474844,49.99999999999999,-0.08398597952898461,6.999999999999999,0.027821978895547432,49.99999999999999,-0.0034727274679592613,-0.0036438377242891794,-0.0034727274679592613,1,0.04338626214428619,0.04134889522555107
Macrophages,6,tierA_p95,49.99999999999999,6.999999999999999,1.9661128563728327,-1.9661128563728327,1.9661128563728327,7.142857142857142,0.14,7.142857142857142,0.571,6.999999999999999,49.99999999999999,6.999999999999999,49.99999999999999,6.999999999999999,49.99999999999999,9.981958340776156,0.356853750918941,49.99999999999999,-0.0035227007142010266,6.999999999999999,0.0027293252585289755,0.00042027661189760894,-0.00041319626289081145,1,0.0011777278810026419,-0.001157886842514004,49.99999999999999,-0.0390610166930649,6.999999999999999,0.09091385642517151,9.980121155610231,0.06419253482919428,0.020005486678126905,0.023038330038565584,1,-0.5121599070328035,-0.5898036453991207
Mesenchymal,6,tierA_p95,28.4339416912167,6.999999999999999,1.4016734124849468,-1.9661128563728327,1.9661128563728327,4.061991670173815,0.14,7.142857142857142,0.4645,6.999999999999999,49.99999999999999,6.999999999999999,49.99999999999999,6.999999999999999,49.99999999999999,6.999999999999999,0.29979092783872874,28.4339416912167,-0.014286369806568224,39.52578062757966,-0.015431414101813241,-0.007480543161486478,-0.00790410504413918,0,-0.024952533471962184,-0.0263653910447589,49.99999999999999,-0.0476345141406955,6.999999999999999,0.03158628874711926,49.99999999999999,-0.014584066022820474,-0.01582264312259603,-0.014584066022820474,1,0.33216761854359517,0.30616594471278336
T/NK cells,6,tierA_p95,9.766113913934735,6.999999999999999,0.3330084808551337,-1.4876667176816127,1.622780454719437,1.3951591305621052,0.22589912753670624,5.0671597560378405,0.5295,6.999999999999999,49.99999999999999,6.999999999999999,49.99999999999999,6.999999999999999,49.99999999999999,19.825126960817364,0.3442116969412283,9.766113913934735,-0.053030732938245985,8.646699592707206,-0.05896122133321296,-0.03571552619952737,-0.03548129669743828,0,-0.10376035014761728,-0.10307986919891472,6.999999999999999,0.2097754209880466,6.999999999999999,0.13505735160251042,6.999999999999999,0.1354185902461343,0.13505735160251042,0.1354185902461343,1,0.6438187608747845,0.6455407864673084
