section,call,null,draw,celltype,module,n,lam_near,lam_sup,aic_near,aic_sup,d_aic,d_aic_near_vs_cov,d_aic_sup_vs_cov
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Biliary/ductular,downstream_arrest,32233,6.999999999999999,6.999999999999999,-270016.787143173,-270015.6989974546,1.088145718385931,0.929561689903494,2.017707408289425
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Biliary/ductular,emt_ecm,32233,49.99999999999999,23.47241150476913,-235563.46595171044,-235562.90760425344,0.5583474570012186,3.259279525867896,3.8176269828691147
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Biliary/ductular,il6_jak_stat3,32233,49.99999999999999,49.99999999999999,-230803.7281625447,-230806.08185140934,-2.353688864648575,3.236152325553121,0.8824634609045461
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Biliary/ductular,interferon_response,32233,49.99999999999999,49.99999999999999,-234547.21799199606,-234547.40514232244,-0.18715032638283446,-5.685609207546804,-5.872759533929639
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Biliary/ductular,oxidative_stress,32233,49.99999999999999,49.99999999999999,-194450.64313976755,-194450.84581437026,-0.2026746027113404,1.249636585911503,1.0469619832001626
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Biliary/ductular,secondary_senescence,32233,6.999999999999999,7.361938632551805,-211645.5089593946,-211646.89844361134,-1.3894842167501338,1.9483452926797327,0.5588610759295989
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Biliary/ductular,tnfa_nfkb_proximal,32233,14.911122358641625,18.24260882600192,-239568.05565267298,-239569.03564181138,-0.9799891384027433,1.760064438014524,0.7800752996117808
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,DC,downstream_arrest,2703,49.99999999999999,11.019082036984365,-19946.529056802166,-19947.109550097313,-0.58049329514688,3.82046484154489,3.23997154639801
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,DC,emt_ecm,2703,49.99999999999999,49.99999999999999,-18898.153961144835,-18897.91753546447,0.2364256803666649,0.6771845928160474,0.9136102731827123
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,DC,il6_jak_stat3,2703,12.18803582947357,12.18803582947357,-18211.56586137199,-18213.29429407214,-1.7284327001507336,2.566515257840365,0.8380825576896314
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,DC,interferon_response,2703,6.999999999999999,6.999999999999999,-18308.272638636234,-18308.961253301637,-0.6886146654032927,2.739741170003981,2.0511265046006883
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,DC,oxidative_stress,2703,7.361938632551805,7.742591489922676,-16009.531685227921,-16010.224307012988,-0.6926217850668763,3.516696048200174,2.824074263133298
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,DC,secondary_senescence,2703,15.682109678112967,8.563960425689007,-17759.70025840363,-17759.291119412137,0.40913899149381905,2.4209401645930484,2.8300791560868674
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,DC,tnfa_nfkb_proximal,2703,6.999999999999999,6.999999999999999,-19059.357053313874,-19059.648493470646,-0.2914401567722962,3.500583952085435,3.209143795313139
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Endothelial,downstream_arrest,12233,49.99999999999999,49.99999999999999,-103545.95013489742,-103551.00426130122,-5.054126403803821,-0.5311645715119084,-5.585290975315729
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Endothelial,emt_ecm,12233,49.99999999999999,49.99999999999999,-88994.90025737639,-88994.91972344219,-0.019466065801680088,2.3162436533457367,2.2967775875440566
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Endothelial,il6_jak_stat3,12233,47.54182525407475,6.999999999999999,-82991.38471199351,-82988.31861822419,3.0660937693173764,-10.633911223660107,-7.56781745434273
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Endothelial,interferon_response,12233,49.99999999999999,49.99999999999999,-88159.07834996867,-88157.43908819887,1.639261769800214,-23.202957950968994,-21.56369618116878
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Endothelial,oxidative_stress,12233,49.99999999999999,49.99999999999999,-74182.06881957134,-74180.98541052909,1.0834090422576992,0.2281565134471748,1.311565555704874
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Endothelial,secondary_senescence,12233,6.999999999999999,49.99999999999999,-84593.35473037517,-84593.20180953146,0.15292084371321835,3.5881229156511836,3.741043759364402
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Endothelial,tnfa_nfkb_proximal,12233,49.99999999999999,49.99999999999999,-94319.92749250423,-94314.10533594099,5.822156563241151,-13.804389697441366,-7.982233134200214
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Hepatocytes,downstream_arrest,27171,49.99999999999999,49.99999999999999,-242844.9908215152,-242881.45789985094,-36.46707833572873,-2.1509605568135157,-38.618038892542245
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Hepatocytes,emt_ecm,27171,49.99999999999999,49.99999999999999,-220845.1930131984,-220843.10701388158,2.0859993168269284,0.8431174243160058,2.929116741142934
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Hepatocytes,il6_jak_stat3,27171,27.304873519796445,49.99999999999999,-218998.44877953324,-219000.08684794419,-1.638068410946289,3.5931886171747465,1.9551202062284574
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Hepatocytes,interferon_response,27171,18.24260882600192,49.99999999999999,-224254.68843460229,-224259.49548821853,-4.807053616241319,3.894085158914095,-0.9129684573272243
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Hepatocytes,oxidative_stress,27171,49.99999999999999,49.99999999999999,-175397.08879539958,-175405.31607004165,-8.227274642064003,-6.442987872083904,-14.670262514147907
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Hepatocytes,secondary_senescence,27171,20.177866835741543,12.18803582947357,-210513.2839463321,-210510.07213236726,3.211813964851899,-3.469661002716748,-0.25784703786484897
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Hepatocytes,tnfa_nfkb_proximal,27171,49.99999999999999,49.99999999999999,-234217.8847344573,-234222.89071885985,-5.005984402552713,-1.3273183529090602,-6.333302755461773
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Macrophages,downstream_arrest,12814,12.818224546846722,10.477345453252495,-106407.9499471133,-106408.79145019244,-0.8415030791366007,-1.5129892067925539,-2.3544922859291546
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Macrophages,emt_ecm,12814,49.99999999999999,28.716686174618605,-91055.3706715455,-91055.27799299455,0.09267855095095001,3.008986594970338,3.101665145921288
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Macrophages,il6_jak_stat3,12814,49.99999999999999,49.99999999999999,-87553.33399660459,-87557.78710774989,-4.453111145296134,-0.6104929346038261,-5.06360407989996
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Macrophages,interferon_response,12814,49.99999999999999,49.99999999999999,-88953.37133829188,-88955.35320534336,-1.9818670514796395,1.6242260604631156,-0.3576409910165239
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Macrophages,oxidative_stress,12814,49.99999999999999,49.99999999999999,-75854.08923884388,-75854.10697304596,-0.01773420207609888,3.0613545605592662,3.0436203584831674
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Macrophages,secondary_senescence,12814,6.999999999999999,6.999999999999999,-86714.44374297938,-86714.90111776137,-0.4573747819958953,1.8694946262257872,1.412119844229892
7259_liver_sbr_Male_26-U1,cdkn1a_pos,N3,0,Macrophages,tnfa_nfkb_proximal,12814,49.99999999999999,49.99999999999999,-98269.17219598313,-98269.36426405999,-0.19206807685259264,3.8568474985368084,3.6647794216842158
