n_cells,n_senders,prevalence_real,median_nn_um,lam_true,beta_true,med_d_sender,match_rate,max_smd_before,max_smd_after,smd_pass,u_sender_mean,u_decoy_mean,u_all_mean,lam_naive,beta_naive,se_lam_naive,se_beta_naive,lam_nuis,beta_nuis,se_lam_nuis,lam_decoy,beta_decoy,se_lam_decoy,lam_decoy_scale,beta_decoy_term,lam_decoy_nuis,beta_decoy_nuis,lam_decoyS,beta_decoyS,beta_decoyS_term,lam_decoyS_nuis,beta_decoyS_nuis,lam_naive_bin,beta_naive_bin,lam_decoy_only,beta_decoy_only,beta_true_minus_decoy,ci_lam_naive_iid_lo,ci_lam_naive_iid_hi,ci_lam_nuis_iid_lo,ci_lam_nuis_iid_hi,ci_lam_decoy_iid_lo,ci_lam_decoy_iid_hi,ci_lam_naive_blk_lo,ci_lam_naive_blk_hi,ci_lam_nuis_blk_lo,ci_lam_nuis_blk_hi,ci_lam_decoy_blk_lo,ci_lam_decoy_blk_hi,ci_beta_naive_blk_lo,ci_beta_naive_blk_hi,ci_beta_decoy_blk_lo,ci_beta_decoy_blk_hi,boot_sd_lam_naive,boot_sd_lam_nuis,boot_sd_lam_decoy,ci_lam_decoyS_blk_lo,ci_lam_decoyS_blk_hi,ci_beta_decoyS_blk_lo,ci_beta_decoyS_blk_hi,se_ratio_naive,cover_lam_naive_iid,cover_lam_nuis_iid,cover_lam_decoy_iid,cover_lam_naive_blk,cover_lam_nuis_blk,cover_lam_decoy_blk,cover_beta_naive_blk,cover_beta_decoy_blk,cover_lam_decoyS_blk,cover_beta_decoyS_blk,cover_beta_nuis_blk,bias_lam_naive,relbias_lam_naive,relbias_beta_naive,bias_lam_naive_bin,relbias_lam_naive_bin,relbias_beta_naive_bin,bias_lam_nuis,relbias_lam_nuis,relbias_beta_nuis,bias_lam_decoy,relbias_lam_decoy,relbias_beta_decoy,bias_lam_decoy_nuis,relbias_lam_decoy_nuis,relbias_beta_decoy_nuis,bias_lam_decoyS,relbias_lam_decoyS,relbias_beta_decoyS,bias_lam_decoyS_nuis,relbias_lam_decoyS_nuis,relbias_beta_decoyS_nuis,signal_retained_naive,signal_retained_decoy,signal_retained_decoy_nuis,signal_retained_decoyS,signal_retained_decoyS_nuis,signal_retained_nuis,signal_retained_subtract,decoy_cost_vs_naive,ripley50,sweep,cfg_id,rep,clustering,autocorr_len_um,conf_strength,prevalence,window_um,beta_true_cfg,ell_over_lambda,ell_ratio
11827,591,0.04997040669654181,11.61474623230395,30.0,1.0,39.94065990485088,1.0,0.4538311511774512,0.06461659766246446,1.0,1.2962944346521228,0.5895351835426654,0.3078540518226645,29.66557254848434,2.4263533558756407,2.289723295662619,0.07642331679138663,18.05326526644643,1.9188367200967105,1.647959093507022,26.936736012788767,2.3368537406507497,2.101658718150409,62.63542794902594,0.8606008075731304,18.041905541567086,1.9213717269120247,30.082416120471844,2.2862515978401863,0.8018813448636074,18.025894445189195,1.9214709684264941,28.142488377537436,2.539458372083639,63.699240523001095,1.3412892259308664,1.1981691461527724,25.17771488898561,34.15343020798308,14.823265443172668,21.283265089720196,22.817484925213964,31.05598710036357,23.584394512823966,38.75381174939396,14.161348013611592,23.49650331377717,21.64353051393356,35.33016513364523,2.2042662221342875,2.6210138042439333,2.138796309605408,2.5741040545537577,3.895116210642343,2.4067597095632363,3.5468572585510754,24.074243862784947,40.26447303483994,2.0647473777456913,2.526825074986061,1.701129659649614,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.33442745151565845,-0.011147581717188614,1.4263533558756407,-1.8575116224625638,-0.06191705408208546,1.5394583720836388,-11.94673473355357,-0.3982244911184523,0.9188367200967105,-3.063263987211233,-0.10210879957370776,1.3368537406507497,-11.958094458432914,-0.39860314861443047,0.9213717269120247,0.08241612047184432,0.002747204015728144,1.2862515978401863,-11.974105554810805,-0.39913685182702685,0.9214709684264941,2.4263533558756407,2.3368537406507497,1.9213717269120247,2.2862515978401863,1.9214709684264941,1.9188367200967105,1.1981691461527724,0.9631135279582591,1.7885707207571326,main,2,0,0.0,30.0,1.0,0.05,2000.0,1.0,1.0,1.0
11718,586,0.05000853387950162,11.72335023402401,30.0,1.0,40.45687600704426,0.9982935153583617,0.5549968727341708,0.04486548929773993,1.0,1.354969298995067,0.577436174214442,0.294642658712725,35.72144322809174,2.4991092357919493,2.8271007738489597,0.06687298713235094,23.338821472490398,1.8602655024139438,2.105508369641073,32.26833931172882,2.3449688933224766,2.5957329464252106,94.57193137936622,1.1861062110254668,23.355129292508888,1.8651175704233405,36.760533438965695,2.3159154691673933,0.9222614665132048,23.394909651179464,1.8651444606456373,34.23837157633158,2.5460403653179124,118.8478588007587,2.0219096575618383,0.5241307077560742,30.180325711347784,41.2625607448357,19.212025067993896,27.4656178769869,27.180702736735412,37.355975886722234,28.99315195754977,48.120384811430775,19.650485808537802,29.324479202364053,26.41835038494798,43.76726403507145,2.2957823284331065,2.7427003175093163,2.1481469809347713,2.5685774948786277,4.938715105602121,2.471665404980706,4.480709365758617,30.027874628671178,47.798709382398606,2.1105634112698923,2.548788907224048,1.7469186635601608,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7214432280917435,0.19071477426972477,1.4991092357919493,4.238371576331581,0.14127905254438602,1.5460403653179124,-6.661178527509602,-0.22203928425032007,0.8602655024139438,2.2683393117288233,0.07561131039096078,1.3449688933224766,-6.644870707491112,-0.22149569024970372,0.8651175704233405,6.760533438965695,0.22535111463218982,1.3159154691673933,-6.605090348820536,-0.22016967829401785,0.8651444606456373,2.4991092357919493,2.3449688933224766,1.8651175704233405,2.3159154691673933,1.8651444606456373,1.8602655024139438,0.5241307077560742,0.9383218867499296,1.9034499048720501,main,2,1,0.0,30.0,1.0,0.05,2000.0,1.0,1.0,1.0
11809,590,0.049961893471081376,11.70088588965718,30.0,1.0,39.55258436182521,1.0,0.45357840465119037,0.09712923340736057,1.0,1.3113714883498522,0.42169708199339967,0.2912208506800987,34.9379142781389,2.2372494555110687,3.0312090292356357,0.06642818244594743,23.924519089453607,1.7468240503974581,2.3071501638967784,32.09321286015509,2.165282397809818,2.788944089490652,81.0324425358068,0.8002494255979941,23.910348377307525,1.7473888960611093,34.90648060913085,2.143184376087982,0.66828670052644,23.884688405833728,1.7473868216970532,35.390200368563406,2.2738729352726614,76.42348376713795,1.2336110717031727,1.0402618635694887,28.996744580837053,40.87908397544074,19.40250476821592,28.446533410691295,26.626882444753413,37.55954327555677,28.522364770590205,46.83828290747864,18.00699858609355,33.4015810860098,26.549191238705227,42.704588123442576,2.055769999305481,2.487463420527113,1.9869693346771862,2.3901846094079446,4.77965587031558,3.7240873498480247,4.419293505397034,27.7081592088073,46.46791782976123,1.9579007180374473,2.392233673356453,1.5768150016103775,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.937914278138898,0.16459714260462993,1.2372494555110687,5.390200368563406,0.17967334561878018,1.2738729352726614,-6.075480910546393,-0.20251603035154642,0.7468240503974581,2.0932128601550914,0.06977376200516971,1.165282397809818,-6.089651622692475,-0.2029883874230825,0.7473888960611093,4.906480609130853,0.1635493536376951,1.1431843760879818,-6.115311594166272,-0.2038437198055424,0.7473868216970532,2.2372494555110687,2.165282397809818,1.7473888960611093,2.143184376087982,1.7473868216970532,1.7468240503974581,1.0402618635694887,0.9678323498866107,1.6294866337498377,main,2,2,0.0,30.0,1.0,0.05,2000.0,1.0,1.0,1.0
11838,592,0.05000844737286704,11.697493384000804,30.0,1.0,40.06697220190958,1.0,0.49692750800097485,0.045259727999983186,1.0,1.3432167223228408,0.5531235091110862,0.2869757179839851,33.976625920693174,2.338224414189726,3.012867422547542,0.06779098084840932,20.95461036012915,1.7825312012936194,2.0582949665822787,32.00891325405195,2.2417129880174573,2.8641411091530093,30.455882100450456,0.7334337560653024,20.964378112924912,1.7877431047017107,31.80053399629401,2.241023396263841,0.7255161325218911,20.777945532527934,1.7878753160046525,34.4379270499018,2.368644701103542,37.88800055146893,1.1026420901636274,1.2660026109399147,28.071405772499993,39.881846068886354,16.92035222562788,24.988868494630417,26.39519668011205,37.622629827991844,26.052310911666485,46.49151291569481,15.648879944179809,28.197462472933793,24.430847875144995,44.15490968400839,2.126753531766106,2.5625058010432045,2.0533272188019036,2.4665843341364964,5.310366237697133,3.280996364562617,5.023643950667004,25.076035325496406,41.26216227717218,2.0296697445426326,2.4635592252745453,1.762562201693871,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9766259206931736,0.1325541973564391,1.338224414189726,4.437927049901802,0.1479309016633934,1.368644701103542,-9.045389639870852,-0.30151298799569504,0.7825312012936194,2.008913254051947,0.0669637751350649,1.2417129880174573,-9.035621887075088,-0.3011873962358363,0.7877431047017107,1.8005339962940106,0.06001779987646702,1.241023396263841,-9.222054467472066,-0.3074018155824022,0.7878753160046525,2.338224414189726,2.2417129880174573,1.7877431047017107,2.241023396263841,1.7878753160046525,1.7825312012936194,1.2660026109399147,0.9587244810264659,1.844921542352039,main,2,3,0.0,30.0,1.0,0.05,2000.0,1.0,1.0,1.0
11732,587,0.05003409478349812,11.710554564290355,30.0,1.0,39.91836010730526,1.0,0.512687856015758,0.03806846072723114,1.0,1.3499621485509385,0.5903393178418399,0.29374035870834164,37.89792405612301,2.685122055370301,2.907528078796332,0.06434260544091894,22.1102201445258,2.0885077849295595,1.8339718206407527,34.29468327381576,2.5769123065791324,2.6228357557382114,39.401255758809576,0.7620615830819982,22.107498508152133,2.0926149791692756,34.94618098333677,2.5648081002478174,0.7596962573518519,21.955668746006808,2.0907480755270798,36.76913082268953,2.7498198531917293,75.7594884679858,1.5104341450184815,1.2393857081732478,32.1991690216822,43.59667909056382,18.515635376069927,25.704804912981675,29.153925192568863,39.43544135506265,29.989061569291373,50.53957347270848,17.70883588552627,28.49874157918565,26.883894701435366,44.575937786298354,2.488526343984446,2.9615810933922493,2.3749936877831312,2.827801589788635,5.330440078921489,2.7601677522229005,4.786882058085527,28.71071945612161,44.66061881818956,2.3708141634939817,2.8231301171266816,1.8333236806188309,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.89792405612301,0.26326413520410036,1.685122055370301,6.769130822689533,0.2256376940896511,1.7498198531917293,-7.889779855474199,-0.26299266184913994,1.0885077849295595,4.294683273815757,0.1431561091271919,1.5769123065791324,-7.892501491847867,-0.26308338306159557,1.0926149791692756,4.946180983336767,0.1648726994445589,1.5648081002478174,-8.044331253993192,-0.2681443751331064,1.0907480755270798,2.685122055370301,2.5769123065791324,2.0926149791692756,2.5648081002478174,2.0907480755270798,2.0885077849295595,1.2393857081732478,0.9597002495380994,1.7702191958892488,main,2,4,0.0,30.0,1.0,0.05,2000.0,1.0,1.0,1.0
11830,592,0.05004226542688081,11.680409459314024,30.0,1.0,39.690131934913154,1.0,0.45849783240271147,0.04074684788943361,1.0,1.3287694090124214,0.5781028746894916,0.2935002752011424,30.98876703256136,2.3496808471916517,2.380477087358289,0.07437243654219082,19.689672952987095,1.8491900870158788,1.804923657546539,28.790304333084002,2.273438126684611,2.2489056024881884,73.10101002194283,0.8430046493665869,19.659125655319823,1.8528117087918616,30.85273216586748,2.255340062932965,0.7306331254917153,19.610351055055776,1.9035738755866694,30.001548778180116,2.411581718501085,87.52597265218982,1.3628090651463565,1.0487726533547284,26.323031941339114,35.65450212378361,16.15202258419588,23.22732332177831,24.382449352207153,33.19815931396085,25.331286649381124,43.33009748837449,16.433968473420435,24.845638159065487,23.787384303791438,39.6938063971037,2.1728779207742486,2.5523871155455584,2.1202358315839014,2.458707836471683,4.786328439952336,2.1698239901464698,4.236794772349262,25.84638019255108,41.897982281816454,2.073836144212524,2.4492431764044276,2.010659319247604,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9887670325613591,0.03295890108537864,1.3496808471916517,0.001548778180115562,5.16259393371854e-05,1.4115817185010848,-10.310327047012905,-0.3436775682337635,0.8491900870158788,-1.209695666915998,-0.04032318889719993,1.2734381266846109,-10.340874344680177,-0.34469581148933925,0.8528117087918616,0.8527321658674794,0.028424405528915977,1.255340062932965,-10.389648944944224,-0.34632163149814077,0.9035738755866694,2.3496808471916517,2.273438126684611,1.8528117087918616,2.255340062932965,1.9035738755866694,1.8491900870158788,1.0487726533547284,0.9675518823766358,1.750065082178706,main,2,5,0.0,30.0,1.0,0.05,2000.0,1.0,1.0,1.0
11757,588,0.050012758356723655,11.688086998148899,30.0,1.0,40.668418905760284,1.0,0.5571068234450377,0.06007504991256925,1.0,1.3464423377619559,0.6152297541763718,0.2926618185464634,34.55517754192315,2.2647365676473594,2.9313731517963513,0.0672065424662891,18.977439852563712,1.7838618938606832,1.85784763934777,30.363048763992076,2.1520227081274665,2.58755262583919,116.20728725649008,1.167238428148204,18.983971090114736,1.7898719929240765,35.63273998890935,2.1134084661553953,0.8108303681135971,19.097311515541943,1.7889002653859336,34.08143577722813,2.295629611037322,94.40352103484435,1.5968270825010955,0.6988025285362265,28.8096861644023,40.300668919444,15.336058479442084,22.61882122568534,25.291445617347264,35.43465191063689,28.64166949097031,42.23180977998502,15.265713895099962,23.168845756707846,25.409695899036,36.75776572669312,2.0737442882315107,2.468512856788914,1.9581630850721032,2.3506722442746675,3.561182920852302,1.9794251302458805,2.906377562299386,30.20968903738725,43.18052656247906,1.9244821301530712,2.3114098893971016,1.2148514489429645,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.55517754192315,0.15183925139743834,1.2647365676473594,4.08143577722813,0.13604785924093765,1.295629611037322,-11.022560147436288,-0.3674186715812096,0.7838618938606832,0.36304876399207586,0.012101625466402529,1.1520227081274665,-11.016028909885264,-0.36720096366284216,0.7898719929240765,5.63273998890935,0.18775799963031167,1.1134084661553953,-10.902688484458057,-0.36342294948193526,0.7889002653859336,2.2647365676473594,2.1520227081274665,1.7898719929240765,2.1134084661553953,1.7889002653859336,1.7838618938606832,0.6988025285362265,0.9502309181871066,2.1626512897569112,main,2,6,0.0,30.0,1.0,0.05,2000.0,1.0,1.0,1.0
11810,590,0.04995766299745978,11.6439037549479,30.0,1.0,41.24559707044406,1.0,0.47460542716353243,0.07236389930641979,1.0,1.3249374361026696,0.5693591647232467,0.29084739394412656,32.67947752096232,2.3501654972265573,2.5297103347402077,0.07145985065260055,21.16708017429037,1.824024068264283,1.9152888279707412,31.976812184728637,2.228946011647519,2.573283665692175,41.48373388526971,0.8345204722756718,21.33508507684753,1.829360062363308,33.12922179108081,2.209198381395248,0.8417667755552876,21.094511596132502,1.8312799775705113,32.655011298090066,2.454135435591387,40.686864390572765,1.2710535697750507,1.1830818658163362,27.721245264871516,37.63770977705313,17.413114071467717,24.92104627711302,26.933176199971975,37.0204481694853,26.988115561103964,39.841044529511294,17.18723843863262,26.931728322839152,26.427325898357648,39.69884376044168,2.15476322105153,2.582481356871173,2.052803911421045,2.458202844974577,3.373287036660281,2.6137362138217077,3.558405645958125,26.78964376398905,41.103839192022605,2.039795474470405,2.4484033793932896,1.333467705901081,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.6794775209623225,0.08931591736541075,1.3501654972265573,2.6550112980900664,0.08850037660300221,1.454135435591387,-8.83291982570963,-0.2944306608569877,0.824024068264283,1.9768121847286366,0.06589373949095455,1.228946011647519,-8.66491492315247,-0.28883049743841566,0.829360062363308,3.129221791080809,0.10430739303602697,1.209198381395248,-8.905488403867498,-0.2968496134622499,0.8312799775705113,2.3501654972265573,2.228946011647519,1.829360062363308,2.209198381395248,1.8312799775705113,1.824024068264283,1.1830818658163362,0.948420872605742,1.9066289367096376,main,2,7,0.0,30.0,1.0,0.05,2000.0,1.0,1.0,1.0
11787,589,0.04997030626961907,11.635271341228664,30.0,1.0,39.750897701174026,1.0,0.5678626274770746,0.050389087415085305,1.0,1.3168289974633103,0.5650304497604455,0.29732407025413304,37.728930806889075,2.5324276588104975,2.9577396951248383,0.062304404604596686,21.566021413105357,1.9137939221033982,1.8824509821109032,33.46811061046445,2.4226825721962673,2.5817418230708045,45.9847036480041,0.9270625712382138,21.577030493757068,1.9319705986076763,35.4472312449021,2.413593013281171,0.9196269452784804,21.63793760835026,1.9318219798997813,37.33770958685133,2.579425658711795,61.93435448701828,1.4652179453447165,1.1142077133670785,31.931761004444393,43.52610060933376,17.876417488167988,25.255625338042726,28.407896637245674,38.52832458368323,28.78665240826247,55.646939086012644,16.691868150046446,29.943047323784555,25.64239389097693,49.884859978691,2.328912477267192,2.8390882254544954,2.23078104202061,2.670744147105295,7.03161590379287,3.3301980122263712,6.153947413352027,28.551242257567388,46.82219025506554,2.186305774991392,2.6457698357498245,2.3773613057913416,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.728930806889075,0.2576310268963025,1.5324276588104975,7.337709586851332,0.24459031956171107,1.579425658711795,-8.433978586894643,-0.2811326195631548,0.9137939221033982,3.46811061046445,0.11560368701548167,1.4226825721962673,-8.422969506242932,-0.28076565020809774,0.9319705986076763,5.447231244902099,0.18157437483006997,1.413593013281171,-8.36206239164974,-0.27873541305499133,0.9318219798997813,2.5324276588104975,2.4226825721962673,1.9319705986076763,2.413593013281171,1.9318219798997813,1.9137939221033982,1.1142077133670785,0.9566640783469493,1.8065110134485094,main,2,8,0.0,30.0,1.0,0.05,2000.0,1.0,1.0,1.0
11788,589,0.0499660671869698,11.720146823069122,30.0,1.0,39.106931840394346,1.0,0.36745458594258434,0.07969418967098187,1.0,1.2287848167372506,0.5374097637468842,0.28555236116552835,38.4551574490343,2.4838007331188874,3.3909175036782084,0.06376964935975224,22.257902226456473,1.8102667117877276,2.107829820565894,36.35453491173225,2.362540857377844,3.2433275317669468,56.50469000989531,0.8686776061366143,22.129471334886915,1.8092121087721527,38.26335973359675,2.3626789447502543,0.8205091320964327,22.29843941358216,1.809813073854574,37.663903307489214,2.525584032485574,97.21520800564043,1.6640747321601734,0.8615093003254006,31.808959141825014,45.10135575624359,18.12655577814732,26.389248674765625,29.997612949469037,42.711456873995466,28.766444686149413,54.3584532591272,17.600273575722177,29.00947876431322,26.679127731762662,52.27809460019747,2.2771700696753197,2.776083342345591,2.170871498606618,2.634118896228491,6.267477972775578,3.0205664842377478,6.505801749067731,28.215807757819093,53.611264401954124,2.157889758780816,2.6431803976374915,1.8483133151948097,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.455157449034303,0.2818385816344768,1.4838007331188874,7.663903307489214,0.2554634435829738,1.525584032485574,-7.742097773543527,-0.2580699257847842,0.8102667117877276,6.354534911732252,0.21181783039107505,1.362540857377844,-7.870528665113085,-0.26235095550376947,0.8092121087721527,8.26335973359675,0.275445324453225,1.3626789447502543,-7.701560586417841,-0.256718686213928,0.8098130738545739,2.4838007331188874,2.362540857377844,1.8092121087721527,2.3626789447502543,1.809813073854574,1.8102667117877276,0.8615093003254006,0.9511797085312965,1.5499014368508364,main,2,9,0.0,30.0,1.0,0.05,2000.0,1.0,1.0,1.0
11798,590,0.05000847601288354,11.641654892172168,30.0,1.0,40.02795304614939,1.0,0.3630606054748186,0.01931627996654145,1.0,1.2496116232517058,0.5435299315768847,0.28731490235251084,50.570987513952794,2.274173757352839,5.639249260929217,0.07312201622477832,28.792642261704266,1.5761794852025721,3.1730143580110988,48.17077983374497,2.122981419145499,5.504694589166617,59.491137490359385,0.7907667822777177,28.619129179198822,1.5665728603991624,49.56905884320254,2.1234208981098543,0.7594299585115772,28.49361254647589,1.5667208612632786,49.591631527602196,2.325624970019224,56.68582166080035,1.2919450879648824,1.0336798820543416,39.518058962531526,61.62391606537406,22.573534120002513,35.01175040340602,37.38157843897841,58.95998122851154,38.69797139850673,77.02021915587494,22.107031135390084,38.19656287430955,36.34301482078881,69.80268172947495,2.0709657397263093,2.6773504647191944,1.9392434864660562,2.4323211403426783,9.839697348952607,4.296613856929678,8.490163263812235,37.35149845329104,70.12428327127694,1.9259560750117062,2.4529904325429577,1.744859447360419,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.570987513952794,0.6856995837984264,1.2741737573528389,19.591631527602196,0.6530543842534066,1.325624970019224,-1.207357738295734,-0.04024525794319113,0.5761794852025721,18.170779833744973,0.6056926611248324,1.122981419145499,-1.380870820801178,-0.04602902736003926,0.5665728603991624,19.56905884320254,0.6523019614400847,1.1234208981098543,-1.506387453524109,-0.0502129151174703,0.5667208612632786,2.274173757352839,2.122981419145499,1.5665728603991624,2.1234208981098543,1.5667208612632786,1.5761794852025721,1.0336798820543416,0.9335176840738285,1.6279174388760234,main,2,10,0.0,30.0,1.0,0.05,2000.0,1.0,1.0,1.0
11810,590,0.04995766299745978,11.688024606622278,30.0,1.0,41.32152386350319,1.0,0.5102258606765586,0.05694623121841674,1.0,1.349352388204533,0.6075598247120358,0.2916139536895138,40.30082501186051,2.3436094169664607,3.510629668536367,0.06193622111895377,23.29314148584618,1.6119863202406348,2.3772811385006016,37.58371830474477,2.205635884756977,3.3389173149729654,59.491137490359385,0.8738102841562327,23.304950260035415,1.6134504166342147,39.628773017656016,2.2024767113219044,0.8233789152310803,23.15596227396964,1.613017020376377,41.46747272366433,2.395604461491445,58.63168991899704,1.387233964848037,1.0083704966434082,33.41999086152923,47.18165916219179,18.633670454385,27.95261251730736,31.03944036739776,44.12799624209178,32.507259798983405,56.12852489038559,17.898443904534894,32.09423488126486,30.226362655335027,51.21708114231795,2.1316685415908343,2.5987116092900746,2.0026425616332633,2.4347323553855116,5.84061016813291,3.452683503261677,5.2723112806778,32.341842574245355,51.584740051757514,1.9947148589763575,2.4357850875801637,1.663693046429459,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.30082501186051,0.3433608337286837,1.3436094169664607,11.46747272366433,0.382249090788811,1.3956044614914451,-6.706858514153819,-0.22356195047179395,0.6119863202406348,7.583718304744771,0.252790610158159,1.205635884756977,-6.695049739964585,-0.22316832466548617,0.6134504166342147,9.628773017656016,0.3209591005885339,1.2024767113219044,-6.844037726030361,-0.2281345908676787,0.613017020376377,2.3436094169664607,2.205635884756977,1.6134504166342147,2.2024767113219044,1.613017020376377,1.6119863202406348,1.0083704966434082,0.9411277616438003,2.09843672454051,main,2,11,0.0,30.0,1.0,0.05,2000.0,1.0,1.0,1.0
11849,592,0.049962022111570595,11.640398467186907,30.0,1.0,40.038813225770326,1.0,0.4507283359124572,0.034434094623752146,1.0,1.3612137621344507,0.5184635185315396,0.2814721406506869,36.288314073878134,2.242893608719168,3.292392420701878,0.06507562929775777,21.43444356192744,1.7653159776195149,2.0770330149333165,33.68421727040061,2.1298484491122713,3.097446277201492,27.47486899050773,0.7491347951676418,21.428678325728303,1.7655983846803796,32.362263155564314,2.142455729589188,0.7235762370447237,20.98781570638972,1.7647743353945984,33.51201853580097,2.3704835682454366,38.20510807191038,1.210623881820734,1.1598596864247026,29.835224929302452,42.74140321845381,17.36345885265814,25.50542827119674,27.613222567085685,39.75521197371553,28.84682343529323,45.82742722466622,17.527697025368916,26.438635702663607,26.373455655055437,42.84944563180223,2.0627293443932513,2.47332269495837,1.9568027904235517,2.3528393545010444,4.325054653590895,2.2607589614403323,4.163017206033239,26.214648358189883,40.83199044914199,1.9649804437308303,2.3608275037309654,1.3136510175384475,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.288314073878134,0.20961046912927112,1.242893608719168,3.5120185358009692,0.11706728452669897,1.3704835682454366,-8.565556438072559,-0.28551854793575193,0.7653159776195149,3.684217270400609,0.12280724234668697,1.1298484491122713,-8.571321674271697,-0.28571072247572327,0.7655983846803796,2.362263155564314,0.07874210518547713,1.1424557295891882,-9.012184293610279,-0.30040614312034264,0.7647743353945984,2.242893608719168,2.1298484491122713,1.7655983846803796,2.142455729589188,1.7647743353945984,1.7653159776195149,1.1598596864247026,0.9495985189991011,1.7777377232870692,main,2,12,0.0,30.0,1.0,0.05,2000.0,1.0,1.0,1.0
