n_cells,n_senders,prevalence_real,median_nn_um,lam_true,beta_true,med_d_sender,match_rate,max_smd_before,max_smd_after,smd_pass,u_sender_mean,u_decoy_mean,u_all_mean,lam_naive,beta_naive,se_lam_naive,se_beta_naive,lam_nuis,beta_nuis,se_lam_nuis,lam_decoy,beta_decoy,se_lam_decoy,lam_decoy_scale,beta_decoy_term,lam_decoy_nuis,beta_decoy_nuis,lam_decoyS,beta_decoyS,beta_decoyS_term,lam_decoyS_nuis,beta_decoyS_nuis,lam_naive_bin,beta_naive_bin,lam_decoy_only,beta_decoy_only,beta_true_minus_decoy,ci_lam_naive_iid_lo,ci_lam_naive_iid_hi,ci_lam_nuis_iid_lo,ci_lam_nuis_iid_hi,ci_lam_decoy_iid_lo,ci_lam_decoy_iid_hi,ci_lam_naive_blk_lo,ci_lam_naive_blk_hi,ci_lam_nuis_blk_lo,ci_lam_nuis_blk_hi,ci_lam_decoy_blk_lo,ci_lam_decoy_blk_hi,ci_beta_naive_blk_lo,ci_beta_naive_blk_hi,ci_beta_decoy_blk_lo,ci_beta_decoy_blk_hi,boot_sd_lam_naive,boot_sd_lam_nuis,boot_sd_lam_decoy,ci_lam_decoyS_blk_lo,ci_lam_decoyS_blk_hi,ci_beta_decoyS_blk_lo,ci_beta_decoyS_blk_hi,se_ratio_naive,cover_lam_naive_iid,cover_lam_nuis_iid,cover_lam_decoy_iid,cover_lam_naive_blk,cover_lam_nuis_blk,cover_lam_decoy_blk,cover_beta_naive_blk,cover_beta_decoy_blk,cover_lam_decoyS_blk,cover_beta_decoyS_blk,cover_beta_nuis_blk,bias_lam_naive,relbias_lam_naive,relbias_beta_naive,bias_lam_naive_bin,relbias_lam_naive_bin,relbias_beta_naive_bin,bias_lam_nuis,relbias_lam_nuis,relbias_beta_nuis,bias_lam_decoy,relbias_lam_decoy,relbias_beta_decoy,bias_lam_decoy_nuis,relbias_lam_decoy_nuis,relbias_beta_decoy_nuis,bias_lam_decoyS,relbias_lam_decoyS,relbias_beta_decoyS,bias_lam_decoyS_nuis,relbias_lam_decoyS_nuis,relbias_beta_decoyS_nuis,signal_retained_naive,signal_retained_decoy,signal_retained_decoy_nuis,signal_retained_decoyS,signal_retained_decoyS_nuis,signal_retained_nuis,signal_retained_subtract,decoy_cost_vs_naive,ripley50,sweep,cfg_id,rep,clustering,autocorr_len_um,conf_strength,prevalence,window_um,beta_true_cfg,ell_over_lambda
11749,587,0.04996169886798876,11.655953802531956,30.0,1.0,98.93334998882244,1.0,0.18708219549489966,0.10778418077420265,0.0,0.2599318876821667,0.2128537700406642,0.3091437203857216,23.825667974277074,1.150443612329063,3.0988191196118904,0.12473022828320614,22.174651507247177,1.083550405775218,2.985839656168679,22.786871546292446,1.2011282651916617,2.9215862063901894,399.9999999999999,1.2176041157373843,21.81218180828634,1.0903521889149774,24.835267783465273,1.1149570263774218,0.24958334974708674,22.38953640395196,1.086682152018225,25.473038340667998,1.1112517843164604,399.9999999999999,1.1050486050983064,0.0062031792181540535,17.75198249983777,29.89935344871638,16.322405781156565,28.026897233337788,17.060562581767673,28.513180510817218,16.003258420509866,35.08216875223343,15.782561727355118,31.238929105291362,15.36707413490479,33.68730846490709,0.8538533565390904,1.4880074909474665,0.8901523147359498,1.5515238535638243,5.6698470576305375,4.154044005559758,5.335987789123019,16.84865580617248,38.168468430881596,0.8150906731847282,1.44709755726267,1.8296799002391124,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6.174332025722926,-0.20581106752409753,0.1504436123290629,-4.526961659332002,-0.1508987219777334,0.11125178431646043,-7.825348492752823,-0.2608449497584274,0.0835504057752181,-7.213128453707554,-0.24043761512358514,0.20112826519166171,-8.18781819171366,-0.272927273057122,0.09035218891497743,-5.164732216534727,-0.17215774055115757,0.11495702637742178,-7.610463596048039,-0.25368211986826794,0.08668215201822504,1.150443612329063,1.2011282651916617,1.0903521889149774,1.1149570263774218,1.086682152018225,1.083550405775218,0.0062031792181540535,1.0440566163516596,8.24262157686871,conf,0,0,3.0,60.0,0.0,0.05,2000.0,1.0,2.0
11727,586,0.04997015434467468,11.65433752164524,30.0,1.0,103.74534214682059,1.0,0.33326460791178913,0.02919962853324243,1.0,0.5241910607510857,0.4903696305255104,0.29909419366708884,37.56620317387795,0.8842241121157179,5.211120502429477,0.07920655140601611,42.43155248780909,0.7542805412944869,6.301687274608284,37.16549931589331,0.8765081717383785,5.216116045600348,53.66816181034961,0.21871547352639273,42.64660289965819,0.7353650860292991,38.13994288068805,0.8776787390952733,0.2107470498947243,42.54262084510729,0.7505628632633528,35.7101431462721,0.8122700158982068,28.278810249189885,0.10231124774181599,0.7099587681563908,27.352406989116176,47.77999935863973,30.080245429576856,54.78285954604133,26.941911866516627,47.38908676526999,23.013955066715525,58.80819636223108,25.60044912627362,81.23840599806495,22.727115747510194,59.551419997806725,0.6368319227574254,1.1856789696482068,0.644022322619115,1.1850688157660954,9.913025507018178,17.924283613544983,10.325466852910838,24.025966263488318,62.393858595046986,0.6091787634754379,1.1724922093732983,1.902282916389407,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.566203173877952,0.25220677246259837,-0.11577588788428206,5.710143146272102,0.19033810487573674,-0.1877299841017932,12.431552487809093,0.41438508292696974,-0.24571945870551315,7.165499315893307,0.23884997719644355,-0.12349182826162153,12.646602899658191,0.4215534299886064,-0.26463491397070094,8.139942880688047,0.2713314293562682,-0.12232126090472673,12.542620845107287,0.4180873615035762,-0.24943713673664725,0.8842241121157179,0.8765081717383785,0.7353650860292991,0.8776787390952733,0.7505628632633528,0.7542805412944869,0.7099587681563908,0.9912737729365045,10.405438606064818,conf,0,1,3.0,60.0,0.0,0.05,2000.0,1.0,2.0
11858,593,0.05000843312531624,11.666391998606123,30.0,1.0,120.57453330287112,1.0,0.3548221987209317,0.026259838521325324,1.0,0.2949150885278739,0.3753641459711411,0.28909861484229976,26.361232978334158,0.9414238167329495,4.118819864889208,0.12285451740409528,21.99811187590213,0.9634009375011274,3.5733385179510777,25.673133003893724,0.9265642941223284,4.1491130053091405,399.9999999999999,0.851167996318828,22.29399656051246,0.9640874887932004,27.152295007945025,0.8999538698516812,0.17089763380145925,22.617216076333072,0.9641410891290357,25.159365905271283,0.9021303289058097,399.9999999999999,0.2978015341792723,0.6043287947265374,18.28834604315131,34.43411991351701,14.994368380718017,29.001855371086243,17.540871513487808,33.80539449429964,16.373573831531505,39.10777994520648,14.104718196539459,32.8359127104562,15.865767630115723,37.64457620518228,0.7364360411387206,1.274418964483027,0.7342617436019668,1.306127712626653,6.37668170485431,5.054897022616017,6.139352613959794,16.649722497127627,41.34299256269648,0.6813219810693424,1.251937787319168,1.548181739923175,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.638767021665842,-0.12129223405552807,-0.0585761832670505,-4.840634094728717,-0.16135446982429055,-0.09786967109419031,-8.00188812409787,-0.2667296041365957,-0.03659906249887257,-4.326866996106276,-0.14422889987020918,-0.07343570587767156,-7.706003439487539,-0.2568667813162513,-0.03591251120679961,-2.8477049920549753,-0.09492349973516584,-0.10004613014831876,-7.382783923666928,-0.24609279745556426,-0.03585891087096427,0.9414238167329495,0.9265642941223284,0.9640874887932004,0.8999538698516812,0.9641410891290357,0.9634009375011274,0.6043287947265374,0.9842159053696045,10.78449520737669,conf,0,2,3.0,60.0,0.0,0.05,2000.0,1.0,2.0
11891,595,0.05003784374737196,11.595565725215607,30.0,1.0,109.47402098797583,1.0,0.34515251772900624,0.029186782463749637,1.0,0.34503833697574254,0.3852867916800889,0.2967440012079394,30.034150784589468,1.205497202722724,3.2273084216014136,0.09640437980063274,32.119806339537455,1.0906789902675655,3.4984146422113396,30.138194243884474,1.20738157747397,3.2279768009512564,399.9999999999999,0.4246551659326843,32.295885289001745,1.0863670905765168,30.269506696991378,1.2059449637873605,0.09593381727850805,32.187590567314956,1.0861685619848311,29.173302774486938,1.1655211430109478,87.01409878636589,-0.09714982418166261,1.2626709671926104,23.708626278250698,36.35967529092824,25.26291364080323,38.97669903827168,23.81135971402001,36.465028773748934,18.71679362204265,55.737368787622614,20.020341617340122,67.21694473005084,18.64861834774294,56.09418226758,0.8914625454811738,1.5784682823249119,0.8907587315198346,1.582293038824551,8.62061808531611,14.072650677344843,8.766417385245317,19.238733774410196,56.79276598608064,0.8855849539245076,1.5623220836434482,2.6711478914179816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03415078458946752,0.001138359486315584,0.20549720272272398,-0.8266972255130618,-0.027556574183768726,0.16552114301094778,2.1198063395374547,0.07066021131791515,0.09067899026756554,0.13819424388447388,0.004606474796149129,0.20738157747397,2.2958852890017454,0.07652950963339152,0.08636709057651681,0.2695066969913782,0.008983556566379274,0.2059449637873605,2.187590567314956,0.0729196855771652,0.08616856198483114,1.205497202722724,1.20738157747397,1.0863670905765168,1.2059449637873605,1.0861685619848311,1.0906789902675655,1.2626709671926104,1.0015631514921728,9.976734077227537,conf,0,3,3.0,60.0,0.0,0.05,2000.0,1.0,2.0
11786,589,0.049974546071610386,11.64771997605498,30.0,1.0,116.82689256220081,1.0,0.4218773904336047,0.11804476397705105,0.0,0.31413472284102567,0.40596167559853735,0.3027262210698048,23.576162348410257,1.3816435979526613,2.76584315066119,0.14568337297137118,23.682969663185506,1.2800350546939991,2.80334665130144,22.530360672692183,1.4335021620975938,2.631235830188249,399.9999999999999,1.5080683228264877,23.506068379383603,1.2854594017988425,25.350731125591075,1.321986729323204,0.37328516433351006,23.729669747036024,1.2842530489815573,25.15995876671942,1.4096563927434456,399.9999999999999,1.647661996938369,-0.23800560419492345,18.155109773114326,28.99721492370619,18.188410226634684,29.17752909973633,17.373138445523214,27.68758289986115,15.973548710246101,37.68702930870405,17.074889029355035,33.76456712810815,15.077243683660623,34.31119288566895,0.9931285314226345,1.8494095169890392,1.0088663300021623,1.8807633579204655,5.716850517898614,4.2807105987170555,5.0799839663547015,17.55160253988848,39.201500450565696,0.9071442651305207,1.7773587914425708,2.066946752396993,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-6.423837651589743,-0.21412792171965808,0.38164359795266134,-4.84004123328058,-0.16133470777601933,0.40965639274344556,-6.3170303368144936,-0.21056767789381645,0.28003505469399914,-7.469639327307817,-0.24898797757692723,0.43350216209759385,-6.493931620616397,-0.2164643873538799,0.28545940179884255,-4.649268874408925,-0.15497562914696417,0.32198672932320394,-6.270330252963976,-0.20901100843213255,0.28425304898155734,1.3816435979526613,1.4335021620975938,1.2854594017988425,1.321986729323204,1.2842530489815573,1.2800350546939991,-0.23800560419492345,1.0375339662281773,11.941838902237384,conf,0,4,3.0,60.0,0.0,0.05,2000.0,1.0,2.0
11914,596,0.05002518045996307,11.574111176708335,30.0,1.0,128.02468048627748,1.0,0.58445333069822,0.041679613155727074,1.0,0.39248463149978086,0.30374376357487154,0.29527495637467926,51.70982710408644,0.8931041695277203,6.495398398835669,0.06714244254692624,39.9705955472547,0.8896331924973833,5.126423165836297,48.823928217201704,0.9170213601299032,6.0612541754420075,56.50469000989531,0.24636830820887087,39.67835788378506,0.8917102116392874,49.044556832798186,0.9166761359308729,0.24050561066381723,39.57141423543885,0.8920639882494819,46.434004919701586,0.8894823883840542,43.31865922251359,0.37843098119806956,0.5110514071859846,38.97884624236853,64.44080796580435,29.922806142215563,50.01838495229384,36.94387003333537,60.703986401068036,30.209128372083697,98.10821796224724,24.994861188005558,83.57074852811185,28.801559671419636,86.8814151709421,0.5830383032698575,1.234050679847189,0.6024915287378028,1.2692743829606936,26.218332912958314,21.802339966163448,20.629123304158174,28.604954610556113,88.01081797323477,0.5996079816400705,1.2711436939894665,4.036447235885958,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.709827104086443,0.7236609034695481,-0.10689583047227968,16.434004919701586,0.5478001639900528,-0.11051761161594575,9.970595547254703,0.3323531849084901,-0.11036680750261674,18.823928217201704,0.6274642739067234,-0.0829786398700968,9.678357883785061,0.32261192945950207,-0.10828978836071257,19.044556832798186,0.6348185610932728,-0.08332386406912706,9.571414235438851,0.31904714118129507,-0.10793601175051815,0.8931041695277203,0.9170213601299032,0.8917102116392874,0.9166761359308729,0.8920639882494819,0.8896331924973833,0.5110514071859846,1.0267798442983762,11.992243390153527,conf,0,5,3.0,60.0,0.0,0.05,2000.0,1.0,2.0
11667,583,0.04997000085711837,11.661160634481755,30.0,1.0,91.20586985908834,1.0,0.4403458580721503,0.01809941837070595,1.0,0.424179533146936,0.5516397280833105,0.3031757965466926,37.26101523380297,1.004192876340722,4.5920561989382,0.07315013365843988,31.4139307867225,0.8984864717091843,4.234823879606193,34.56190255627781,1.0528661219520383,4.138861611147164,166.650951013172,0.5924351097439555,31.282310307154884,0.9003705997512936,37.0569672800448,1.005139418540237,0.31908415036082366,31.678943855206995,0.8961719556999475,31.273539721836862,1.092025743215108,129.16354991674393,0.5260210424078994,0.5660047008072085,28.260585083884102,46.26144538372184,23.11367598269436,39.71418559075064,26.449733798429364,42.67407131412625,20.500994091216324,131.20891462712106,18.498816527072716,101.06859424042874,19.953813240190566,116.02231364081857,0.757500335631514,1.3995322899731342,0.7969990664876159,1.4122965698824075,43.66411360112991,38.02689744774142,39.71068256509458,20.339883360147873,125.96552250548592,0.7697548585319052,1.3991022608644603,9.508619169605582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.261015233802972,0.24203384112676574,0.004192876340721963,1.2735397218368618,0.04245132406122873,0.09202574321510792,1.4139307867224993,0.04713102622408331,-0.10151352829081572,4.561902556277808,0.1520634185425936,0.052866121952038325,1.2823103071548836,0.042743676905162786,-0.09962940024870637,7.056967280044802,0.23523224266816006,0.0051394185402369175,1.6789438552069953,0.05596479517356651,-0.10382804430005255,1.004192876340722,1.0528661219520383,0.9003705997512936,1.005139418540237,0.8961719556999475,0.8984864717091843,0.5660047008072085,1.0484700168245384,8.465965723214802,conf,0,6,3.0,60.0,0.0,0.05,2000.0,1.0,2.0
11696,585,0.050017099863201096,11.596601015408169,30.0,1.0,110.12538764324337,1.0,0.2505123282432475,0.038846145865925885,1.0,0.4036177138501842,0.35586122002198173,0.2953464053859203,67.17621273801127,0.7670250754133917,10.13254292830555,0.04940978030442824,116.44054131597352,0.7176844944361015,22.843059374629252,53.59080771649363,0.8055705575411601,7.5398168551238305,399.9999999999999,1.2064778793025708,120.7740457772575,0.7223396736069124,73.25352238679835,0.7520563457501667,0.346388609865071,121.22930680787495,0.7222231244492855,47.76990472637429,0.8123050823750102,399.9999999999999,1.4547545977479241,-0.642449515372914,47.3164285985324,87.03599687749015,71.66814494170018,161.21293769024686,38.81276668045092,68.36884875253634,21.664129351634976,399.9999999999999,24.13887433764012,399.9999999999999,21.34585874894214,399.9999999999999,0.6929662517350679,1.4565982706911118,0.6902694252004316,1.4248941941237396,138.65480693867667,130.71809807299323,131.8986693799839,23.899495664264442,399.9999999999999,0.6885059437853408,1.4263627893009707,13.68410752559858,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.17621273801127,1.2392070912670425,-0.2329749245866083,17.769904726374293,0.5923301575458098,-0.1876949176249898,86.44054131597352,2.8813513771991173,-0.2823155055638985,23.59080771649363,0.7863602572164543,-0.19442944245883986,90.7740457772575,3.0258015259085833,-0.2776603263930876,43.25352238679835,1.441784079559945,-0.24794365424983333,91.22930680787495,3.0409768935958317,-0.2777768755507145,0.7670250754133917,0.8055705575411601,0.7223396736069124,0.7520563457501667,0.7222231244492855,0.7176844944361015,-0.642449515372914,1.0502532229562302,9.640574102362086,conf,0,7,3.0,60.0,0.0,0.05,2000.0,1.0,2.0
11795,590,0.05002119542178889,11.65043242099606,30.0,1.0,100.00908482017802,0.9983050847457627,0.4292712697351397,0.03180944841827871,1.0,0.5040215122325401,0.5161342054767014,0.2925261035087657,63.253551699318606,0.9428147260584075,7.971452354979833,0.05086981951238083,399.9999999999999,1.3095202975898343,206.58515891221282,69.84579868070088,0.9319272399618973,9.106753783635794,399.9999999999999,1.4086250683557409,399.9999999999999,1.307313015780218,90.53976989636018,0.9150150590237182,0.4903654538195023,399.9999999999999,1.3031784453938198,42.12712897849898,0.9587553686816644,399.9999999999999,0.8678070979939214,0.09094827068774303,47.62950508355813,78.87759831507908,-4.9069114679372206,804.906911467937,51.996561264774726,87.69503609662704,24.112870710098722,399.9999999999999,20.52654590494037,399.9999999999999,24.369972639767088,399.9999999999999,0.8424058950787775,2.0277089478588075,0.8419180580646526,2.0337114574127524,159.96709889571622,177.15784583743275,164.20703744460573,26.50428784955514,399.9999999999999,0.8040280057821781,2.033712519795683,20.06749733576259,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.253551699318606,1.1084517233106201,-0.05718527394159245,12.12712897849898,0.4042376326166327,-0.041244631318335556,369.9999999999999,12.33333333333333,0.30952029758983435,39.84579868070088,1.3281932893566961,-0.0680727600381027,369.9999999999999,12.33333333333333,0.30731301578021797,60.539769896360184,2.017992329878673,-0.08498494097628184,369.9999999999999,12.33333333333333,0.3031784453938198,0.9428147260584075,0.9319272399618973,1.307313015780218,0.9150150590237182,1.3031784453938198,1.3095202975898343,0.09094827068774303,0.9884521467520695,10.552909737939705,conf,0,8,3.0,60.0,0.0,0.05,2000.0,1.0,2.0
11790,590,0.05004240882103478,11.702212019381054,30.0,1.0,97.14655926827544,1.0,0.231696002513579,0.05983397962275705,1.0,0.22927121340109163,0.22765491257849932,0.2996983404394556,36.65379493079032,0.8492233905045125,5.276210458956091,0.07801967106036804,34.3171743129441,0.8331165101737691,4.796142267350588,35.42978669286974,0.8713835653886122,5.023688623558785,399.9999999999999,0.6521163999846524,34.57506567289102,0.8308382210733097,36.99447345324294,0.8517315941073857,0.1562983504415021,34.65518617843258,0.8104074777788607,44.18710110639282,0.7962698729563635,399.9999999999999,0.45622998744785465,0.3400398855085089,26.31242243123638,46.99516743034425,24.916735468936945,43.717613156951245,25.583356990694522,45.276216395044955,13.560595237551054,89.37713362911303,16.576097444057922,59.23672743294691,13.405220363836985,87.02416842681254,0.6131409745990395,1.5820128303370526,0.6236342467289597,1.6210285174922976,22.17780096210718,11.391973793492092,20.550757693018816,14.887205492396799,90.54644507676194,0.6052997663618473,1.4799273541215459,4.203357908982104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.653794930790319,0.2217931643596773,-0.15077660949548755,14.187101106392817,0.47290337021309387,-0.20373012704363647,4.317174312944097,0.1439058104314699,-0.1668834898262309,5.42978669286974,0.18099288976232467,-0.12861643461138783,4.5750656728910215,0.1525021890963674,-0.16916177892669026,6.994473453242939,0.23314911510809797,-0.14826840589261425,4.655186178432579,0.1551728726144193,-0.18959252222113931,0.8492233905045125,0.8713835653886122,0.8308382210733097,0.8517315941073857,0.8104074777788607,0.8331165101737691,0.3400398855085089,1.0260946355598315,8.540723192615523,conf,0,9,3.0,60.0,0.0,0.05,2000.0,1.0,2.0
