section,arm,band,n_cells,weights,mean_neighbours,islands,centring,field,kind,moran_I,E_I,z_rand,p_rand,z_norm,p_norm,p_sim,mean,sd,frac_nonzero
7259_liver_sbr_Male_26-U1,sbr,in_band,127386,knn6,6.0,0,raw,tnfa_nfkb_proximal,module,0.12161925405496173,-7.850217843545158e-06,78.76338632028488,0.0,78.76278028814245,0.0,0.001,0.014307714899340991,0.025005630587289513,0.6893143673559103
7259_liver_sbr_Male_26-U1,sbr,in_band,127386,knn6,6.0,0,raw,transcript_counts,technical,0.08818125454038521,-7.850217843545158e-06,57.112255673202384,0.0,57.10913799526687,0.0,0.001,729.7650605247045,854.0598966906556,1.0
7259_liver_sbr_Male_26-U1,sbr,in_band,127386,knn6,6.0,0,raw,cell_area,technical,0.07095898471794351,-7.850217843545158e-06,45.957954547015376,0.0,45.95641128851606,0.0,0.001,97.81832759877997,103.60655356871744,1.0
7259_liver_sbr_Male_26-U1,sbr,in_band,127386,knn6,6.0,0,raw,density_50um,technical,0.9569372660590786,-7.850217843545158e-06,619.6972922637786,0.0,619.6945852798913,0.0,0.001,67.44799271505504,18.717468222468252,0.9997566451572386
7259_liver_sbr_Male_26-U1,sbr,in_band,127386,knn6,6.0,0,raw,unassigned_codeword,technical,0.08006605420335133,-7.850217843545158e-06,51.86382598501689,0.0,51.853929915113866,0.0,0.001,0.1573642315482078,0.4953386458720577,0.12279214356365692
7259_liver_sbr_Male_26-U1,sbr,in_band,127386,knn6,6.0,0,ctcentred,neg_control_probe,control,0.0008053680083889327,-7.850217843545158e-06,0.5274808006331883,0.5978597457101464,0.526620516553586,0.5984571416363471,,-1.8825316229337118e-19,0.055011672772386715,0.0028260562385191467
7259_liver_sbr_Male_26-U1,sbr,in_band,127386,knn6,6.0,0,ctcentred,neg_control_codeword,control,0.010288148767961705,-7.850217843545158e-06,6.670149681973237,2.5554265889204558e-11,6.667440705872628,2.6030256975440493e-11,,-2.2311485901436585e-19,0.11572619773684605,0.012481748386792897
7259_liver_sbr_Male_26-U1,sbr,in_band,127386,knn6,6.0,0,ctcentred,genomic_control,control,0.010819952119142679,-7.850217843545158e-06,7.015482083104351,2.2915743298222842e-12,7.011823734277344,2.352314482941443e-12,,-2.2311485901436585e-19,0.12007192971724066,0.011869436201780416
7259_liver_sbr_Male_26-U1,sbr,in_band,127386,knn6,6.0,0,ctcentred,all_controls,control,0.010803160979931505,-7.850217843545158e-06,7.002483374858634,2.5146473350166544e-12,7.000950197359858,2.542323120729158e-12,,9.482381508110548e-19,0.17629170362059313,0.026816133641059458
7259_liver_sbr_Male_26-U1,sbr,in_band,127386,knn6,6.0,0,ctcentred,neg_probe_rate,control,0.0008764425475722843,-7.850217843545158e-06,0.6594049890450858,0.509635739261183,0.5726466745160671,0.5668839502007772,,1.6341420337966247e-22,0.000182792544636311,0.0028260562385191467
7259_liver_sbr_Male_26-U1,sbr,in_band,127386,knn6,6.0,0,ctcentred,downstream_arrest,module,0.04542976756948535,-7.850217843545158e-06,29.424470353095614,2.671580373183695e-190,29.424305774581903,2.684564184406484e-190,,-4.18340360651936e-19,0.015196775215365345,0.47716389556152167
7259_liver_sbr_Male_26-U1,sbr,in_band,127386,knn6,6.0,0,ctcentred,emt_ecm,module,0.12601761657285374,-7.850217843545158e-06,81.61171220960702,0.0,81.61105380986757,0.0,,3.0678293114475303e-19,0.030455890475119297,0.900232364624056
