arm,call,panel,n_fits,n_reportable,frac_reportable,naive_amp_med,ctrl_amp_med,power80_bound,SF_N2,SF_N5,SF_N6,SF_N5+N6,SF_N2+N5+N6,SF_N2+N5+N6_iqr_lo,SF_N2+N5+N6_iqr_hi,lam_railed_frac,lam_naive_median,sender_prevalence_min,sender_prevalence_max
h1,tierAmg_p95,full,343,58,0.16909620991253643,0.18429669452689698,0.030712341879874858,0.1093520276888434,0.978644061067403,0.12639080684142384,0.7394938283140216,0.16083187412109776,0.15822023563114967,0.007407749674563526,0.3837282449508092,0.6997084548104956,38.16311933068922,0.0383699606613623,0.0455313159746657
h1,tierAmg_p95,intersected,343,56,0.16326530612244897,0.1863798043803953,0.03458521915803302,0.1136419307468428,0.9775827324581186,0.18839638214414733,0.7904261736938418,0.17662868201649579,0.17853811366888583,0.00631945058213725,0.3622943605384403,0.7201166180758017,33.36745780277013,0.0383551716998432,0.0455005277973258
h1,tierA_p95,full,343,61,0.17784256559766765,0.18067316095168517,0.034499723722357864,0.10834573833439112,0.9738780258368556,0.1745169194605055,0.8006801236013348,0.1627711694698807,0.1630405946069605,0.0040286933514008,0.475937724053305,0.7405247813411079,40.488169673968684,0.0337853825904345,0.0455445109078114
h1,tierA_p95,intersected,343,58,0.16909620991253643,0.18444696060541696,0.033676435228642096,0.1169923740710168,0.9755716878207144,0.22686525906067423,0.8053250568580197,0.21880420161058178,0.2236229527289563,-0.004512667806584899,0.4372115669242548,0.749271137026239,38.11044453317337,0.0337853825904345,0.0455093244194229
m1,tierA_p95,full,315,153,0.4857142857142857,0.32879493094894585,0.0288267350831616,0.18332662403560537,0.951573514267752,0.1150159802012538,0.4708466392754285,0.0844402848531852,0.0884684417052368,-0.0166429416755776,0.2337830614935146,0.6,14.7321271090776,0.0404138940180468,0.0448008415367465
m1,tierA_p95,intersected,315,133,0.4222222222222222,0.3009531228744259,0.028460091985106822,0.19874862033121238,0.9576390071005748,0.103779070608916,0.5704391578023768,0.107319256003333,0.1053606073237495,-0.0470163115581324,0.3048023949784508,0.7111111111111111,15.799723077253748,0.0404138940180468,0.0448008415367465
