gene_name,gene_id,feature_type
DeprecatedCodeword_10624,DeprecatedCodeword_10624,Deprecated Codeword
DeprecatedCodeword_10626,DeprecatedCodeword_10626,Deprecated Codeword
DeprecatedCodeword_10629,DeprecatedCodeword_10629,Deprecated Codeword
DeprecatedCodeword_10633,DeprecatedCodeword_10633,Deprecated Codeword
DeprecatedCodeword_10646,DeprecatedCodeword_10646,Deprecated Codeword
DeprecatedCodeword_10650,DeprecatedCodeword_10650,Deprecated Codeword
DeprecatedCodeword_10656,DeprecatedCodeword_10656,Deprecated Codeword
DeprecatedCodeword_10666,DeprecatedCodeword_10666,Deprecated Codeword
DeprecatedCodeword_10667,DeprecatedCodeword_10667,Deprecated Codeword
DeprecatedCodeword_10669,DeprecatedCodeword_10669,Deprecated Codeword
DeprecatedCodeword_10691,DeprecatedCodeword_10691,Deprecated Codeword
DeprecatedCodeword_10692,DeprecatedCodeword_10692,Deprecated Codeword
DeprecatedCodeword_10694,DeprecatedCodeword_10694,Deprecated Codeword
DeprecatedCodeword_10702,DeprecatedCodeword_10702,Deprecated Codeword
DeprecatedCodeword_10714,DeprecatedCodeword_10714,Deprecated Codeword
DeprecatedCodeword_10720,DeprecatedCodeword_10720,Deprecated Codeword
DeprecatedCodeword_10721,DeprecatedCodeword_10721,Deprecated Codeword
DeprecatedCodeword_10724,DeprecatedCodeword_10724,Deprecated Codeword
DeprecatedCodeword_10725,DeprecatedCodeword_10725,Deprecated Codeword
DeprecatedCodeword_10730,DeprecatedCodeword_10730,Deprecated Codeword
DeprecatedCodeword_10738,DeprecatedCodeword_10738,Deprecated Codeword
DeprecatedCodeword_10745,DeprecatedCodeword_10745,Deprecated Codeword
DeprecatedCodeword_10753,DeprecatedCodeword_10753,Deprecated Codeword
DeprecatedCodeword_10776,DeprecatedCodeword_10776,Deprecated Codeword
DeprecatedCodeword_10777,DeprecatedCodeword_10777,Deprecated Codeword
DeprecatedCodeword_10783,DeprecatedCodeword_10783,Deprecated Codeword
DeprecatedCodeword_10794,DeprecatedCodeword_10794,Deprecated Codeword
DeprecatedCodeword_10799,DeprecatedCodeword_10799,Deprecated Codeword
DeprecatedCodeword_10810,DeprecatedCodeword_10810,Deprecated Codeword
DeprecatedCodeword_10818,DeprecatedCodeword_10818,Deprecated Codeword
DeprecatedCodeword_10820,DeprecatedCodeword_10820,Deprecated Codeword
DeprecatedCodeword_10823,DeprecatedCodeword_10823,Deprecated Codeword
DeprecatedCodeword_10824,DeprecatedCodeword_10824,Deprecated Codeword
DeprecatedCodeword_10829,DeprecatedCodeword_10829,Deprecated Codeword
DeprecatedCodeword_10836,DeprecatedCodeword_10836,Deprecated Codeword
DeprecatedCodeword_10845,DeprecatedCodeword_10845,Deprecated Codeword
DeprecatedCodeword_10850,DeprecatedCodeword_10850,Deprecated Codeword
DeprecatedCodeword_10859,DeprecatedCodeword_10859,Deprecated Codeword
DeprecatedCodeword_10865,DeprecatedCodeword_10865,Deprecated Codeword
DeprecatedCodeword_10869,DeprecatedCodeword_10869,Deprecated Codeword
DeprecatedCodeword_10873,DeprecatedCodeword_10873,Deprecated Codeword
DeprecatedCodeword_10875,DeprecatedCodeword_10875,Deprecated Codeword
DeprecatedCodeword_10879,DeprecatedCodeword_10879,Deprecated Codeword
DeprecatedCodeword_10881,DeprecatedCodeword_10881,Deprecated Codeword
DeprecatedCodeword_10882,DeprecatedCodeword_10882,Deprecated Codeword
DeprecatedCodeword_10886,DeprecatedCodeword_10886,Deprecated Codeword
DeprecatedCodeword_10895,DeprecatedCodeword_10895,Deprecated Codeword
DeprecatedCodeword_10901,DeprecatedCodeword_10901,Deprecated Codeword
DeprecatedCodeword_10905,DeprecatedCodeword_10905,Deprecated Codeword
DeprecatedCodeword_10907,DeprecatedCodeword_10907,Deprecated Codeword
DeprecatedCodeword_10909,DeprecatedCodeword_10909,Deprecated Codeword
DeprecatedCodeword_10910,DeprecatedCodeword_10910,Deprecated Codeword
DeprecatedCodeword_10925,DeprecatedCodeword_10925,Deprecated Codeword
DeprecatedCodeword_10933,DeprecatedCodeword_10933,Deprecated Codeword
DeprecatedCodeword_10939,DeprecatedCodeword_10939,Deprecated Codeword
DeprecatedCodeword_10950,DeprecatedCodeword_10950,Deprecated Codeword
DeprecatedCodeword_10962,DeprecatedCodeword_10962,Deprecated Codeword
DeprecatedCodeword_10964,DeprecatedCodeword_10964,Deprecated Codeword
DeprecatedCodeword_10982,DeprecatedCodeword_10982,Deprecated Codeword
DeprecatedCodeword_10985,DeprecatedCodeword_10985,Deprecated Codeword
DeprecatedCodeword_10992,DeprecatedCodeword_10992,Deprecated Codeword
DeprecatedCodeword_10993,DeprecatedCodeword_10993,Deprecated Codeword
DeprecatedCodeword_10996,DeprecatedCodeword_10996,Deprecated Codeword
DeprecatedCodeword_11000,DeprecatedCodeword_11000,Deprecated Codeword
DeprecatedCodeword_11003,DeprecatedCodeword_11003,Deprecated Codeword
DeprecatedCodeword_11005,DeprecatedCodeword_11005,Deprecated Codeword
DeprecatedCodeword_11007,DeprecatedCodeword_11007,Deprecated Codeword
DeprecatedCodeword_11011,DeprecatedCodeword_11011,Deprecated Codeword
DeprecatedCodeword_11017,DeprecatedCodeword_11017,Deprecated Codeword
DeprecatedCodeword_11025,DeprecatedCodeword_11025,Deprecated Codeword
DeprecatedCodeword_11027,DeprecatedCodeword_11027,Deprecated Codeword
DeprecatedCodeword_11028,DeprecatedCodeword_11028,Deprecated Codeword
DeprecatedCodeword_11032,DeprecatedCodeword_11032,Deprecated Codeword
DeprecatedCodeword_11033,DeprecatedCodeword_11033,Deprecated Codeword
DeprecatedCodeword_11045,DeprecatedCodeword_11045,Deprecated Codeword
DeprecatedCodeword_11054,DeprecatedCodeword_11054,Deprecated Codeword
DeprecatedCodeword_11063,DeprecatedCodeword_11063,Deprecated Codeword
DeprecatedCodeword_11067,DeprecatedCodeword_11067,Deprecated Codeword
DeprecatedCodeword_11074,DeprecatedCodeword_11074,Deprecated Codeword
DeprecatedCodeword_11082,DeprecatedCodeword_11082,Deprecated Codeword
DeprecatedCodeword_11086,DeprecatedCodeword_11086,Deprecated Codeword
DeprecatedCodeword_11091,DeprecatedCodeword_11091,Deprecated Codeword
DeprecatedCodeword_11097,DeprecatedCodeword_11097,Deprecated Codeword
DeprecatedCodeword_11104,DeprecatedCodeword_11104,Deprecated Codeword
DeprecatedCodeword_11105,DeprecatedCodeword_11105,Deprecated Codeword
DeprecatedCodeword_11109,DeprecatedCodeword_11109,Deprecated Codeword
DeprecatedCodeword_11123,DeprecatedCodeword_11123,Deprecated Codeword
DeprecatedCodeword_11126,DeprecatedCodeword_11126,Deprecated Codeword
DeprecatedCodeword_11127,DeprecatedCodeword_11127,Deprecated Codeword
DeprecatedCodeword_11130,DeprecatedCodeword_11130,Deprecated Codeword
DeprecatedCodeword_11154,DeprecatedCodeword_11154,Deprecated Codeword
DeprecatedCodeword_11158,DeprecatedCodeword_11158,Deprecated Codeword
DeprecatedCodeword_11159,DeprecatedCodeword_11159,Deprecated Codeword
DeprecatedCodeword_11164,DeprecatedCodeword_11164,Deprecated Codeword
DeprecatedCodeword_11166,DeprecatedCodeword_11166,Deprecated Codeword
DeprecatedCodeword_11167,DeprecatedCodeword_11167,Deprecated Codeword
DeprecatedCodeword_11170,DeprecatedCodeword_11170,Deprecated Codeword
DeprecatedCodeword_11172,DeprecatedCodeword_11172,Deprecated Codeword
DeprecatedCodeword_11179,DeprecatedCodeword_11179,Deprecated Codeword
DeprecatedCodeword_11182,DeprecatedCodeword_11182,Deprecated Codeword
DeprecatedCodeword_11185,DeprecatedCodeword_11185,Deprecated Codeword
DeprecatedCodeword_11186,DeprecatedCodeword_11186,Deprecated Codeword
DeprecatedCodeword_11190,DeprecatedCodeword_11190,Deprecated Codeword
DeprecatedCodeword_11193,DeprecatedCodeword_11193,Deprecated Codeword
DeprecatedCodeword_11199,DeprecatedCodeword_11199,Deprecated Codeword
DeprecatedCodeword_11202,DeprecatedCodeword_11202,Deprecated Codeword
DeprecatedCodeword_11216,DeprecatedCodeword_11216,Deprecated Codeword
DeprecatedCodeword_11222,DeprecatedCodeword_11222,Deprecated Codeword
DeprecatedCodeword_11235,DeprecatedCodeword_11235,Deprecated Codeword
DeprecatedCodeword_11236,DeprecatedCodeword_11236,Deprecated Codeword
DeprecatedCodeword_11242,DeprecatedCodeword_11242,Deprecated Codeword
DeprecatedCodeword_11244,DeprecatedCodeword_11244,Deprecated Codeword
DeprecatedCodeword_11259,DeprecatedCodeword_11259,Deprecated Codeword
DeprecatedCodeword_11264,DeprecatedCodeword_11264,Deprecated Codeword
DeprecatedCodeword_11266,DeprecatedCodeword_11266,Deprecated Codeword
DeprecatedCodeword_11279,DeprecatedCodeword_11279,Deprecated Codeword
DeprecatedCodeword_11287,DeprecatedCodeword_11287,Deprecated Codeword
DeprecatedCodeword_11288,DeprecatedCodeword_11288,Deprecated Codeword
DeprecatedCodeword_11290,DeprecatedCodeword_11290,Deprecated Codeword
DeprecatedCodeword_11293,DeprecatedCodeword_11293,Deprecated Codeword
DeprecatedCodeword_11304,DeprecatedCodeword_11304,Deprecated Codeword
DeprecatedCodeword_11305,DeprecatedCodeword_11305,Deprecated Codeword
DeprecatedCodeword_11316,DeprecatedCodeword_11316,Deprecated Codeword
DeprecatedCodeword_11320,DeprecatedCodeword_11320,Deprecated Codeword
DeprecatedCodeword_11323,DeprecatedCodeword_11323,Deprecated Codeword
DeprecatedCodeword_11325,DeprecatedCodeword_11325,Deprecated Codeword
DeprecatedCodeword_11338,DeprecatedCodeword_11338,Deprecated Codeword
DeprecatedCodeword_11339,DeprecatedCodeword_11339,Deprecated Codeword
DeprecatedCodeword_11358,DeprecatedCodeword_11358,Deprecated Codeword
DeprecatedCodeword_11359,DeprecatedCodeword_11359,Deprecated Codeword
DeprecatedCodeword_11360,DeprecatedCodeword_11360,Deprecated Codeword
DeprecatedCodeword_11374,DeprecatedCodeword_11374,Deprecated Codeword
DeprecatedCodeword_11380,DeprecatedCodeword_11380,Deprecated Codeword
DeprecatedCodeword_11386,DeprecatedCodeword_11386,Deprecated Codeword
DeprecatedCodeword_11393,DeprecatedCodeword_11393,Deprecated Codeword
DeprecatedCodeword_11394,DeprecatedCodeword_11394,Deprecated Codeword
DeprecatedCodeword_11398,DeprecatedCodeword_11398,Deprecated Codeword
DeprecatedCodeword_11399,DeprecatedCodeword_11399,Deprecated Codeword
DeprecatedCodeword_11406,DeprecatedCodeword_11406,Deprecated Codeword
DeprecatedCodeword_11413,DeprecatedCodeword_11413,Deprecated Codeword
DeprecatedCodeword_11420,DeprecatedCodeword_11420,Deprecated Codeword
DeprecatedCodeword_11422,DeprecatedCodeword_11422,Deprecated Codeword
DeprecatedCodeword_11432,DeprecatedCodeword_11432,Deprecated Codeword
DeprecatedCodeword_11438,DeprecatedCodeword_11438,Deprecated Codeword
DeprecatedCodeword_11439,DeprecatedCodeword_11439,Deprecated Codeword
DeprecatedCodeword_11443,DeprecatedCodeword_11443,Deprecated Codeword
DeprecatedCodeword_11445,DeprecatedCodeword_11445,Deprecated Codeword
DeprecatedCodeword_11446,DeprecatedCodeword_11446,Deprecated Codeword
DeprecatedCodeword_11451,DeprecatedCodeword_11451,Deprecated Codeword
DeprecatedCodeword_11475,DeprecatedCodeword_11475,Deprecated Codeword
DeprecatedCodeword_11480,DeprecatedCodeword_11480,Deprecated Codeword
DeprecatedCodeword_11482,DeprecatedCodeword_11482,Deprecated Codeword
DeprecatedCodeword_11485,DeprecatedCodeword_11485,Deprecated Codeword
DeprecatedCodeword_11486,DeprecatedCodeword_11486,Deprecated Codeword
DeprecatedCodeword_11487,DeprecatedCodeword_11487,Deprecated Codeword
DeprecatedCodeword_11498,DeprecatedCodeword_11498,Deprecated Codeword
DeprecatedCodeword_11509,DeprecatedCodeword_11509,Deprecated Codeword
DeprecatedCodeword_11520,DeprecatedCodeword_11520,Deprecated Codeword
DeprecatedCodeword_11522,DeprecatedCodeword_11522,Deprecated Codeword
DeprecatedCodeword_11540,DeprecatedCodeword_11540,Deprecated Codeword
DeprecatedCodeword_11545,DeprecatedCodeword_11545,Deprecated Codeword
DeprecatedCodeword_11549,DeprecatedCodeword_11549,Deprecated Codeword
DeprecatedCodeword_11551,DeprecatedCodeword_11551,Deprecated Codeword
DeprecatedCodeword_11554,DeprecatedCodeword_11554,Deprecated Codeword
DeprecatedCodeword_11556,DeprecatedCodeword_11556,Deprecated Codeword
DeprecatedCodeword_11559,DeprecatedCodeword_11559,Deprecated Codeword
DeprecatedCodeword_11564,DeprecatedCodeword_11564,Deprecated Codeword
DeprecatedCodeword_11566,DeprecatedCodeword_11566,Deprecated Codeword
DeprecatedCodeword_11572,DeprecatedCodeword_11572,Deprecated Codeword
DeprecatedCodeword_11574,DeprecatedCodeword_11574,Deprecated Codeword
DeprecatedCodeword_11580,DeprecatedCodeword_11580,Deprecated Codeword
DeprecatedCodeword_11582,DeprecatedCodeword_11582,Deprecated Codeword
DeprecatedCodeword_11600,DeprecatedCodeword_11600,Deprecated Codeword
DeprecatedCodeword_11607,DeprecatedCodeword_11607,Deprecated Codeword
DeprecatedCodeword_11610,DeprecatedCodeword_11610,Deprecated Codeword
DeprecatedCodeword_11611,DeprecatedCodeword_11611,Deprecated Codeword
DeprecatedCodeword_11616,DeprecatedCodeword_11616,Deprecated Codeword
DeprecatedCodeword_11624,DeprecatedCodeword_11624,Deprecated Codeword
DeprecatedCodeword_11642,DeprecatedCodeword_11642,Deprecated Codeword
DeprecatedCodeword_11649,DeprecatedCodeword_11649,Deprecated Codeword
DeprecatedCodeword_11654,DeprecatedCodeword_11654,Deprecated Codeword
DeprecatedCodeword_11657,DeprecatedCodeword_11657,Deprecated Codeword
DeprecatedCodeword_11658,DeprecatedCodeword_11658,Deprecated Codeword
DeprecatedCodeword_11661,DeprecatedCodeword_11661,Deprecated Codeword
DeprecatedCodeword_11662,DeprecatedCodeword_11662,Deprecated Codeword
DeprecatedCodeword_11667,DeprecatedCodeword_11667,Deprecated Codeword
DeprecatedCodeword_11669,DeprecatedCodeword_11669,Deprecated Codeword
DeprecatedCodeword_11681,DeprecatedCodeword_11681,Deprecated Codeword
DeprecatedCodeword_11692,DeprecatedCodeword_11692,Deprecated Codeword
DeprecatedCodeword_11695,DeprecatedCodeword_11695,Deprecated Codeword
DeprecatedCodeword_11696,DeprecatedCodeword_11696,Deprecated Codeword
DeprecatedCodeword_11698,DeprecatedCodeword_11698,Deprecated Codeword
DeprecatedCodeword_11711,DeprecatedCodeword_11711,Deprecated Codeword
DeprecatedCodeword_11712,DeprecatedCodeword_11712,Deprecated Codeword
DeprecatedCodeword_11717,DeprecatedCodeword_11717,Deprecated Codeword
DeprecatedCodeword_11722,DeprecatedCodeword_11722,Deprecated Codeword
DeprecatedCodeword_11724,DeprecatedCodeword_11724,Deprecated Codeword
DeprecatedCodeword_11725,DeprecatedCodeword_11725,Deprecated Codeword
DeprecatedCodeword_11735,DeprecatedCodeword_11735,Deprecated Codeword
DeprecatedCodeword_11736,DeprecatedCodeword_11736,Deprecated Codeword
DeprecatedCodeword_11745,DeprecatedCodeword_11745,Deprecated Codeword
DeprecatedCodeword_11751,DeprecatedCodeword_11751,Deprecated Codeword
DeprecatedCodeword_11767,DeprecatedCodeword_11767,Deprecated Codeword
DeprecatedCodeword_11768,DeprecatedCodeword_11768,Deprecated Codeword
DeprecatedCodeword_11779,DeprecatedCodeword_11779,Deprecated Codeword
DeprecatedCodeword_11781,DeprecatedCodeword_11781,Deprecated Codeword
DeprecatedCodeword_11785,DeprecatedCodeword_11785,Deprecated Codeword
DeprecatedCodeword_11804,DeprecatedCodeword_11804,Deprecated Codeword
DeprecatedCodeword_11805,DeprecatedCodeword_11805,Deprecated Codeword
DeprecatedCodeword_11806,DeprecatedCodeword_11806,Deprecated Codeword
DeprecatedCodeword_11811,DeprecatedCodeword_11811,Deprecated Codeword
DeprecatedCodeword_11813,DeprecatedCodeword_11813,Deprecated Codeword
DeprecatedCodeword_11818,DeprecatedCodeword_11818,Deprecated Codeword
DeprecatedCodeword_11820,DeprecatedCodeword_11820,Deprecated Codeword
DeprecatedCodeword_11823,DeprecatedCodeword_11823,Deprecated Codeword
DeprecatedCodeword_11835,DeprecatedCodeword_11835,Deprecated Codeword
DeprecatedCodeword_11843,DeprecatedCodeword_11843,Deprecated Codeword
DeprecatedCodeword_11847,DeprecatedCodeword_11847,Deprecated Codeword
DeprecatedCodeword_11853,DeprecatedCodeword_11853,Deprecated Codeword
DeprecatedCodeword_11860,DeprecatedCodeword_11860,Deprecated Codeword
DeprecatedCodeword_11861,DeprecatedCodeword_11861,Deprecated Codeword
DeprecatedCodeword_11865,DeprecatedCodeword_11865,Deprecated Codeword
DeprecatedCodeword_11869,DeprecatedCodeword_11869,Deprecated Codeword
DeprecatedCodeword_11875,DeprecatedCodeword_11875,Deprecated Codeword
DeprecatedCodeword_11884,DeprecatedCodeword_11884,Deprecated Codeword
DeprecatedCodeword_11903,DeprecatedCodeword_11903,Deprecated Codeword
DeprecatedCodeword_11917,DeprecatedCodeword_11917,Deprecated Codeword
DeprecatedCodeword_11920,DeprecatedCodeword_11920,Deprecated Codeword
DeprecatedCodeword_11922,DeprecatedCodeword_11922,Deprecated Codeword
DeprecatedCodeword_11940,DeprecatedCodeword_11940,Deprecated Codeword
DeprecatedCodeword_11942,DeprecatedCodeword_11942,Deprecated Codeword
DeprecatedCodeword_11952,DeprecatedCodeword_11952,Deprecated Codeword
DeprecatedCodeword_11954,DeprecatedCodeword_11954,Deprecated Codeword
DeprecatedCodeword_11955,DeprecatedCodeword_11955,Deprecated Codeword
DeprecatedCodeword_11956,DeprecatedCodeword_11956,Deprecated Codeword
DeprecatedCodeword_11965,DeprecatedCodeword_11965,Deprecated Codeword
DeprecatedCodeword_11967,DeprecatedCodeword_11967,Deprecated Codeword
DeprecatedCodeword_11972,DeprecatedCodeword_11972,Deprecated Codeword
DeprecatedCodeword_11977,DeprecatedCodeword_11977,Deprecated Codeword
DeprecatedCodeword_11980,DeprecatedCodeword_11980,Deprecated Codeword
DeprecatedCodeword_11982,DeprecatedCodeword_11982,Deprecated Codeword
DeprecatedCodeword_11989,DeprecatedCodeword_11989,Deprecated Codeword
DeprecatedCodeword_11990,DeprecatedCodeword_11990,Deprecated Codeword
DeprecatedCodeword_11994,DeprecatedCodeword_11994,Deprecated Codeword
DeprecatedCodeword_12005,DeprecatedCodeword_12005,Deprecated Codeword
DeprecatedCodeword_12006,DeprecatedCodeword_12006,Deprecated Codeword
DeprecatedCodeword_12014,DeprecatedCodeword_12014,Deprecated Codeword
DeprecatedCodeword_12038,DeprecatedCodeword_12038,Deprecated Codeword
DeprecatedCodeword_12043,DeprecatedCodeword_12043,Deprecated Codeword
DeprecatedCodeword_12051,DeprecatedCodeword_12051,Deprecated Codeword
DeprecatedCodeword_12053,DeprecatedCodeword_12053,Deprecated Codeword
DeprecatedCodeword_12056,DeprecatedCodeword_12056,Deprecated Codeword
DeprecatedCodeword_12064,DeprecatedCodeword_12064,Deprecated Codeword
DeprecatedCodeword_12065,DeprecatedCodeword_12065,Deprecated Codeword
DeprecatedCodeword_12071,DeprecatedCodeword_12071,Deprecated Codeword
DeprecatedCodeword_12085,DeprecatedCodeword_12085,Deprecated Codeword
DeprecatedCodeword_12091,DeprecatedCodeword_12091,Deprecated Codeword
DeprecatedCodeword_12098,DeprecatedCodeword_12098,Deprecated Codeword
DeprecatedCodeword_12100,DeprecatedCodeword_12100,Deprecated Codeword
DeprecatedCodeword_12101,DeprecatedCodeword_12101,Deprecated Codeword
DeprecatedCodeword_12120,DeprecatedCodeword_12120,Deprecated Codeword
DeprecatedCodeword_12121,DeprecatedCodeword_12121,Deprecated Codeword
DeprecatedCodeword_12124,DeprecatedCodeword_12124,Deprecated Codeword
DeprecatedCodeword_12133,DeprecatedCodeword_12133,Deprecated Codeword
DeprecatedCodeword_12139,DeprecatedCodeword_12139,Deprecated Codeword
DeprecatedCodeword_12151,DeprecatedCodeword_12151,Deprecated Codeword
DeprecatedCodeword_12164,DeprecatedCodeword_12164,Deprecated Codeword
DeprecatedCodeword_12171,DeprecatedCodeword_12171,Deprecated Codeword
DeprecatedCodeword_12172,DeprecatedCodeword_12172,Deprecated Codeword
DeprecatedCodeword_12173,DeprecatedCodeword_12173,Deprecated Codeword
DeprecatedCodeword_12185,DeprecatedCodeword_12185,Deprecated Codeword
DeprecatedCodeword_12186,DeprecatedCodeword_12186,Deprecated Codeword
DeprecatedCodeword_12187,DeprecatedCodeword_12187,Deprecated Codeword
DeprecatedCodeword_12189,DeprecatedCodeword_12189,Deprecated Codeword
DeprecatedCodeword_12190,DeprecatedCodeword_12190,Deprecated Codeword
DeprecatedCodeword_12194,DeprecatedCodeword_12194,Deprecated Codeword
DeprecatedCodeword_12196,DeprecatedCodeword_12196,Deprecated Codeword
DeprecatedCodeword_12204,DeprecatedCodeword_12204,Deprecated Codeword
DeprecatedCodeword_12207,DeprecatedCodeword_12207,Deprecated Codeword
DeprecatedCodeword_12217,DeprecatedCodeword_12217,Deprecated Codeword
DeprecatedCodeword_12218,DeprecatedCodeword_12218,Deprecated Codeword
DeprecatedCodeword_12220,DeprecatedCodeword_12220,Deprecated Codeword
DeprecatedCodeword_12228,DeprecatedCodeword_12228,Deprecated Codeword
