section,celltype,module,n,lam,beta_obs,N3_var_p_naive,N3_var_cov_p_rscount,N3_var_cov_p_rscount_1s,N3_var_beta_p_rscount,N3_var_beta_p_rscount_1s,N3_var_cov_p_rsker10,N3_var_cov_p_rsker20,N3_var_cov_p_rsker30,N3_var_cov_p_raw,N4_var_p_naive,N4_var_cov_p_rscount,N4_var_cov_p_rscount_1s,N4_var_beta_p_rscount,N4_var_beta_p_rscount_1s,N4_var_cov_p_rsker10,N4_var_cov_p_rsker20,N4_var_cov_p_rsker30,N4_var_cov_p_raw
7259_liver_sbr_Male_26-U1,Mesenchymal,emt_ecm,14352,6.999999999999999,0.0377573503233108,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0019980019980019,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009
7259_liver_sbr_Male_26-U1,Mesenchymal,il6_jak_stat3,14352,12.818224546846722,0.0062289402930237,0.003,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0019980019980019,0.0009990009990009,0.0009990009990009,0.0039960039960039,0.003,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0049950049950049
7259_liver_sbr_Male_26-U1,Mesenchymal,interferon_response,14352,6.999999999999999,0.0119751802684364,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.001,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019
7259_liver_sbr_Male_26-U1,Mesenchymal,secondary_senescence,14352,11.019082036984363,0.0025168515987569,0.098,0.0359640359640359,0.0179820179820179,0.0249750249750249,0.0099900099900099,0.0299700299700299,0.0419580419580419,0.0599400599400599,0.1228771228771228,0.151,0.0929070929070929,0.0459540459540459,0.0769230769230769,0.0399600399600399,0.0209790209790209,0.0479520479520479,0.0579420579420579,0.1708291708291708
7259_liver_sbr_Male_26-U1,Mesenchymal,tnfa_nfkb_proximal,14352,6.999999999999999,0.011618184739875,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009
7259_liver_sbr_Male_26-U1,T/NK cells,emt_ecm,5977,49.99999999999999,0.0074065140307335,0.065,0.0099900099900099,0.0039960039960039,0.0079920079920079,0.0039960039960039,0.0189810189810189,0.0129870129870129,0.0149850149850149,0.0739260739260739,0.069,0.0199800199800199,0.0139860139860139,0.0149850149850149,0.0119880119880119,0.0089910089910089,0.0119880119880119,0.0259740259740259,0.0829170829170829
7259_liver_sbr_Male_26-U1,T/NK cells,il6_jak_stat3,5977,14.911122358641624,0.0146811703936606,0.076,0.0089910089910089,0.0039960039960039,0.0149850149850149,0.0059940059940059,0.0169830169830169,0.0079920079920079,0.0039960039960039,0.0569430569430569,0.018,0.0029970029970029,0.0009990009990009,0.0049950049950049,0.0019980019980019,0.0219780219780219,0.0239760239760239,0.0379620379620379,0.0119880119880119
7259_liver_sbr_Male_26-U1,T/NK cells,interferon_response,5977,16.49296129703063,0.0151057936183646,0.134,0.0539460539460539,0.0199800199800199,0.0739260739260739,0.0289710289710289,0.0069930069930069,0.0029970029970029,0.0109890109890109,0.1188811188811188,0.074,0.0269730269730269,0.0119880119880119,0.0439560439560439,0.0159840159840159,0.0639360639360639,0.0489510489510489,0.0699300699300699,0.0589410589410589
7259_liver_sbr_Male_26-U1,T/NK cells,tnfa_nfkb_proximal,5977,22.31842572102936,0.0097448107920388,0.132,0.0709290709290709,0.0259740259740259,0.0779220779220779,0.0319680319680319,0.0269730269730269,0.0149850149850149,0.0259740259740259,0.1198801198801198,0.087,0.0509490509490509,0.0189810189810189,0.0619380619380619,0.0239760239760239,0.0889110889110889,0.0659340659340659,0.0869130869130869,0.0699300699300699
7260_liver_sbr_Male_26-U1,Biliary/ductular,downstream_arrest,27611,22.31842572102936,0.0021968551600746,0.04,0.0039960039960039,0.0039960039960039,0.0069930069930069,0.0059940059940059,0.0239760239760239,0.0049950049950049,0.0039960039960039,0.0239760239760239,0.006,0.0029970029970029,0.0029970029970029,0.0069930069930069,0.0049950049950049,0.0149850149850149,0.0069930069930069,0.0069930069930069,0.0029970029970029
7260_liver_sbr_Male_26-U1,Biliary/ductular,emt_ecm,27611,49.99999999999999,0.0039712184645173,0.045,0.0159840159840159,0.0089910089910089,0.0079920079920079,0.0029970029970029,0.0239760239760239,0.0169830169830169,0.0109890109890109,0.0609390609390609,0.012,0.0299700299700299,0.0129870129870129,0.0209790209790209,0.0099900099900099,0.0719280719280719,0.0949050949050949,0.0749250749250749,0.0199800199800199
7260_liver_sbr_Male_26-U1,Biliary/ductular,il6_jak_stat3,27611,49.99999999999999,0.0030831535227296,0.102,0.0539460539460539,0.0199800199800199,0.0319680319680319,0.0109890109890109,0.1228771228771228,0.0789210789210789,0.0749250749250749,0.1298701298701298,0.024,0.0399600399600399,0.0139860139860139,0.0229770229770229,0.0099900099900099,0.0509490509490509,0.0339660339660339,0.0459540459540459,0.0439560439560439
7260_liver_sbr_Male_26-U1,DC,emt_ecm,5498,49.99999999999999,0.0282882173282529,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0189810189810189,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.001,0.0009990009990009,0.0009990009990009,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0009990009990009,0.0009990009990009,0.0009990009990009
7260_liver_sbr_Male_26-U1,DC,il6_jak_stat3,5498,6.999999999999999,0.0194713842916652,0.025,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0199800199800199,0.0059940059940059,0.0019980019980019,0.0019980019980019,0.002,0.0019980019980019,0.0019980019980019,0.0029970029970029,0.0029970029970029,0.0039960039960039,0.0019980019980019,0.0019980019980019,0.0019980019980019
7260_liver_sbr_Male_26-U1,DC,tnfa_nfkb_proximal,5498,49.99999999999999,0.0144170214577291,0.033,0.0059940059940059,0.0039960039960039,0.0039960039960039,0.0019980019980019,0.1318681318681318,0.0769230769230769,0.0359640359640359,0.0519480519480519,0.007,0.0039960039960039,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0139860139860139,0.0059940059940059,0.0039960039960039,0.0109890109890109
7260_liver_sbr_Male_26-U1,Endothelial,emt_ecm,22277,49.99999999999999,0.0242932865701302,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0119880119880119,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0029970029970029,0.0009990009990009,0.0009990009990009,0.0009990009990009
7260_liver_sbr_Male_26-U1,Endothelial,il6_jak_stat3,22277,49.99999999999999,0.0086647830618599,0.002,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0189810189810189,0.0029970029970029,0.0049950049950049,0.0099900099900099,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0149850149850149,0.0099900099900099,0.0019980019980019,0.0009990009990009
7260_liver_sbr_Male_26-U1,Endothelial,interferon_response,22277,13.48099749887925,0.0075966130625979,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0699300699300699,0.0069930069930069,0.0039960039960039,0.0039960039960039,0.0,0.0019980019980019,0.0019980019980019,0.0009990009990009,0.0009990009990009,0.0039960039960039,0.0019980019980019,0.0019980019980019,0.0019980019980019
7260_liver_sbr_Male_26-U1,Endothelial,secondary_senescence,22277,49.99999999999999,0.0086182892809551,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0989010989010989,0.0209790209790209,0.0039960039960039,0.0009990009990009,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0609390609390609,0.0209790209790209,0.0079920079920079,0.0009990009990009
7260_liver_sbr_Male_26-U1,Endothelial,tnfa_nfkb_proximal,22277,22.31842572102936,0.0048809899621548,0.004,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0389610389610389,0.0189810189810189,0.0109890109890109,0.0119880119880119,0.0,0.0019980019980019,0.0019980019980019,0.0009990009990009,0.0009990009990009,0.0519480519480519,0.0309690309690309,0.0259740259740259,0.0019980019980019
7260_liver_sbr_Male_26-U1,Hepatocytes,emt_ecm,52655,49.99999999999999,0.0060073781423226,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0419580419580419,0.0039960039960039,0.0009990009990009,0.0009990009990009,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0249750249750249,0.0079920079920079,0.0049950049950049,0.0009990009990009
7260_liver_sbr_Male_26-U1,Hepatocytes,il6_jak_stat3,52655,49.99999999999999,0.0020441612820248,0.055,0.0589410589410589,0.0399600399600399,0.0159840159840159,0.0109890109890109,0.1758241758241758,0.0719280719280719,0.0639360639360639,0.1118881118881118,0.073,0.1808191808191808,0.1048951048951049,0.0789210789210789,0.0659340659340659,0.1288711288711288,0.0809190809190809,0.1558441558441558,0.1198801198801198
7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,52655,49.99999999999999,0.0034293417198882,0.001,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.1978021978021978,0.0669330669330669,0.0199800199800199,0.0029970029970029,0.0,0.0129870129870129,0.0129870129870129,0.0009990009990009,0.0009990009990009,0.2527472527472527,0.1138861138861138,0.0619380619380619,0.0149850149850149
7260_liver_sbr_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,52655,49.99999999999999,0.0037739855178979,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0489510489510489,0.0149850149850149,0.0019980019980019,0.0009990009990009,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0689310689310689,0.0179820179820179,0.0019980019980019,0.0009990009990009
7260_liver_sbr_Male_26-U1,Macrophages,emt_ecm,18036,49.99999999999999,0.0400680978418502,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0129870129870129,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0029970029970029,0.0009990009990009,0.0009990009990009,0.0009990009990009
7260_liver_sbr_Male_26-U1,Macrophages,il6_jak_stat3,18036,18.24260882600192,0.0121158592618532,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0249750249750249,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.001,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0039960039960039,0.0029970029970029,0.0019980019980019,0.0019980019980019
7260_liver_sbr_Male_26-U1,Macrophages,secondary_senescence,18036,49.99999999999999,0.0149144705102178,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0319680319680319,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0099900099900099,0.0039960039960039,0.0019980019980019,0.0019980019980019
7260_liver_sbr_Male_26-U1,Macrophages,tnfa_nfkb_proximal,18036,18.24260882600192,0.0130163857372078,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0129870129870129,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.001,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019
7260_liver_sbr_Male_26-U1,Mesenchymal,emt_ecm,28914,47.54182525407475,0.0239704784436234,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0129870129870129,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009
7260_liver_sbr_Male_26-U1,Mesenchymal,secondary_senescence,28914,49.99999999999999,0.0044916914579878,0.005,0.0029970029970029,0.0019980019980019,0.0009990009990009,0.0009990009990009,0.1288711288711288,0.0569430569430569,0.0189810189810189,0.0189810189810189,0.007,0.0269730269730269,0.0159840159840159,0.0059940059940059,0.0049950049950049,0.1138861138861138,0.1158841158841158,0.0809190809190809,0.0199800199800199
7260_liver_sbr_Male_26-U1,Mesenchymal,tnfa_nfkb_proximal,28914,49.99999999999999,0.0052466649920251,0.017,0.0039960039960039,0.0029970029970029,0.0019980019980019,0.0019980019980019,0.0229770229770229,0.0039960039960039,0.0029970029970029,0.0339660339660339,0.007,0.0239760239760239,0.0059940059940059,0.0109890109890109,0.0009990009990009,0.0099900099900099,0.0039960039960039,0.0039960039960039,0.0179820179820179
7260_liver_sbr_Male_26-U1,Proliferating,emt_ecm,3536,6.999999999999999,0.03430519846035,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0159840159840159,0.0009990009990009,0.0009990009990009,0.0089910089910089,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0019980019980019,0.0039960039960039
7260_liver_sbr_Male_26-U1,Proliferating,il6_jak_stat3,3536,6.999999999999999,0.0102720278619028,0.038,0.1808191808191808,0.0959040959040959,0.0049950049950049,0.0039960039960039,0.4145854145854146,0.2717282717282717,0.2097902097902098,0.3286713286713286,0.01,0.2837162837162837,0.1348651348651348,0.0079920079920079,0.0039960039960039,0.3266733266733266,0.3346653346653346,0.3356643356643357,0.2607392607392607
7260_liver_sbr_Male_26-U1,Proliferating,secondary_senescence,3536,49.99999999999999,0.0083486162570268,0.004,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0209790209790209,0.0029970029970029,0.0009990009990009,0.0179820179820179,0.002,0.0059940059940059,0.0029970029970029,0.0029970029970029,0.0029970029970029,0.0429570429570429,0.0059940059940059,0.0059940059940059,0.0029970029970029
7260_liver_sbr_Male_26-U1,T/NK cells,emt_ecm,5345,49.99999999999999,0.0422247451577439,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0319680319680319,0.0019980019980019,0.0009990009990009,0.0009990009990009,0.001,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0069930069930069,0.0019980019980019,0.0019980019980019,0.0019980019980019
7260_liver_sbr_Male_26-U1,T/NK cells,il6_jak_stat3,5345,30.20149733539872,0.012063932219286,0.005,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0409590409590409,0.0019980019980019,0.0019980019980019,0.0039960039960039,0.002,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0129870129870129,0.0069930069930069,0.0039960039960039,0.0029970029970029
7260_liver_sbr_Male_26-U1,T/NK cells,interferon_response,5345,19.185852382096297,0.0100533509958573,0.036,0.0009990009990009,0.0009990009990009,0.0029970029970029,0.0029970029970029,0.0369630369630369,0.0069930069930069,0.0029970029970029,0.0219780219780219,0.016,0.0039960039960039,0.0009990009990009,0.0069930069930069,0.0029970029970029,0.0039960039960039,0.0019980019980019,0.0009990009990009,0.0079920079920079
7260_liver_sbr_Male_26-U1,T/NK cells,secondary_senescence,5345,49.99999999999999,0.0067604370654487,0.029,0.0029970029970029,0.0009990009990009,0.0019980019980019,0.0009990009990009,0.1148851148851148,0.0879120879120879,0.0379620379620379,0.0399600399600399,0.013,0.0179820179820179,0.0129870129870129,0.0139860139860139,0.0129870129870129,0.1988011988011988,0.1078921078921078,0.0739260739260739,0.0169830169830169
7260_liver_sbr_Male_26-U1,T/NK cells,tnfa_nfkb_proximal,5345,28.716686174618605,0.0101481078482851,0.005,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0199800199800199,0.0019980019980019,0.0009990009990009,0.0049950049950049,0.004,0.0019980019980019,0.0019980019980019,0.0039960039960039,0.0039960039960039,0.0409590409590409,0.0149850149850149,0.0049950049950049,0.0019980019980019
7260_liver_sbr_Male_26-U1,vSMCs,emt_ecm,4974,49.99999999999999,0.0321735108012139,0.019,0.0059940059940059,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0149850149850149,0.0039960039960039,0.0059940059940059,0.0729270729270729,0.002,0.0029970029970029,0.0029970029970029,0.0029970029970029,0.0029970029970029,0.0429570429570429,0.0069930069930069,0.0029970029970029,0.0049950049950049
7001_liver_sham_Male_52-U1,Biliary/ductular,emt_ecm,21822,40.86894177489626,0.0035491887643367,0.208,0.0809190809190809,0.0399600399600399,0.1198801198801198,0.0599400599400599,0.2247752247752247,0.2177822177822178,0.1788211788211788,0.1598401598401598,0.123,0.0679320679320679,0.0339660339660339,0.1208791208791208,0.0649350649350649,0.1148851148851148,0.1488511488511488,0.1188811188811188,0.0779220779220779
7001_liver_sham_Male_52-U1,Biliary/ductular,il6_jak_stat3,21822,12.818224546846722,0.0081014583424107,0.004,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0019980019980019,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009
7001_liver_sham_Male_52-U1,Biliary/ductular,secondary_senescence,21822,31.76308142776889,0.0048328268354095,0.002,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0109890109890109,0.0019980019980019,0.0009990009990009,0.0009990009990009,0.003,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0019980019980019
7001_liver_sham_Male_52-U1,Biliary/ductular,tnfa_nfkb_proximal,21822,15.682109678112967,0.0073497976570771,0.007,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009
7001_liver_sham_Male_52-U1,DC,downstream_arrest,3092,14.178039470333344,0.0079385386185336,0.187,0.0169830169830169,0.0119880119880119,0.0959040959040959,0.0569430569430569,0.0709290709290709,0.0509490509490509,0.0439560439560439,0.0629370629370629,0.139,0.0099900099900099,0.0079920079920079,0.1218781218781218,0.0619380619380619,0.0309690309690309,0.0219780219780219,0.0159840159840159,0.0199800199800199
7001_liver_sham_Male_52-U1,DC,emt_ecm,3092,49.99999999999999,0.0229881198485976,0.008,0.0009990009990009,0.0009990009990009,0.0019980019980019,0.0019980019980019,0.0419580419580419,0.0049950049950049,0.0029970029970029,0.0069930069930069,0.001,0.0009990009990009,0.0009990009990009,0.0019980019980019,0.0009990009990009,0.0049950049950049,0.0019980019980019,0.0009990009990009,0.0009990009990009
7001_liver_sham_Male_52-U1,DC,il6_jak_stat3,3092,18.24260882600192,0.016885702931826,0.027,0.0009990009990009,0.0009990009990009,0.0019980019980019,0.0019980019980019,0.0089910089910089,0.0009990009990009,0.0009990009990009,0.0029970029970029,0.014,0.0019980019980019,0.0019980019980019,0.0099900099900099,0.0059940059940059,0.0019980019980019,0.0019980019980019,0.0019980019980019,0.0059940059940059
7001_liver_sham_Male_52-U1,DC,interferon_response,3092,30.20149733539872,0.0144972846339689,0.022,0.0009990009990009,0.0009990009990009,0.0019980019980019,0.0019980019980019,0.0199800199800199,0.0019980019980019,0.0019980019980019,0.0039960039960039,0.008,0.0009990009990009,0.0009990009990009,0.0039960039960039,0.0039960039960039,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0039960039960039
7001_liver_sham_Male_52-U1,DC,secondary_senescence,3092,49.99999999999999,0.0107636987687146,0.016,0.0009990009990009,0.0009990009990009,0.0019980019980019,0.0009990009990009,0.0669330669330669,0.0179820179820179,0.0029970029970029,0.0099900099900099,0.003,0.0009990009990009,0.0009990009990009,0.0029970029970029,0.0029970029970029,0.0019980019980019,0.0009990009990009,0.0009990009990009,0.0019980019980019
