section,arm,week,call,scope,celltype,module,n,lam,n_perm,beta_obs,cov_obs,sender_set,n_senders_used,shift_radius_um,tissue_frac_bbox,N3_var_n_valid,N3_var_frac_cells_retained,N3_var_null_mean,N3_var_null_sd,N3_var_null_lo,N3_var_null_hi,N3_var_sf,N3_var_sf_wm,N3_var_beta_obs_wm,N3_var_p_naive,N3_var_cov_S0,N3_var_cov_p_rscount,N3_var_cov_p_rscount_1s,N3_var_beta_S0,N3_var_beta_p_rscount,N3_var_beta_p_rscount_1s,N3_var_cov_p_rsker10,N3_var_cov_p_rsker20,N3_var_cov_p_rsker30,N3_var_cov_p_raw,N4_var_n_valid,N4_var_frac_cells_retained,N4_var_null_mean,N4_var_null_sd,N4_var_null_lo,N4_var_null_hi,N4_var_sf,N4_var_sf_wm,N4_var_beta_obs_wm,N4_var_p_naive,N4_var_cov_S0,N4_var_cov_p_rscount,N4_var_cov_p_rscount_1s,N4_var_beta_S0,N4_var_beta_p_rscount,N4_var_beta_p_rscount_1s,N4_var_cov_p_rsker10,N4_var_cov_p_rsker20,N4_var_cov_p_rsker30,N4_var_cov_p_raw
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Endothelial,interferon_response,22277,13.48099749887925,1000,0.007596613062597943,0.00016915725005459988,A_SENDER_FINAL_strict,8860,3611.732020378113,0.7051,1000,0.5649631458454908,6.041654100393559e-06,0.0017948025560015266,-0.0034658763198722447,0.0037031416531070668,0.9992046910839595,0.9983447641146538,0.006602964982276427,0.0,0.025177433226167265,0.000999000999000999,0.000999000999000999,1.1317975388489894,0.000999000999000999,0.000999000999000999,0.06993006993006994,0.006993006993006993,0.003996003996003996,0.003996003996003996,1000,0.8683437626251291,0.0003378571749923801,0.001534164035280412,-0.0026066500749536967,0.0031350221549859775,0.9555252884136187,0.9576251798960002,0.007428579066538274,0.0,0.023725636593311266,0.001998001998001998,0.001998001998001998,1.0823219500313908,0.000999000999000999,0.000999000999000999,0.003996003996003996,0.001998001998001998,0.001998001998001998,0.001998001998001998
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Endothelial,oxidative_stress,22277,49.99999999999999,1000,-0.019072986308048302,-0.0005809256394584861,A_SENDER_FINAL_strict,8860,3611.732020378113,0.7051,1000,0.5649631458454908,-7.650780890485937e-05,0.0047773054296156485,-0.008870247304778573,0.010296496669838692,0.995988682229978,0.9963661947904211,-0.018406806023648976,0.0,-0.08648018286353168,0.000999000999000999,1.0,-2.8324834133118255,0.000999000999000999,1.0,0.013986013986013986,0.000999000999000999,0.000999000999000999,0.002997002997002997,1000,0.8683437626251291,-0.0021498169352036625,0.004144627315846139,-0.009743847077800086,0.005399791105514362,0.8872847229855926,0.8786144655725909,-0.01779978480323737,0.0,-0.07509854734426809,0.000999000999000999,1.0,-2.5233411840731703,0.000999000999000999,1.0,0.01998001998001998,0.006993006993006993,0.004995004995004995,0.000999000999000999
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Endothelial,secondary_senescence,22277,49.99999999999999,1000,0.008618289280955196,0.0002624961361957495,A_SENDER_FINAL_strict,8860,3611.732020378113,0.7051,1000,0.5649631458454908,-6.376934681384177e-05,0.0018395163972830112,-0.003687436630337088,0.003673921120934967,1.0073993045179812,1.0095093717784704,0.008334602980531205,0.0,0.039418247854136224,0.000999000999000999,0.000999000999000999,1.2945445155882698,0.000999000999000999,0.000999000999000999,0.0989010989010989,0.02097902097902098,0.003996003996003996,0.000999000999000999,1000,0.8683437626251291,0.0006894223524679623,0.0018462521492717686,-0.002768445389769804,0.0046605367308379195,0.9200047329588417,0.917809001231534,0.00826232770751263,0.0,0.03547176578798503,0.000999000999000999,0.000999000999000999,1.1822393325325757,0.000999000999000999,0.000999000999000999,0.060939060939060936,0.02097902097902098,0.007992007992007992,0.000999000999000999
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Endothelial,tnfa_nfkb_proximal,22277,22.318425721029357,1000,0.004880989962154892,0.00016513715942301834,A_SENDER_FINAL_strict,8860,3611.732020378113,0.7051,1000,0.5649631458454908,-3.65343241927908e-05,0.0015316782254904484,-0.0031303537769009023,0.0030543038767333656,1.0074850234227202,1.003931265811931,0.004297967646479425,0.004,0.024814699372088824,0.000999000999000999,0.000999000999000999,0.7332309499503258,0.000999000999000999,0.000999000999000999,0.03896103896103896,0.01898101898101898,0.01098901098901099,0.011988011988011988,1000,0.8683437626251291,0.0001582421608440384,0.001343322327848241,-0.002508222396489588,0.002917163262217457,0.9675799044720477,0.9653767688510432,0.004449859091556008,0.0,0.023665866123893185,0.001998001998001998,0.001998001998001998,0.7041886638658352,0.000999000999000999,0.000999000999000999,0.05194805194805195,0.030969030969030968,0.025974025974025976,0.001998001998001998
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Hepatocytes,downstream_arrest,52655,49.99999999999999,1000,-0.0024060628370048166,-7.189232461044975e-05,A_SENDER_FINAL_strict,8860,3611.732020378113,0.7051,1000,0.5438651600037984,-0.00010661123132504423,0.0009491558625700119,-0.0018271060459039256,0.00190257854438919,0.9556905872592426,0.9768332211323819,-0.002626258526887236,0.008,-0.015717327181619972,0.011988011988011988,0.997002997002997,-0.5271206194513143,0.000999000999000999,1.0,0.17882117882117882,0.16183816183816183,0.08891108891108891,0.04195804195804196,1000,0.8420257525401197,-0.0004747746053165668,0.0008791312234538879,-0.002420140652203327,0.0009944197175811478,0.8026757248336918,0.8068625140732006,-0.002533708701528954,0.027,-0.012447107655244384,0.06693306693306693,0.955044955044955,-0.4427237548778907,0.027972027972027972,0.981018981018981,0.4515484515484515,0.35664335664335667,0.24075924075924077,0.058941058941058944
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Hepatocytes,emt_ecm,52655,49.99999999999999,1000,0.006007378142322681,0.0001794983791874752,A_SENDER_FINAL_strict,8860,3611.732020378113,0.7051,1000,0.5438651600037984,0.0003018889099163964,0.0011857518529206912,-0.002095607111149473,0.002555287402274432,0.9497469773394895,0.9478477350057474,0.005615132477581917,0.0,0.03865420929173609,0.000999000999000999,0.000999000999000999,1.3079122913611925,0.000999000999000999,0.000999000999000999,0.04195804195804196,0.003996003996003996,0.000999000999000999,0.000999000999000999,1000,0.8420257525401197,0.0010916398707162716,0.0008789137157416926,-0.0003223395137879932,0.0029127215328453126,0.8182834766092812,0.803119350516675,0.005489526788378992,0.0,0.03198820982513653,0.000999000999000999,0.000999000999000999,1.126871727323736,0.000999000999000999,0.000999000999000999,0.024975024975024976,0.007992007992007992,0.004995004995004995,0.000999000999000999
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Hepatocytes,il6_jak_stat3,52655,49.99999999999999,1000,0.0020441612820248935,6.107883143500488e-05,A_SENDER_FINAL_strict,8860,3611.732020378113,0.7051,1000,0.5438651600037984,0.0003046653613253478,0.0010232817612278126,-0.001562216461596135,0.00229572205477796,0.8509582565698758,1.2512478445579707,0.0015960550822432143,0.055,0.011410147680326095,0.058941058941058944,0.03996003996003996,0.39875775814864967,0.015984015984015984,0.01098901098901099,0.17582417582417584,0.07192807192807193,0.06393606393606394,0.11188811188811189,1000,0.8420257525401197,0.0005609709935675011,0.0009304760157662989,-0.0008824123841465585,0.002748259852442751,0.725574005094247,0.4370340876441537,0.0009245182135415022,0.073,0.00925768241040098,0.18081918081918083,0.1048951048951049,0.34000288663814243,0.07892107892107893,0.06593406593406594,0.12887112887112886,0.08091908091908091,0.15584415584415584,0.11988011988011989
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Hepatocytes,interferon_response,52655,49.99999999999999,1000,-0.0030395822657842252,-9.082166582313932e-05,A_SENDER_FINAL_strict,8860,3611.732020378113,0.7051,1000,0.5438651600037984,0.00036431920777634365,0.0009725678834275306,-0.0014418185335690426,0.0022732111246308953,1.1198583147024472,1.1464777120725183,-0.0032441642014672924,0.008,-0.02379521169261224,0.000999000999000999,1.0,-0.7803019854223289,0.000999000999000999,1.0,0.13986013986013987,0.01998001998001998,0.000999000999000999,0.01998001998001998,1000,0.8420257525401197,0.0004349511442428067,0.0008247869123569007,-0.0016695541040684118,0.0016970531433396125,1.143095697438078,1.120812093912255,-0.0035675402100818453,0.001,-0.024507246780308047,0.008991008991008992,0.9920079920079921,-0.7964934764766672,0.001998001998001998,0.999000999000999,0.17582417582417584,0.060939060939060936,0.03196803196803197,0.008991008991008992
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Hepatocytes,oxidative_stress,52655,49.99999999999999,1000,-0.012725468349923259,-0.000380232588842756,A_SENDER_FINAL_strict,8860,3611.732020378113,0.7051,1000,0.5438651600037984,-0.0005735689199904836,0.003833184804883331,-0.007569173052167031,0.006840709324499869,0.9549274805281377,0.9348539175433352,-0.01222122610423202,0.0,-0.08274596510061007,0.000999000999000999,1.0,-2.7856714788840335,0.000999000999000999,1.0,0.18181818181818182,0.07892107892107893,0.026973026973026972,0.007992007992007992,1000,0.8420257525401197,-0.003009659388491212,0.003003524614798649,-0.009516449293554408,0.0036616109509900055,0.763493232175666,0.7503592789748873,-0.01202587741870266,0.0,-0.06168574480717565,0.003996003996003996,1.0,-2.227228103244505,0.000999000999000999,1.0,0.15684315684315683,0.04795204795204795,0.02197802197802198,0.001998001998001998
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Hepatocytes,secondary_senescence,52655,49.99999999999999,1000,0.003429341719888257,0.00010246754338023596,A_SENDER_FINAL_strict,8860,3611.732020378113,0.7051,1000,0.5438651600037984,0.0002054067466732677,0.0009308760691536608,-0.0016789360370648336,0.00203973156415473,0.9401031558091677,0.9285242628446735,0.0030608806740461425,0.001,0.021817166487312387,0.000999000999000999,0.000999000999000999,0.7390469083820782,0.000999000999000999,0.000999000999000999,0.1978021978021978,0.06693306693306693,0.01998001998001998,0.002997002997002997,1000,0.8420257525401197,0.0008137812429716048,0.000793588800294064,-0.0006734149964604557,0.002609799152014226,0.7627004511530215,0.7381252344053492,0.00311062288277591,0.0,0.016627452370957817,0.012987012987012988,0.012987012987012988,0.5995846380933508,0.000999000999000999,0.000999000999000999,0.25274725274725274,0.11388611388611389,0.061938061938061936,0.014985014985014986
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Hepatocytes,tnfa_nfkb_proximal,52655,49.99999999999999,1000,0.003773985517897971,0.00011276538075190517,A_SENDER_FINAL_strict,8860,3611.732020378113,0.7051,1000,0.5438651600037984,-7.38063896064841e-06,0.0008819402832617822,-0.0017436774586382423,0.0016971401162108322,1.0019556617071386,0.9903835592213145,0.003354072821096439,0.0,0.025846214733696197,0.000999000999000999,0.000999000999000999,0.8668310592195757,0.000999000999000999,0.000999000999000999,0.04895104895104895,0.014985014985014986,0.001998001998001998,0.000999000999000999,1000,0.8420257525401197,0.00028504359403036425,0.0007997917806673617,-0.00104182740598733,0.0021348492014356263,0.9244714658605453,0.9132349707282574,0.00312722307083886,0.0,0.02345844584110091,0.000999000999000999,0.000999000999000999,0.7997964486819776,0.000999000999000999,0.000999000999000999,0.06893106893106893,0.017982017982017984,0.001998001998001998,0.000999000999000999
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Macrophages,downstream_arrest,18036,6.999999999999999,1000,0.0015611713291576379,1.7451718020859613e-05,A_SENDER_FINAL_strict,8860,3611.732020378113,0.7051,1000,0.5500656464848082,9.678284844628923e-05,0.001972703120518096,-0.0036353047785922924,0.003914232818417161,0.9380062606590973,0.4169810505971731,0.002324868063092646,0.431,0.0021672964327842646,0.3886113886113886,0.19080919080919082,0.1964682332622768,0.3076923076923077,0.14785214785214784,0.34565434565434566,0.46853146853146854,0.46253746253746253,0.4985014985014985,1000,0.8534398425371479,-4.4626544029250125e-05,0.001478217951183626,-0.0029784151224688873,0.0027569237395228957,1.028585295665998,1.0348543035915372,0.001995838420535695,0.296,0.0024189146836552226,0.3156843156843157,0.14985014985014986,0.21544028464912288,0.23676323676323677,0.11288711288711288,0.34865134865134867,0.3176823176823177,0.3336663336663337,0.36563436563436563
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Macrophages,emt_ecm,18036,49.99999999999999,1000,0.04006809784185026,0.0013487011223585524,A_SENDER_FINAL_strict,8860,3611.732020378113,0.7051,1000,0.5500656464848082,0.00015548505932674417,0.00412384645997243,-0.008264135145893739,0.00812459944245551,0.9961194798929451,0.9946400171170117,0.03925046724664502,0.0,0.18005484236596547,0.000999000999000999,0.000999000999000999,5.3548362484076675,0.000999000999000999,0.000999000999000999,0.012987012987012988,0.000999000999000999,0.000999000999000999,0.000999000999000999,1000,0.8534398425371479,0.000853029847924628,0.004829380447528495,-0.00717724801178251,0.009818603221625052,0.9787104980303393,0.9780820555041839,0.039679236086977536,0.0,0.17693299703204715,0.000999000999000999,0.000999000999000999,5.261250841227626,0.000999000999000999,0.000999000999000999,0.002997002997002997,0.000999000999000999,0.000999000999000999,0.000999000999000999
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Macrophages,il6_jak_stat3,18036,18.24260882600192,1000,0.012115859261853294,0.0004642024927631172,A_SENDER_FINAL_strict,8860,3611.732020378113,0.7051,1000,0.5500656464848082,-7.220409955091465e-05,0.00289062050711972,-0.005826521510755538,0.005624336309323836,1.0059594699798347,1.01032332237635,0.012223984571014146,0.0,0.06261631658948542,0.000999000999000999,0.000999000999000999,1.6351994754428654,0.000999000999000999,0.000999000999000999,0.024975024975024976,0.000999000999000999,0.000999000999000999,0.000999000999000999,1000,0.8534398425371479,0.00017535274027651303,0.002682205534760505,-0.005129217931818117,0.0051838095608764765,0.9855270074959841,0.9854544389138716,0.012239950230728627,0.001,0.06138209111064491,0.001998001998001998,0.001998001998001998,1.6019862566873744,0.001998001998001998,0.001998001998001998,0.003996003996003996,0.002997002997002997,0.001998001998001998,0.001998001998001998
