section,arm,week,call,scope,celltype,module,n,lam,n_perm,beta_obs,cov_obs,sender_set,n_senders_used,shift_radius_um,tissue_frac_bbox,beta_obs_full,N3_var_n_valid,N3_var_frac_cells_retained,N3_var_null_mean,N3_var_null_sd,N3_var_null_lo,N3_var_null_hi,N3_var_sf,N3_var_sf_wm,N3_var_beta_obs_wm,N3_var_p_naive,N3_var_cov_S0,N3_var_cov_p_rscount,N3_var_cov_p_rscount_1s,N3_var_beta_S0,N3_var_beta_p_rscount,N3_var_beta_p_rscount_1s,N3_var_cov_p_rsker10,N3_var_cov_p_rsker20,N3_var_cov_p_rsker30,N3_var_cov_p_raw,N3_var_full_null_mean,N3_var_full_sf,N3_var_full_sf_wm,N4_var_n_valid,N4_var_frac_cells_retained,N4_var_null_mean,N4_var_null_sd,N4_var_null_lo,N4_var_null_hi,N4_var_sf,N4_var_sf_wm,N4_var_beta_obs_wm,N4_var_p_naive,N4_var_cov_S0,N4_var_cov_p_rscount,N4_var_cov_p_rscount_1s,N4_var_beta_S0,N4_var_beta_p_rscount,N4_var_beta_p_rscount_1s,N4_var_cov_p_rsker10,N4_var_cov_p_rsker20,N4_var_cov_p_rsker30,N4_var_cov_p_raw,N4_var_full_null_mean,N4_var_full_sf,N4_var_full_sf_wm
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,DC,interferon_response,2623,35.13265199376635,200,0.007225603428995759,0.0002779389852459355,A_SENDER_FINAL_strict,5707,1737.890634059906,0.6732,-0.0007249426447940414,200,0.6283415935951201,-9.369418684128706e-05,0.004615294055935049,-0.009978628975987966,0.008337688448581399,1.0129669705460584,1.0621783254238288,0.005941659154371202,0.095,0.01429606084821864,0.03980099502487562,0.01990049751243781,0.3729945535039438,0.03980099502487562,0.014925373134328358,0.009950248756218905,0.009950248756218905,0.03482587064676617,0.10945273631840796,-0.00044510322365639426,0.38601594643001097,2.878694989055664,200,0.6196263820053374,0.001061456361947143,0.00523422132331336,-0.00959908696911403,0.011569409908186688,0.8530978938468163,0.48436409888917986,0.004542847816300802,0.155,0.012080958804686473,0.1044776119402985,0.04477611940298507,0.3141275848698364,0.11442786069651742,0.04975124378109453,0.24875621890547264,0.26865671641791045,0.208955223880597,0.15422885572139303,0.0007789800092018054,2.0745401926563667,1.3274261321723768
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,DC,oxidative_stress,2623,42.98209161773131,200,-0.014258851623238727,-0.00047317775671123596,A_SENDER_FINAL_strict,5707,1737.890634059906,0.6732,0.004702334329690411,200,0.6283415935951201,-0.00033178958384402405,0.008564560824963104,-0.017177970143083716,0.014847276067827268,0.9767309743722081,1.0708378182481564,-0.013811607992955242,0.09,-0.023595988263948733,0.04975124378109453,0.9651741293532339,-0.709729069598938,0.03980099502487562,0.9751243781094527,0.10945273631840796,0.05970149253731343,0.05970149253731343,0.09950248756218906,0.00011948262733874372,0.9745907842867884,21.142203281591883,200,0.6196263820053374,0.0005088120691135474,0.007796274964301655,-0.013595336740240785,0.018426499554730743,1.0356839444408201,-9.616293468633579,-0.008924305224980911,0.085,-0.02489935460161143,0.01990049751243781,0.9900497512437811,-0.7525664912582469,0.024875621890547265,0.9900497512437811,0.11940298507462686,0.009950248756218905,0.04477611940298507,0.0945273631840796,0.0002781302042401889,0.9408527372279588,0.7978209285356125
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,DC,secondary_senescence,2623,49.99999999999999,200,-0.003514512654569425,-0.00010184914391322569,A_SENDER_FINAL_strict,5707,1737.890634059906,0.6732,0.0007512246553174875,200,0.6283415935951201,-0.00041688155283047977,0.003719736159277843,-0.007849190578405867,0.007999705611482312,0.8813828277760026,0.7681196179498306,-0.0038742903286887076,0.305,-0.00453378889244948,0.27860696517412936,0.8756218905472637,-0.15785661280025898,0.263681592039801,0.8756218905472637,0.2835820895522388,0.3681592039800995,0.3482587064676617,0.34328358208955223,-0.00021933254666723368,1.291966650874282,0.001666462546390477,200,0.6196263820053374,0.0003400024977420105,0.003659762014247161,-0.005655925178846768,0.007573424131605562,1.0967424309313423,1.0173536132649144,-0.0028796239458318495,0.33,-0.005733726116108133,0.17412935323383086,0.9203980099502488,-0.19642774944685326,0.14925373134328357,0.9253731343283582,0.11442786069651742,0.16417910447761194,0.1791044776119403,0.3383084577114428,0.0003449280979871401,0.5408456105033397,6.0353530152235315
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,DC,tnfa_nfkb_proximal,2623,6.999999999999999,200,0.0034527310930646906,6.838665966398376e-05,A_SENDER_FINAL_strict,5707,1737.890634059906,0.6732,-0.004898174643903165,200,0.6283415935951201,-0.000561904518800521,0.00607181043474697,-0.010954503129435666,0.011261972298847008,1.1627420449652706,0.8213972963861548,0.0023643978778014507,0.565,0.0040148467822130815,0.39303482587064675,0.18407960199004975,0.2045875569110121,0.43283582089552236,0.20398009950248755,0.23383084577114427,0.31840796019900497,0.36318407960199006,0.5373134328358209,-0.0009479697806642207,0.8064646833603262,0.9646776079577069,200,0.6196263820053374,0.0014873374093840267,0.006747207385671748,-0.010119904903194067,0.014397469777008062,0.569228715096997,1.5285741109417628,0.00319077644404398,0.625,0.0020796867219879597,0.7014925373134329,0.3482587064676617,0.1001573071598762,0.7412935323383084,0.36318407960199006,0.7512437810945274,0.7661691542288557,0.7711442786069652,0.582089552238806,0.001219397109655347,1.2489492919925078,-1.2082343736048127
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Endothelial,downstream_arrest,12292,49.99999999999999,200,-0.00340520265383396,-9.253485545309861e-05,A_SENDER_FINAL_strict,5707,1737.890634059906,0.6732,-0.0005743399099850589,200,0.648132118451025,-3.533365275685143e-05,0.0009848654771544287,-0.00217907400562751,0.0016927356092150125,0.9896236270352166,0.9844100662359366,-0.003141328329442266,0.005,-0.01008358326761469,0.009950248756218905,0.9950248756218906,-0.3717562106184092,0.004975124378109453,1.0,0.07960199004975124,0.009950248756218905,0.014925373134328358,0.014925373134328358,-7.321914931614837e-05,0.8725159995967317,1.6850461995332693,200,0.6516738529124634,-0.00024252616351755414,0.0009644579082477665,-0.0019431890075776194,0.0015984948211582735,0.9287777591608268,0.8266539382841482,-0.0022131732571965736,0.0,-0.009405301970585304,0.004975124378109453,1.0,-0.34889920856750056,0.004975124378109453,1.0,0.05970149253731343,0.004975124378109453,0.004975124378109453,0.014925373134328358,-0.00023463536946197885,0.5914695019747404,0.949252993886418
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Endothelial,emt_ecm,12292,30.20149733539872,200,0.016784041511392123,0.0006062584631854331,A_SENDER_FINAL_strict,5707,1737.890634059906,0.6732,0.0018794556546615445,200,0.648132118451025,2.646062590122809e-06,0.0019436357652052533,-0.004186684858318132,0.003703261871738229,0.9998423465177725,1.0015169624560014,0.015979886349170913,0.0,0.06685847888997441,0.004975124378109453,0.004975124378109453,1.8512850140292145,0.004975124378109453,0.004975124378109453,0.009950248756218905,0.004975124378109453,0.004975124378109453,0.004975124378109453,2.2228096463507746e-05,0.9881731200156938,2.4585066370772797,200,0.6516738529124634,-0.00010205288175314643,0.001648516384294919,-0.002768709397318548,0.0029704973973394386,1.0060803520822967,1.0080623159261286,0.015274843836368089,0.0,0.06732000705433697,0.004975124378109453,0.004975124378109453,1.8628351611691656,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.004975124378109453,-0.00017179959480155663,1.0914092303138139,1.058583264536185
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Endothelial,il6_jak_stat3,12292,6.999999999999999,200,0.006130100440848637,6.813678355701219e-05,A_SENDER_FINAL_strict,5707,1737.890634059906,0.6732,-0.008529360702816225,200,0.648132118451025,-0.0003314799870033383,0.003400804796038992,-0.007227783186121151,0.0056221254833763775,1.0540741526508248,1.0842884402251827,0.006288491783642373,0.07,0.008203283596476355,0.11940298507462686,0.04477611940298507,0.7128267163193993,0.014925373134328358,0.004975124378109453,0.582089552238806,0.15920398009950248,0.09950248756218906,0.263681592039801,-0.00016113655226803708,0.9811080152566611,0.9839307380673565,200,0.6516738529124634,0.0009553684450762999,0.003168013018889226,-0.004840089188555027,0.007144516772814208,0.8441512575046747,0.8616657678526335,0.006998371278605135,0.065,0.005622815824464416,0.24378109452736318,0.11940298507462686,0.5708645520343013,0.04975124378109453,0.03482587064676617,0.36318407960199006,0.3681592039800995,0.373134328358209,0.22885572139303484,0.0007575714757615978,1.0888192564668373,1.1293080134256652
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Endothelial,interferon_response,12292,6.999999999999999,200,0.007623340457425502,8.473432103456808e-05,A_SENDER_FINAL_strict,5707,1737.890634059906,0.6732,-0.0045603277525074395,200,0.648132118451025,-0.0005797988094649757,0.0025474910545028075,-0.005243232309950573,0.0041763376644511855,1.0760557412728726,1.218056337549822,0.007618258318718063,0.0,0.010525299622653434,0.014925373134328358,0.004975124378109453,0.9049514886363679,0.004975124378109453,0.004975124378109453,0.009950248756218905,0.004975124378109453,0.024875621890547265,0.07462686567164178,-0.0004898081756761655,0.8925936462775398,0.08390484349534125,200,0.6516738529124634,0.0008963826159000656,0.0024033757901425422,-0.004174122908702921,0.00609739391482201,0.882416032590156,0.8877040003897744,0.008087223921187587,0.0,0.007571175380774143,0.04975124378109453,0.024875621890547265,0.7421025432608699,0.009950248756218905,0.004975124378109453,0.05970149253731343,0.024875621890547265,0.1044776119402985,0.07462686567164178,0.0008233795935827385,1.1805527230208428,1.2540172269400829
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Endothelial,oxidative_stress,12292,6.999999999999999,200,-0.04654156562692925,-0.0005173149468147282,A_SENDER_FINAL_strict,5707,1737.890634059906,0.6732,-0.0031791092498253495,200,0.648132118451025,0.0005033646107033301,0.005307139200055311,-0.00989434962162876,0.009613051805216573,1.0108153776935274,1.0114475605330029,-0.04312325333568987,0.0,-0.058083893754515364,0.004975124378109453,1.0,-5.189888683613408,0.004975124378109453,1.0,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.0002801932412048706,1.0881357698607759,2.557366615905615,200,0.6516738529124634,-0.0009202994965119629,0.00533192173044312,-0.010737547600493804,0.00838655231476919,0.9802262883915648,0.9775867291834953,-0.03913275627707744,0.0,-0.05522856409691886,0.004975124378109453,1.0,-5.032833328190798,0.004975124378109453,1.0,0.024875621890547265,0.004975124378109453,0.004975124378109453,0.004975124378109453,-0.0003390638772424176,0.8933462644415114,1.311184884385441
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Endothelial,secondary_senescence,12292,49.99999999999999,200,0.0037511832900996465,0.00010193672412907006,A_SENDER_FINAL_strict,5707,1737.890634059906,0.6732,0.0003248244301515953,200,0.648132118451025,-0.0001957452238304957,0.0018799123586327859,-0.003466189761576325,0.0035561908992292213,1.052182260554188,1.0572901249603006,0.0037002921130002008,0.045,0.01189412015377876,0.014925373134328358,0.009950248756218905,0.4354160910858637,0.009950248756218905,0.009950248756218905,0.03482587064676617,0.029850746268656716,0.03482587064676617,0.06467661691542288,-9.713206549636082e-05,1.2990294339961725,2.813421581607662,200,0.6516738529124634,0.00038419197397191693,0.001506310336139085,-0.0021865527778721374,0.00351086732502703,0.8975811246051613,0.915583477774623,0.003953083068578012,0.02,0.00995650008612063,0.01990049751243781,0.014925373134328358,0.37143875102226676,0.009950248756218905,0.009950248756218905,0.05970149253731343,0.04975124378109453,0.06467661691542288,0.04477611940298507,0.00024500322811489014,0.2457364490702029,0.8815924227658286
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Endothelial,tnfa_nfkb_proximal,12292,6.999999999999999,200,0.010252236829560883,0.00011395481176395083,A_SENDER_FINAL_strict,5707,1737.890634059906,0.6732,-0.00042951855197069044,200,0.648132118451025,-0.0006162515442803426,0.0019559396215662246,-0.00443648093376936,0.0029353193042278435,1.0601089844611733,1.0599568751915065,0.010062777848007914,0.0,0.013818630814784882,0.004975124378109453,0.004975124378109453,1.198986682187946,0.004975124378109453,0.004975124378109453,0.014925373134328358,0.004975124378109453,0.004975124378109453,0.004975124378109453,-0.0005382775604075886,-0.2532114339133823,-2.047339537839389,200,0.6516738529124634,0.0006984092171907857,0.0021199242587610664,-0.003535621304369778,0.004646551250466467,0.931877381609346,0.9189209817026878,0.009234146155620529,0.0,0.0111975735483218,0.009950248756218905,0.004975124378109453,1.0539563255844682,0.004975124378109453,0.004975124378109453,0.029850746268656716,0.004975124378109453,0.01990049751243781,0.009950248756218905,0.0006120876246571518,2.4250551503510365,4.255188647106807
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Hepatocytes,downstream_arrest,28529,49.99999999999999,200,-0.001548355096018633,-3.9400152604446226e-05,A_SENDER_FINAL_strict,5707,1737.890634059906,0.6732,-0.00015802018972646713,200,0.6420442356899997,-6.52047675547251e-05,0.0008183603823351428,-0.0017902079282455575,0.0016295308571519398,0.9578877172798477,0.9449516349991305,-0.0016477226905728852,0.075,-0.006247384386602724,0.0845771144278607,0.9552238805970149,-0.2492656214509488,0.04477611940298507,0.9751243781094527,0.7263681592039801,0.38308457711442784,0.27860696517412936,0.12935323383084577,-8.133554144963173e-05,0.4852838641035458,-0.2441824735583048,200,0.6391177398436678,3.9889548836811295e-05,0.0007430700146131538,-0.0014561121468391297,0.001476757165475548,1.0257625327286883,1.0968466932925125,-0.0013487806145998415,0.035,-0.006827445685829779,0.03482587064676617,0.9900497512437811,-0.2669282950070613,0.014925373134328358,1.0,0.22885572139303484,0.0845771144278607,0.06467661691542288,0.09950248756218906,-1.7154856697111572e-05,0.8914388298937836,1.8811557576599507
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Hepatocytes,emt_ecm,28529,6.999999999999999,200,0.01776269830407003,0.0001334979147806489,A_SENDER_FINAL_strict,5707,1737.890634059906,0.6732,0.003503332807333452,200,0.6420442356899997,7.150318118546872e-05,0.0014490671680363854,-0.0026492874084872485,0.002862209988676102,0.9959745315738946,0.9986514919597943,0.017490255687737724,0.0,0.022199817671707357,0.004975124378109453,0.004975124378109453,2.973270249067086,0.004975124378109453,0.004975124378109453,0.03482587064676617,0.004975124378109453,0.004975124378109453,0.004975124378109453,-6.422576301667301e-05,1.018332760987546,0.9992224149780783,200,0.6391177398436678,0.00022317874006408305,0.0011339904887450788,-0.001708851434726174,0.002492205498978192,0.9874355384388336,0.9831290607020975,0.015195800286739012,0.0,0.021744699436271733,0.004975124378109453,0.004975124378109453,2.9477789002016244,0.004975124378109453,0.004975124378109453,0.01990049751243781,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.0001043709345144175,0.9702081017550088,-1.8113566831048862
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,full,Hepatocytes,il6_jak_stat3,28529,6.999999999999999,200,0.009890121534666821,7.433052001466943e-05,A_SENDER_FINAL_strict,5707,1737.890634059906,0.6732,0.002899943038472746,200,0.6420442356899997,0.0001302992978420059,0.0012356247594324816,-0.002244263177376827,0.002155207272586383,0.9868253087300007,0.9877354583280331,0.01027916732080117,0.0,0.012086634543972697,0.004975124378109453,0.004975124378109453,1.640284270868587,0.004975124378109453,0.004975124378109453,0.05970149253731343,0.009950248756218905,0.004975124378109453,0.004975124378109453,1.9233072477507686e-05,0.9933677757727143,1.0018577780016777,200,0.6391177398436678,-7.087608952488015e-06,0.0012354108258794913,-0.0020879547081703075,0.0023624510444059076,1.0007166351725452,0.9990360443665716,0.009511567713765599,0.0,0.012494473889261186,0.004975124378109453,0.004975124378109453,1.663374197792462,0.004975124378109453,0.004975124378109453,0.08955223880597014,0.01990049751243781,0.004975124378109453,0.009950248756218905,-0.0001018539817891923,1.035122752563731,1.2701212368338297
