section,arm,week,call,celltype,module,n,lam,n_perm,beta_obs,N1_null_mean,N1_null_sd,N1_null_lo,N1_null_hi,N1_sf,N1_p,N3_null_mean,N3_null_sd,N3_null_lo,N3_null_hi,N3_sf,N3_p,N4_null_mean,N4_null_sd,N4_null_lo,N4_null_hi,N4_sf,N4_p
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,DC,interferon_response,2489,44.99999999999999,200,0.012747249184444559,0.007901536206917345,0.004664054409652509,-0.00082727456752641,0.016931073046667248,0.3801379346565553,0.16,-7.80918912414674e-05,0.0031487192469924403,-0.006092304431981861,0.0061879744569786925,1.006126175938944,0.0,0.0012709741010075216,0.0022085273272639495,-0.0038939250042765955,0.00465309335645662,0.9002942452432413,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,DC,oxidative_stress,2489,6.999999999999999,200,-0.026326352929459805,-0.004300392074611201,0.003765262572573649,-0.010718725573330682,0.0023256002841356453,0.836650671434289,0.0,-3.075262231588778e-05,0.008226814020195412,-0.01572275492343014,0.016526422623224925,0.9988318692529008,0.0,-0.0042611507405429854,0.007005317254922051,-0.016899364008897685,0.008935068322096998,0.8381412437962624,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,DC,secondary_senescence,2489,9.320159478093691,200,0.008250073445233498,0.0011057731177920604,0.002690115020831232,-0.003784823972501782,0.006448596507137088,0.8659680880258195,0.0,2.0535830931678704e-05,0.0047845394759765325,-0.009120521471791088,0.009126367816045127,0.9975108305316309,0.07,0.0028672085580149008,0.004167525406967335,-0.004278729323557681,0.010529854255493354,0.6524626626601199,0.115
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,DC,tnfa_nfkb_proximal,2489,44.99999999999999,200,0.0043973591732095006,0.007454915247526403,0.0042428351944767935,-5.198378261189947e-05,0.01633058858455192,-0.6953164283110593,0.765,-7.457881747064532e-05,0.0022301954030380673,-0.0047757887154591455,0.004065199970236795,1.016959910376439,0.05,-0.0021743756838430066,0.0015036310774913292,-0.005930117808458347,0.0003744541914475828,1.4944730685385417,0.08
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Hepatic stellate cells,downstream_arrest,13607,6.999999999999999,200,-0.0038204919766794917,-0.0005305983857899192,0.00044717083588814537,-0.0013971846880253837,0.0002814176924372233,0.8611177856075283,0.0,2.086499163462574e-05,0.0010403409883871716,-0.0019999847772050384,0.0021087225534856904,1.005461336331024,0.0,0.0004436098517298949,0.0008676847221249134,-0.0011416805010686121,0.0020206368365605666,1.1161132792419708,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Hepatic stellate cells,emt_ecm,13607,6.999999999999999,200,0.04289993988904429,0.00737520590265583,0.0013805228346220045,0.0046974545535949045,0.009670150573147001,0.828083537605625,0.0,-4.6100752022697115e-05,0.005298803718256957,-0.010100561587391024,0.00974979671878968,1.0010746111099906,0.0,-0.002854121411542086,0.004771847565175227,-0.010387071045042707,0.005543063017310014,1.0665297298533272,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Hepatic stellate cells,il6_jak_stat3,13607,6.999999999999999,200,0.011615464372874052,0.0019228286408000405,0.0009536284735715529,5.915316153489742e-05,0.0036585130895131998,0.8344595980776729,0.0,-1.1118312993934811e-05,0.0018637607902623615,-0.0028474164478973535,0.004030461149432347,1.0009571991817994,0.0,-0.000432576579625219,0.001977322869421228,-0.0038076759016795313,0.003228546348902732,1.0372414365658449,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Hepatic stellate cells,interferon_response,13607,6.999999999999999,200,0.01569086146061356,0.0021337432174296377,0.000799624415480942,0.0007123483989543075,0.003911962687492533,0.8640136347653279,0.0,-2.3862708905707614e-05,0.0019123234752275254,-0.0037367038800793615,0.0033592962549203356,1.0015208029823988,0.0,-0.0011048849416525753,0.0018993786207924428,-0.0040238364682059526,0.0023297436590685385,1.0704158241678448,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Hepatic stellate cells,oxidative_stress,13607,6.999999999999999,200,-0.045471062128883126,-0.006380349554040071,0.0015630400393337896,-0.009298676495840411,-0.003233538709856617,0.8596832962477187,0.0,-0.0002530128631675789,0.003630630608783174,-0.007898324946897985,0.005730576542745504,0.9944357388782686,0.0,-0.0016605693502672247,0.0038806962493837284,-0.007865129676502007,0.003888414646953326,0.9634807441805404,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Hepatic stellate cells,secondary_senescence,13607,6.999999999999999,200,0.014605758428056058,0.0017474498676702465,0.0012014008362993818,-0.00045421435017630124,0.004169433763448166,0.880358840913486,0.0,6.947738948249313e-05,0.002646577859953529,-0.005433204497483911,0.005589980671987562,0.9952431508555534,0.0,0.0011119644399821597,0.0021937617116035892,-0.0029949007621167725,0.005590075448832004,0.9238680794660962,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Hepatic stellate cells,tnfa_nfkb_proximal,13607,6.999999999999999,200,0.011130786342864,0.0014185170236033634,0.0006839132493020465,0.00017717012748650856,0.002800750025974199,0.8725591364429719,0.0,-5.7544847829414086e-05,0.0016913421903802489,-0.0030796297530335886,0.0037400572640120984,1.0051698816289207,0.0,-0.0011623159746399444,0.0015787526938421772,-0.004373212456764402,0.0012884694070207452,1.1044235275780951,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Hepatocytes,downstream_arrest,27088,44.99999999999999,200,-0.0036270741323820737,-0.00016676261261329374,0.000450295209658622,-0.0009677985942305714,0.0006330141403788817,0.9540228276217302,0.0,-1.8561403926113335e-05,0.001115466985067887,-0.0016532211297743712,0.0027214975615006266,0.994882540789448,0.0,-0.002038921603660738,0.0011616610708766353,-0.0032611323490735135,0.0003398153898845834,0.43786050980940927,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Hepatocytes,emt_ecm,27088,6.999999999999999,200,0.019077536801216904,0.00181214249970643,0.0003638057948200912,0.0010890438302951742,0.002540814249596453,0.9050117151606889,0.0,-0.00022023915399345056,0.0027038755991568944,-0.004678799497029625,0.004959174258353139,1.0115444229665647,0.0,0.0010757904857293982,0.0021497717666615268,-0.0029608392838521794,0.005496612075505261,0.9436095709347144,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Hepatocytes,il6_jak_stat3,27088,6.999999999999999,200,0.008301445426636236,0.0008616668804864135,0.0003869645839344331,0.00014587957763302135,0.001638282239578003,0.8962027892490088,0.0,-0.0001566885834840248,0.0018097354075234167,-0.0034318154588854014,0.003477610140561316,1.0188748555740992,0.0,0.00036589047452188967,0.001268353875837592,-0.0021599629929703523,0.0030577742307841957,0.9559244859518219,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Hepatocytes,interferon_response,27088,6.999999999999999,200,0.011609621292221494,0.0012221080055097747,0.0003670394612200293,0.0005633709095291889,0.0019285922717029896,0.8947331721898119,0.0,-0.00013865667028421593,0.0019110269379744688,-0.0033679312769641944,0.003489349093601177,1.0119432552358203,0.0,0.0001945058670811498,0.0015296274248170953,-0.0028731720770733796,0.0030213475447159123,0.9832461488462617,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Hepatocytes,oxidative_stress,27088,6.999999999999999,200,-0.02065746480652405,-0.0014312729456157846,0.0008986125159656275,-0.0031168502194570324,0.0002749569952397453,0.9307140077922941,0.0,5.635436619263759e-05,0.004419974410980542,-0.010215193417504756,0.008969894621238872,1.002728038833441,0.0,-0.0073839030070422425,0.004316239279068446,-0.013412583551030949,-0.0004745017574679637,0.642555217874061,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Hepatocytes,secondary_senescence,27088,6.999999999999999,200,0.014701159245938683,0.0014230154633880858,0.0004535825336922576,0.0006532890320327766,0.002256572624868374,0.9032038603499104,0.0,-0.00021887028626344296,0.0011521348216953534,-0.0023962532335199574,0.001854215511222948,1.0148879610513646,0.0,0.00010342642220223346,0.0013547909625680821,-0.002374576729630085,0.0022922481544868528,0.9929647437680259,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Hepatocytes,tnfa_nfkb_proximal,27088,6.999999999999999,200,0.004089653167925726,0.00028305726094965714,0.00030837934793081216,-0.00026688325925085075,0.0008722705899198255,0.9307869764679277,0.0,-0.0001838323728874243,0.0011238284893714194,-0.002178482756877,0.0021784114667249936,1.0449506022489101,0.0,-0.00037527944370182746,0.0008566760477086811,-0.0021889696042924883,0.0010149417642552425,1.0917631467247793,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Kupffer cells,downstream_arrest,11887,44.99999999999999,200,-0.00521342318403584,-0.003036919421279018,0.0009168901075120105,-0.0046955134270433565,-0.0014549108802286372,0.41748073883999126,0.015,7.345441872677929e-05,0.0006054842231069733,-0.0009134633101641028,0.0013726609246209511,1.014089479432958,0.0,-0.0002432108525483747,0.0006806084859341672,-0.0011825134437464515,0.0011876401007727662,0.9533491059591869,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Kupffer cells,emt_ecm,11887,42.90339203788739,200,0.024658107704442208,0.014854004550013889,0.0020704244983376177,0.010652197565657254,0.019241132623259778,0.3976016031701447,0.0,-0.0003290629079375551,0.0026908684955984745,-0.005023535466761193,0.004829484046766531,1.0133450186803374,0.0,-0.0011862238393333246,0.002601948165208022,-0.004031793960572193,0.0025522159469958208,1.0481068480011393,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Kupffer cells,il6_jak_stat3,11887,6.999999999999999,200,0.013632116485172457,0.0018225501270721473,0.0011063648167787717,-0.00042503809141309794,0.0038126317631606323,0.8663046835717315,0.0,-0.00011096981622366746,0.0030164805444264763,-0.005285454521035631,0.006058675048824117,1.0081403218894416,0.0,0.0006028575828080133,0.0024011073649722204,-0.0033450535570358213,0.004801831303835614,0.9557766702284464,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Kupffer cells,interferon_response,11887,6.999999999999999,200,0.009839389036782198,0.0017571691248560804,0.0012906925825512863,-0.0008034083613841722,0.004109579192029718,0.8214148136345332,0.0,-0.0002781401447655033,0.002431720060844192,-0.004830102339465682,0.004440586221786503,1.028268030029684,0.0,7.403610328289699e-05,0.002311045951399107,-0.004283145632160902,0.004521184897813521,0.9924755385719447,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Kupffer cells,oxidative_stress,11887,6.999999999999999,200,-0.041093247630142084,-0.0052494146857270715,0.0018291067078053862,-0.008503529998082732,-0.001917998341099175,0.8722560277305363,0.0,0.0004179721919330637,0.003740829486312589,-0.005792674217539167,0.007441195224249484,1.010171310763632,0.0,-0.002493395947289562,0.0037825401433884925,-0.008461689784920803,0.003651371611820337,0.9393234633161326,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Kupffer cells,secondary_senescence,11887,6.999999999999999,200,0.010688005462687035,0.0010643239021554522,0.0012199948524591574,-0.0010085708284394582,0.003564171051006056,0.900418847476162,0.0,-0.00013090510960245096,0.002632439441826879,-0.005172682789720982,0.0044724712252854435,1.0122478520486777,0.0,0.0004089753577504106,0.0021453006936875555,-0.003254351369163848,0.004679345481563952,0.9617351095882027,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Kupffer cells,tnfa_nfkb_proximal,11887,6.999999999999999,200,0.007956296245040514,0.001136183901248313,0.0008016365251534472,-0.0002785239475741156,0.002580778611069929,0.8571968832914507,0.0,-6.963331413679052e-05,0.0016671914357410114,-0.0032822652100312215,0.003273463372664402,1.0087519760441546,0.0,0.00047277186991480103,0.0014654492034515039,-0.0020997754429622757,0.003498190366747679,0.9405789006147806,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,LSECs,downstream_arrest,11666,44.99999999999999,200,-0.005341344260710948,-0.0017958818180043312,0.0008750612166298561,-0.0033533513688836485,-0.00016830936261827238,0.6637771822321571,0.0,1.7645465684096493e-05,0.0008397435259464712,-0.001692439475023728,0.0013032756890929494,1.003303562703099,0.0,-0.001385739485256369,0.0007992663228993378,-0.0022763239796821533,0.0003448861329522601,0.740563532770321,0.005
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,LSECs,emt_ecm,11666,30.721714028801046,200,0.023917313506214743,0.010614816980951179,0.0013183629563126523,0.008175636301775325,0.013202449048229654,0.5561869029231483,0.0,-0.0001059916555465656,0.0015880962688564365,-0.0035505351923467614,0.0027423356143642694,1.0044315869973868,0.0,0.0008171406949718193,0.0020094403411958814,-0.001533237150054864,0.0026104684929808587,0.9658347625556067,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,LSECs,il6_jak_stat3,11666,6.999999999999999,200,0.009734629123119964,0.001965158440213097,0.0012023364016818278,-0.0004798622765201345,0.004235330558768285,0.798127035415679,0.0,-0.00012451983482443478,0.0031220058679774718,-0.005939979792489961,0.005594885451619943,1.0127914308033263,0.0,0.0034006342833062674,0.002517141971981557,-0.0016960043617955357,0.008139442129222399,0.6506662718942539,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,LSECs,interferon_response,11666,6.999999999999999,200,0.00869611200100826,0.0015946592679995644,0.0008852822914892784,-5.1715542991413546e-05,0.003259261327375044,0.8166238811304783,0.0,-7.186362413167803e-05,0.002444684435499813,-0.004313390419988111,0.004939459772911982,1.0082638797802221,0.0,0.0029006603266157464,0.0020411896508310706,-0.0017214998587112246,0.0066867654895952896,0.6664417010407142,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,LSECs,oxidative_stress,11666,6.999999999999999,200,-0.04956956428343945,-0.004964524505963617,0.0016904240810564422,-0.008041580050279877,-0.0019742544833797953,0.8998473241044364,0.0,-0.00013132150160958663,0.004769168462963632,-0.009032217248388374,0.008504931030764785,0.9973507634471288,0.0,-0.005075775583720969,0.003982560382637229,-0.011357731130209854,0.0009396294174864825,0.897602981646205,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,LSECs,secondary_senescence,11666,6.999999999999999,200,0.013095933288419502,0.0017091352445195427,0.001026302191687402,6.952149426802155e-05,0.0036239169282001778,0.869491146077317,0.0,-5.8176190356285666e-05,0.00220106207724718,-0.0037888961057556433,0.004457022260429703,1.0044423096143693,0.0,0.0007370647625210306,0.0019844658732292527,-0.002442230186796714,0.004101712341057935,0.9437180423656554,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,LSECs,tnfa_nfkb_proximal,11666,6.999999999999999,200,0.013055406667039545,0.001474070191760038,0.0006713050980685889,0.000163055757566437,0.002621736842645848,0.8870912083128316,0.0,-6.687674442358595e-05,0.0019705608746506858,-0.0036877045333348984,0.0038237590009548455,1.0051225324594772,0.0,0.0018394521896159166,0.0015538929452709755,-0.000985266232178534,0.004409520883426092,0.8591041829236996,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,T/NK cells,downstream_arrest,5673,6.999999999999999,200,0.0021776637691137118,0.0002294105579981289,0.0008429237421199683,-0.0015677212538617415,0.0016796792538746723,0.8946529022285673,0.015,-0.00029578180931307994,0.0019263223658322697,-0.004107235046631709,0.0036071626184751115,1.135825288324221,0.285,4.781600289334274e-05,0.0016875652904995858,-0.0029884245434423666,0.003336841973436332,0.9780425226467337,0.205
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,T/NK cells,emt_ecm,5673,44.99999999999999,200,0.014534925685998326,0.010091034500801212,0.00291822830852311,0.004366038842433899,0.014947375662329333,0.30573883081342274,0.07,-0.00033923380776131377,0.0031423068479570866,-0.007043245670257229,0.005751924536791613,1.023339218589064,0.0,-0.0030349705724444943,0.002316634985305043,-0.005859178337992718,0.0007241077015424477,1.2088053725220018,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,T/NK cells,il6_jak_stat3,5673,44.99999999999999,200,0.02051308435308115,0.014649930393394519,0.0038618212081958083,0.007438677526579614,0.021775113521012232,0.2858250791917579,0.06,-0.00014329139759280032,0.007182556334034293,-0.012447195283439719,0.009365116201192701,1.0069853657853884,0.0,-7.307639860316708e-05,0.006526429464777371,-0.015475308524249717,0.009066749354250763,1.0035624286111897,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,T/NK cells,interferon_response,5673,35.44933511996071,200,0.02036792638848797,0.01571516776015834,0.004158296509240073,0.00775503236899732,0.022881379643232176,0.22843555792500236,0.14,-0.0005108812809970717,0.009950677739652596,-0.017309915966263505,0.011905806218430057,1.0250826358684124,0.0,-0.0030552225012457747,0.008801465775833538,-0.021236558122723324,0.009622392043584222,1.1500016468526024,0.03
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,T/NK cells,oxidative_stress,5673,6.999999999999999,200,-0.0345405910056764,-0.005119891304241713,0.0028454781423201386,-0.010635687582122907,0.00012939002899415832,0.8517717515777217,0.0,0.0007014970173905941,0.0056694185061437466,-0.00948526873716004,0.010671566219831563,1.0203093518948563,0.0,-0.0019420271770495628,0.005363279719714161,-0.012533825282820345,0.006984258163171293,0.9437755081628334,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,T/NK cells,secondary_senescence,5673,18.17672843804466,200,0.014979597241973588,0.0059045831276126216,0.0021731760727187114,0.0016031705960992742,0.009915229279104336,0.6058249743145508,0.0,-0.00041115593504396556,0.0043846295182588075,-0.008757776757205241,0.007124017084449809,1.0274477296286635,0.0,0.00047561536645022946,0.004322985752136897,-0.006178348799586621,0.008513116661115466,0.9682491218710786,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,T/NK cells,tnfa_nfkb_proximal,5673,18.17672843804466,200,0.014172964519863343,0.0071983677160815975,0.001961256192932661,0.0032729541643104227,0.010876924122400747,0.4921057125350791,0.0,-0.00036994178842539207,0.006053693797775258,-0.009720451935515809,0.008812096855286089,1.0261019342782465,0.0,-0.0017953451559756391,0.005525730122551048,-0.00995965485712025,0.006856791183842026,1.126673932857129,0.0
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p99,Biliary/ductular,downstream_arrest,26779,6.999999999999999,200,0.0008058567523098103,-0.0002743680903987214,0.0007883058992638897,-0.001688600392412265,0.0012859331614952288,1.3404675702130755,0.33,-7.23432267238883e-05,0.0017167017794251689,-0.0038395435934023923,0.003115496844248321,1.0897718192675465,0.635,0.0010358819122960367,0.0015801828785842091,-0.0018863569972015191,0.004375607343709972,-0.28544174796191757,0.65
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p99,Biliary/ductular,emt_ecm,26779,21.99881333471145,200,0.0015256431999663834,0.0016799697767573174,0.0010430712322419245,-0.000511060232170119,0.0035167924772594845,-0.10115509104247605,0.61,0.00014065539959591246,0.0022322350471083423,-0.0034824679711186863,0.0051618506895767064,0.9078058358605657,0.505,-0.002006725848283145,0.0017590876028407017,-0.005727191273105351,0.0009663610289341607,2.3153310343646285,0.575
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p99,Biliary/ductular,il6_jak_stat3,26779,19.06499092168951,200,0.0005351423262698157,0.0008561059794840631,0.0010316004820756677,-0.0011522233376529626,0.002799989037588794,-0.5997725043569425,0.685,9.643163796816536e-05,0.001436437081932246,-0.0028070545178754606,0.0028621332454520066,0.8198018859013871,0.695,0.00023369751798116783,0.001310373941290886,-0.002167925952530507,0.0027219323156196977,0.5632983852909835,0.675
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p99,Biliary/ductular,interferon_response,26779,17.3298512476366,200,0.0006429326143089618,0.0012677254088936296,0.0009995520998794193,-0.0004234087251032923,0.0034721391172787184,-0.9717858149974379,0.755,0.00024356202363885925,0.0016669353663455362,-0.00288426430328415,0.003843413536396417,0.6211702156366028,0.65,-0.0004240154559464759,0.0017326209965224187,-0.004298160788992941,0.00266207789519369,1.6595021725600543,0.76
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p99,Biliary/ductular,oxidative_stress,26779,26.62458152384316,200,-0.004714689763566635,-0.0016020700245419186,0.0015718270463921428,-0.004223357192448485,0.0014423391954341037,0.6601960882087897,0.01,0.00011846228579837217,0.002758922272918354,-0.004733069079615185,0.005824361786232314,1.0251262101514726,0.08,-0.0013115575363240072,0.0018656784538900345,-0.004889695597988414,0.0019733424477279154,0.7218146681762106,0.04
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p99,Biliary/ductular,secondary_senescence,26779,23.0738539085163,200,0.004328244951380013,0.0008758847054353741,0.0014077376404689186,-0.0017660800539182745,0.0035095954252358248,0.797635134962473,0.015,5.12804858288073e-06,0.001885313657067276,-0.0038049352383607723,0.0035994353346018547,0.9988152129464748,0.025,0.0011353482220045998,0.0019370709058772605,-0.002864374104659639,0.005101218259975053,0.7376885470304524,0.05
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p99,Biliary/ductular,tnfa_nfkb_proximal,26779,24.201429690368148,200,0.0009328736257706043,0.0012265886634289938,0.0010652408374862375,-0.0008183551963400292,0.0033363345487749715,-0.31484976050830576,0.61,0.0001558650778544969,0.0013637295068658379,-0.002660713547116348,0.002731332333842565,0.8329194077860826,0.515,-0.0006965026452458278,0.0011712054078584322,-0.003245191060011881,0.0019096200644776098,1.7466205775412278,0.51
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p99,DC,downstream_arrest,2316,6.999999999999999,200,0.0036172796303106437,-0.001076917872572576,0.0047442019514328995,-0.010245053046568527,0.007650100359736727,1.2977148527718585,0.42,9.89230299214143e-05,0.009938945977641247,-0.019034708683057854,0.018450709228589764,0.9726526450726954,0.72,0.0016201505165630975,0.009168941723667489,-0.015331396632810497,0.018660113616633642,0.5521080253273196,0.705
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p99,DC,emt_ecm,2316,13.015759979062961,200,0.001634053009915799,0.0008871788703098321,0.00457411553278754,-0.00803085775234253,0.010084999677295162,0.457068488643739,0.705,0.00031005630591961566,0.008099715841245771,-0.014508992442644886,0.015726573674085927,0.810253214529685,0.865,-0.004483006886448616,0.007892352737638346,-0.019660535032990686,0.00930841300908765,3.74348926212597,0.845
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p99,DC,il6_jak_stat3,2316,44.99999999999999,200,0.005153410224532871,0.0016000927950727162,0.003518131744399721,-0.005041327475355398,0.008945181246568942,0.6895079713515809,0.175,0.0003781146829553796,0.0033590219667645445,-0.006755374525858957,0.006870678364087912,0.9266282584772002,0.145,3.075116987919539e-05,0.0032777682684711983,-0.007156451878014782,0.0054766951937636555,0.9940328503768622,0.11
