section,arm,week,call,celltype,module,n,lam,n_perm,beta_obs,sender_set,N1_null_mean,N1_null_sd,N1_null_lo,N1_null_hi,N1_sf,N1_p,N3_null_mean,N3_null_sd,N3_null_lo,N3_null_hi,N3_sf,N3_p,N4_null_mean,N4_null_sd,N4_null_lo,N4_null_hi,N4_sf,N4_p
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Macrophages,emt_ecm,18040,47.54182525407475,1000,0.03787460591859134,A_sender_for_emt_ecm,0.025575661239696377,0.0019658953933025494,0.02170037698606936,0.029376810747655607,0.324727990710468,0.0,2.0353366273401562e-05,0.005872521558638558,-0.012427662809312637,0.010374097127949641,0.9994626118007103,0.0,0.004625862521700574,0.0035760034417477164,-0.002285169192588633,0.009579797353888805,0.877863745126655,0.0
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Mesenchymal,emt_ecm,28914,25.962470509255517,1000,0.021250735769573564,A_sender_for_emt_ecm,0.012023483950473013,0.0014517874175092652,0.00912619095141396,0.014856336230196658,0.4342085807829756,0.0,-0.00025823669499532774,0.0059091973068817,-0.010652636337316657,0.01243409271555014,1.0121518943059404,0.0,0.006864032463682024,0.004157338701971473,-0.0015376495459223764,0.012817254012345321,0.6769978913619628,0.0
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Proliferating,emt_ecm,3548,6.999999999999999,1000,0.04687570464833061,A_sender_for_emt_ecm,0.043609350781414556,0.007933255181873421,0.02905204674488922,0.059615309356864044,0.0696811683455382,0.337,-0.00021769431943879366,0.0054132171095614525,-0.010677765547194394,0.01064948867215036,1.004644075669304,0.0,0.0027031802549501317,0.004926280264495393,-0.006750550066347563,0.012251911671785536,0.9423330214397876,0.0
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,T/NK cells,emt_ecm,5347,49.99999999999999,1000,0.03920809592956662,A_sender_for_emt_ecm,0.030906914788814514,0.003574654400810645,0.023708782738547693,0.03773406167262052,0.21172109851149978,0.012,3.96179397730195e-05,0.007296413930809958,-0.012545919601819285,0.016767367441084403,0.9989895469587661,0.0,0.006649766082857045,0.005568166206188113,-0.0024423407095695727,0.01645331968466624,0.8303981378028998,0.001
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,vSMCs,emt_ecm,4963,24.6860647223019,1000,0.007384305182670147,A_sender_for_emt_ecm,0.014292936582213802,0.005122751956776604,0.004171513864621045,0.02420199086422764,-0.9355831359404231,0.91,-0.00012842110227469678,0.011745119731077489,-0.023263226322900264,0.02125866739083516,1.0173910881386758,0.541,0.004857013901924563,0.007217892063745459,-0.010266657227953422,0.019373100594642756,0.34225173773651124,0.412
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Biliary/ductular,il6_jak_stat3,27616,14.911122358641625,1000,0.004112635111673758,A_sender_for_il6_jak_stat3,0.0024264207467871177,0.0008711295186205742,0.0007608051649928621,0.004098717920089991,0.41000825969225985,0.024,0.00014051967652030617,0.001935656015691023,-0.003451463542397289,0.0037488155583394927,0.9658322042426182,0.026,0.00044730107846531356,0.0013709081900698096,-0.0022298032732642075,0.0030532730006187845,0.8912373535897593,0.001
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,DC,il6_jak_stat3,5491,24.6860647223019,1000,0.009074628301893418,A_sender_for_il6_jak_stat3,0.009043008718206763,0.0027881326882143254,0.003583989434374089,0.01446792882930241,0.0034843943613709493,0.498,8.589746846260669e-05,0.004974006711637691,-0.009837813867598515,0.009186395305796189,0.9905343265195022,0.066,-0.004406304077401367,0.0037597759254221694,-0.01224627819068884,0.0026192805242040754,1.485563036943562,0.096
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Endothelial,il6_jak_stat3,22272,6.999999999999999,1000,0.012620765449520581,A_sender_for_il6_jak_stat3,0.0012969562257697626,0.0012410656554002653,-0.0011216109617977683,0.003679057400999654,0.8972363260408243,0.0,-0.00033127377468924037,0.0038316274500845887,-0.008157567779335398,0.007000628137594598,1.0262483108504186,0.001,0.001591326159625938,0.002834597933649879,-0.004061394432084634,0.006778430182996074,0.8739120724499014,0.0
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Hepatocytes,il6_jak_stat3,52698,49.99999999999999,1000,0.004228557788435043,A_sender_for_il6_jak_stat3,0.0008278038768550328,0.0005584098452638752,-0.00023910366474640365,0.0019611260519502285,0.8042349381817491,0.0,0.00031025002559464466,0.002732153261555802,-0.004256942291468303,0.005550301765666541,0.9266298248440241,0.12,0.004019746399074771,0.0009503880903142239,0.0021747928586301115,0.005685403651357631,0.04938123109760114,0.449
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Macrophages,il6_jak_stat3,18044,9.006764443646388,1000,0.01904104873771895,A_sender_for_il6_jak_stat3,0.0041533713107675205,0.0015232258084338268,0.0011384964992008117,0.0072369336153263394,0.7818727650993303,0.0,2.533766764158469e-05,0.004173616412305197,-0.008126724678886645,0.008305457675946612,0.9986693134401052,0.0,0.0006985233630562403,0.0030432039102121196,-0.004772910988732594,0.006940904193069772,0.9633148692239564,0.0
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Mesenchymal,il6_jak_stat3,28915,6.999999999999999,1000,0.004125026086080447,A_sender_for_il6_jak_stat3,0.0006040503828744727,0.0010263180226015571,-0.0014644257041313924,0.0025983883388010485,0.8535644695889828,0.0,7.148162624814075e-05,0.003303193894845008,-0.005825228075223794,0.0065887762835773475,0.9826712304949174,0.227,0.0019453876207328963,0.0022687908915157043,-0.0023083756778657654,0.006643179806049865,0.5283938622115766,0.169
