section,arm,week,call,module,n,lam_naive,beta_unstrat,beta_plus_celltype,beta_plus_n5,sd_y,sf_celltype,sf_n5_unstrat,spearman_bins,n_bins
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,downstream_arrest,108838,49.99999999999999,-0.0007239455137233377,-0.001586928417546167,0.00034382225025528565,0.015482457557220396,2.1920550476021403,-0.4749283526697569,0.8105263157894737,20
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,emt_ecm,108838,7.966092274294494,0.029165478085017817,0.013871501225327414,0.001868889808263068,0.03898705400726874,0.47561370963615873,0.06407883329788819,-0.9804511278195487,20
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,il6_jak_stat3,108838,6.999999999999999,0.016538460772738597,0.007155244936771634,-0.0009902150412364709,0.03382822792284983,0.432642737138276,-0.05987347038176041,-0.2300751879699248,20
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,interferon_response,108838,7.548701831860172,0.021192697337387992,0.006688171128653554,-0.0013753746082111574,0.032751935046496504,0.3155884794737447,-0.06489851604612558,-0.15488721804511277,20
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,oxidative_stress,108838,6.999999999999999,-0.04908487217990837,-0.028935997004048166,-0.00621779106392861,0.05407787829298385,0.5895094704126045,0.1266742845155804,0.956390977443609,20
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,secondary_senescence,108838,49.99999999999999,0.0019326250558895817,0.0008526813058741921,0.00028282980391224635,0.022428360028430662,0.44120368991164993,0.14634489139542933,-0.8947368421052632,20
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,tnfa_nfkb_proximal,108838,6.999999999999999,0.01670955674171138,0.005899124098057072,0.0002920829079834989,0.024326638803911938,0.3530389339013004,0.01747999139045887,-0.6812030075187969,20
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,downstream_arrest,170648,6.999999999999999,0.005207948392005506,0.000766419718108998,0.001578683856906789,0.02046028468484293,0.14716346254227394,0.30312970445908366,-0.09022556390977443,20
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,emt_ecm,170648,36.621663097829575,0.048112943986349244,0.016682111754670045,0.0009133184799424477,0.05649672600350887,0.34672814366552057,0.018982801804885964,-0.9969924812030074,20
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,il6_jak_stat3,170648,25.266959275696966,0.012874122250096627,0.004152736747210003,-2.2246876837317066e-05,0.03927364329488408,0.322564650741827,-0.0017280305721153215,-0.9699248120300751,20
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,interferon_response,170648,10.995860458573944,0.01208324620345337,0.001651892489702061,-0.00011590558720345376,0.03381633780961217,0.13670932975196295,-0.009592255694527532,-0.793984962406015,20
