section,arm,week,call,celltype,module,stratum,n,n_senders,prevalence,match_rate,max_smd_before,max_smd_after,lam_naive,beta_naive,lam_grid_lo,lam_grid_hi,lam_railed,sd_y,lam_n6_profiled,beta_n6_profiled,lam_n6zon_profiled,beta_n6zon_profiled,lam_n6n5_profiled,beta_n6n5_profiled,lam_n5_profiled,beta_n5_profiled,lam_zon_profiled,beta_zon_profiled,lam_n2_profiled,beta_n2_profiled,beta_base,sf_base,beta_n6,sf_n6,beta_n6zon,sf_n6zon,beta_n6n5,sf_n6n5,beta_n5,sf_n5,beta_zon,sf_zon,beta_n2,sf_n2,beta_n2n5n6,sf_n2n5n6,beta_n2zon,sf_n2zon,beta_base_lo,beta_base_hi,beta_n6_lo,beta_n6_hi,beta_n6zon_lo,beta_n6zon_hi,beta_n6n5_lo,beta_n6n5_hi,beta_n5_lo,beta_n5_hi,beta_zon_lo,beta_zon_hi,beta_n2_lo,beta_n2_hi,beta_n2n5n6_lo,beta_n2n5n6_hi,beta_n2zon_lo,beta_n2zon_hi,sf_base_lo,sf_base_hi,sf_n6_lo,sf_n6_hi,sf_n6zon_lo,sf_n6zon_hi,sf_n6n5_lo,sf_n6n5_hi,sf_n5_lo,sf_n5_hi,sf_zon_lo,sf_zon_hi,sf_n2_lo,sf_n2_hi,sf_n2n5n6_lo,sf_n2n5n6_hi,sf_n2zon_lo,sf_n2zon_hi
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Biliary/ductular,downstream_arrest,all,29523,11409,0.08956243229240261,1.0,0.30294552376870765,0.021078946338251258,44.99999999999999,-0.0011522827408417147,6.999999999999999,44.99999999999999,1,0.015092701032114799,6.999999999999999,-0.0008426417595845185,6.999999999999999,-0.0007267641438372263,6.999999999999999,0.000608902721483741,6.999999999999999,0.000579253138562078,44.99999999999999,-0.0009597430667222115,9.009070289958196,-0.000801028057982353,-0.0011522827408417147,1.0,-0.0008873705461764824,0.7700979236470031,-0.0007726229840428783,0.670515105935281,0.0005231741767568864,-0.4540328152226947,0.0004324350379140952,-0.37528552896506273,-0.0009597430667222115,0.8329058769214424,-0.0010011323848296626,0.8688252885731497,0.0005016831822355984,-0.43538201558857936,-0.0008654100663794391,0.7510396847107838,-0.0023761850751886113,6.227670098461891e-05,-0.002020461961572882,0.000165150382866922,-0.0019429251870744185,0.00030407298557054213,-0.0008738038465004317,0.0016510329244597821,-0.0010288220097516962,0.0015956570622873455,-0.002188428886322659,0.00026101348670505017,-0.0022847396053634057,0.0002807508554000325,-0.0009117575573518262,0.0016356209582194213,-0.002080238067864036,0.0003685620322974594,1.0,1.0,0.017804362686942455,1.2276840415174652,-0.3174104439863674,1.5034316198973225,-4.580187113188299,4.716348836828464,-4.702161401347788,4.686985037755095,0.21635847592745044,1.5492164560689567,0.4613372885319168,1.3190402863185373,-4.521804774828574,4.639451744326334,-0.09568455526158955,1.7381261221500248
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Biliary/ductular,emt_ecm,all,29523,11409,0.08956243229240261,1.0,0.30294552376870765,0.021078946338251258,28.9603257942802,0.0064288590152753134,6.999999999999999,44.99999999999999,0,0.027001377865470935,9.411126301032766,0.002806288094053474,11.302526123490633,0.00021838491703683364,11.068011246045979,0.0004500368727404123,15.943309762957124,0.0004332626760993823,42.84475155720419,0.003171619839600015,44.99999999999999,0.007351857742686297,0.0064288590152753134,1.0,0.0025957678114043436,0.4037680411464399,8.433362215435976e-05,0.013117976604243235,0.0003871177854663081,0.06021562839478911,0.0004680838436986734,0.07280978515572999,0.002643852644809641,0.4112475695185888,0.006047929117229186,0.9407468888116822,0.00039410100664713944,0.06130185865185943,0.00261418968938642,0.40663353842026484,0.004464320186329743,0.008181323298581213,0.0009231440638515435,0.004215997434714322,-0.0016254748625735929,0.0017969576065607921,-0.0012237275257977636,0.0017727211902807925,-0.0014169430359740709,0.0019555893227279197,0.0007223507854203319,0.004534819314761081,0.004038936214393397,0.007722013103640272,-0.0012167322318082147,0.0017858240489711302,0.0006993883735440019,0.004439139767381433,1.0,1.0,0.20318948565790335,0.5296332142946951,-0.37431487228278976,0.22435401901416266,-0.2459229924008137,0.23798919368840174,-0.2951683460677731,0.26265591291338375,0.14549097039200548,0.5439294738190087,0.9031523458452747,0.9630238409486921,-0.23892321885727266,0.2354091196423145,0.14788308490350086,0.5406167208193511
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Biliary/ductular,il6_jak_stat3,all,29523,11409,0.08956243229240261,1.0,0.30294552376870765,0.021078946338251258,8.121556776382292,0.002929499490654461,6.999999999999999,44.99999999999999,0,0.028194800228538548,6.999999999999999,0.001685828592263102,44.99999999999999,-0.0015377909549167568,6.999999999999999,-0.0018001858885130463,6.999999999999999,-0.001895515793774898,44.99999999999999,-0.00014271946627414045,28.316473977310636,0.0023959197099172294,0.002929499490654461,1.0,0.0015039074153817727,0.5133666758364223,-0.0008220761874066819,-0.2806200137700065,-0.0016084031530553095,-0.5490368433878738,-0.0016960097757932825,-0.5789418230669798,7.946840531692283e-05,0.027126956522927844,0.002842066261558127,0.9701542091489488,-0.0016652924696434629,-0.5684563096720083,0.00010538567475286862,0.035973952236231684,0.0004819437260136585,0.005574584538024691,-0.0008550659930067643,0.0037793775963096267,-0.0031191899341554176,0.0015049744799879477,-0.0038899017722403917,0.0007193721360181755,-0.004019028441885072,0.0006991774231656295,-0.0022482051461942295,0.0024325080227914028,0.0003871146085545081,0.00550437776195985,-0.003950568149813344,0.0006682706831987875,-0.0022188518938187083,0.002440702082063595,1.0,1.0,-1.439107053556512,0.7473979593571924,-4.9520512245109725,0.29161927127623816,-5.680901385707046,0.17029179338535638,-6.040432772846325,0.15418602077765844,-3.480386730337081,0.4885351232921902,0.8537658086451047,0.9970744951028966,-5.778696380355251,0.15255538003413202,-3.394115827572284,0.4893713552390599
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Biliary/ductular,interferon_response,all,29523,11409,0.08956243229240261,1.0,0.30294552376870765,0.021078946338251258,44.99999999999999,0.004746789720602833,6.999999999999999,44.99999999999999,1,0.02686130809394927,26.606305738811336,0.0014410266037800641,6.999999999999999,-0.0006873530465005167,6.999999999999999,-0.0007787408167997276,6.999999999999999,-0.0007862988743165545,44.99999999999999,0.0020025319033223636,44.99999999999999,0.004519907731671175,0.004746789720602833,1.0,0.001809284090929655,0.38115951989124125,-0.00013099495411200736,-0.02759653614809195,0.00038117642640050735,0.08030194064549771,0.0005448631696821398,0.11478561338355288,0.0020025319033223636,0.42187078450739673,0.004519907731671175,0.9522030672757831,0.00035384543800105896,0.07454415696259688,0.002027721611141821,0.4271774674030229,0.0022337714976476864,0.0070934088025447605,-0.000689091291088067,0.004275514591080969,-0.0028029604556891706,0.00233990830866599,-0.0023727901160738017,0.0027249570683072805,-0.0024112159020285443,0.002987653776889894,-0.0004368327386735839,0.0044237792658773185,0.0020968892010036957,0.006822924520566571,-0.0023851197008563263,0.0027012337634070684,-0.0003927706846270924,0.004430673167436741,1.0,1.0,-0.31110310161640764,0.6395846586107791,-1.1365822008612674,0.33420025373871387,-0.8982679549926683,0.4181244043131183,-0.9167869152308525,0.45665769069222184,-0.19557042914433234,0.6284547071571273,0.883855267266379,0.9914874754485918,-0.9093821160928562,0.4071419949466158,-0.18070349380347875,0.6318349735522424
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Biliary/ductular,oxidative_stress,all,29523,11409,0.08956243229240261,1.0,0.30294552376870765,0.021078946338251258,6.999999999999999,-0.023720288603448145,6.999999999999999,44.99999999999999,1,0.05146686148024173,6.999999999999999,-0.019814347566584747,6.999999999999999,-0.012360294239425754,20.68677562699392,-0.0023658198457896956,33.26210263073213,-0.003480354513330836,6.999999999999999,-0.014731175606781303,7.50147899680521,-0.02209021036430899,-0.023720288603448145,1.0,-0.019814347566584747,0.8353333257380519,-0.012360294239425754,0.5210853226140333,-0.0025849369346207674,0.10897577925105865,-0.003063572770180343,0.12915411028072404,-0.014731175606781303,0.6210369466010577,-0.022897490921655488,0.9653124927968604,-0.0025754795516968036,0.10857707487262251,-0.014543378959866599,0.6131198149820349,-0.027908653166061965,-0.019285363708037587,-0.024111486316831396,-0.015722004919091856,-0.01654975120111038,-0.008323519026980317,-0.006643815828235204,0.0013668944587211908,-0.00723937683994578,0.0010283514679647432,-0.01922484569203171,-0.01021267962250954,-0.026978210982441696,-0.018464997553637348,-0.006628200597386256,0.0013780137880529163,-0.01899776572186511,-0.009988536241614084,1.0,1.0,0.7836553029792047,0.8770772127384391,0.4137273881738485,0.602506242684862,-0.068721216062995,0.24273816565267,-0.05067638567532404,0.25833904708341277,0.5295303141171167,0.690223813592501,0.9502984866544305,0.978047612074098,-0.07011424295639818,0.24276517613202805,0.5193614956455018,0.6816339779221848
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Biliary/ductular,secondary_senescence,all,29523,11409,0.08956243229240261,1.0,0.30294552376870765,0.021078946338251258,44.99999999999999,0.0074193864172479775,6.999999999999999,44.99999999999999,1,0.03830348087135893,6.999999999999999,0.004382591812966198,44.99999999999999,-0.00043049578307491484,44.99999999999999,0.0011787834273625038,44.99999999999999,0.0013721788227908707,44.99999999999999,0.0018970719576875657,44.99999999999999,0.006784771155838026,0.0074193864172479775,1.0,0.003960346818030259,0.5337836035637087,-0.00043049578307491484,-0.05802309771521453,0.0011787834273625038,0.15887882920104623,0.0013721788227908707,0.18494505416255752,0.0018970719576875657,0.25569121905787373,0.006784771155838026,0.9144652636052693,0.0012085835793505448,0.16289535433023536,0.0018228194154899639,0.24568331031423618,0.003562810362029709,0.011077371401136954,0.0007903318322879949,0.006981711152618441,-0.0036312825606489687,0.002584571475412417,-0.0021525801047760904,0.0046205863262781975,-0.0024370681600252445,0.005165478531179553,-0.0017350417658592403,0.0053198894458506224,0.002952139713518037,0.010335236600549766,-0.0021400712138990256,0.004608059078367753,-0.0017239267143732396,0.0051331529171179426,1.0,1.0,0.20589154436771762,0.6638835001090237,-0.9808955461303465,0.23926200427521158,-0.5966328375520079,0.4376295287559226,-0.6361695639455269,0.48171524493673284,-0.4647783196854857,0.48787093907974866,0.7975094740044217,0.9555666986446215,-0.5806591082672296,0.4405118885429277,-0.47971079682462536,0.4825488393468411
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Biliary/ductular,tnfa_nfkb_proximal,all,29523,11409,0.08956243229240261,1.0,0.30294552376870765,0.021078946338251258,44.99999999999999,0.004820683370329353,6.999999999999999,44.99999999999999,1,0.025671022941500733,17.075819287685835,0.0015209012846580936,6.999999999999999,-0.0019314864932771312,6.999999999999999,-0.0017954665784057514,6.999999999999999,-0.002223659831192969,6.999999999999999,-0.0009582367998857488,44.99999999999999,0.004425745454995134,0.004820683370329353,1.0,0.002090021689980154,0.43355299019304017,-0.0018077047390151987,-0.37498931171073674,-0.0007652769633328701,-0.15874864714057868,-0.0009302050054246565,-0.19296123266463447,6.762853574178351e-05,0.014028827563749135,0.004425745454995134,0.9180742884369862,-0.0007840197312925502,-0.16263663697933045,0.0001109834676785474,0.023022351636208978,0.00263401249736493,0.007255065922297051,7.427864728330977e-05,0.004241785286782565,-0.0038553076402599133,0.0003858436738825412,-0.0028380929698487217,0.0014246327613412638,-0.003350820123224991,0.0012881895591514148,-0.0022605611731233714,0.002419938076050486,0.002210639136375748,0.006830331265401135,-0.0028831121695041843,0.0013965529534944957,-0.002135830039531764,0.002454215267356865,1.0,1.0,0.032508742521663504,0.625532619305996,-1.4582249048417302,0.05806644508143463,-1.0738602201272542,0.21979033260205327,-1.193383273753163,0.20630730889326673,-0.7588801583959707,0.3465657294283751,0.8427688304758103,0.9545893287720381,-1.1023995532998165,0.21343238307569015,-0.7353595783354575,0.3549071305703001
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,DC,downstream_arrest,all,2489,11409,0.08956243229240261,1.0,0.30294552376870765,0.021078946338251258,11.44684998410087,0.005919143670568772,6.999999999999999,44.99999999999999,0,0.025080305741913615,13.374673544026896,0.00565295887331925,13.433113672297605,0.005249020053251993,16.22567151431197,0.009854160890531892,15.450389431593823,0.009700238637370571,11.441500065980797,0.00560244864505166,44.99999999999999,0.008006956116533976,0.005919143670568772,1.0,0.005789603550091473,0.9781150572300855,0.005372573255992894,0.9076605595343898,0.009984250810161906,1.6867728451677397,0.009883415754108863,1.669737432333546,0.00560244864505166,0.9464964793654551,0.006274117346050979,1.0599704442463882,0.009857971886981095,1.6654388600156818,0.005808616615104195,0.9813271882528987,-0.0007354616570806058,0.012040977927550284,-0.0006816621192371852,0.011954051463168887,-0.0009877077706781886,0.01126167447659797,0.003778792594341907,0.01590354448326912,0.0037554600967860093,0.015834987263786255,-0.0010340156411425454,0.011907219941316749,-0.0004397438394469236,0.012376939936008566,0.0036157346399187224,0.01594109780987861,-0.0007486819334905057,0.012047506180831063,1.0,1.0,0.5267004055522909,1.4184753801143046,-0.17646051392388748,1.6004227585854076,-1.459692237784341,6.564792310168301,-1.5487934493475322,6.452465959556003,0.209320218817577,1.3407914401048466,0.7762899365936275,1.7353507069828873,-1.513394174023085,6.2258417584767525,0.4019352205817031,1.4263644440591559
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,DC,emt_ecm,all,2489,11409,0.08956243229240261,1.0,0.30294552376870765,0.021078946338251258,6.999999999999999,-0.0062387047048127016,6.999999999999999,44.99999999999999,1,0.03216993552136879,6.999999999999999,-0.011133170587060221,6.999999999999999,-0.011997250609846574,6.999999999999999,-0.00969367293963472,6.999999999999999,-0.009398690766668074,6.999999999999999,-0.008798679230271828,44.99999999999999,-0.004928775789993172,-0.0062387047048127016,1.0,-0.011133170587060221,1.7845323851394663,-0.011997250609846574,1.9230354981526177,-0.00969367293963472,1.5537957634309514,-0.009398690766668074,1.5065131644101821,-0.008798679230271828,1.4103375053934344,-0.006230137024656656,0.9986266892630075,-0.009665325552949189,1.5492519698028184,-0.008752490364859849,1.402933906794458,-0.014794311461402254,0.0016607895560410053,-0.01930389007771782,-0.0036374461587168052,-0.020140220869914318,-0.004535672311111216,-0.01725355968565436,-0.0019639167560611052,-0.017111864207245118,-0.0008449380949447493,-0.017187927265018634,-0.0006345906970868543,-0.014648756202838828,0.0016746531460808862,-0.017223162010404008,-0.001890724419756295,-0.017209210836431163,-0.0006760160614133415,1.0,1.0,-5.57628780970085,9.117218729132912,-6.863774670505765,10.152487551025768,-4.479685322268936,8.473349035429054,-4.388969697592424,7.307256451110729,-1.9365279529944952,4.567665738120274,0.8055309656863608,1.1585638551733082,-4.38583207539443,8.742564398403458,-1.9229517524248287,4.4310253049722
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,DC,il6_jak_stat3,all,2489,11409,0.08956243229240261,1.0,0.30294552376870765,0.021078946338251258,6.999999999999999,0.01517949404802829,6.999999999999999,44.99999999999999,1,0.0362103813464327,6.999999999999999,0.012161162426699585,6.999999999999999,0.003561545660756136,23.37930983286638,-0.0008303232269734554,20.755788160481174,-0.0008495073677514284,6.999999999999999,0.004456198099238998,39.60753730253492,0.012481600170194921,0.01517949404802829,1.0,0.012161162426699585,0.8011572973526898,0.003561545660756136,0.23462874648438997,0.0003653613623464259,0.024069403182373116,0.00011367259020603127,0.007488562520355976,0.004456198099238998,0.29356697167504253,0.014514470346400719,0.9561893367774038,0.0006274718196163596,0.04133680725003241,0.004310019142836091,0.283936943431651,0.004330979991505734,0.025145663682979196,0.0012499153884260796,0.022799070375785817,-0.006228647213707576,0.01449058100276695,-0.010512977614386933,0.011867229421905037,-0.011586328597871313,0.01185311030833557,-0.005800029763919306,0.014459871085266994,0.004100827168237645,0.02450251556556016,-0.010385036664366201,0.011873828490637525,-0.005745179579560016,0.014280335768541033,1.0,1.0,0.3577414129307084,0.9488078350075977,-1.3314509300444888,0.5940046980313143,-1.9838867417159642,0.4977430381553472,-1.992719823413433,0.48134408579866306,-1.1127344839412812,0.6122242202944331,0.841508817836615,1.0067478368184115,-1.9387831762751118,0.5090527112367934,-1.08180576552631,0.609036022073227
