section,celltype,module,sender,n,lam,beta_full_std,beta_stripped_std,ratio_stripped,n_stripped_genes
7450_liver_sbr_Male_10-U1,Biliary/ductular,downstream_arrest,corescence_p95,7204,12.18803582947357,0.25271251587375393,0.21865890377539754,0.865247623448265,10
7450_liver_sbr_Male_10-U1,Biliary/ductular,emt_ecm,corescence_p95,7204,14.178039470333344,0.5234313622975215,0.5319239540543828,1.0162248431572467,9
7450_liver_sbr_Male_10-U1,Biliary/ductular,il6_jak_stat3,corescence_p95,7204,8.563960425689007,0.6956978966579734,0.7124859042588764,1.02413117486994,5
7450_liver_sbr_Male_10-U1,Biliary/ductular,interferon_response,corescence_p95,7204,6.999999999999999,0.5548071566678958,0.5532038741043397,0.997110198481964,5
7450_liver_sbr_Male_10-U1,Biliary/ductular,oxidative_stress,corescence_p95,7204,23.47241150476913,-0.2205208872223698,-0.23810098107188174,1.0797207650982488,0
7450_liver_sbr_Male_10-U1,Biliary/ductular,secondary_senescence,corescence_p95,7204,9.962242533302096,0.623173465728795,0.6809332850431008,1.0926865832561665,18
7450_liver_sbr_Male_10-U1,Biliary/ductular,tnfa_nfkb_proximal,corescence_p95,7204,7.742591489922676,1.0089481597901744,0.9665857299135939,0.9580132740562306,8
7450_liver_sbr_Male_10-U1,Biliary/ductular,downstream_arrest,tierA_p95,7631,49.99999999999999,0.15568285292252537,0.12415648341916866,0.7974961987686234,10
7450_liver_sbr_Male_10-U1,Biliary/ductular,emt_ecm,tierA_p95,7631,49.99999999999999,0.5524604153256963,0.5923086754823075,1.0721287155625785,9
7450_liver_sbr_Male_10-U1,Biliary/ductular,il6_jak_stat3,tierA_p95,7631,49.99999999999999,0.4571944490074562,0.4557257047546852,0.9967874845025797,5
7450_liver_sbr_Male_10-U1,Biliary/ductular,interferon_response,tierA_p95,7631,42.98209161773131,0.2444446790147588,0.23874525050381712,0.9766841784656005,5
7450_liver_sbr_Male_10-U1,Biliary/ductular,oxidative_stress,tierA_p95,7631,13.48099749887925,-0.2924929361488575,-0.308377711172443,1.0543082346969956,0
7450_liver_sbr_Male_10-U1,Biliary/ductular,secondary_senescence,tierA_p95,7631,49.99999999999999,0.39576723966829586,0.5462411271575462,1.3802080425235979,18
7450_liver_sbr_Male_10-U1,Biliary/ductular,tnfa_nfkb_proximal,tierA_p95,7631,38.85968176362148,0.37428097022073487,0.3419721708550848,0.9136776861869421,8
7450_liver_sbr_Male_10-U1,Endothelial,downstream_arrest,corescence_p95,11542,49.99999999999999,-0.10044588036940896,-0.1383000953295286,1.3768617968293326,10
7450_liver_sbr_Male_10-U1,Endothelial,emt_ecm,corescence_p95,11542,21.2211739115045,0.4434048824529591,0.450394110376694,1.0157626318525628,9
7450_liver_sbr_Male_10-U1,Endothelial,il6_jak_stat3,corescence_p95,11542,17.345738419684505,0.5498622069454364,0.5197056338817415,0.9451561269663922,5
7450_liver_sbr_Male_10-U1,Endothelial,interferon_response,corescence_p95,11542,11.019082036984365,0.6344329935247166,0.6053968679054048,0.9542329514453592,5
7450_liver_sbr_Male_10-U1,Endothelial,oxidative_stress,corescence_p95,11542,49.99999999999999,0.03249309991531947,0.03370926383205367,1.0374283746365738,0
7450_liver_sbr_Male_10-U1,Endothelial,secondary_senescence,corescence_p95,11542,21.2211739115045,0.4268147116159344,0.4215027060072161,0.9875543052660795,18
7450_liver_sbr_Male_10-U1,Endothelial,tnfa_nfkb_proximal,corescence_p95,11542,11.58882939190469,0.9053489821754921,0.8602174968764585,0.9501501783427363,8
7450_liver_sbr_Male_10-U1,Endothelial,downstream_arrest,tierA_p95,12243,9.472463873139185,-0.22778796026877693,-0.3146221280620382,1.3812061343839326,10
7450_liver_sbr_Male_10-U1,Endothelial,emt_ecm,tierA_p95,12243,22.318425721029357,0.5507764430442765,0.5987771987299289,1.0871510688081363,9
7450_liver_sbr_Male_10-U1,Endothelial,il6_jak_stat3,tierA_p95,12243,9.006764443646388,0.7427079167537148,0.7417633268051147,0.9987281811230331,5
7450_liver_sbr_Male_10-U1,Endothelial,interferon_response,tierA_p95,12243,11.58882939190469,0.5294497838370591,0.5385195711481674,1.0171305902617944,5
7450_liver_sbr_Male_10-U1,Endothelial,oxidative_stress,tierA_p95,12243,6.999999999999999,-0.1983954154500516,-0.22204457828554117,1.1192021639302625,0
7450_liver_sbr_Male_10-U1,Endothelial,secondary_senescence,tierA_p95,12243,42.98209161773131,0.3756945030462291,0.4758122263693708,1.2664870593297508,18
7450_liver_sbr_Male_10-U1,Endothelial,tnfa_nfkb_proximal,tierA_p95,12243,28.716686174618605,0.5467705302588819,0.5448006613670718,0.9963972657947067,8
7450_liver_sbr_Male_10-U1,Hepatocytes,downstream_arrest,corescence_p95,27578,49.99999999999999,-0.0714980599909359,-0.10571601098740649,1.478585726672983,10
7450_liver_sbr_Male_10-U1,Hepatocytes,emt_ecm,corescence_p95,27578,6.999999999999999,1.1457519233898017,1.3009913534663946,1.1354913109090006,9
7450_liver_sbr_Male_10-U1,Hepatocytes,il6_jak_stat3,corescence_p95,27578,7.742591489922676,0.9259254999246707,0.8600936686940863,0.9289015895599159,5
7450_liver_sbr_Male_10-U1,Hepatocytes,interferon_response,corescence_p95,27578,6.999999999999999,0.992349936011513,0.9566055380581465,0.9639800471021023,5
7450_liver_sbr_Male_10-U1,Hepatocytes,oxidative_stress,corescence_p95,27578,10.477345453252495,0.37002240897576133,0.38421519484913963,1.0383565576816403,0
7450_liver_sbr_Male_10-U1,Hepatocytes,secondary_senescence,corescence_p95,27578,6.999999999999999,0.8865022641597387,1.1274277027040651,1.271770810165595,18
7450_liver_sbr_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,corescence_p95,27578,15.682109678112967,0.635314945995716,0.6519462149706919,1.0261779910575062,8
7450_liver_sbr_Male_10-U1,Hepatocytes,downstream_arrest,tierA_p95,29161,49.99999999999999,-0.09235059258149769,-0.129183463893507,1.398837411676649,10
7450_liver_sbr_Male_10-U1,Hepatocytes,emt_ecm,tierA_p95,29161,6.999999999999999,0.941879967234974,1.1674611683399232,1.2395010075086061,9
7450_liver_sbr_Male_10-U1,Hepatocytes,il6_jak_stat3,tierA_p95,29161,6.999999999999999,0.8164852180229238,0.7474676126962719,0.9154698654633645,5
7450_liver_sbr_Male_10-U1,Hepatocytes,interferon_response,tierA_p95,29161,6.999999999999999,0.39133232023581715,0.34289811934028613,0.8762325563440696,5
