section,arm,week,call,sender_module,n,n_senders,prevalence,median_nn_um,d_p50,d_p75,d_p90,d_p95,d_p99,d_max,frac_gt_80,frac_gt_150,frac_gt_300
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,,103312,11409,0.08956243229240261,6.744689781971417,16.640298080926534,24.72359346785022,33.46612694143568,39.37613377084664,51.71295689421182,376.4152825450303,0.00019358835372463993,2.903825305869599e-05,1.9358835372463993e-05
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,,109014,5707,0.04480084153674658,6.744689781971417,24.04113594405175,35.76566711965599,48.28054057612302,56.61699958947988,76.03078784312683,376.4152825450303,0.007531142788999578,2.751940117783037e-05,1.8346267451886914e-05
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p99,,113575,1146,0.008996279025952616,6.744689781971417,55.787663075767306,82.64717904912382,111.13021531844647,129.6688494292057,167.88408253822956,383.2886397621708,0.2704380365397315,0.021879815100154083,2.6414263702399294e-05
7259_liver_sbr_Male_26-U1,sbr,26,cdkn1a_pos,,109611,5110,0.040114298274535665,6.744689781971417,27.142129512674632,39.02935660420566,51.7604655335478,59.92738405231306,76.287441466426,356.5115877930117,0.006714654551094324,0.00011860123527748128,3.6492687777686544e-05
7259_liver_sbr_Male_26-U1,sbr,26,senepy_p95,,111550,3171,0.024892845367622814,6.744689781971417,36.45197583196341,54.36446759587635,74.14814176735871,87.49466162915799,118.26404677778834,345.4626029549053,0.07445091887046168,0.001882563872702824,4.482294935006723e-05
7259_liver_sbr_Male_26-U1,sbr,26,senepy_p99,,114084,637,0.005000549510935268,6.744689781971417,86.41259169139335,128.30157216679592,172.43078080967402,200.3781220966889,244.13356140117781,461.9159406398149,0.5468777392097052,0.16302899617825461,0.0007012376845131657
7259_liver_sbr_Male_26-U1,sbr,26,tierApm_p90,downstream_arrest,103312,11409,0.08956243229240261,6.744689781971417,16.678082383547377,24.749192364965825,33.377106280514994,39.16975292384052,51.6700222214248,359.0590471070968,0.00030006194827319186,2.903825305869599e-05,1.9358835372463993e-05
7259_liver_sbr_Male_26-U1,sbr,26,tierApm_p90,emt_ecm,103312,11409,0.08956243229240261,6.744689781971417,16.773517093528998,24.840637059222125,33.19752433976503,38.78522050689734,51.05671382445643,350.2805503755189,0.0003291002013318879,1.9358835372463993e-05,1.9358835372463993e-05
7259_liver_sbr_Male_26-U1,sbr,26,tierApm_p90,il6_jak_stat3,103312,11409,0.08956243229240261,6.744689781971417,16.77499802007799,24.84449755928236,33.21460782695583,38.79811959092216,51.01703669337447,350.2805503755189,0.00031942078364565585,1.9358835372463993e-05,1.9358835372463993e-05
7259_liver_sbr_Male_26-U1,sbr,26,tierApm_p90,interferon_response,103312,11409,0.08956243229240261,6.744689781971417,16.76155766682367,24.81276217237925,33.19705477578004,38.79596017350245,50.93369717577014,350.2805503755189,0.0003291002013318879,1.9358835372463993e-05,1.9358835372463993e-05
