panel,section,celltype,module,series,bin_lo,bin_hi,n,value,lo,hi,sem
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,5.0,10.0,,0.0326486729107754,0.0311761337672367,0.0341849723488283,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,10.0,15.0,,0.0331628811576547,0.0322013982768643,0.0341443781160378,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,15.0,20.0,,0.0330507043121115,0.032234528409642,0.0340359794058231,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,20.0,25.0,,0.0328734583347199,0.0319742473457355,0.0337638144310166,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,25.0,30.0,,0.0329803909728092,0.0320953931016813,0.0339839448831539,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,30.0,35.0,,0.033003180754084,0.0320740376479983,0.0339874140336293,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,35.0,40.0,,0.0329801857240183,0.0319858055776878,0.0340279396009996,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,40.0,45.0,,0.0329404872252388,0.0319204184491329,0.0340701525609938,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,45.0,50.0,,0.0329842430532845,0.0318325671031909,0.0342404788094466,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,50.0,55.0,,0.0329702161813832,0.0316852662943923,0.0342011212843388,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,55.0,60.0,,0.0329690620247278,0.0315096965520291,0.0343525912637234,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,60.0,65.0,,0.0329031253090883,0.0312375518699306,0.0345646379563757,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,65.0,70.0,,0.0329888798166057,0.0310978183023412,0.0348548342031094,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,70.0,75.0,,0.0329638353855573,0.03095576243949,0.0350321479757394,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,75.0,80.0,,0.0329180640273919,0.0307073559340572,0.0351728428168995,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,80.0,85.0,,0.0329003010065705,0.0305072671925761,0.0351575726449711,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,85.0,90.0,,0.0329475055196219,0.0304869636267459,0.0356997372956738,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,90.0,95.0,,0.0329910673871035,0.0301799419430835,0.0358169353432317,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,95.0,100.0,,0.0330109895202236,0.0308666539049183,0.0345140747024806,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,0.0,5.0,,0.0330830973336357,0.0319721863508622,0.0342818854541541,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,5.0,10.0,,0.0331355804216246,0.032474753703505,0.0338989366483424,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,10.0,15.0,,0.0331173184897715,0.0325426555929937,0.0337467131420032,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,15.0,20.0,,0.0331412835991119,0.0325602896477635,0.03381558108835,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,20.0,25.0,,0.0331244310442046,0.0325305742800158,0.0337202193174172,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,25.0,30.0,,0.0330820427920265,0.0325307284224112,0.0336694051431837,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,30.0,35.0,,0.0331310276173417,0.0325609242783062,0.0337933847903409,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,35.0,40.0,,0.0330686016330651,0.0324282769475014,0.0337210263595671,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,40.0,45.0,,0.0330924641448468,0.032357593721653,0.0338432626042558,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,45.0,50.0,,0.0330369458723623,0.0321566666330804,0.0339318866491616,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,50.0,55.0,,0.0329413245988314,0.031877010804793,0.0340370965035673,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,55.0,60.0,,0.0328576380959514,0.0317591848302636,0.0340038315893894,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,60.0,65.0,,0.03277762444671,0.0314409917676189,0.0342370924426977,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,65.0,70.0,,0.0326499406249007,0.0309976996790344,0.0344917751561448,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,70.0,75.0,,0.0324850766449515,0.0303017755925184,0.0345710063008357,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,75.0,80.0,,0.0323450747777794,0.0296767725847617,0.0346872630125209,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,80.0,85.0,,0.0321908699877979,0.0294867826453612,0.0347727660175597,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,85.0,90.0,,0.0321857135435092,0.0288986451915274,0.03520128453992,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,90.0,95.0,,0.0319605542596427,0.0282807507222335,0.0352107142555593,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,95.0,100.0,,0.0317243371964656,0.0279225354918686,0.0342502503719372,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,0.0,5.0,41.0,0.023275609619393,,,0.0033484284937445
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,0.0,5.0,2810.0,0.0204225088986769,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,5.0,10.0,1297.0,0.0204123207113438,,,0.0005534531388648
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,5.0,10.0,1139.0,0.0213682089459555,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,10.0,15.0,4116.0,0.0218562366389872,,,0.0002662522043898
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,10.0,15.0,3782.0,0.0214460655630325,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,15.0,20.0,5279.0,0.0208107141438623,,,0.0002272749243961
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,15.0,20.0,5037.0,0.0212177963261098,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,20.0,25.0,5415.0,0.0216291265064831,,,0.0002326387873777
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,20.0,25.0,5235.0,0.0209439541352944,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,25.0,30.0,5537.0,0.0210259129425679,,,0.0002207706411105
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,25.0,30.0,5274.0,0.0208750075995784,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,30.0,35.0,5337.0,0.0202790837559393,,,0.0002228032828167
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,30.0,35.0,5137.0,0.0206526143615692,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,35.0,40.0,4970.0,0.0211524909624717,,,0.0002315897747612
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,35.0,40.0,4731.0,0.0207728133653519,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,40.0,45.0,4305.0,0.02019696166489,,,0.0002428293093093
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,40.0,45.0,4209.0,0.0200746852047478,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,45.0,50.0,3727.0,0.0201025060441647,,,0.0002656429251681
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,45.0,50.0,3438.0,0.0207147440348417,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,50.0,55.0,3116.0,0.0202362066683806,,,0.0002946910265936
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,50.0,55.0,2943.0,0.0205209717972166,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,55.0,60.0,2382.0,0.0204948698553023,,,0.0003358833663422
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,55.0,60.0,2268.0,0.019989991157701,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,60.0,65.0,1941.0,0.0196401700331338,,,0.0003633132698741
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,60.0,65.0,1777.0,0.0198127743416199,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,65.0,70.0,1493.0,0.0192286604454787,,,0.0004037819988034
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,65.0,70.0,1389.0,0.0193309935455033,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,70.0,75.0,1136.0,0.0195492253309195,,,0.0004754613443889
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,70.0,75.0,1041.0,0.0198329490694583,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,75.0,80.0,891.0,0.0199117732821308,,,0.0005395601754116
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,75.0,80.0,739.0,0.0199708254428326,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,80.0,85.0,632.0,0.0204469936412651,,,0.0006382901067717
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,80.0,85.0,511.0,0.0201232289533354,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,85.0,90.0,453.0,0.0178755187808961,,,0.000737903632722
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,85.0,90.0,354.0,0.0197209887067859,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,90.0,95.0,324.0,0.0188229938523116,,,0.0008488777690805
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,90.0,95.0,257.0,0.0197374708199142,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,95.0,100.0,263.0,0.0165291255138687,,,0.0008571863908199
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,95.0,100.0,584.0,0.0189783904438129,,,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,0.0,5.0,,0.0206035219750249,0.0189476518351512,0.0223043013093361,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,5.0,10.0,,0.0206378491581948,0.019458043734377,0.0220078421957881,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,10.0,15.0,,0.0206237883469525,0.0195282547462852,0.0219664877658237,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,15.0,20.0,,0.0206378308696952,0.0195726016828155,0.0218127442035481,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,20.0,25.0,,0.0206447353546923,0.019638909807129,0.0217936245206678,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,25.0,30.0,,0.0206228124044453,0.0196007553128201,0.0217911873332001,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,30.0,35.0,,0.0206308337271878,0.0197087125143071,0.0217532281919536,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,35.0,40.0,,0.020640549691109,0.019689722720774,0.0218147924047405,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,40.0,45.0,,0.0206431527404144,0.0196663939345676,0.0216868777788666,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,45.0,50.0,,0.0206562545932298,0.0196732597291333,0.0217646384672037,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,50.0,55.0,,0.0206246717716729,0.0196460623550814,0.0216716430435506,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,55.0,60.0,,0.0206414844833084,0.019650207015504,0.0216975391895776,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,60.0,65.0,,0.0206104385423916,0.0194758596284793,0.0217006057545129,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,65.0,70.0,,0.0206210966183853,0.0193889048468756,0.021777287301363,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,70.0,75.0,,0.0206138243862125,0.0192223221891545,0.0218627660269358,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,75.0,80.0,,0.0206300703856215,0.019078967190491,0.0221116569415027,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,80.0,85.0,,0.0205898833671775,0.0187707994068144,0.0222236186659881,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,85.0,90.0,,0.0205816018132422,0.0185540529818821,0.0223127553741544,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,90.0,95.0,,0.0205872374861055,0.0184495313196572,0.022475845303311,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,95.0,100.0,,0.0203714348699162,0.0161923029270501,0.0220971634659129,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,0.0,5.0,,0.0203587791848722,0.0192274460419298,0.0216782378297261,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,5.0,10.0,,0.0203018095855123,0.0186281148938169,0.0221060357020637,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,10.0,15.0,,0.0208628599726344,0.0197206147511171,0.022166953617095,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,15.0,20.0,,0.0206236664701407,0.0195501595240673,0.0217841944745794,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,20.0,25.0,,0.0205292847453329,0.0194317245352696,0.0217176956666555,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,25.0,30.0,,0.0205686965410499,0.0194983631723553,0.0217706656502047,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,30.0,35.0,,0.0205805695697246,0.0195846067482388,0.0216945177744021,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,35.0,40.0,,0.0205801367099268,0.0196459844645158,0.0216750661043616,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,40.0,45.0,,0.0206267257272313,0.0195999812198053,0.0217157953573227,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,45.0,50.0,,0.020590849786546,0.0195939818456858,0.0216043813077948,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,50.0,55.0,,0.020642845319795,0.0196450835901288,0.0216533084796925,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,55.0,60.0,,0.0206315136816765,0.0196264795501227,0.0216750165187926,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,60.0,65.0,,0.0205757454162175,0.0194386641335861,0.0216228379967838,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,65.0,70.0,,0.0206082643817383,0.0193645305228456,0.0218077191898768,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,70.0,75.0,,0.0205844820997832,0.0192257349425869,0.0217880222737235,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,75.0,80.0,,0.0206483350584568,0.0191161347235332,0.0221724067054486,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,80.0,85.0,,0.0206258196521931,0.0189646622287829,0.0222310334341953,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,85.0,90.0,,0.0205886077932328,0.0184423816504255,0.0225335493257436,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,90.0,95.0,,0.0205633720022019,0.0182738491474718,0.0225920344947979,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,95.0,100.0,,0.0204928460586809,0.0166689877385655,0.0222864338293869,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,0.0,5.0,,0.0212166047558183,0.0200818353522956,0.0224113211127662,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,5.0,10.0,,0.0212102503872331,0.0203596084347841,0.0219961980281133,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,10.0,15.0,,0.0211870751150727,0.0205916229008668,0.021872231396522,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,15.0,20.0,,0.0211350827009885,0.0205537725892211,0.0217073548713256,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,20.0,25.0,,0.0210908657980069,0.0205026742242006,0.0217161148357525,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,25.0,30.0,,0.0210522345719872,0.0204737205459568,0.0216548630920947,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,30.0,35.0,,0.0209791793851707,0.0204572371621031,0.0215752040949585,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,35.0,40.0,,0.0208647732920641,0.0202927421538961,0.0214953520169838,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,40.0,45.0,,0.0207773960008614,0.0202141687909788,0.0214796327987747,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,45.0,50.0,,0.0206646407381087,0.0200626923906611,0.0213225900339961,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,50.0,55.0,,0.0205925060218939,0.019980388983722,0.0212971874968816,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,55.0,60.0,,0.02049172764019,0.0197343500001326,0.0212637031885527,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,60.0,65.0,,0.0203236179991237,0.0195393224786625,0.0212716783149021,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,65.0,70.0,,0.0201866843862536,0.0192834134266981,0.0211431387600361,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,70.0,75.0,,0.0199983523581228,0.0189592483114145,0.0210298446887251,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,75.0,80.0,,0.0198423092411008,0.0186488919930362,0.0211179480890153,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,80.0,85.0,,0.0195803143771471,0.0182097646954458,0.0210743433739798,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,85.0,90.0,,0.0193283005921449,0.0177299126022651,0.0211606994914629,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,90.0,95.0,,0.0192514139851301,0.0174337047796157,0.021608157797677,
2b,7260_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,95.0,100.0,,0.0182594361066913,0.0153054422493974,0.0203958747809125,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,0.0,5.0,8.0,0.0298362501489464,,,0.0140155403292111
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,0.0,5.0,3012.0,0.0069273472598922,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,5.0,10.0,828.0,0.0106545531150667,,,0.0007923434298068
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,5.0,10.0,651.0,0.0104366973945645,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,10.0,15.0,3402.0,0.0090919371013543,,,0.0003661970856926
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,10.0,15.0,3205.0,0.0083415257504645,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,15.0,20.0,4314.0,0.0083703314941896,,,0.0003108384370339
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,15.0,20.0,3956.0,0.0086889812838842,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,20.0,25.0,4723.0,0.0082622168015787,,,0.0003027336279482
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,20.0,25.0,4375.0,0.008077986277486,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,25.0,30.0,4987.0,0.0078998415992667,,,0.0002860860935241
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,25.0,30.0,4678.0,0.0077538349697436,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,30.0,35.0,5229.0,0.0073220520181375,,,0.0002785464846367
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,30.0,35.0,4759.0,0.0075126223991716,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,35.0,40.0,5055.0,0.0069059802248418,,,0.0002795033924544
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,35.0,40.0,4637.0,0.007224379996093,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,40.0,45.0,4918.0,0.0069586335848822,,,0.0002853770829742
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,40.0,45.0,4492.0,0.0068593944844601,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,45.0,50.0,4452.0,0.0063378773535373,,,0.0002979762423635
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,45.0,50.0,4074.0,0.0064396121744974,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,50.0,55.0,3934.0,0.0062705871866386,,,0.0003145705256237
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,50.0,55.0,3743.0,0.0060253566667321,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,55.0,60.0,3510.0,0.0057503646815838,,,0.0003363023099516
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,55.0,60.0,3138.0,0.005969091788095,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,60.0,65.0,2812.0,0.0063515220432148,,,0.0003729364266888
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,60.0,65.0,2849.0,0.006413555637243,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,65.0,70.0,2441.0,0.0057340516051859,,,0.0003865988740586
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,65.0,70.0,2210.0,0.005925303158291,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,70.0,75.0,1938.0,0.0058109649132701,,,0.0004491992471079
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,70.0,75.0,1751.0,0.0054344146267642,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,75.0,80.0,1509.0,0.0048260238500157,,,0.0005039080187293
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,75.0,80.0,1469.0,0.0053882096637064,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,80.0,85.0,1244.0,0.004579967837581,,,0.0005702008716792
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,80.0,85.0,1101.0,0.0059770935906708,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,85.0,90.0,877.0,0.0049233295590559,,,0.000643567275378
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,85.0,90.0,877.0,0.0050461687565225,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,90.0,95.0,674.0,0.0032409940427918,,,0.0007866317646224
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,90.0,95.0,661.0,0.0056906353896089,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,observed,95.0,100.0,482.0,0.0036936307008836,,,0.0009210336267346
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,95.0,100.0,1699.0,0.004625515012083,,,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,0.0,5.0,,0.0070038970783212,0.0051176283158938,0.00890450916462,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,5.0,10.0,,0.0069521129053164,0.0057170118253452,0.0082131116120657,
