call,celltype,module,zone,n_donors,n,sections,lam_naive,beta_naive,lam_naive_railed,lam_full_profiled,beta_full_profiled,lam_n2n5n6_profiled,beta_n2n5n6_profiled,beta_full_fixedlam,beta_n2n5n6_fixedlam,max_smd_after,sf_n5n6,sf_n2n5n6,lam_naive_donor_lo,lam_naive_donor_hi,lam_naive_donor_med,beta_naive_donor_lo,beta_naive_donor_hi,beta_naive_donor_med,lam_full_donor_lo,lam_full_donor_hi,lam_full_donor_med,beta_full_donor_lo,beta_full_donor_hi,beta_full_donor_med,beta_n2n5n6_donor_lo,beta_n2n5n6_donor_hi,beta_n2n5n6_donor_med,sf_n2n5n6_donor_lo,sf_n2n5n6_donor_hi,sf_n2n5n6_donor_med
tierA_p95,Hepatocytes,downstream_arrest,all,6,393921,7259_liver_sbr_Male_26-U1;7260_liver_sbr_Male_26-U1;7001_liver_sham_Male_52-U1;7248_liver_sham_Male_26-U1;7352_liver_sham_Male_2-U1;7435_liver_sham_Male_10-U1,49.99999999999999,-0.12428953146130706,1,49.99999999999999,-0.02546652996045063,49.99999999999999,-0.025738955597242222,-0.02546652996045063,-0.025738955597242222,0.05439891975804349,0.20489682164727357,0.20708868473975295,6.999999999999999,49.99999999999999,49.99999999999999,-0.21523108897678137,-0.06005711735603707,-0.12953838561129175,6.999999999999999,49.99999999999999,49.99999999999999,-0.08712888109795064,-0.00530977729763644,-0.02679931699894853,-0.06909878792237771,-0.008719402127881661,-0.024521757820416913,0.07608120888848398,0.44645312862976944,0.19517376598546204
tierA_p95,Hepatocytes,emt_ecm,all,6,393921,7259_liver_sbr_Male_26-U1;7260_liver_sbr_Male_26-U1;7001_liver_sham_Male_52-U1;7248_liver_sham_Male_26-U1;7352_liver_sham_Male_2-U1;7435_liver_sham_Male_10-U1,6.999999999999999,0.26137014490167165,1,6.999999999999999,0.10135193002449791,6.999999999999999,0.10147657943674543,0.10135193002449791,0.10147657943674543,0.05439891975804349,0.3877716411054784,0.38824854871975245,6.999999999999999,49.99999999999999,6.999999999999999,-0.09621912515743788,0.5458123011230961,0.19162866005689672,6.999999999999999,17.985748276717445,6.999999999999999,0.0394753996593147,0.18148230875611387,0.09883801752868782,-0.005596577897792741,0.17657520265229343,0.06887557522189508,-0.41706730725160596,1.1141493664290965,0.2833408377870707
tierA_p95,Hepatocytes,il6_jak_stat3,all,6,393921,7259_liver_sbr_Male_26-U1;7260_liver_sbr_Male_26-U1;7001_liver_sham_Male_52-U1;7248_liver_sham_Male_26-U1;7352_liver_sham_Male_2-U1;7435_liver_sham_Male_10-U1,6.999999999999999,0.3963733840894334,1,49.99999999999999,-0.006407920637991857,49.99999999999999,-0.0064864283843681,0.006283025707392604,0.006279755058794009,0.05439891975804349,0.015851280533949703,0.015843029100503662,6.999999999999999,6.999999999999999,6.999999999999999,0.32137877286863253,0.48466787399866723,0.3962653914547109,6.999999999999999,49.99999999999999,16.54780201326306,-0.04287369256327129,0.09599789540084976,-0.008029244684884043,-0.07323916081073979,0.09599120758437055,0.00824573665458788,-0.2157836256328122,0.20748242876354153,0.020287812327916516
tierA_p95,Hepatocytes,interferon_response,all,6,393921,7259_liver_sbr_Male_26-U1;7260_liver_sbr_Male_26-U1;7001_liver_sham_Male_52-U1;7248_liver_sham_Male_26-U1;7352_liver_sham_Male_2-U1;7435_liver_sham_Male_10-U1,6.999999999999999,0.08856004463147402,1,49.99999999999999,-0.020444416604987154,49.99999999999999,-0.02068831097641812,-0.003903765978236072,-0.004012962781183208,0.05439891975804349,-0.04408044276039901,-0.04531346836919966,6.999999999999999,49.99999999999999,6.999999999999999,-0.1196845013030369,0.37897008504136764,0.07852537330568393,6.999999999999999,49.99999999999999,49.99999999999999,-0.05334574719763607,0.03328629523533506,-0.020560230562324637,-0.04852560037026136,0.037898858403432344,-0.008112110124797851,-0.5941709638121045,0.4913516636067728,0.09852129068799412
tierA_p95,Hepatocytes,oxidative_stress,all,6,393921,7259_liver_sbr_Male_26-U1;7260_liver_sbr_Male_26-U1;7001_liver_sham_Male_52-U1;7248_liver_sham_Male_26-U1;7352_liver_sham_Male_2-U1;7435_liver_sham_Male_10-U1,6.999999999999999,-0.3890911011909214,1,6.999999999999999,-0.06378009656672767,6.999999999999999,-0.06371086273161344,-0.06378009656672767,-0.06371086273161344,0.05439891975804349,0.16392072800305885,0.16374279066421374,6.999999999999999,49.99999999999999,6.999999999999999,-0.42253678903584074,-0.14263182463997323,-0.3551829722560474,6.999999999999999,49.99999999999999,6.999999999999999,-0.11879125145135531,0.011803917355818474,-0.06547130160353874,-0.11538989365410815,0.0037623276341322417,-0.050895978746651284,-0.01737021076172365,0.3068686257357905,0.15806663069107096
tierA_p95,Hepatocytes,secondary_senescence,all,6,393921,7259_liver_sbr_Male_26-U1;7260_liver_sbr_Male_26-U1;7001_liver_sham_Male_52-U1;7248_liver_sham_Male_26-U1;7352_liver_sham_Male_2-U1;7435_liver_sham_Male_10-U1,49.99999999999999,0.07061447211544616,1,10.390266241332725,0.07702798608923624,15.045038552643348,0.057204328751677504,0.04277686690748503,0.042952836118983845,0.05439891975804349,0.6057804530146454,0.6082724239411027,6.999999999999999,49.99999999999999,49.99999999999999,-0.03499114583280482,0.22568690567809865,0.06677028484648748,6.999999999999999,27.998118032058844,9.637688639078165,0.04490563820704775,0.14731075341744151,0.08404982209902816,0.025316803323284523,0.11320881754272925,0.04320730910430184,-3.2663957640173638,15.050577936092969,0.48657953371747015
tierA_p95,Hepatocytes,tnfa_nfkb_proximal,all,6,393921,7259_liver_sbr_Male_26-U1;7260_liver_sbr_Male_26-U1;7001_liver_sham_Male_52-U1;7248_liver_sham_Male_26-U1;7352_liver_sham_Male_2-U1;7435_liver_sham_Male_10-U1,6.999999999999999,0.28588826582349075,1,10.014887659272423,0.06544832006551425,14.361297533127683,0.048011754280769814,0.10027419890774171,0.10043200465251112,0.05439891975804349,0.35074611621049057,0.3512981001973634,6.999999999999999,49.99999999999999,6.999999999999999,0.10528452684196749,0.3422562883775891,0.2512388251438782,6.999999999999999,49.99999999999999,9.919286792162985,0.02379907689402479,0.1412378807273719,0.06544832006551425,0.024952443757469137,0.14245961954764697,0.08188098946251265,0.15310477390193006,0.5392021696874678,0.340556980437806
tierA_p95,Biliary/ductular,downstream_arrest,all,6,96636,7259_liver_sbr_Male_26-U1;7260_liver_sbr_Male_26-U1;7001_liver_sham_Male_52-U1;7248_liver_sham_Male_26-U1;7352_liver_sham_Male_2-U1;7435_liver_sham_Male_10-U1,49.99999999999999,0.03922509622090009,1,49.99999999999999,0.009221792933008923,9.168839080402819,0.006778945482809842,0.009221792933008923,0.008837108720874738,0.05439891975804349,0.23509930685894218,0.22529221269739322,6.999999999999999,49.99999999999999,34.126171252235615,-0.04481791125610072,0.11540745057132837,0.03922509622090009,6.999999999999999,49.99999999999999,41.415593064737045,-0.02131684812548002,0.04283315292161369,0.009831393631572304,-0.010983736732467417,0.040932667775536266,0.0067516439342717085,-0.8371864209293309,1.7779175608547684,0.08397666549679489
tierA_p95,Biliary/ductular,emt_ecm,all,6,96636,7259_liver_sbr_Male_26-U1;7260_liver_sbr_Male_26-U1;7001_liver_sham_Male_52-U1;7248_liver_sham_Male_26-U1;7352_liver_sham_Male_2-U1;7435_liver_sham_Male_10-U1,36.191601382324414,0.1132555713098765,0,13.624713827056052,-0.05071356430067141,12.53896962226386,-0.05185162434163262,-0.04580482958179422,-0.045844686605685823,0.05439891975804349,-0.4044377601210316,-0.4047896812091567,12.419446836361463,49.99999999999999,34.93982004277417,0.08642227753468273,0.1669568974745146,0.11607290815812212,6.999999999999999,49.99999999999999,12.688888133934412,-0.12382010845109169,-0.038950842058420414,-0.0537547863155459,-0.05161092908161808,-0.03184767929748757,-0.044021732036497556,-0.530404774317391,-0.20280265432066616,-0.3810594411878276
tierA_p95,Biliary/ductular,il6_jak_stat3,all,6,96636,7259_liver_sbr_Male_26-U1;7260_liver_sbr_Male_26-U1;7001_liver_sham_Male_52-U1;7248_liver_sham_Male_26-U1;7352_liver_sham_Male_2-U1;7435_liver_sham_Male_10-U1,41.29067103398372,0.11658264658117184,0,6.999999999999999,-0.08725411800272044,6.999999999999999,-0.0873443020098992,-0.03620690884407699,-0.03628059917002764,0.05439891975804349,-0.3105685958061311,-0.3112006823825783,11.0556286894056,49.99999999999999,35.693962253440986,0.0676874692650135,0.2314569618949566,0.11863496517359283,6.999999999999999,26.839801081959596,6.999999999999999,-0.13437556159032127,-0.016757019536772687,-0.08419473781748449,-0.08041038764640168,-0.007455410913311828,-0.03617393988753799,-0.8986346271508329,-0.043873193314668775,-0.3112006823825783
