section,arm,week,call,scope,celltype,module,n,lam,n_perm,beta_obs,sender_set,n_senders_used,n_solid_tiles,tile_cell_coverage,N3_orig_null_mean,N3_orig_null_sd,N3_orig_null_lo,N3_orig_null_hi,N3_orig_sf,N3_orig_p,N3_occ_null_mean,N3_occ_null_sd,N3_occ_null_lo,N3_occ_null_hi,N3_occ_sf,N3_occ_p,N3_occ15_null_mean,N3_occ15_null_sd,N3_occ15_null_lo,N3_occ15_null_hi,N3_occ15_sf,N3_occ15_p,N3_swap_null_mean,N3_swap_null_sd,N3_swap_null_lo,N3_swap_null_hi,N3_swap_sf,N3_swap_p,N3_snap_null_mean,N3_snap_null_sd,N3_snap_null_lo,N3_snap_null_hi,N3_snap_sf,N3_snap_p,N4_orig_null_mean,N4_orig_null_sd,N4_orig_null_lo,N4_orig_null_hi,N4_orig_sf,N4_orig_p,N4_occ_null_mean,N4_occ_null_sd,N4_occ_null_lo,N4_occ_null_hi,N4_occ_sf,N4_occ_p,N4_occ15_null_mean,N4_occ15_null_sd,N4_occ15_null_lo,N4_occ15_null_hi,N4_occ15_sf,N4_occ15_p,N4_swap_null_mean,N4_swap_null_sd,N4_swap_null_lo,N4_swap_null_hi,N4_swap_sf,N4_swap_p,N3_tile_null_mean,N3_tile_null_sd,N3_tile_null_lo,N3_tile_null_hi,N3_tile_sf,N3_tile_p,N4_tile_null_mean,N4_tile_null_sd,N4_tile_null_lo,N4_tile_null_hi,N4_tile_sf,N4_tile_p
7259_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,full,Biliary/ductular,downstream_arrest,31147,6.999999999999999,1000,-0.0009581129387547185,A_sender_for_downstream_arrest,5707,5,0.461,-4.3512817206639645e-05,0.0009254029899099362,-0.0019284820469077713,0.0017956110988739426,0.9545848767440775,0.289,-0.00035242286793463206,0.0005403522777895365,-0.0015123951673452287,0.0005208720749726551,0.6321698062102322,0.086,0.0001893304283098185,0.0007012961868604892,-0.0012067038832905181,0.0015772375336621527,1.1976076312630697,0.18,-0.0002841708520757625,0.00037004914914688604,-0.0009969216959494157,0.0004610022726725793,0.7034056836294206,0.034,-4.076349283523344e-05,0.0006190860331320286,-0.001313091777944444,0.001203453814358699,0.9574543968812125,0.129,0.00090128881491123,0.0008885959285191094,-0.0007234048370511922,0.002671304574600526,1.9406916225165018,0.462,-3.643455708693116e-05,0.0006352439687625761,-0.0009581129387547183,0.0010400732598320494,0.9619725863066978,0.147,0.00042198942753962165,0.0007327740657558832,-0.0009581129387547183,0.0019076151305705083,1.4404380845624432,0.255,0.0005351776949386,0.0005972907704671067,-0.0005032308106352623,0.0017739555831094197,1.5585747496888862,0.231,,,,,,,,,,,,
7259_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,full,DC,downstream_arrest,2625,14.911122358641625,1000,0.0037698748563775564,A_sender_for_downstream_arrest,5707,5,0.461,-1.8810250922481688e-06,0.002851060385549279,-0.005597475428163327,0.0055146243902699545,1.0004989622106597,0.189,-0.0002844412841880688,0.0024905469950950187,-0.005865145056169006,0.0037698748563775677,1.075451121064901,0.124,0.0008026370920019395,0.002540430999718984,-0.0039041856342727794,0.005626271873874643,0.78709184718848,0.164,-0.001255564255844659,0.0020622915068983397,-0.005436713342223472,0.0027554107160398696,1.3330519721949394,0.117,0.0017965107522875683,0.0023615295148336508,-0.0027787364072417715,0.006533238024168736,0.5234561303146754,0.202,0.0005616878513925121,0.0024900821112589684,-0.004234757670742651,0.00556819839920213,0.8510062342143013,0.138,-0.0002323916736500967,0.002107103223595605,-0.004507950069923918,0.0037698748563775573,1.0616444000142222,0.163,0.0006062856591248013,0.002183977189842626,-0.0034775679070769196,0.005538788550198368,0.8391761842971688,0.104,0.0011538983538668752,0.0023268672849005617,-0.0033414471157993644,0.005659944222781342,0.6939160057488892,0.14,,,,,,,,,,,,
7259_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,full,Endothelial,downstream_arrest,12298,49.99999999999999,1000,-0.0029772286972969473,A_sender_for_downstream_arrest,5707,5,0.461,-7.934791028545553e-06,0.00088465257752627,-0.0017962724441398922,0.0014253765565707495,0.9973348399349538,0.0,-0.0009338205511348253,0.0008498034743105857,-0.002603850957113645,0.00036681941503959633,0.686345710699803,0.0,-0.0002073723396885666,0.0008587998976288804,-0.0019209848064066584,0.0013374955733287223,0.930347191709914,0.0,-0.0013670289612717297,0.0007694146462453195,-0.0029031670555350313,7.480810050768684e-05,0.5408384439821947,0.02,-3.530689333541747e-05,0.0008445759436357578,-0.0018511656189497236,0.0012812047072445559,0.9881410207527984,0.0,-0.001402245573559617,0.0006793482700620877,-0.0022903202269024168,0.00016348115462628564,0.5290097885887207,0.002,-0.0012663253926265944,0.000851524979176646,-0.002977228697296949,3.335131048830543e-05,0.5746630435961125,0.079,-0.0005248882973320759,0.0008014771810829329,-0.002604998360004559,0.0009105632135743239,0.8236990333296778,0.018,-0.001363612077771873,0.0006598249456312345,-0.0022664114807564996,0.0001677877134666044,0.5419861164814417,0.001,,,,,,,,,,,,
7259_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,full,Hepatocytes,downstream_arrest,28548,49.99999999999999,1000,-0.002208767184967724,A_sender_for_downstream_arrest,5707,5,0.461,-4.011821087020697e-05,0.0011705211442981072,-0.001697386043289375,0.0026782298130273493,0.9818368313585782,0.067,-0.0015699996086498216,0.0006434588981249206,-0.0025507605532958453,-0.00039596019597548063,0.2891964262531528,0.176,-0.00043315839758298655,0.0005886848933214475,-0.0020198047190927355,0.0005463628398181127,0.8038913288231796,0.015,-0.0003784315314704529,0.0004753684155540619,-0.0013037501323811933,0.0006088683705389551,0.828668438192148,0.0,8.355490637480356e-05,0.0011884181045029992,-0.0016344651851182199,0.0027017013841942107,1.0378287521398615,0.079,-0.0019848326116570668,0.0012313097451030145,-0.0033858459640897774,0.00041497264471229207,0.1013844169882166,0.507,-0.0018334417242834012,0.0004577277110318894,-0.0022822425218472463,-0.0006885939572661453,0.1699253154604464,0.29,-0.0004919172553339503,0.0008949490664595127,-0.0022218699361986724,0.0010056340241452572,0.7772887705495595,0.059,-0.001928466610525965,0.0011639377744346586,-0.0032595078779327474,0.0004778761951850544,0.12690363038232783,0.495,,,,,,,,,,,,
7259_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,full,Macrophages,downstream_arrest,12538,49.99999999999999,1000,-0.0038853626489892307,A_sender_for_downstream_arrest,5707,5,0.461,7.526297498675614e-06,0.0006585244008777285,-0.0010849986502945847,0.001381349648928744,1.0019370900939282,0.0,-0.001796602877777884,0.0011896002539723133,-0.0038853626489892307,0.0006081794679298452,0.5375971202468663,0.033,-1.6511535707264768e-05,0.0010855432509891852,-0.0023667778313372356,0.001747234089729158,0.9957503231489703,0.001,-0.0026534364976089713,0.0008768505615692816,-0.0042414511787882995,-0.0009391332622433617,0.31706851140413944,0.086,-5.2013010066941284e-05,0.0006209204453779287,-0.001189125305227057,0.0011440138564851577,0.9866130874345868,0.0,-0.0003583190192547785,0.0006875245844834569,-0.00185511310339961,0.0009683731969002956,0.9077772008365823,0.002,-0.0030791586068413352,0.0005569041508752759,-0.003885362648989232,-0.0017607154266874277,0.20749775889198602,0.079,-0.00045210253277262237,0.0014414328842175044,-0.003672260484400131,0.0015915298697209597,0.8836395534686483,0.018,-0.00035359812120716616,0.0006627565295781741,-0.0018250352568107138,0.0008978768410260852,0.9089922477894942,0.001,,,,,,,,,,,,
7259_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,full,Mesenchymal,downstream_arrest,14357,49.99999999999999,1000,-0.002292300974797508,A_sender_for_downstream_arrest,5707,5,0.461,2.1336521321384425e-05,0.0006610386395213314,-0.001145154211105119,0.0012658320038948178,1.0093079057052137,0.0,-0.000691623317764507,0.0008382547233875445,-0.00229230097479751,0.0011153758973244238,0.6982842456690914,0.033,0.00037442454722090703,0.0009377362948060923,-0.0016209510508618553,0.0018675380159953034,1.1633400462406478,0.002,-0.0012532673037196761,0.0007283351332762721,-0.0027341472616930415,0.00013894677843909295,0.45327105057380856,0.081,-2.034058791627089e-05,0.0006560853327281304,-0.0011638270675672796,0.0012506750759916636,0.9911265631608136,0.0,0.0002487678337887644,0.0006510096489078729,-0.0009646114437286354,0.0015830928143564199,1.108523198534494,0.005,-0.000877209404844711,0.0009004868470219219,-0.00229230097479751,0.0006141055200458282,0.6173236348589871,0.079,0.00026576077554871637,0.0008790397263971142,-0.0022024797824442568,0.0017660035718089146,1.1159362485426647,0.018,0.00019194129007528443,0.0006273592219840187,-0.0009786700409563612,0.0014018088037316802,1.0837330229256825,0.0,,,,,,,,,,,,
7259_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,full,T/NK cells,downstream_arrest,5979,14.911122358641625,1000,0.0010770009246492886,A_sender_for_downstream_arrest,5707,5,0.461,-6.814915832460691e-05,0.0015651703834515653,-0.0030843678447805395,0.0029510811381198835,1.0632767872012727,0.502,0.0001775225021278773,0.0014147814101043918,-0.0022672285314763517,0.0026915744434748592,0.8351695917200023,0.531,0.000134889828422331,0.0014457732445318904,-0.0027040586254628925,0.0028706701144030544,0.8747542129861624,0.517,0.0004910545470702151,0.0009442054211450802,-0.0014023363529042157,0.0022439534067670536,0.5440537367875328,0.321,-0.00035178398720045576,0.0012834199840406413,-0.0028776807366927763,0.002183648811910468,1.3266329481704109,0.445,2.1739378526770915e-05,0.0014972526631996104,-0.002787888744499974,0.003176804564641695,0.9798148933494648,0.506,-2.3482500473021146e-05,0.0013018793813052635,-0.002836489871761209,0.0015062995869037491,1.0218036028898192,0.502,0.0005810654447333805,0.001381682230102771,-0.0022979107663975884,0.003468213027205269,0.46047823039465174,0.543,-0.000267375527067068,0.0012593793249311143,-0.002681765128161072,0.002150089000377927,1.248259329168297,0.439,,,,,,,,,,,,
7259_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,tile,Biliary/ductular,downstream_arrest,14701,6.999999999999999,1000,-0.0025116020280307135,A_sender_for_downstream_arrest,2759,5,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9619583617541846e-05,0.0009552186829852756,-0.0019117813611789092,0.0017887409009672843,1.0117931038783106,0.005,-7.21181483247966e-05,0.0009124963908372574,-0.0018166260008347195,0.0018046070767910743,0.9712859969374436,0.009
7259_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,tile,Endothelial,downstream_arrest,5727,49.99999999999999,1000,-0.0024197266956385174,A_sender_for_downstream_arrest,2759,5,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00023779580422296384,0.0011587972863177094,-0.0021700095862843697,0.0026506260366466502,1.0982738276399493,0.054,0.0003526393483222252,0.0010437147056627924,-0.002514449185388561,0.0023886820653644084,1.1457351976807326,0.053
7259_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,tile,Hepatocytes,downstream_arrest,13286,49.99999999999999,1000,-0.001725907392998814,A_sender_for_downstream_arrest,2759,5,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00042183448068820734,0.0009748146165328579,-0.0014544540454574503,0.0022642396417946764,1.244413160520309,0.111,0.0006028964040797586,0.0009030532663903938,-0.002220243692573984,0.0018531758175625336,1.349321410016217,0.078
