section,call,null,draw,displacement_um,frac_cells_retained
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,65,792.251703092862,0.7710966733064021
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,66,196.65646556690615,0.9621721242809539
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,67,1666.953625587682,0.6103747417018821
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,68,1662.5330405985583,0.6591395647560363
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,69,1623.779388644183,0.3614591283951077
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,70,1532.06692656837,0.48633579686132883
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,71,1274.9110011605455,0.6299216263007986
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,72,1650.9984242980468,0.44134073012268
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,73,1558.9491867941044,0.5414114712288475
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,74,1341.1916788365902,0.5117374387996352
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,75,1705.3738066617173,0.37210752648137463
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,76,1464.4973043626346,0.5694659046484353
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,77,1147.8047045370104,0.64265502541095
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,78,1149.48811638838,0.5276821118081799
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,79,1043.0556295125798,0.729471117150995
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,80,1583.35594893817,0.48675465867416273
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,81,800.1902239539493,0.7564830500586407
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,82,1156.1225518488645,0.7652419159670123
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,83,1554.601837861957,0.6772064709496063
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,84,29.128124310111566,0.9914272948973323
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,85,1058.4232114374322,0.5648863488281177
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,86,1468.509818433959,0.40511383733268796
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,87,1068.2829646683165,0.7483757469702329
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,88,1169.3728349500832,0.563257441778208
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,89,580.9418300391678,0.7775750693449002
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,90,1099.1840174315487,0.6068283783532216
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,91,926.6217464578024,0.6202412644041924
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,92,1049.3643205944052,0.5985349144591098
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,93,914.3252946041998,0.6534151199806393
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,94,701.5522422516681,0.8123685239309716
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,95,1672.4219331791921,0.4859727832902061
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,96,1408.699457546917,0.5316380289293892
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,97,544.5728689891888,0.824822681832567
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,98,657.9884086974123,0.7944784705028204
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,99,1301.2742436086157,0.547536161736508
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,100,1139.3925846010693,0.5300556620809055
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,101,1455.3640031841505,0.5538749371707281
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,102,1219.2039999859676,0.5425377441033565
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,103,1699.614806553457,0.32152763557160674
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,104,760.6390816754165,0.6777091051250069
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,105,1579.4623061546374,0.544110802911555
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,106,1514.4572251186694,0.46903214997114506
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,107,909.812944129524,0.7087607275164287
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,108,1576.7572780787325,0.7030548988216021
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,109,1245.0494305328614,0.5717277584377385
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,110,560.0654258453501,0.7757506934490013
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,111,547.4975318109567,0.7901316156896327
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,112,1246.8537003813017,0.6598097436565705
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,113,1159.6497840484137,0.7407617700169407
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,114,1405.1309328724244,0.49678872610160657
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,115,1524.7690033167873,0.43295418582571626
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,116,469.65953847115696,0.8196287953534263
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,117,1691.0073003525301,0.4814769998324553
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,118,200.8604821940727,0.92749967421859
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,119,447.3710410094828,0.828387661261798
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,120,1542.5353244133923,0.668140439711823
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,121,1346.20983711912,0.46220935644209465
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,122,1712.8799120229735,0.5338719585978368
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,123,469.1475752939876,0.8383938045683862
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,124,947.1795044463245,0.673110933224119
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,125,620.193399191747,0.7393934880950165
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,126,1121.917364509703,0.5628758121265148
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,127,844.3378975354661,0.7757972336504272
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,128,503.3558425508905,0.7910810357987229
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,129,295.8216746525046,0.8927993000353706
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,130,701.9288174555329,0.7888098739691345
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,131,1614.6700256894924,0.43534635217901224
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,132,754.0953246887095,0.6866448237987974
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,133,1449.0819208822518,0.639229666585997
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,134,661.5442752500378,0.7223876984939591
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,135,497.5196071728191,0.8866653014874248
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,136,984.7522438796749,0.6112869296498316
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,137,1576.4824271094822,0.6737345719232273
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,138,746.4185940214098,0.682642366476162
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,139,826.1143696035779,0.6826051343150213
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,140,1506.0014543372652,0.654718245620567
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,141,1379.5213220614826,0.5216970419047974
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,142,793.5310542892505,0.8196846435951375
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,143,1603.3968542155512,0.3657966751680101
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,144,1477.6444114832466,0.46651897909414153
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,145,1082.304174286868,0.6674516447307184
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,146,713.1129383247427,0.706806039056537
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,147,969.7946408537771,0.6058696502038461
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,148,1113.9405819790586,0.7893218161848204
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,149,1636.6399784674068,0.6384477912020403
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,150,1345.3691131650778,0.44989481914477725
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,151,1560.704669267495,0.4472699517843513
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,152,1260.961946729636,0.5057523688962526
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,153,397.6295706906165,0.8915613306774391
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,154,1357.5702689122595,0.4597799579276579
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,155,1334.7935447151087,0.5415045516316994
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,156,1051.0503481326816,0.5746411750470056
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,157,956.7309429532404,0.6432693560697731
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,158,1734.092330967468,0.31266638122009793
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,159,774.7107444808977,0.8337956326674982
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,160,949.2929233286134,0.6060930431706908
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,161,955.5146313760056,0.6233408418191634
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,162,1219.2503993704597,0.5904834596124132
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,163,1167.8750838040044,0.6633281828843756
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,164,892.6203583931,0.7601224938101532
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,165,1492.4016919265862,0.6541039149617439
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,166,928.7503713838947,0.6682335201146751
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,167,1681.1220777423778,0.5645326432972801
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,168,1498.2920221305342,0.4718338700969898
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,169,1190.3259732070087,0.6039708099856657
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,170,1442.3478102585318,0.5085727051026677
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,171,421.67785363044777,0.8613474319116853
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,172,1658.2151226414105,0.3563955544799598
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,173,501.0525594727314,0.7981272222946181
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,174,1301.9004281612224,0.5153303423497216
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,175,1003.1541380677859,0.601876500921496
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,176,1683.2239992423827,0.32496230243684493
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,177,1158.181784295968,0.5953981048829979
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,178,179.4493726387855,0.9252657445501424
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,179,675.6945379375813,0.7434983338607889
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,180,247.10057109461388,0.9262058566189475
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,181,1413.3787382906435,0.6138652568088314
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,182,893.4338359048434,0.687845560995588
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,183,1342.3793549009251,0.5501889532177895
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,184,1175.2607427149262,0.5182344509187036
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,185,1716.6610872361516,0.4032615373159335
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,186,1347.9102064736528,0.47255058919895004
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,187,205.27412123657257,0.9369101029469256
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,188,961.2832650393461,0.7407990021780815
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,189,1717.0415654322849,0.42656887019007017
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,190,958.4475528613372,0.6320810916469647
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,191,1134.986481618136,0.5898691289535901
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,192,583.9802583640923,0.7516987173520487
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,193,436.41718054162,0.8180278124243722
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,194,946.5653168446439,0.7076996109239161
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,195,153.89562578995245,0.9532270975668783
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,196,913.8578970722949,0.6564123089524732
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,197,409.6329883393559,0.8581733901744327
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,198,804.5782568639258,0.7391700951281717
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,199,1633.6546575515392,0.41943891133160827
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,0,3444.630963146945,0.8866653014874248
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,1,1469.7276234594199,0.5743433177578793
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,2,3169.926876346628,0.6077684904220265
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,3,1420.3004407776486,0.5827764022562689
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,4,2892.0201336115356,0.4885324943686356
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,5,2435.0909040046586,0.4335778245248245
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,6,3038.709882028203,0.53613381238714
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,7,423.58886629453843,0.8575032112738984
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,8,3031.0229442467935,0.5288921570452557
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,9,3379.9824280494513,0.8007707057356144
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,10,1057.112779298544,0.667339948247296
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,11,2495.482704187834,0.43859485823854644
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,12,2990.4078778159765,0.5164379991436603
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,13,3373.3733278713307,0.7931381127017517
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,14,1500.9067169572231,0.5656309920509336
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,15,3326.469846732759,0.7279911387456485
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,16,820.9207417758569,0.7336411191987638
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,17,441.2551184683864,0.8507455740268444
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,18,3415.687121879925,0.8413537613790792
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,19,3350.8219842482176,0.7697376994247631
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,20,3253.003365290648,0.6584135376137908
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,21,3265.750150992685,0.6681590557923934
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,22,337.5275396867496,0.886628069326284
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,23,3086.100548365463,0.5572723718748255
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,24,2589.3166226438243,0.44259731556118176
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,25,3447.690492882274,0.8831189381387643
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,26,3448.2661930285867,0.8845337602621144
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,27,105.47654020889634,0.9671146936723942
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,28,2904.574813763655,0.4919206210324478
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,29,2812.798372579444,0.4643036655062643
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,30,1762.2794252059268,0.5090287990766424
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,31,1622.1000697355967,0.5396708676955154
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,32,2464.676485912108,0.4343410838282108
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,33,3422.003624329934,0.841996016158758
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,34,2790.8347356858017,0.46517862129307297
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,35,372.30788433235125,0.8726380847776309
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,36,2478.3320956389716,0.43808291602286054
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,37,2848.117129809181,0.4768322877301413
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,38,3348.1598010404427,0.7543142766721894
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,39,3190.318414169342,0.6215909302455461
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,40,2633.436066594123,0.4460692145875607
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,41,1078.997059368877,0.6639052813820578
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,42,3150.688879881712,0.5933782601411098
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,43,3413.847700686592,0.831394158273917
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,44,2865.6232302816284,0.48158869631587764
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,45,3447.6802001294577,0.8830258577359122
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,46,3448.3701945330854,0.8848223095109555
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,47,458.48060267489586,0.8457843885548336
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,48,3400.578432881346,0.8215741757730327
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,49,2034.2942656745895,0.4638010313308636
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,50,1216.1605640252358,0.6296144609713871
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,51,3011.867524686563,0.5198075097269022
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,52,3415.8530964853394,0.8337677085466426
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,53,1517.275366491554,0.5640207010815943
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,54,3388.6656776836444,0.8014315765958635
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,55,2195.205513046397,0.44732580002606254
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,56,2052.652633965752,0.4570713182046652
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,57,3411.366411342612,0.8282945808589459
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,58,798.247484884328,0.7403987564458179
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,59,1231.9425322554641,0.6260029413407301
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,60,1214.045680210162,0.6304335685164846
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,61,2873.1330105135035,0.4835340767354841
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,62,3141.093044573604,0.5896550440270305
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,63,696.1796502076411,0.7721857140197703
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,64,2235.052159670164,0.4394977381462107
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,65,1179.2433297690725,0.6385967198466035
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,66,305.8878817664304,0.8977791015879517
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,67,2029.8257310657216,0.46447121023139787
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,68,1607.9060758278167,0.5429100657147644
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,69,2788.058937640612,0.4609713870841633
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,70,2890.4037592989507,0.4881415566766573
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,71,2790.5068692908812,0.46516931325278776
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,72,2314.003382518973,0.4351322672524527
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,73,3271.0136028294914,0.6725896829681479
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,74,1607.5727006149252,0.5430031461176164
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,75,3335.2006110971943,0.7538116424967888
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,76,3153.648226494936,0.5972969451011784
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,77,2915.240564154123,0.4888675838189028
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,78,2329.0709834868503,0.43792467933801216
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,79,3308.9863782421,0.7260271422454716
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,80,1782.9647384891234,0.5047564085857363
7259_liver_sbr_Male_26-U1,tierA_p95,N4_var,81,3236.0658375913868,0.6569614833292998
