section,arm,week,call,celltype,module,stratum,n,sender_set,n_senders,prevalence,match_rate,max_smd_before,max_smd_after,lam_naive,beta_naive,lam_grid_lo,lam_grid_hi,lam_railed,sd_y,lam_n6_profiled,beta_n6_profiled,lam_n6zon_profiled,beta_n6zon_profiled,lam_n6n5_profiled,beta_n6n5_profiled,lam_n5_profiled,beta_n5_profiled,lam_zon_profiled,beta_zon_profiled,lam_n2_profiled,beta_n2_profiled,beta_base,sf_base,beta_n6,sf_n6,beta_n6zon,sf_n6zon,beta_n6n5,sf_n6n5,beta_n5,sf_n5,beta_zon,sf_zon,beta_n2,sf_n2,beta_n2n5n6,sf_n2n5n6,beta_n2zon,sf_n2zon,beta_base_lo,beta_base_hi,beta_n6_lo,beta_n6_hi,beta_n6zon_lo,beta_n6zon_hi,beta_n6n5_lo,beta_n6n5_hi,beta_n5_lo,beta_n5_hi,beta_zon_lo,beta_zon_hi,beta_n2_lo,beta_n2_hi,beta_n2n5n6_lo,beta_n2n5n6_hi,beta_n2zon_lo,beta_n2zon_hi,sf_base_lo,sf_base_hi,sf_n6_lo,sf_n6_hi,sf_n6zon_lo,sf_n6zon_hi,sf_n6n5_lo,sf_n6n5_hi,sf_n5_lo,sf_n5_hi,sf_zon_lo,sf_zon_hi,sf_n2_lo,sf_n2_hi,sf_n2n5n6_lo,sf_n2n5n6_hi,sf_n2zon_lo,sf_n2zon_hi
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Biliary/ductular,downstream_arrest,all,29523,A_SENDER_FINAL_strict,11409,0.08956243229240261,1.0,0.3369345905414873,0.020924744970108503,6.999999999999999,-0.0009234912592033469,6.999999999999999,49.99999999999999,1,0.015115824507636936,6.999999999999999,-0.0008624094619568547,6.999999999999999,-0.0007585246781628191,28.932756385325376,0.0004020652318140689,19.61907048002403,0.0003758044491570559,6.999999999999999,-0.0007411267984912199,6.999999999999999,-0.0009076906295794605,-0.0009234912592033469,1.0,-0.0008624094619568547,0.9338577418705786,-0.0007585246781628191,0.8213663860956987,0.0003948867429417139,-0.42760203630120375,0.0004330766035492118,-0.468955823060856,-0.0007411267984912199,0.8025271393803507,-0.0009076906295794605,0.9828903311575283,0.0004140587579880177,-0.4483624006849908,-0.0007382544598507161,0.7994168352904326,-0.0019467981637178366,8.924350664370015e-05,-0.0018563599955377214,0.00017638546690779038,-0.0017905969789580494,0.0003325253774468567,-0.0005906860707862462,0.001474459565844327,-0.0005576230358328716,0.001530840895728097,-0.0017624034225331932,0.0003693183861645183,-0.0019329990464332773,8.76570952279592e-05,-0.0005838061266944633,0.0014635762680048734,-0.0017660644849464727,0.0003779667251219242,1.0,1.0,0.5065389936862507,1.4340004427175286,-0.5012974650657017,1.3203726023859468,-14.153790524566537,4.422812898602999,-14.911707433141531,4.391808767451165,-0.9011369446857063,1.3607889373131377,0.8380950361540888,1.0727252002902776,-14.472631375069087,4.47528595196723,-0.8500746853516384,1.3576258192149717
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Biliary/ductular,emt_ecm,all,29523,A_SENDER_FINAL_strict,11409,0.08956243229240261,1.0,0.3369345905414873,0.020924744970108503,20.040527169818,0.003690053843513628,6.999999999999999,49.99999999999999,0,0.027078120602758843,7.6969537566086155,0.0014215512213946555,49.99999999999999,-0.002262543250942146,49.99999999999999,-0.0016765600025431297,49.99999999999999,-0.002268017895282074,49.99999999999999,0.0004553873562606807,49.99999999999999,0.0048098221308212384,0.003690053843513628,1.0,0.0009560303110308295,0.2590830246857613,-0.0014475992433339035,-0.39229759367291933,-0.0010852446686782562,-0.2940999548247508,-0.00149244119797237,-0.4044497075823924,0.00024072389561199606,0.06523587617431117,0.0034303016387575596,0.9296074757248705,-0.0010810714371220173,-0.29296901426582794,0.00021887803429325345,0.0593156749400817,0.0020323822444827224,0.0052814959216045875,-0.0006042292945136567,0.0022548171637145863,-0.0029357591232442443,9.825471975925376e-05,-0.0026350620911198904,0.0005894594960289422,-0.003032610946504437,0.00034000359255559413,-0.0012274972684554342,0.0019189651761350591,0.00181459649349545,0.005016549531818339,-0.0026248546865142363,0.0005704898342621807,-0.0012291859064688217,0.001901252265653337,1.0,1.0,-0.2851377045160721,0.4672475903503169,-1.403736192117389,0.018424097949114364,-1.1770524901159813,0.11651603887520104,-1.3833273833128532,0.07188475510524946,-0.5937158939754219,0.3706437210624197,0.8668859098847106,0.9657661243401142,-1.1645571109383244,0.11273207256582257,-0.6026666799794655,0.36997372568474635
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Biliary/ductular,il6_jak_stat3,all,29523,A_SENDER_FINAL_strict,11409,0.08956243229240261,1.0,0.3369345905414873,0.020924744970108503,11.883018836383798,0.002281276704275718,6.999999999999999,49.99999999999999,0,0.028236910466310137,7.218188109135003,0.001349521653097269,49.99999999999999,-0.0018121050756292098,6.999999999999999,-0.0017472259249306553,6.999999999999999,-0.0018311964071350152,49.99999999999999,-0.000462585955674733,9.494823345186639,0.0022806122336768144,0.002281276704275718,1.0,0.0010652706148891614,0.46696247451813344,-0.0009638384685046188,-0.4224995883656418,-0.0011372714688244775,-0.4985241232214088,-0.0011760901295418949,-0.5155403232486396,-0.00020401681543626434,-0.08943098180675876,0.0021505732700655656,0.9427060145903478,-0.001157094189617848,-0.5072134333591126,-0.00020720909379699445,-0.09083032032397895,0.0003967009162118698,0.0042668538631876725,-0.0009149734295542479,0.003127802232232779,-0.0029614731321927746,0.001050987190076361,-0.002910333534829769,0.0008586940730134224,-0.0029789505127532823,0.0008276330459181081,-0.0022304505955992745,0.0018312994136868916,0.0002682218217895043,0.00414255843715586,-0.002946861137093619,0.0008641148349028304,-0.0022258651564378324,0.0018102731435387376,1.0,1.0,-1.8980797315916653,0.7442006633880595,-6.601118182072172,0.2771957315416583,-6.682792906572812,0.2391561656116545,-6.513109959960098,0.23996589742306712,-4.685253840255436,0.44435798866030346,0.7201537460459473,0.9775336969671674,-6.819029669412399,0.24506604118300618,-4.66564352827308,0.447501254554732
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Biliary/ductular,interferon_response,all,29523,A_SENDER_FINAL_strict,11409,0.08956243229240261,1.0,0.3369345905414873,0.020924744970108503,49.99999999999999,0.0029182073233705555,6.999999999999999,49.99999999999999,1,0.02693756108973236,6.999999999999999,-0.00037516858604691905,6.999999999999999,-0.0023442117389645906,6.999999999999999,-0.0022273724013295863,6.999999999999999,-0.0023949994534299204,6.999999999999999,-0.001221403951951127,49.99999999999999,0.0027026737865946623,0.0029182073233705555,1.0,0.00020452634612338542,0.07008629732556344,-0.0018666486932108972,-0.6396559553057736,-0.0010661992895397772,-0.3653610492308365,-0.001112296407462445,-0.3811574313293589,4.839849198474823e-05,0.016585008062020602,0.0027026737865946623,0.9261418011497038,-0.0010951027302615118,-0.3752655685191888,5.038185180480798e-05,0.017264658134918422,0.00029330841895117935,0.0050925048994253175,-0.00226194004715233,0.0023818028476064092,-0.004348530964847428,0.0002787804115723064,-0.003626988468810637,0.0011819123030866172,-0.003708756537287141,0.0013968667140383262,-0.0025190958746863236,0.0022330063968025557,0.00011627889144731362,0.004838078611508927,-0.0037982081088056524,0.0011584695788883512,-0.0024607554371982353,0.0022014755886466094,1.0,1.0,-5.182926096166354,0.517190471334276,-11.085234000323993,0.06542400337365957,-8.049610852656134,0.2596204328778737,-8.18386882896019,0.2936262514744763,-6.601370369934289,0.45469130565015875,0.5933706712773923,0.9849160143797705,-8.03746060655299,0.2638430802580345,-6.505469440034528,0.45749749228785697
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Biliary/ductular,oxidative_stress,all,29523,A_SENDER_FINAL_strict,11409,0.08956243229240261,1.0,0.3369345905414873,0.020924744970108503,6.999999999999999,-0.024018298675953464,6.999999999999999,49.99999999999999,1,0.05138801536736203,6.999999999999999,-0.0202228048740567,6.999999999999999,-0.0125631245748338,14.752228042203113,-0.0020997430988185717,28.079681197526483,-0.0030886454446137188,6.999999999999999,-0.014828834474712931,7.22834825404375,-0.02258051335248554,-0.024018298675953464,1.0,-0.0202228048740567,0.8419749103338148,-0.0125631245748338,0.5230647159622382,-0.002591854004519953,0.10791164018269347,-0.003154750023181848,0.131347772202546,-0.014828834474712931,0.6173973716780864,-0.02346871100116596,0.9771179598437695,-0.002476401785365655,0.10310479600476316,-0.014761416085767037,0.6145904122903513,-0.028630567472407997,-0.019734190288430063,-0.02450364503094777,-0.016155701538172588,-0.016715458625532236,-0.008432662122691996,-0.006859838857170383,0.0017017154820862565,-0.00783976311396487,0.0013498584636323866,-0.0189517069222702,-0.010586572085529787,-0.028086678016881854,-0.019251192339581315,-0.006716339029804679,0.0018051621782993505,-0.018905962259040416,-0.010512426231642868,1.0,1.0,0.7982940618878077,0.878274557713921,0.419398558920488,0.6002209191261966,-0.08455930381006582,0.25057938444998223,-0.06955518012258691,0.2782911894367065,0.5210985996989814,0.6771191874816811,0.9648520172015541,0.9861807247074778,-0.08757863370639044,0.24530474885659154,0.5180955919280468,0.6749017373506432
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Biliary/ductular,secondary_senescence,all,29523,A_SENDER_FINAL_strict,11409,0.08956243229240261,1.0,0.3369345905414873,0.020924744970108503,6.999999999999999,-0.0018194176781023033,6.999999999999999,49.99999999999999,1,0.021246720137890637,6.999999999999999,-0.0015557096014066681,6.999999999999999,-0.002580808867356103,6.999999999999999,-0.0017662277699169262,6.999999999999999,-0.002009471368835231,6.999999999999999,-0.0027909108328983898,6.999999999999999,-0.0018442075241195462,-0.0018194176781023033,1.0,-0.0015557096014066681,0.8550590774897334,-0.002580808867356103,1.4184807031489048,-0.0017662277699169262,0.9707654219118859,-0.002009471368835231,1.1044585270443004,-0.0027909108328983898,1.533958291429474,-0.0018442075241195462,1.0136251539795411,-0.0017385786155805537,0.9555687165763572,-0.0027878363021494584,1.5322684481428361,-0.0033784518046833887,-0.00019326844729767258,-0.0031646049066422098,0.00015581113347544711,-0.0041923635600755816,-0.0009171628172235598,-0.003325988147813073,-8.00959529840383e-05,-0.003523895260660065,-0.0003196928841175059,-0.004339198590544775,-0.0011125798438131602,-0.0034141299571093476,-0.00024542441064564325,-0.003297052932689122,-2.3722645372978522e-05,-0.004339027822171949,-0.0011218940231700928,1.0,1.0,0.2225867195414865,0.9703182202604607,1.171725894137967,3.5633255076789676,0.291534089369205,1.9351031917281902,0.5655059622974964,2.41088748630381,1.2430957758372776,4.312566689478501,0.9695918018548239,1.1374766845730007,0.2373901620549854,1.8968002937151063,1.246131431829268,4.360671012265724
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,Biliary/ductular,tnfa_nfkb_proximal,all,29523,A_SENDER_FINAL_strict,11409,0.08956243229240261,1.0,0.3369345905414873,0.020924744970108503,49.99999999999999,0.0040751385601185955,6.999999999999999,49.99999999999999,1,0.02567147065739604,49.99999999999999,0.0013365395752401384,6.999999999999999,-0.003137192183674018,6.999999999999999,-0.0026796693435061796,6.999999999999999,-0.0030525735154703845,6.999999999999999,-0.002278171608505886,31.05338864752374,0.0027961884699211795,0.0040751385601185955,1.0,0.0013365395752401384,0.32797401990700464,-0.0026922159723900114,-0.6606440327544745,-0.0011417903452066208,-0.2801844227778582,-0.0011203061251679513,-0.2749124008032129,-0.0008097534652660287,-0.1987057503248339,0.0036524280071910382,0.8962708760226167,-0.0011088491276857499,-0.2721009632746033,-0.0008407906212835477,-0.2063219713587061,0.001572999011538952,0.0067007102972413595,-0.0008804170053220925,0.0038358381606185027,-0.004812923201500147,-0.00041884574745571206,-0.003335831937290576,0.0011725193401675765,-0.0035344827823317647,0.0012956851507349067,-0.0031317369941696485,0.001643053844730922,0.0011194509735709625,0.006272788332115487,-0.0033194352700967257,0.0011994683464260029,-0.003145629739856642,0.0016657456280254172,1.0,1.0,-0.5494896055243912,0.572485786699769,-3.170821136951829,-0.058808953154237814,-2.1653898443202944,0.1801902080954279,-2.2747779985410705,0.2060132540713431,-2.015914299206562,0.2500899666730418,0.7276612485767134,0.9466345842355137,-2.1187816537227366,0.18758112894832177,-2.0476752695780003,0.2476638827738602
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,DC,downstream_arrest,all,2489,A_SENDER_FINAL_strict,11409,0.08956243229240261,1.0,0.3369345905414873,0.020924744970108503,6.999999999999999,0.003607805271306196,6.999999999999999,49.99999999999999,1,0.02518592951451272,8.89993299898464,0.0019425127440445011,7.369507877825138,0.0011773052394074054,22.60883810459853,0.005180848735387228,15.944265581662082,0.005344338227984055,6.999999999999999,0.002704028685990611,49.99999999999999,0.003228507580481429,0.003607805271306196,1.0,0.002208071658216889,0.6120262852815952,0.0012144319319761442,0.33661238361028906,0.005794693121689653,1.6061546247455036,0.006565646869998076,1.819845134718427,0.002704028685990611,0.7494940781578338,0.0036370129136122685,1.0080956814765942,0.005856735049720979,1.6233512091966549,0.002713781000996432,0.7521971938396539,-0.00479512785027285,0.01172949373006629,-0.00584845801756107,0.010005313138975559,-0.006772534724836027,0.008822605691722397,-0.00206986394777651,0.013932462246800803,-0.001953929299755009,0.014855618728892711,-0.005817980142113085,0.01079506429933541,-0.004751872633861028,0.011896312857132996,-0.0020456818230348483,0.01384851589816469,-0.005811645639054862,0.010829611833947293,1.0,1.0,-1.160798349289024,3.414595460441897,-4.306468595617408,5.544405690938356,-5.246064222306973,7.230499316013997,-6.223650775004885,7.485695723459314,-1.5622050243771246,2.81602230789109,0.838460711091732,1.1819433182703571,-5.477487450458287,7.201374576698756,-1.6822176133452222,2.732546080738733
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,DC,emt_ecm,all,2489,A_SENDER_FINAL_strict,11409,0.08956243229240261,1.0,0.3369345905414873,0.020924744970108503,49.99999999999999,0.0049919641904561645,6.999999999999999,49.99999999999999,1,0.0323849803327638,6.999999999999999,-0.0035987393437110363,6.999999999999999,-0.004600933679957326,6.999999999999999,-0.002848858743960757,6.999999999999999,-0.0030988522788670315,6.999999999999999,-0.003082565155445955,49.99999999999999,0.004953435861432496,0.0049919641904561645,1.0,-5.123981970175577e-05,-0.010264460590426128,-0.001303029863418871,-0.261025482897104,0.0009751317797037649,0.19534029942924283,0.0009505877223174518,0.19042358599743628,0.0017308980752294692,0.3467368773475316,0.004953435861432496,0.9922819300071646,0.0008965166023772375,0.17959195382275248,0.0017650301387824342,0.35357427886940557,-0.004348028854735845,0.015290409800222527,-0.008616949181673763,0.009284905812745367,-0.009851164645335838,0.007847209243457654,-0.007506537240069081,0.009878586104996796,-0.008751036317863973,0.010186533541511144,-0.007227388276941767,0.01201495179613362,-0.004728782374947376,0.015021208937864551,-0.007588693574824754,0.009940178464411462,-0.007033260249922785,0.012172117205383482,1.0,1.0,-5.462496934035242,7.4881856190523175,-7.155252210871245,8.470289558161465,-4.069325755425113,6.73386169488478,-4.461821396474737,6.796429480969302,-2.9817591271323227,7.896070968201677,0.35271710657574684,1.3420573783059473,-4.108816129857538,6.880968616712418,-3.2840510766843005,7.467118887616184
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p90,DC,il6_jak_stat3,all,2489,A_SENDER_FINAL_strict,11409,0.08956243229240261,1.0,0.3369345905414873,0.020924744970108503,8.580017458503862,0.012612608095679224,6.999999999999999,49.99999999999999,0,0.03618006229995057,6.999999999999999,0.010865057196494634,6.999999999999999,0.00244530821953201,49.99999999999999,-0.003156836971716655,49.99999999999999,-0.002690582258782784,6.999999999999999,0.003594508663278967,11.58306840439384,0.010776331860088124,0.012612608095679224,1.0,0.009523977970054193,0.7551156666254364,0.0019302510763572658,0.153041390148206,-0.001579856403308367,-0.12526008826434462,-0.0013872240567670822,-0.1099870896045927,0.0030876824102696408,0.2448091930587621,0.012124580220566002,0.9613063474730172,-0.0014861540663795633,-0.11783082889007579,0.0030185939386847688,0.23933146227851687,0.003543190378013088,0.02132273134252764,0.0005051325976645815,0.01788148882161788,-0.007022065405416283,0.011217910748011392,-0.011611742354596373,0.006834182876251666,-0.011548211273801526,0.006905025292094537,-0.006050698754080772,0.011975562361164342,0.003245022826736539,0.020728866948239093,-0.011619943897628692,0.0068990954351058915,-0.006063327762653044,0.011771956182865957,1.0,1.0,0.27084058126932703,0.9192779040839871,-1.5231435800015296,0.5624935546664773,-2.4045064427033562,0.39609488435859874,-2.416298318571289,0.3999521020443202,-1.3664056895854588,0.6051533735409865,0.8354307831747829,0.9994038435516718,-2.395468431760126,0.39974650692420693,-1.3697011854797134,0.5987931932852698
