section,celltype,module,sender,n,lam,beta_full_std,beta_stripped_std,ratio_stripped,n_stripped_genes
7239_liver_sbr_Male_52-U1,Biliary/ductular,downstream_arrest,corescence_p95,15012,6.999999999999999,-0.05746093836924552,-0.10239989273694708,1.7820783238679927,10
7239_liver_sbr_Male_52-U1,Biliary/ductular,emt_ecm,corescence_p95,15012,24.6860647223019,0.3776464754893018,0.3609415442405941,0.9557656900489704,9
7239_liver_sbr_Male_52-U1,Biliary/ductular,il6_jak_stat3,corescence_p95,15012,11.58882939190469,0.5492056893774449,0.5367788862044826,0.977373134668272,5
7239_liver_sbr_Male_52-U1,Biliary/ductular,interferon_response,corescence_p95,15012,7.742591489922676,0.6444305827083122,0.6237560186543007,0.9679180898474377,5
7239_liver_sbr_Male_52-U1,Biliary/ductular,oxidative_stress,corescence_p95,15012,49.99999999999999,-0.23280353303318066,-0.2307998799099927,0.9913933732143902,0
7239_liver_sbr_Male_52-U1,Biliary/ductular,secondary_senescence,corescence_p95,15012,7.742591489922676,0.6254233022909631,0.5442477510355122,0.8702070246533827,18
7239_liver_sbr_Male_52-U1,Biliary/ductular,tnfa_nfkb_proximal,corescence_p95,15012,8.563960425689007,0.9169583170828446,0.8698329445445686,0.9486068541390216,8
7239_liver_sbr_Male_52-U1,Biliary/ductular,downstream_arrest,tierA_p95,15847,40.868941774896264,-0.13508903858545934,-0.14812106166396175,1.096469878052009,10
7239_liver_sbr_Male_52-U1,Biliary/ductular,emt_ecm,tierA_p95,15847,49.99999999999999,0.3279304198209854,0.3120785278702374,0.9516608067058815,9
7239_liver_sbr_Male_52-U1,Biliary/ductular,il6_jak_stat3,tierA_p95,15847,28.716686174618605,0.183005952895429,0.19370502495311814,1.0584629728618864,5
7239_liver_sbr_Male_52-U1,Biliary/ductular,interferon_response,tierA_p95,15847,6.999999999999999,0.13955881472743661,0.15563837131168337,1.115217061821933,5
7239_liver_sbr_Male_52-U1,Biliary/ductular,oxidative_stress,tierA_p95,15847,15.682109678112967,-0.31263488093477854,-0.30985220547822745,0.9910992802587131,0
7239_liver_sbr_Male_52-U1,Biliary/ductular,secondary_senescence,tierA_p95,15847,47.54182525407475,0.18377331149477966,0.2377700944691681,1.2938227674910363,18
7239_liver_sbr_Male_52-U1,Biliary/ductular,tnfa_nfkb_proximal,tierA_p95,15847,42.98209161773131,0.23975114001794356,0.23174833966358463,0.9666203866485891,8
7239_liver_sbr_Male_52-U1,Endothelial,downstream_arrest,corescence_p95,7377,49.99999999999999,0.024461505163847225,-0.004154804507645766,-0.16985072994552852,10
7239_liver_sbr_Male_52-U1,Endothelial,emt_ecm,corescence_p95,7377,13.48099749887925,0.6313122883207315,0.6230936376980746,0.9869816400302959,9
7239_liver_sbr_Male_52-U1,Endothelial,il6_jak_stat3,corescence_p95,7377,18.24260882600192,0.2868439418699297,0.30040814729320325,1.047287752827718,5
7239_liver_sbr_Male_52-U1,Endothelial,interferon_response,corescence_p95,7377,21.2211739115045,0.20775628158282947,0.20278419113703489,0.9760676769534293,5
7239_liver_sbr_Male_52-U1,Endothelial,oxidative_stress,corescence_p95,7377,6.999999999999999,-0.3700584169400882,-0.38309566649114923,1.0352302473184167,0
7239_liver_sbr_Male_52-U1,Endothelial,secondary_senescence,corescence_p95,7377,49.99999999999999,0.15215611469964066,0.09835046840510284,0.6463786788933767,18
7239_liver_sbr_Male_52-U1,Endothelial,tnfa_nfkb_proximal,corescence_p95,7377,12.18803582947357,0.5193814902606008,0.4985801496878443,0.9599497845748809,8
7239_liver_sbr_Male_52-U1,Endothelial,downstream_arrest,tierA_p95,7817,49.99999999999999,-0.04564137090795762,-0.09141274130726816,2.002848281915438,10
7239_liver_sbr_Male_52-U1,Endothelial,emt_ecm,tierA_p95,7817,38.85968176362148,0.6837535573304628,0.7089728424186688,1.0368835888571726,9
7239_liver_sbr_Male_52-U1,Endothelial,il6_jak_stat3,tierA_p95,7817,13.48099749887925,0.21360518300516518,0.22669577386945355,1.0612840506963346,5
7239_liver_sbr_Male_52-U1,Endothelial,interferon_response,tierA_p95,7817,14.911122358641625,0.0590334161373722,0.0805578713491113,1.3646147660106804,5
