section,arm,week,call,celltype,module,bin_lo,bin_hi,n,mean_obs,sem_obs,n_decoy,mean_decoy
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,emt_ecm,90.0,95.0,12.0,0.0998849996055166,0.015177244057696637,12.0,0.07751166665305693
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,emt_ecm,95.0,100.0,11.0,0.08701909011737867,0.011218420999534639,12.0,0.06713416613638401
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,0.0,5.0,145.0,0.024328344692235236,0.0028892632968955897,871.0,0.023154500562877385
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,5.0,10.0,1770.0,0.019932621508945432,0.0007737693794802062,1621.0,0.01976784702961126
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,10.0,15.0,1958.0,0.01850400410404942,0.0007135524319022581,1923.0,0.018359017172282017
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,15.0,20.0,2007.0,0.01799376185829243,0.0007110919425995964,1890.0,0.016871661360579385
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,20.0,25.0,1851.0,0.01890655323007729,0.000750495626818537,1857.0,0.018022730183611422
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,25.0,30.0,1616.0,0.01703012991078644,0.0007875953251542057,1583.0,0.017724674682239296
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,30.0,35.0,1415.0,0.017381349821848437,0.0008183109668809896,1380.0,0.015429949280410981
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,35.0,40.0,1056.0,0.015962301117886483,0.0009423915226503167,1044.0,0.017822950217381298
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,40.0,45.0,888.0,0.01651747749539592,0.001098618405181953,756.0,0.017278743422321947
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,45.0,50.0,600.0,0.017161833327578885,0.0011875537646093112,497.0,0.015221831024929734
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,50.0,55.0,379.0,0.01770324539320235,0.001702622033098948,310.0,0.01683480642335076
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,55.0,60.0,254.0,0.01552133858012536,0.001963351813952623,228.0,0.01774692990296133
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,60.0,65.0,170.0,0.016665235245155226,0.002339389667306326,161.0,0.01538086957193825
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,65.0,70.0,79.0,0.013678860851368997,0.003439050764529366,95.0,0.016602526268443878
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,70.0,75.0,61.0,0.014390491720166852,0.0034522733774138862,48.0,0.008637916784209665
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,75.0,80.0,41.0,0.006044390236549988,0.004309612281265992,32.0,0.02987781256524613
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,80.0,85.0,21.0,0.026084285484449493,0.007165744667811645,21.0,0.01600333354075528
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,85.0,90.0,18.0,0.025857777761605878,0.005956788064064224,11.0,0.02275999974120747
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,90.0,95.0,12.0,0.025249167112633586,0.01000364619059527,12.0,0.019886666491705302
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,il6_jak_stat3,95.0,100.0,11.0,0.00812272704206407,0.010232924461437632,12.0,0.01744333344201247
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,0.0,5.0,145.0,0.03974696532823145,0.0025586328432247174,871.0,0.034166486803950305
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,5.0,10.0,1770.0,0.034691220295087595,0.0006710524178658525,1621.0,0.034616384988061764
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,10.0,15.0,1958.0,0.03275758424323714,0.0006235015801731663,1923.0,0.03262092047374527
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,15.0,20.0,2007.0,0.031683996029709525,0.0006194253170992946,1890.0,0.03176100526349618
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,20.0,25.0,1851.0,0.03173183143311181,0.0006500544453561856,1857.0,0.03242985459970969
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,25.0,30.0,1616.0,0.030577103988299756,0.0006828340627333378,1583.0,0.031179481940201766
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,30.0,35.0,1415.0,0.031539773858284374,0.0007305286845604167,1380.0,0.029491086898148448
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,35.0,40.0,1056.0,0.03063912882390868,0.000831892445859538,1044.0,0.032289904207029665
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,40.0,45.0,888.0,0.030925427926991392,0.0008938811920969986,756.0,0.030858320081563004
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,45.0,50.0,600.0,0.029775083398744753,0.0010949726718406576,497.0,0.029611348190645394
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,50.0,55.0,379.0,0.03186775734093677,0.0014448041794825905,310.0,0.03047432259822193
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,55.0,60.0,254.0,0.03202649607280944,0.0015838895777595845,228.0,0.0286158334120684
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,60.0,65.0,170.0,0.03042405869500191,0.0020762775500091316,161.0,0.028660869473626335
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,65.0,70.0,79.0,0.029971645617433176,0.002442438187329392,95.0,0.030277158061691904
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,70.0,75.0,61.0,0.029936229428429096,0.0024665704881144004,48.0,0.022764583294095548
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,75.0,80.0,41.0,0.029354878014845136,0.0034727791394790148,32.0,0.03751656291569816
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,80.0,85.0,21.0,0.035677142681032864,0.004863681275024954,21.0,0.03759380949971577
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,85.0,90.0,18.0,0.03395055535495178,0.006381199187931378,11.0,0.028040000195191664
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,90.0,95.0,12.0,0.037041666180205844,0.005091500304211823,12.0,0.028200000267437037
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,interferon_response,95.0,100.0,11.0,0.03040999953042377,0.00575172504304671,12.0,0.035036666823240616
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,0.0,5.0,145.0,0.03650620694990784,0.004852941259588231,871.0,0.05036702646295357
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,5.0,10.0,1770.0,0.05343220338730489,0.0013373566439062684,1621.0,0.054203078345418106
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,10.0,15.0,1958.0,0.05964163435819166,0.0012214366412632485,1923.0,0.06202645872878718
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,15.0,20.0,2007.0,0.060786507252331465,0.0012354823442438287,1890.0,0.06365366131877641
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,20.0,25.0,1851.0,0.06210052950321893,0.0012611576320648097,1857.0,0.06239430270997432
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,25.0,30.0,1616.0,0.06385032176121562,0.0013772449319316552,1583.0,0.06283711304259759
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,30.0,35.0,1415.0,0.06426879150903048,0.001414728363170716,1380.0,0.061340579661383884
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,35.0,40.0,1056.0,0.06621050174676109,0.0016356491572194756,1044.0,0.06425562260824771
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,40.0,45.0,888.0,0.06376429052879921,0.0017613709134013526,756.0,0.06591039684207842
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,45.0,50.0,600.0,0.06858865004711939,0.0021925320911714867,497.0,0.06880702211441223
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,50.0,55.0,379.0,0.06823329823146916,0.0027022279197604143,310.0,0.06747587100309771
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,55.0,60.0,254.0,0.06717354331225593,0.003341759373058125,228.0,0.0744999561927551
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,60.0,65.0,170.0,0.07391323526663815,0.003754850072623393,161.0,0.0671022981300412
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,65.0,70.0,79.0,0.05850670916964801,0.005827218881134556,95.0,0.06753494710306097
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,70.0,75.0,61.0,0.06917262291268553,0.0052568092917851025,48.0,0.06526541657027944
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,75.0,80.0,41.0,0.06863975562666338,0.007301994411862464,32.0,0.0657190625788644
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,80.0,85.0,21.0,0.07153476210355404,0.009050713690842092,21.0,0.06968333392259887
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,85.0,90.0,18.0,0.056740554929193526,0.012298966021563012,11.0,0.08516181831576185
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,90.0,95.0,12.0,0.05480583462243279,0.012052347335939314,12.0,0.0342749998671934
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,oxidative_stress,95.0,100.0,11.0,0.08683090944859115,0.011167374931579249,12.0,0.09242666648545612
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,0.0,5.0,145.0,0.047803379311065736,0.002050187686514227,871.0,0.04659586684155758
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,5.0,10.0,1770.0,0.046364045227434,0.0005673276501693739,1621.0,0.046844929053972424
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,10.0,15.0,1958.0,0.04599277326973099,0.0005380402704341926,1923.0,0.045935574625884976
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,15.0,20.0,2007.0,0.0462567364183539,0.0005313034159919897,1890.0,0.04571914288107393
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,20.0,25.0,1851.0,0.04530163693014353,0.0005502204893902207,1857.0,0.045164625737567216
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,25.0,30.0,1616.0,0.04522356438995996,0.0005826232361273588,1583.0,0.04646241313463697
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,30.0,35.0,1415.0,0.04560136397197668,0.0006207109597031807,1380.0,0.044608007270131644
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,35.0,40.0,1056.0,0.04489094699734282,0.000719640962167665,1044.0,0.04604486597757899
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,40.0,45.0,888.0,0.045940867161174834,0.0007490575971429279,756.0,0.04395445762344583
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,45.0,50.0,600.0,0.04537169990790062,0.0009321205842384115,497.0,0.0450097988676288
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,50.0,55.0,379.0,0.0455064115458227,0.0012362256692736604,310.0,0.045058548327482816
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,55.0,60.0,254.0,0.045677283503789835,0.001549589683216816,228.0,0.046306140302157586
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,60.0,65.0,170.0,0.044971294194863946,0.0016445349079880498,161.0,0.04592559006070915
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,65.0,70.0,79.0,0.045149620097790714,0.002169569130390067,95.0,0.04471947379214199
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,70.0,75.0,61.0,0.04319442622172723,0.0028956127732416032,48.0,0.03986791676531235
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,75.0,80.0,41.0,0.04367975609039138,0.003693236319518162,32.0,0.045533749645983335
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,80.0,85.0,21.0,0.042359523760664854,0.0048272394249018824,21.0,0.05016142866086392
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,85.0,90.0,18.0,0.04897499966116609,0.004629038001554117,11.0,0.03916636410179886
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,90.0,95.0,12.0,0.04660333452435831,0.0061694455115460815,12.0,0.05227916625638803
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,secondary_senescence,95.0,100.0,11.0,0.04135727238926021,0.0036918856607592453,12.0,0.039847499846170344
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,0.0,5.0,145.0,0.022014275795262276,0.002160258120138713,871.0,0.016302112506579043
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,5.0,10.0,1770.0,0.01715362712730087,0.0005750163670900268,1621.0,0.01612888341727114
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,10.0,15.0,1958.0,0.014683013285101822,0.0005418353916335746,1923.0,0.014041206439652757
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,15.0,20.0,2007.0,0.013738475342091168,0.0005345665411478493,1890.0,0.01358566138038229
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,20.0,25.0,1851.0,0.013586731511303796,0.0005350435992027721,1857.0,0.013807571361062108
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,25.0,30.0,1616.0,0.013236850225770341,0.0005728715504801782,1583.0,0.014420164234437299
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,30.0,35.0,1415.0,0.013364014164763693,0.0005945757168408667,1380.0,0.013404739135164519
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,35.0,40.0,1056.0,0.013430132515657422,0.000683737264377997,1044.0,0.014265747105270827
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,40.0,45.0,888.0,0.0134367004649149,0.0007526347926818017,756.0,0.012992923301445207
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,45.0,50.0,600.0,0.0128427833282088,0.000938526090002041,497.0,0.013988913484544587
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,50.0,55.0,379.0,0.014675883934888398,0.0011312443852887566,310.0,0.013753548411548236
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,55.0,60.0,254.0,0.013980275624136965,0.0014151583746341233,228.0,0.011920131538206254
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,60.0,65.0,170.0,0.011676058777875904,0.001773018818435123,161.0,0.01290875783192662
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,65.0,70.0,79.0,0.014165949497498642,0.002534681283694938,95.0,0.01733505266755329
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,70.0,75.0,61.0,0.016409180250179144,0.002816425428638168,48.0,0.009949791657466752
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,75.0,80.0,41.0,0.011460243961376296,0.0038714408343924764,32.0,0.010311562562492327
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,80.0,85.0,21.0,0.020963809608171385,0.00479470544194262,21.0,0.019011904768246626
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,85.0,90.0,18.0,0.018544444542688627,0.005364188553601039,11.0,0.015680909368463537
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,90.0,95.0,12.0,0.028341666252041858,0.003923639571877414,12.0,0.01112500015005935
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,Mesenchymal,tnfa_nfkb_proximal,95.0,100.0,11.0,0.013203636460027403,0.006057542223921623,12.0,0.018080833659041673
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,0.0,5.0,111.0,0.00422108110626698,0.0017551699857883134,401.0,0.002858129678989506
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,5.0,10.0,915.0,0.0047452677748411895,0.0006277746291707698,881.0,0.004001486956852108
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,10.0,15.0,874.0,0.005316544614981479,0.0006135370869212652,821.0,0.005562728368409203
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,15.0,20.0,845.0,0.004227668634452581,0.00059592101057936,756.0,0.004659126988704046
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,20.0,25.0,722.0,0.00476666203833795,0.0006558889593615178,708.0,0.004246384168044062
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,25.0,30.0,633.0,0.003683064754557701,0.0007020831349748964,613.0,0.003934600306416796
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,30.0,35.0,497.0,0.003907203243175658,0.0007638385139413964,527.0,0.005009658448463003
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,35.0,40.0,442.0,0.0027595474886469864,0.0007293197089749144,367.0,0.004415912824295977
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,40.0,45.0,297.0,0.0034436027651254058,0.0010937082007397645,298.0,0.003882583892357695
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,45.0,50.0,211.0,0.003981753527622678,0.0011285724989937654,207.0,0.0027625604382851654
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,50.0,55.0,156.0,0.0031193589537183587,0.001224257835195178,119.0,0.004636218482623573
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,55.0,60.0,91.0,0.0065210989985364275,0.0021120498519037094,95.0,0.00373968424453204
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,60.0,65.0,60.0,0.006148166718291274,0.0021126713978692905,58.0,0.009554310423043026
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,65.0,70.0,37.0,0.0028948648113991775,0.002644078325563447,40.0,-0.003298749942041468
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,70.0,75.0,25.0,0.00632999983150512,0.003517075252419271,30.0,0.008424666595722859
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,75.0,80.0,10.0,0.0003730000491486862,0.0035290607895644365,19.0,0.0028431578478040663
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,80.0,85.0,13.0,0.006583077058446809,0.003343494757197707,12.0,0.010298333373308802
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,85.0,90.0,14.0,0.012267857228705128,0.003913269554586749,12.0,0.0015924999437023264
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,90.0,95.0,11.0,0.01796636343086985,0.006996750208814202,5.0,0.018944000313058495
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,downstream_arrest,95.0,100.0,13.0,0.015477692403902229,0.005773549078897554,8.0,0.019886249967385083
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,0.0,5.0,111.0,0.041651891945687705,0.003317801975209981,401.0,0.043117630990118894
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,5.0,10.0,915.0,0.040758961726974345,0.0011205694935902534,881.0,0.043509500511536355
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,10.0,15.0,874.0,0.03906708236587142,0.0011222673850068807,821.0,0.03978651646474259
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,15.0,20.0,845.0,0.038376757441898474,0.0011206490962262956,756.0,0.03859966942402131
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,20.0,25.0,722.0,0.03836488916372256,0.0012692041714543174,708.0,0.03940492937862098
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,25.0,30.0,633.0,0.03976505532190678,0.0013319595394716457,613.0,0.035845220185018
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,30.0,35.0,497.0,0.039849597631447825,0.001574306537849931,527.0,0.0386972295995641
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,35.0,40.0,442.0,0.038768122156439176,0.0016525202502003953,367.0,0.03709261577725249
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,40.0,45.0,297.0,0.04042622905923446,0.0020484516450732233,298.0,0.0348922148566254
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,45.0,50.0,211.0,0.03638028435881351,0.0022001185755629797,207.0,0.035076956448647424
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,50.0,55.0,156.0,0.03756852576789709,0.002500708662719405,119.0,0.03633033613598037
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,55.0,60.0,91.0,0.037472527453136645,0.0037920304928688617,95.0,0.03444126323459051
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,60.0,65.0,60.0,0.03351350014199852,0.0043642657831515,58.0,0.030486379432941562
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,65.0,70.0,37.0,0.03421567529880416,0.0043194227849995175,40.0,0.04284849989198847
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,70.0,75.0,25.0,0.03707000024383888,0.0058911795824676556,30.0,0.026158333270965766
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,75.0,80.0,10.0,0.034941000305116175,0.0059657541169561585,19.0,0.036092631861959636
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,80.0,85.0,13.0,0.02106538425701169,0.007108785474325707,12.0,0.023197499710173968
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,85.0,90.0,14.0,0.016889999687139477,0.007739379096953659,12.0,0.04860500011515493
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,90.0,95.0,11.0,0.008242727151479234,0.00894203188871225,5.0,0.023457999899983407
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,emt_ecm,95.0,100.0,13.0,0.023224615223275926,0.00902739277167841,8.0,0.022459999629063532
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,il6_jak_stat3,0.0,5.0,111.0,0.03776342313482871,0.003968162422468296,401.0,0.029180074765935118
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,il6_jak_stat3,5.0,10.0,915.0,0.02937385799307831,0.0012490564925672334,881.0,0.029223405240148794
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,il6_jak_stat3,10.0,15.0,874.0,0.028084267705283474,0.001409448768865909,821.0,0.02601299630821173
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,il6_jak_stat3,15.0,20.0,845.0,0.02699209463769865,0.0013797798717293808,756.0,0.02815559518309047
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,il6_jak_stat3,20.0,25.0,722.0,0.0271491412361147,0.0014296323806728467,708.0,0.02392265536862828
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,il6_jak_stat3,25.0,30.0,633.0,0.02302009483625911,0.0014555495537575001,613.0,0.027033605219319246
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,il6_jak_stat3,30.0,35.0,497.0,0.02435207238435601,0.001600094210038735,527.0,0.0222448387162926
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,il6_jak_stat3,35.0,40.0,442.0,0.022102466066188427,0.0017616715658578432,367.0,0.02348068117511656
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,il6_jak_stat3,40.0,45.0,297.0,0.022195016835086748,0.0020130593584523505,298.0,0.02367184556406212
7259_liver_sbr_Male_26-U1,sbr,26,tierA_p95,T/NK cells,il6_jak_stat3,45.0,50.0,211.0,0.020637251217948863,0.0023056526974463477,207.0,0.021946763338795007
