beta_obs,lam_obs,beta_true,lam_true,N1_p_beta,N1_null_beta_mean,N1_null_beta_q95,N1_null_lam_mean,N1_reject05,N1_surviving_beta,N1_surviving_frac,N3_p_beta,N3_null_beta_mean,N3_null_beta_q95,N3_null_lam_mean,N3_reject05,N3_surviving_beta,N3_surviving_frac,N4_p_beta,N4_null_beta_mean,N4_null_beta_q95,N4_null_lam_mean,N4_reject05,N4_surviving_beta,N4_surviving_frac,regime,beta_true_cfg,rep
1.0952243536836523,33.760334028781045,1.0,30.0,0.13432835820895522,0.7811103728249017,1.2231988484904324,372.66283492208504,0.0,0.31411398085875064,0.2868033200706932,0.009950248756218905,0.29153730091036684,0.8449944668463145,260.5650633139812,1.0,0.8036870527732856,0.7338104289501809,0.05970149253731343,0.44673554536768934,1.1235107940227977,363.2508575081667,0.0,0.648488808315963,0.5921059060957243,clean,1.0,5
1.1554143083594874,48.41513733988736,1.0,30.0,0.08955223880597014,0.745171917706462,1.2386479766843934,369.9376199019347,0.0,0.4102423906530255,0.3550608536564752,0.004975124378109453,0.20333582155736685,0.717947472355693,213.95630865978012,1.0,0.9520784868021206,0.8240147970418743,0.029850746268656716,0.45888653018863046,0.9064229334011931,379.980803835398,1.0,0.696527778170857,0.6028381102185072,clean,1.0,6
1.2970438004726008,62.63542794902594,1.0,30.0,0.08955223880597014,0.8642813793164368,1.356246859291463,380.0309731925747,0.0,0.43276242115616403,0.33365289668589404,0.004975124378109453,0.2147041428047512,0.6924375667491182,218.74011587113105,1.0,1.0823396576678497,0.8344665440546265,0.04477611940298507,0.5888840390540269,0.9340277693727042,376.82696911055115,1.0,0.708159761418574,0.545979835962782,clean,1.0,7
1.298548132444613,62.63542794902594,1.0,30.0,0.10945273631840796,0.9046482208351773,1.3779576956394046,371.39559017677345,0.0,0.3938999116094358,0.30333870710505745,0.004975124378109453,0.18610529749603952,0.6926316821084044,211.04109676078627,1.0,1.1124428349485735,0.8566820182893933,0.03980099502487562,0.4145233224536105,0.8613084564143226,362.1025952418742,1.0,0.8840248099910026,0.6807793934651929,clean,1.0,8
1.174220364692048,59.491137490359385,1.0,30.0,0.07462686567164178,0.7230849042027298,1.2237226034089974,355.3017805650394,0.0,0.4511354604893182,0.384199996912533,0.009950248756218905,0.26198544518644973,0.8412621678006621,235.5990226192453,1.0,0.9122349195055982,0.7768856229510563,0.04975124378109453,0.34315883512420386,0.9826143951075252,357.09688620761443,1.0,0.8310615295678441,0.7077560179990567,clean,1.0,9
1.1817911734857922,43.67627741608475,1.0,30.0,0.03980099502487562,0.6953735883654591,1.1543076861091135,362.01522682609794,1.0,0.48641758512033306,0.411593516717174,0.009950248756218905,0.23351328303353733,0.7648527244091506,237.05499199391232,1.0,0.9482778904522549,0.8024073218073119,0.04975124378109453,0.41410360931359397,1.1650355807752029,373.05030110265,1.0,0.7676875641721983,0.6495966304333103,clean,1.0,10
1.1506271103486192,37.42331776750649,1.0,30.0,0.08955223880597014,0.7498336345783057,1.207189377243826,353.17866159333846,0.0,0.40079347577031355,0.3483261190055572,0.009950248756218905,0.23273460329268517,0.7900928208316804,208.14271687903624,1.0,0.9178925070559341,0.7977323833242806,0.029850746268656716,0.16468861046572741,0.5240316041782755,217.5901835717585,1.0,0.9859384998828917,0.8568705630307721,clean,1.0,11
1.3598108163761173,8.847988599742111,0.0,30.0,0.9701492537313433,2.853538336871192,3.8468210605779163,388.25062245181675,0.0,-1.4937275204950748,-1.0984818641727268,0.004975124378109453,0.0977761267663332,0.8287144802007524,190.0025497742217,1.0,1.262034689609784,0.9280957868632743,0.004975124378109453,0.1227898389519983,0.8929436201023525,212.57694379694271,1.0,1.237020977424119,0.9097007925858157,confounded,0.0,0
0.3801807874560839,18.196732920264115,0.0,30.0,1.0,3.1127319044724264,4.0693348625447685,383.9876876205232,0.0,-2.7325511170163423,-7.187504490431383,0.2885572139303483,0.07671462006714856,0.7382148827836613,218.7566951791442,0.0,0.30346616738893534,0.7982154211935022,0.208955223880597,0.15824025585226326,0.5611948152590189,172.66748758681177,0.0,0.22194053160382066,0.5837762951907659,confounded,0.0,1
0.7162292428915981,12.688754289962782,0.0,30.0,0.9950248756218906,2.5618030552411666,3.4054867906215756,379.7180847259167,0.0,-1.8455738123495684,-2.576792040630066,0.014925373134328358,-0.029399222739742523,0.5411883550426274,215.97776660919084,1.0,0.7456284656313406,1.0410472247978182,0.004975124378109453,0.0864373952331723,0.529237630127022,191.3407552983656,1.0,0.6297918476584258,0.8793160205464347,confounded,0.0,2
