true_family,true_superposition,regime,rep,n,true_d_half,fit_family,fit_mode,lam,d_half,aic,beta,rss,k_params
exponential,True,confounded,14,11147,20.8,exponential,superposition,28.527759021034033,,5264.092900485723,1.1425402733513967,17852.748540038538,6
gaussian,False,clean,0,11228,35.4,exponential,nearest,55.01707236901497,38.2,1614.531501453531,1.927664156220698,12948.227242116602,6
gaussian,False,clean,0,11228,35.4,gaussian,nearest,32.940130362599966,38.800000000000004,1611.3373971728738,1.1955011420084634,12944.544297164075,6
gaussian,False,clean,0,11228,35.4,powerlaw,nearest,340.20678294868895,41.6,1617.2754849498933,2.0923458047889896,12949.08523878025,7
gaussian,False,clean,0,11228,35.4,step,nearest,42.06429250594897,42.2,1854.882278887202,0.6044823894390207,13228.389782780998,6
gaussian,False,clean,0,11228,35.4,spline,nearest,,50.400000000000006,1608.3941329017123,,12929.630855335123,11
gaussian,False,clean,0,11228,35.4,exponential,superposition,17.901628468571026,,1911.6774528322153,1.1916341547115497,13295.47315458182,6
gaussian,False,clean,1,11168,35.4,exponential,nearest,39.313518083779925,27.400000000000002,1582.5445243583813,1.5871323459234743,12852.038664680564,6
gaussian,False,clean,1,11168,35.4,gaussian,nearest,29.935008818642135,35.4,1578.2815511241486,1.0053219206053314,12847.133807809954,6
gaussian,False,clean,1,11168,35.4,powerlaw,nearest,232.50058557147125,28.6,1586.0439657166946,1.6905290590805095,12853.76432478502,7
gaussian,False,clean,1,11168,35.4,step,nearest,45.46139677689064,45.6,1775.7193808600298,0.5198824125338196,13076.276382353728,6
gaussian,False,clean,1,11168,35.4,spline,nearest,,237.9,1579.3630421938528,,12836.878476472653,11
gaussian,False,clean,1,11168,35.4,exponential,superposition,16.563928731234586,,1786.9540516515167,1.1133828625632871,13089.437340220273,6
gaussian,False,clean,2,11187,35.4,exponential,nearest,49.344652086809845,34.4,1548.3979297119408,1.7616642603772448,12831.606786382194,6
gaussian,False,clean,2,11187,35.4,gaussian,nearest,32.26011815368341,38.0,1535.3925430131728,1.1163924207963334,12816.698138570055,6
gaussian,False,clean,2,11187,35.4,powerlaw,nearest,300.9306942300979,36.800000000000004,1551.9971082684701,1.8779768335468345,12833.441192134836,7
gaussian,False,clean,2,11187,35.4,step,nearest,49.13285054333422,49.2,1790.8367372196142,0.5823730468484476,13112.72173710321,6
gaussian,False,clean,2,11187,35.4,spline,nearest,,243.4,1545.345792212244,,12816.64457732475,11
gaussian,False,clean,2,11187,35.4,exponential,superposition,17.901628468571026,,1819.6407955552284,1.1384806295403112,13146.527606956257,6
gaussian,False,clean,3,11223,35.4,exponential,nearest,47.58015857732121,33.0,1670.5036075418498,1.7139014583593137,13007.996018902551,6
gaussian,False,clean,3,11223,35.4,gaussian,nearest,31.445561126743474,37.2,1662.4667397814371,1.0628222459812442,12998.684237686408,6
gaussian,False,clean,3,11223,35.4,powerlaw,nearest,291.51900096893144,35.800000000000004,1673.7044719592916,1.8288796096887179,13009.387952904908,7
gaussian,False,clean,3,11223,35.4,step,nearest,36.012661273651375,36.2,1875.4834927044603,0.5469568256484547,13247.760446445982,6
gaussian,False,clean,3,11223,35.4,spline,nearest,,235.60000000000002,1669.6826768060846,,12995.460084856804,11
gaussian,False,clean,3,11223,35.4,exponential,superposition,17.901628468571026,,1908.1728037132002,1.0817915130533398,13286.403542131173,6
gaussian,False,clean,4,11351,35.4,exponential,nearest,55.984076278871534,39.0,1735.0672966017823,1.9389855610679227,13209.395703735983,6
gaussian,False,clean,4,11351,35.4,gaussian,nearest,33.064433723604466,39.0,1735.5002288994554,1.1750089723514703,13209.899525698153,6
gaussian,False,clean,4,11351,35.4,powerlaw,nearest,347.09755371119525,42.400000000000006,1737.508025883882,2.066519684352655,13209.908599560918,7
gaussian,False,clean,4,11351,35.4,step,nearest,42.06429250594897,42.2,2007.448778418447,0.5892392605705342,13530.205443452083,6
gaussian,False,clean,4,11351,35.4,spline,nearest,,241.60000000000002,1730.5256073764317,,13192.48407136236,11
gaussian,False,clean,4,11351,35.4,exponential,superposition,17.901628468571026,,2032.1802586562624,1.1754399768138362,13559.717099648915,6
gaussian,False,clean,5,11184,35.4,exponential,nearest,47.57461462096005,33.0,2198.697804834762,1.9080756124969314,13596.67868508291,6
gaussian,False,clean,5,11184,35.4,gaussian,nearest,30.918946749287393,36.6,2183.932378504453,1.1801055852789555,13578.739817878946,6
gaussian,False,clean,5,11184,35.4,powerlaw,nearest,293.7692587413872,36.0,2202.1213594321166,2.0366001228462576,13598.409447452557,7
gaussian,False,clean,5,11184,35.4,step,nearest,38.92103695602845,39.0,2442.2083248081676,0.592475791834187,13895.967133331258,6
gaussian,False,clean,5,11184,35.4,spline,nearest,,241.9,2193.1965985017464,,13577.846520616677,11
gaussian,False,clean,5,11184,35.4,exponential,superposition,17.901628468571026,,2417.583600058494,1.2360727550044657,13865.404907427952,6
gaussian,False,clean,6,11361,35.4,exponential,nearest,49.27242268268806,34.2,1965.8096313157066,1.864893175530303,13490.497416716382,6
gaussian,False,clean,6,11361,35.4,gaussian,nearest,31.765913449095137,37.6,1964.9162091761655,1.1465434378094643,13489.43657390597,6
gaussian,False,clean,6,11361,35.4,powerlaw,nearest,302.2618047512117,37.0,1968.8663123937918,1.9908044453589935,13491.7522196657,7
gaussian,False,clean,6,11361,35.4,step,nearest,38.92103695602845,39.0,2226.154703106431,0.5765559070261206,13803.210710620708,6
gaussian,False,clean,6,11361,35.4,spline,nearest,,,1965.855278467265,,13478.682404182473,11
gaussian,False,clean,6,11361,35.4,exponential,superposition,16.563928731234586,,2250.991013691813,1.2402962924168426,13833.418951288711,6
gaussian,False,clean,7,11289,35.4,exponential,nearest,47.63492581259028,33.2,1938.5464898267553,1.8851387568868818,13387.328198682586,6
gaussian,False,clean,7,11289,35.4,gaussian,nearest,30.461527054670658,36.0,1931.4356194520535,1.161432814978691,13378.898259783082,6
gaussian,False,clean,7,11289,35.4,powerlaw,nearest,293.0001843992299,35.800000000000004,1941.4546395953125,2.012615056533024,13388.405192927843,7
gaussian,False,clean,7,11289,35.4,step,nearest,36.012661273651375,36.2,2161.00341414721,0.5983629003576323,13653.750402897436,6
gaussian,False,clean,7,11289,35.4,spline,nearest,,239.10000000000002,1937.361440089226,,13374.070711156422,11
gaussian,False,clean,7,11289,35.4,exponential,superposition,16.563928731234586,,2251.799438883316,1.2815589631305997,13764.00862360984,6
gaussian,False,clean,8,11178,35.4,exponential,nearest,63.43357204922012,44.0,1863.0128788633876,1.987143521267522,13188.733197702015,6
gaussian,False,clean,8,11178,35.4,gaussian,nearest,36.32374945414085,42.800000000000004,1843.1617864962586,1.2134112657022051,13165.332014785301,6
gaussian,False,clean,8,11178,35.4,powerlaw,nearest,399.9999999999999,48.800000000000004,1866.9459167642685,2.164160727322817,13191.014153656512,7
gaussian,False,clean,8,11178,35.4,step,nearest,42.06429250594897,42.2,2100.5185300287076,0.580298806106555,13471.960393062136,6
gaussian,False,clean,8,11178,35.4,spline,nearest,,228.9,1851.5666901003433,,13163.453460895973,11
gaussian,False,clean,8,11178,35.4,exponential,superposition,17.901628468571026,,2152.2072374162376,1.1957007872548024,13534.400964830196,6
gaussian,False,clean,9,11284,35.4,exponential,nearest,51.525265588199986,35.800000000000004,1959.8154612166136,1.8007358605057153,13407.657712348071,6
gaussian,False,clean,9,11284,35.4,gaussian,nearest,32.066319469501536,37.800000000000004,1947.6335414927214,1.1118300094655196,13393.190956086919,6
gaussian,False,clean,9,11284,35.4,powerlaw,nearest,320.25593396879566,39.2,1962.9880856800305,1.920433495859551,13409.051098060188,7
gaussian,False,clean,9,11284,35.4,step,nearest,36.012661273651375,36.2,2165.501076975086,0.5571207831884589,13654.29455206184,6
gaussian,False,clean,9,11284,35.4,spline,nearest,,243.0,1952.8981273764214,,13387.571583563242,11
gaussian,False,clean,9,11284,35.4,exponential,superposition,17.901628468571026,,2198.1049991330583,1.108113823054743,13693.804241174052,6
gaussian,False,clean,10,11141,35.4,exponential,nearest,41.5665431797175,29.0,1779.0498810866968,1.673348402228795,13053.552438083583,6
gaussian,False,clean,10,11141,35.4,gaussian,nearest,29.831232880918428,35.2,1771.1707585875442,1.0683527385066596,13044.323986564554,6
gaussian,False,clean,10,11141,35.4,powerlaw,nearest,247.75077835489284,30.400000000000002,1782.7030135534985,1.7819350733285877,13055.489504093479,7
gaussian,False,clean,10,11141,35.4,step,nearest,36.012661273651375,36.2,2001.7456771105938,0.5521795854035749,13317.103224637565,6
gaussian,False,clean,10,11141,35.4,spline,nearest,,231.5,1777.514283962364,,13040.043543734813,11
gaussian,False,clean,10,11141,35.4,exponential,superposition,17.901628468571026,,1998.0194451480825,1.0748024258236162,13312.649915402346,6
gaussian,False,clean,11,11156,35.4,exponential,nearest,64.45122801553217,44.800000000000004,1556.7045008512298,1.8196021912713365,12810.462303369732,6
gaussian,False,clean,11,11156,35.4,gaussian,nearest,34.61407656195763,40.800000000000004,1539.1848113424448,1.0881855264791962,12790.360189302792,6
gaussian,False,clean,11,11156,35.4,powerlaw,nearest,399.9999999999999,48.800000000000004,1559.6608215973072,1.9834527320318402,12811.56049590937,7
gaussian,False,clean,11,11156,35.4,step,nearest,45.46139677689064,45.6,1718.2356178274729,0.5718230497494526,12997.298246271828,6
gaussian,False,clean,11,11156,35.4,spline,nearest,,246.70000000000002,1540.91322032853,,12780.88032046426,11
gaussian,False,clean,11,11156,35.4,exponential,superposition,19.347360582543775,,1817.1587230876264,0.9774268573963544,13113.061104931996,6
gaussian,False,clean,12,11258,35.4,exponential,nearest,40.89244510113125,28.400000000000002,2119.936964353812,1.7407620139750053,13573.78504613478,6
gaussian,False,clean,12,11258,35.4,gaussian,nearest,28.86004181323858,34.0,2104.1096835434932,1.0903342058518057,13554.715481154833,6
gaussian,False,clean,12,11258,35.4,powerlaw,nearest,248.31891713304603,30.400000000000002,2123.5988932238074,1.8581185857216627,13575.788983814942,7
gaussian,False,clean,12,11258,35.4,step,nearest,38.92103695602845,39.0,2287.7416597861975,0.5645406599876762,13777.622747409308,6
gaussian,False,clean,12,11258,35.4,spline,nearest,,243.60000000000002,2107.512882494202,,13546.775210364478,11
gaussian,False,clean,12,11258,35.4,exponential,superposition,15.32618864787106,,2396.9738211610256,1.3090455552809206,13911.95248726066,6
gaussian,False,clean,13,11234,35.4,exponential,nearest,57.02125843889905,39.6,1795.1068034239004,1.9190239404968692,13164.067867887461,6
gaussian,False,clean,13,11234,35.4,gaussian,nearest,33.33981598089805,39.400000000000006,1794.4609146823202,1.1705198238749939,13163.311033384034,6
gaussian,False,clean,13,11234,35.4,powerlaw,nearest,349.745279153063,42.800000000000004,1797.7210243847207,2.043967172974224,13164.787635330957,7
gaussian,False,clean,13,11234,35.4,step,nearest,42.06429250594897,42.2,2071.893091566801,0.5730957495336982,13492.436286238399,6
gaussian,False,clean,13,11234,35.4,spline,nearest,,55.1,1792.4070859636076,,13149.194672047714,11
gaussian,False,clean,13,11234,35.4,exponential,superposition,19.347360582543775,,2096.823030127485,1.0899808592517977,13522.411282398558,6
gaussian,False,clean,14,11303,35.4,exponential,nearest,49.568907696826756,34.4,1546.1252055978825,1.757397085551866,12943.820486909939,6
gaussian,False,clean,14,11303,35.4,gaussian,nearest,31.789063709686676,37.6,1543.2518351072197,1.0855699424462861,12940.530416589867,6
gaussian,False,clean,14,11303,35.4,powerlaw,nearest,303.8318409427028,37.2,1549.1377724682093,1.8754109076101868,12944.980096826159,7
gaussian,False,clean,14,11303,35.4,step,nearest,38.92103695602845,39.0,1809.4186893961935,0.5333491814751685,13248.874637412975,6
gaussian,False,clean,14,11303,35.4,spline,nearest,,239.70000000000002,1550.7926296354433,,12937.715238183111,11
gaussian,False,clean,14,11303,35.4,exponential,superposition,17.901628468571026,,1780.5330814683068,1.1188541674641377,13215.059437559661,6
gaussian,False,confounded,0,11035,35.4,exponential,nearest,36.213215262369424,25.200000000000003,5689.98316879727,2.1051216448245857,18456.819147081653,6
gaussian,False,confounded,0,11035,35.4,gaussian,nearest,30.876964407399687,36.4,5709.849835872688,1.4790862815791437,18490.077484036072,6
gaussian,False,confounded,0,11035,35.4,powerlaw,nearest,32.12866898893437,18.6,5676.344067214073,2.7100651672972247,18430.680168722258,7
gaussian,False,confounded,0,11035,35.4,step,nearest,45.46139677689064,45.6,5871.220884270386,0.9505344301468688,18762.455060179993,6
gaussian,False,confounded,0,11035,35.4,spline,nearest,,39.0,5594.427351941477,,18281.111277263077,11
gaussian,False,confounded,0,11035,35.4,exponential,superposition,20.909849747364827,,6131.574042838564,0.5034797380722419,19210.388507685162,6
gaussian,False,confounded,1,11172,35.4,exponential,nearest,38.967707445190214,27.200000000000003,6029.95070049736,2.218390493487396,19142.199869909527,6
gaussian,False,confounded,1,11172,35.4,gaussian,nearest,34.81181909959703,41.0,6038.703000394198,1.5315597752539216,19157.202010707264,6
gaussian,False,confounded,1,11172,35.4,powerlaw,nearest,206.58508506713417,25.400000000000002,6031.2420223406325,2.3932395892197715,19140.98565323655,7
gaussian,False,confounded,1,11172,35.4,step,nearest,53.10081021841246,53.2,6211.699859694647,1.0095723680005064,19456.157274254852,6
gaussian,False,confounded,1,11172,35.4,spline,nearest,,40.6,5988.85456702803,,19054.85122067319,11
gaussian,False,confounded,1,11172,35.4,exponential,superposition,24.42357784516539,,6604.881532072145,0.3654951110500495,20153.078976532594,6
gaussian,False,confounded,2,11117,35.4,exponential,nearest,29.83546073981643,20.8,6058.1483834620785,2.093470947513319,19147.280011897416,6
gaussian,False,confounded,2,11117,35.4,gaussian,nearest,29.366037850623933,34.6,6066.611524625491,1.4268465603838638,19161.86198819218,6
gaussian,False,confounded,2,11117,35.4,powerlaw,nearest,38.20351075757937,15.8,6056.573845874364,2.6323531165539067,19141.124424074675,7
gaussian,False,confounded,2,11117,35.4,step,nearest,36.012661273651375,36.2,6201.946150566094,0.9828252481780583,19396.557718323937,6
gaussian,False,confounded,2,11117,35.4,spline,nearest,,29.0,6001.475966917164,,19032.7909427004,11
gaussian,False,confounded,2,11117,35.4,exponential,superposition,16.563928731234586,,6395.77448594389,0.7098500073408072,19737.70809383313,6
gaussian,False,confounded,3,11200,35.4,exponential,nearest,25.327127508966523,17.6,5332.255505223673,2.456935370001177,18006.95405792632,6
gaussian,False,confounded,3,11200,35.4,gaussian,nearest,28.153465061508033,33.2,5315.053692800938,1.4750092672983774,17979.31883496157,6
gaussian,False,confounded,3,11200,35.4,powerlaw,nearest,125.66702399380551,15.4,5343.566490502742,2.6327777568904374,18021.9301468161,7
gaussian,False,confounded,3,11200,35.4,step,nearest,49.13285054333422,49.2,5431.245620795648,0.9083396880789428,18166.8121825012,6
gaussian,False,confounded,3,11200,35.4,spline,nearest,,27.200000000000003,5268.263981906966,,17888.385255424557,11
gaussian,False,confounded,3,11200,35.4,exponential,superposition,19.347360582543775,,5635.804399859004,0.5168648554410008,18501.662625912923,6
gaussian,False,confounded,4,11340,35.4,exponential,nearest,52.65974006868523,36.6,5885.928920978285,2.0571696818518435,19032.40554681732,6
gaussian,False,confounded,4,11340,35.4,gaussian,nearest,40.96127089422654,48.400000000000006,5944.24960741521,1.4503724762322838,19130.539773529596,6
gaussian,False,confounded,4,11340,35.4,powerlaw,nearest,32.15657787433483,29.0,5875.183470565556,2.8195710663433387,19011.02633061447,7
gaussian,False,confounded,4,11340,35.4,step,nearest,49.13285054333422,49.2,6190.362033259813,1.011523818399726,19550.268784773667,6
gaussian,False,confounded,4,11340,35.4,spline,nearest,,39.400000000000006,5851.701732618035,,18958.321731936085,11
gaussian,False,confounded,4,11340,35.4,exponential,superposition,67.03300775718692,,5925.029271291849,0.09152914897052238,19098.14259765535,6
gaussian,False,confounded,5,11249,35.4,exponential,nearest,29.96786276120851,20.8,6114.818253762383,2.350476573188426,19348.64517022675,6
gaussian,False,confounded,5,11249,35.4,gaussian,nearest,28.733884462153995,34.0,6127.204808862973,1.585813881986902,19369.962181290848,6
gaussian,False,confounded,5,11249,35.4,powerlaw,nearest,155.23063080711026,19.200000000000003,6116.969624983328,2.550464045542063,19348.905535392445,7
gaussian,False,confounded,5,11249,35.4,step,nearest,33.321614053498976,33.4,6314.22169199744,1.1326673467385748,19694.68349006357,6
gaussian,False,confounded,5,11249,35.4,spline,nearest,,29.3,6106.447713690364,,19317.073031913038,11
gaussian,False,confounded,5,11249,35.4,exponential,superposition,19.347360582543775,,6470.076107780884,0.6523114503832809,19969.451545303487,6
gaussian,False,confounded,6,11124,35.4,exponential,nearest,17.80486035763716,12.4,5666.628528230067,2.687040001363904,18490.406929768607,6
gaussian,False,confounded,6,11124,35.4,gaussian,nearest,21.55316533271864,25.400000000000002,5656.65374731088,1.529813933991678,18473.834195933312,6
gaussian,False,confounded,6,11124,35.4,powerlaw,nearest,83.37843007454391,10.4,5678.460986197593,3.0748950640481776,18506.757749749966,7
gaussian,False,confounded,6,11124,35.4,step,nearest,36.012661273651375,36.2,5770.501032120266,0.868115115822619,18663.87331224433,6
gaussian,False,confounded,6,11124,35.4,spline,nearest,,23.0,5575.271185922497,,18322.695118757154,11
gaussian,False,confounded,6,11124,35.4,exponential,superposition,15.32618864787106,,5808.407737810841,0.8083394366236955,18727.581758448072,6
gaussian,False,confounded,7,11060,35.4,exponential,nearest,43.1858277567624,30.0,5486.244226705766,1.5740624983280271,18139.882279440433,6
gaussian,False,confounded,7,11060,35.4,gaussian,nearest,34.99877256298616,41.400000000000006,5511.328010583377,1.0919137703311912,18181.069735138517,6
gaussian,False,confounded,7,11060,35.4,powerlaw,nearest,4.424329204649917,10.600000000000001,5466.010378497224,3.3739545331280323,18103.45241819012,7
gaussian,False,confounded,7,11060,35.4,step,nearest,42.06429250594897,42.2,5626.423795053793,0.771733502687664,18371.25874755892,6
gaussian,False,confounded,7,11060,35.4,spline,nearest,,33.5,5452.058061378442,,18067.555619895516,11
gaussian,False,confounded,7,11060,35.4,exponential,superposition,13.121267647941632,,5809.79231893733,0.9310459591352992,18678.382728190696,6
gaussian,False,confounded,8,11117,35.4,exponential,nearest,26.28737542099549,18.400000000000002,5434.45124328106,2.3407754521304804,18102.63778414539,6
gaussian,False,confounded,8,11117,35.4,gaussian,nearest,29.574471812278244,35.0,5402.965199641793,1.4792034101972327,18051.439255474917,6
gaussian,False,confounded,8,11117,35.4,powerlaw,nearest,129.02780806445244,16.0,5455.10513978577,2.638596992715735,18133.03880970828,7
gaussian,False,confounded,8,11117,35.4,step,nearest,45.46139677689064,45.6,5534.100924660839,0.9255228644781274,18265.634206319308,6
gaussian,False,confounded,8,11117,35.4,spline,nearest,,31.3,5357.858432017682,,17962.180009077856,11
gaussian,False,confounded,8,11117,35.4,exponential,superposition,17.901628468571026,,5778.8694252430405,0.6245034249586484,18672.257719669095,6
gaussian,False,confounded,9,11148,35.4,exponential,nearest,24.68127839230612,17.2,5982.262364684785,2.5941778786390066,19041.604707485814,6
gaussian,False,confounded,9,11148,35.4,gaussian,nearest,26.74514038712383,31.6,5963.71909179317,1.6184375281596066,19009.957759867582,6
gaussian,False,confounded,9,11148,35.4,powerlaw,nearest,121.7719025797368,15.0,5997.158478228697,2.7842138946886648,19063.644964553856,7
gaussian,False,confounded,9,11148,35.4,step,nearest,38.92103695602845,39.0,6107.68615444289,1.0442757774733151,19257.047451808423,6
gaussian,False,confounded,9,11148,35.4,spline,nearest,,23.6,5945.0039038858795,,18961.0546313696,11
gaussian,False,confounded,9,11148,35.4,exponential,superposition,19.347360582543775,,6215.91955033154,0.5825451345945764,19444.92027615395,6
gaussian,False,confounded,10,11200,35.4,exponential,nearest,29.085350138364657,20.200000000000003,5396.980522681864,2.3066980566038264,18111.317864828095,6
gaussian,False,confounded,10,11200,35.4,gaussian,nearest,31.05936269703486,36.6,5400.424760382412,1.4417128918811792,18116.888335927943,6
gaussian,False,confounded,10,11200,35.4,powerlaw,nearest,143.66373511296538,17.6,5408.041490579906,2.4816817897077907,18125.97612106066,7
gaussian,False,confounded,10,11200,35.4,step,nearest,45.46139677689064,45.6,5589.461122956208,0.9142898079445454,18425.264751851486,6
gaussian,False,confounded,10,11200,35.4,spline,nearest,,21.5,5381.288959885054,,18069.82011612739,11
gaussian,False,confounded,10,11200,35.4,exponential,superposition,16.563928731234586,,5752.844634171593,0.7511409941926259,18696.0191335194,6
gaussian,False,confounded,11,11261,35.4,exponential,nearest,22.397245827518738,15.600000000000001,5483.757196652854,2.4128978563604266,18303.112669519673,6
gaussian,False,confounded,11,11261,35.4,gaussian,nearest,25.549142206478763,30.200000000000003,5469.201782712054,1.4299635771526649,18279.470250405477,6
gaussian,False,confounded,11,11261,35.4,powerlaw,nearest,109.8751625215511,13.600000000000001,5494.444178958136,2.7387656201162915,18317.237539358135,7
gaussian,False,confounded,11,11261,35.4,step,nearest,38.92103695602845,39.0,5566.208379305476,0.9360842738302503,18437.61684618586,6
gaussian,False,confounded,11,11261,35.4,spline,nearest,,24.8,5433.734849636831,,18205.81463578013,11
gaussian,False,confounded,11,11261,35.4,exponential,superposition,15.32618864787106,,5755.165653687911,0.720334038416948,18749.60652300741,6
gaussian,False,confounded,12,11162,35.4,exponential,nearest,29.407145133866045,20.400000000000002,5821.740074244612,2.2981015218347536,18780.680770720497,6
gaussian,False,confounded,12,11162,35.4,gaussian,nearest,31.59713506384939,37.4,5817.093140814805,1.4437354521828203,18772.863676177512,6
gaussian,False,confounded,12,11162,35.4,powerlaw,nearest,146.5618518556745,18.0,5833.076639818182,2.474012784042158,18796.396629292096,7
gaussian,False,confounded,12,11162,35.4,step,nearest,42.06429250594897,42.2,5982.601845441993,0.954023161200143,19053.299284864373,6
gaussian,False,confounded,12,11162,35.4,spline,nearest,,22.3,5798.802647989788,,18725.343420357654,11
gaussian,False,confounded,12,11162,35.4,exponential,superposition,17.901628468571026,,6131.210791177059,0.6779355414608761,19308.667824490913,6
gaussian,False,confounded,13,11384,35.4,exponential,nearest,27.090467102253324,18.8,6265.548362196732,2.069982343256783,19714.63071456529,6
gaussian,False,confounded,13,11384,35.4,gaussian,nearest,28.00611773803408,33.0,6257.579028857337,1.2901273325256633,19700.834379040425,6
gaussian,False,confounded,13,11384,35.4,powerlaw,nearest,140.13032132099764,17.2,6269.7747621637145,2.238890722655699,19718.486735784092,7
gaussian,False,confounded,13,11384,35.4,step,nearest,42.06429250594897,42.2,6367.012464198796,0.829907012900125,19891.130026991996,6
gaussian,False,confounded,13,11384,35.4,spline,nearest,,36.9,6213.362058733795,,19607.231068177567,11
gaussian,False,confounded,13,11384,35.4,exponential,superposition,15.32618864787106,,6510.633030741289,0.8435087815857001,20143.666211767868,6
gaussian,False,confounded,14,11210,35.4,exponential,nearest,29.439859168988605,20.6,5666.112914399085,2.0425573406394255,18560.00496439122,6
gaussian,False,confounded,14,11210,35.4,gaussian,nearest,31.372458570988,37.0,5658.0421970126035,1.2816550161717488,18546.64736888701,6
gaussian,False,confounded,14,11210,35.4,powerlaw,nearest,148.96961260139645,18.400000000000002,5673.095417096343,2.197326418950784,18568.25615342416,7
gaussian,False,confounded,14,11210,35.4,step,nearest,49.13285054333422,49.2,5767.552429922981,0.7913015964467888,18728.71701081319,6
gaussian,False,confounded,14,11210,35.4,spline,nearest,,30.1,5659.88710497807,,18533.159892192063,11
gaussian,False,confounded,14,11210,35.4,exponential,superposition,17.901628468571026,,5949.735299882672,0.5765520309101576,19035.579476927203,6
gaussian,True,clean,0,11212,35.4,exponential,nearest,43.66892731881489,30.400000000000002,2959.652244968326,2.9177357204030026,14580.83228419285,6
gaussian,True,clean,0,11212,35.4,gaussian,nearest,31.190271328025283,36.800000000000004,2904.9405536963504,1.8687938221047742,14509.854869983832,6
gaussian,True,clean,0,11212,35.4,powerlaw,nearest,263.87489764117373,32.4,2969.2506741636453,3.1286327774191607,14590.717137221422,7
gaussian,True,clean,0,11212,35.4,step,nearest,42.06429250594897,42.2,3502.809223228957,0.9478879651999119,15304.578976458635,6
gaussian,True,clean,0,11212,35.4,spline,nearest,,245.9,2908.9097263028934,,14502.052256711551,11
gaussian,True,clean,0,11212,35.4,exponential,superposition,24.42357784516539,,1893.7148524314905,1.7892520279736466,13258.471271055478,6
gaussian,True,clean,1,11047,35.4,exponential,nearest,45.00828630673576,31.200000000000003,2853.3852340685307,3.163834564319655,14284.665495268999,6
gaussian,True,clean,1,11047,35.4,gaussian,nearest,30.69918465108558,36.2,2834.9149294914373,1.975131113677064,14260.801851141272,6
gaussian,True,clean,1,11047,35.4,powerlaw,nearest,273.2660913092976,33.6,2859.192175718495,3.376800196805741,14289.58902738552,7
gaussian,True,clean,1,11047,35.4,step,nearest,38.92103695602845,39.0,3499.650511328062,0.9845178013881133,15145.266594047585,6
gaussian,True,clean,1,11047,35.4,spline,nearest,,244.8,2837.050448785925,,14250.653042531372,11
gaussian,True,clean,1,11047,35.4,exponential,superposition,24.42357784516539,,1735.6039392201337,1.8975358854992221,12910.003420782417,6
gaussian,True,clean,2,11220,35.4,exponential,nearest,42.192570824155666,29.400000000000002,3494.932859086171,3.091316724380734,15301.356283088802,6
gaussian,True,clean,2,11220,35.4,gaussian,nearest,30.39534290655748,35.800000000000004,3456.8293035295974,1.969138298941291,15249.480419239084,6
gaussian,True,clean,2,11220,35.4,powerlaw,nearest,253.34698890856757,31.0,3502.7789488770127,3.293694802995263,15309.33100779528,7
gaussian,True,clean,2,11220,35.4,step,nearest,42.06429250594897,42.2,4053.663093336782,1.0008924308851257,16082.6198103666,6
gaussian,True,clean,2,11220,35.4,spline,nearest,,240.4,3460.300543910994,,15240.609543013752,11
gaussian,True,clean,2,11220,35.4,exponential,superposition,24.42357784516539,,2222.895595433979,1.9699254165785507,13661.32933487959,6
gaussian,True,clean,3,11166,35.4,exponential,nearest,37.77018734002791,26.200000000000003,3051.339239535361,3.0515585383333343,14656.5922268807,6
gaussian,True,clean,3,11166,35.4,gaussian,nearest,28.597411712085037,33.800000000000004,3036.109479164879,1.9236974889997707,14636.61513305067,6
gaussian,True,clean,3,11166,35.4,powerlaw,nearest,222.683364299983,27.400000000000002,3058.193808349864,3.2508983504491256,14662.965763045439,7
gaussian,True,clean,3,11166,35.4,step,nearest,33.321614053498976,33.4,3696.8703910619893,1.0011601150679066,15528.894144375077,6
gaussian,True,clean,3,11166,35.4,spline,nearest,,36.4,3033.8962665467416,,14620.614562959736,11
gaussian,True,clean,3,11166,35.4,exponential,superposition,22.598525240277887,,1966.1431960217037,1.9911978155228218,13299.1839756059,6
gaussian,True,clean,4,11259,35.4,exponential,nearest,38.285793037055534,26.6,3363.156474949927,3.1495138343402203,15159.579384348686,6
gaussian,True,clean,4,11259,35.4,gaussian,nearest,28.61948454071951,33.800000000000004,3353.982490984836,1.979983538672842,15147.232187083982,6
gaussian,True,clean,4,11259,35.4,powerlaw,nearest,226.82064865456357,27.8,3369.1776000378436,3.357801076222423,15164.994559043065,7
gaussian,True,clean,4,11259,35.4,step,nearest,36.012661273651375,36.2,4029.7480831557805,1.015337523671936,16084.206984977814,6
gaussian,True,clean,4,11259,35.4,spline,nearest,,229.8,3351.1292168774985,,15129.94997377699,11
gaussian,True,clean,4,11259,35.4,exponential,superposition,24.42357784516539,,1984.2135690102627,1.8896274653815186,13412.108411750476,6
gaussian,True,clean,5,11239,35.4,exponential,nearest,43.64879543306797,30.400000000000002,2652.137664070077,3.0935005452063455,14212.480863709448,6
gaussian,True,clean,5,11239,35.4,gaussian,nearest,29.999741507863014,35.4,2602.3128582947875,1.9609800593706583,14149.613458842226,6
gaussian,True,clean,5,11239,35.4,powerlaw,nearest,266.6570317642055,32.800000000000004,2659.2904196913114,3.3260596012845407,14218.998368018782,7
gaussian,True,clean,5,11239,35.4,step,nearest,42.06429250594897,42.2,3267.079364330527,1.001118402485947,15011.784052803714,6
