gene,corr_zonation,detection_rate
Cbln3,0.0031446656,0.0008934664387271972
Cbln4,-0.0010778831,0.00010552753213313353
Cbs,-0.09998387,0.37047198947538745
Cbx1,-0.003181176,0.017278374594598397
Cbx2,0.011002871,0.0034542678851579045
Cbx3,-0.012760958,0.2803936880465447
Cbx5,-0.013851235,0.044180860119738576
Cbx7,0.0040152585,0.02640298853971001
Ccar2,-0.0082963435,0.04105020999978894
Ccdc130,-0.00054164504,0.01625827511731144
Ccdc184,-0.0016777854,0.00012663303855976025
Cckbr,0.000113912196,0.00010552753213313353
Ccl1,0.0033394366,0.00014773854498638695
Ccl11,0.0026834966,0.00028140675235502273
Ccl12,0.0006087225,0.0003376881028260273
Ccl17,-0.0035010716,0.0006964817120786814
Ccl19,-0.0053804913,0.0022442188500313067
Ccl2,-0.016686905,0.004903512659786271
Ccl20,0.0041174185,0.0002884419211638983
Ccl21a,-0.0065499917,0.0022301485124135555
Ccl21b,-0.0018992884,0.000977888464433704
Ccl24,-0.018186154,0.0056844163975714596
Ccl25,0.038727753,0.016187923429222685
Ccl3,-0.00034687767,0.001596983319614754
Ccl7,-0.0032663818,0.0007879389065940637
Ccl8,-0.0008749485,0.0003376881028260273
Ccn1,0.10965813,0.06524415553351202
Ccn2,-0.012979305,0.016110536572325054
