gene,corr_zonation,detection_rate
Dync2h1,0.011712346,0.01616681792279606
Dyrk1a,-0.00474098,0.06848736835440367
Dysf,-0.017797865,0.01354269995708547
E2f1,-0.0147178015,0.012536670817416265
E2f2,0.005713276,0.0061979837206193765
E2f3,-0.0011446567,0.01032059264262046
E2f4,0.0037629274,0.04600296884123735
E2f5,-0.017742392,0.042619052644168195
Ebf2,0.000835462,0.0002743715835461472
Ebf3,-0.004605488,0.0006894465432698058
Ebi3,-0.01158385,0.004826125802888641
Ece1,-0.03072304,0.3963754810296673
Ecel1,-0.0022227035,0.00016884405141301366
Echdc1,-0.03036908,0.20473044750708794
Echs1,-0.013061076,0.5356155420949326
Eci3,-0.00416844,0.0003025122587816495
Ecpas,0.01846417,0.1537395439803578
Ecscr,-0.0093534365,0.0036371822741886693
Ect2,0.010650442,0.006788937900564924
Eda,0.0032908854,0.003004017081389868
Edar,0.009977016,0.00021105506426626706
Edc4,-0.0032056798,0.05126527511027627
Edil3,0.00095010235,0.00023919573950176935
Edn1,0.015654989,0.0016743701765123853
Edn3,-0.00096664607,0.00014773854498638695
Ednra,-0.009233483,0.009483407554364267
Ednrb,-0.033555936,0.02832358962453304
Eea1,-0.012809218,0.13350639848603169
Eed,-0.0058289706,0.0757898735780165
Eepd1,-0.025565429,0.04729040473326158
Efcab14,-0.01261635,0.050104472256811805
Efcab3,0.009858265,0.00035175844044377843
Efemp1,0.011409574,0.01343013725614346
Efna1,-0.031984452,0.23901282511273858
Efna2,-0.0036200173,0.001125627009420091
Efna3,0.00032430238,0.0003447232716349029
Efna5,0.008305021,0.024222086208958583
Efnb1,-0.05347305,0.07318686111873254
Efnb2,-0.04870026,0.019220081185848056
Efnb3,0.002935389,0.0025185904335774537
Egfl7,-0.03617044,0.13795262517324103
Egfr,-0.08673242,0.6820455456828687
Egln1,-0.0139762815,0.052355726275651986
Egln2,0.00014129885,0.20582793384127251
Egln3,0.13547923,0.05428336252928389
Egr1,-0.005179072,0.016047220053045173
Egr2,-0.0046814163,0.0004713563101946631
Egr3,-0.00379193,0.000717587218505308
Egr4,-0.0025756327,0.0004502508037680364
Ehd4,-0.0018664647,0.010559788382122228
Ehhadh,0.029804401,0.3408609639588302
Ehmt1,0.012289225,0.020394954376930275
Ehmt2,-0.0076210126,0.22689826442385486
Eif2a,0.010637441,0.12525414547322064
Eif2ak2,-0.025476005,0.0324813743905785
Eif2ak3,-0.018159464,0.08321901184018911
Eif2ak4,0.004660367,0.017630133035042177
Eif2b1,-0.0045647034,0.09028935649310905
Eif2s1,-0.0018089527,0.010946722666610386
Eif2s2,0.001893184,0.0634079764743955
Eif3i,0.01832565,0.22580781325847915
Eif4a3,-0.0049113,0.14325010728632434
Eif4e,-0.0039354316,0.045236135441069907
Eif4ebp1,0.0056992867,0.008878383036800969
Eif4ebp2,0.009632858,0.5272436912123707
Eif4enif1,-0.005976122,0.10976973892488551
Eif4g1,-0.0003283752,0.4257895218195761
Eif4g3,0.015846288,0.10181296300204723
Eipr1,-0.0060442304,0.014077372786560013
Elac2,0.007986413,0.03475373391584531
Elavl1,-0.01712335,0.19571136109410944
Elavl2,-0.0025940512,0.00014070337617751137
Elavl3,0.0029853084,0.00018994955783964036
Elavl4,0.00034585688,0.0001829143890307648
Elf2,0.001600172,0.10274160528481881
Elf3,0.0031231847,0.003004017081389868
Elk1,-0.007958385,0.021189928452333213
Elmo1,0.004008078,0.013929634241573627
Elmo3,0.0037507694,0.06169843045383874
Eln,0.009278082,0.0036371822741886693
Eloa,-0.0060005463,0.19196865128778764
Elob,0.0064336755,0.06106526526103994
Eloc,-0.0005106936,0.035253230901275474
Elovl1,-0.017198669,0.05551451707083711
Elovl4,-0.0014038197,0.0003025122587816495
Elp2,0.016141713,0.032685394286035896
Emc1,-0.001209032,0.14828025298467037
Emc10,0.022956064,0.13462499032664288
Emc2,-0.008964145,0.04231654038538655
Emc3,-0.005104005,0.14136468204554567
Emc4,-0.00809997,0.11262601746128899
Emc6,0.0045130868,0.35668305860999133
Emd,-0.0022172288,0.035865290587647654
Eme1,0.0004654665,0.000865325763491695
Emilin1,-0.030597746,0.04517281892179003
Emsy,-0.002686465,0.046066285360517226
Emx1,0.0035672905,0.0002673364147372716
Emx2,0.0010690598,0.0008582905946828194
En1,0.0012034469,0.00021809023307514265
En2,8.257611e-06,0.000668341036843179
Enah,-0.004638445,0.0050020050231105295
Eng,-0.012715197,0.2118781790169055
Eno1,-0.12662385,0.28054846176033993
Eno2,-0.0028418154,0.00048542664781241424
Enpp1,0.044792924,0.0907325721280682
Enpp6,-0.024876203,0.01503415574456709
Entpd1,-0.023325182,0.023173846056436125
Eomes,-0.0005399495,0.0003236177652082762
Ep300,-0.0015342287,0.11206320395657894
Ep400,-0.005372731,0.12582399414673956
Epas1,-0.042602777,0.48114926517661794
Epb41,0.03706723,0.3129383789564031
Epb41l1,-0.009820807,0.011650239547497943
Epb41l2,-0.01747976,0.012438178454092006
Epb41l3,-0.024335938,0.007555771300732361
Epb41l4a,-0.006047864,0.00111155667180234
Epb42,0.0038656779,0.002567836615239583
Epc1,-0.0015963886,0.052243163574709976
Epc2,0.00574141,0.04860598130052131
Epcam,-0.018415252,0.008062303454971402
Epha1,-0.010575469,0.09784512779384141
Epha10,0.0022395453,0.00019698472664851592
Epha2,-0.024048217,0.04955572908971951
Epha3,-0.005229658,0.0027929620171236007
Epha4,0.005100752,0.0006613058680343035
Epha5,-0.00046513736,0.000358793609252654
Epha7,-0.015552211,0.006183913383001625
Ephb1,0.00035942832,0.0001547737137952625
Ephb2,-0.0028041964,0.000816079581829566
Ephb3,0.0056408965,0.0008371850882561927
Ephb4,-0.03280481,0.05726627410424713
Ephx2,0.09331083,0.6556566274807764
Epm2a,-0.007351524,0.02064118528524092
Epn3,-0.0054123835,0.0014773854498638696
Epo,0.000668274,0.0002251254018840182
Epor,-0.011837493,0.012839183076197913
Eps15,-0.041246273,0.20536361269988673
Eps15l1,0.0030093468,0.03856679541025587
Epx,-0.0027135138,0.00019698472664851592
Erap1,0.011245033,0.07808333860970994
Erbb2,-0.005426602,0.003918589026543692
Erbb3,0.044306535,0.17903801101707437
Erbb4,-0.011101327,0.008498483921121687
Erbin,0.0085589755,0.2689474683945041
Erc2,0.029476356,0.013598981307556475
Ercc1,-0.0051379623,0.005009040191919405
Ercc2,-0.0016034282,0.01292360510190442
Ercc6,0.001385694,0.03317082093384831
Ercc6l,-0.001509492,0.0008090444130206904
Ereg,0.0048845033,0.0022090430059869288
Erg,-0.02071306,0.015695461612601394
Erg28,0.013585672,0.14154056126576758
Ern1,0.005456831,0.26183491272873094
Ern2,0.000598708,0.0002251254018840182
Ero1l,-0.01621664,0.07382706148034023
Ero1lb,-0.058608852,0.15316266013803
Erp44,-0.065148495,0.262735414336267
Esam,-0.016181266,0.025143693322921285
Esd,-0.05177291,0.3057343660961145
Espl1,0.00045538537,0.0030743687694786237
Espn,-0.0026525266,0.00061909485518105
Esr1,-0.055966917,0.086504435673934
Esr2,0.0011870695,0.000309547427590525
Esrra,-0.034327347,0.054705472657816424
Esrrb,-0.006088031,0.0015899481508058785
Esrrg,0.03097485,0.0036301471053797937
Ess2,0.00073522987,0.012325615753149997
Esyt2,0.0052347644,0.10252351505174366
Esyt3,0.004215117,0.0007949740754029393
Etfbkmt,0.0690401,0.2075304446930204
Etnk1,-0.07330836,0.11931646299852965
Etnppl,-0.33558708,0.264543452720148
Ets1,-0.054813836,0.11398380504140197
Ets2,-0.026035013,0.08271247968595007
Etv1,-0.0034019342,0.003229142483273886
Etv2,-0.0012031342,0.00021809023307514265
Etv3,-0.0060355808,0.059693407343309204
Etv4,-0.0035898688,0.00039396945329703184
Etv5,-0.024419878,0.010707526927108616
Etv6,-0.017882582,0.03480298009750744
Eva1a,-0.04723022,0.2946117642092822
Evl,-0.021743925,0.016089431065898427
Evpl,-0.0034629419,0.0007597982313585614
Evx1,0.0033425912,0.00016884405141301366
Evx2,0.004176396,0.0001829143890307648
Ewsr1,0.012634226,0.10626622485806547
Exoc3l2,-0.0052099572,0.012220088221016863
Exoc4,-0.009479174,0.04529945196034979
Exosc9,0.0055443435,0.02400399597588344
Exph5,0.070867136,0.06542003475373391
Ext1,-0.032509934,0.12360088080313487
Ext2,-0.0059287413,0.07182203836981069
Extl1,0.035006292,0.012508530142180762
Eya1,-0.0008974505,0.000506532154239041
Eya2,0.0024097557,0.0009075367763449484
Eya3,-0.0028308292,0.025453240750511807
Eya4,-0.0029095125,0.0015547723067615008
Ezh1,-0.0005220449,0.02570650682763133
Ezh2,0.009731287,0.01732058560745165
Ezr,-0.0010307971,0.016187923429222685
F11r,-0.073992185,0.1723968116614958
F13a1,-0.0007712069,0.004678387257902253
F2r,-0.020069273,0.05926426204596779
F2rl1,0.00038672244,0.002117585811471546
F2rl2,-0.0012235383,0.0010482401525224597
F2rl3,-0.00065513724,0.0005909541799455478
F3,-0.0001867019,0.0032713534961271397
F8,-0.03234568,0.06103008941699556
F9,-0.09168438,0.38810212251042964
Faah,-0.0083049275,0.3391092069254202
Faap100,0.00080149545,0.01665224457060847
Fabp12,-0.0017083553,0.0002532660771195205
Fabp3,0.0012176181,0.0005135673230479166
Fabp4,0.07004899,0.04967532695947039
Fabp7,-0.026543938,0.01568842644379252
Fadd,-0.0058223563,0.065019030131628
Fah,0.12033916,0.6002265324356458
Fam104a,-0.0067169988,0.021661284762527877
Fam107b,0.15566549,0.18157067178826955
Fam129a,-0.018389545,0.01862209183709363
Fam136a,0.012391983,0.20527215550537134
Fam13b,0.008433813,0.06652455625672737
Fam192a,-0.009697928,0.038355740345989604
Fam20a,-0.022431957,0.08805217281188663
Fam20c,-0.00083229,0.18937267399731256
Fam210a,0.0129973,0.16047220053045172
Fam210b,0.028176602,0.24952336731319869
Fam214a,0.017111376,0.09141498350252915
Fam49b,-0.015335983,0.03603413463906066
Fam83d,-0.009976016,0.002251254018840182
Fam92a,0.03221352,0.09047227088213981
Fancc,-0.0008536773,0.010967828173037012
Fanci,-0.0016559733,0.0002532660771195205
Fancl,0.02990322,0.028633137052123565
Fap,-9.371379e-09,0.001076380827757962
Far2,-0.0011855043,0.0006472355304165524
Fas,0.010989971,0.045608999387940316
Fasl,-0.0047687143,0.0012874358920242292
Fasn,-0.15813665,0.5014949733718861
Fat1,-0.03511497,0.10255165572697916
Fat4,-0.01610397,0.01063717523901986
Fbh1,-0.0013043475,0.052081354692105834
Fbl,0.0037917232,0.06162104359694111
Fbln1,0.0037151845,0.002743715835461472
Fbln2,-0.0026103733,0.001990952772911786
Fbn1,-0.022910943,0.013282398711157075
Fbxl12,-0.0033521373,0.02786630365195613
Fbxl13,0.00047846837,0.0004994969854301654
Fbxl16,-0.010493882,0.0007316575561230592
Fbxl17,6.717153e-05,0.07720394250860049
Fbxl19,-0.009753929,0.037743680659617425
Fbxl20,0.03004678,0.1230169617919982
Fbxl3,-0.013213304,0.0661727978162836
Fbxl4,-0.009312869,0.045236135441069907
Fbxl7,-0.016910095,0.006887430263889182
Fbxo11,-0.0100375805,0.04565121040079357
Fbxo17,-0.020546896,0.010841195134477252
Fbxo2,-0.0010924548,0.0010200994772869576
Fbxo21,0.06485448,0.1212300289145438
Fbxo3,0.03229738,0.20005909541799455
Fbxo31,-0.009925628,0.16061290390662925
Fbxo32,-0.0022487037,0.009659286774586157
Fbxo33,-0.013188267,0.05572557213510338
Fbxo4,0.0059336955,0.032544690909858384
Fbxo41,-0.00082229584,0.000358793609252654
Fbxo5,-0.003680441,0.004488437700062613
Fbxw11,-0.0055728676,0.08355669994301514
Fbxw7,-0.0136044435,0.047888394082016
Fcgr1,-0.021403452,0.012388932272429877
Fcgr2b,-0.059861682,0.11078280323336359
Fcgr3,-0.03082476,0.03634368206665119
Fcgr4,-0.035517808,0.031088410966421138
Fcgrt,0.052586727,0.47187691268651993
Fcmr,-0.0022339886,0.0011819083598910956
Fcrls,-0.0028101387,0.0001829143890307648
Fdx1,0.11755119,0.4627311932349817
Fen1,-0.0030940042,0.005213060087376797
Fermt1,-0.006856667,0.0008512554258739438
Fermt3,-0.011779792,0.028597961208079187
Fezf1,-0.000151628,0.0002462309083106449
Fezf2,-0.0019344093,9.849236332425796e-05
Ffar1,-0.0033148932,0.000408039790914783
Ffar2,-0.00071426755,0.0013155765672597313
Ffar3,0.0053295405,0.00010552753213313353
Ffar4,0.005182648,0.00048542664781241424
Fga,-0.30443832,0.9602372258922353
Fgb,-0.24557541,0.9800341909204111
Fgf1,0.05915609,0.2480741225385703
Fgf10,-0.0010261523,0.00018994955783964036
Fgf12,0.0013898658,0.0023919573950176936
Fgf15,0.0011271562,9.14571945153824e-05
Fgf16,-0.00029146357,0.00014070337617751137
Fgf17,-0.0013240364,0.0001547737137952625
Fgf18,0.0021183565,0.0003236177652082762
Fgf2,-0.0018945913,0.0018783900719697769
Fgf21,-0.0943434,0.08509740191215888
Fgf22,0.004532412,0.0002673364147372716
Fgf23,-0.0019025457,0.00014773854498638695
Fgf3,0.0014248841,6.331651927988012e-05
Fgf4,0.0019110172,0.00018994955783964036
Fgf5,0.0023655265,0.00012663303855976025
Fgf7,0.0018463071,0.0004713563101946631
Fgf8,-0.0026773834,0.0001829143890307648
Fgf9,0.005294937,0.0006824113744609302
Fgfbp3,-0.0032226958,0.0017447218646011412
Fgfr1,-0.033319965,0.012642198349549397
Fgfr1op,-0.0049494896,0.04218990734682679
Fgfr2,-0.044524785,0.09356070998923618
Fgfr3,-0.028897082,0.12000590954179946
Fgfr4,-0.0353615,0.12908127730524893
Fgg,-0.33758032,0.9900170954602056
Fgl1,-0.046082392,0.5470054803965021
Fgr,-0.0035788955,0.007415067924554849
Fh1,-0.02147709,0.32273836910716674
Fhl2,-0.002308462,0.0008793961011094461
Fhod1,-0.0116646355,0.02786630365195613
Fibcd1,-0.0043682875,0.0003025122587816495
Fign,0.017732663,0.01708138986794988
Fkbp5,-0.063323066,0.17234756547983368
Fli1,-0.029819125,0.025178869166965663
Flna,-0.021620419,0.05772356007682404
Flnb,-0.010422476,0.21898369951386984
Flot1,0.038117003,0.05832858459438734
Flot2,0.0060331603,0.16761993204026931
Flt1,-0.013770663,0.026297461007576878
Flt3,-0.0049178745,0.000914571945153824
Flt3l,-0.0053298282,0.009926623189323427
Flt4,-0.05876884,0.09007830142884278
Fmc1,-0.018968513,0.17312143404881
Fmo4,-0.004929686,0.01243114328528313
Fmod,0.0030565574,0.003967835208205821
Fmr1,-0.003782913,0.06577882836298657
Fn1,-0.14368093,0.842482570369276
Fndc5,-0.003998008,0.000408039790914783
Folh1,-0.00030468986,0.00016884405141301366
Folr1,0.0023206105,0.000457285972576912
Folr2,-0.03554292,0.023574850678542033
Fopnl,-0.001383287,0.02319495156286275
Fos,-0.016169129,0.0037778856503661805
Fosl1,0.0026479578,0.0002462309083106449
Fosl2,0.0068341843,0.022674349071005958
Foxa1,0.03997518,0.0908803106730546
Foxa2,0.012322102,0.07002103515473854
Foxb1,-0.0015089533,0.00019698472664851592
Foxc1,-0.0027371887,0.0010482401525224597
Foxc2,0.001776763,0.000506532154239041
Foxd1,0.0042232475,0.0001125627009420091
Foxd2,-0.0012935874,0.0009427126203893262
Foxd3,-0.001790023,7.738685689763126e-05
Foxf1,0.0012202946,0.003897483520117065
Foxg1,-0.000517439,0.0002673364147372716
Foxh1,-0.0003984866,0.0002743715835461472
Foxi1,-0.00026804756,0.0007457278937408103
Foxi2,-0.001562346,0.00014773854498638695
Foxj1,-0.006209752,0.0008371850882561927
Foxj2,-0.0022423812,0.03209444010609035
Foxj3,-0.00010799403,0.01521003496478898
Foxl2,-0.00055620976,0.00039396945329703184
Foxm1,-0.00018875854,0.0020472341233827907
Foxn1,-0.0032174073,0.0001618088826041381
Foxn4,-0.00048084228,0.00012663303855976025
Foxo1,0.024573663,0.14591643626488818
Foxo3,0.01442334,0.07818886614184307
Foxo4,-0.0024676253,0.02299093166740536
Foxp1,-0.047974154,0.10098281308259992
Foxp2,0.003584963,0.02069043146690305
Foxp3,0.00094549067,0.00021809023307514265
Foxp4,-0.025237793,0.10905215170638019
Foxq1,-0.051797435,0.03946026184898307
Fpr1,-0.014851561,0.018938674433493032
Fpr2,-0.0052074315,0.013964810085618005
Fras1,-0.02727138,0.0035949712613354157
Frk,-0.0024550876,0.010651245576637611
Frmd7,0.0002424298,0.0003658287780615296
Frmpd1,0.0025950542,0.0001618088826041381
Frrs1,0.014779243,0.03261504259794714
Frrs1l,0.0018701956,0.0004361804661502853
Frs2,-0.00048791865,0.0559225568617519
Fryl,-0.006965989,0.04102910449336232
Frzb,0.008066602,0.0028492433675946054
Fscn1,-0.01306951,0.01665224457060847
Fscn2,0.0014671847,0.00012663303855976025
Fshb,0.002208924,0.0001336682073686358
Fshr,0.0019121845,0.0001336682073686358
Fst,-0.045755975,0.010883406147330505
Fstl1,0.0007520387,0.020887416193551563
Fstl4,-0.0052308575,0.0010482401525224597
Fstl5,-0.0013264975,0.00021105506426626706
Fthl17a,-0.0013709083,0.00014773854498638695
Fto,-0.018652804,0.10599888844332819
Ftsj1,0.00096154684,0.07946223169624955
Fubp1,0.008752887,0.053530599466734205
Fundc1,-0.014932764,0.04171855103663213
Furin,-0.027794328,0.6562897926735752
Fus,-0.00040370482,0.06094566739128905
Fut1,-0.0036925073,0.003362810690642522
Fut4,-0.0042026867,0.0010904511653757132
Fv1,-0.0047762413,0.007590947144776739
Fxn,5.9132133e-05,0.01038390916190034
Fxr1,-0.00094639306,0.13935262376620727
Fxyd2,-0.0040437547,0.0005909541799455478
Fyb,-0.0464604,0.07590243627895851
Fyn,-0.03245922,0.05950345778546956
Fzd1,-0.004274516,0.06144516437671922
Fzd10,-0.0024879526,0.00014070337617751137
Fzd2,0.0007108128,0.0004783914790035387
Fzd3,0.0055484534,0.0005276376606656676
Fzd4,-0.0048229666,0.049133618961186974
Fzd5,-0.0009385671,0.02108440092020008
Fzd6,0.003580004,0.005395974476407561
Fzd7,0.04992367,0.03272057013008027
Fzd8,0.018106578,0.015231140471215607
G3bp1,-0.009400664,0.07514263804759995
G6pc,-0.09176027,0.6598355177532484
G6pc2,-0.00056959625,0.0005276376606656676
G6pdx,-0.008965377,0.006071350682059616
Gaa,-0.023903847,0.1279134392829756
Gab1,0.003021784,0.0624863693604328
Gabbr1,-0.018194431,0.015484406548335126
Gabbr2,-0.027698528,0.0739466593500911
Gabpb1,-0.013121246,0.028668312896167943
Gabra1,0.00015670327,0.0001336682073686358
Gabra2,-0.0042346967,5.628135047100455e-05
Gabra5,0.0044944827,0.00012663303855976025
Gabra6,0.002213923,0.0001618088826041381
Gabrb2,0.0011236237,4.924618166212898e-05
Gabrb3,0.1496571,0.008027127610927024
Gabrd,0.0021026442,0.001125627009420091
Gabrg1,0.006891278,0.0002884419211638983
Gabrg2,0.004991645,6.331651927988012e-05
Gabrg3,0.0035677045,0.0001547737137952625
Gabrp,0.0010315654,0.0004502508037680364
Gabrq,-0.0021725772,0.0005768838423277966
Gabrr2,-0.0011118933,0.0006261300239899256
Gad1,-0.0042326227,0.00018994955783964036
Gad2,-0.0020651126,0.00021809023307514265
Gadd45a,-0.0025534497,0.0055296426837761975
Gak,0.01791646,0.14486116094355683
Gal,0.0027885507,0.0002954770899727739
Gal3st1,0.014727089,0.002954770899727739
Galc,-0.029510975,0.01736983178911378
Galnt14,0.004925451,0.00117487319108222
Galnt15,-0.03459301,0.011122601886832275
Galnt17,0.002971409,0.0006964817120786814
Galnt18,-0.01254589,0.007654263664056619
Galnt2,-0.004218161,0.17471138219961588
Galntl5,0.0007509308,0.00018994955783964036
Galp,-0.0010966085,9.849236332425796e-05
Galr1,-0.0039008954,0.00018994955783964036
Galr2,0.0062639117,0.0003447232716349029
Gap43,-0.0007308348,0.00021105506426626706
Gar1,0.0028637487,0.026881380018713548
Garem1,0.00015405864,0.12299585628557157
Gars,-0.008559781,0.09732452530198463
Gart,0.009999332,0.05264416819681588
Gas1,0.0048536523,0.045468296011762804
Gas6,0.032346766,0.09643105886325742
Gast,0.0017842097,6.331651927988012e-05
Gata1,0.002407593,0.0022442188500313067
Gata2,-0.014364485,0.011199988743729905
Gata3,0.0020440689,0.004031151727485701
Gata4,-0.014629101,0.040606994364829785
Gata5,0.0068159006,0.0005487431670922944
Gata6,-0.01699637,0.04339292121314451
Gatad2b,0.00494929,0.07839992120610934
Gatd3a,0.0024824562,0.30841476541229607
Gatm,-0.022396062,0.04171151586782325
Gba,-0.005434641,0.04549643668699831
Gba2,0.08725939,0.023617061691395286
Gbf1,0.010004036,0.05669642543072821
Gbp2,-0.020980712,0.011249234925392034
Gbp2b,-0.019617015,0.005705521903998086
Gbp3,-0.026531102,0.014858276524345201
Gbx1,-0.0029154422,0.0004994969854301654
Gbx2,-0.0043257046,0.00037286394687040513
Gcat,-0.027776424,0.1304742407294063
Gcg,0.00020729998,5.628135047100455e-05
Gcgr,0.012789206,0.4830557959238232
Gch1,0.05931796,0.3579845648396333
Gck,0.04925544,0.21597968243247997
Gckr,-0.027031837,0.2807243409805618
Gcm1,0.003381067,0.00023919573950176935
Gcm2,-0.0009926792,0.00018994955783964036
Gcnt3,-0.001125541,0.0002040198954573915
Gcnt4,-0.020978972,0.01552661756118838
Gdap1,0.0013106703,0.0003165825963994006
Gdf1,0.007757906,0.0002673364147372716
Gdf10,-0.017870732,0.023743694729955044
Gdf11,-0.0031769942,0.0005628135047100455
Gdf15,0.014444127,0.005234165593803423
Gdf2,-0.00938146,0.04207734464588478
Gdf5,0.00066469784,7.035168808875568e-05
Gdf7,0.0042394456,0.0002884419211638983
Gdf9,0.0061390065,0.0014984909562904961
Gdnf,-0.0026879858,0.0001125627009420091
Gdpd1,-0.0086363815,0.003053263263051997
Gdpd2,-0.00016888563,0.0019206010848230304
Gem,0.058290925,0.017524605502909043
Gen1,0.0019877618,0.0025889421216662096
Gfap,-0.0020561544,0.002835173029976854
Gfi1,-0.004986643,0.00488944232216852
Gfi1b,0.0039541023,0.0003165825963994006
Gfpt1,-0.026586387,0.04983713584207453
Gfpt2,0.012103468,0.0014914557874816205
Gfra1,0.12933664,0.47469098021007017
Gfra2,-0.017145434,0.0031447204575673795
Gfra3,0.00078208727,0.0001547737137952625
Ggnbp1,0.015608994,0.03950247286183632
Ggnbp2,0.010028705,0.20245808798182113
Ggps1,0.00310282,0.03554870799124825
Gh,-0.005837722,0.0001125627009420091
Ghr,0.11439045,0.857805168035007
Ghrh,-0.002460217,0.00021105506426626706
Ghrhr,0.0038576508,7.035168808875568e-05
Ghrl,-0.0018277203,7.035168808875568e-05
Ghsr,-0.0018932981,0.0003658287780615296
Gigyf2,-0.0035447925,0.08519589427548314
Gimap4,-0.025918454,0.0398260906270446
Gip,-0.0008253793,0.00012663303855976025
Gipc1,-0.009540333,0.04897181007858283
Gipr,0.0011574904,0.00023216057069289377
Gja1,-0.011353238,0.032305495170356614
Gja3,0.00081688503,9.14571945153824e-05
Gja4,-0.012126579,0.020233145494326137
Gja5,-0.02013258,0.0042140661165164656
Gja8,-0.0016269127,0.0002040198954573915
Gjb1,0.018575372,0.3494720105808939
Gjb2,-0.19130418,0.7917027219068121
Gjb6,0.0002980919,0.0001547737137952625
Gjc1,0.0051212735,0.0019135659160141548
Gjd2,0.008030926,0.00026030124592839603
Gk,0.045752447,0.3311172551585375
Gkn2,-0.0011797165,0.0001125627009420091
Gla,-0.0005102946,0.007724615352145375
Glb1,-0.018162536,0.05414969432191526
Gldc,-0.17990111,0.1027134646095833
Gldn,-0.019859843,0.001829143890307648
Glg1,-0.020224296,0.0949114624005403
Gli1,-0.0019067761,0.00018994955783964036
Gli2,-0.0006378139,0.00014070337617751137
Gli3,0.004442001,0.0023286408757378133
Glis3,-0.0076786233,0.008167830987104536
Glmp,-0.01784352,0.07891348852915726
Glo1,0.008265847,0.3118338574534096
Glp1r,0.0046734815,0.0001336682073686358
Glra1,-0.0008594627,0.00021105506426626706
Glra2,-0.0012259001,0.00021105506426626706
Glra3,0.001492053,0.0001829143890307648
Glud1,0.20317812,0.7941509606523008
Glul,0.75698745,0.46067692394279003
Glyat,0.01476136,0.7550072813997172
Gm2a,-0.20360912,0.42221565606466727
Gmds,-0.0012006144,0.004326628817458475
Gmfb,0.010049223,0.08974061332601675
Gmnc,-0.0028633336,0.0001547737137952625
Gmnn,-0.0036076014,0.02389143327494143
Gna11,-0.0036502953,0.06927530726099773
Gna12,0.03452801,0.245435934235242
Gna13,-0.0072267572,0.0345848898644323
Gna14,0.067712486,0.012951745777139922
Gnai1,0.12612222,0.014865311693154077
Gnai2,0.034488373,0.28761177124445103
Gnai3,-0.00975939,0.14712648530001476
Gnal,-0.0032623722,0.003250247989700513
Gnao1,-0.013882616,0.0064723553041655234
Gnaq,0.005478434,0.10004713563101947
Gnat1,-0.00020141203,0.002856278536403481
Gnat2,-0.006696446,0.001322611736068607
Gnat3,0.0004931977,0.0002743715835461472
Gnaz,0.0023344439,0.0004221101285325341
Gnb1,-0.019217674,0.2597736082677304
Gnb3,0.0058890674,0.0001336682073686358
Gnrh1,0.006836979,0.0045236135441069905
Gnrhr,0.0021890001,0.00028140675235502273
Golga2,-0.002529538,0.03913664408377479
Golga3,-0.0035192424,0.05331250923365906
Golga5,-0.0009461053,0.05947531711023406
Gopc,-0.029446995,0.07883610167225963
Gorasp1,0.025555924,0.03808136876244345
Gosr1,0.015820315,0.057561751194219905
Got2,0.023094427,0.7044947693519906
Gpa33,-0.004116054,0.0004783914790035387
Gpam,-0.007827721,0.28194142518449733
Gpat2,0.009324066,0.0032572831585093885
Gpbar1,-0.0013398782,0.0002040198954573915
Gpc3,0.0026040508,0.0006472355304165524
Gpc4,-0.030462896,0.4778145951612109
Gpc6,-0.020433422,0.006141702370148372
Gpd1,0.071127094,0.39982271374601636
Gper1,0.0010938933,0.0003165825963994006
Gphn,0.03697496,0.13336569510985416
Gpi1,-0.13262054,0.27535650717938975
Gpm6a,0.0040836567,0.0012452248791709757
Gpnmb,-0.004844318,0.0031095446135230016
Gpr101,-0.00058678765,0.0002673364147372716
Gpr107,-0.003546638,0.036210013859282554
Gpr139,-0.0003853096,8.442202570650683e-05
Gpr141b,0.0003588942,0.000358793609252654
Gpr143,-0.0056318617,0.0004713563101946631
Gpr149,-0.002264062,0.0001618088826041381
Gpr17,0.002418,0.0003869342844881563
Gpr183,-0.004683942,0.0008864312699183217
Gpr20,0.0021454855,0.00016884405141301366
Gpr22,-0.0032462482,0.00048542664781241424
Gpr26,-0.001023762,6.331651927988012e-05
Gpr35,-0.005318366,0.0010693456589490865
Gpr37l1,-0.0013489048,0.000358793609252654
Gpr39,0.0051547317,0.01316280084140619
Gpr4,-0.012170349,0.0054452206580696905
Gpr50,-0.0016639207,0.0002040198954573915
Gpr6,0.0028254914,6.331651927988012e-05
Gpr65,-0.016762458,0.004467332193635987
Gpr83,-0.004422362,0.0003869342844881563
Gpr84,-0.0013952865,0.0004713563101946631
Gpr88,0.00060839497,0.0004924618166212898
Gprc5a,-0.005570491,0.0012874358920242292
Gprc5b,-0.0075702374,0.00352461957324666
Gprc5c,-0.0403782,0.1860520743195233
Gprc6a,7.2244284e-06,0.0001547737137952625
Gps1,0.006126074,0.17606916977972886
Gpsm1,-0.008521274,0.003362810690642522
Gpsm2,-0.0031424416,0.039903477483942226
Gpt2,0.049342,0.7309118282293183
Gpx2,0.0017517743,0.0002743715835461472
Gpx5,0.000594639,0.0002532660771195205
Gramd1a,0.016593443,0.05075874295603723
Gramd1b,-0.016430985,0.01167134505392457
Grb10,-0.009290078,0.009856271501234672
Grb2,0.0033305932,0.06307732354037836
Grb7,-0.00010944773,0.1470350281054994
Greb1,0.0048230668,0.0003165825963994006
Grem1,0.00056698156,0.00021809023307514265
