method,null,pair,n_interactions,n_real_sig,real_sig_rate,sig_survival,sig_survival_all,score_sf_median,score_sf_q25,score_sf_q75,n_rep_median
NCEM linear*,N3_type,Ccl2->Ccr2,1508,43,0.028514588859416445,0.019534883720930235,0.008514588859416446,-0.03566750918184488,-0.07387557618970395,-0.01015058018239394,100.0
NCEM linear*,N3_type,Tnf->Tnfrsf1a/1b,1508,9,0.005968169761273209,0.14333333333333334,0.0018965517241379313,0.003114306406714037,0.00030365178213307255,0.015910349380026532,100.0
NCEM linear*,N3_type,Tgfb1->Tgfbr1/2,1508,19,0.012599469496021221,0.053157894736842105,0.004131299734748011,-0.0006123294785597879,-0.028459153278673585,0.01276222820329103,100.0
NCEM linear*,N3_type,Il1a->Il1r1,1508,16,0.010610079575596816,0.238125,0.008653846153846154,-0.010062012022665358,-0.02538265942990646,0.2406279930573092,100.0
NCEM linear*,N4_lig,ALL,5629,84,0.014922721620181205,0.7011904761904761,0.013101794279623378,0.9682821149196824,0.8353338980351377,1.0004387465348075,100.0
NCEM linear*,N4_lig,Ccl2->Ccr2,1508,43,0.028514588859416445,0.7851162790697676,0.027480106100795758,0.9923047075901592,0.8338377782334765,1.005534227104956,100.0
NCEM linear*,N4_lig,Tnf->Tnfrsf1a/1b,1105,6,0.005429864253393665,0.7166666666666667,0.005230769230769231,0.9938306718329318,0.9691733677465052,1.0065521866884994,100.0
NCEM linear*,N4_lig,Tgfb1->Tgfbr1/2,1508,19,0.012599469496021221,0.3847368421052632,0.007334217506631299,0.8186948401199343,0.6465570080654104,0.9682821149196824,100.0
NCEM linear*,N4_lig,Il1a->Il1r1,1508,16,0.010610079575596816,0.8456250000000001,0.010258620689655173,0.9793186067449737,0.9593911425575918,0.9917987364408308,100.0
SpaTalk*,N0_perm,ALL,6032,1491,0.2471816976127321,0.7913145539906102,0.24811339522546416,0.9430756406499231,0.8003138501240443,1.0114317600366498,100.0
SpaTalk*,N0_perm,Ccl2->Ccr2,1508,287,0.1903183023872679,0.7522648083623693,0.17982758620689657,0.7881407469186645,0.6432508691860344,0.9021767560731817,100.0
SpaTalk*,N0_perm,Tnf->Tnfrsf1a/1b,1508,268,0.17771883289124668,0.6617910447761194,0.17584880636604772,0.8622710439368028,0.6668707667012197,0.9996597489057831,100.0
SpaTalk*,N0_perm,Tgfb1->Tgfbr1/2,1508,716,0.47480106100795755,0.8526256983240224,0.48509283819628646,0.9713491944434394,0.9014497442880169,1.0174342446908888,100.0
SpaTalk*,N0_perm,Il1a->Il1r1,1508,220,0.14588859416445624,0.8005000000000001,0.151684350132626,0.9756919081545326,0.8639074171404485,1.0263402466531306,100.0
SpaTalk*,N0_type,ALL,6032,1491,0.2471816976127321,0.7811200536552648,0.24216014588859416,0.9409225349232443,0.799467876847864,1.0102750941705563,100.0
SpaTalk*,N0_type,Ccl2->Ccr2,1508,287,0.1903183023872679,0.7473867595818815,0.17533156498673738,0.7939162810648874,0.6208533354620129,0.9008874229335805,100.0
SpaTalk*,N0_type,Tnf->Tnfrsf1a/1b,1508,268,0.17771883289124668,0.6566417910447762,0.1716710875331565,0.8635187542746496,0.6922729939529167,0.9989675905177833,100.0
SpaTalk*,N0_type,Tgfb1->Tgfbr1/2,1508,716,0.47480106100795755,0.8382122905027932,0.4696750663129973,0.9682239469001583,0.9049836198666662,1.0171461413229013,100.0
SpaTalk*,N0_type,Il1a->Il1r1,1508,220,0.14588859416445624,0.7909545454545455,0.1519628647214854,0.9747443857336986,0.8675287332136796,1.0245226836266599,100.0
SpaTalk*,N3_lig,ALL,5629,1433,0.25457452478237697,0.8139357990230285,0.25932670101261324,0.9488910458159309,0.8292242253713127,1.017725991252939,100.0
SpaTalk*,N3_lig,Ccl2->Ccr2,1508,287,0.1903183023872679,0.8053310104529616,0.180736074270557,0.8404256960247132,0.7116762086816162,0.9264444633305302,100.0
SpaTalk*,N3_lig,Tnf->Tnfrsf1a/1b,1105,210,0.19004524886877827,0.6633809523809524,0.18892307692307694,0.8491516477668487,0.6566389986019683,1.0068787743164016,100.0
SpaTalk*,N3_lig,Tgfb1->Tgfbr1/2,1508,716,0.47480106100795755,0.8498743016759777,0.48762599469496015,0.9758225579782571,0.9003935019510882,1.0239124960860866,100.0
SpaTalk*,N3_lig,Il1a->Il1r1,1508,220,0.14588859416445624,0.851909090909091,0.16120689655172415,0.9988550139167751,0.9305072607415275,1.061525563738138,100.0
SpaTalk*,N3_type,ALL,6032,1491,0.2471816976127321,0.7839235412474849,0.24083554376657826,0.9524435532462833,0.8104014234032995,1.010341135011191,100.0
SpaTalk*,N3_type,Ccl2->Ccr2,1508,287,0.1903183023872679,0.7367944250871081,0.17187002652519895,0.797313702407241,0.609148759538799,0.9411891339356914,100.0
SpaTalk*,N3_type,Tnf->Tnfrsf1a/1b,1508,268,0.17771883289124668,0.6579850746268657,0.16751989389920424,0.8912373877807745,0.6748899684543161,1.0022059298911712,100.0
SpaTalk*,N3_type,Tgfb1->Tgfbr1/2,1508,716,0.47480106100795755,0.8423882681564245,0.46954244031830233,0.9741267077655336,0.9086698418557893,1.0131193162909058,100.0
SpaTalk*,N3_type,Il1a->Il1r1,1508,220,0.14588859416445624,0.8085454545454546,0.15440981432360742,0.9863197294689493,0.8888404524301909,1.0289034985350498,100.0
SpaTalk*,N4_lig,ALL,5629,1433,0.25457452478237697,0.8204187020237264,0.26023627642565283,0.9557015976028724,0.8381060186559577,1.0214344990605049,100.0
SpaTalk*,N4_lig,Ccl2->Ccr2,1508,287,0.1903183023872679,0.8102090592334494,0.18043766578249337,0.8460695468064254,0.7189901494252793,0.9392479515391398,100.0
SpaTalk*,N4_lig,Tnf->Tnfrsf1a/1b,1105,210,0.19004524886877827,0.6734285714285714,0.18966515837104073,0.8607114000655647,0.6712530672732248,1.0005562441648503,100.0
SpaTalk*,N4_lig,Tgfb1->Tgfbr1/2,1508,716,0.47480106100795755,0.8572346368715084,0.49149204244031836,0.9833177951029928,0.9138567986395204,1.025747003894783,100.0
SpaTalk*,N4_lig,Il1a->Il1r1,1508,220,0.14588859416445624,0.8542272727272727,0.16049071618037136,1.0018978392068367,0.9416228244041023,1.060724582699372,100.0
