method,null,pair,n_interactions,n_real_sig,real_sig_rate,sig_survival,sig_survival_all,score_sf_median,score_sf_q25,score_sf_q75,n_rep_median
COMMOT,N0_perm,ALL,6032,1349,0.22364058355437666,0.7936249073387693,0.24053381962864723,0.9135612810400543,0.6702721135845902,1.0699316404115145,10.0
COMMOT,N0_perm,Ccl2->Ccr2,1508,263,0.17440318302387267,0.7581749049429658,0.17506631299734748,0.9592895503436286,0.6177438534393661,1.2278497639653165,10.0
COMMOT,N0_perm,Tnf->Tnfrsf1a/1b,1508,241,0.15981432360742706,0.6742738589211619,0.17181697612732097,0.7255977081392293,0.35171355846410207,1.0197844014786877,10.0
COMMOT,N0_perm,Tgfb1->Tgfbr1/2,1508,647,0.4290450928381963,0.8644513137557959,0.47314323607427056,0.9279908949110777,0.7839878276418701,1.0528717626926776,10.0
COMMOT,N0_perm,Il1a->Il1r1,1508,198,0.1312997347480106,0.7545454545454544,0.14210875331564987,0.931142385807889,0.7073202595030098,1.055863049041252,10.0
COMMOT,N0_type,ALL,6032,1349,0.22364058355437666,0.8114899925871016,0.23027188328912468,0.9584654250825406,0.7541950472138893,1.0794102980912783,10.0
COMMOT,N0_type,Ccl2->Ccr2,1508,263,0.17440318302387267,0.7756653992395437,0.17572944297082227,0.9773201739846353,0.6569609137699661,1.2678003521266459,10.0
COMMOT,N0_type,Tnf->Tnfrsf1a/1b,1508,241,0.15981432360742706,0.6966804979253113,0.17254641909814328,0.7992197204950113,0.43458611925271246,1.0456545589739754,10.0
COMMOT,N0_type,Tgfb1->Tgfbr1/2,1508,647,0.4290450928381963,0.8836166924265844,0.4371352785145889,0.9779833216859116,0.8785383623543268,1.061425313120124,10.0
COMMOT,N0_type,Il1a->Il1r1,1508,198,0.1312997347480106,0.7631313131313131,0.1356763925729443,0.952460555380402,0.7182353200141156,1.0619589608268856,10.0
COMMOT,N3_lig,ALL,5629,1294,0.22988097352993428,0.8061051004636784,0.24203233256351042,0.9064233764209648,0.6779282074361049,1.0455365289427645,10.0
COMMOT,N3_lig,Ccl2->Ccr2,1508,263,0.17440318302387267,0.7376425855513308,0.16810344827586207,0.7861642028923322,0.5204027463666607,1.0245895581408355,10.0
COMMOT,N3_lig,Tnf->Tnfrsf1a/1b,1105,186,0.16832579185520363,0.7123655913978495,0.17782805429864254,0.7896985731790789,0.48551462060133754,1.0438977819257214,10.0
COMMOT,N3_lig,Tgfb1->Tgfbr1/2,1508,647,0.4290450928381963,0.8687789799072644,0.4625331564986737,0.9321908231782868,0.7730190939467929,1.0447683584840275,10.0
COMMOT,N3_lig,Il1a->Il1r1,1508,198,0.1312997347480106,0.7803030303030303,0.14250663129973476,0.9495163184258326,0.7730493407138281,1.0609657476147396,10.0
COMMOT,N3_type,ALL,6032,1349,0.22364058355437666,0.7685693106004448,0.22735411140583556,0.9090781965162945,0.6475715080624905,1.074647264474361,10.0
COMMOT,N3_type,Ccl2->Ccr2,1508,263,0.17440318302387267,0.7585551330798479,0.17486737400530503,0.9109142826394374,0.6038132120633157,1.1985251677855093,10.0
COMMOT,N3_type,Tnf->Tnfrsf1a/1b,1508,241,0.15981432360742706,0.6273858921161826,0.15517241379310345,0.7462633258627147,0.2616701191043421,1.0231125043601645,10.0
COMMOT,N3_type,Tgfb1->Tgfbr1/2,1508,647,0.4290450928381963,0.8230293663060279,0.4344827586206897,0.9216169914952019,0.7218199320464618,1.0604349573086527,10.0
COMMOT,N3_type,Il1a->Il1r1,1508,198,0.1312997347480106,0.7757575757575759,0.14489389920424403,0.9443934616413683,0.771011186812829,1.0416195892910696,10.0
COMMOT,N4_lig,ALL,5629,1294,0.22988097352993428,0.819629057187017,0.24551430094155266,0.9123577287936205,0.7174043395354621,1.0407085369057165,10.0
COMMOT,N4_lig,Ccl2->Ccr2,1508,263,0.17440318302387267,0.7555133079847909,0.17221485411140583,0.8232965640307792,0.4975536837340118,1.006462379256342,10.0
COMMOT,N4_lig,Tnf->Tnfrsf1a/1b,1105,186,0.16832579185520363,0.7338709677419355,0.17918552036199095,0.8260543639150311,0.5391577725979539,1.0521216224818708,10.0
COMMOT,N4_lig,Tgfb1->Tgfbr1/2,1508,647,0.4290450928381963,0.8843894899536322,0.47009283819628644,0.939771541541868,0.7976251649815871,1.0424227510963682,10.0
COMMOT,N4_lig,Il1a->Il1r1,1508,198,0.1312997347480106,0.7737373737373737,0.14283819628647212,0.941385351957034,0.780094545505782,1.0575926289477988,10.0
CellChat v2*,N0_perm,ALL,6032,1709,0.2833222811671088,0.9449970743124634,0.3176458885941644,0.9977596326140833,0.8789302012907521,1.1299484571470793,25.0
CellChat v2*,N0_perm,Ccl2->Ccr2,1508,337,0.22347480106100795,0.9579821958456974,0.23999999999999996,0.9943532200573664,0.8257023607590357,1.1123585385342196,25.0
CellChat v2*,N0_perm,Tnf->Tnfrsf1a/1b,1508,360,0.23872679045092837,0.9048888888888889,0.25726790450928383,0.957383944168822,0.8262455809328219,1.1029831102410426,25.0
CellChat v2*,N0_perm,Tgfb1->Tgfbr1/2,1508,772,0.5119363395225465,0.9670466321243524,0.59684350132626,0.9983124092326886,0.8882432519251308,1.1304703002647174,25.0
CellChat v2*,N0_perm,Il1a->Il1r1,1508,240,0.15915119363395225,0.916,0.17647214854111407,1.0587557145618263,0.9486671024785406,1.1879286762109729,25.0
CellChat v2*,N0_type,ALL,6032,1709,0.2833222811671088,0.9711117612638971,0.28308355437665783,1.0,1.0,1.0,100.0
CellChat v2*,N0_type,Ccl2->Ccr2,1508,337,0.22347480106100795,0.974272997032641,0.2254310344827586,1.0,1.0,1.0,100.0
CellChat v2*,N0_type,Tnf->Tnfrsf1a/1b,1508,360,0.23872679045092837,0.9456666666666668,0.23814323607427057,1.0,1.0,1.0,100.0
CellChat v2*,N0_type,Tgfb1->Tgfbr1/2,1508,772,0.5119363395225465,0.985259067357513,0.5124668435013262,1.0,1.0,1.0,100.0
CellChat v2*,N0_type,Il1a->Il1r1,1508,240,0.15915119363395225,0.9593333333333334,0.15629310344827588,1.0,1.0,1.0,100.0
CellChat v2*,N3_lig,ALL,5629,1625,0.28868360277136257,0.9737353846153847,0.2941836915970865,1.0,0.9729549974454843,1.0172412674925355,25.0
CellChat v2*,N3_lig,Ccl2->Ccr2,1508,337,0.22347480106100795,0.9717507418397626,0.22517241379310346,0.9985370117622364,0.9798205335068316,1.005417202717768,25.0
CellChat v2*,N3_lig,Tnf->Tnfrsf1a/1b,1105,276,0.2497737556561086,0.9457971014492752,0.24908597285067874,0.9974931674551334,0.9829788157481122,1.0020721996334578,25.0
CellChat v2*,N3_lig,Tgfb1->Tgfbr1/2,1508,772,0.5119363395225465,0.9875129533678757,0.5309549071618037,1.0,0.9510782891665157,1.0411682453815274,25.0
CellChat v2*,N3_lig,Il1a->Il1r1,1508,240,0.15915119363395225,0.9643333333333334,0.15946949602122018,1.0021186091603371,0.9925290514609156,1.0166209750198252,25.0
CellChat v2*,N3_type,ALL,6032,1709,0.2833222811671088,0.913001755412522,0.2768501326259947,0.9805563254952641,0.8234553679868111,1.0302657837417537,25.0
CellChat v2*,N3_type,Ccl2->Ccr2,1508,337,0.22347480106100795,0.9489614243323442,0.2209283819628647,0.9480056999041915,0.7830386601309681,1.0,25.0
CellChat v2*,N3_type,Tnf->Tnfrsf1a/1b,1508,360,0.23872679045092837,0.8746666666666667,0.22777188328912468,0.9623193655102902,0.787308608720409,1.0354463030159713,25.0
CellChat v2*,N3_type,Tgfb1->Tgfbr1/2,1508,772,0.5119363395225465,0.9264766839378239,0.5095755968169762,0.9888216548151632,0.8423176957576792,1.036426689476678,25.0
CellChat v2*,N3_type,Il1a->Il1r1,1508,240,0.15915119363395225,0.8766666666666667,0.1491246684350133,1.0,0.9057128713752327,1.0652339604352543,25.0
CellChat v2*,N4_lig,ALL,5629,1625,0.28868360277136257,0.9753846153846154,0.29408420678628533,1.0,0.9767355916421768,1.020883872594319,25.0
CellChat v2*,N4_lig,Ccl2->Ccr2,1508,337,0.22347480106100795,0.9755489614243323,0.22599469496021218,0.9987322644245166,0.980381997494,1.0052271069628569,25.0
CellChat v2*,N4_lig,Tnf->Tnfrsf1a/1b,1105,276,0.2497737556561086,0.9486956521739132,0.25038914027149317,0.998619496911825,0.9846294634243506,1.0020823641668013,25.0
CellChat v2*,N4_lig,Tgfb1->Tgfbr1/2,1508,772,0.5119363395225465,0.9891709844559586,0.5288859416445623,1.0013782211355848,0.9594362396018661,1.0440745887729073,25.0
CellChat v2*,N4_lig,Il1a->Il1r1,1508,240,0.15915119363395225,0.9614999999999999,0.15938992042440317,1.0040183952881698,0.9948771958713203,1.019888003376877,25.0
NCEM linear*,N0_perm,ALL,6032,87,0.014423076923076924,0.004482758620689656,0.0027287798408488066,-0.013948943335165005,-0.043291012052929304,0.004572047933374164,100.0
NCEM linear*,N0_perm,Ccl2->Ccr2,1508,43,0.028514588859416445,0.007674418604651163,0.0060145888594164455,-0.032217786955177206,-0.0551910557797131,-0.008703279092450231,100.0
NCEM linear*,N0_perm,Tnf->Tnfrsf1a/1b,1508,9,0.005968169761273209,0.0011111111111111111,0.0008156498673740053,-0.01952989121355113,-0.03924280032523562,0.0004894433401304142,100.0
NCEM linear*,N0_perm,Tgfb1->Tgfbr1/2,1508,19,0.012599469496021221,0.0005263157894736842,0.0009482758620689655,-0.0050578483165238065,-0.01310085366114069,0.017771720292764342,100.0
NCEM linear*,N0_perm,Il1a->Il1r1,1508,16,0.010610079575596816,0.0025,0.0031366047745358095,-0.004514570827375692,-0.02396531208084436,0.013487030735071057,100.0
NCEM linear*,N0_type,ALL,6032,87,0.014423076923076924,0.008735632183908047,0.0033239389920424406,-0.028962038809808317,-0.04510172373100202,-0.006173413490396812,100.0
NCEM linear*,N0_type,Ccl2->Ccr2,1508,43,0.028514588859416445,0.014418604651162794,0.007539787798408489,-0.03510128588479918,-0.05620626369008849,-0.015099660248827973,100.0
NCEM linear*,N0_type,Tnf->Tnfrsf1a/1b,1508,9,0.005968169761273209,0.0,0.0010212201591511937,-0.011675275914644035,-0.015586102508513602,0.003957247026456255,100.0
NCEM linear*,N0_type,Tgfb1->Tgfbr1/2,1508,19,0.012599469496021221,0.0010526315789473684,0.0012533156498673742,-0.011661734891390977,-0.04270208093635652,0.010948820472195857,100.0
NCEM linear*,N0_type,Il1a->Il1r1,1508,16,0.010610079575596816,0.0075,0.0034814323607427057,-0.022542604330825833,-0.0373449273695142,-0.0014249921971804984,100.0
NCEM linear*,N3_lig,ALL,5629,84,0.014922721620181205,0.7017857142857143,0.013181737431160065,0.9723623092354894,0.8460457491406292,1.0003110358039269,100.0
NCEM linear*,N3_lig,Ccl2->Ccr2,1508,43,0.028514588859416445,0.7904651162790697,0.027778514588859417,0.9930229080126468,0.8439244998739175,1.0053496163149993,100.0
NCEM linear*,N3_lig,Tnf->Tnfrsf1a/1b,1105,6,0.005429864253393665,0.6983333333333333,0.005085972850678733,0.9905354866377021,0.9549041598744663,1.005688138978877,100.0
NCEM linear*,N3_lig,Tgfb1->Tgfbr1/2,1508,19,0.012599469496021221,0.37947368421052624,0.007122015915119365,0.7837929835385395,0.6234821368193901,0.9562547660213108,100.0
NCEM linear*,N3_lig,Il1a->Il1r1,1508,16,0.010610079575596816,0.8474999999999999,0.010576923076923076,0.9819101253072803,0.9488377040143665,0.9933676691086955,100.0
NCEM linear*,N3_type,ALL,6032,87,0.014423076923076924,0.07988505747126437,0.005799071618037136,-0.014390926876377295,-0.047509404114645284,0.012094003358768375,100.0
