sample,module,sender_call,celltype,bin_um,bin_mean_d_um,mean,n,sem,bin_nn_units
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,5.0,7.921960137038805,0.011731660322592617,6025.0,0.002732367504547219,0.5099632443466476
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,15.0,15.16070251390961,0.003989276785086977,27623.0,0.0010977121834021923,1.529889733039943
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,25.0,24.97025959003178,-0.0045093911348936914,28656.0,0.0010403759511639107,2.5498162217332383
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,35.0,34.80703771039684,-0.009635107019262604,25226.0,0.0010912359197108711,3.569742710426534
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,45.0,44.64847000435584,-0.015847680549310805,18154.0,0.0012770551474085687,4.589669199119829
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,55.0,54.60960564343495,-0.020938493976977935,11804.0,0.001585934483337813,5.609595687813124
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,65.0,64.65010686450837,-0.02526873330177241,6998.0,0.002029973763142598,6.62952217650642
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,75.0,74.47675463433802,-0.03499553326028941,3887.0,0.0026860801008024736,7.649448665199715
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,85.0,84.36239926895163,-0.04359644832700199,2053.0,0.003572699281554494,8.66937515389301
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,95.0,94.3390591445847,-0.03958826544263113,1005.0,0.005219825791430079,9.689301642586306
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,105.0,104.44343610079784,-0.060526598411955054,477.0,0.0068009481586447955,10.709228131279602
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,115.0,114.20108565023122,-0.06877052983050697,242.0,0.00923322013968736,11.729154619972897
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,125.0,124.09115255103922,-0.05145538014684856,106.0,0.014765451022723126,12.749081108666191
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,135.0,134.54295894077845,-0.09384822197275103,56.0,0.019287379392400328,13.769007597359487
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,145.0,143.82050120035808,-0.11196373663842678,30.0,0.0247500981598129,14.788934086052782
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,155.0,154.514163547092,-0.13439319489730728,18.0,0.028305948658223865,15.808860574746078
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,165.0,165.04654439290366,-0.12122184783220291,9.0,0.040002602642660694,16.828787063439375
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,175.0,174.5242665608724,-0.16632606585820517,6.0,0.03853888609431611,17.84871355213267
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,185.0,189.4875946044922,-0.24511587619781494,1.0,0.0,18.868640040825962
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,195.0,193.18759155273438,-0.23272070288658142,4.0,0.006761777547183942,19.88856652951926
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,205.0,203.99474334716797,-0.19962257146835327,2.0,0.02698930342640589,20.908493018212553
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,215.0,213.73538208007812,-0.18717065826058388,3.0,0.05811337754087066,21.92841950690585
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,225.0,226.73477935791016,-0.25974562764167786,2.0,0.01082019183080778,22.948345995599144
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,235.0,236.20465850830078,-0.24141615629196167,2.0,0.0021111777887591926,23.96827248429244
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,245.0,,,0.0,,24.988198972985735
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,255.0,255.61097717285156,-0.21229922771453857,1.0,0.0,26.008125461679032
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,265.0,,,0.0,,27.028051950372326
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,275.0,279.861328125,-0.24335569143295288,1.0,0.0,28.047978439065623
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,285.0,281.8061218261719,-0.23924121260643005,1.0,0.0,29.067904927758917
7352_liver_sham_Male_2-U1,interferon_response,tierA_p95,ALL,295.0,296.08848353794644,-0.20191269580807006,7.0,0.02212551341452133,30.087831416452214
