section,call,sender_module,n,n_senders,prevalence,median_nn_um,d_p50,d_p75,d_p90,d_p95,d_p99,d_max,frac_gt_80,frac_gt_100,frac_gt_150
SPLN07,tierApm_p90,oxidative_stress,186293,20686,0.09098346235045743,6.111582961374253,13.079922872678308,18.51166275470344,24.30752443783993,28.27975388002877,37.428117558886804,607.230681993076,0.00021471552876382903,9.125409972462734e-05,4.831099397186153e-05
SPLN07,tierApm_p90,secondary_senescence,186276,20703,0.0910582336382829,6.111582961374253,13.090891574150564,18.52030052973688,24.26666440429254,28.19325079979045,37.16589709834462,612.1069546334624,0.00019326161180184241,5.905215916167408e-05,4.8315402950460604e-05
SPLN07,tierApm_p90,tnfa_nfkb_proximal,186286,20693,0.09101425052779732,6.111582961374253,13.098173644229442,18.509697058901192,24.29708809153825,28.227769913185288,37.37313712345441,607.230681993076,0.00023619595675466754,9.125752874612155e-05,4.8312809336182e-05
SPLN07,tierApm_p95,downstream_arrest,196623,10356,0.045548909218859956,6.111582961374253,18.11319864150167,25.81909047486183,34.00387248800039,39.75721483793191,53.926071551998774,617.6062069135253,0.0013324992498334376,0.0003661829999542271,4.068699999491413e-05
SPLN07,tierApm_p95,emt_ecm,196625,10354,0.04554011259676284,6.111582961374253,18.221275838265868,25.99780381766632,34.24359122299407,39.9774338535623,53.54630719946711,612.1069546334624,0.0011799109980928162,0.0004017800381436745,5.085823267641449e-05
SPLN07,tierApm_p95,il6_jak_stat3,196623,10356,0.045548909218859956,6.111582961374253,18.252936357249283,26.10027782587708,34.42009095034248,40.129212565439204,53.240247127346635,612.1069546334624,0.0011443218748569597,0.0003712688749535914,5.085874999364266e-05
SPLN07,tierApm_p95,interferon_response,196623,10356,0.045548909218859956,6.111582961374253,18.273768436261584,26.146029787580126,34.492055624643434,40.226354659493666,53.57293167352366,612.1069546334624,0.0013731862498283518,0.00040686999994914125,5.085874999364266e-05
SPLN07,tierApm_p95,oxidative_stress,196624,10355,0.0455445109078114,6.111582961374253,18.24932520334064,26.119415118251386,34.48049887981805,40.2135306898197,53.28825456686447,612.1069546334624,0.0012002603954756287,0.00036109528846936284,5.0858491333713075e-05
SPLN07,tierApm_p95,secondary_senescence,196623,10356,0.045548909218859956,6.111582961374253,18.252936357249283,26.10027782587708,34.42009095034248,40.129212565439204,53.240247127346635,612.1069546334624,0.0011443218748569597,0.0003712688749535914,5.085874999364266e-05
SPLN07,tierApm_p95,tnfa_nfkb_proximal,196623,10356,0.045548909218859956,6.111582961374253,18.289443439425593,26.233296026785958,34.712151712429296,40.51302170722437,54.250112200729745,612.1069546334624,0.0015817071248022867,0.0004729863749408767,5.5944624993006924e-05
SPLN07,tierApm_p99,downstream_arrest,204903,2076,0.009130893736805068,6.111582961374253,40.05821946079445,57.6286856865749,76.45190938287999,89.81567254240953,121.33738016285562,619.0110987790094,0.0832589078734816,0.030067885780100827,0.0027525219250084188
SPLN07,tierApm_p99,emt_ecm,204904,2075,0.00912649542575651,6.111582961374253,41.21429394164977,59.720210704951455,79.72380686939412,93.4421851652069,122.37475763359508,628.5291581910789,0.09869499863350642,0.03541170499355796,0.0015909889509233591
SPLN07,tierApm_p99,il6_jak_stat3,204907,2072,0.009113300492610837,6.111582961374253,41.208977248047795,59.53026791838903,78.93788201095343,92.1737187330562,121.7383207913275,628.5291581910789,0.09459413294811793,0.032629436768875635,0.002181477450745948
SPLN07,tierApm_p99,interferon_response,204903,2076,0.009130893736805068,6.111582961374253,41.18845484412585,59.68473165779164,79.37853584950224,92.65059042111048,121.09016111066714,628.5291581910789,0.09687022639980869,0.03308394703835473,0.002044870011664056
SPLN07,tierApm_p99,oxidative_stress,204903,2076,0.009130893736805068,6.111582961374253,41.00563067785574,59.43828646973321,79.37840536613746,93.09606904362687,122.99111590424847,628.5291581910789,0.09711424430096192,0.03443580621074362,0.002313289702932607
SPLN07,tierApm_p99,secondary_senescence,204907,2072,0.009113300492610837,6.111582961374253,41.208977248047795,59.53026791838903,78.93788201095343,92.1737187330562,121.7383207913275,628.5291581910789,0.09459413294811793,0.032629436768875635,0.002181477450745948
SPLN07,tierApm_p99,tnfa_nfkb_proximal,204903,2076,0.009130893736805068,6.111582961374253,41.22059865006088,59.98918148751255,80.33905446730729,93.8759853612922,123.98507416856782,628.5291581910789,0.10170666120066568,0.03587063146952461,0.002610991542339546
SPLN07,tierAmg_p90,,186278,20701,0.09104943701618579,6.111582961374253,12.998001886191723,18.37723787226604,24.06235811383556,27.969127400669354,37.411278897979074,607.230681993076,0.00013420801168146534,4.831488420532752e-05,3.7578243270810294e-05
SPLN07,tierAmg_p95,,196627,10352,0.045531315974665726,6.111582961374253,18.14781800796207,25.97566889074856,34.38639787286763,40.15578268029365,53.72996852896359,617.6062069135253,0.001220585168873044,0.000305146292218261,4.068617229576813e-05
SPLN07,tierAmg_p99,,204905,2074,0.009122097114707952,6.111582961374253,40.23996762785003,57.661588316371706,75.5672240555847,88.261051653438,118.4083380684432,628.5291581910789,0.07836802420633952,0.02682218589102267,0.0024743173665845147
SPLN14,tierA_p90,,212868,19354,0.06823726853484141,6.118373517152401,14.787527922125513,21.05754324763459,27.85535248063298,32.45894788753575,43.81312896527231,240.46905609133685,0.00016911889058007779,2.81864817633463e-05,4.697746960557716e-06
SPLN14,tierA_p95,,222542,9680,0.034129211502390455,6.118373517152401,20.726404036286525,29.607825139478912,39.163506942918275,45.73578270012995,61.380674762925736,240.46905609133685,0.0024714435926701476,0.0008043425510690117,4.0441804243693324e-05
SPLN14,tierA_p99,,230282,1940,0.006839945280437756,6.118373517152401,46.25561801494351,66.55045211803328,87.50234539726434,100.66981945257686,127.45002654698243,286.519826696406,0.14245577161914522,0.05180170399770716,0.0032655613552079626
SPLN14,cdkn1a_pos,,229079,3143,0.01108141650330715,6.118373517152401,37.96354554244303,54.58484891783776,71.69276537562222,82.991987216466,105.63764437889864,269.50340702916924,0.0604813186717246,0.015553586317383959,2.1826531458579792e-05
SPLN14,senepy_p95,,222546,9676,0.03411510852243079,6.118373517152401,22.364746177649444,34.687180220838975,49.531640393053806,60.052286388303415,80.90392458848454,261.2820184613304,0.010847195635958408,0.0014963198619611226,4.4934530389222905e-06
SPLN14,senepy_p99,,230288,1934,0.006818790810498259,6.118373517152401,53.17605420942166,84.31586294384888,119.87895612121625,145.1581281892324,200.91291638816458,333.4012779006014,0.27726151601472937,0.1697179184325714,0.043445598554853054
SPLN14,tierApm_p90,downstream_arrest,212877,19345,0.06820553682993216,6.118373517152401,14.777562450128707,21.031543502913532,27.8075483652292,32.33832008183592,42.75791527993402,240.46905609133685,0.00035231612621372906,0.00015501909553404078,4.697548349516387e-06
SPLN14,tierApm_p90,emt_ecm,212887,19335,0.068170279380033,6.118373517152401,14.880818527291789,21.11319689666049,27.751759124856857,32.31669224309912,42.93538214055884,240.46905609133685,0.0002583530229652351,5.636793228332402e-05,4.697327690277001e-06
SPLN14,tierApm_p90,il6_jak_stat3,212884,19338,0.06818085661500276,6.118373517152401,14.87785675451673,21.122626122157733,27.819809293960844,32.38781275626039,43.11656468937343,240.46905609133685,0.00029593581480994347,5.16713327445933e-05,4.6973938858721185e-06
SPLN14,tierApm_p90,interferon_response,212884,19338,0.06818085661500276,6.118373517152401,14.869845576625742,21.112300715120845,27.788799094193756,32.354171117441915,43.05524929852431,240.46905609133685,0.0005824768418481427,0.00026775145149471075,4.6973938858721185e-06
SPLN14,tierApm_p90,oxidative_stress,212883,19339,0.06818438235999266,6.118373517152401,14.858236846897595,21.08393636908248,27.691932310747642,32.15538567677902,42.53896365834432,237.28573940107162,0.00037109586016732197,6.106640736930615e-05,4.697415951485088e-06
SPLN14,tierApm_p90,secondary_senescence,212884,19338,0.06818085661500276,6.118373517152401,14.87785675451673,21.122626122157733,27.819809293960844,32.38781275626039,43.11656468937343,240.46905609133685,0.00029593581480994347,5.16713327445933e-05,4.6973938858721185e-06
SPLN14,tierApm_p90,tnfa_nfkb_proximal,212876,19346,0.06820906257492208,6.118373517152401,14.855884970442716,21.11274312022629,27.828897633531533,32.397212337279235,43.038773939083896,237.28573940107162,0.0006529622879046957,0.0002630639433285105,4.6975704165805445e-06
SPLN14,tierApm_p95,downstream_arrest,222543,9679,0.03412568575740054,6.118373517152401,20.73575549571464,29.629931736504574,39.06903466380701,45.472212752312416,59.5256595827031,240.46905609133685,0.0015143140876145284,0.0005212475791195409,1.3480540839298473e-05
SPLN14,tierApm_p95,emt_ecm,222542,9680,0.034129211502390455,6.118373517152401,20.90745546796248,29.858224295379124,39.189893497066905,45.2566860505142,58.48387434419575,240.46905609133685,0.0015053338246263626,0.000386443907217514,1.3480601414564442e-05
SPLN14,tierApm_p95,il6_jak_stat3,222544,9678,0.03412216001241062,6.118373517152401,20.82715016440963,29.760112806641146,39.05693520608079,45.20934723053922,58.73991553654303,240.46905609133685,0.0019277086778344955,0.0006111151053274858,1.3480480264576893e-05
SPLN14,tierApm_p95,interferon_response,222543,9679,0.03412568575740054,6.118373517152401,20.846864820742905,29.797619654838783,39.09214736229385,45.14492031590009,58.89742257564287,240.46905609133685,0.0022108086976449495,0.0009930665084949876,0.00011683135394058677
SPLN14,tierApm_p95,oxidative_stress,222543,9679,0.03412568575740054,6.118373517152401,20.817306291504252,29.73887124458811,39.08552644015863,45.3286423658212,59.59403735664829,240.46905609133685,0.0018018989588528959,0.00046732541576234706,1.3480540839298473e-05
SPLN14,tierApm_p95,secondary_senescence,222544,9678,0.03412216001241062,6.118373517152401,20.82715016440963,29.760112806641146,39.05693520608079,45.20934723053922,58.73991553654303,240.46905609133685,0.0019277086778344955,0.0006111151053274858,1.3480480264576893e-05
SPLN14,tierApm_p95,tnfa_nfkb_proximal,222542,9680,0.034129211502390455,6.118373517152401,20.875028194226484,29.877533480692843,39.41216280624158,45.811773087266275,61.391611868671056,240.46905609133685,0.0026017560730109373,0.0009391485652146561,0.0001617672169747733
SPLN14,tierApm_p99,downstream_arrest,230284,1938,0.0068328937904579235,6.118373517152401,46.14269199120987,65.95622844510358,86.56022027760964,100.08815751120494,131.22528797810583,271.39821505089293,0.13619704365044902,0.050237967032012644,0.004233902485626444
SPLN14,tierApm_p99,emt_ecm,230284,1938,0.0068328937904579235,6.118373517152401,47.14227153957822,67.87312293853998,89.72851529269742,104.44789305152847,136.63575361495342,355.68900518456235,0.15308054402390092,0.06195827760504421,0.00572771013183721
SPLN14,tierApm_p99,il6_jak_stat3,230284,1938,0.0068328937904579235,6.118373517152401,47.08166975073014,67.48947918513358,88.78483181047872,103.28021225166074,137.2293168982011,355.68900518456235,0.1486946552952007,0.0586797172187386,0.005983915513018708
SPLN14,tierApm_p99,interferon_response,230282,1940,0.006839945280437756,6.118373517152401,47.03906318443549,67.45093354250326,88.95093655650136,103.61937980745908,137.39339623857913,355.68900518456235,0.14899123683136328,0.059492274689293995,0.006122927541014929
SPLN14,tierApm_p99,oxidative_stress,230282,1940,0.006839945280437756,6.118373517152401,47.03256461283564,67.79141271028487,89.922455239729,105.27095387076598,140.10710242932794,355.68900518456235,0.1529906809911326,0.06374792645538947,0.00661797274645869
SPLN14,tierApm_p99,secondary_senescence,230284,1938,0.0068328937904579235,6.118373517152401,47.08166975073014,67.48947918513358,88.78483181047872,103.28021225166074,137.2293168982011,355.68900518456235,0.1486946552952007,0.0586797172187386,0.005983915513018708
SPLN14,tierApm_p99,tnfa_nfkb_proximal,230285,1937,0.0068293680454680076,6.118373517152401,47.09096070859209,67.90189480716809,89.95783147166067,105.04887368195668,138.56765462265267,355.68900518456235,0.15381375252404628,0.06311744143126995,0.006144560001736978
SPLN14,tierAmg_p90,,208999,23223,0.08187837590082785,6.118373517152401,13.414600288217281,19.07018806679304,25.140348857140424,29.2275699860801,38.49242276871784,240.46905609133685,0.0001626802042115034,4.7847118885736296e-05,4.784711888573629e-06
SPLN14,tierAmg_p95,,220610,11612,0.040940950822908884,6.118373517152401,18.79018358166367,26.879527618510878,35.50096067369945,41.36147527947723,54.63599703368384,240.46905609133685,0.0009972349394859706,0.0003037033679343638,9.065772177145188e-06
SPLN14,tierAmg_p99,,229898,2324,0.008193831356565642,6.118373517152401,41.85501077861909,60.2945545894067,79.85437296265336,92.46429516804827,116.6123843747293,282.77240848580624,0.09930925888872456,0.03158357184490513,0.0016833552271007142
SPLN21,tierA_p90,,155616,15055,0.07675561582934813,6.097384071006292,13.654421138360622,19.26946413901694,25.13515170829136,29.206851743243142,38.62491214395779,545.8262778050043,0.0003984166152580711,0.00023776475426691342,0.0001477997121118651
SPLN21,tierA_p95,,163142,7529,0.03838545543534786,6.097384071006292,19.249334072223256,27.497348442718167,36.24033140613443,42.21912405765291,55.977372618641894,555.1437559606153,0.001887925856002746,0.0007539444165205771,0.00019001851148079586
SPLN21,tierA_p99,,169161,1510,0.007698504144956205,6.097384071006292,43.779970884187094,63.56807203635489,84.73396809665508,99.89775387876577,134.82215881448326,613.8284456089324,0.12359231737811907,0.04973368566040636,0.005929262655103718
SPLN21,cdkn1a_pos,,167074,3597,0.018338754575766537,6.097384071006292,29.044221205318756,42.63691693268992,57.61416415618741,68.31972699925142,93.73685458070933,774.5206770037702,0.023983384608018004,0.006949016603421239,0.000658390892658343
SPLN21,senepy_p95,,163283,7388,0.03766658849201089,6.097384071006292,22.12257188536472,34.76324017642722,50.409262055275434,62.7893992442289,94.57727337519748,760.3514673397103,0.020528775193988352,0.007802404414421587,0.0004960712382795514
SPLN21,senepy_p99,,169189,1482,0.007555750425711984,6.097384071006292,57.690833176773005,97.96733573017482,151.5193151692264,195.78739704518895,293.8310530302017,763.0362075306844,0.340879135168362,0.24159963118169622,0.10273717558470113
SPLN21,tierApm_p90,downstream_arrest,155623,15048,0.07671992739953706,6.097384071006292,13.689638840009815,19.310611501526864,25.109357180670308,29.136057274319942,38.641330950876316,555.1437559606153,0.000353418196539072,0.0002120509179234432,0.00013494149322400932
SPLN21,tierApm_p90,emt_ecm,155631,15040,0.07667914062261015,6.097384071006292,13.790418055745283,19.507584127799866,25.556690341957953,29.643453644010936,39.2246064443999,552.1856037658112,0.0005268873167942119,0.00021204001773425602,0.00013493455673998112
SPLN21,tierApm_p90,il6_jak_stat3,155626,15045,0.07670463235818947,6.097384071006292,13.786078743697676,19.520997323792933,25.568408630999546,29.664120485883792,39.02835416047137,552.1856037658112,0.0004305193219641962,0.0002056211686993176,0.00013493889195892718
SPLN21,tierApm_p90,interferon_response,155639,15032,0.07663835384568322,6.097384071006292,13.79355610148148,19.52010057996595,25.52510308890271,29.559402079006986,38.56031633331007,552.1856037658112,0.0004947346102198035,0.00021202911866563008,0.00013492762096903733
SPLN21,tierApm_p90,oxidative_stress,155625,15046,0.07670973070530535,6.097384071006292,13.797830484317325,19.491125564850755,25.536814264299384,29.708417384610943,39.29607808289534,552.1856037658112,0.0004369477911646586,0.0002184738955823293,0.00013493975903614458
SPLN21,tierApm_p90,secondary_senescence,155626,15045,0.07670463235818947,6.097384071006292,13.786078743697676,19.520997323792933,25.568408630999546,29.664120485883792,39.02835416047137,552.1856037658112,0.0004305193219641962,0.0002056211686993176,0.00013493889195892718
SPLN21,tierApm_p90,tnfa_nfkb_proximal,155630,15041,0.07668423896972601,6.097384071006292,13.822525938860302,19.558841064351444,25.606562863389826,29.75984549620336,39.00674266458215,552.1856037658112,0.0005461671914155368,0.0002891473366317548,0.00013493542376148557
SPLN21,tierApm_p95,downstream_arrest,163141,7530,0.03839055378246373,6.097384071006292,19.22978348085406,27.420008517047663,36.07473223826257,42.025744561181185,56.63917687789806,555.1437559606153,0.0015998430805254352,0.0006803930342464494,0.00019001967623099038
SPLN21,tierApm_p95,emt_ecm,163142,7529,0.03838545543534786,6.097384071006292,19.267780170739734,27.64210477869557,36.31513817454914,42.21643017046488,55.93319069338291,555.1437559606153,0.0010910740336639248,0.00038003702296159173,0.0001654999938703706
SPLN21,tierApm_p95,il6_jak_stat3,163141,7530,0.03839055378246373,6.097384071006292,19.26746273943945,27.687996133652348,36.4553731406185,42.3887475993887,56.1271186427564,555.1437559606153,0.001054302719733237,0.00034326135061082133,0.0001593713413550242
SPLN21,tierApm_p95,interferon_response,163141,7530,0.03839055378246373,6.097384071006292,19.27670712642089,27.674261047619137,36.36608641501282,42.21302104939157,55.56609688904861,555.1437559606153,0.0011768960592371017,0.0003555206845612078,0.0001593713413550242
SPLN21,tierApm_p95,oxidative_stress,163143,7528,0.038380357088231995,6.097384071006292,19.27957688047983,27.679376337442843,36.434286711298476,42.3560053434737,56.30502086438657,553.912529357433,0.0011401040804692815,0.00039229387715072054,0.00015936938759248022
SPLN21,tierApm_p95,secondary_senescence,163141,7530,0.03839055378246373,6.097384071006292,19.26746273943945,27.687996133652348,36.4553731406185,42.3887475993887,56.1271186427564,555.1437559606153,0.001054302719733237,0.00034326135061082133,0.0001593713413550242
SPLN21,tierApm_p95,tnfa_nfkb_proximal,163141,7530,0.03839055378246373,6.097384071006292,19.297128658712452,27.585917286742568,36.161095353263995,41.95102421581702,55.708971521268744,559.1159880333412,0.0009623577151053383,0.00038003935246198076,0.00016550100833021743
SPLN21,tierApm_p99,downstream_arrest,169161,1510,0.007698504144956205,6.097384071006292,43.229976536511536,62.22214183023564,83.03629708054862,97.49884693552094,130.41593904659558,555.1437559606153,0.11505015931568151,0.04419458385798145,0.004055308256631257
SPLN21,tierApm_p99,emt_ecm,169162,1509,0.00769340579784034,6.097384071006292,43.29113132803258,62.54742062124088,82.57764842108172,96.75719995347423,140.50114013876765,817.021819732777,0.11315188990435204,0.042941086059516916,0.008010073184284887
SPLN21,tierApm_p99,il6_jak_stat3,169161,1510,0.007698504144956205,6.097384071006292,43.36549680778445,62.93527325798392,83.62404221799144,98.96087172649025,143.2702612931665,757.4901664386748,0.11828376517045891,0.04759962402681469,0.008358900692239938
SPLN21,tierApm_p99,interferon_response,169161,1510,0.007698504144956205,6.097384071006292,43.49984342516749,62.95581604760588,83.43811818904679,98.14397956748128,137.7276963168766,757.4901664386748,0.11755073568966842,0.045749315740625796,0.007093833685069254
SPLN21,tierApm_p99,oxidative_stress,169161,1510,0.007698504144956205,6.097384071006292,43.97876742123555,64.08763272150998,85.41239486960305,101.01355258972445,141.21043546536,757.4901664386748,0.1273875183996311,0.052476634685299804,0.00735394092018846
SPLN21,tierApm_p99,secondary_senescence,169161,1510,0.007698504144956205,6.097384071006292,43.36549680778445,62.93527325798392,83.62404221799144,98.96087172649025,143.2702612931665,757.4901664386748,0.11828376517045891,0.04759962402681469,0.008358900692239938
SPLN21,tierApm_p99,tnfa_nfkb_proximal,169163,1508,0.007688307450724475,6.097384071006292,43.835955420609224,63.791275934527114,85.75654504538379,102.04572781740322,137.62416892710056,757.4901664386748,0.12765793938390782,0.05468689961752866,0.00604151025933567
SPLN21,tierAmg_p90,,153601,17070,0.08702878526781617,6.097384071006292,12.869589606283453,18.094385936412646,23.64530776920018,27.332404721412477,36.019880061027024,545.8262778050043,0.0002539045969752801,0.0002018216027239406,0.00013020748562834878
SPLN21,tierAmg_p95,,162135,8536,0.04351949098102395,6.097384071006292,18.051628459439108,25.755946116278324,34.040031221244135,39.74949899453644,53.382421362034435,555.1437559606153,0.0015049187405557097,0.0006352730749067135,0.0001850309926912758
SPLN21,tierAmg_p99,,168963,1708,0.008707976873897483,6.097384071006292,41.25070344242046,59.624312795872555,78.85526061550807,92.53144369814869,124.36017659786911,589.0369865042146,0.09423364878701254,0.0345223510472707,0.00327290590247569
SPLN24,tierA_p90,,297370,32225,0.08195533084775763,5.453548639013242,11.728631954568016,16.364491859018415,21.18747093344959,24.391957647116893,31.104606053452475,135.86423169208285,2.0176884016545047e-05,1.345125601103003e-05,0.0
SPLN24,tierA_p95,,313479,16116,0.040986566701084935,5.453548639013242,16.337019161643585,23.097256984091082,29.98066558371173,34.478453475282755,44.142664167001726,135.86423169208285,0.00014036027931695584,2.552005078490106e-05,0.0
SPLN24,tierA_p99,,326367,3228,0.008209520806099664,5.453548639013242,36.65488245308227,52.2551505092425,68.48001179343923,79.21839974694376,102.04517282660325,211.56814449485472,0.0475048028752907,0.01164639807333462,0.0002543149276734474
SPLN24,cdkn1a_pos,,305185,24410,0.06208005045752565,5.453548639013242,14.309281507871024,20.49035481741253,27.07974965170903,31.53252641563967,41.05627006503305,189.9829755333565,0.00022609237020168095,0.0001245146386617953,5.2427216278650654e-05
SPLN24,senepy_p95,,314358,15237,0.03875107451131988,5.453548639013242,18.694774978798865,28.70743111994279,41.969664733730866,52.452741853718614,78.27671766074728,232.86422456149012,0.008916585548960103,0.0026752937733412223,0.00028947887440434154
SPLN24,senepy_p99,,326545,3050,0.0077568272796170925,5.453548639013242,42.868871470489346,69.0562527202202,103.95084478221654,133.33089251893068,202.3579593103594,374.7418041926732,0.18611829916244316,0.11033701327535256,0.03418211885038815
SPLN24,tierApm_p90,downstream_arrest,297374,32221,0.08194515795952208,5.453548639013242,11.713344814201422,16.34586127119744,21.152208589067254,24.29314323199696,30.800130941768213,135.86423169208285,2.0176612615763315e-05,1.3451075077175542e-05,0.0
SPLN24,tierApm_p90,emt_ecm,297376,32219,0.08194007151540429,5.453548639013242,11.790307175824125,16.531707372317367,21.48962086714756,24.791393970762734,32.039140194652234,90.31863378605141,3.0264715377165607e-05,0.0,0.0
SPLN24,tierApm_p90,il6_jak_stat3,297387,32208,0.0819120960727565,5.453548639013242,11.800101906227285,16.524035689568027,21.4268680521753,24.651422937778033,31.57913557570433,109.33192825762298,6.725243537881616e-05,1.3450487075763232e-05,0.0
SPLN24,tierApm_p90,interferon_response,297383,32212,0.08192226896099206,5.453548639013242,11.795203917924912,16.52911367353148,21.465808494552892,24.71408112929753,31.669125872034375,126.1236167456069,6.052800597209659e-05,1.3450667993799242e-05,0.0
SPLN24,tierApm_p90,oxidative_stress,297383,32212,0.08192226896099206,5.453548639013242,11.822259459595559,16.554833207201845,21.508627688282974,24.758544348089288,31.576817172976853,161.3540550120778,0.0002522000248837358,0.00014459468093334186,3.3626669984498104e-06
SPLN24,tierApm_p90,secondary_senescence,297387,32208,0.0819120960727565,5.453548639013242,11.800101906227285,16.524035689568027,21.4268680521753,24.651422937778033,31.57913557570433,109.33192825762298,6.725243537881616e-05,1.3450487075763232e-05,0.0
SPLN24,tierApm_p90,tnfa_nfkb_proximal,297382,32213,0.08192481218305095,5.453548639013242,11.828505203788925,16.605512904100156,21.616155294366617,24.9702217784296,31.87672723675755,137.4967704619229,0.00012105641901661836,2.690142644813741e-05,0.0
SPLN24,tierApm_p95,downstream_arrest,313479,16116,0.040986566701084935,5.453548639013242,16.35597414630277,23.12530448123242,30.039084079569683,34.51033525431396,43.62508683176217,149.94673887814704,0.00031581062846315063,9.889019679149161e-05,0.0
SPLN24,tierApm_p95,emt_ecm,313479,16116,0.040986566701084935,5.453548639013242,16.46721686776765,23.412640198538924,30.63051301331539,35.33729590434248,45.12592656705704,153.59268223807567,0.0004593609141282191,0.00017864035549430742,6.380012696225265e-06
SPLN24,tierApm_p95,il6_jak_stat3,313479,16116,0.040986566701084935,5.453548639013242,16.471705741497598,23.38792627930158,30.618420770402093,35.2909765739135,44.92391110894939,175.8688751522028,0.00044979089508388124,0.0002233004443678843,2.552005078490106e-05
SPLN24,tierApm_p95,interferon_response,313479,16116,0.040986566701084935,5.453548639013242,16.45033729245112,23.347006868048624,30.52520412094318,35.254930079949,45.31363454445685,153.59268223807567,0.00043384086334331807,0.00021054041897543377,6.380012696225265e-06
SPLN24,tierApm_p95,oxidative_stress,313479,16116,0.040986566701084935,5.453548639013242,16.484816931726083,23.437881460899952,30.667919542398355,35.3560783057687,45.27608261664876,165.99375417047852,0.00046255092047633176,0.00019778039358298323,6.380012696225265e-06
SPLN24,tierApm_p95,secondary_senescence,313479,16116,0.040986566701084935,5.453548639013242,16.471705741497598,23.38792627930158,30.618420770402093,35.2909765739135,44.92391110894939,175.8688751522028,0.00044979089508388124,0.0002233004443678843,2.552005078490106e-05
SPLN24,tierApm_p95,tnfa_nfkb_proximal,313479,16116,0.040986566701084935,5.453548639013242,16.530502857710502,23.513379837815563,30.813557016850403,35.6561026079749,45.79544525361312,172.47395164827375,0.00042108083795086755,0.0002233004443678843,1.9140038088675795e-05
SPLN24,tierApm_p99,downstream_arrest,326370,3225,0.008201891139922991,5.453548639013242,36.6456565423202,52.285883815111845,68.36213484347999,79.06948046513843,103.48692415377351,253.92833420193608,0.04701412507277017,0.012574685173269602,0.00024512056867971935
SPLN24,tierApm_p99,emt_ecm,326368,3227,0.008206977584040773,5.453548639013242,36.876850495636205,53.07168146659208,69.83045165344691,80.76348731962833,103.28332760677263,226.4602212448761,0.05266141288361604,0.012813756250612806,0.0003891312873811158
SPLN24,tierApm_p99,il6_jak_stat3,326368,3227,0.008206977584040773,5.453548639013242,36.920746942642154,52.9857736518951,69.45931275799822,80.22641436642238,102.05046512989071,259.3219898931463,0.05080767722325718,0.011796499656829102,0.00035849102853220905
SPLN24,tierApm_p99,interferon_response,326369,3226,0.008204434361981882,5.453548639013242,36.912793495931034,53.05581336304183,69.70396800348912,80.9803069333958,103.64474949514413,226.4602212448761,0.05322196654706789,0.013141566754195404,0.00041057821055308564
