row_type,arm_id,call,sender_set_kind,variant,control_type,scope_kind,seed,seed_index,n_fits,n_reportable,frac_reportable,median_sf_matched,sf_matched_q25,sf_matched_q75,frac_sf_le_0,frac_sf_gt_05,median_comp_share,median_sf_matched_lo,median_sf_matched_hi,median_sf_matched_n5n6,median_sf_n5,median_sf_n6n5,median_beta_naive,median_beta_naive_sd,median_beta_matched,median_lam_naive,frac_lam_railed,median_match_rate,median_max_smd_before,median_max_smd_after,frac_smd_gate_pass,n_match_cols,matched_on,n_sections,n_modules,n_boot,n_blocks,window_um,caliper_sd,n_seeds,seeds,sf_across_seed_mean,sf_across_seed_sd,sf_across_seed_min,sf_across_seed_max,sf_across_seed_range,comp_share_q25,comp_share_q75,comp_share_across_seed_min,comp_share_across_seed_max,max_max_smd_after
seed,h1,tierA_p95,A_SENDER_FINAL_strict,comp,decoy_matching,by_celltype,20260901,0,343,62,0.18075801749271136,0.9639962597813119,0.9198429128115062,0.9951892035821583,0.0,1.0,0.036003740218688185,0.8789020672773091,1.0023353491063864,0.1689101739777683,0.1768070876887034,0.1688222113569498,0.001584144032354409,0.18033321096531824,0.0015509282165630982,49.99999999999999,0.6935483870967742,1.0,0.05216932959755853,0.034396908844278894,1.0,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,comp,decoy_matching,by_celltype,20260902,1,343,61,0.17784256559766765,0.9650569883887725,0.915595260548757,0.9923380867533325,0.0,1.0,0.03494301161122748,0.8769191609896458,1.0023192745329073,0.16262791981670738,0.17451691946050554,0.1627711694698807,0.0016260798661677485,0.18067316095169103,0.001552174587581214,49.99999999999999,0.6885245901639344,1.0,0.05216932959755853,0.034717666728267906,1.0,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,comp,decoy_matching,by_celltype,20260903,2,343,60,0.1749271137026239,0.9624325268662437,0.9154953048998139,0.996409782518556,0.0,1.0,0.03756747313375636,0.895683449261718,1.001263919545234,0.168936044219747,0.1768070876887034,0.1688222113569498,0.0017115259890456403,0.18033321096531824,0.001657219553900551,49.99999999999999,0.7,1.0,0.05216932959755853,0.034394691075312435,1.0,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,comp,decoy_matching,by_celltype,20260904,3,343,60,0.1749271137026239,0.9604945858309168,0.9151935759338616,0.993593529450935,0.0,1.0,0.03950541416908321,0.8813835683368771,1.0027391695161216,0.16889188309182523,0.1768070876887034,0.1688222113569498,0.001584144032354409,0.1832512694303879,0.0015516034799221258,49.99999999999999,0.7166666666666667,1.0,0.05216932959755853,0.03453388105469005,1.0,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,comp,decoy_matching,by_celltype,20260905,4,343,61,0.17784256559766765,0.9646952945567467,0.9155557858121324,0.9932308975948699,0.0,1.0,0.03530470544325326,0.8877427167398989,1.0012403199845863,0.16250470165233757,0.17451691946050554,0.1627711694698807,0.0016260798661677485,0.18067316095169103,0.001551434237400626,49.99999999999999,0.7049180327868853,1.0,0.05216932959755853,0.03509252257384111,1.0,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
summary,h1,tierA_p95,A_SENDER_FINAL_strict,comp,decoy_matching,by_celltype,-1,-1,1715,304,0.1772594752186589,0.9639962597813119,0.9155853918646009,0.993826845329457,0.0,1.0,0.036003740218688185,0.8851038515540848,1.0022925729449321,0.1626348794856713,0.17451691946050554,0.1627711694698807,0.0016260798661677485,0.18067316095169103,0.0015521470599094067,49.99999999999999,0.7006578947368421,1.0,0.05216932959755853,0.034396908844278894,1.0,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,5.0,20260901|20260902|20260903|20260904|20260905,0.9633351310847983,0.001879848405705028,0.9604945858309168,0.9650569883887725,0.0045624025578556715,0.0061731546705430795,0.0844146081353992,0.03494301161122748,0.03950541416908321,0.05584551662886411
seed,h1,tierA_p95,A_SENDER_FINAL_strict,comp,decoy_matching,pooled,20260901,0,49,12,0.24489795918367346,0.9869723830733728,0.9768565906116004,1.0087278588161217,0.0,1.0,0.013027616926627184,0.9436468206647984,1.014039686034243,0.07594914163037714,0.06351913579372852,0.07691450774036675,0.002050614578590375,0.22674713979883865,0.0020388590213708847,49.99999999999999,0.9166666666666666,1.0,0.05216932959755853,0.034396908844278894,1.0,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,comp,decoy_matching,pooled,20260902,1,49,12,0.24489795918367346,0.9871502216216219,0.9773765037190829,1.008294142201024,0.0,1.0,0.01284977837837803,0.9442682947288015,1.0172484156441053,0.0758247924890521,0.06351913579372852,0.07691450774036675,0.002050614578590375,0.22674713979883865,0.0020375741601949054,49.99999999999999,0.9166666666666666,1.0,0.05216932959755853,0.034717666728267906,1.0,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,comp,decoy_matching,pooled,20260903,2,49,12,0.24489795918367346,0.9875956892169229,0.977546113213888,1.0081850701392263,0.0,1.0,0.012404310783077133,0.945543679540656,1.017430104167735,0.07575284932662027,0.06351913579372852,0.07691450774036675,0.002050614578590375,0.22674713979883865,0.0020371972876101836,49.99999999999999,0.9166666666666666,1.0,0.05216932959755853,0.034394691075312435,1.0,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,comp,decoy_matching,pooled,20260904,3,49,12,0.24489795918367346,0.9872360860808201,0.9770309102664693,1.0085866934104093,0.0,1.0,0.012763913919179859,0.9440077067063856,1.016535839460576,0.07574089099450157,0.06351913579372852,0.07691450774036675,0.002050614578590375,0.22674713979883865,0.0020369423893115916,49.99999999999999,0.9166666666666666,1.0,0.05216932959755853,0.03453388105469005,1.0,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,comp,decoy_matching,pooled,20260905,4,49,13,0.2653061224489796,0.987499825127012,0.9780539038337501,1.0123063560169563,0.0,1.0,0.012500174872988046,0.9465177996086795,1.0184898031906726,0.08235856989834629,0.08057554582868875,0.08321499762995657,0.002016653716960132,0.22171501779857458,0.00203444779698524,49.99999999999999,0.9230769230769231,1.0,0.05216932959755853,0.03509252257384111,1.0,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
summary,h1,tierA_p95,A_SENDER_FINAL_strict,comp,decoy_matching,pooled,-1,-1,245,61,0.24897959183673468,0.9872360860808201,0.9772726666207587,1.011241298662105,0.0,1.0,0.012783787075053565,0.9465177996086795,1.016769738850285,0.082302118442141,0.08057554582868875,0.08321499762995657,0.002016653716960132,0.22171501779857458,0.002035071051529842,49.99999999999999,0.9180327868852459,1.0,0.05216932959755853,0.03453388105469005,1.0,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,5.0,20260901|20260902|20260903|20260904|20260905,0.9872908410239498,0.00025534004899621074,0.9869723830733728,0.9875956892169229,0.0006233061435501064,-0.011241298662105104,0.022727333379241266,0.012404310783077133,0.013027616926627184,0.05584551662886411
seed,h1,tierA_p95,A_SENDER_FINAL_strict,comp_adj,covariate_adjustment,by_celltype,-1,-1,343,62,0.18075801749271136,0.45875929576001884,0.1218163409448287,0.6981302430291488,0.1935483870967742,0.45161290322580644,0.5412407042399812,-0.14912277374687177,0.7061707986630902,,,,0.001584144032354409,0.18033321096531824,0.0005914892347763088,49.99999999999999,0.6935483870967742,,,,,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,,,,,,,,,,,,,
summary,h1,tierA_p95,A_SENDER_FINAL_strict,comp_adj,covariate_adjustment,by_celltype,-1,-1,343,62,0.18075801749271136,0.45875929576001884,0.1218163409448287,0.6981302430291488,0.1935483870967742,0.45161290322580644,0.5412407042399812,-0.14912277374687177,0.7061707986630902,,,,0.001584144032354409,0.18033321096531824,0.0005914892347763088,49.99999999999999,0.6935483870967742,,,,,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,,1.0,-1,0.45875929576001884,,0.45875929576001884,0.45875929576001884,0.0,0.30186975697085117,0.8781836590551713,0.5412407042399812,0.5412407042399812,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,comp_adj,covariate_adjustment,pooled,-1,-1,49,12,0.24489795918367346,0.11822395887328355,0.08377170838611575,0.1777432358086789,0.16666666666666666,0.08333333333333333,0.8817760411267165,-0.03558608210469409,0.220002555511421,,,,0.002050614578590375,0.22674713979883865,0.00023521634409118245,49.99999999999999,0.9166666666666666,,,,,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,,,,,,,,,,,,,
summary,h1,tierA_p95,A_SENDER_FINAL_strict,comp_adj,covariate_adjustment,pooled,-1,-1,49,12,0.24489795918367346,0.11822395887328355,0.08377170838611575,0.1777432358086789,0.16666666666666666,0.08333333333333333,0.8817760411267165,-0.03558608210469409,0.220002555511421,,,,0.002050614578590375,0.22674713979883865,0.00023521634409118245,49.99999999999999,0.9166666666666666,,,,,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,,1.0,-1,0.11822395887328355,,0.11822395887328355,0.11822395887328355,0.0,0.8222567641913212,0.9162282916138842,0.8817760411267165,0.8817760411267165,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,by_celltype,20260901,0,343,62,0.18075801749271136,0.9757801520729612,0.9489772914450314,0.9880381665402473,0.0,1.0,0.024219847927038796,0.8981800087696404,1.0050800942951161,0.17236359932578338,0.1768070876887034,0.1688222113569498,0.001584144032354409,0.18033321096531824,0.001534807115916473,49.99999999999999,0.6935483870967742,1.0,0.41385686999154747,0.015433128390265918,1.0,12,log_dens50|log_counts|zonation|knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,by_celltype,20260902,1,343,61,0.17784256559766765,0.9742165388004385,0.9459379598075974,0.9855238833653124,0.0,1.0,0.02578346119956154,0.8871570213170729,1.003294644536845,0.16336645054581042,0.17451691946050554,0.1627711694698807,0.0016260798661677485,0.18067316095169103,0.0015381706710869312,49.99999999999999,0.6885245901639344,1.0,0.41385686999154747,0.014564179221443888,1.0,12,log_dens50|log_counts|zonation|knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,by_celltype,20260903,2,343,60,0.1749271137026239,0.9719519927810043,0.9433614275973554,0.9890034612655964,0.0,1.0,0.028048007218995696,0.8962115171998157,1.0043011484617994,0.17183377647468284,0.1768070876887034,0.1688222113569498,0.0017115259890456403,0.18033321096531824,0.0016052570694152116,49.99999999999999,0.7,1.0,0.41385686999154747,0.01524452064629084,1.0,12,log_dens50|log_counts|zonation|knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,by_celltype,20260904,3,343,60,0.1749271137026239,0.974259408122577,0.9470917441566377,0.9891703016814328,0.0,1.0,0.025740591877422947,0.9063152237525844,1.0037966433162642,0.17123591765315227,0.1768070876887034,0.1688222113569498,0.001584144032354409,0.1832512694303879,0.00153397445335325,49.99999999999999,0.7166666666666667,1.0,0.41385686999154747,0.015335345924079586,1.0,12,log_dens50|log_counts|zonation|knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
