row_type,arm_id,call,sender_set_kind,variant,control_type,scope_kind,seed,seed_index,n_fits,n_reportable,frac_reportable,median_sf_matched,sf_matched_q25,sf_matched_q75,frac_sf_le_0,frac_sf_gt_05,median_comp_share,median_sf_matched_lo,median_sf_matched_hi,median_sf_matched_n5n6,median_sf_n5,median_sf_n6n5,median_beta_naive,median_beta_naive_sd,median_beta_matched,median_lam_naive,frac_lam_railed,median_match_rate,median_max_smd_before,median_max_smd_after,frac_smd_gate_pass,n_match_cols,matched_on,n_sections,n_modules,n_boot,n_blocks,window_um,caliper_sd,n_seeds,seeds,sf_across_seed_mean,sf_across_seed_sd,sf_across_seed_min,sf_across_seed_max,sf_across_seed_range,comp_share_q25,comp_share_q75,comp_share_across_seed_min,comp_share_across_seed_max,max_max_smd_after
seed,h1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,by_celltype,20260905,4,343,61,0.17784256559766765,0.9728909775905953,0.9484474339108229,0.988524265073248,0.0,1.0,0.027109022409404715,0.9013829832728554,1.0053109181270563,0.16333025418213362,0.17451691946050554,0.1627711694698807,0.0016260798661677485,0.18067316095169103,0.0015422512764008555,49.99999999999999,0.7049180327868853,1.0,0.41385686999154747,0.01583437976080006,1.0,12,log_dens50|log_counts|zonation|knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
summary,h1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,by_celltype,-1,-1,1715,304,0.1772594752186589,0.9742165388004385,0.9454975951817686,0.988680274197042,0.0,1.0,0.026032181338381033,0.8982608609226923,1.00424683213742,0.16339747332290555,0.17451691946050554,0.1627711694698807,0.0016260798661677485,0.18067316095169103,0.0015402109737438934,49.99999999999999,0.7006578947368421,1.0,0.41385686999154747,0.015335345924079586,1.0,12,log_dens50|log_counts|zonation|knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,5.0,20260901|20260902|20260903|20260904|20260905,0.9738198138735152,0.001461596054126687,0.9719519927810043,0.9757801520729612,0.0038281592919569007,0.011319725802958092,0.05450240481823143,0.024219847927038796,0.028048007218995696,0.029442559797782316
seed,h1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,pooled,20260901,0,49,12,0.24489795918367346,0.9571350402155596,0.9445007811015882,0.9694972092558085,0.0,1.0,0.04286495978444044,0.9347502219064087,0.9756053543774492,0.07763375536331307,0.06351913579372852,0.07691450774036675,0.002050614578590375,0.22674713979883865,0.001955288211439248,49.99999999999999,0.9166666666666666,1.0,0.41385686999154747,0.015433128390265918,1.0,12,log_dens50|log_counts|zonation|knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,pooled,20260902,1,49,12,0.24489795918367346,0.9548969796309179,0.9451024034317581,0.969022570551652,0.0,1.0,0.04510302036908209,0.9357964363845065,0.9742982016972361,0.07750556920279084,0.06351913579372852,0.07691450774036675,0.002050614578590375,0.22674713979883865,0.0019539069265509207,49.99999999999999,0.9166666666666666,1.0,0.41385686999154747,0.014564179221443888,1.0,12,log_dens50|log_counts|zonation|knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,pooled,20260903,2,49,12,0.24489795918367346,0.9562627540337231,0.9443869640470363,0.9698837946381453,0.0,1.0,0.04373724596627693,0.9344375111556871,0.975023088153095,0.07748971026695126,0.06351913579372852,0.07691450774036675,0.002050614578590375,0.22674713979883865,0.0019534099822511373,49.99999999999999,0.9166666666666666,1.0,0.41385686999154747,0.01524452064629084,1.0,12,log_dens50|log_counts|zonation|knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,pooled,20260904,3,49,12,0.24489795918367346,0.9550073690570946,0.9447609015794796,0.9696961024488135,0.0,1.0,0.04499263094290534,0.9350653939788213,0.9745516001770924,0.07780760016891142,0.06351913579372852,0.07691450774036675,0.002050614578590375,0.22674713979883865,0.0019486589021912603,49.99999999999999,0.9166666666666666,1.0,0.41385686999154747,0.015335345924079586,1.0,12,log_dens50|log_counts|zonation|knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,pooled,20260905,4,49,13,0.2653061224489796,0.961605250714043,0.9462945158955788,0.9730502607967754,0.0,1.0,0.038394749285956986,0.9313755909991129,0.9768446182358901,0.0831184318753454,0.08057554582868875,0.08321499762995657,0.002016653716960132,0.22171501779857458,0.0019037808558811937,49.99999999999999,0.9230769230769231,1.0,0.41385686999154747,0.01583437976080006,1.0,12,log_dens50|log_counts|zonation|knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
summary,h1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,pooled,-1,-1,245,61,0.24897959183673468,0.9562627540337231,0.9461436095380196,0.9718788280013595,0.0,1.0,0.03939252947746008,0.9313755909991129,0.974920920636605,0.0831184318753454,0.08057554582868875,0.08321499762995657,0.002016653716960132,0.22171501779857458,0.0019084527070264946,49.99999999999999,0.9180327868852459,1.0,0.41385686999154747,0.015335345924079586,1.0,12,log_dens50|log_counts|zonation|knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,5.0,20260901|20260902|20260903|20260904|20260905,0.9569814787302675,0.0027459815719537983,0.9548969796309179,0.961605250714043,0.006708271083125106,0.028121171998640504,0.05385639046198043,0.038394749285956986,0.04510302036908209,0.029442559797782316
seed,h1,tierA_p95,A_SENDER_FINAL_strict,type_adj,covariate_adjustment,pooled,-1,-1,49,12,0.24489795918367346,0.33494620061534464,0.24839609226827083,0.44008362035506815,0.0,0.16666666666666666,0.6650537993846554,0.1649240785972143,0.43718408995745617,,,,0.002050614578590375,0.22674713979883865,0.0008582549908290871,49.99999999999999,0.9166666666666666,,,,,8,ct_Endothelial|ct_Erythroid cells|ct_Megakaryocytes|ct_Mono/Mac/DC|ct_Neutrophils|ct_Plasma cells|ct_Stromal|ct_T/NK cells,7,7,400,100,100.0,,,,,,,,,,,,,
summary,h1,tierA_p95,A_SENDER_FINAL_strict,type_adj,covariate_adjustment,pooled,-1,-1,49,12,0.24489795918367346,0.33494620061534464,0.24839609226827083,0.44008362035506815,0.0,0.16666666666666666,0.6650537993846554,0.1649240785972143,0.43718408995745617,,,,0.002050614578590375,0.22674713979883865,0.0008582549908290871,49.99999999999999,0.9166666666666666,,,,,8,ct_Endothelial|ct_Erythroid cells|ct_Megakaryocytes|ct_Mono/Mac/DC|ct_Neutrophils|ct_Plasma cells|ct_Stromal|ct_T/NK cells,7,7,400,100,100.0,,1.0,-1,0.33494620061534464,,0.33494620061534464,0.33494620061534464,0.0,0.5599163796449318,0.7516039077317291,0.6650537993846554,0.6650537993846554,
seed,h1,tierA_p95,A_SENDER_FINAL_strict,typecomp_adj,covariate_adjustment,pooled,-1,-1,49,12,0.24489795918367346,0.0820704746435064,0.019247137374620128,0.11989402233086971,0.16666666666666666,0.08333333333333333,0.9179295253564936,-0.07000432720761153,0.1882115830954263,,,,0.002050614578590375,0.22674713979883865,0.00016060520093234682,49.99999999999999,0.9166666666666666,,,,,17,ct_Endothelial|ct_Erythroid cells|ct_Megakaryocytes|ct_Mono/Mac/DC|ct_Neutrophils|ct_Plasma cells|ct_Stromal|ct_T/NK cells|knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,,,,,,,,,,,,,
summary,h1,tierA_p95,A_SENDER_FINAL_strict,typecomp_adj,covariate_adjustment,pooled,-1,-1,49,12,0.24489795918367346,0.0820704746435064,0.019247137374620128,0.11989402233086971,0.16666666666666666,0.08333333333333333,0.9179295253564936,-0.07000432720761153,0.1882115830954263,,,,0.002050614578590375,0.22674713979883865,0.00016060520093234682,49.99999999999999,0.9166666666666666,,,,,17,ct_Endothelial|ct_Erythroid cells|ct_Megakaryocytes|ct_Mono/Mac/DC|ct_Neutrophils|ct_Plasma cells|ct_Stromal|ct_T/NK cells|knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,,1.0,-1,0.0820704746435064,,0.0820704746435064,0.0820704746435064,0.0,0.8801059776691302,0.9807528626253799,0.9179295253564936,0.9179295253564936,
seed,h1,tierAmg_p95,A_SENDER_FINAL_strict,comp,decoy_matching,by_celltype,20260901,0,343,57,0.1661807580174927,0.9642208219123829,0.9232852296454439,0.9878602780461326,0.0,1.0,0.0357791780876171,0.8681346382169888,1.003914385687806,0.1730910335381039,0.174632986400121,0.18094453626504176,0.0016759610388008964,0.18458436762722535,0.0015456345793185347,49.99999999999999,0.6491228070175439,1.0,0.06055619859628277,0.03688483765865437,1.0,9,knn_frac_B cells|knn_frac_Endothelial|knn_frac_Erythroid cells|knn_frac_Megakaryocytes|knn_frac_Mono/Mac/DC|knn_frac_Neutrophils|knn_frac_Plasma cells|knn_frac_Stromal|knn_frac_T/NK cells,7,7,400,100,100.0,0.25,,,,,,,,,,,,
