section,call,celltype,module,n,lam_naive,beta_naive,sd_y,beta_n6n5_noanat,sf_n6n5_noanat,beta_n2n5n6_noanat,sf_n2n5n6_noanat
SPLN07,tierAmg_p95,Stromal,tnfa_nfkb_proximal,25703,49.99999999999999,-0.0013143905107336172,0.010418307509914728,0.000353994894720615,-0.2693224668238326,0.0003573800576087209,-0.27189792888055153
SPLN07,tierAmg_p95,T/NK cells,downstream_arrest,26705,49.99999999999999,0.0026552115306211484,0.007438870361160694,0.0007848232443680153,0.2955784257928472,0.0007820743764128457,0.2945431531136394
SPLN07,tierAmg_p95,T/NK cells,emt_ecm,26705,10.23956309363406,-0.0012349856319191722,0.009665600276030993,-0.0004270122984781063,0.34576296876792617,-0.00041786542561551826,0.338356507813094
SPLN07,tierAmg_p95,T/NK cells,il6_jak_stat3,26705,49.99999999999999,-0.0019350464140825124,0.013290575555354288,-0.00044132274704245346,0.2280683004969177,-0.00046220896161513044,0.23886195093376264
SPLN07,tierAmg_p95,T/NK cells,interferon_response,26705,39.41125978389037,-0.0027767279850394017,0.010701555871211285,-0.0005894648471259103,0.21228757382857066,-0.0005747506630184263,0.20698846488208333
SPLN07,tierAmg_p95,T/NK cells,oxidative_stress,26705,6.999999999999999,-0.001956265799913208,0.01913845911194674,0.00014367301887797325,-0.07344248357475117,9.279939352334734e-05,-0.047437006529207064
SPLN07,tierAmg_p95,T/NK cells,secondary_senescence,26705,23.173197731065976,-0.0018451303612397633,0.00852024432688742,-0.0002630004520120869,0.1425375992595851,-0.0002465909185459927,0.13364417155886243
SPLN07,tierAmg_p95,T/NK cells,tnfa_nfkb_proximal,26705,9.732910071136477,-0.00023338869087726792,0.00923531441771471,-0.0004441630905505816,1.9031045972324065,-0.00043827118720592064,1.877859572194928
SPLN07,tierA_p95,B cells,downstream_arrest,35179,49.99999999999999,0.0012838224914941804,0.007219682773837678,-0.00024111164146735752,-0.1878076159787005,-0.00024258115244110687,-0.1889522531723043
SPLN07,tierA_p95,B cells,emt_ecm,35179,49.99999999999999,-0.0018753621075642437,0.007915874918046548,0.00023133406506993675,-0.12335434534848198,0.00022678132224992738,-0.12092668468409833
SPLN07,tierA_p95,B cells,il6_jak_stat3,35179,49.99999999999999,-0.00010714248028912891,0.011158594216497576,0.0009610537774619966,-8.969866806037611,0.000931053910346766,-8.689867061451949
SPLN07,tierA_p95,B cells,interferon_response,35179,17.56092404327022,-4.0689992915362394e-05,0.009375185886403842,0.0001378252261709502,-3.3872020193671415,0.0001413118455148453,-3.472889410641637
SPLN07,tierA_p95,B cells,oxidative_stress,35179,6.999999999999999,-0.0004223260040012238,0.018853514684232398,-0.00010244364392415495,0.2425700595122674,-0.0001005302806461681,0.23803952324441
SPLN07,tierA_p95,B cells,secondary_senescence,35179,49.99999999999999,-0.0007335472879949435,0.005998594326904157,0.00025418752168812413,-0.3465182488547027,0.00023877903507536874,-0.32551280467281163
SPLN07,tierA_p95,B cells,tnfa_nfkb_proximal,35179,49.99999999999999,0.0006226138934737432,0.007165619691967037,0.0005899453157054232,0.9475299569913987,0.0005781780298286843,0.9286301444429093
SPLN07,tierA_p95,Endothelial,downstream_arrest,37381,49.99999999999999,-0.00022877447230864914,0.006139096695984498,-0.0003939435142404805,1.7219732178378493,-0.00040305824225414933,1.7618147610034336
SPLN07,tierA_p95,Endothelial,emt_ecm,37381,49.99999999999999,-0.00033277898510368026,0.009969773672847473,0.0004409011676374984,-1.3249068822664138,0.0004271452796476718,-1.2835704740027105
SPLN07,tierA_p95,Endothelial,il6_jak_stat3,37381,6.999999999999999,-0.0010455923009374303,0.011482590275855287,-0.00039454494884784256,0.3773410998666608,-0.0004114042802644664,0.39346529225169324
SPLN07,tierA_p95,Endothelial,interferon_response,37381,49.99999999999999,-0.00037191191960064216,0.007911466427180727,0.00010868266454022442,-0.29222689247746486,0.0001084089330219462,-0.2914908807933754
SPLN07,tierA_p95,Endothelial,oxidative_stress,37381,6.999999999999999,-0.002129171486185249,0.01909447894275698,-0.0012738687977062078,0.5982931886752566,-0.001301076318829711,0.6110716432525579
SPLN07,tierA_p95,Endothelial,secondary_senescence,37381,49.99999999999999,-0.0007808790125203895,0.0073724438492327755,0.0001680546926642127,-0.21521220313220368,0.00015846196970116118,-0.20292768426405056
SPLN07,tierA_p95,Endothelial,tnfa_nfkb_proximal,37381,6.999999999999999,0.0004332140611124303,0.007356098999944792,0.0005692266681894113,1.313961663034945,0.0005683477753973008,1.3119328904926746
SPLN07,tierA_p95,Erythroid cells,downstream_arrest,9733,6.999999999999999,-0.0012800404532155249,0.015346729114969634,0.0006958278840853911,-0.5435983545187475,0.000688907514247097,-0.5381919864458403
SPLN07,tierA_p95,Erythroid cells,emt_ecm,9733,7.226676725617498,-0.0010092761764628237,0.010036791180949797,-0.00121851753421652,1.2073182372014541,-0.001167728145723688,1.1569956499084182
SPLN07,tierA_p95,Erythroid cells,il6_jak_stat3,9733,6.999999999999999,0.0012312503755208253,0.013996449677904558,0.0011443940067026137,0.9294567778048629,0.0011291793144003316,0.9170996710743604
SPLN07,tierA_p95,Erythroid cells,interferon_response,9733,6.999999999999999,0.00042122198729262667,0.009252780570414062,-0.00012271523859904858,-0.2913315123642803,-0.00013793948205505368,-0.32747455312494383
SPLN07,tierA_p95,Erythroid cells,oxidative_stress,9733,6.999999999999999,0.003574320184294388,0.021549611746566173,0.004461767481107503,1.248284219391584,0.004414006188885877,1.2349218764119345
SPLN07,tierA_p95,Erythroid cells,secondary_senescence,9733,49.99999999999999,0.00017539592817040854,0.007272440128456346,-0.00020519171518107855,-1.1698773017223152,-0.00017340720203011463,-0.9886615033710375
SPLN07,tierA_p95,Erythroid cells,tnfa_nfkb_proximal,9733,49.99999999999999,0.0015422081985410696,0.008568144108025621,0.0008407514418872808,0.5451607913138009,0.0008808020719905217,0.5711304562015436
SPLN07,tierA_p95,Mono/Mac/DC,downstream_arrest,33620,49.99999999999999,0.0005117508670591984,0.006074192814448121,0.00024318845308030066,0.4752086781558283,0.0002391756780979975,0.4673674115540485
SPLN07,tierA_p95,Mono/Mac/DC,emt_ecm,33620,49.99999999999999,-0.0020866719339499374,0.010830733783597767,-0.0006706588438673658,0.3214011905541142,-0.000692012781151464,0.33163468099248733
SPLN07,tierA_p95,Mono/Mac/DC,il6_jak_stat3,33620,49.99999999999999,-0.0017274232266510758,0.015080138456702693,-2.487541699897867e-05,0.014400302494024115,-6.61672867227922e-05,0.03830403904610541
SPLN07,tierA_p95,Mono/Mac/DC,interferon_response,33620,16.022086413920093,-0.0002530525062936985,0.010598297983674348,8.95861072945399e-05,-0.3540218139177971,0.00010702916962035176,-0.4229524188001176
SPLN07,tierA_p95,Mono/Mac/DC,oxidative_stress,33620,6.999999999999999,-0.003950787709274341,0.023076617037919477,-0.0013651487363895323,0.34553836775002905,-0.001312801366430251,0.3322885113134512
SPLN07,tierA_p95,Mono/Mac/DC,secondary_senescence,33620,49.99999999999999,-0.00044879341627069913,0.008114579962205177,-0.0002578895239487189,0.5746285809887359,-0.0002703180381070404,0.6023217549697575
SPLN07,tierA_p95,Mono/Mac/DC,tnfa_nfkb_proximal,33620,49.99999999999999,-0.00022998593935717287,0.007940474019879462,-0.00020710243867538597,0.900500436045143,-0.00021479520739286223,0.9339493013930773
SPLN07,tierA_p95,Neutrophils,downstream_arrest,23104,6.999999999999999,-0.0003103927122988315,0.007939906394531418,0.00011827363225381683,-0.3810451327218937,0.00012268222480617646,-0.3952484061161326
SPLN07,tierA_p95,Neutrophils,emt_ecm,23104,49.99999999999999,0.0005088567792090609,0.009192945009972812,2.082695295796083e-05,0.040928909290219355,-7.25136003335271e-06,-0.01425029660531167
SPLN07,tierA_p95,Neutrophils,il6_jak_stat3,23104,22.7023174750512,0.001531247852233703,0.01808652256781481,0.0007341243113333427,0.4794287941448807,0.0007312108502307147,0.4775261230009649
SPLN07,tierA_p95,Neutrophils,interferon_response,23104,8.62912924978092,0.001173464335139492,0.009783271798489455,0.0006990199236684049,0.5956891085107509,0.0006948887548987759,0.5921686190966964
SPLN07,tierA_p95,Neutrophils,oxidative_stress,23104,6.999999999999999,-0.0035495109472644293,0.02999110107396864,-0.001554452333723107,0.4379342272267415,-0.0015201254070031753,0.4282633381296429
SPLN07,tierA_p95,Neutrophils,secondary_senescence,23104,10.831973596703007,0.0007701458222303558,0.00897773168376011,0.0005943958672765952,0.7717965223199087,0.0005948309730146868,0.7723614877141655
SPLN07,tierA_p95,Neutrophils,tnfa_nfkb_proximal,23104,14.707988223426792,0.0006801583472727952,0.011272856511281624,0.00010670758747193008,0.15688638961764034,9.528833666466712e-05,0.1400972832969574
SPLN07,tierA_p95,Plasma cells,downstream_arrest,4497,49.99999999999999,-0.000386853217089295,0.008499684957706533,-0.0009061751192960566,2.3424262207618907,-0.0009304972331453057,2.4052979063904867
SPLN07,tierA_p95,Plasma cells,emt_ecm,4497,49.99999999999999,-0.0013829195374649615,0.00991793399141636,-0.0017567209929717981,1.2702987739923426,-0.0017515130324665931,1.2665328567685887
SPLN07,tierA_p95,Plasma cells,il6_jak_stat3,4497,6.999999999999999,-0.0032544060911067064,0.013202291805518719,-0.002782746464695422,0.8550704450498093,-0.0027845871755000392,0.8556360508018535
SPLN07,tierA_p95,Plasma cells,interferon_response,4497,6.999999999999999,-0.0026177650029820558,0.010235737979578897,-0.00251226363910405,0.9596979240849263,-0.0025132376216117874,0.9600699905258131
SPLN07,tierA_p95,Plasma cells,oxidative_stress,4497,9.752583801417668,0.001465282267298384,0.020253868044064746,0.0012967489703957099,0.8849823677908779,0.0012945391216801472,0.8834742292124748
SPLN07,tierA_p95,Plasma cells,secondary_senescence,4497,6.999999999999999,0.0009052311263593754,0.007263290391348385,0.0009273737918507771,1.0244607866948348,0.0009288191509871369,1.0260574608416604
SPLN07,tierA_p95,Plasma cells,tnfa_nfkb_proximal,4497,6.999999999999999,-0.0004178471991324768,0.008755432655332263,-0.0001929108229966586,0.46167791335486974,-0.00019406098485713223,0.4644305029686366
SPLN07,tierA_p95,Stromal,downstream_arrest,25721,36.49114673092603,0.0018895803194554012,0.006224778415230905,2.789113740147998e-05,0.01476049317105426,3.128466904714914e-05,0.01655641134967247
SPLN07,tierA_p95,Stromal,emt_ecm,25721,49.99999999999999,-0.02611953821571614,0.020787405337377954,0.0006539313374950348,-0.025036098727869698,0.0006193056796519648,-0.023710437548215467
SPLN07,tierA_p95,Stromal,il6_jak_stat3,25721,49.99999999999999,0.005539051249219873,0.013438070071085197,-0.0007570862126245728,-0.1366815684782122,-0.0007447242672026319,-0.1344497881848484
SPLN07,tierA_p95,Stromal,interferon_response,25721,49.99999999999999,0.00294131589386271,0.009505302745141135,-0.0006489996249690162,-0.22064941284382467,-0.0006423691080730758,-0.21839514396037168
SPLN07,tierA_p95,Stromal,oxidative_stress,25721,49.99999999999999,0.0035785727289660164,0.017695780745532828,0.00044942379026808574,0.12558744066602806,0.0004671576601067583,0.13054301127526272
SPLN07,tierA_p95,Stromal,secondary_senescence,25721,6.999999999999999,-0.00287482012748996,0.009823536598488013,-0.001052352348895256,0.3660585018284527,-0.0010519818572213469,0.36592962709630283
SPLN07,tierA_p95,Stromal,tnfa_nfkb_proximal,25721,49.99999999999999,-0.0012691029625806149,0.010414510044210448,0.00031202610153003646,-0.24586350416798133,0.00030741057820340696,-0.24222666502827575
SPLN07,tierA_p95,T/NK cells,downstream_arrest,26704,49.99999999999999,0.002603409077963262,0.007440442905449893,0.0008184741409128235,0.31438552928191543,0.0008085562234679596,0.3105759407202043
SPLN07,tierA_p95,T/NK cells,emt_ecm,26704,8.958908050689542,-0.0011889779301309245,0.009668197639348777,-0.0003827370172988585,0.3219042234507358,-0.0003887444523919858,0.32695682782705576
SPLN07,tierA_p95,T/NK cells,il6_jak_stat3,26704,49.99999999999999,-0.0019887233634909626,0.013294247101990857,-0.0006243442373523834,0.3139422248534471,-0.0006309163162869664,0.3172468971146743
SPLN07,tierA_p95,T/NK cells,interferon_response,26704,49.99999999999999,-0.002925500539343457,0.010706296620430843,-0.0005801066482728095,0.19829312641418875,-0.0005776924995956861,0.19746791765259158
SPLN07,tierA_p95,T/NK cells,oxidative_stress,26704,6.999999999999999,-0.0018714244191992888,0.01913528698414136,1.9609602166365516e-05,-0.010478436620355589,2.5782120405879963e-05,-0.0137767361275061
SPLN07,tierA_p95,T/NK cells,secondary_senescence,26704,21.924566759994946,-0.0016192705615896896,0.008520301414093776,-0.00013527506007833076,0.08354073944599284,-0.0001171673133733138,0.07235808280136144
SPLN07,tierA_p95,T/NK cells,tnfa_nfkb_proximal,26704,11.161520096644118,-0.00026599530264460566,0.009241041014484034,-0.0004511388894905583,1.696040813522642,-0.0004483215958132488,1.6854492968706591
SPLN14,tierAmg_p95,B cells,downstream_arrest,49010,49.99999999999999,0.0003340559041251597,0.005633855041991056,-0.00011655359372787935,-0.3489044566750438,-0.00011739555100730769,-0.3514248649930266
SPLN14,tierAmg_p95,B cells,emt_ecm,49010,49.99999999999999,-0.0011274673014680478,0.005638279673465241,-0.00028333110674167166,0.25129873511431605,-0.000281463079322534,0.2496418999966099
SPLN14,tierAmg_p95,B cells,il6_jak_stat3,49010,24.084172649035125,-0.000645008809392502,0.009623731330134876,-0.0003210060272240762,0.497676965879604,-0.00031961163690369854,0.4955151499476775
SPLN14,tierAmg_p95,B cells,interferon_response,49010,6.999999999999999,-8.640312168091562e-05,0.008721990174531024,8.355676943806893e-05,-0.9670572985388399,8.403710874272153e-05,-0.9726165803715783
SPLN14,tierAmg_p95,B cells,oxidative_stress,49010,6.999999999999999,0.0009646255874127802,0.016186275714799178,0.0008860694688268257,0.9185630988737821,0.0008936927539926507,0.9264659424903104
SPLN14,tierAmg_p95,B cells,secondary_senescence,49010,24.92951330945548,-0.0006157769150659533,0.00511161863648383,-0.0002966119740115117,0.48168738832916924,-0.00029695568951048983,0.48224557018134423
SPLN14,tierAmg_p95,B cells,tnfa_nfkb_proximal,49010,49.99999999999999,-0.0003156221489596234,0.006237746096339693,-0.00012046655404772063,0.38167965855631875,-0.00011836178233322879,0.3750110146685886
SPLN14,tierAmg_p95,Endothelial,downstream_arrest,47533,49.99999999999999,-0.00012796757605413605,0.005295122373008696,-0.0001520671244099365,1.1883254266346754,-0.0001505034781795208,1.1761063452186595
SPLN14,tierAmg_p95,Endothelial,emt_ecm,47533,6.999999999999999,-0.0001646242291077716,0.006644215573124153,-0.00011563669677152641,0.7024281747483514,-0.00011629021142496014,0.7063979102907781
SPLN14,tierAmg_p95,Endothelial,il6_jak_stat3,47533,6.999999999999999,-0.0003336368379531708,0.009635928645217772,-0.000281760685998721,0.8445131170985047,-0.00028046859379127106,0.8406403666690955
SPLN14,tierAmg_p95,Endothelial,interferon_response,47533,49.99999999999999,0.00016299635559400495,0.007459733590980152,4.010623218803312e-05,0.24605600561972465,4.447690533010956e-05,0.27287055080479006
SPLN14,tierAmg_p95,Endothelial,oxidative_stress,47533,49.99999999999999,0.0006865151674612891,0.016571271140069815,0.0007856086389774047,1.1443427271717244,0.0007881224347386515,1.1480044026603269
SPLN14,tierAmg_p95,Endothelial,secondary_senescence,47533,49.99999999999999,-0.0003477890312015012,0.006232728369506041,-0.00028768567154813945,0.8271844300387403,-0.00028829574672641686,0.8289385830554982
SPLN14,tierAmg_p95,Endothelial,tnfa_nfkb_proximal,47533,8.336621963672648,0.0005365531523926502,0.006479875991776685,0.0005598564003747315,1.0434313876978734,0.0005597625340873181,1.0432564445687633
SPLN14,tierAmg_p95,Mono/Mac/DC,downstream_arrest,32437,47.13609381829607,0.0004604247909497963,0.006083744376295867,0.0004917076021121096,1.0679433683355342,0.0004906173800844074,1.0655755070710413
SPLN14,tierAmg_p95,Mono/Mac/DC,emt_ecm,32437,49.99999999999999,-0.0012544724549885457,0.00804862757876237,-0.0004661041571984469,0.3715539192151515,-0.00046675717495534144,0.3720744709054638
SPLN14,tierAmg_p95,Mono/Mac/DC,il6_jak_stat3,32437,6.999999999999999,-0.0006227717683632109,0.013836613417116572,-0.0006732140875451846,1.0809964769510152,-0.0006811235946842126,1.093696967790245
SPLN14,tierAmg_p95,Mono/Mac/DC,interferon_response,32437,49.99999999999999,0.0011400613645677288,0.009829081024026532,0.0002533571880136409,0.22223118499389288,0.0002516258728040434,0.2207125691865289
SPLN14,tierAmg_p95,Mono/Mac/DC,oxidative_stress,32437,6.999999999999999,-0.0014349761152255096,0.02006813009421401,-0.00044182679674337454,0.3078983629451843,-0.0004350721123384212,0.3031911874505651
SPLN14,tierAmg_p95,Mono/Mac/DC,secondary_senescence,32437,30.392459173594727,-0.0002897377482260869,0.006624278425710959,-0.0002484311860546062,0.8574346545302459,-0.0002506779265122639,0.8651890478442457
SPLN14,tierAmg_p95,Mono/Mac/DC,tnfa_nfkb_proximal,32437,49.99999999999999,-0.0005005410435644454,0.007652027108090904,-0.0005394263376029349,1.0776865244887415,-0.000541285225776822,1.0814002822270672
SPLN14,tierAmg_p95,Plasma cells,downstream_arrest,15131,49.99999999999999,0.0009680144984415353,0.009957532229606858,-0.000487060204437609,-0.5031538321189987,-0.0004773548373440624,-0.4931277766113882
SPLN14,tierAmg_p95,Plasma cells,emt_ecm,15131,49.99999999999999,-0.00032667126347018366,0.006324062894768433,5.449932755991518e-05,-0.16683232856473618,4.837208169361887e-05,-0.148075717404001
SPLN14,tierAmg_p95,Plasma cells,il6_jak_stat3,15131,14.036140557121366,0.0009609234134291104,0.011282525654225412,0.0008028315577620391,0.8354792343929768,0.0008044261244464567,0.8371386451869415
SPLN14,tierAmg_p95,Plasma cells,interferon_response,15131,6.999999999999999,0.0010575151160371779,0.009035157543528,0.0006038459035699209,0.571004512760735,0.0005957566859736302,0.5633552437586962
SPLN14,tierAmg_p95,Plasma cells,oxidative_stress,15131,6.999999999999999,-0.0014546686732400367,0.01567148974197676,-0.0012086639082756606,0.8308860502120797,-0.0012241877920048528,0.8415578162401577
