section,arm,week,band,call,n_cells,area_um2,median_depth,median_nn_um,n_senders,sender_prevalence,sender_density_per_um2,median_d_um,iqr_d_um,p90_d_um,poisson_median_pred_um,obs_over_poisson
SPLN30,?,,in_band,tierA_p90,291577,24046250.0,50.0,6.286000158958664,23372,0.0801572140463754,0.0009719602848677029,14.190711922923978,11.125382938792882,27.456385142877373,15.066540188233486,0.9418693174167814
SPLN30,?,,in_band,tierA_p95,291577,24046250.0,50.0,6.286000158958664,11691,0.04009575515215535,0.00048618807506367937,19.9426358956308,16.281054137254515,39.18299462682776,21.302748637038178,0.9361531807664196
SPLN30,?,,in_band,tierA_p99,291577,24046250.0,50.0,6.286000158958664,2341,0.008028753982652953,9.735405728543951e-05,45.02767476932877,38.80440452088522,91.56095022668364,47.60589850061339,0.9458423470097639
SPLN30,?,,in_band,cdkn1a_pos,291577,24046250.0,50.0,6.286000158958664,3263,0.011190868964287306,0.00013569683422571087,39.6177970963077,32.032303960915776,75.89863576320637,40.32300932799932,0.9825109225862777
SPLN30,?,,in_band,senepy_p90,291577,24046250.0,50.0,6.286000158958664,23069,0.07911803743093591,0.0009593595675001299,14.976759611418611,12.718414839081802,31.725363243059977,15.165163211152375,0.9875765531098792
SPLN30,?,,in_band,senepy_p95,291577,24046250.0,50.0,6.286000158958664,11686,0.0400786070231877,0.00048598014243385145,21.176619805774404,19.749849176463044,47.576988051098276,21.30730547223908,0.9938666263251849
SPLN30,?,,in_band,senepy_p99,291577,24046250.0,50.0,6.286000158958664,2336,0.008011605853685305,9.714612465561158e-05,50.216782136265536,52.32611493539674,120.15219882006691,47.65681936071607,1.0537166099183628
SPLN30,?,,in_band,tierAmg_p90,291577,24046250.0,50.0,6.286000158958664,23373,0.08016064367216894,0.0009720018713936685,14.186781820949749,11.162440707679927,27.524915168820943,15.066217878274454,0.9416286114783422
SPLN30,?,,in_band,tierAmg_p95,291577,24046250.0,50.0,6.286000158958664,11688,0.04008546627477476,0.0004860633154857826,19.933253147071873,16.357038303017795,39.33315936353196,21.305482387275553,0.9355926697523063
SPLN30,?,,in_band,tierAmg_p99,291577,24046250.0,50.0,6.286000158958664,2339,0.008021894731065893,9.727088423350835e-05,44.9809497173135,38.903087277329654,91.6452558343169,47.626247250634606,0.9444571494495432
