held_out,lam,beta,n_test,ll,ll_per_cell,rss_tr_per_cell,rss_te_per_cell,ll0,ll0_per_cell,dll_vs_cov,celltype,module,family,design,call
SPLN30,,,58342,-84405.3682434791,-1.4467342265174161,,1.0458371628856482,-84406.32308959187,-1.4467505928763476,0.9548461127706105,B cells,downstream_arrest,spline,ctrl,tierAmg_p95
SPLN43,,,43573,-60628.341604275614,-1.391419952821142,,0.9462430830033394,-60629.61463142697,-1.39144916878404,1.2730271513573825,B cells,downstream_arrest,spline,ctrl,tierAmg_p95
SPLN44,,,38356,-51767.48524623283,-1.349658078168548,,0.8680888669578574,-51767.371480499634,-1.3496551121206495,-0.11376573319284944,B cells,downstream_arrest,spline,ctrl,tierAmg_p95
SPLN07,,,35179,-49904.21170520991,-1.4185795987722765,,0.9992823756830336,-49916.83865970763,-1.4189385332075282,12.626954497718543,B cells,downstream_arrest,spline,naive,tierAmg_p95
SPLN14,,,49010,-69552.41693153948,-1.4191474583052333,,1.000416835317418,-69542.177512515,-1.4189385332078148,-10.239419024481322,B cells,downstream_arrest,spline,naive,tierAmg_p95
SPLN21,,,27093,-38430.575716603016,-1.418468819126823,,0.9990610095457131,-38443.3016801875,-1.4189385332073783,12.725963584482088,B cells,downstream_arrest,spline,naive,tierAmg_p95
SPLN24,,,79525,-112807.49640644621,-1.4185161446896726,,0.9991555793904187,-112841.08685341579,-1.4189385332086235,33.590446969581535,B cells,downstream_arrest,spline,naive,tierAmg_p95
SPLN30,,,58342,-82786.02796015088,-1.418978231122534,,1.0000787637723878,-82783.71190442308,-1.4189385332080333,-2.31605572780245,B cells,downstream_arrest,spline,naive,tierAmg_p95
SPLN43,,,43573,-61814.52761732591,-1.4186429122926103,,0.9994088841324065,-61827.40870745899,-1.4189385332076971,12.881090133079852,B cells,downstream_arrest,spline,naive,tierAmg_p95
SPLN44,,,38356,-54370.33656569237,-1.417518421255928,,0.9971612205897916,-54424.80637971034,-1.4189385332075903,54.46981401796802,B cells,downstream_arrest,spline,naive,tierAmg_p95
SPLN07,7.361938632551805,-0.0053374170828973085,35179,-47910.009621800054,-1.361892311373264,0.8840065368152797,0.8921387831546489,-47909.18222557818,-1.3618687917671959,-0.8273962218736415,B cells,emt_ecm,exponential,ctrl,tierAmg_p95
SPLN14,6.999999999999999,-0.004802008819562261,49010,-69060.9464358127,-1.4091194947115426,0.8698637961054406,0.974067645609597,-69061.26816375085,-1.40912605924813,0.32172793814970646,B cells,emt_ecm,exponential,ctrl,tierAmg_p95
SPLN21,9.962242533302096,-0.004505493031175325,27093,-36658.738304420534,-1.35307047224082,0.8856125062314341,0.8765249143354479,-36659.14415229124,-1.353085452046331,0.405847870708385,B cells,emt_ecm,exponential,ctrl,tierAmg_p95
SPLN24,19.185852382096297,-0.0027606738119090543,79525,-104470.63503013056,-1.3136829302751407,0.9162438800081761,0.803497154172462,-104471.65745674458,-1.313695786944289,1.0224266140139662,B cells,emt_ecm,exponential,ctrl,tierAmg_p95
SPLN30,8.563960425689007,-0.007689396031729951,58342,-83258.3348321151,-1.4270737175982158,0.8607163653036509,1.0038353412405028,-83251.08309429669,-1.4269494205597457,-7.251737818412948,B cells,emt_ecm,exponential,ctrl,tierAmg_p95
SPLN43,7.742591489922676,-0.0037322050908173005,43573,-60385.145677298555,-1.385838608250489,0.8778295090670453,0.9341069126273522,-60386.75892119102,-1.3858756321848626,1.6132438924687449,B cells,emt_ecm,exponential,ctrl,tierAmg_p95
SPLN44,6.999999999999999,-0.004037539754987424,38356,-50372.74516475173,-1.3132950559169811,0.8958699177348737,0.80508488999043,-50373.988878702214,-1.313327481455371,1.2437139504836523,B cells,emt_ecm,exponential,ctrl,tierAmg_p95
SPLN07,42.98209161773131,-0.035899628224303114,35179,-49902.69387928502,-1.4185364529772029,0.9987112166933568,0.9991960499596229,-49916.838659707624,-1.418938533207528,14.144780422604526,B cells,emt_ecm,exponential,naive,tierAmg_p95
SPLN14,40.868941774896264,-0.036969470473866645,49010,-69530.66479470085,-1.418703627722931,0.9986332582528819,0.9995299062094986,-69542.17751251502,-1.418938533207815,11.512717814170173,B cells,emt_ecm,exponential,naive,tierAmg_p95
SPLN21,49.99999999999999,-0.03685853768115664,27093,-38445.25821180494,-1.4190107485994514,0.9986414482000067,1.0001433260964254,-38443.3016801875,-1.4189385332073783,-1.9565316174412146,B cells,emt_ecm,exponential,naive,tierAmg_p95
SPLN24,42.98209161773131,-0.026878878667702357,79525,-112738.40594780669,-1.4176473555209894,0.9992775258815669,0.9974192270372716,-112841.08685341578,-1.4189385332086235,102.68090560908604,B cells,emt_ecm,exponential,naive,tierAmg_p95
SPLN30,42.98209161773131,-0.04073789376644448,58342,-82810.31696571328,-1.4193945522216118,0.9983404240114739,1.0009091747737524,-82783.71190442311,-1.4189385332080338,-26.60506129017449,B cells,emt_ecm,exponential,naive,tierAmg_p95
SPLN43,49.99999999999999,-0.03769203778771738,43573,-61827.68543269567,-1.4189448840496561,0.9985793102874093,1.0000116888788633,-61827.40870745898,-1.418938533207697,-0.27672523669025395,B cells,emt_ecm,exponential,naive,tierAmg_p95
SPLN44,36.94920399670096,-0.030627521547177086,38356,-54360.90848371855,-1.4172726166367335,0.9990619549238773,0.9966708276136218,-54424.80637971033,-1.4189385332075903,63.89789599178039,B cells,emt_ecm,exponential,naive,tierAmg_p95
SPLN07,8.563960425689007,-0.005570947268868058,35179,-47909.84587658168,-1.3618876567435596,0.8840039963038769,0.8921305297807023,-47909.18222557818,-1.3618687917671959,-0.6636510035023093,B cells,emt_ecm,gaussian,ctrl,tierAmg_p95
SPLN14,7.361938632551805,-0.005188893428407054,49010,-69061.25613420068,-1.409125813797198,0.8698598960254568,0.974078173420011,-69061.26816375085,-1.40912605924813,0.01202955016924534,B cells,emt_ecm,gaussian,ctrl,tierAmg_p95
SPLN21,10.477345453252495,-0.0047383114077217525,27093,-36658.53980847514,-1.3530631457747442,0.8856104239542725,0.876511957835272,-36659.14415229124,-1.353085452046331,0.604343816099572,B cells,emt_ecm,gaussian,ctrl,tierAmg_p95
SPLN24,14.178039470333344,-0.003449661421894339,79525,-104470.76327142859,-1.313684542866125,0.9162398927122106,0.8035006006816617,-104471.65745674458,-1.313695786944289,0.8941853159922175,B cells,emt_ecm,gaussian,ctrl,tierAmg_p95
SPLN30,9.472463873139185,-0.008001635218206078,58342,-83258.46539436812,-1.4270759554757828,0.8607115318378107,1.003838390813086,-83251.08309429669,-1.4269494205597457,-7.382300071432837,B cells,emt_ecm,gaussian,ctrl,tierAmg_p95
SPLN43,9.006764443646388,-0.004204432430055923,43573,-60385.10245951807,-1.385837616402774,0.8778258946722652,0.9341049397583262,-60386.75892119102,-1.3858756321848626,1.6564616729519912,B cells,emt_ecm,gaussian,ctrl,tierAmg_p95
SPLN44,8.14292620081837,-0.004318504220697283,38356,-50372.59827522065,-1.3132912262806509,0.8958675873767836,0.8050782639810002,-50373.988878702214,-1.313327481455371,1.3906034815663588,B cells,emt_ecm,gaussian,ctrl,tierAmg_p95
SPLN07,18.24260882600192,-0.03638046943522465,35179,-49901.36403054167,-1.4184986506308215,0.9986764614436727,0.9991205274424385,-49916.838659707624,-1.418938533207528,15.474629165953957,B cells,emt_ecm,gaussian,naive,tierAmg_p95
SPLN14,18.24260882600192,-0.037470090097343534,49010,-69529.34037179344,-1.4186766041990093,0.998595992348097,0.9994759007109797,-69542.17751251502,-1.418938533207815,12.837140721574542,B cells,emt_ecm,gaussian,naive,tierAmg_p95
SPLN21,23.47241150476913,-0.037405003389782567,27093,-38447.731360013626,-1.419102032259758,0.9986008657214104,1.0003255783231355,-38443.3016801875,-1.4189385332073783,-4.42967982612754,B cells,emt_ecm,gaussian,naive,tierAmg_p95
SPLN24,19.185852382096297,-0.02801691849108855,79525,-112738.08113881099,-1.4176432711576359,0.9992150522782637,0.9974111795959179,-112841.08685341578,-1.4189385332086235,103.00571460479114,B cells,emt_ecm,gaussian,naive,tierAmg_p95
SPLN30,18.24260882600192,-0.04137067238220042,58342,-82811.10628265918,-1.4194080813592125,0.9982884674666446,1.0009360525691726,-82783.71190442311,-1.4189385332080338,-27.394378236072953,B cells,emt_ecm,gaussian,naive,tierAmg_p95
SPLN43,20.177866835741543,-0.03824973331957102,43573,-61827.41963822905,-1.4189387840687822,0.9985369579009817,0.9999994454318698,-61827.40870745898,-1.418938533207697,-0.010930770069535356,B cells,emt_ecm,gaussian,naive,tierAmg_p95
SPLN44,17.345738419684505,-0.030987905240157865,38356,-54358.22030611041,-1.4172025317058716,0.999039749728827,0.9965308440409661,-54424.80637971033,-1.4189385332075903,66.58607359992311,B cells,emt_ecm,gaussian,naive,tierAmg_p95
SPLN07,23.47241150476913,-0.005223365676217279,35179,-47910.02780307726,-1.3618928281951523,0.8840077567504133,0.8921397080944331,-47909.18222557818,-1.3618687917671959,-0.8455774990798091,B cells,emt_ecm,powerlaw,ctrl,tierAmg_p95
SPLN14,12.18803582947357,-0.004729731464683335,49010,-69061.40267631122,-1.409128803842302,0.8698643630905517,0.9740839105549939,-69061.26816375085,-1.40912605924813,-0.13451256036933046,B cells,emt_ecm,powerlaw,ctrl,tierAmg_p95
SPLN21,35.13265199376635,-0.004426497336996434,27093,-36658.82187081556,-1.3530735566683483,0.8856132128437264,0.8765303707733777,-36659.14415229124,-1.353085452046331,0.32228147568093846,B cells,emt_ecm,powerlaw,ctrl,tierAmg_p95
SPLN24,47.54182525407475,-0.0026597056117041783,79525,-104470.80993136327,-1.313685129599035,0.9162444181635603,0.8035011186035674,-104471.65745674458,-1.313695786944289,0.8475253813085146,B cells,emt_ecm,powerlaw,ctrl,tierAmg_p95
SPLN30,28.716686174618605,-0.00757793702401658,58342,-83258.30895139507,-1.4270732739946363,0.8607180952599627,1.003834864984435,-83251.08309429669,-1.4269494205597457,-7.2258570983831305,B cells,emt_ecm,powerlaw,ctrl,tierAmg_p95
SPLN43,27.304873519796445,-0.0035700879369866675,43573,-60385.18766134107,-1.3858395717839274,0.8778306822095397,0.9341086795289444,-60386.75892119102,-1.3858756321848626,1.5712598499521846,B cells,emt_ecm,powerlaw,ctrl,tierAmg_p95
SPLN44,17.345738419684505,-0.0039058147737724477,38356,-50372.87058625462,-1.3132983258487492,0.8958709170471152,0.8050906480939132,-50373.988878702214,-1.313327481455371,1.1182924475942855,B cells,emt_ecm,powerlaw,ctrl,tierAmg_p95
SPLN07,49.99999999999999,-0.03581454949138545,35179,-49902.59667382187,-1.4185336898098828,0.9987173180447291,0.9991905335390134,-49916.838659707624,-1.418938533207528,14.24198588575382,B cells,emt_ecm,powerlaw,naive,tierAmg_p95
SPLN14,49.99999999999999,-0.036881284930952815,49010,-69530.44859764607,-1.4186992164384018,0.9986397708218419,0.9995211013044186,-69542.17751251502,-1.418938533207815,11.72891486894514,B cells,emt_ecm,powerlaw,naive,tierAmg_p95
SPLN21,49.99999999999999,-0.03680105719464234,27093,-38445.54320341623,-1.4190212676121592,0.9986456821893566,1.000164342153837,-38443.3016801875,-1.4189385332073783,-2.241523228731239,B cells,emt_ecm,powerlaw,naive,tierAmg_p95
SPLN24,49.99999999999999,-0.026750486317998087,79525,-112738.51213344102,-1.4176486907694563,0.9992844114817506,0.9974218827444594,-112841.08685341578,-1.4189385332086235,102.57471997475659,B cells,emt_ecm,powerlaw,naive,tierAmg_p95
SPLN30,49.99999999999999,-0.04063372862693114,58342,-82809.90562760373,-1.41938750175866,0.9983489000978729,1.0008951186549646,-82783.71190442311,-1.4189385332080338,-26.193723180622328,B cells,emt_ecm,powerlaw,naive,tierAmg_p95
SPLN43,49.99999999999999,-0.0376106482248553,43573,-61827.71847884655,-1.4189456424585536,0.9985854391401062,1.0000132122753975,-61827.40870745898,-1.418938533207697,-0.30977138757589273,B cells,emt_ecm,powerlaw,naive,tierAmg_p95
SPLN44,49.99999999999999,-0.030552728727230558,38356,-54361.34428401508,-1.4172839786217302,0.9990665307673203,0.9966935195950891,-54424.80637971033,-1.4189385332075903,63.462095695249445,B cells,emt_ecm,powerlaw,naive,tierAmg_p95
SPLN07,11.019082036984365,-0.00608213613475291,35179,-47910.190436459525,-1.3618974512197484,0.8839974624225161,0.8921477886939744,-47909.18222557818,-1.3618687917671959,-1.0082108813439845,B cells,emt_ecm,step,ctrl,tierAmg_p95
SPLN14,11.019082036984365,-0.006027135985787857,49010,-69061.86723043762,-1.409138282604318,0.8698502495173859,0.974098712937758,-69061.26816375085,-1.40912605924813,-0.5990666867728578,B cells,emt_ecm,step,ctrl,tierAmg_p95
SPLN21,11.019082036984365,-0.004880312039302672,27093,-36658.02782703065,-1.3530442485893275,0.8856084276632695,0.8764785042224036,-36659.14415229124,-1.353085452046331,1.1163252605911111,B cells,emt_ecm,step,ctrl,tierAmg_p95
SPLN24,45.204502969779604,0.005073929252979729,79525,-104469.87416492542,-1.3136733626523158,0.9162264505982513,0.8034817665205674,-104471.65745674458,-1.313695786944289,1.7832918191561475,B cells,emt_ecm,step,ctrl,tierAmg_p95
SPLN30,11.019082036984365,-0.007725727852896205,58342,-83256.4757379795,-1.4270418521473296,0.8607142542448977,1.0037801303155953,-83251.08309429669,-1.4269494205597457,-5.392643682818743,B cells,emt_ecm,step,ctrl,tierAmg_p95
SPLN43,45.204502969779604,0.005011023133338393,43573,-60387.14247701473,-1.3858844347879358,0.8778184864587353,0.9341866702115925,-60386.75892119102,-1.3858756321848626,-0.3835558237042278,B cells,emt_ecm,step,ctrl,tierAmg_p95
