held_out,lam,beta,n_test,ll,ll_per_cell,rss_tr_per_cell,rss_te_per_cell,ll0,ll0_per_cell,dll_vs_cov,celltype,module,family,design,call
SPLN44,19.185852382096297,0.0012777750550448303,51124,-72191.13853963923,-1.412079229708928,0.9811721829783906,0.9863618808374836,-72191.05307658522,-1.4120775580272518,-0.0854630540125072,Endothelial,il6_jak_stat3,gaussian,ctrl,tierAmg_p95
SPLN07,49.99999999999999,0.0041467284461209715,37376,-53034.63547490793,-1.41894893714972,0.9999828046431941,1.0000208077265054,-53034.24661717085,-1.4189385332076963,-0.38885773708170746,Endothelial,il6_jak_stat3,gaussian,naive,tierAmg_p95
SPLN14,49.99999999999999,0.004496504135338103,47533,-67447.20594068522,-1.418955377120847,0.9999797814505609,1.0000336874713263,-67446.40529897212,-1.4189385332079214,-0.800641713096411,Endothelial,il6_jak_stat3,gaussian,naive,tierAmg_p95
SPLN21,49.99999999999999,0.0029761792068525523,30008,-42578.75232548727,-1.4189133672849663,0.9999911423573286,0.999949668093572,-42579.50750449206,-1.4189385332075466,0.755179004787351,Endothelial,il6_jak_stat3,gaussian,naive,tierAmg_p95
SPLN24,49.99999999999999,0.003686927726919081,58698,-83288.53567002703,-1.418933109646445,0.9999864065639364,0.9999891529060647,-83288.8540222549,-1.4189385332081996,0.31835222787049133,Endothelial,il6_jak_stat3,gaussian,naive,tierAmg_p95
SPLN30,49.99999999999999,0.0038061911806716014,46561,-66067.09048901309,-1.418936244690043,0.9999855129086962,0.9999954229808397,-66067.19704469298,-1.4189385332078988,0.10655567988578696,Endothelial,il6_jak_stat3,gaussian,naive,tierAmg_p95
SPLN43,49.99999999999999,0.0032578960243920723,53637,-76106.93850266602,-1.4189260865198654,0.9999893861134942,0.999975106619234,-76107.60610568122,-1.4189385332080693,0.6676030152011663,Endothelial,il6_jak_stat3,gaussian,naive,tierAmg_p95
SPLN44,6.999999999999999,-0.003165918599634159,51124,-72542.19045708606,-1.4189459051929831,0.9999899769594204,1.0000147439899472,-72541.81357172615,-1.418938533208007,-0.37688535991765093,Endothelial,il6_jak_stat3,gaussian,naive,tierAmg_p95
SPLN07,49.99999999999999,0.0012278328942331694,37376,-52649.3976202213,-1.4086418455752703,0.9814067567945738,0.9796153944234443,-52649.18682603985,-1.4086362057480695,-0.21079418145382078,Endothelial,il6_jak_stat3,powerlaw,ctrl,tierAmg_p95
SPLN14,49.99999999999999,0.0015139879596319436,47533,-67020.67104422172,-1.4099819292748557,0.9810510845077026,0.9822456759173512,-67020.29478189518,-1.4099740134621248,-0.3762623265356524,Endothelial,il6_jak_stat3,powerlaw,ctrl,tierAmg_p95
SPLN21,49.99999999999999,0.000692997306675319,30008,-42365.973446161435,-1.4118226288376912,0.9806697007909051,0.9858557730037782,-42365.966442283294,-1.4118223954373266,-0.0070038781414041296,Endothelial,il6_jak_stat3,powerlaw,ctrl,tierAmg_p95
SPLN24,8.14292620081837,-0.0009135639919417467,58698,-82939.6960342541,-1.4129901535700382,0.97973511502477,0.9881385338481584,-82939.4152983791,-1.412985370853847,-0.2807358749996638,Endothelial,il6_jak_stat3,powerlaw,ctrl,tierAmg_p95
SPLN30,6.999999999999999,-0.0007110128688761578,46561,-65703.10726682875,-1.411118903520731,0.9808819545309652,0.9844761886509086,-65702.92493122528,-1.4111149874621525,-0.18233560347289313,Endothelial,il6_jak_stat3,powerlaw,ctrl,tierAmg_p95
SPLN43,33.40540803599722,0.000902207405814789,53637,-75696.07652510067,-1.4112660388370093,0.9804152097380374,0.984762968011199,-75696.00999234073,-1.4112647984104392,-0.06653275994176511,Endothelial,il6_jak_stat3,powerlaw,ctrl,tierAmg_p95
SPLN44,49.99999999999999,0.0009337449885824694,51124,-72191.11832664812,-1.4120788343370652,0.9811729159045465,0.9863611086922114,-72191.05307658522,-1.4120775580272518,-0.06525006290758029,Endothelial,il6_jak_stat3,powerlaw,ctrl,tierAmg_p95
SPLN07,49.99999999999999,0.002753958133432218,37376,-53034.799304889006,-1.418953320443306,0.9999924157145994,1.0000295745574472,-53034.24661717085,-1.4189385332076963,-0.5526877181546297,Endothelial,il6_jak_stat3,powerlaw,naive,tierAmg_p95
SPLN14,6.999999999999999,-0.0037769908662057005,47533,-67445.83427180097,-1.4189265199293326,0.9999857343399965,0.9999759735262839,-67446.40529897212,-1.4189385332079214,0.5710271711577661,Endothelial,il6_jak_stat3,powerlaw,naive,tierAmg_p95
SPLN21,6.999999999999999,-0.0038911010211030296,30008,-42579.18562009202,-1.4189278065879773,0.9999848593328435,0.999978546860861,-42579.50750449206,-1.4189385332075466,0.32188440003665164,Endothelial,il6_jak_stat3,powerlaw,naive,tierAmg_p95
SPLN24,6.999999999999999,-0.004171975003954809,58698,-83288.62240272983,-1.4189345872556105,0.9999825946245664,0.9999921081314775,-83288.8540222549,-1.4189385332081996,0.23161952507507522,Endothelial,il6_jak_stat3,powerlaw,naive,tierAmg_p95
SPLN30,6.999999999999999,-0.004971984683387575,46561,-66068.24678688418,-1.4189610787329348,0.9999752793683082,1.0000450903305573,-66067.19704469298,-1.4189385332078988,-1.0497421912004938,Endothelial,il6_jak_stat3,powerlaw,naive,tierAmg_p95
SPLN43,6.999999999999999,-0.0038743861693517198,53637,-76107.08818636311,-1.4189288771997521,0.9999849891318108,0.9999806880586869,-76107.60610568122,-1.4189385332080693,0.5179193181102164,Endothelial,il6_jak_stat3,powerlaw,naive,tierAmg_p95
SPLN44,6.999999999999999,-0.004382088126730332,51124,-72541.91516841431,-1.418940520468162,0.9999807973036496,1.0000039744602012,-72541.81357172615,-1.418938533208007,-0.10159668816777412,Endothelial,il6_jak_stat3,powerlaw,naive,tierAmg_p95
SPLN07,20.177866835741543,0.002783795740029021,37376,-52649.92082073519,-1.4086558438766907,0.981400647270324,0.9796428849444795,-52649.18682603985,-1.4086362057480695,-0.7339946953434264,Endothelial,il6_jak_stat3,step,ctrl,tierAmg_p95
SPLN14,23.47241150476913,0.003187763489702839,47533,-67021.42307742697,-1.4099977505612304,0.9810434141194206,0.9822767134721058,-67020.29478189518,-1.4099740134621248,-1.128295531787444,Endothelial,il6_jak_stat3,step,ctrl,tierAmg_p95
SPLN21,20.177866835741543,0.0019034142117860598,30008,-42365.96693667025,-1.4118224119124985,0.980666632322298,0.9858553315782808,-42365.966442283294,-1.4118223954373266,-0.0004943869571434334,Endothelial,il6_jak_stat3,step,ctrl,tierAmg_p95
SPLN24,6.999999999999999,-0.00222150445940605,58698,-82939.80917347239,-1.4129920810499912,0.979731112161429,0.9881422772073537,-82939.4152983791,-1.412985370853847,-0.3938750932866242,Endothelial,il6_jak_stat3,step,ctrl,tierAmg_p95
SPLN30,7.361938632551805,-0.0024466403856257977,46561,-65703.96051187528,-1.4111372288369082,0.9808765903331564,0.9845121231803673,-65702.92493122528,-1.4111149874621525,-1.0355806500010658,Endothelial,il6_jak_stat3,step,ctrl,tierAmg_p95
SPLN43,21.2211739115045,0.0018008418544058198,53637,-75695.94243646074,-1.4112635389089758,0.9804128391014351,0.9847580552924668,-75696.00999234073,-1.4112647984104392,0.0675558799848659,Endothelial,il6_jak_stat3,step,ctrl,tierAmg_p95
SPLN44,23.47241150476913,0.002963606806095011,51124,-72191.83120838719,-1.4120927785069084,0.9811652225649768,0.9863884348919736,-72191.05307658522,-1.4120775580272518,-0.778131801969721,Endothelial,il6_jak_stat3,step,ctrl,tierAmg_p95
SPLN07,6.999999999999999,-0.005563016078845878,37376,-53031.859868240084,-1.4188746754131016,0.9999690528521066,0.9998722868264868,-53034.24661717085,-1.4189385332076963,2.386748930766771,Endothelial,il6_jak_stat3,step,naive,tierAmg_p95
SPLN14,6.999999999999999,-0.006569568969816603,47533,-67445.3926564435,-1.4189172292185113,0.9999568407635507,0.9999573928827268,-67446.40529897212,-1.4189385332079214,1.0126425286289304,Endothelial,il6_jak_stat3,step,naive,tierAmg_p95
SPLN21,6.999999999999999,-0.006612619917980687,30008,-42578.957129196104,-1.4189201922552688,0.9999562732578203,0.9999633187690786,-42579.50750449206,-1.4189385332075466,0.550375295955746,Endothelial,il6_jak_stat3,step,naive,tierAmg_p95
SPLN24,6.999999999999999,-0.0067771672165194636,58698,-83287.97670939942,-1.418923586994436,0.9999540700045193,0.9999701080149224,-83288.8540222549,-1.4189385332081996,0.8773128554894356,Endothelial,il6_jak_stat3,step,naive,tierAmg_p95
SPLN30,6.999999999999999,-0.007727102944821785,46561,-66068.72890782768,-1.4189714333418029,0.9999402918800802,1.000065795857348,-66067.19704469298,-1.4189385332078988,-1.531863134703599,Endothelial,il6_jak_stat3,step,naive,tierAmg_p95
SPLN43,6.999999999999999,-0.0062253874374661455,53637,-76105.88290892034,-1.4189064061920005,0.9999612445512533,0.9999357473707665,-76107.60610568122,-1.4189385332080693,1.7231967608822742,Endothelial,il6_jak_stat3,step,naive,tierAmg_p95
SPLN44,6.999999999999999,-0.006498864188185599,51124,-72540.59760084328,-1.4189147484712323,0.9999577647642635,0.9999524315318545,-72541.81357172615,-1.418938533208007,1.215970882869442,Endothelial,il6_jak_stat3,step,naive,tierAmg_p95
SPLN07,,,37376,-52649.539177388644,-1.4086456329566739,,0.9796228149949555,-52649.186826039855,-1.4086362057480697,-0.35235134878894314,Endothelial,il6_jak_stat3,spline,ctrl,tierAmg_p95
SPLN14,,,47533,-67021.04050758951,-1.409989702050986,,0.9822609348878931,-67020.2947818952,-1.409974013462125,-0.7457256943162065,Endothelial,il6_jak_stat3,spline,ctrl,tierAmg_p95
SPLN21,,,30008,-42366.371615585536,-1.4118358976134877,,0.9858818258002995,-42365.966442283294,-1.4118223954373266,-0.40517330224247416,Endothelial,il6_jak_stat3,spline,ctrl,tierAmg_p95
SPLN24,,,58698,-82939.70855050886,-1.4129903668014048,,0.9881390245552442,-82939.4152983791,-1.412985370853847,-0.2932521297625499,Endothelial,il6_jak_stat3,spline,ctrl,tierAmg_p95
SPLN30,,,46561,-65703.792449812,-1.411133619334035,,0.9845050828129736,-65702.92493122528,-1.4111149874621525,-0.8675185867177788,Endothelial,il6_jak_stat3,spline,ctrl,tierAmg_p95
SPLN43,,,53637,-75696.01852372961,-1.411264957468345,,0.9847608847173678,-75696.00999234071,-1.411264798410439,-0.008531388899427839,Endothelial,il6_jak_stat3,spline,ctrl,tierAmg_p95
SPLN44,,,51124,-72190.86208906586,-1.4120738222569804,,0.9863513225914909,-72191.0530765852,-1.4120775580272513,0.19098751933779567,Endothelial,il6_jak_stat3,spline,ctrl,tierAmg_p95
SPLN07,,,37376,-53031.964087772576,-1.41887746382097,,0.999877864086343,-53034.24661717085,-1.4189385332076963,2.2825293982750736,Endothelial,il6_jak_stat3,spline,naive,tierAmg_p95
SPLN14,,,47533,-67447.1494320014,-1.4189541882902699,,1.0000313073493778,-67446.40529897212,-1.4189385332079214,-0.7441330292786006,Endothelial,il6_jak_stat3,spline,naive,tierAmg_p95
SPLN21,,,30008,-42578.260882168324,-1.418896990208222,,0.9999169162487397,-42579.50750449206,-1.4189385332075466,1.2466223237352096,Endothelial,il6_jak_stat3,spline,naive,tierAmg_p95
SPLN24,,,58698,-83288.10198854672,-1.4189257212945368,,0.9999743763855351,-83288.85402225492,-1.4189385332081998,0.7520337081950856,Endothelial,il6_jak_stat3,spline,naive,tierAmg_p95
SPLN30,,,46561,-66069.51369493663,-1.4189882883730296,,1.0000995031143705,-66067.19704469298,-1.4189385332078988,-2.316650243650656,Endothelial,il6_jak_stat3,spline,naive,tierAmg_p95
SPLN43,,,53637,-76104.94643235006,-1.4188889466664814,,0.9999008292837129,-76107.60610568122,-1.4189385332080693,2.6596733311598655,Endothelial,il6_jak_stat3,spline,naive,tierAmg_p95
SPLN44,,,51124,-72539.78645197833,-1.4188988821684205,,0.9999206999169351,-72541.81357172615,-1.418938533208007,2.0271197478141403,Endothelial,il6_jak_stat3,spline,naive,tierAmg_p95
SPLN07,49.99999999999999,-0.0011108688118003068,37376,-53032.359494597666,-1.4188880429847406,0.9891852691524636,0.999842526917429,-53032.25251437958,-1.418885180714351,-0.10698021808639169,Endothelial,interferon_response,exponential,ctrl,tierAmg_p95
SPLN14,49.99999999999999,-0.0007997275148254999,47533,-67406.24752639512,-1.4180936933581958,0.9890701384372556,0.9982698276421601,-67406.25833330977,-1.4180939207142358,0.01080691465176642,Endothelial,interferon_response,exponential,ctrl,tierAmg_p95
SPLN21,49.99999999999999,-0.0009267884380011625,30008,-42463.28548955104,-1.4150654988520075,0.9901147671504354,0.9922816975750796,-42463.24061039467,-1.4150640032789479,-0.044879156368551776,Endothelial,interferon_response,exponential,ctrl,tierAmg_p95
SPLN24,11.58882939190469,0.0010707420910310123,58698,-82590.91078952522,-1.4070481241187984,0.9943002527062877,0.9763364214829658,-82590.5681327258,-1.4070422864957206,-0.34265679941745475,Endothelial,interferon_response,exponential,ctrl,tierAmg_p95
SPLN30,49.99999999999999,-0.0015857115799922843,46561,-66209.3717048433,-1.4219920470961385,0.9878506167657202,1.0059606726325052,-66209.02419255978,-1.4219845835046452,-0.3475122835225193,Endothelial,interferon_response,exponential,ctrl,tierAmg_p95
SPLN43,49.99999999999999,-0.00046611449344781137,53637,-76023.19446963337,-1.4173647756144707,0.989053067168727,0.9968276566014074,-76023.23715537674,-1.4173655714409221,0.0426857433776604,Endothelial,interferon_response,exponential,ctrl,tierAmg_p95
SPLN44,49.99999999999999,-0.0003683684154230334,51124,-72243.64686995841,-1.4131063076042252,0.9909750132053389,0.9883996839418925,-72243.69259931252,-1.4131072020834152,0.0457293541112449,Endothelial,interferon_response,exponential,ctrl,tierAmg_p95
SPLN07,49.99999999999999,-0.00024907697043185427,37376,-53034.199233061205,-1.4189372654393515,0.9999999379606629,0.9999974643892879,-53034.24661717085,-1.4189385332076963,0.04738410964637296,Endothelial,interferon_response,exponential,naive,tierAmg_p95
SPLN14,49.99999999999999,-0.0014759941451102526,47533,-67446.66802726348,-1.4189440604898382,0.9999978214412836,1.0000110546285093,-67446.40529897214,-1.4189385332079216,-0.262728291345411,Endothelial,interferon_response,exponential,naive,tierAmg_p95
SPLN21,49.99999999999999,-0.0008915022466081223,30008,-42579.51622567294,-1.418938823836075,0.9999992052237442,1.0000005812242891,-42579.50750449207,-1.4189385332075468,-0.008721180871361867,Endothelial,interferon_response,exponential,naive,tierAmg_p95
SPLN24,12.818224546846722,0.0006080007480570683,58698,-83288.98116208389,-1.418940699207535,0.9999996303350903,1.000004331993549,-83288.85402225489,-1.4189385332081994,-0.1271398289973149,Endothelial,interferon_response,exponential,naive,tierAmg_p95
SPLN30,49.99999999999999,-0.0019031160795291685,46561,-66067.78236977576,-1.4189511043529082,0.9999963781491877,1.000025142450767,-66067.19704469298,-1.4189385332078988,-0.5853250827785814,Endothelial,interferon_response,exponential,naive,tierAmg_p95
SPLN43,49.99999999999999,-0.0006561269495071784,53637,-76107.55957474343,-1.418937665692403,0.9999995694974259,0.9999982649005507,-76107.60610568122,-1.4189385332080693,0.04653093779052142,Endothelial,interferon_response,exponential,naive,tierAmg_p95
SPLN44,9.472463873139185,0.0005369874633428606,51124,-72541.9169347033,-1.4189405550172776,0.9999997116444642,1.0000040436114435,-72541.81357172616,-1.4189385332080071,-0.10336297714093234,Endothelial,interferon_response,exponential,naive,tierAmg_p95
SPLN07,49.99999999999999,-0.0016785550645120734,37376,-53032.16916656779,-1.4188829507322291,0.9891837715617202,0.9998324355396327,-53032.25251437958,-1.418885180714351,0.08334781178564299,Endothelial,interferon_response,gaussian,ctrl,tierAmg_p95
SPLN14,49.99999999999999,-0.001962538789730005,47533,-67406.27705712782,-1.418094314626214,0.9890670968291893,0.998271028759818,-67406.25833330977,-1.4180939207142358,-0.018723818051512353,Endothelial,interferon_response,gaussian,ctrl,tierAmg_p95
SPLN21,49.99999999999999,-0.002093942754058839,30008,-42463.42004752014,-1.4150699829218922,0.9901114284164283,0.992290570963045,-42463.24061039467,-1.4150640032789479,-0.17943712547275936,Endothelial,interferon_response,gaussian,ctrl,tierAmg_p95
SPLN24,12.818224546846722,0.001603751000948027,58698,-82591.13326912763,-1.407051914360415,0.9942988709046006,0.9763439847177904,-82590.5681327258,-1.4070422864957206,-0.5651364018267486,Endothelial,interferon_response,gaussian,ctrl,tierAmg_p95
SPLN30,49.99999999999999,-0.002368102249935041,46561,-66209.34861093471,-1.4219915511035999,0.9878476929577433,1.0059596393059669,-66209.02419255978,-1.4219845835046452,-0.3244183749338845,Endothelial,interferon_response,gaussian,ctrl,tierAmg_p95
SPLN43,49.99999999999999,-0.0014454671308975922,53637,-76023.06577236256,-1.4173623762022962,0.9890512950173832,0.9968228960572283,-76023.23715537674,-1.4173655714409221,0.17138301418162882,Endothelial,interferon_response,gaussian,ctrl,tierAmg_p95
SPLN44,49.99999999999999,-0.0013443409268875436,51124,-72243.47781824754,-1.413103000904615,0.9909734341110189,0.988393133796324,-72243.69259931252,-1.4131072020834152,0.21478106497670524,Endothelial,interferon_response,gaussian,ctrl,tierAmg_p95
SPLN07,49.99999999999999,-0.0009314374970688063,37376,-53033.890234169165,-1.4189289981316664,0.9999991324241891,0.9999809296258343,-53034.24661717085,-1.4189385332076963,0.3563830016864813,Endothelial,interferon_response,gaussian,naive,tierAmg_p95
SPLN14,49.99999999999999,-0.0030503891610137016,47533,-67447.17038058946,-1.4189546290069943,0.9999906951259663,1.0000321916521033,-67446.40529897214,-1.4189385332079216,-0.7650816173263593,Endothelial,interferon_response,gaussian,naive,tierAmg_p95
SPLN21,49.99999999999999,-0.002230375452050361,30008,-42579.55968302555,-1.4189402720283109,0.9999950254253428,1.0000034776518443,-42579.50750449207,-1.4189385332075468,-0.05217853348585777,Endothelial,interferon_response,gaussian,naive,tierAmg_p95
SPLN24,49.99999999999999,-0.0016335140845779353,58698,-83288.55178443334,-1.418933384177201,0.9999973316317355,0.9999897018195165,-83288.85402225489,-1.4189385332081994,0.30223782155371737,Endothelial,interferon_response,gaussian,naive,tierAmg_p95
SPLN30,49.99999999999999,-0.0028871216025782615,46561,-66067.78326346057,-1.4189511235467573,0.9999916645288518,1.000025180742664,-66067.19704469298,-1.4189385332078988,-0.5862187675957102,Endothelial,interferon_response,gaussian,naive,tierAmg_p95
SPLN43,49.99999999999999,-0.0018737770655240296,53637,-76107.40136998637,-1.4189347161471815,0.9999964889595085,0.9999923657989256,-76107.60610568122,-1.4189385332080693,0.20473569484602194,Endothelial,interferon_response,gaussian,naive,tierAmg_p95
SPLN44,49.99999999999999,-0.0017838100495740786,51124,-72541.57482147455,-1.4189338631850903,0.999996818021707,0.9999906598580001,-72541.81357172616,-1.4189385332080071,0.23875025160668883,Endothelial,interferon_response,gaussian,naive,tierAmg_p95
SPLN07,6.999999999999999,-0.0012663012171583736,37376,-53032.453015147476,-1.418890545139862,0.9891848990230122,0.9998474736728952,-53032.25251437958,-1.418885180714351,-0.2005007678963011,Endothelial,interferon_response,powerlaw,ctrl,tierAmg_p95
SPLN14,49.99999999999999,-0.0008567954021370972,47533,-67406.2481201983,-1.4180937058506364,0.9890700481714417,0.9982698515267945,-67406.25833330977,-1.4180939207142358,0.010213111469056457,Endothelial,interferon_response,powerlaw,ctrl,tierAmg_p95
SPLN21,49.99999999999999,-0.0009760025134656353,30008,-42463.2875601046,-1.4150655678520596,0.9901146778589454,0.9922818340385676,-42463.24061039467,-1.4150640032789479,-0.046949709932960104,Endothelial,interferon_response,powerlaw,ctrl,tierAmg_p95
SPLN24,42.98209161773131,0.0009430545136008184,58698,-82590.8694885391,-1.4070474205005128,0.9943005028132058,0.9763350175624029,-82590.5681327258,-1.4070422864957206,-0.3013558132952312,Endothelial,interferon_response,powerlaw,ctrl,tierAmg_p95
SPLN30,6.999999999999999,-0.0019465772898623526,46561,-66209.69243871304,-1.4219989355622311,0.9878493581398512,1.005974260693682,-66209.02419255978,-1.4219845835046452,-0.6682461532618618,Endothelial,interferon_response,powerlaw,ctrl,tierAmg_p95
SPLN43,49.99999999999999,-0.0005277446891457921,53637,-76023.190479761,-1.4173647012279025,0.9890530087253664,0.9968275089876764,-76023.23715537674,-1.4173655714409221,0.04667561574024148,Endothelial,interferon_response,powerlaw,ctrl,tierAmg_p95
SPLN44,49.99999999999999,-0.00041323797532936,51124,-72243.64035240997,-1.4131061801191216,0.9909749797414813,0.988399431335741,-72243.69259931252,-1.4131072020834152,0.05224690254544839,Endothelial,interferon_response,powerlaw,ctrl,tierAmg_p95
SPLN07,6.999999999999999,-0.0012117124290189382,37376,-53034.19524221115,-1.4189371586636117,0.9999985317529894,0.9999972508530538,-53034.24661717085,-1.4189385332076963,0.051374959701206535,Endothelial,interferon_response,powerlaw,naive,tierAmg_p95
SPLN14,6.999999999999999,-0.001708797212778972,47533,-67446.57814994264,-1.4189421696493518,0.9999970800120855,1.0000072729156122,-67446.40529897214,-1.4189385332079216,-0.17285097049898468,Endothelial,interferon_response,powerlaw,naive,tierAmg_p95
SPLN21,6.999999999999999,-0.0011812874817341296,30008,-42579.451553446306,-1.4189366686698983,0.9999986045598855,0.9999962708592082,-42579.50750449207,-1.4189385332075468,0.05595104576059384,Endothelial,interferon_response,powerlaw,naive,tierAmg_p95
SPLN24,6.999999999999999,-0.0009625217468939348,58698,-83288.72988328483,-1.418936418332564,0.9999990735518867,0.9999957701585631,-83288.85402225489,-1.4189385332081994,0.12413897005899344,Endothelial,interferon_response,powerlaw,naive,tierAmg_p95
SPLN30,6.999999999999999,-0.002761960085986817,46561,-66068.35617474449,-1.4189634280781016,0.9999923715764835,1.0000497898986593,-66067.19704469298,-1.4189385332078988,-1.1591300515137846,Endothelial,interferon_response,powerlaw,naive,tierAmg_p95
SPLN43,6.999999999999999,-0.0010203078425713586,53637,-76107.494575435,-1.418936453855268,0.9999989589719062,0.9999958412093637,-76107.60610568122,-1.4189385332080693,0.1115302462130785,Endothelial,interferon_response,powerlaw,naive,tierAmg_p95
SPLN44,49.99999999999999,-0.0004641376938620719,51124,-72541.74413422117,-1.4189371749906339,0.9999997845762012,0.9999972834850596,-72541.81357172616,-1.4189385332080071,0.0694375049934024,Endothelial,interferon_response,powerlaw,naive,tierAmg_p95
SPLN07,31.763081427768892,-0.002595959174794469,37376,-53033.06066599462,-1.418906802921517,0.989179901458394,0.9998795874097539,-53032.25251437958,-1.418885180714351,-0.8081516150414245,Endothelial,interferon_response,step,ctrl,tierAmg_p95
SPLN14,45.204502969779604,-0.0036720842977846137,47533,-67406.96165516596,-1.4181087172104845,0.9890576585249945,0.9982994349598038,-67406.25833330977,-1.4180939207142358,-0.7033218561846297,Endothelial,interferon_response,step,ctrl,tierAmg_p95
SPLN21,45.204502969779604,-0.0026375083847896097,30008,-42463.04599469037,-1.415057517818261,0.9901088275250656,0.9922658793705565,-42463.24061039467,-1.4150640032789479,0.19461570429848507,Endothelial,interferon_response,step,ctrl,tierAmg_p95
SPLN24,47.54182525407475,-0.003604544874096255,58698,-82591.47596479444,-1.4070577526456514,0.9942887892203539,0.9763557790476906,-82590.5681327258,-1.4070422864957206,-0.9078320686385268,Endothelial,interferon_response,step,ctrl,tierAmg_p95
SPLN30,40.868941774896264,-0.0030084570740174055,46561,-66209.34739774617,-1.4219915250477044,0.9878442299045588,1.0059595246950275,-66209.02419255978,-1.4219845835046452,-0.3232051863888046,Endothelial,interferon_response,step,ctrl,tierAmg_p95
SPLN43,47.54182525407475,-0.0027715603421207707,53637,-76023.27007669737,-1.4173661852209738,0.9890458049284181,0.9968303889311899,-76023.23715537674,-1.4173655714409221,-0.03292132062779274,Endothelial,interferon_response,step,ctrl,tierAmg_p95
SPLN44,45.204502969779604,-0.0030794213905370664,51124,-72243.71249680265,-1.4131075912839888,0.9909659677328958,0.9884022528436892,-72243.69259931252,-1.4131072020834152,-0.019897490128641948,Endothelial,interferon_response,step,ctrl,tierAmg_p95
SPLN07,17.345738419684505,0.002926244660931121,37376,-53034.492020574195,-1.4189450990093695,0.9999914370921843,1.0000131316321974,-53034.24661717085,-1.4189385332076963,-0.2454034033435164,Endothelial,interferon_response,step,naive,tierAmg_p95
SPLN14,45.204502969779604,-0.004798332517361466,47533,-67448.36077076978,-1.4189796724542902,0.9999769760050528,1.000082277420112,-67446.40529897214,-1.4189385332079216,-1.9554717976425309,Endothelial,interferon_response,step,naive,tierAmg_p95
SPLN21,45.204502969779604,-0.0029252680999798195,30008,-42579.12443279933,-1.4189257675552964,0.9999914428065433,0.9999744686587168,-42579.50750449207,-1.4189385332075468,0.3830716927332105,Endothelial,interferon_response,step,naive,tierAmg_p95
SPLN24,47.54182525407475,-0.0043153910399973345,58698,-83289.97508331075,-1.418957632002977,0.9999813774001719,1.0000381972886352,-83288.85402225489,-1.4189385332081994,-1.1210610558628105,Endothelial,interferon_response,step,naive,tierAmg_p95
SPLN30,40.868941774896264,-0.0035088784239537007,46561,-66067.6723263284,-1.4189487409275658,0.9999876877722059,1.0000204154132601,-66067.19704469298,-1.4189385332078988,-0.4752816354157403,Endothelial,interferon_response,step,naive,tierAmg_p95
SPLN43,47.54182525407475,-0.003337452115205891,53637,-76107.5365476439,-1.418937236378692,0.9999888614133786,0.9999974063482447,-76107.60610568122,-1.4189385332080693,0.06955803731398191,Endothelial,interferon_response,step,naive,tierAmg_p95
SPLN44,45.204502969779604,-0.00364364842975113,51124,-72542.00751350968,-1.4189423267645271,0.9999867238261204,1.0000075870994172,-72541.81357172616,-1.4189385332080071,-0.19394178352376912,Endothelial,interferon_response,step,naive,tierAmg_p95
SPLN07,,,37376,-53035.8543425713,-1.4189815481210215,,1.0000274315144166,-53032.25251437958,-1.418885180714351,-3.601828191720415,Endothelial,interferon_response,spline,ctrl,tierAmg_p95
SPLN14,,,47533,-67407.32928732364,-1.4181164514615874,,0.9983147660138688,-67406.25833330979,-1.4180939207142362,-1.0709540138486773,Endothelial,interferon_response,spline,ctrl,tierAmg_p95
SPLN21,,,30008,-42463.68207050144,-1.4150787146927966,,0.9923078643302883,-42463.24061039468,-1.415064003278948,-0.44146010676195147,Endothelial,interferon_response,spline,ctrl,tierAmg_p95
SPLN24,,,58698,-82596.61430404217,-1.4071452912201807,,0.9765301875086355,-82590.5681327258,-1.4070422864957206,-6.0461713163676905,Endothelial,interferon_response,spline,ctrl,tierAmg_p95
SPLN30,,,46561,-66209.30012589938,-1.4219905097807044,,1.00595769789237,-66209.02419255978,-1.4219845835046452,-0.2759333395952126,Endothelial,interferon_response,spline,ctrl,tierAmg_p95
SPLN43,,,53637,-76023.88227012627,-1.4173775988613506,,0.9968530125773433,-76023.23715537674,-1.4173655714409221,-0.6451147495245095,Endothelial,interferon_response,spline,ctrl,tierAmg_p95
SPLN44,,,51124,-72242.76501115333,-1.4130890581948465,,0.988365483119771,-72243.69259931252,-1.4131072020834152,0.9275881591893267,Endothelial,interferon_response,spline,ctrl,tierAmg_p95
SPLN07,,,37376,-53036.79905768735,-1.4190068241033644,,1.000136580937458,-53034.24661717085,-1.4189385332076963,-2.5524405164978816,Endothelial,interferon_response,spline,naive,tierAmg_p95
SPLN14,,,47533,-67449.07565014776,-1.4189947120978639,,1.0001123540127146,-67446.40529897214,-1.4189385332079216,-2.6703511756204534,Endothelial,interferon_response,spline,naive,tierAmg_p95
SPLN21,,,30008,-42579.90129096674,-1.4189516559239783,,1.0000262449732895,-42579.50750449207,-1.4189385332075468,-0.39378647467674455,Endothelial,interferon_response,spline,naive,tierAmg_p95
SPLN24,,,58698,-83295.41404167072,-1.4190502920315977,,1.0002235065574145,-83288.85402225489,-1.4189385332081994,-6.5600194158323575,Endothelial,interferon_response,spline,naive,tierAmg_p95
SPLN30,,,46561,-66067.569437325,-1.4189465311596616,,1.000015995710777,-66067.19704469298,-1.4189385332078988,-0.3723926320235478,Endothelial,interferon_response,spline,naive,tierAmg_p95
