section,arm,week,call,celltype,module,n,n_senders,design,lam_near,beta_near,rss_near,aic_near,railed_near,lam_sup,beta_sup,rss_sup,aic_sup,railed_sup,aic0,rss0,d_aic,d_aic_near_vs_cov,d_aic_sup_vs_cov,boot_win_sup,d_aic_per1k,d_aic_per1k_lo,d_aic_per1k_hi,r_regressors,sd_y,beta_sup_sd,beta_near_sd
SPLN07,?,,tierAmg_p95,B cells,downstream_arrest,35179,10352,naive,49.99999999999999,0.0013284867622242358,1.8328218577286393,-346939.53377308894,1.0,49.99999999999999,0.0002332458281620787,1.8113544988208772,-347354.00820080045,1.0,-346927.37653947633,1.8336638410842152,-414.47442771150963,-12.15723361261189,-426.6316613241215,1.0,-11.781870653273533,-18.075225933336743,-6.306708084427157,0.36060585869893497,0.007219682773837678,0.1103020344041803,0.18400902140109673
SPLN07,?,,tierAmg_p95,B cells,downstream_arrest,35179,10352,ctrl,49.99999999999999,-0.0002622488653083326,1.726378123820682,-348998.33323854767,1.0,49.99999999999999,-6.766702819656014e-06,1.7264018359081545,-348997.850052515,1.0,-349001.70848087955,1.7264087835196031,0.48318603268126026,3.3752423318801448,3.858428364561405,0.59,0.01373507014642998,-0.22512098996814633,0.11255556089836541,0.36060585869893497,0.007219682773837678,-0.0031999761500467808,-0.0363241534963742
SPLN07,?,,tierAmg_p95,B cells,downstream_arrest,35179,10352,ctrl+N2,38.85968176362148,-0.0002204840541351878,1.7263688551705305,-348996.5221095224,,49.99999999999999,-1.5083002550727453e-05,1.7261060913029407,-349001.8769753847,,,,-5.354865862375527,,,,,,,,0.007219682773837678,,
SPLN07,?,,tierAmg_p95,B cells,emt_ecm,35179,10352,naive,49.99999999999999,-0.001993389266887429,2.2024582666914636,-340476.54102800845,1.0,49.99999999999999,-0.0003075244639988359,2.165573042171436,-341070.6833614062,1.0,-340450.27452541183,2.204353982689095,-594.1423333977582,-26.266502596612554,-620.4088359943707,1.0,-16.889119457567247,-26.06609004558691,-7.55839825769199,0.36060585869893497,0.007915874918046548,-0.1326381636466092,-0.25182172372267964
SPLN07,?,,tierAmg_p95,B cells,emt_ecm,35179,10352,ctrl,49.99999999999999,0.00022964001011475282,1.9511522416315716,-344692.618975964,1.0,49.99999999999999,1.2188877896243468e-05,1.9511532429794165,-344692.6009218081,1.0,-344696.1952200779,1.951175744779099,0.018054155923891813,3.5762441138504073,3.594298269774299,0.64,0.000513208332354297,-0.1820941162073763,0.09783497469325271,0.36060585869893497,0.007915874918046548,0.0052571764862147635,0.02901006047508549
SPLN07,?,,tierAmg_p95,B cells,emt_ecm,35179,10352,ctrl+N2,49.99999999999999,0.00021166963694116964,1.9510621509204764,-344692.24333629245,,11.58882939190469,-2.185229578683049e-05,1.9511366083382522,-344690.900843169,,,,1.3424931234123199,,,,,,,,0.007915874918046548,,
SPLN07,?,,tierAmg_p95,B cells,il6_jak_stat3,35179,10352,naive,49.99999999999999,-0.0001017416422813826,4.380280978947854,-316289.6156133212,1.0,49.99999999999999,-0.00013852370802177707,4.372417140787403,-316352.8285868062,1.0,-316293.57595194253,4.380285917350893,-63.212973485002294,3.960338621342089,-59.252634863660205,1.0,-1.7968951216635576,-3.460152056091959,-0.6641784796298238,0.36060585869893497,0.011158594216497576,-0.04238404255731415,-0.009117783145285763
SPLN07,?,,tierAmg_p95,B cells,il6_jak_stat3,35179,10352,ctrl,38.85968176362148,0.0009462915343127643,4.314981682095388,-316771.99692598096,0.0,49.99999999999999,-4.4032073847474544e-05,4.315223264756711,-316770.0274162191,1.0,-316771.6394567816,4.3155161931477,1.969509761838708,-0.35746919934172183,1.6120405624969862,0.36,0.055985382240504505,-0.45244990901139925,0.32592382334654824,0.35649865701639805,0.011158594216497576,-0.013472475711845438,0.08480383065000274
SPLN07,?,,tierAmg_p95,B cells,il6_jak_stat3,35179,10352,ctrl+N2,36.94920399670096,0.0009103637602864782,4.314932943827428,-316770.39427951287,,49.99999999999999,-3.414959996986872e-05,4.314776960939626,-316771.6660075481,,,,-1.271728035160673,,,,,,,,0.011158594216497576,,
SPLN07,?,,tierAmg_p95,B cells,interferon_response,35179,10352,naive,49.99999999999999,0.00015186025638427126,3.0920159077809215,-328542.09535478166,1.0,49.99999999999999,-2.47287370046275e-05,3.0917761472640457,-328544.82330395986,1.0,-328545.97017958015,3.0920269099243294,-2.7279491781955585,3.874824798491318,1.1468756202957593,0.71,-0.07754481873264045,-0.4701229217866021,0.1436275415152714,0.36060585869893497,0.009375185886403842,-0.009005540874534361,0.01619810617177257
