section,call,celltype,module,null,bin_lo,bin_hi,mean,lo,hi
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,0.0,5.0,0.004562083879529787,0.003938798086347754,0.005083190546560116
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,5.0,10.0,0.00454985889210125,0.003949556872659024,0.004940345987786662
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,10.0,15.0,0.004552759888604393,0.00403578903011905,0.0049216127611442576
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,15.0,20.0,0.004553953993574703,0.004026502587101253,0.004896138933271656
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,20.0,25.0,0.004557926521785335,0.004048718555440064,0.004931875548249084
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,25.0,30.0,0.0045613229462926055,0.0040206747751993606,0.004947893392604078
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,30.0,35.0,0.0045682305677462055,0.004022727679740347,0.005000272632673068
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,35.0,40.0,0.004546279388593517,0.003941659554870192,0.005073877326322568
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,40.0,45.0,0.004560171541142711,0.003844895448352958,0.00517062124739311
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,45.0,50.0,0.004539955207191158,0.0037238065657528695,0.005251320624939249
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,50.0,55.0,0.004514691553106402,0.003532675703834511,0.005352799583416949
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,55.0,60.0,0.004532143974870406,0.0033173639305456417,0.005524596344768939
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,60.0,65.0,0.00449151160783332,0.0030877506203359994,0.005567011115022669
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,65.0,70.0,0.004508932229945783,0.003068807743253566,0.005636398596333823
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,70.0,75.0,0.00452413288347177,0.003020601119405829,0.005732082034858473
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,75.0,80.0,0.004496659816256594,0.0030410496754381677,0.0057516584790829935
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,80.0,85.0,0.004488531812570276,0.0030337638877349807,0.005729206589734091
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,85.0,90.0,0.004503598240509359,0.002878406542962412,0.005839843638781546
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,90.0,95.0,0.004505924302024858,0.002804535583205678,0.00591187101182068
SPLN07,tierAmg_p95,B cells,downstream_arrest,N3_orig,95.0,100.0,0.004442594170421917,0.003095707415594662,0.00510227945893804
SPLN07,tierAmg_p95,B cells,emt_ecm,N3_orig,0.0,5.0,-0.0038187146685103477,-0.004488002720911334,-0.0029546161994852918
SPLN07,tierAmg_p95,B cells,emt_ecm,N3_orig,5.0,10.0,-0.003816083641564136,-0.004351744752857161,-0.0030947681802778767
SPLN07,tierAmg_p95,B cells,emt_ecm,N3_orig,10.0,15.0,-0.0038295111531296312,-0.004314857964311872,-0.003162584212871254
SPLN07,tierAmg_p95,B cells,emt_ecm,N3_orig,15.0,20.0,-0.00382595084026053,-0.0043037101627546055,-0.0031588887768850956
SPLN07,tierAmg_p95,B cells,emt_ecm,N3_orig,20.0,25.0,-0.0038258500114088296,-0.004302366215065977,-0.003148080692015897
SPLN07,tierAmg_p95,B cells,emt_ecm,N3_orig,25.0,30.0,-0.003825560861577909,-0.004344849376732662,-0.0031132382074558185
SPLN07,tierAmg_p95,B cells,emt_ecm,N3_orig,30.0,35.0,-0.0038224535969915295,-0.004363263329124191,-0.00309239197097876
SPLN07,tierAmg_p95,B cells,emt_ecm,N3_orig,35.0,40.0,-0.0038357334008434518,-0.004462056839834181,-0.0030946214335934477
SPLN07,tierAmg_p95,B cells,emt_ecm,N3_orig,40.0,45.0,-0.0038168135625874554,-0.004609607411368149,-0.0029299199064993435
SPLN07,tierAmg_p95,B cells,emt_ecm,N3_orig,45.0,50.0,-0.0038053220787597824,-0.004671471668444704,-0.002848065757584401
SPLN07,tierAmg_p95,B cells,emt_ecm,N3_orig,50.0,55.0,-0.0037945442756354285,-0.004870127139140867,-0.002523112273680752
